actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
90,PT06M14.00S,2024-12-27T00:53:07.3Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,11,13,2024-12-27T00:53:09Z,900000,False,,,0,,N. Vučević REBOUND (Off:0 Def:3),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Right Center,,,89.0,3.0,3.0,0.0,,,,,,,,,,,,,,
91,PT06M01.00S,2024-12-27T00:53:21.0Z,1,REGULAR,3pt,Jump Shot,[],1628975,67.7562417871222,39.950980392156865,1610612741,11,16,2024-12-27T00:53:26Z,910000,False,-50.0,251.0,1,right,J. Carter 25' 3PT pullup (10 PTS) (P. Williams 2 AST),"[1628975, 1630172]",1610612741.0,CHI,pullup,,,Carter,J. Carter,,,,,Above the Break 3,24+ Center,25.56,Made,,,,,,,,,,,,,,,10.0,P. Williams,1630172.0,2.0
93,PT05M41.00S,2024-12-27T00:53:39.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,6.652431011826544,48.529411764705884,1610612737,13,16,2024-12-27T00:53:45Z,930000,False,7.0,10.0,1,left,D. Daniels driving floating Jump Shot (2 PTS) (V. Krejčí 1 AST),"[1630700, 1630249]",1610612737.0,ATL,driving floating,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,1.24,Made,,,,,,,,,,,,,,,2.0,V. Krejčí,1630249.0,1.0
95,PT05M22.00S,2024-12-27T00:53:59.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,85.3646517739816,50.0,1610612741,13,18,2024-12-27T00:54:05Z,950000,False,0.0,85.0,1,right,N. Vučević 8' turnaround Hook (6 PTS) (J. Carter 1 AST),"[202696, 1628975]",1610612741.0,CHI,turnaround,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),8-16 Center,8.51,Made,,,,,,,,,,,,,,,6.0,J. Carter,1628975.0,1.0
96,PT05M14.00S,2024-12-27T00:54:07.3Z,1,REGULAR,turnover,bad pass,[],1630249,,,1610612737,13,18,2024-12-27T00:54:14Z,960000,False,,,0,,V. Krejčí bad pass TURNOVER (1 TO),"[1630249, 202696]",1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Mid-Range,16-24 Left Center,,,,,,,,1.0,,,,,Vučević,202696.0,,,,,,
97,PT05M14.00S,2024-12-27T00:54:07.3Z,1,REGULAR,steal,,[],202696,,,1610612741,13,18,2024-12-27T00:54:09Z,970000,False,,,0,,N. Vučević STEAL (2 STL),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
99,PT05M10.00S,2024-12-27T00:54:17.0Z,1,REGULAR,substitution,out,[],1642258,,,1610612741,13,18,2024-12-27T00:54:25Z,990000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT05M10.00S,2024-12-27T00:54:17.0Z,1,REGULAR,substitution,out,[],1630172,,,1610612741,13,18,2024-12-27T00:54:25Z,1000000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT05M10.00S,2024-12-27T00:54:17.0Z,1,REGULAR,substitution,in,[],1629726,,,1610612741,13,18,2024-12-27T00:54:25Z,1010000,False,,,0,,SUB in: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT05M10.00S,2024-12-27T00:54:17.0Z,1,REGULAR,substitution,in,[],1641763,,,1610612741,13,18,2024-12-27T00:54:25Z,1020000,False,,,0,,SUB in: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M58.00S,2024-12-27T00:54:47.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628975,93.9060446780552,2.2058823529411766,1610612741,13,21,2024-12-27T00:54:53Z,1030000,False,-239.0,5.0,1,right,J. Carter 3PT step back (13 PTS) (T. Horton-Tucker 1 AST),"[1628975, 1629659]",1610612741.0,CHI,step back,,,Carter,J. Carter,,,,,Left Corner 3,24+ Left,23.9,Made,,,,,,,,,,,,,,,13.0,T. Horton-Tucker,1629659.0,1.0
105,PT04M41.00S,2024-12-27T00:55:02.9Z,1,REGULAR,3pt,Jump Shot,[],1630700,32.013797634691194,49.26470588235294,1610612737,13,21,2024-12-27T00:55:08Z,1050000,False,4.0,248.0,1,left,MISS D. Daniels 24' pullup 3PT,[1630700],1610612737.0,ATL,pullup,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Center,24.84,Missed,,,,,,,,,,,,,,,,,,
106,PT04M39.00S,2024-12-27T00:55:04.9Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,13,21,2024-12-27T00:55:08Z,1060000,False,,,0,,N. Vučević REBOUND (Off:0 Def:4),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Center,,,105.0,4.0,4.0,0.0,,,,,,,,,,,,,,
107,PT04M30.00S,2024-12-27T00:55:13.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203897,92.32917214191852,46.568627450980394,1610612741,13,23,2024-12-27T00:55:48Z,1070000,False,-17.0,20.0,1,right,Z. LaVine driving Hook (4 PTS),[203897],1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,2.61,Made,,,,,,,,,,,,,,,4.0,,,
108,PT04M29.00S,2024-12-27T00:55:20.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,13,23,2024-12-27T00:55:20Z,1080000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M16.00S,2024-12-27T00:58:22.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626204,9.411957950065702,44.36274509803921,1610612737,13,23,2024-12-27T00:58:29Z,1090000,False,28.0,36.0,1,left,MISS L. Nance Jr. turnaround Hook,[1626204],1610612737.0,ATL,turnaround,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),0-8 Center,4.57,Missed,,,,,,,,,,,,,,,,,,
110,PT04M13.00S,2024-12-27T00:58:25.6Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,13,23,2024-12-27T00:58:29Z,1100000,False,,,0,,N. Vučević REBOUND (Off:0 Def:5),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,,,109.0,5.0,5.0,0.0,,,,,,,,,,,,,,
111,PT03M59.00S,2024-12-27T00:58:40.4Z,1,REGULAR,3pt,Jump Shot,[],1628975,66.83639947437582,58.08823529411765,1610612741,13,26,2024-12-27T00:58:49Z,1110000,False,40.0,259.0,1,right,J. Carter 26' 3PT  (16 PTS) (Z. LaVine 2 AST),"[1628975, 203897]",1610612741.0,CHI,,,,Carter,J. Carter,,,,,Above the Break 3,24+ Center,26.23,Made,,,,,,,,,,,,,,,16.0,Z. LaVine,203897.0,2.0
113,PT03M40.00S,2024-12-27T00:58:58.4Z,1,REGULAR,3pt,Jump Shot,[],1629726,5.995400788436268,96.56862745098039,1610612737,16,26,2024-12-27T00:59:03Z,1130000,False,-233.0,4.0,1,left,G. Mathews 3PT  (3 PTS) (V. Krejčí 2 AST),"[1629726, 1630249]",1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,Left Corner 3,24+ Left,23.28,Made,,,,,,,,,,,,,,,3.0,V. Krejčí,1630249.0,2.0
115,PT03M25.00S,2024-12-27T00:59:13.5Z,1,REGULAR,3pt,Jump Shot,[],203897,73.27529566360053,82.35294117647058,1610612741,16,26,2024-12-27T00:59:20Z,1150000,False,162.0,199.0,1,right,MISS Z. LaVine 25' step back 3PT,[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,25.62,Missed,,,,,,,,,,,,,,,,,,
116,PT03M24.00S,2024-12-27T00:59:14.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,16,26,2024-12-27T00:59:20Z,1160000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Right Center,,,115.0,,,,,,,,,,,,,,,,,
118,PT03M24.00S,2024-12-27T00:59:22.9Z,1,REGULAR,substitution,out,[],1630700,,,1610612737,16,26,2024-12-27T00:59:36Z,1180000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M24.00S,2024-12-27T00:59:22.9Z,1,REGULAR,substitution,out,[],1630249,,,1610612737,16,26,2024-12-27T00:59:36Z,1190000,False,,,0,,SUB out: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M24.00S,2024-12-27T00:59:22.9Z,1,REGULAR,substitution,out,[],203897,,,1610612737,16,26,2024-12-27T00:59:36Z,1200000,False,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M24.00S,2024-12-27T00:59:22.9Z,1,REGULAR,substitution,out,[],202696,,,1610612737,16,26,2024-12-27T00:59:36Z,1210000,False,,,0,,SUB out: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M24.00S,2024-12-27T00:59:22.9Z,1,REGULAR,substitution,in,[],1630552,,,1610612737,16,26,2024-12-27T00:59:36Z,1220000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M24.00S,2024-12-27T00:59:22.9Z,1,REGULAR,substitution,in,[],1629027,,,1610612737,16,26,2024-12-27T00:59:36Z,1230000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M24.00S,2024-12-27T00:59:22.9Z,1,REGULAR,substitution,in,[],1630188,,,1610612737,16,26,2024-12-27T00:59:36Z,1240000,False,,,0,,SUB in: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M24.00S,2024-12-27T00:59:22.9Z,1,REGULAR,substitution,in,[],1629632,,,1610612737,16,26,2024-12-27T00:59:36Z,1250000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M12.00S,2024-12-27T00:59:55.4Z,1,REGULAR,3pt,Jump Shot,[],1629726,31.488173455978973,51.71568627450981,1610612737,16,26,2024-12-27T01:00:01Z,1260000,False,-9.0,243.0,1,left,MISS G. Mathews 24' pullup 3PT,[1629726],1610612737.0,ATL,pullup,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Center,24.37,Missed,,,,,,,,,,,,,,,,,,
127,PT03M09.00S,2024-12-27T00:59:58.4Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612741,16,26,2024-12-27T01:00:01Z,1270000,False,,,0,,J. Smith REBOUND (Off:0 Def:1),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,,,126.0,1.0,1.0,0.0,,,,,,,,,,,,,,
128,PT02M51.00S,2024-12-27T01:00:15.6Z,1,REGULAR,3pt,Jump Shot,[],1629659,72.22404730617609,19.607843137254903,1610612741,16,26,2024-12-27T01:00:21Z,1280000,False,-152.0,209.0,1,right,MISS T. Horton-Tucker 25' 3PT,[1629659],1610612741.0,CHI,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Left Center,25.81,Missed,,,,,,,,,,,,,,,,,,
129,PT02M48.00S,2024-12-27T01:00:18.6Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,16,26,2024-12-27T01:00:21Z,1290000,False,,,0,,J. Johnson REBOUND (Off:0 Def:4),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,,,128.0,4.0,4.0,0.0,,,,,,,,,,,,,,
130,PT02M45.00S,2024-12-27T01:00:25.2Z,1,REGULAR,foul,personal,[],1629659,,,1610612737,16,26,2024-12-27T01:00:31Z,1300000,False,,,0,,T. Horton-Tucker personal FOUL (1 PF),"[1629659, 1629631]",1610612741.0,CHI,,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,2004.0,,1.0,0.0,Hunter,1629631.0,,,,,,,,
132,PT02M34.00S,2024-12-27T01:00:56.9Z,1,REGULAR,3pt,Jump Shot,[],1629027,26.231931668856767,82.35294117647058,1610612737,16,26,2024-12-27T01:01:05Z,1320000,False,-162.0,194.0,1,left,MISS T. Young 25' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,25.27,Missed,,,,,,,,,,,,,,,,,,
133,PT02M32.00S,2024-12-27T01:00:58.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612741,16,26,2024-12-27T01:01:05Z,1330000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,132.0,,,,,,,,,,,,,,,,,
135,PT02M14.00S,2024-12-27T01:01:27.7Z,1,REGULAR,foul,offensive,[],1629632,,,1610612741,16,26,2024-12-27T01:01:34Z,1350000,False,,,0,,C. White charge offensive FOUL (1 PF),"[1629632, 1629726]",1610612741.0,CHI,charge,,,White,C. White,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,2004.0,,1.0,0.0,Mathews,1629726.0,,,,,,,,
137,PT02M14.00S,2024-12-27T01:01:27.7Z,1,REGULAR,turnover,offensive foul,[],1629632,,,1610612741,16,26,2024-12-27T01:01:27Z,1370000,False,,,0,,C. White offensive foul TURNOVER (2 TO),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,2004.0,2.0,,,,,,,,,,,,
138,PT02M04.00S,2024-12-27T01:01:51.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626204,32.013797634691194,58.333333333333336,1610612737,16,26,2024-12-27T01:01:57Z,1380000,False,-42.0,248.0,1,left,MISS L. Nance Jr. 25' 3PT,[1626204],1610612737.0,ATL,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Center,25.19,Missed,,,,,,,,,,,,,,,,,,
139,PT02M02.00S,2024-12-27T01:01:53.6Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612741,16,26,2024-12-27T01:01:57Z,1390000,False,,,0,,J. Smith REBOUND (Off:0 Def:2),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,,,138.0,2.0,2.0,0.0,,,,,,,,,,,,,,
140,PT01M56.00S,2024-12-27T01:01:59.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629632,83.39356110381078,49.01960784313725,1610612741,16,26,2024-12-27T01:02:05Z,1400000,False,-5.0,104.0,1,right,MISS C. White 10' driving floating Shot,[1629632],1610612741.0,CHI,driving floating,,,White,C. White,,,,,In The Paint (Non-RA),8-16 Center,10.37,Missed,,,,,,,,,,,,,,,,,,
141,PT01M53.00S,2024-12-27T01:02:02.9Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,16,26,2024-12-27T01:02:05Z,1410000,False,,,0,,J. Johnson REBOUND (Off:0 Def:5),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,140.0,5.0,5.0,0.0,,,,,,,,,,,,,,
142,PT01M43.00S,2024-12-27T01:02:12.5Z,1,REGULAR,2pt,Jump Shot,[],1629631,7.835085413929041,68.87254901960785,1610612737,16,26,2024-12-27T01:02:18Z,1420000,False,-94.0,21.0,1,left,MISS D. Hunter 9' driving floating Shot,[1629631],1610612737.0,ATL,driving floating,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Left,9.67,Missed,,,,,,,,,,,,,,,,,,
143,PT01M41.00S,2024-12-27T01:02:14.5Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612741,16,26,2024-12-27T01:02:18Z,1430000,False,,,0,,J. Smith REBOUND (Off:0 Def:3),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Mid-Range,8-16 Left,,,142.0,3.0,3.0,0.0,,,,,,,,,,,,,,
144,PT01M36.00S,2024-12-27T01:02:19.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628975,70.64717477003943,23.03921568627451,1610612741,16,29,2024-12-27T01:02:28Z,1440000,False,-135.0,223.0,1,right,J. Carter 26' 3PT running (19 PTS) (C. White 2 AST),"[1628975, 1629632]",1610612741.0,CHI,running,,,Carter,J. Carter,,,,,Above the Break 3,24+ Left Center,26.09,Made,,,,,,,,,,,,,,,19.0,C. White,1629632.0,2.0
146,PT01M22.00S,2024-12-27T01:02:33.3Z,1,REGULAR,3pt,Jump Shot,[],1629631,31.35676741130092,48.28431372549019,1610612737,16,29,2024-12-27T01:02:39Z,1460000,False,9.0,242.0,1,left,MISS D. Hunter 24' step back 3PT,[1629631],1610612737.0,ATL,step back,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Center,24.25,Missed,,,,,,,,,,,,,,,,,,
147,PT01M19.00S,2024-12-27T01:02:36.3Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612741,16,29,2024-12-27T01:02:39Z,1470000,False,,,0,,J. Smith REBOUND (Off:0 Def:4),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,,,146.0,4.0,4.0,0.0,,,,,,,,,,,,,,
148,PT01M18.00S,2024-12-27T01:02:41.0Z,1,REGULAR,foul,personal,[],1626204,,,1610612741,16,29,2024-12-27T01:02:47Z,1480000,False,,,0,,L. Nance Jr. personal FOUL (1 PF),"[1626204, 1629632]",1610612737.0,ATL,,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,204058.0,,1.0,0.0,White,1629632.0,,,,,,,,
150,PT01M11.00S,2024-12-27T01:03:08.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641763,92.19776609724047,49.754901960784316,1610612741,16,29,2024-12-27T01:03:14Z,1500000,False,-1.0,21.0,1,right,MISS J. Phillips cutting Layup,[1641763],1610612741.0,CHI,cutting,,,Phillips,J. Phillips,,,,,Restricted Area,0-8 Center,2.08,Missed,,,,,,,,,,,,,,,,,,
151,PT01M06.00S,2024-12-27T01:03:13.1Z,1,REGULAR,rebound,offensive,[],1641763,,,1610612741,16,29,2024-12-27T01:03:14Z,1510000,False,,,0,,J. Phillips REBOUND (Off:1 Def:0),[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,Restricted Area,0-8 Center,,,150.0,1.0,0.0,1.0,,,,,,,,,,,,,,
285,PT01M06.00S,2024-12-27T01:03:10.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641763,91.01511169513797,50.245098039215684,1610612741,16,29,2024-12-27T01:26:41Z,1515000,False,1.0,32.0,1,right,MISS J. Phillips tip Layup,[1641763],1610612741.0,CHI,tip,,,Phillips,J. Phillips,,,,,Restricted Area,0-8 Center,3.2,Missed,,,,,,,,,,,,,,,,,,
286,PT01M06.00S,2024-12-27T01:03:10.1Z,1,REGULAR,rebound,offensive,[],1641763,,,1610612741,16,29,2024-12-27T01:26:41Z,1517500,False,,,0,,J. Phillips REBOUND (Off:2 Def:0),[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,Restricted Area,0-8 Center,,,285.0,2.0,0.0,2.0,,,,,,,,,,,,,,
152,PT01M06.00S,2024-12-27T01:03:12.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641763,94.40999984741211,50.0,1610612741,16,31,2024-12-27T01:26:41Z,1520000,False,0.0,0.0,1,right,J. Phillips tip Layup (2 PTS),[1641763],1610612741.0,CHI,tip,,,Phillips,J. Phillips,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,,,,,2.0,,,
153,PT00M55.20S,2024-12-27T01:03:24.6Z,1,REGULAR,3pt,Jump Shot,[],1629631,28.86005256241787,24.019607843137255,1610612737,19,31,2024-12-27T01:03:30Z,1530000,False,130.0,219.0,1,left,D. Hunter 25' 3PT  (3 PTS) (T. Young 3 AST),"[1629631, 1629027]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Right Center,25.45,Made,,,,,,,,,,,,,,,3.0,T. Young,1629027.0,3.0
156,PT00M35.30S,2024-12-27T01:04:03.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629027,,,1610612741,19,31,2024-12-27T01:04:23Z,1560000,False,,,0,,T. Young personal FOUL (2 PF) (White 2 FT),"[1629027, 1629632]",1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,204058.0,,2.0,0.0,White,1629632.0,,,,,,,,
158,PT00M35.30S,2024-12-27T01:04:24.9Z,1,REGULAR,freethrow,1 of 2,[],1629632,,,1610612741,19,32,2024-12-27T01:04:24Z,1580000,False,,,0,,C. White Free Throw 1 of 2 (1 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,Made,,,,,,,,,,,,,,,1.0,,,
159,PT00M35.30S,2024-12-27T01:04:38.9Z,1,REGULAR,freethrow,2 of 2,[],1629632,,,1610612741,19,33,2024-12-27T01:04:38Z,1590000,False,,,0,,C. White Free Throw 2 of 2 (2 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,Made,,,,,,,,,,,,,,,2.0,,,
160,PT00M28.00S,2024-12-27T01:04:50.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,5.469776609724048,50.0,1610612737,21,33,2024-12-27T01:04:56Z,1600000,False,0.0,-1.0,1,left,J. Johnson driving Layup (6 PTS),[1630552],1610612737.0,ATL,driving,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,0.11,Made,,,,,,,,,,,,,,,6.0,,,
161,PT00M07.70S,2024-12-27T01:05:15.2Z,1,REGULAR,3pt,Jump Shot,[],1628975,72.22404730617609,79.90196078431373,1610612741,21,33,2024-12-27T01:05:20Z,1610000,False,150.0,209.0,1,right,MISS J. Carter 25' pullup 3PT,[1628975],1610612741.0,CHI,pullup,,,Carter,J. Carter,,,,,Above the Break 3,24+ Right Center,25.66,Missed,,,,,,,,,,,,,,,,,,
162,PT00M04.80S,2024-12-27T01:05:18.1Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,21,33,2024-12-27T01:05:18Z,1620000,False,,,0,,J. Johnson REBOUND (Off:0 Def:6),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,,,161.0,6.0,6.0,0.0,,,,,,,,,,,,,,
163,PT00M01.50S,2024-12-27T01:05:23.9Z,1,REGULAR,foul,personal,[],1630188,,,1610612737,21,33,2024-12-27T01:05:37Z,1630000,False,,,0,,J. Smith take personal FOUL (1 PF),"[1630188, 1629027]",1610612741.0,CHI,take,,,Smith,J. Smith,,,,,Mid-Range,16-24 Center,,,,,,,2004.0,,1.0,0.0,Young,1629027.0,,,,,,,,
166,PT00M00.00S,2024-12-27T01:06:19.3Z,1,REGULAR,period,end,[],0,,,1610612737,21,33,2024-12-27T01:06:19Z,1660000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2024-12-27T01:08:17.2Z,2,REGULAR,substitution,out,['startperiod'],1629631,,,1610612737,21,33,2024-12-27T01:08:44Z,1670000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2024-12-27T01:08:17.2Z,2,REGULAR,substitution,in,['startperiod'],1642258,,,1610612737,21,33,2024-12-27T01:08:44Z,1680000,False,,,0,,SUB in: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2024-12-27T01:08:51.2Z,2,REGULAR,period,start,[],0,,,1610612741,21,33,2024-12-27T01:08:51Z,1690000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT11M47.00S,2024-12-27T01:09:03.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629632,86.81011826544021,41.66666666666667,1610612741,21,35,2024-12-27T01:09:12Z,1700000,False,-42.0,71.0,1,right,C. White 8' driving floating Jump Shot (4 PTS),[1629632],1610612741.0,CHI,driving floating,,,White,C. White,,,,,In The Paint (Non-RA),8-16 Center,8.28,Made,,,,,,,,,,,,,,,4.0,,,
172,PT11M28.00S,2024-12-27T01:09:22.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626204,8.229303547963205,52.450980392156865,1610612737,21,35,2024-12-27T01:09:30Z,1710000,False,-12.0,25.0,1,left,MISS L. Nance Jr. Hook,[1626204],1610612737.0,ATL,,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,2.78,Missed,,,,,,,,,,,,,,,,,,
173,PT11M25.00S,2024-12-27T01:09:25.1Z,2,REGULAR,rebound,offensive,[],1630552,,,1610612737,21,35,2024-12-27T01:09:25Z,1720000,False,,,0,,J. Johnson REBOUND (Off:1 Def:6),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,172.0,7.0,6.0,1.0,,,,,,,,,,,,,,
174,PT11M23.00S,2024-12-27T01:09:26.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642258,18.084756898817346,92.64705882352942,1610612737,21,35,2024-12-27T01:09:32Z,1730000,False,-213.0,117.0,1,left,MISS Z. Risacher 24' 3PT,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Left Center,24.34,Missed,,,,,,,,,,,,,,,,,,
175,PT11M20.00S,2024-12-27T01:09:29.8Z,2,REGULAR,rebound,defensive,[],1629632,,,1610612741,21,35,2024-12-27T01:09:32Z,1740000,False,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,,,174.0,1.0,1.0,0.0,,,,,,,,,,,,,,
