actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
351,PT09M34.00S,2024-12-27T01:50:39.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,92.85479632063075,43.13725490196079,1610612737,63,74,2024-12-27T01:50:45Z,3450000,False,-34.0,15.0,1,right,J. Johnson driving Layup (15 PTS) (T. Young 10 AST),"[1630552, 1629027]",1610612737.0,ATL,driving,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,3.73,Made,,,,,,,,,,,,,,,15.0,T. Young,1629027.0,10.0
353,PT09M18.00S,2024-12-27T01:50:55.6Z,3,REGULAR,3pt,Jump Shot,[],1629632,23.603810775295663,86.02941176470588,1610612741,63,74,2024-12-27T01:51:01Z,3470000,False,-180.0,169.0,1,left,MISS C. White 24' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,24.72,Missed,,,,,,,,,,,,,,,,,,
354,PT09M15.00S,2024-12-27T01:50:58.6Z,3,REGULAR,rebound,defensive,[],1630552,,,1610612737,63,74,2024-12-27T01:51:01Z,3480000,False,,,0,,J. Johnson REBOUND (Off:2 Def:9),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,,,353.0,11.0,9.0,2.0,,,,,,,,,,,,,,
355,PT09M09.00S,2024-12-27T01:51:06.8Z,3,REGULAR,foul,personal,['2freethrow'],1631207,,,1610612737,63,74,2024-12-27T01:51:30Z,3490000,False,,,0,,D. Terry shooting personal FOUL (4 PF) (Johnson 2 FT),"[1631207, 1630552]",1610612741.0,CHI,shooting,,,Terry,D. Terry,,,,,Restricted Area,0-8 Center,,,,,,,1627964.0,,4.0,0.0,Johnson,1630552.0,,,,,,,,
357,PT09M09.00S,2024-12-27T01:51:38.2Z,3,REGULAR,freethrow,1 of 2,[],1630552,,,1610612737,64,74,2024-12-27T01:51:38Z,3510000,False,,,0,,J. Johnson Free Throw 1 of 2 (16 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Made,,,,,,,,,,,,,,,16.0,,,
358,PT09M09.00S,2024-12-27T01:51:39.2Z,3,REGULAR,substitution,out,[],1631207,,,1610612737,64,74,2024-12-27T01:51:46Z,3520000,False,,,0,,SUB out: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT09M09.00S,2024-12-27T01:51:39.2Z,3,REGULAR,substitution,in,[],1628975,,,1610612737,64,74,2024-12-27T01:51:46Z,3530000,False,,,0,,SUB in: J. Carter,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT09M09.00S,2024-12-27T01:51:57.1Z,3,REGULAR,freethrow,2 of 2,[],1630552,,,1610612737,65,74,2024-12-27T01:51:57Z,3540000,False,,,0,,J. Johnson Free Throw 2 of 2 (17 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Made,,,,,,,,,,,,,,,17.0,,,
362,PT08M50.00S,2024-12-27T01:52:35.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203897,5.732588699080158,50.98039215686274,1610612741,65,74,2024-12-27T01:52:42Z,3560000,False,-5.0,1.0,1,left,MISS Z. LaVine driving reverse Layup,[203897],1610612741.0,CHI,driving reverse,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,0.51,Missed,,,,,,,,,,,,,,,,,,
363,PT08M48.00S,2024-12-27T01:52:37.3Z,3,REGULAR,rebound,offensive,[],1630172,,,1610612741,65,74,2024-12-27T01:52:37Z,3570000,False,,,0,,P. Williams REBOUND (Off:1 Def:2),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,362.0,3.0,2.0,1.0,,,,,,,,,,,,,,
364,PT08M47.00S,2024-12-27T01:52:38.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630172,5.601182654402102,48.529411764705884,1610612741,65,76,2024-12-27T01:52:45Z,3580000,False,7.0,0.0,1,left,P. Williams putback Layup (9 PTS),[1630172],1610612741.0,CHI,putback,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,0.74,Made,,,,,,,,,,,,,,,9.0,,,
365,PT08M39.00S,2024-12-27T01:52:45.7Z,3,REGULAR,3pt,Jump Shot,[],1642258,69.07030223390277,72.05882352941177,1610612737,68,76,2024-12-27T01:52:51Z,3590000,False,110.0,238.0,1,right,Z. Risacher 26' 3PT pullup (8 PTS) (C. Capela 1 AST),"[1642258, 203991]",1610612737.0,ATL,pullup,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Right Center,26.25,Made,,,,,,,,,,,,,,,8.0,C. Capela,203991.0,1.0
367,PT08M26.00S,2024-12-27T01:52:58.3Z,3,REGULAR,3pt,Jump Shot,[],1629632,27.414586070959263,22.058823529411764,1610612741,68,79,2024-12-27T01:53:03Z,3610000,False,140.0,205.0,1,left,C. White 24' 3PT  (13 PTS) (Z. LaVine 4 AST),"[1629632, 203897]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Right Center,24.82,Made,,,,,,,,,,,,,,,13.0,Z. LaVine,203897.0,4.0
369,PT08M08.00S,2024-12-27T01:53:19.5Z,3,REGULAR,foul,personal,['2freethrow'],202696,,,1610612737,68,79,2024-12-27T01:53:48Z,3630000,False,,,0,,N. Vučević shooting personal FOUL (1 PF) (Capela 2 FT),"[202696, 203991]",1610612741.0,CHI,shooting,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,,,,,,,2004.0,,1.0,0.0,Capela,203991.0,,,,,,,,
371,PT08M08.00S,2024-12-27T01:53:49.5Z,3,REGULAR,freethrow,1 of 2,[],203991,,,1610612737,69,79,2024-12-27T01:53:49Z,3650000,False,,,0,,C. Capela Free Throw 1 of 2 (3 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,Made,,,,,,,,,,,,,,,3.0,,,
372,PT08M08.00S,2024-12-27T01:54:08.9Z,3,REGULAR,freethrow,2 of 2,[],203991,,,1610612737,70,79,2024-12-27T01:54:08Z,3660000,False,,,0,,C. Capela Free Throw 2 of 2 (4 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,Made,,,,,,,,,,,,,,,4.0,,,
373,PT07M52.00S,2024-12-27T01:54:35.2Z,3,REGULAR,3pt,Jump Shot,[],1629632,31.09395532194481,58.08823529411765,1610612741,70,79,2024-12-27T01:54:43Z,3670000,False,-40.0,240.0,1,left,MISS C. White 24' step back 3PT,[1629632],1610612741.0,CHI,step back,,,White,C. White,,,,,Above the Break 3,24+ Center,24.32,Missed,,,,,,,,,,,,,,,,,,
374,PT07M48.00S,2024-12-27T01:54:39.2Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,70,79,2024-12-27T01:54:43Z,3680000,False,,,0,,C. Capela REBOUND (Off:0 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Center,,,373.0,2.0,2.0,0.0,,,,,,,,,,,,,,
375,PT07M40.00S,2024-12-27T01:54:46.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630552,93.51182654402102,49.50980392156863,1610612737,72,79,2024-12-27T01:54:55Z,3690000,False,-2.0,8.0,1,right,J. Johnson cutting DUNK (19 PTS) (T. Young 11 AST),"[1630552, 1629027]",1610612737.0,ATL,cutting,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,0.89,Made,,,,,,,,,,,,,,,19.0,T. Young,1629027.0,11.0
377,PT07M40.00S,2024-12-27T01:54:51.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,72,79,2024-12-27T01:54:51Z,3710000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT07M26.00S,2024-12-27T01:58:00.1Z,3,REGULAR,3pt,Jump Shot,[],203897,31.488173455978973,40.68627450980392,1610612741,72,82,2024-12-27T01:58:06Z,3720000,False,47.0,243.0,1,left,Z. LaVine 24' 3PT  (18 PTS) (C. White 8 AST),"[203897, 1629632]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,24.79,Made,,,,,,,,,,,,,,,18.0,C. White,1629632.0,8.0
380,PT07M16.00S,2024-12-27T01:58:10.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203991,87.86136662286465,47.794117647058826,1610612737,74,82,2024-12-27T01:58:16Z,3740000,False,-11.0,62.0,1,right,C. Capela 6' Hook (6 PTS) (Z. Risacher 2 AST),"[203991, 1642258]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,6.26,Made,,,,,,,,,,,,,,,6.0,Z. Risacher,1642258.0,2.0
382,PT06M59.00S,2024-12-27T01:58:27.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202696,11.514454664914586,48.77450980392157,1610612741,74,84,2024-12-27T01:58:32Z,3760000,False,6.0,56.0,1,left,N. Vučević Hook (12 PTS) (Z. LaVine 5 AST),"[202696, 203897]",1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,5.6,Made,,,,,,,,,,,,,,,12.0,Z. LaVine,203897.0,5.0
384,PT06M50.00S,2024-12-27T01:58:36.4Z,3,REGULAR,3pt,Jump Shot,[],1629027,66.96780551905388,51.225490196078425,1610612737,77,84,2024-12-27T01:59:34Z,3780000,False,6.0,258.0,1,right,T. Young 25' 3PT step back (11 PTS),[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Above the Break 3,24+ Center,25.81,Made,,,,,,,,,,,,,,,11.0,,,
385,PT06M42.00S,2024-12-27T01:58:44.4Z,3,REGULAR,3pt,Jump Shot,[],1629632,27.414586070959263,75.98039215686273,1610612741,77,87,2024-12-27T02:00:18Z,3790000,False,-130.0,205.0,1,left,C. White 24' 3PT pullup (16 PTS),[1629632],1610612741.0,CHI,pullup,,,White,C. White,,,,,Above the Break 3,24+ Left Center,24.29,Made,,,,,,,,,,,,,,,16.0,,,
386,PT06M31.00S,2024-12-27T01:58:55.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642258,92.46057818659659,49.50980392156863,1610612737,77,87,2024-12-27T01:59:02Z,3800000,False,-2.0,18.0,1,right,MISS Z. Risacher driving Layup,[1642258],1610612737.0,ATL,driving,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,1.86,Missed,,,,,,,,,,,,,,,,,,
387,PT06M28.00S,2024-12-27T01:58:58.5Z,3,REGULAR,rebound,defensive,[],203897,,,1610612741,77,87,2024-12-27T01:59:02Z,3810000,False,,,0,,Z. LaVine REBOUND (Off:1 Def:3),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,386.0,4.0,3.0,1.0,,,,,,,,,,,,,,
388,PT06M21.00S,2024-12-27T01:59:08.9Z,3,REGULAR,foul,personal,[],1642258,,,1610612741,77,87,2024-12-27T01:59:14Z,3820000,False,,,0,,Z. Risacher personal FOUL (3 PF),"[1642258, 202696]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2004.0,,3.0,0.0,Vučević,202696.0,,,,,,,,
390,PT06M21.00S,2024-12-27T01:59:16.9Z,3,REGULAR,substitution,out,[],1630552,,,1610612741,77,87,2024-12-27T01:59:25Z,3840000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT06M21.00S,2024-12-27T01:59:16.9Z,3,REGULAR,substitution,out,[],203991,,,1610612741,77,87,2024-12-27T01:59:25Z,3850000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT06M21.00S,2024-12-27T01:59:16.9Z,3,REGULAR,substitution,in,[],1629631,,,1610612741,77,87,2024-12-27T01:59:25Z,3860000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT06M21.00S,2024-12-27T01:59:16.9Z,3,REGULAR,substitution,in,[],1626204,,,1610612741,77,87,2024-12-27T01:59:25Z,3870000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612737.0,ATL,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT06M13.00S,2024-12-27T01:59:42.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202696,5.469776609724048,51.71568627450981,1610612741,77,89,2024-12-27T01:59:48Z,3880000,False,-9.0,-1.0,1,left,N. Vučević Layup (14 PTS) (Z. LaVine 6 AST),"[202696, 203897]",1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,0.87,Made,,,,,,,,,,,,,,,14.0,Z. LaVine,203897.0,6.0
396,PT05M58.00S,2024-12-27T01:59:59.0Z,3,REGULAR,foul,personal,['2freethrow'],202696,,,1610612737,77,89,2024-12-27T02:00:26Z,3900000,False,,,0,,N. Vučević shooting personal FOUL (2 PF) (Hunter 2 FT),"[202696, 1629631]",1610612741.0,CHI,shooting,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,,,,,,,1627964.0,,2.0,0.0,Hunter,1629631.0,,,,,,,,
398,PT05M58.00S,2024-12-27T02:00:28.4Z,3,REGULAR,freethrow,1 of 2,[],1629631,,,1610612737,78,89,2024-12-27T02:00:28Z,3920000,False,,,0,,D. Hunter Free Throw 1 of 2 (11 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Made,,,,,,,,,,,,,,,11.0,,,
399,PT05M58.00S,2024-12-27T02:00:29.8Z,3,REGULAR,substitution,out,[],1629027,,,1610612737,78,89,2024-12-27T02:00:38Z,3930000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT05M58.00S,2024-12-27T02:00:29.8Z,3,REGULAR,substitution,out,[],1629632,,,1610612737,78,89,2024-12-27T02:00:38Z,3940000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT05M58.00S,2024-12-27T02:00:29.8Z,3,REGULAR,substitution,out,[],1630172,,,1610612737,78,89,2024-12-27T02:00:38Z,3950000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT05M58.00S,2024-12-27T02:00:29.8Z,3,REGULAR,substitution,in,[],1630249,,,1610612737,78,89,2024-12-27T02:00:38Z,3960000,False,,,0,,SUB in: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT05M58.00S,2024-12-27T02:00:29.8Z,3,REGULAR,substitution,in,[],1629659,,,1610612737,78,89,2024-12-27T02:00:38Z,3970000,False,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612741.0,CHI,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT05M58.00S,2024-12-27T02:00:29.8Z,3,REGULAR,substitution,in,[],1641763,,,1610612737,78,89,2024-12-27T02:00:38Z,3980000,False,,,0,,SUB in: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT05M58.00S,2024-12-27T02:00:53.3Z,3,REGULAR,freethrow,2 of 2,[],1629631,,,1610612737,79,89,2024-12-27T02:00:53Z,3990000,False,,,0,,D. Hunter Free Throw 2 of 2 (12 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Made,,,,,,,,,,,,,,,12.0,,,
406,PT05M46.00S,2024-12-27T02:01:09.3Z,3,REGULAR,violation,kicked ball,[],1630700,,,1610612741,79,89,2024-12-27T02:01:15Z,4000000,False,,,0,,D. Daniels kicked ball VIOLATION,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,204058.0,,,,,,,,,,,,,
407,PT05M39.00S,2024-12-27T02:01:38.5Z,3,REGULAR,2pt,Jump Shot,[],203897,22.815374507227332,46.81372549019608,1610612741,79,89,2024-12-27T02:01:45Z,4010000,False,16.0,162.0,1,left,MISS Z. LaVine 16' step back Shot,[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Center,16.28,Missed,,,,,,,,,,,,,,,,,,
408,PT05M35.00S,2024-12-27T02:01:42.5Z,3,REGULAR,rebound,defensive,[],1642258,,,1610612737,79,89,2024-12-27T02:01:45Z,4020000,False,,,0,,Z. Risacher REBOUND (Off:0 Def:3),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Mid-Range,16-24 Center,,,407.0,3.0,3.0,0.0,,,,,,,,,,,,,,
410,PT05M21.00S,2024-12-27T02:02:01.6Z,3,REGULAR,foul,offensive,[],1642258,,,1610612737,79,89,2024-12-27T02:02:14Z,4040000,False,,,0,,Z. Risacher offensive FOUL (4 PF),"[1642258, 1641763]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Center,,,,,,,2004.0,,4.0,0.0,Phillips,1641763.0,,,,,,,,
412,PT05M21.00S,2024-12-27T02:02:01.6Z,3,REGULAR,turnover,offensive foul,[],1642258,,,1610612737,79,89,2024-12-27T02:02:01Z,4060000,False,,,0,,Z. Risacher offensive foul TURNOVER (3 TO),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Center,,,,,,,2004.0,3.0,,,,,,,,,,,,
413,PT05M07.00S,2024-12-27T02:02:36.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629659,5.863994743758213,61.029411764705884,1610612741,79,89,2024-12-27T02:03:06Z,4070000,False,-55.0,3.0,1,left,MISS T. Horton-Tucker driving floating bank Shot,[1629659],1610612741.0,CHI,driving floating bank,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),0-8 Center,5.52,Missed,,,,,,,,,,,,,,,,,,
414,PT05M00.00S,2024-12-27T02:02:43.4Z,3,REGULAR,rebound,defensive,[],1642258,,,1610612737,79,89,2024-12-27T02:02:44Z,4080000,False,,,0,,Z. Risacher REBOUND (Off:0 Def:4),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),0-8 Center,,,413.0,4.0,4.0,0.0,,,,,,,,,,,,,,
415,PT04M59.00S,2024-12-27T02:02:43.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630700,92.72339027595268,50.98039215686274,1610612737,81,89,2024-12-27T02:02:50Z,4090000,False,5.0,16.0,1,right,D. Daniels running Layup (12 PTS) (V. Krejčí 4 AST),"[1630700, 1630249]",1610612737.0,ATL,running,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,1.66,Made,,,,,,,,,,,,,,,12.0,V. Krejčí,1630249.0,4.0
417,PT04M39.00S,2024-12-27T02:03:03.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628975,8.360709592641262,38.23529411764706,1610612741,81,89,2024-12-27T02:03:09Z,4110000,False,59.0,26.0,1,left,MISS J. Carter 6' driving Hook,[1628975],1610612741.0,CHI,driving,,,Carter,J. Carter,,,,,In The Paint (Non-RA),0-8 Center,6.43,Missed,,,,,,,,,,,,,,,,,,
418,PT04M36.00S,2024-12-27T02:03:06.0Z,3,REGULAR,rebound,defensive,[],1629631,,,1610612737,81,89,2024-12-27T02:03:09Z,4120000,False,,,0,,D. Hunter REBOUND (Off:1 Def:3),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),0-8 Center,,,417.0,4.0,3.0,1.0,,,,,,,,,,,,,,
419,PT04M32.00S,2024-12-27T02:03:10.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1642258,91.01511169513797,2.941176470588235,1610612737,81,89,2024-12-27T02:03:16Z,4130000,False,-235.0,32.0,1,right,MISS Z. Risacher running 3PT,[1642258],1610612737.0,ATL,running,,,Risacher,Z. Risacher,,,,,Left Corner 3,24+ Left,23.75,Missed,,,,,,,,,,,,,,,,,,
420,PT04M28.00S,2024-12-27T02:03:14.9Z,3,REGULAR,rebound,offensive,[],1630700,,,1610612737,81,89,2024-12-27T02:03:14Z,4140000,False,,,0,,D. Daniels REBOUND (Off:1 Def:4),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Left Corner 3,24+ Left,,,419.0,5.0,4.0,1.0,,,,,,,,,,,,,,
421,PT04M24.00S,2024-12-27T02:03:18.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630249,67.62483574244416,60.29411764705882,1610612737,84,89,2024-12-27T02:03:50Z,4150000,False,51.0,252.0,1,right,V. Krejčí 25' 3PT  (3 PTS) (D. Hunter 1 AST),"[1630249, 1629631]",1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Above the Break 3,24+ Center,25.7,Made,,,,,,,,,,,,,,,3.0,D. Hunter,1629631.0,1.0
423,PT04M24.00S,2024-12-27T02:03:25.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,84,89,2024-12-27T02:03:25Z,4170000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT04M24.00S,2024-12-27T02:05:18.9Z,3,REGULAR,substitution,out,[],1642258,,,1610612741,84,89,2024-12-27T02:05:54Z,4180000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT04M24.00S,2024-12-27T02:05:18.9Z,3,REGULAR,substitution,in,[],1629726,,,1610612741,84,89,2024-12-27T02:05:54Z,4190000,False,,,0,,SUB in: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT04M05.00S,2024-12-27T02:06:38.0Z,3,REGULAR,3pt,Jump Shot,[],203897,28.465834428383708,23.03921568627451,1610612741,84,92,2024-12-27T02:06:45Z,4200000,False,135.0,215.0,1,left,Z. LaVine 25' 3PT step back (21 PTS) (J. Phillips 1 AST),"[203897, 1641763]",1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,25.38,Made,,,,,,,,,,,,,,,21.0,J. Phillips,1641763.0,1.0
427,PT03M52.00S,2024-12-27T02:06:51.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,93.24901445466492,50.245098039215684,1610612737,86,92,2024-12-27T02:06:59Z,4210000,False,1.0,11.0,1,right,D. Hunter cutting Layup (14 PTS) (D. Daniels 2 AST),"[1629631, 1630700]",1610612737.0,ATL,cutting,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,1.11,Made,,,,,,,,,,,,,,,14.0,D. Daniels,1630700.0,2.0
429,PT03M52.00S,2024-12-27T02:06:57.5Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1641763,,,1610612737,86,92,2024-12-27T02:07:12Z,4230000,False,,,0,,J. Phillips shooting personal FOUL (1 PF) (Hunter 1 FT),"[1641763, 1629631]",1610612741.0,CHI,shooting,,,Phillips,J. Phillips,,,,,Restricted Area,0-8 Center,,,,,,,204058.0,,1.0,0.0,Hunter,1629631.0,,,,,,,,
431,PT03M52.00S,2024-12-27T02:07:16.4Z,3,REGULAR,freethrow,1 of 1,[],1629631,,,1610612737,87,92,2024-12-27T02:07:16Z,4250000,False,,,0,,D. Hunter Free Throw 1 of 1 (15 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Made,,,,,,,,,,,,,,,15.0,,,
432,PT03M34.00S,2024-12-27T02:07:35.8Z,3,REGULAR,3pt,Jump Shot,[],203897,31.225361366622867,49.26470588235294,1610612741,87,95,2024-12-27T02:07:42Z,4260000,False,4.0,241.0,1,left,Z. LaVine 24' 3PT pullup (24 PTS) (T. Horton-Tucker 3 AST),"[203897, 1629659]",1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,24.1,Made,,,,,,,,,,,,,,,24.0,T. Horton-Tucker,1629659.0,3.0
434,PT03M24.00S,2024-12-27T02:07:45.4Z,3,REGULAR,3pt,Jump Shot,[],1629726,89.96386333771353,2.450980392156863,1610612737,87,95,2024-12-27T02:07:50Z,4280000,False,-238.0,42.0,1,right,MISS G. Mathews 24' 3PT,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,Left Corner 3,24+ Left,24.13,Missed,,,,,,,,,,,,,,,,,,
435,PT03M22.00S,2024-12-27T02:07:47.4Z,3,REGULAR,rebound,defensive,[],1628975,,,1610612741,87,95,2024-12-27T02:07:50Z,4290000,False,,,0,,J. Carter REBOUND (Off:0 Def:3),[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,Left Corner 3,24+ Left,,,434.0,3.0,3.0,0.0,,,,,,,,,,,,,,
436,PT03M14.00S,2024-12-27T02:07:57.2Z,3,REGULAR,foul,personal,[],1629726,,,1610612741,87,95,2024-12-27T02:21:40Z,4300000,False,,,0,,G. Mathews personal FOUL (1 PF),"[1629726, 202696]",1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Center,,,,,,,2004.0,,1.0,0.0,Vučević,202696.0,,,,,,,,
438,PT03M14.00S,2024-12-27T02:08:14.3Z,3,REGULAR,substitution,out,[],1630700,,,1610612741,87,95,2024-12-27T02:08:18Z,4320000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT03M14.00S,2024-12-27T02:08:14.3Z,3,REGULAR,substitution,in,[],1630552,,,1610612741,87,95,2024-12-27T02:08:18Z,4330000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT03M09.00S,2024-12-27T02:08:29.1Z,3,REGULAR,3pt,Jump Shot,[],1628975,7.966491458607096,3.431372549019608,1610612741,87,98,2024-12-27T02:08:34Z,4340000,False,233.0,22.0,1,left,J. Carter 3PT  (22 PTS) (Z. LaVine 7 AST),"[1628975, 203897]",1610612741.0,CHI,,,,Carter,J. Carter,,,,,Right Corner 3,24+ Right,23.39,Made,,,,,,,,,,,,,,,22.0,Z. LaVine,203897.0,7.0
