actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
85,PT04M21.00S,2025-04-07T23:59:06.4Z,1,REGULAR,3pt,Jump Shot,[],1629022,71.17279894875165,75.73529411764706,1610612755,21,17,2025-04-07T23:59:10Z,850000,False,129.0,218.0,1,right,MISS L. Walker IV 25' pullup 3PT,[1629022],1610612755.0,PHI,pullup,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Right Center,25.36,Missed,,,,,,,,,,,,,,,,,,
86,PT04M18.00S,2025-04-07T23:59:09.4Z,1,REGULAR,rebound,defensive,[],1642276,,,1610612748,21,17,2025-04-07T23:59:10Z,860000,False,,,0,,K. Ware REBOUND (Off:2 Def:4),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Right Center,,,85.0,,,,,,,,,,6.0,4.0,2.0,,,,,
87,PT04M13.00S,2025-04-07T23:59:14.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629639,12.828515111695138,45.588235294117645,1610612748,21,17,2025-04-07T23:59:20Z,870000,False,22.0,68.0,1,left,MISS T. Herro 7' running Layup,[1629639],1610612748.0,MIA,running,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,7.16,Missed,,,,,,,,,,,,,,,,,,
88,PT04M10.00S,2025-04-07T23:59:17.9Z,1,REGULAR,rebound,defensive,[],200768,,,1610612755,21,17,2025-04-07T23:59:20Z,880000,False,,,0,,K. Lowry REBOUND (Off:0 Def:1),[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),0-8 Center,,,87.0,,,,,,,,,,1.0,1.0,0.0,,,,,
89,PT04M03.00S,2025-04-07T23:59:24.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629022,89.96386333771353,49.26470588235294,1610612755,21,19,2025-04-08T00:01:08Z,890000,False,-4.0,42.0,1,right,L. Walker IV driving Layup (8 PTS) (Q. Grimes 1 AST),"[1629022, 1629656]",1610612755.0,PHI,driving,,,Walker IV,L. Walker IV,,,,,Restricted Area,0-8 Center,4.2,Made,,,,,,,,,,8.0,,,,Q. Grimes,1629656.0,1.0,,
91,PT03M39.00S,2025-04-07T23:59:48.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630558,14.14257555847569,52.94117647058824,1610612748,21,19,2025-04-07T23:59:57Z,910000,False,-15.0,80.0,1,left,MISS D. Mitchell 8' driving floating Shot,[1630558],1610612748.0,MIA,driving floating,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,8.17,Missed,,,,,,,,,,,,,,,,,,
92,PT03M35.00S,2025-04-07T23:59:52.3Z,1,REGULAR,rebound,defensive,[],1629022,,,1610612755,21,19,2025-04-07T23:59:57Z,920000,False,,,0,,L. Walker IV REBOUND (Off:0 Def:1),[1629022],1610612755.0,PHI,,,,Walker IV,L. Walker IV,,,,,In The Paint (Non-RA),8-16 Center,,,91.0,,,,,,,,,,1.0,1.0,0.0,,,,,
93,PT03M30.00S,2025-04-08T00:00:03.0Z,1,REGULAR,foul,personal,['2freethrow'],1629639,,,1610612755,21,19,2025-04-08T00:00:24Z,930000,False,,,0,,T. Herro shooting personal FOUL (1 PF) (Walker IV 2 FT),"[1629639, 1629022]",1610612748.0,MIA,shooting,,,Herro,T. Herro,,,,,Mid-Range,8-16 Left,,,,1199.0,1.0,0.0,Walker IV,1629022.0,,,,,,,,,,,,
95,PT03M30.00S,2025-04-08T00:00:28.8Z,1,REGULAR,freethrow,1 of 2,[],1629022,,,1610612755,21,20,2025-04-08T00:01:11Z,950000,False,,,0,,L. Walker IV Free Throw 1 of 2 (9 PTS),[1629022],1610612755.0,PHI,,,,Walker IV,L. Walker IV,,,,,,,,Made,,,,,,,,,,9.0,,,,,,,,
96,PT03M30.00S,2025-04-08T00:00:29.6Z,1,REGULAR,substitution,out,[],1642276,,,1610612755,21,20,2025-04-08T00:00:43Z,960000,False,,,0,,SUB out: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M30.00S,2025-04-08T00:00:29.6Z,1,REGULAR,substitution,out,[],202692,,,1610612755,21,20,2025-04-08T00:00:43Z,970000,False,,,0,,SUB out: A. Burks,[202692],1610612748.0,MIA,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M30.00S,2025-04-08T00:00:29.6Z,1,REGULAR,substitution,in,[],203937,,,1610612755,21,20,2025-04-08T00:00:43Z,980000,False,,,0,,SUB in: K. Anderson,[203937],1610612748.0,MIA,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M30.00S,2025-04-08T00:00:29.6Z,1,REGULAR,substitution,in,[],1629130,,,1610612755,21,20,2025-04-08T00:00:43Z,990000,False,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M30.00S,2025-04-08T00:00:28.8Z,1,REGULAR,freethrow,2 of 2,[],1629022,,,1610612755,21,20,2025-04-08T00:01:11Z,1000000,False,,,0,,MISS L. Walker IV Free Throw 2 of 2,[1629022],1610612755.0,PHI,,,,Walker IV,L. Walker IV,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
101,PT03M28.00S,2025-04-08T00:00:30.8Z,1,REGULAR,rebound,defensive,[],203937,,,1610612748,21,20,2025-04-08T00:01:11Z,1010000,False,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612748.0,MIA,,,,Anderson,K. Anderson,,,,,,,,,100.0,,,,,,,,,,1.0,1.0,0.0,,,,,
102,PT03M14.00S,2025-04-08T00:01:14.1Z,1,REGULAR,3pt,Jump Shot,[],1629130,24.52365308804205,16.176470588235293,1610612748,24,20,2025-04-08T00:01:18Z,1020000,False,169.0,178.0,1,left,D. Robinson 24' 3PT  (3 PTS) (D. Mitchell 1 AST),"[1629130, 1630558]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,24.55,Made,,,,,,,,,,3.0,,,,D. Mitchell,1630558.0,1.0,,
104,PT03M03.00S,2025-04-08T00:01:25.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641737,93.38042049934296,50.49019607843137,1610612755,24,22,2025-04-08T00:01:32Z,1040000,False,2.0,10.0,1,right,A. Bona cutting DUNK (7 PTS) (K. Lowry 1 AST),"[1641737, 200768]",1610612755.0,PHI,cutting,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,1.0,Made,,,,,,,,,,7.0,,,,K. Lowry,200768.0,1.0,,
106,PT02M51.00S,2025-04-08T00:01:36.8Z,1,REGULAR,3pt,Jump Shot,[],1641796,28.07161629434954,74.50980392156863,1610612748,27,22,2025-04-08T00:01:41Z,1060000,False,-123.0,211.0,1,left,P. Larsson 24' 3PT  (8 PTS) (T. Herro 2 AST),"[1641796, 1629639]",1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Above the Break 3,24+ Left Center,24.43,Made,,,,,,,,,,8.0,,,,T. Herro,1629639.0,2.0,,
108,PT02M34.00S,2025-04-08T00:01:54.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629656,93.77463863337714,47.30392156862745,1610612755,27,24,2025-04-08T00:01:59Z,1080000,False,-13.0,6.0,1,right,Q. Grimes driving Layup (4 PTS) (L. Walker IV 2 AST),"[1629656, 1629022]",1610612755.0,PHI,driving,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,1.48,Made,,,,,,,,,,4.0,,,,L. Walker IV,1629022.0,2.0,,
110,PT02M22.00S,2025-04-08T00:02:05.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641796,10.988830486202366,59.80392156862745,1610612748,27,24,2025-04-08T00:02:09Z,1100000,False,-49.0,51.0,1,left,MISS P. Larsson 7' Hook,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,In The Paint (Non-RA),0-8 Center,7.06,Missed,,,,,,,,,,,,,,,,,,
111,PT02M20.00S,2025-04-08T00:02:07.5Z,1,REGULAR,rebound,defensive,[],1641737,,,1610612755,27,24,2025-04-08T00:02:09Z,1110000,False,,,0,,A. Bona REBOUND (Off:0 Def:1),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,In The Paint (Non-RA),0-8 Center,,,110.0,,,,,,,,,,1.0,1.0,0.0,,,,,
112,PT02M09.00S,2025-04-08T00:02:19.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629656,81.553876478318,49.01960784313725,1610612755,27,26,2025-04-08T00:02:23Z,1120000,False,-5.0,121.0,1,right,Q. Grimes 12' fadeaway Jump Shot (6 PTS),[1629656],1610612755.0,PHI,fadeaway,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),8-16 Center,12.1,Made,,,,,,,,,,6.0,,,,,,,,
113,PT01M59.00S,2025-04-08T00:02:31.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,6.652431011826544,43.872549019607845,1610612748,27,26,2025-04-08T00:03:43Z,1130000,False,31.0,10.0,1,left,MISS T. Herro driving Layup - blocked,"[1629639, 1641737]",1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,3.22,Missed,,,,,,,,,,,,,,,,,Bona,1641737.0
114,PT01M59.00S,2025-04-08T00:02:31.5Z,1,REGULAR,block,,[],1641737,,,1610612748,27,26,2025-04-08T00:02:34Z,1140000,False,,,0,,A. Bona BLOCK (1 BLK),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
115,PT01M57.00S,2025-04-08T00:02:33.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612755,27,26,2025-04-08T00:03:43Z,1150000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Restricted Area,0-8 Center,,,113.0,,,,,,,,,,,,,,,,,
117,PT01M57.00S,2025-04-08T00:02:42.0Z,1,REGULAR,substitution,out,[],1641796,,,1610612755,27,26,2025-04-08T00:02:47Z,1170000,False,,,0,,SUB out: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT01M57.00S,2025-04-08T00:02:42.0Z,1,REGULAR,substitution,in,[],1629312,,,1610612755,27,26,2025-04-08T00:02:47Z,1180000,False,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT01M36.00S,2025-04-08T00:03:16.3Z,1,REGULAR,3pt,Jump Shot,[],1629656,69.85873850197109,27.941176470588236,1610612755,27,26,2025-04-08T03:22:04Z,1190000,False,-110.0,231.0,1,right,MISS Q. Grimes 25' 3PT,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,25.58,Missed,,,,,,,,,,,,,,,,,,
120,PT01M33.00S,2025-04-08T00:03:19.3Z,1,REGULAR,rebound,defensive,[],1630558,,,1610612748,27,26,2025-04-08T00:03:21Z,1200000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,119.0,,,,,,,,,,1.0,1.0,0.0,,,,,
121,PT01M25.00S,2025-04-08T00:03:26.3Z,1,REGULAR,3pt,Jump Shot,[],1629312,5.338370565045992,94.6078431372549,1610612748,27,26,2025-04-08T00:03:30Z,1210000,False,-223.0,-2.0,1,left,MISS H. Highsmith 3PT,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Left Corner 3,24+ Left,22.3,Missed,,,,,,,,,,,,,,,,,,
122,PT01M22.00S,2025-04-08T00:03:29.3Z,1,REGULAR,rebound,defensive,[],1641737,,,1610612755,27,26,2025-04-08T00:03:30Z,1220000,False,,,0,,A. Bona REBOUND (Off:0 Def:2),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Left Corner 3,24+ Left,,,121.0,,,,,,,,,,2.0,2.0,0.0,,,,,
124,PT01M17.00S,2025-04-08T00:03:37.0Z,1,REGULAR,foul,personal,[],1630558,,,1610612755,27,26,2025-04-08T00:03:50Z,1240000,False,,,0,,D. Mitchell personal FOUL (1 PF),"[1630558, 1629656]",1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Left Center,,,,200832.0,1.0,0.0,Grimes,1629656.0,,,,,,,,,,,,
126,PT01M17.00S,2025-04-08T00:03:50.2Z,1,REGULAR,substitution,out,[],1629639,,,1610612755,27,26,2025-04-08T00:03:53Z,1260000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M17.00S,2025-04-08T00:03:50.2Z,1,REGULAR,substitution,in,[],1631170,,,1610612755,27,26,2025-04-08T00:03:53Z,1270000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M17.00S,2025-04-08T00:04:05.8Z,1,REGULAR,substitution,out,[],1629022,,,1610612755,27,26,2025-04-08T00:04:12Z,1280000,False,,,0,,SUB out: L. Walker IV,[1629022],1610612755.0,PHI,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M17.00S,2025-04-08T00:04:05.8Z,1,REGULAR,substitution,in,[],1630542,,,1610612755,27,26,2025-04-08T00:04:12Z,1290000,False,,,0,,SUB in: M. Bagley,[1630542],1610612755.0,PHI,,,,Bagley,M. Bagley,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M07.00S,2025-04-08T00:04:16.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630542,93.11760840998686,54.166666666666664,1610612755,27,26,2025-04-08T00:04:20Z,1300000,False,21.0,12.0,1,right,MISS M. Bagley Layup - blocked,"[1630542, 203937]",1610612755.0,PHI,,,,Bagley,M. Bagley,,,,,Restricted Area,0-8 Center,2.41,Missed,,,,,,,,,,,,,,,,,Anderson,203937.0
131,PT01M07.00S,2025-04-08T00:04:16.7Z,1,REGULAR,block,,[],203937,,,1610612755,27,26,2025-04-08T00:04:19Z,1310000,False,,,0,,K. Anderson BLOCK (1 BLK),[203937],1610612748.0,MIA,,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
132,PT01M04.00S,2025-04-08T00:04:19.7Z,1,REGULAR,rebound,defensive,[],203937,,,1610612748,27,26,2025-04-08T00:04:20Z,1320000,False,,,0,,K. Anderson REBOUND (Off:0 Def:2),[203937],1610612748.0,MIA,,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,,,130.0,,,,,,,,,,2.0,2.0,0.0,,,,,
133,PT00M47.50S,2025-04-08T00:04:37.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,12.434296977660972,38.970588235294116,1610612748,27,26,2025-04-08T00:04:45Z,1330000,False,55.0,64.0,1,left,MISS K. Anderson 8' driving floating bank Shot,[203937],1610612748.0,MIA,driving floating bank,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Right,8.48,Missed,,,,,,,,,,,,,,,,,,
134,PT00M44.10S,2025-04-08T00:04:40.7Z,1,REGULAR,rebound,defensive,[],1630542,,,1610612755,27,26,2025-04-08T00:04:42Z,1340000,False,,,0,,M. Bagley REBOUND (Off:0 Def:1),[1630542],1610612755.0,PHI,,,,Bagley,M. Bagley,,,,,In The Paint (Non-RA),8-16 Right,,,133.0,,,,,,,,,,1.0,1.0,0.0,,,,,
135,PT00M41.50S,2025-04-08T00:04:46.4Z,1,REGULAR,foul,offensive,[],1641737,,,1610612755,27,26,2025-04-08T00:06:02Z,1350000,False,,,0,,A. Bona offensive FOUL (2 PF),"[1641737, 1630558]",1610612755.0,PHI,,,,Bona,A. Bona,,,,,Above the Break 3,24+ Center,,,,200832.0,2.0,0.0,Mitchell,1630558.0,,,,,,,,,,,,
137,PT00M41.50S,2025-04-08T00:04:46.4Z,1,REGULAR,turnover,offensive foul,[],1641737,,,1610612755,27,26,2025-04-08T00:04:46Z,1370000,False,,,0,,A. Bona offensive foul TURNOVER (2 TO),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Above the Break 3,24+ Center,,,,200832.0,,,,,2.0,,,,,,,,,,,
138,PT00M41.50S,2025-04-08T00:05:02.3Z,1,REGULAR,substitution,out,[],1641737,,,1610612748,27,26,2025-04-08T00:05:06Z,1380000,False,,,0,,SUB out: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT00M41.50S,2025-04-08T00:05:02.3Z,1,REGULAR,substitution,in,[],1630658,,,1610612748,27,26,2025-04-08T00:05:06Z,1390000,False,,,0,,SUB in: C. Castleton,[1630658],1610612755.0,PHI,,,,Castleton,C. Castleton,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT00M24.70S,2025-04-08T00:05:33.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630558,6.652431011826544,53.431372549019606,1610612748,29,26,2025-04-08T00:05:37Z,1400000,False,-17.0,10.0,1,left,D. Mitchell driving Layup (2 PTS),[1630558],1610612748.0,MIA,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,1.99,Made,,,,,,,,,,2.0,,,,,,,,
141,PT00M07.50S,2025-04-08T00:05:54.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630542,94.95729303547962,48.529411764705884,1610612755,29,28,2025-04-08T00:05:56Z,1410000,False,-7.0,-5.0,1,right,M. Bagley alley-oop DUNK (4 PTS) (Q. Grimes 2 AST),"[1630542, 1629656]",1610612755.0,PHI,alley-oop,,,Bagley,M. Bagley,,,,,Restricted Area,0-8 Center,0.9,Made,,,,,,,,,,4.0,,,,Q. Grimes,1629656.0,2.0,,
143,PT00M01.00S,2025-04-08T00:06:05.2Z,1,REGULAR,foul,personal,[],1630542,,,1610612748,29,28,2025-04-08T00:06:15Z,1430000,False,,,0,,M. Bagley personal FOUL (1 PF),"[1630542, 203937]",1610612755.0,PHI,,,,Bagley,M. Bagley,,,,,In The Paint (Non-RA),8-16 Right,,,,200832.0,1.0,0.0,Anderson,203937.0,,,,,,,,,,,,
145,PT00M00.00S,2025-04-08T00:06:48.2Z,1,REGULAR,period,end,[],0,,,1610612748,29,28,2025-04-08T00:06:48Z,1450000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2025-04-08T00:09:07.0Z,2,REGULAR,substitution,out,['startperiod'],1629656,,,1610612748,29,28,2025-04-08T00:09:20Z,1460000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2025-04-08T00:09:07.0Z,2,REGULAR,substitution,in,['startperiod'],1629022,,,1610612748,29,28,2025-04-08T00:09:20Z,1470000,False,,,0,,SUB in: L. Walker IV,[1629022],1610612755.0,PHI,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2025-04-08T00:09:43.0Z,2,REGULAR,period,start,[],0,,,1610612755,29,28,2025-04-08T00:09:43Z,1480000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT11M37.00S,2025-04-08T00:10:05.5Z,2,REGULAR,3pt,Jump Shot,[],200768,71.04139290407359,74.01960784313727,1610612755,29,28,2025-04-08T00:10:12Z,1490000,False,120.0,220.0,1,right,MISS K. Lowry 25' 3PT,[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Right Center,25.04,Missed,,,,,,,,,,,,,,,,,,
150,PT11M32.00S,2025-04-08T00:10:10.5Z,2,REGULAR,rebound,offensive,[],1630658,,,1610612755,29,28,2025-04-08T00:10:12Z,1500000,False,,,0,,C. Castleton REBOUND (Off:1 Def:0),[1630658],1610612755.0,PHI,,,,Castleton,C. Castleton,,,,,Above the Break 3,24+ Right Center,,,149.0,,,,,,,,,,1.0,0.0,1.0,,,,,
151,PT11M30.00S,2025-04-08T00:10:11.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630658,93.9060446780552,48.03921568627451,1610612755,29,30,2025-04-08T00:10:16Z,1510000,False,-10.0,5.0,1,right,C. Castleton putback Layup (2 PTS),[1630658],1610612755.0,PHI,putback,,,Castleton,C. Castleton,,,,,Restricted Area,0-8 Center,1.09,Made,,,,,,,,,,2.0,,,,,,,,
152,PT11M13.00S,2025-04-08T00:10:28.8Z,2,REGULAR,3pt,Jump Shot,[],1629312,6.389618922470433,4.166666666666666,1610612748,32,30,2025-04-08T00:10:33Z,1520000,False,229.0,8.0,1,left,H. Highsmith 3PT  (6 PTS) (J. Jaquez Jr. 1 AST),"[1629312, 1631170]",1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Right Corner 3,24+ Right,22.93,Made,,,,,,,,,,6.0,,,,J. Jaquez Jr.,1631170.0,1.0,,
154,PT10M51.00S,2025-04-08T00:10:50.9Z,2,REGULAR,3pt,Jump Shot,[],1630542,84.83902759526939,2.696078431372549,1610612755,32,30,2025-04-08T00:10:56Z,1540000,False,-237.0,90.0,1,right,MISS M. Bagley 25' step back 3PT,[1630542],1610612755.0,PHI,step back,,,Bagley,M. Bagley,,,,,Above the Break 3,24+ Left,25.3,Missed,,,,,,,,,,,,,,,,,,
155,PT10M48.00S,2025-04-08T00:10:53.9Z,2,REGULAR,rebound,defensive,[],203937,,,1610612748,32,30,2025-04-08T00:10:56Z,1550000,False,,,0,,K. Anderson REBOUND (Off:0 Def:3),[203937],1610612748.0,MIA,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Left,,,154.0,,,,,,,,,,3.0,3.0,0.0,,,,,
156,PT10M37.00S,2025-04-08T00:11:05.1Z,2,REGULAR,3pt,Jump Shot,[],1629130,27.808804204993432,20.34313725490196,1610612748,35,30,2025-04-08T00:11:09Z,1560000,False,148.0,209.0,1,left,D. Robinson 25' 3PT  (6 PTS) (D. Mitchell 2 AST),"[1629130, 1630558]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,25.62,Made,,,,,,,,,,6.0,,,,D. Mitchell,1630558.0,2.0,,
158,PT10M22.00S,2025-04-08T00:11:19.8Z,2,REGULAR,3pt,Jump Shot,[],1629022,68.15045992115637,40.19607843137255,1610612755,35,30,2025-04-08T03:21:49Z,1580000,False,-49.0,247.0,1,right,MISS L. Walker IV 25' 3PT,[1629022],1610612755.0,PHI,,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Center,25.17,Missed,,,,,,,,,,,,,,,,,,
159,PT10M19.00S,2025-04-08T00:11:22.8Z,2,REGULAR,rebound,defensive,[],203937,,,1610612748,35,30,2025-04-08T00:11:23Z,1590000,False,,,0,,K. Anderson REBOUND (Off:0 Def:4),[203937],1610612748.0,MIA,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Center,,,158.0,,,,,,,,,,4.0,4.0,0.0,,,,,
160,PT10M13.00S,2025-04-08T00:11:28.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629130,5.469776609724048,53.431372549019606,1610612748,37,30,2025-04-08T00:11:32Z,1600000,False,-17.0,-1.0,1,left,D. Robinson cutting Layup (8 PTS) (K. Anderson 1 AST),"[1629130, 203937]",1610612748.0,MIA,cutting,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,1.72,Made,,,,,,,,,,8.0,,,,K. Anderson,203937.0,1.0,,
162,PT09M52.00S,2025-04-08T00:11:50.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630542,92.72339027595268,47.05882352941176,1610612755,37,30,2025-04-08T00:12:47Z,1620000,False,-15.0,16.0,1,right,MISS M. Bagley cutting Layup - blocked,"[1630542, 1630558]",1610612755.0,PHI,cutting,,,Bagley,M. Bagley,,,,,Restricted Area,0-8 Center,2.17,Missed,,,,,,,,,,,,,,,,,Mitchell,1630558.0
163,PT09M52.00S,2025-04-08T00:11:50.0Z,2,REGULAR,block,,[],1630558,,,1610612755,37,30,2025-04-08T00:11:53Z,1630000,False,,,0,,D. Mitchell BLOCK (1 BLK),[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
164,PT09M47.00S,2025-04-08T00:11:55.0Z,2,REGULAR,rebound,offensive,[],1630658,,,1610612755,37,30,2025-04-08T00:11:55Z,1640000,False,,,0,,C. Castleton REBOUND (Off:2 Def:0),[1630658],1610612755.0,PHI,,,,Castleton,C. Castleton,,,,,Restricted Area,0-8 Center,,,162.0,,,,,,,,,,2.0,0.0,2.0,,,,,
165,PT09M46.00S,2025-04-08T00:11:56.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629022,65.91655716162943,50.0,1610612755,37,30,2025-04-08T00:13:40Z,1650000,False,0.0,268.0,1,right,MISS L. Walker IV 26' 3PT,[1629022],1610612755.0,PHI,,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Center,26.79,Missed,,,,,,,,,,,,,,,,,,
166,PT09M43.00S,2025-04-08T00:11:59.2Z,2,REGULAR,rebound,offensive,[],1630542,,,1610612755,37,30,2025-04-08T00:13:40Z,1660000,False,,,0,,M. Bagley REBOUND (Off:1 Def:1),[1630542],1610612755.0,PHI,,,,Bagley,M. Bagley,,,,,Above the Break 3,24+ Center,,,165.0,,,,,,,,,,2.0,1.0,1.0,,,,,
167,PT09M42.00S,2025-04-08T00:12:00.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630658,80.1084099868594,36.27450980392157,1610612755,37,30,2025-04-08T00:12:06Z,1670000,False,-69.0,134.0,1,right,MISS C. Castleton 15' floating Shot,[1630658],1610612755.0,PHI,floating,,,Castleton,C. Castleton,,,,,In The Paint (Non-RA),8-16 Center,15.1,Missed,,,,,,,,,,,,,,,,,,
168,PT09M37.00S,2025-04-08T00:12:05.3Z,2,REGULAR,rebound,defensive,[],203937,,,1610612748,37,30,2025-04-08T00:12:06Z,1680000,False,,,0,,K. Anderson REBOUND (Off:0 Def:5),[203937],1610612748.0,MIA,,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Center,,,167.0,,,,,,,,,,5.0,5.0,0.0,,,,,
