actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
95,PT04M30.00S,2025-04-06T00:27:04.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,82.60512483574244,45.83333333333333,1610612749,19,17,2025-04-06T00:27:11Z,930000,False,-21.0,111.0,1,right,MISS G. Trent Jr. 11' driving floating Shot,[1629018],1610612749.0,MIL,driving floating,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,11.29,Missed,,,,,,,,,,,,,,,
96,PT04M29.00S,2025-04-06T00:27:05.7Z,1,REGULAR,rebound,offensive,[],1628398,,,1610612749,19,17,2025-04-06T00:51:48Z,940000,False,,,0,,K. Kuzma REBOUND (Off:1 Def:0),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,95.0,1.0,0.0,1.0,,,,,,,,,,
158,PT04M28.00S,2025-04-06T00:27:08.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628398,94.1688567674113,49.26470588235294,1610612749,19,17,2025-04-06T00:52:11Z,945000,False,-4.0,2.0,1,right,MISS K. Kuzma tip Layup,[1628398],1610612749.0,MIL,tip,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,0.44,Missed,,,,,,,,,,,,,,,
159,PT04M27.00S,2025-04-06T00:27:09.8Z,1,REGULAR,rebound,defensive,[],1630558,,,1610612748,19,17,2025-04-06T00:52:11Z,947500,False,,,0,,D. Mitchell REBOUND (Off:1 Def:1),[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,,158.0,2.0,1.0,1.0,,,,,,,,,,
97,PT04M21.00S,2025-04-06T00:27:13.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628389,6.915243101182654,2.941176470588235,1610612748,19,17,2025-04-06T00:31:22Z,950000,False,235.0,13.0,1,left,MISS B. Adebayo step back 3PT,[1628389],1610612748.0,MIA,step back,,,Adebayo,B. Adebayo,,,,,Right Corner 3,24+ Right,,,,23.56,Missed,,,,,,,,,,,,,,,
98,PT04M17.00S,2025-04-06T00:27:17.0Z,1,REGULAR,rebound,offensive,[],1628389,,,1610612748,19,17,2025-04-06T00:31:22Z,960000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Right Corner 3,24+ Right,,,,,,,97.0,2.0,1.0,1.0,,,,,,,,,,
99,PT04M16.00S,2025-04-06T00:27:20.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628389,5.732588699080158,50.0,1610612748,21,17,2025-04-06T00:32:14Z,970000,False,0.0,1.0,1,left,B. Adebayo putback Layup (15 PTS),[1628389],1610612748.0,MIA,putback,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,0.14,Made,15.0,,,,,,,,,,,,,,
100,PT03M57.00S,2025-04-06T00:27:37.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,94.43166885676742,50.98039215686274,1610612749,21,17,2025-04-06T00:27:41Z,980000,False,5.0,0.0,1,right,MISS G. Antetokounmpo driving Layup,[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,0.49,Missed,,,,,,,,,,,,,,,
101,PT03M55.00S,2025-04-06T00:27:39.5Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,21,17,2025-04-06T00:32:40Z,990000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,,100.0,3.0,2.0,1.0,,,,,,,,,,
102,PT03M46.00S,2025-04-06T00:27:48.3Z,1,REGULAR,3pt,Jump Shot,[],1629312,7.046649145860711,4.411764705882353,1610612748,21,17,2025-04-06T00:27:53Z,1000000,False,228.0,14.0,1,left,MISS H. Highsmith 3PT,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Right Corner 3,24+ Right,,,,22.83,Missed,,,,,,,,,,,,,,,
103,PT03M43.00S,2025-04-06T00:27:51.3Z,1,REGULAR,rebound,defensive,[],1627752,,,1610612749,21,17,2025-04-06T00:27:53Z,1010000,False,,,0,,T. Prince REBOUND (Off:0 Def:3),[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,Right Corner 3,24+ Right,,,,,,,102.0,3.0,3.0,0.0,,,,,,,,,,
104,PT03M39.00S,2025-04-06T00:27:56.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629018,73.27529566360053,79.90196078431373,1610612749,21,17,2025-04-06T00:33:13Z,1020000,False,150.0,199.0,1,right,MISS G. Trent Jr. 24' running 3PT,[1629018],1610612749.0,MIL,running,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,,,,24.87,Missed,,,,,,,,,,,,,,,
105,PT03M35.00S,2025-04-06T00:28:00.3Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612748,21,17,2025-04-06T00:28:02Z,1030000,False,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,,,,,,,104.0,1.0,1.0,0.0,,,,,,,,,,
106,PT03M22.00S,2025-04-06T00:28:17.9Z,1,REGULAR,foul,personal,['2freethrow'],1629018,,,1610612748,21,17,2025-04-06T00:28:54Z,1040000,False,,,0,,G. Trent Jr. shooting personal FOUL (1 PF) (Mitchell 2 FT),"[1629018, 1630558]",1610612749.0,MIL,shooting,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,202026.0,1.0,0.0,Mitchell,1630558.0,,,,,
108,PT03M22.00S,2025-04-06T00:28:28.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,21,17,2025-04-06T00:28:28Z,1060000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M22.00S,2025-04-06T00:28:38.0Z,1,REGULAR,substitution,out,[],1628389,,,1610612748,21,17,2025-04-06T00:31:15Z,1070000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M22.00S,2025-04-06T00:28:38.0Z,1,REGULAR,substitution,out,[],1629130,,,1610612748,21,17,2025-04-06T00:31:15Z,1080000,False,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M22.00S,2025-04-06T00:28:38.0Z,1,REGULAR,substitution,out,[],1627752,,,1610612748,21,17,2025-04-06T00:31:15Z,1090000,False,,,0,,SUB out: T. Prince,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M22.00S,2025-04-06T00:28:38.0Z,1,REGULAR,substitution,out,[],1631157,,,1610612748,21,17,2025-04-06T00:31:15Z,1100000,False,,,0,,SUB out: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M22.00S,2025-04-06T00:28:38.0Z,1,REGULAR,substitution,out,[],203507,,,1610612748,21,17,2025-04-06T00:31:15Z,1110000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M22.00S,2025-04-06T00:28:38.0Z,1,REGULAR,substitution,in,[],203937,,,1610612748,21,17,2025-04-06T00:31:15Z,1120000,False,,,0,,SUB in: K. Anderson,[203937],1610612748.0,MIA,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M22.00S,2025-04-06T00:28:38.0Z,1,REGULAR,substitution,in,[],1642276,,,1610612748,21,17,2025-04-06T00:31:15Z,1130000,False,,,0,,SUB in: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M22.00S,2025-04-06T00:28:38.0Z,1,REGULAR,substitution,in,[],1629645,,,1610612748,21,17,2025-04-06T00:31:15Z,1140000,False,,,0,,SUB in: K. Porter Jr.,[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M22.00S,2025-04-06T00:28:38.0Z,1,REGULAR,substitution,in,[],1631260,,,1610612748,21,17,2025-04-06T00:31:15Z,1150000,False,,,0,,SUB in: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M22.00S,2025-04-06T00:28:38.0Z,1,REGULAR,substitution,in,[],1641748,,,1610612748,21,17,2025-04-06T00:31:15Z,1160000,False,,,0,,SUB in: A. Jackson Jr.,[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M22.00S,2025-04-06T00:31:35.3Z,1,REGULAR,freethrow,1 of 2,[],1630558,,,1610612748,22,17,2025-04-06T00:31:35Z,1170000,False,,,0,,D. Mitchell Free Throw 1 of 2 (1 PTS),[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
120,PT03M22.00S,2025-04-06T00:31:50.0Z,1,REGULAR,freethrow,2 of 2,[],1630558,,,1610612748,23,17,2025-04-06T00:31:50Z,1180000,False,,,0,,D. Mitchell Free Throw 2 of 2 (2 PTS),[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
121,PT03M09.00S,2025-04-06T00:32:04.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,93.11760840998686,50.98039215686274,1610612749,23,19,2025-04-06T00:32:09Z,1190000,False,5.0,12.0,1,right,K. Porter Jr. driving Layup (2 PTS),[1629645],1610612749.0,MIL,driving,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,1.31,Made,2.0,,,,,,,,,,,,,,
122,PT02M52.00S,2025-04-06T00:32:21.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203937,6.1268068331143235,46.32352941176471,1610612748,23,19,2025-04-06T00:34:21Z,1200000,False,18.0,5.0,1,left,MISS K. Anderson driving Hook,[203937],1610612748.0,MIA,driving,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,,,,1.91,Missed,,,,,,,,,,,,,,,
123,PT02M52.00S,2025-04-06T00:32:21.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,23,19,2025-04-06T00:32:27Z,1210000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,122.0,,,,,,,,,,,,,
125,PT02M49.00S,2025-04-06T00:32:39.6Z,1,REGULAR,foul,offensive,[],1642276,,,1610612748,23,19,2025-04-06T00:32:51Z,1230000,False,,,0,,K. Ware offensive FOUL (2 PF),"[1642276, 1631260]",1610612748.0,MIA,,,,Ware,K. Ware,,,,,Mid-Range,16-24 Left,,,,,,,,,,,202026.0,2.0,0.0,Green,1631260.0,,,,,
127,PT02M49.00S,2025-04-06T00:32:39.6Z,1,REGULAR,turnover,offensive foul,[],1642276,,,1610612748,23,19,2025-04-06T00:32:39Z,1250000,False,,,0,,K. Ware offensive foul TURNOVER (1 TO),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Mid-Range,16-24 Left,1.0,,,,,,,,,,202026.0,,,,,,,,,
128,PT02M49.00S,2025-04-06T00:32:51.1Z,1,REGULAR,substitution,out,[],1642276,,,1610612749,23,19,2025-04-06T00:32:57Z,1260000,False,,,0,,SUB out: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M49.00S,2025-04-06T00:32:51.1Z,1,REGULAR,substitution,in,[],1641796,,,1610612749,23,19,2025-04-06T00:32:57Z,1270000,False,,,0,,SUB in: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M32.00S,2025-04-06T00:33:23.1Z,1,REGULAR,turnover,bad pass,[],1629645,,,1610612749,23,19,2025-04-06T00:33:29Z,1280000,False,,,0,,K. Porter Jr. bad pass TURNOVER (1 TO),"[1629645, 203937]",1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Left Center,1.0,Anderson,203937.0,,,,,,,,,,,,,,,,,
131,PT02M32.00S,2025-04-06T00:33:23.1Z,1,REGULAR,steal,,[],203937,,,1610612748,23,19,2025-04-06T00:33:25Z,1290000,False,,,0,,K. Anderson STEAL (1 STL),[203937],1610612748.0,MIA,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
132,PT02M24.00S,2025-04-06T00:33:32.0Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630558,11.514454664914586,56.61764705882353,1610612748,25,19,2025-04-06T00:35:49Z,1300000,False,-33.0,56.0,1,left,D. Mitchell 6' driving floating Jump Shot (4 PTS) (H. Highsmith 1 AST),"[1630558, 1629312]",1610612748.0,MIA,driving floating,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,6.48,Made,4.0,,,,,,,,,,H. Highsmith,1629312.0,1.0,,
134,PT02M02.00S,2025-04-06T00:33:52.8Z,1,REGULAR,3pt,Jump Shot,[],1631260,74.19513797634691,18.872549019607842,1610612749,25,22,2025-04-06T00:33:58Z,1320000,False,-156.0,190.0,1,right,A. Green 24' 3PT  (3 PTS) (G. Trent Jr. 1 AST),"[1631260, 1629018]",1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Left Center,,,,24.57,Made,3.0,,,,,,,,,,G. Trent Jr.,1629018.0,1.0,,
136,PT01M40.00S,2025-04-06T00:34:14.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202692,10.33180026281209,47.549019607843135,1610612748,25,22,2025-04-06T00:36:33Z,1340000,False,12.0,45.0,1,left,MISS A. Burks driving Layup,[202692],1610612748.0,MIA,driving,,,Burks,A. Burks,,,,,In The Paint (Non-RA),0-8 Center,,,,4.63,Missed,,,,,,,,,,,,,,,
137,PT01M39.00S,2025-04-06T00:34:15.5Z,1,REGULAR,rebound,offensive,[],1629312,,,1610612748,25,22,2025-04-06T00:36:43Z,1350000,False,,,0,,H. Highsmith REBOUND (Off:1 Def:0),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,136.0,1.0,0.0,1.0,,,,,,,,,,
138,PT01M38.00S,2025-04-06T00:34:21.1Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629312,5.590000152587891,50.0,1610612748,27,22,2025-04-06T00:37:39Z,1360000,False,0.0,0.0,1,left,H. Highsmith tip DUNK (2 PTS),[1629312],1610612748.0,MIA,tip,,,Highsmith,H. Highsmith,,,,,Restricted Area,0-8 Center,,,,0.0,Made,2.0,,,,,,,,,,,,,,
139,PT01M26.00S,2025-04-06T00:34:28.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,95.48291721419186,49.01960784313725,1610612749,27,22,2025-04-06T00:37:56Z,1370000,False,-5.0,-10.0,1,right,MISS K. Porter Jr. driving finger roll Layup,[1629645],1610612749.0,MIL,driving finger roll,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,1.11,Missed,,,,,,,,,,,,,,,
140,PT01M24.00S,2025-04-06T00:34:30.9Z,1,REGULAR,rebound,offensive,[],1641748,,,1610612749,27,22,2025-04-06T00:38:32Z,1380000,False,,,0,,A. Jackson Jr. REBOUND (Off:1 Def:0),[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,139.0,1.0,0.0,1.0,,,,,,,,,,
141,PT01M21.00S,2025-04-06T00:34:34.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628398,94.30026281208936,4.166666666666666,1610612749,27,22,2025-04-06T00:38:53Z,1390000,False,-229.0,1.0,1,right,MISS K. Kuzma 3PT,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,,,,22.92,Missed,,,,,,,,,,,,,,,
142,PT01M18.00S,2025-04-06T00:34:37.4Z,1,REGULAR,rebound,defensive,[],1629312,,,1610612748,27,22,2025-04-06T00:38:53Z,1400000,False,,,0,,H. Highsmith REBOUND (Off:1 Def:1),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Left Corner 3,24+ Left,,,,,,,141.0,2.0,1.0,1.0,,,,,,,,,,
143,PT01M14.00S,2025-04-06T00:34:40.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202692,5.601182654402102,95.83333333333334,1610612748,27,22,2025-04-06T00:34:55Z,1410000,False,-229.0,0.0,1,left,MISS A. Burks running 3PT,[202692],1610612748.0,MIA,running,,,Burks,A. Burks,,,,,Left Corner 3,24+ Left,,,,22.92,Missed,,,,,,,,,,,,,,,
144,PT01M11.00S,2025-04-06T00:34:43.5Z,1,REGULAR,rebound,offensive,[],203937,,,1610612748,27,22,2025-04-06T00:34:51Z,1420000,False,,,0,,K. Anderson REBOUND (Off:1 Def:0),[203937],1610612748.0,MIA,,,,Anderson,K. Anderson,,,,,Left Corner 3,24+ Left,,,,,,,143.0,1.0,0.0,1.0,,,,,,,,,,
145,PT00M58.80S,2025-04-06T00:34:56.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630558,32.013797634691194,59.31372549019608,1610612748,27,22,2025-04-06T00:35:07Z,1430000,False,-47.0,248.0,1,left,MISS D. Mitchell 25' step back 3PT,[1630558],1610612748.0,MIA,step back,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,,,,25.27,Missed,,,,,,,,,,,,,,,
146,PT00M56.90S,2025-04-06T00:34:58.8Z,1,REGULAR,rebound,defensive,[],1631260,,,1610612749,27,22,2025-04-06T00:35:07Z,1440000,False,,,0,,A. Green REBOUND (Off:0 Def:1),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Center,,,,,,,145.0,1.0,1.0,0.0,,,,,,,,,,
147,PT00M43.60S,2025-04-06T00:35:12.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,88.25558475689881,50.0,1610612749,27,22,2025-04-06T00:35:19Z,1450000,False,0.0,58.0,1,right,MISS K. Kuzma driving floating Shot,[1628398],1610612749.0,MIL,driving floating,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,5.79,Missed,,,,,,,,,,,,,,,
148,PT00M42.50S,2025-04-06T00:35:13.6Z,1,REGULAR,rebound,defensive,[],1629312,,,1610612748,27,22,2025-04-06T00:39:48Z,1460000,False,,,0,,H. Highsmith REBOUND (Off:1 Def:2),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,147.0,3.0,2.0,1.0,,,,,,,,,,
149,PT00M38.30S,2025-04-06T00:35:17.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202692,19.92444152431012,91.91176470588235,1610612748,30,22,2025-04-06T00:35:27Z,1470000,False,-210.0,135.0,1,left,A. Burks 24' 3PT running (6 PTS) (D. Mitchell 2 AST),"[202692, 1630558]",1610612748.0,MIA,running,,,Burks,A. Burks,,,,,Above the Break 3,24+ Left Center,,,,24.92,Made,6.0,,,,,,,,,,D. Mitchell,1630558.0,2.0,,
151,PT00M29.70S,2025-04-06T00:35:34.4Z,1,REGULAR,3pt,Jump Shot,[],1628398,83.13074901445466,5.392156862745098,1610612749,30,22,2025-04-06T00:35:39Z,1490000,False,-223.0,106.0,1,right,MISS K. Kuzma 24' 3PT,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,,,,24.7,Missed,,,,,,,,,,,,,,,
152,PT00M26.80S,2025-04-06T00:35:37.3Z,1,REGULAR,rebound,defensive,[],203937,,,1610612748,30,22,2025-04-06T00:35:39Z,1500000,False,,,0,,K. Anderson REBOUND (Off:1 Def:1),[203937],1610612748.0,MIA,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Left Center,,,,,,,151.0,2.0,1.0,1.0,,,,,,,,,,
153,PT00M06.60S,2025-04-06T00:35:57.5Z,1,REGULAR,turnover,lost ball,[],1630558,,,1610612748,30,22,2025-04-06T00:36:02Z,1510000,False,,,0,,D. Mitchell lost ball TURNOVER (1 TO),"[1630558, 1628398]",1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Right,1.0,Kuzma,1628398.0,,,,,,,,,,,,,,,,,
154,PT00M06.60S,2025-04-06T00:35:57.5Z,1,REGULAR,steal,,[],1628398,,,1610612749,30,22,2025-04-06T00:35:59Z,1520000,False,,,0,,K. Kuzma STEAL (1 STL),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
157,PT00M00.00S,2025-04-06T00:36:15.7Z,1,REGULAR,period,end,[],0,,,1610612749,30,22,2025-04-06T00:36:15Z,1550000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2025-04-06T00:36:19.8Z,2,REGULAR,substitution,out,['startperiod'],202692,,,1610612749,30,22,2025-04-06T00:38:52Z,1560000,False,,,0,,SUB out: A. Burks,[202692],1610612748.0,MIA,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2025-04-06T00:36:19.8Z,2,REGULAR,substitution,out,['startperiod'],1628398,,,1610612749,30,22,2025-04-06T00:38:52Z,1570000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2025-04-06T00:36:19.8Z,2,REGULAR,substitution,out,['startperiod'],1641748,,,1610612749,30,22,2025-04-06T00:38:52Z,1580000,False,,,0,,SUB out: A. Jackson Jr.,[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2025-04-06T00:36:19.8Z,2,REGULAR,substitution,in,['startperiod'],1626179,,,1610612749,30,22,2025-04-06T00:38:52Z,1590000,False,,,0,,SUB in: T. Rozier,[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2025-04-06T00:36:19.8Z,2,REGULAR,substitution,in,['startperiod'],1626192,,,1610612749,30,22,2025-04-06T00:38:52Z,1600000,False,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2025-04-06T00:36:19.8Z,2,REGULAR,substitution,in,['startperiod'],203507,,,1610612749,30,22,2025-04-06T00:38:52Z,1610000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2025-04-06T00:38:58.0Z,2,REGULAR,period,start,[],0,,,1610612749,30,22,2025-04-06T00:38:58Z,1620000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT11M40.00S,2025-04-06T00:39:17.8Z,2,REGULAR,2pt,Jump Shot,[],1629645,93.24901445466492,70.83333333333334,1610612749,30,24,2025-04-06T00:42:05Z,1630000,False,104.0,11.0,1,right,K. Porter Jr. 10' turnaround fadeaway Jump Shot (4 PTS),[1629645],1610612749.0,MIL,turnaround fadeaway,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,8-16 Right,,,,10.48,Made,4.0,,,,,,,,,,,,,,
168,PT11M12.00S,2025-04-06T00:39:44.7Z,2,REGULAR,3pt,Jump Shot,[],1630558,19.398817345597898,92.15686274509804,1610612748,30,24,2025-04-06T00:39:49Z,1640000,False,-211.0,130.0,1,left,MISS D. Mitchell 24' 3PT,[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,24.76,Missed,,,,,,,,,,,,,,,
169,PT11M08.00S,2025-04-06T00:39:48.7Z,2,REGULAR,rebound,defensive,[],1626192,,,1610612749,30,24,2025-04-06T00:39:48Z,1650000,False,,,0,,P. Connaughton REBOUND (Off:0 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Left Center,,,,,,,168.0,1.0,1.0,0.0,,,,,,,,,,
170,PT10M58.00S,2025-04-06T00:40:00.7Z,2,REGULAR,foul,personal,['2freethrow'],1629312,,,1610612749,30,24,2025-04-06T00:40:12Z,1660000,False,,,0,,H. Highsmith shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1629312, 203507]",1610612748.0,MIA,shooting,,,Highsmith,H. Highsmith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202026.0,1.0,0.0,Antetokounmpo,203507.0,,,,,
172,PT10M58.00S,2025-04-06T00:40:43.0Z,2,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,30,25,2025-04-06T00:41:19Z,1680000,False,,,0,,G. Antetokounmpo Free Throw 1 of 2 (6 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
173,PT10M58.00S,2025-04-06T00:40:45.1Z,2,REGULAR,substitution,out,[],1641796,,,1610612749,30,25,2025-04-06T00:40:50Z,1690000,False,,,0,,SUB out: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT10M58.00S,2025-04-06T00:40:45.1Z,2,REGULAR,substitution,in,[],1628389,,,1610612749,30,25,2025-04-06T00:40:50Z,1700000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
