actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
524,PT10M47.00S,2024-11-05T03:01:16.6Z,4,REGULAR,turnover,bad pass,[],1626168,,,1610612758,82,87,2024-11-05T03:01:23Z,5030000,False,,,0,,T. Lyles bad pass TURNOVER (1 TO),"[1626168, 202710]",1610612758.0,SAC,,,,,,,Mid-Range,16-24 Right Center,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,1.0,Butler,202710.0,
525,PT10M47.00S,2024-11-05T03:01:16.6Z,4,REGULAR,steal,,[],202710,,,1610612748,82,87,2024-11-05T03:01:19Z,5040000,False,,,0,,J. Butler STEAL (2 STL),[202710],1610612748.0,MIA,,,,,,,Mid-Range,16-24 Right Center,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,
526,PT10M40.00S,2024-11-05T03:01:22.5Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202710,89.70105124835742,55.392156862745104,1610612748,84,87,2024-11-05T03:01:27Z,5050000,False,27.0,44.0,1,right,J. Butler driving bank Jump Shot (18 PTS),[202710],1610612748.0,MIA,driving bank,,,,,,In The Paint (Non-RA),0-8 Center,5.19,Made,Butler,J. Butler,,,,,,,18.0,,,,,,,,,,,,
527,PT10M32.00S,2024-11-05T03:01:31.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628370,9.017739816031538,41.17647058823529,1610612758,84,89,2024-11-05T03:01:37Z,5060000,False,44.0,32.0,1,left,M. Monk fadeaway Jump Shot (8 PTS),[1628370],1610612758.0,SAC,fadeaway,,,,,,In The Paint (Non-RA),0-8 Center,5.47,Made,Monk,M. Monk,,,,,,,8.0,,,,,,,,,,,,
528,PT10M07.00S,2024-11-05T03:01:57.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629130,90.62089356110381,46.32352941176471,1610612748,84,89,2024-11-05T03:02:04Z,5070000,False,-18.0,36.0,1,right,MISS D. Robinson driving finger roll Layup,[1629130],1610612748.0,MIA,driving finger roll,,,,,,Restricted Area,0-8 Center,4.02,Missed,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,
529,PT10M04.00S,2024-11-05T03:02:00.1Z,4,REGULAR,rebound,defensive,[],1628368,,,1610612758,84,89,2024-11-05T03:02:04Z,5080000,False,,,0,,D. Fox REBOUND (Off:2 Def:2),[1628368],1610612758.0,SAC,,,,,,,Restricted Area,0-8 Center,,,Fox,D. Fox,528.0,,,,,,,4.0,2.0,2.0,,,,,,,,,
530,PT09M58.00S,2024-11-05T03:02:05.4Z,4,REGULAR,3pt,Jump Shot,[],1628368,32.40801576872536,50.0,1610612758,84,89,2024-11-05T03:02:11Z,5090000,False,0.0,252.0,1,left,MISS D. Fox 25' step back 3PT,[1628368],1610612758.0,SAC,step back,,,,,,Above the Break 3,24+ Center,25.21,Missed,Fox,D. Fox,,,,,,,,,,,,,,,,,,,
531,PT09M55.00S,2024-11-05T03:02:08.4Z,4,REGULAR,rebound,defensive,[],1628418,,,1610612748,84,89,2024-11-05T03:02:11Z,5100000,False,,,0,,T. Bryant REBOUND (Off:1 Def:4),[1628418],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,,,Bryant,T. Bryant,530.0,,,,,,,5.0,4.0,1.0,,,,,,,,,
532,PT09M55.00S,2024-11-05T03:02:13.3Z,4,REGULAR,foul,offensive,[],1626196,,,1610612748,84,89,2024-11-05T03:02:30Z,5110000,False,,,0,,J. Richardson offensive FOUL (4 PF),"[1626196, 1628370]",1610612748.0,MIA,,,,,,,Mid-Range,8-16 Left,,,Richardson,J. Richardson,,1628482.0,4.0,0.0,Monk,1628370.0,,,,,,,,,,,,,
534,PT09M55.00S,2024-11-05T03:02:13.3Z,4,REGULAR,turnover,offensive foul,[],1626196,,,1610612748,84,89,2024-11-05T03:02:13Z,5130000,False,,,0,,J. Richardson offensive foul TURNOVER (3 TO),[1626196],1610612748.0,MIA,,,,,,,Mid-Range,8-16 Left,,,Richardson,J. Richardson,,1628482.0,,,,,,,,,,,,,,3.0,,,
535,PT09M55.00S,2024-11-05T03:02:51.6Z,4,REGULAR,foul,offensive,[],203458,,,1610612758,84,89,2024-11-05T03:44:51Z,5140000,False,,,0,,A. Len offensive FOUL (1 PF),"[203458, 1628418]",1610612758.0,SAC,,,,,,,Above the Break 3,24+ Left Center,,,Len,A. Len,,101284.0,1.0,0.0,Bryant,1628418.0,,,,,,,,,,,,,
537,PT09M55.00S,2024-11-05T03:02:51.6Z,4,REGULAR,turnover,offensive foul,[],203458,,,1610612758,84,89,2024-11-05T03:02:51Z,5160000,False,,,0,,A. Len offensive foul TURNOVER (1 TO),[203458],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Left Center,,,Len,A. Len,,101284.0,,,,,,,,,,,,,,1.0,,,
538,PT09M55.00S,2024-11-05T03:02:58.6Z,4,REGULAR,substitution,out,[],203458,,,1610612748,84,89,2024-11-05T03:03:03Z,5170000,False,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,,,,,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,
539,PT09M55.00S,2024-11-05T03:02:58.6Z,4,REGULAR,substitution,in,[],1627734,,,1610612748,84,89,2024-11-05T03:03:03Z,5180000,False,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,,,,,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,
540,PT09M42.00S,2024-11-05T03:03:29.2Z,4,REGULAR,foul,personal,[],1628368,,,1610612748,84,89,2024-11-05T03:03:38Z,5190000,False,,,0,,D. Fox personal FOUL (2 PF),"[1628368, 202710]",1610612758.0,SAC,,,,,,,Above the Break 3,24+ Left Center,,,Fox,D. Fox,,202053.0,2.0,0.0,Butler,202710.0,,,,,,,,,,,,,
542,PT09M31.00S,2024-11-05T03:03:57.2Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202710,86.28449408672799,49.754901960784316,1610612748,84,89,2024-11-05T03:04:02Z,5210000,False,-1.0,76.0,1,right,MISS J. Butler 7' driving floating Shot,[202710],1610612748.0,MIA,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,7.64,Missed,Butler,J. Butler,,,,,,,,,,,,,,,,,,,
543,PT09M29.00S,2024-11-05T03:03:59.2Z,4,REGULAR,rebound,defensive,[],1627734,,,1610612758,84,89,2024-11-05T03:04:02Z,5220000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:12),[1627734],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Sabonis,D. Sabonis,542.0,,,,,,,13.0,12.0,1.0,,,,,,,,,
544,PT09M17.00S,2024-11-05T03:04:11.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,16.63929040735874,45.09803921568628,1610612758,84,89,2024-11-05T03:04:16Z,5230000,False,25.0,104.0,1,left,MISS D. DeRozan 10' driving floating Shot,[201942],1610612758.0,SAC,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,10.67,Missed,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,
545,PT09M14.00S,2024-11-05T03:04:14.4Z,4,REGULAR,rebound,offensive,[],1627734,,,1610612758,84,89,2024-11-05T03:04:14Z,5240000,False,,,0,,D. Sabonis REBOUND (Off:2 Def:12),[1627734],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),8-16 Center,,,Sabonis,D. Sabonis,544.0,,,,,,,14.0,12.0,2.0,,,,,,,,,
546,PT09M14.00S,2024-11-05T03:04:14.4Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627734,5.590000152587891,50.0,1610612758,84,89,2024-11-05T03:04:23Z,5250000,False,0.0,0.0,1,left,MISS D. Sabonis tip Layup,[1627734],1610612758.0,SAC,tip,,,,,,Restricted Area,0-8 Center,0.0,Missed,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,
547,PT09M14.00S,2024-11-05T03:04:14.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612758,84,89,2024-11-05T03:04:23Z,5260000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,Restricted Area,0-8 Center,,,,,546.0,,,,,,,,,,,,,,,,,,
549,PT09M14.00S,2024-11-05T03:04:34.8Z,4,REGULAR,violation,kicked ball,[],202710,,,1610612758,84,89,2024-11-05T03:04:46Z,5280000,False,,,0,,J. Butler kicked ball VIOLATION,[202710],1610612748.0,MIA,,,,,,,,,,,Butler,J. Butler,,202053.0,,,,,,,,,,,,,,,,,
550,PT09M14.00S,2024-11-05T03:04:41.2Z,4,REGULAR,substitution,out,[],1628418,,,1610612758,84,89,2024-11-05T03:04:46Z,5290000,False,,,0,,SUB out: T. Bryant,[1628418],1610612748.0,MIA,,,,,,,,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,
551,PT09M14.00S,2024-11-05T03:04:41.2Z,4,REGULAR,substitution,in,[],1628389,,,1610612758,84,89,2024-11-05T03:04:46Z,5300000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,,,,,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
552,PT09M11.00S,2024-11-05T03:04:58.2Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],201942,6.915243101182654,16.666666666666664,1610612758,84,89,2024-11-05T03:05:04Z,5310000,False,167.0,13.0,1,left,MISS D. DeRozan 16' fadeaway Shot,[201942],1610612758.0,SAC,fadeaway,,,,,,Mid-Range,16-24 Right,16.72,Missed,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,
553,PT09M08.00S,2024-11-05T03:05:01.2Z,4,REGULAR,rebound,defensive,[],1629130,,,1610612748,84,89,2024-11-05T03:05:04Z,5320000,False,,,0,,D. Robinson REBOUND (Off:0 Def:2),[1629130],1610612748.0,MIA,,,,,,,Mid-Range,16-24 Right,,,Robinson,D. Robinson,552.0,,,,,,,2.0,2.0,0.0,,,,,,,,,
554,PT09M02.00S,2024-11-05T03:05:08.2Z,4,REGULAR,2pt,Jump Shot,[],202692,90.62089356110381,20.833333333333336,1610612748,84,89,2024-11-05T03:05:16Z,5330000,False,-146.0,36.0,1,right,MISS A. Burks 15' turnaround fadeaway Shot,[202692],1610612748.0,MIA,turnaround fadeaway,,,,,,Mid-Range,8-16 Left,15.01,Missed,Burks,A. Burks,,,,,,,,,,,,,,,,,,,
555,PT08M59.00S,2024-11-05T03:05:11.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612748,84,89,2024-11-05T03:05:16Z,5340000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,Mid-Range,8-16 Left,,,,,554.0,,,,,,,,,,,,,,,,,,
557,PT08M52.00S,2024-11-05T03:05:39.7Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],202710,93.38042049934296,70.83333333333334,1610612748,86,89,2024-11-05T03:05:43Z,5360000,False,104.0,10.0,1,right,J. Butler 10' turnaround fadeaway Jump Shot (20 PTS),[202710],1610612748.0,MIA,turnaround fadeaway,,,,,,Mid-Range,8-16 Right,10.47,Made,Butler,J. Butler,,,,,,,20.0,,,,,,,,,,,,
558,PT08M41.00S,2024-11-05T03:05:54.2Z,4,REGULAR,foul,offensive,[],1628368,,,1610612758,86,89,2024-11-05T03:06:12Z,5370000,False,,,0,,D. Fox charge offensive FOUL (3 PF),"[1628368, 202710]",1610612758.0,SAC,charge,,,,,,In The Paint (Non-RA),8-16 Center,,,Fox,D. Fox,,1628482.0,3.0,0.0,Butler,202710.0,,,,,,,,,,,,,
560,PT08M41.00S,2024-11-05T03:05:54.2Z,4,REGULAR,turnover,offensive foul,[],1628368,,,1610612758,86,89,2024-11-05T03:05:54Z,5390000,False,,,0,,D. Fox offensive foul TURNOVER (3 TO),[1628368],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),8-16 Center,,,Fox,D. Fox,,1628482.0,,,,,,,,,,,,,,3.0,,,
561,PT08M41.00S,2024-11-05T03:06:17.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,86,89,2024-11-05T03:06:17Z,5400000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT08M41.00S,2024-11-05T03:08:36.9Z,4,REGULAR,substitution,out,[],1628370,,,1610612748,86,89,2024-11-05T03:09:02Z,5420000,False,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,,,,,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,
564,PT08M41.00S,2024-11-05T03:08:36.9Z,4,REGULAR,substitution,out,[],1626168,,,1610612748,86,89,2024-11-05T03:09:02Z,5430000,False,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,,,,,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,
565,PT08M41.00S,2024-11-05T03:08:36.9Z,4,REGULAR,substitution,in,[],1631099,,,1610612748,86,89,2024-11-05T03:09:02Z,5440000,False,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,,,,,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,
566,PT08M41.00S,2024-11-05T03:08:36.9Z,4,REGULAR,substitution,in,[],1631165,,,1610612748,86,89,2024-11-05T03:09:02Z,5450000,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,,,,,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,
567,PT08M17.00S,2024-11-05T03:09:36.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202710,91.93495400788436,55.63725490196079,1610612748,88,89,2024-11-05T03:09:40Z,5460000,False,28.0,23.0,1,right,J. Butler driving Layup (22 PTS),[202710],1610612748.0,MIA,driving,,,,,,Restricted Area,0-8 Center,3.66,Made,Butler,J. Butler,,,,,,,22.0,,,,,,,,,,,,
568,PT07M55.00S,2024-11-05T03:09:57.1Z,4,REGULAR,3pt,Jump Shot,[],1628368,31.882391590013142,61.029411764705884,1610612758,88,92,2024-11-05T03:10:04Z,5470000,False,-55.0,247.0,1,left,D. Fox 25' 3PT pullup (26 PTS),[1628368],1610612758.0,SAC,pullup,,,,,,Above the Break 3,24+ Center,25.33,Made,Fox,D. Fox,,,,,,,26.0,,,,,,,,,,,,
569,PT07M30.00S,2024-11-05T03:10:25.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,89.17542706964521,52.94117647058824,1610612748,90,92,2024-11-05T03:10:32Z,5480000,False,15.0,49.0,1,right,B. Adebayo cutting Layup (15 PTS) (D. Robinson 3 AST),"[1628389, 1629130]",1610612748.0,MIA,cutting,,,,,,In The Paint (Non-RA),0-8 Center,5.14,Made,Adebayo,B. Adebayo,,,,,,,15.0,,,,,,D. Robinson,1629130.0,3.0,,,,
571,PT07M30.00S,2024-11-05T03:10:30.3Z,4,REGULAR,foul,personal,['1freethrow'],1631099,,,1610612748,90,92,2024-11-05T03:10:45Z,5500000,False,,,0,,K. Murray shooting personal FOUL (2 PF) (Adebayo 1 FT),"[1631099, 1628389]",1610612758.0,SAC,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Murray,K. Murray,,101284.0,2.0,0.0,Adebayo,1628389.0,,,,,,,,,,,,,
573,PT07M30.00S,2024-11-05T03:10:37.6Z,4,REGULAR,substitution,out,[],202692,,,1610612748,90,92,2024-11-05T03:10:44Z,5520000,False,,,0,,SUB out: A. Burks,[202692],1610612748.0,MIA,,,,,,,,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,
574,PT07M30.00S,2024-11-05T03:10:37.6Z,4,REGULAR,substitution,in,[],1629639,,,1610612748,90,92,2024-11-05T03:10:44Z,5530000,False,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,,,,,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,
575,PT07M30.00S,2024-11-05T03:11:00.3Z,4,REGULAR,freethrow,1 of 1,[],1628389,,,1610612748,90,92,2024-11-05T03:11:25Z,5540000,False,,,0,,MISS B. Adebayo Free Throw 1 of 1,[1628389],1610612748.0,MIA,,,,,,,,,,Missed,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
576,PT07M28.00S,2024-11-05T03:11:02.3Z,4,REGULAR,rebound,defensive,[],1627734,,,1610612758,90,92,2024-11-05T03:11:25Z,5550000,False,,,0,,D. Sabonis REBOUND (Off:2 Def:13),[1627734],1610612758.0,SAC,,,,,,,,,,,Sabonis,D. Sabonis,575.0,,,,,,,15.0,13.0,2.0,,,,,,,,,
577,PT07M14.00S,2024-11-05T03:11:14.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,17.559132720105126,42.15686274509804,1610612758,90,92,2024-11-05T03:11:20Z,5560000,False,39.0,113.0,1,left,MISS D. DeRozan 11' turnaround fadeaway Shot,[201942],1610612758.0,SAC,turnaround fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,11.92,Missed,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,
578,PT07M11.00S,2024-11-05T03:11:17.7Z,4,REGULAR,rebound,defensive,[],1629130,,,1610612748,90,92,2024-11-05T03:11:20Z,5570000,False,,,0,,D. Robinson REBOUND (Off:0 Def:3),[1629130],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),8-16 Center,,,Robinson,D. Robinson,577.0,,,,,,,3.0,3.0,0.0,,,,,,,,,
579,PT07M01.00S,2024-11-05T03:11:28.1Z,4,REGULAR,3pt,Jump Shot,[],1629639,79.97700394218134,6.127450980392156,1610612748,90,92,2024-11-05T03:11:35Z,5580000,False,-219.0,136.0,1,right,MISS T. Herro 25' 3PT,[1629639],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,25.8,Missed,Herro,T. Herro,,,,,,,,,,,,,,,,,,,
580,PT06M58.00S,2024-11-05T03:11:31.1Z,4,REGULAR,rebound,offensive,[],1628389,,,1610612748,90,92,2024-11-05T03:11:35Z,5590000,False,,,0,,B. Adebayo REBOUND (Off:2 Def:3),[1628389],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,,,Adebayo,B. Adebayo,579.0,,,,,,,5.0,3.0,2.0,,,,,,,,,
581,PT06M58.00S,2024-11-05T03:11:33.8Z,4,REGULAR,foul,personal,[],1627734,,,1610612748,90,92,2024-11-05T03:11:44Z,5600000,False,,,0,,D. Sabonis personal FOUL (4 PF),"[1627734, 1628389]",1610612758.0,SAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Sabonis,D. Sabonis,,101284.0,4.0,0.0,Adebayo,1628389.0,,,,,,,,,,,,,
583,PT06M58.00S,2024-11-05T03:11:41.5Z,4,REGULAR,substitution,out,[],1629130,,,1610612748,90,92,2024-11-05T03:11:56Z,5620000,False,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,,,,,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,
584,PT06M58.00S,2024-11-05T03:11:41.5Z,4,REGULAR,substitution,out,[],1628368,,,1610612748,90,92,2024-11-05T03:11:56Z,5630000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,,,,,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,
585,PT06M58.00S,2024-11-05T03:11:41.5Z,4,REGULAR,substitution,out,[],201942,,,1610612748,90,92,2024-11-05T03:11:56Z,5640000,False,,,0,,SUB out: D. DeRozan,[201942],1610612758.0,SAC,,,,,,,,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,
586,PT06M58.00S,2024-11-05T03:11:41.5Z,4,REGULAR,substitution,in,[],1641796,,,1610612748,90,92,2024-11-05T03:11:56Z,5650000,False,,,0,,SUB in: P. Larsson,[1641796],1610612748.0,MIA,,,,,,,,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,
587,PT06M58.00S,2024-11-05T03:11:41.5Z,4,REGULAR,substitution,in,[],1628370,,,1610612748,90,92,2024-11-05T03:11:56Z,5660000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,,,,,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,
588,PT06M58.00S,2024-11-05T03:11:41.5Z,4,REGULAR,substitution,in,[],1629162,,,1610612748,90,92,2024-11-05T03:11:56Z,5670000,False,,,0,,SUB in: J. McLaughlin,[1629162],1610612758.0,SAC,,,,,,,,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,
589,PT06M58.00S,2024-11-05T03:12:07.0Z,4,REGULAR,violation,delay-of-game,['team'],0,,,1610612748,90,92,2024-11-05T03:12:15Z,5680000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612748.0,MIA,,,,,,,,,,,,,,101284.0,,,,,,,,,,,,,,,,,
590,PT06M51.00S,2024-11-05T03:12:30.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631099,,,1610612748,90,92,2024-11-05T03:12:40Z,5690000,False,,,0,,K. Murray shooting personal FOUL (3 PF) (Butler 2 FT),"[1631099, 202710]",1610612758.0,SAC,shooting,,,,,,Restricted Area,0-8 Center,,,Murray,K. Murray,,1628482.0,3.0,0.0,Butler,202710.0,,,,,,,,,,,,,
592,PT06M51.00S,2024-11-05T03:13:06.1Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],202710,,,1610612748,90,92,2024-11-05T03:13:06Z,5710000,False,,,0,,MISS J. Butler Free Throw 1 of 2,[202710],1610612748.0,MIA,,,,,,,,,,Missed,Butler,J. Butler,,,,,,,,,,,,,,,,,,,
593,PT06M51.00S,2024-11-05T03:13:06.1Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,90,92,2024-11-05T03:13:06Z,5720000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,592.0,,,,,,,,,,,,,,,,,,
594,PT06M51.00S,2024-11-05T03:13:06.1Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],202710,,,1610612748,90,92,2024-11-05T03:13:42Z,5730000,False,,,0,,MISS J. Butler Free Throw 2 of 2,[202710],1610612748.0,MIA,,,,,,,,,,Missed,Butler,J. Butler,,,,,,,,,,,,,,,,,,,
595,PT06M47.00S,2024-11-05T03:13:10.1Z,4,REGULAR,rebound,defensive,[],1629162,,,1610612758,90,92,2024-11-05T03:13:42Z,5740000,False,,,0,,J. McLaughlin REBOUND (Off:0 Def:2),[1629162],1610612758.0,SAC,,,,,,,,,,,McLaughlin,J. McLaughlin,594.0,,,,,,,2.0,2.0,0.0,,,,,,,,,
596,PT06M47.00S,2024-11-05T03:13:31.9Z,4,REGULAR,foul,personal,[],1641796,,,1610612758,90,92,2024-11-05T03:13:50Z,5750000,False,,,0,,P. Larsson personal FOUL (2 PF),"[1641796, 1629162]",1610612748.0,MIA,,,,,,,Mid-Range,16-24 Left,,,Larsson,P. Larsson,,101284.0,2.0,0.0,McLaughlin,1629162.0,,,,,,,,,,,,,
598,PT06M47.00S,2024-11-05T03:13:40.2Z,4,REGULAR,substitution,out,[],1626196,,,1610612758,90,92,2024-11-05T03:13:46Z,5770000,False,,,0,,SUB out: J. Richardson,[1626196],1610612748.0,MIA,,,,,,,,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,
599,PT06M47.00S,2024-11-05T03:13:40.2Z,4,REGULAR,substitution,in,[],1626179,,,1610612758,90,92,2024-11-05T03:13:46Z,5780000,False,,,0,,SUB in: T. Rozier,[1626179],1610612748.0,MIA,,,,,,,,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,
600,PT06M24.00S,2024-11-05T03:14:17.4Z,4,REGULAR,2pt,Jump Shot,[],1629162,23.73521681997372,19.11764705882353,1610612758,90,92,2024-11-05T03:46:09Z,5790000,False,154.0,171.0,1,left,MISS J. McLaughlin 23' pullup Shot,[1629162],1610612758.0,SAC,pullup,,,,,,Mid-Range,16-24 Right Center,23.01,Missed,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,
601,PT06M22.00S,2024-11-05T03:14:19.4Z,4,REGULAR,rebound,offensive,[],1631099,,,1610612758,90,92,2024-11-05T03:22:00Z,5800000,False,,,0,,K. Murray REBOUND (Off:2 Def:4),[1631099],1610612758.0,SAC,,,,,,,Mid-Range,16-24 Right Center,,,Murray,K. Murray,600.0,,,,,,,6.0,4.0,2.0,,,,,,,,,
612,PT06M22.00S,2024-11-05T03:14:25.8Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612758,90,92,2024-11-05T03:16:08Z,5810000,False,,,0,,SAC shot clock Team TURNOVER,[],1610612758.0,SAC,,,,,,,Mid-Range,16-24 Right Center,,,,,,101284.0,,,,,,,,,,,,,,,,,
603,PT06M06.00S,2024-11-05T03:14:34.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629639,86.02168199737189,53.67647058823529,1610612748,92,92,2024-11-05T03:16:08Z,5820000,False,18.0,79.0,1,right,T. Herro 8' driving floating bank Jump Shot (22 PTS) (B. Adebayo 4 AST),"[1629639, 1628389]",1610612748.0,MIA,driving floating bank,,,,,,In The Paint (Non-RA),8-16 Center,8.1,Made,Herro,T. Herro,,,,,,,22.0,,,,,,B. Adebayo,1628389.0,4.0,,,,
605,PT05M54.00S,2024-11-05T03:14:45.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628370,13.87976346911958,50.245098039215684,1610612758,92,94,2024-11-05T03:14:56Z,5840000,False,-1.0,78.0,1,left,M. Monk 7' turnaround fadeaway Jump Shot (10 PTS),[1628370],1610612758.0,SAC,turnaround fadeaway,,,,,,In The Paint (Non-RA),0-8 Center,7.8,Made,Monk,M. Monk,,,,,,,10.0,,,,,,,,,,,,
606,PT05M39.00S,2024-11-05T03:15:05.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,89.43823915900131,64.95098039215686,1610612748,94,94,2024-11-05T03:15:11Z,5850000,False,75.0,47.0,1,right,T. Herro 8' driving bank Jump Shot (24 PTS) (B. Adebayo 5 AST),"[1629639, 1628389]",1610612748.0,MIA,driving bank,,,,,,In The Paint (Non-RA),8-16 Right,8.82,Made,Herro,T. Herro,,,,,,,24.0,,,,,,B. Adebayo,1628389.0,5.0,,,,
607,PT05M39.00S,2024-11-05T03:15:08.8Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1631165,,,1610612748,94,94,2024-11-05T03:15:14Z,5860000,False,,,0,,K. Ellis shooting personal FOUL (4 PF) (Herro 1 FT),"[1631165, 1629639]",1610612758.0,SAC,shooting,,,,,,In The Paint (Non-RA),8-16 Right,,,Ellis,K. Ellis,,1628482.0,4.0,0.0,Herro,1629639.0,,,,,,,,,,,,,
609,PT05M39.00S,2024-11-05T03:15:23.5Z,4,REGULAR,substitution,out,[],1629162,,,1610612748,94,94,2024-11-05T03:15:49Z,5880000,False,,,0,,SUB out: J. McLaughlin,[1629162],1610612758.0,SAC,,,,,,,,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,
