actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
502,PT08M02.00S,2025-03-23T23:59:26.1Z,4,REGULAR,substitution,in,[],1630163,,,1610612748,102,81,2025-03-23T23:59:31Z,4890000,False,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT08M02.00S,2025-03-23T23:59:45.2Z,4,REGULAR,freethrow,2 of 2,[],1629639,,,1610612748,103,81,2025-03-23T23:59:45Z,4900000,False,,,0,,T. Herro Free Throw 2 of 2 (29 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,Made,29.0,,,,,,,,,,,,,,,,
504,PT07M47.00S,2025-03-24T00:00:02.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631217,92.59198423127464,46.07843137254902,1610612766,103,83,2025-03-24T00:19:22Z,4910000,False,-20.0,17.0,1,right,M. Diabaté cutting Layup (6 PTS) (M. Bridges 3 AST),"[1631217, 1628970]",1610612766.0,CHA,cutting,,,Diabaté,M. Diabaté,,,,,,Restricted Area,0-8 Center,2.6,Made,6.0,M. Bridges,1628970.0,3.0,,,,,,,,,,,,,
505,PT07M34.00S,2025-03-24T00:00:14.7Z,4,REGULAR,3pt,Jump Shot,[],202692,28.86005256241787,23.52941176470588,1610612748,103,83,2025-03-24T00:00:19Z,4920000,False,132.0,219.0,1,left,MISS A. Burks 25' 3PT,[202692],1610612748.0,MIA,,,,Burks,A. Burks,,,,,,Above the Break 3,24+ Right Center,25.57,Missed,,,,,,,,,,,,,,,,,
506,PT07M32.00S,2025-03-24T00:00:16.7Z,4,REGULAR,rebound,defensive,[],1629610,,,1610612766,103,83,2025-03-24T00:00:19Z,4930000,False,,,0,,D. Jeffries REBOUND (Off:0 Def:3),[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,,Above the Break 3,24+ Right Center,,,,,,,,505.0,3.0,3.0,0.0,,,,,,,,
507,PT07M24.00S,2025-03-24T00:00:26.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641733,82.34231274638634,44.85294117647059,1610612766,103,85,2025-03-24T00:19:51Z,4940000,False,-26.0,113.0,1,right,N. Smith Jr. 11' driving floating Jump Shot (13 PTS),[1641733],1610612766.0,CHA,driving floating,,,Smith Jr.,N. Smith Jr.,,,,,,In The Paint (Non-RA),8-16 Center,11.64,Made,13.0,,,,,,,,,,,,,,,,
508,PT07M20.00S,2025-03-24T00:00:31.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,103,85,2025-03-24T00:00:56Z,4950000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT07M20.00S,2025-03-24T00:02:59.7Z,4,REGULAR,substitution,out,[],1629639,,,1610612748,103,85,2025-03-24T00:03:21Z,4960000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT07M20.00S,2025-03-24T00:02:59.7Z,4,REGULAR,substitution,out,[],1631217,,,1610612748,103,85,2025-03-24T00:03:21Z,4970000,False,,,0,,SUB out: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT07M20.00S,2025-03-24T00:02:59.7Z,4,REGULAR,substitution,in,[],203952,,,1610612748,103,85,2025-03-24T00:03:21Z,4980000,False,,,0,,SUB in: A. Wiggins,[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT07M20.00S,2025-03-24T00:02:59.7Z,4,REGULAR,substitution,in,[],1631109,,,1610612748,103,85,2025-03-24T00:03:21Z,4990000,False,,,0,,SUB in: M. Williams,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT07M04.00S,2025-03-24T00:03:48.3Z,4,REGULAR,turnover,out-of-bounds,[],203952,,,1610612748,103,85,2025-03-24T00:03:54Z,5000000,False,,,0,,A. Wiggins bad pass out-of-bounds TURNOVER (2 TO),[203952],1610612748.0,MIA,bad pass,,,Wiggins,A. Wiggins,,,,,201639.0,In The Paint (Non-RA),0-8 Center,,,,,,,2.0,,,,,,,,,,,,
515,PT06M48.00S,2025-03-24T00:04:15.2Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1631109,86.81011826544021,50.73529411764706,1610612766,103,87,2025-03-24T00:20:37Z,5010000,False,4.0,71.0,1,right,M. Williams 7' turnaround Hook (14 PTS) (L. Ball 10 AST),"[1631109, 1630163]",1610612766.0,CHA,turnaround,,,Williams,M. Williams,,,,,,In The Paint (Non-RA),0-8 Center,7.16,Made,14.0,L. Ball,1630163.0,10.0,,,,,,,,,,,,,
517,PT06M25.00S,2025-03-24T00:04:37.0Z,4,REGULAR,3pt,Jump Shot,[],202692,8.492115637319317,2.450980392156863,1610612748,103,87,2025-03-24T00:04:42Z,5030000,False,238.0,27.0,1,left,MISS A. Burks step back 3PT,[202692],1610612748.0,MIA,step back,,,Burks,A. Burks,,,,,,Right Corner 3,24+ Right,23.93,Missed,,,,,,,,,,,,,,,,,
518,PT06M22.00S,2025-03-24T00:04:40.0Z,4,REGULAR,rebound,defensive,[],1628970,,,1610612766,103,87,2025-03-24T00:04:42Z,5040000,False,,,0,,M. Bridges REBOUND (Off:5 Def:6),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Right Corner 3,24+ Right,,,,,,,,517.0,11.0,6.0,5.0,,,,,,,,
519,PT06M17.00S,2025-03-24T00:04:49.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,83.65637319316689,50.245098039215684,1610612766,103,89,2025-03-24T00:05:00Z,5050000,False,1.0,101.0,1,right,M. Bridges 10' driving floating Jump Shot (10 PTS),[1628970],1610612766.0,CHA,driving floating,,,Bridges,M. Bridges,,,,,,In The Paint (Non-RA),8-16 Center,10.11,Made,10.0,,,,,,,,,,,,,,,,
520,PT06M17.00S,2025-03-24T00:04:58.1Z,4,REGULAR,foul,personal,['1freethrow'],1630558,,,1610612766,103,89,2025-03-24T00:05:22Z,5060000,False,,,0,,D. Mitchell shooting personal FOUL (4 PF) (Bridges 1 FT),"[1630558, 1628970]",1610612748.0,MIA,shooting,,,Mitchell,D. Mitchell,,,,,1628951.0,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,4.0,0.0,Bridges,1628970.0,,
522,PT06M17.00S,2025-03-24T00:05:06.6Z,4,REGULAR,substitution,out,[],202692,,,1610612766,103,89,2025-03-24T00:05:18Z,5080000,False,,,0,,SUB out: A. Burks,[202692],1610612748.0,MIA,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT06M17.00S,2025-03-24T00:05:06.6Z,4,REGULAR,substitution,in,[],1629639,,,1610612766,103,89,2025-03-24T00:05:18Z,5090000,False,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT06M17.00S,2025-03-24T00:05:23.4Z,4,REGULAR,freethrow,1 of 1,[],1628970,,,1610612766,103,90,2025-03-24T00:05:23Z,5100000,False,,,0,,M. Bridges Free Throw 1 of 1 (11 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,
525,PT06M04.00S,2025-03-24T00:05:39.7Z,4,REGULAR,foul,personal,[],1629610,,,1610612748,103,90,2025-03-24T00:05:47Z,5110000,False,,,0,,D. Jeffries personal FOUL (2 PF),"[1629610, 1629639]",1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,201639.0,Mid-Range,8-16 Left,,,,,,,,,,,,,,2.0,0.0,Herro,1629639.0,,
527,PT05M51.00S,2025-03-24T00:06:11.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,15.456636005256241,48.03921568627451,1610612748,105,90,2025-03-24T00:06:16Z,5130000,False,10.0,93.0,1,left,B. Adebayo 9' pullup Jump Shot (8 PTS),[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,,In The Paint (Non-RA),8-16 Center,9.33,Made,8.0,,,,,,,,,,,,,,,,
528,PT05M38.00S,2025-03-24T00:06:24.9Z,4,REGULAR,2pt,Jump Shot,[],1630163,88.38699080157687,31.61764705882353,1610612766,105,90,2025-03-24T00:06:50Z,5140000,False,-92.0,57.0,1,right,MISS L. Ball 10' driving floating Shot - blocked,"[1630163, 1629312]",1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,,Mid-Range,8-16 Left,10.8,Missed,,,,,,,,,,Highsmith,1629312.0,,,,,,
529,PT05M38.00S,2025-03-24T00:06:24.9Z,4,REGULAR,block,,[],1629312,,,1610612766,105,90,2025-03-24T00:06:50Z,5150000,False,,,0,,H. Highsmith BLOCK (2 BLK),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,
530,PT05M33.00S,2025-03-24T00:06:29.9Z,4,REGULAR,rebound,defensive,[],1629639,,,1610612748,105,90,2025-03-24T00:06:50Z,5160000,False,,,0,,T. Herro REBOUND (Off:1 Def:4),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,Mid-Range,8-16 Left,,,,,,,,528.0,5.0,4.0,1.0,,,,,,,,
531,PT05M28.00S,2025-03-24T00:06:34.9Z,4,REGULAR,3pt,Jump Shot,[],203952,21.50131406044678,90.44117647058823,1610612748,108,90,2025-03-24T00:07:15Z,5170000,False,-202.0,150.0,1,left,A. Wiggins 25' 3PT  (35 PTS) (D. Mitchell 6 AST),"[203952, 1630558]",1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,Above the Break 3,24+ Left Center,25.15,Made,35.0,D. Mitchell,1630558.0,6.0,,,,,,,,,,,,,
533,PT05M27.00S,2025-03-24T00:06:40.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612766,108,90,2025-03-24T00:06:40Z,5190000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT05M27.00S,2025-03-24T00:07:49.1Z,4,REGULAR,substitution,out,[],1629610,,,1610612766,108,90,2025-03-24T00:08:13Z,5200000,False,,,0,,SUB out: D. Jeffries,[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT05M27.00S,2025-03-24T00:07:49.1Z,4,REGULAR,substitution,in,[],1642275,,,1610612766,108,90,2025-03-24T00:08:13Z,5210000,False,,,0,,SUB in: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT05M27.00S,2025-03-24T00:08:17.8Z,4,REGULAR,violation,delay-of-game,['team'],0,,,1610612766,108,90,2025-03-24T00:08:53Z,5220000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612766.0,CHA,,,,,,,,,,201639.0,,,,,,,,,,,,,,,,,,,,,
537,PT05M17.00S,2025-03-24T00:08:37.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628970,93.38042049934296,50.245098039215684,1610612766,108,92,2025-03-24T00:08:57Z,5230000,False,1.0,10.0,1,right,M. Bridges alley-oop DUNK (13 PTS) (L. Ball 11 AST),"[1628970, 1630163]",1610612766.0,CHA,alley-oop,,,Bridges,M. Bridges,,,,,,Restricted Area,0-8 Center,0.98,Made,13.0,L. Ball,1630163.0,11.0,,,,,,,,,,,,,
539,PT05M09.00S,2025-03-24T00:08:47.2Z,4,REGULAR,turnover,out-of-bounds,[],1630558,,,1610612748,108,92,2025-03-24T00:09:03Z,5250000,False,,,0,,D. Mitchell bad pass out-of-bounds TURNOVER (2 TO),[1630558],1610612748.0,MIA,bad pass,,,Mitchell,D. Mitchell,,,,,201639.0,Above the Break 3,24+ Right Center,,,,,,,2.0,,,,,,,,,,,,
540,PT04M52.00S,2025-03-24T00:09:11.6Z,4,REGULAR,turnover,bad pass,[],1628970,,,1610612766,108,92,2025-03-24T00:09:17Z,5260000,False,,,0,,M. Bridges bad pass TURNOVER (4 TO),"[1628970, 1628389]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Mid-Range,8-16 Right,,,,,,,4.0,,,,,,,,,,,Adebayo,1628389.0
541,PT04M52.00S,2025-03-24T00:09:11.6Z,4,REGULAR,steal,,[],1628389,,,1610612748,108,92,2025-03-24T00:09:13Z,5270000,False,,,0,,B. Adebayo STEAL (2 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,
542,PT04M49.00S,2025-03-24T00:09:15.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630558,7.046649145860711,51.71568627450981,1610612748,110,92,2025-03-24T00:09:23Z,5280000,False,-9.0,14.0,1,left,D. Mitchell running Layup (10 PTS),[1630558],1610612748.0,MIA,running,,,Mitchell,D. Mitchell,,,,,,Restricted Area,0-8 Center,1.62,Made,10.0,,,,,,,,,,,,,,,,
543,PT04M41.00S,2025-03-24T00:09:24.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,92.59198423127464,44.36274509803921,1610612766,110,94,2025-03-24T00:23:51Z,5290000,False,-28.0,17.0,1,right,L. Ball driving Layup (17 PTS),[1630163],1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,,Restricted Area,0-8 Center,3.3,Made,17.0,,,,,,,,,,,,,,,,
544,PT04M41.00S,2025-03-24T00:09:27.4Z,4,REGULAR,foul,personal,['1freethrow'],1628389,,,1610612766,110,94,2025-03-24T00:09:34Z,5300000,False,,,0,,B. Adebayo shooting personal FOUL (3 PF) (Ball 1 FT),"[1628389, 1630163]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,201639.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,3.0,0.0,Ball,1630163.0,,
546,PT04M41.00S,2025-03-24T00:09:54.8Z,4,REGULAR,freethrow,1 of 1,[],1630163,,,1610612766,110,95,2025-03-24T00:09:54Z,5320000,False,,,0,,L. Ball Free Throw 1 of 1 (18 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,
547,PT04M20.00S,2025-03-24T00:10:19.1Z,4,REGULAR,3pt,Jump Shot,[],1630558,32.276609724047304,47.30392156862745,1610612748,110,95,2025-03-24T00:10:25Z,5330000,False,13.0,251.0,1,left,MISS D. Mitchell 25' 3PT,[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,,Above the Break 3,24+ Center,25.13,Missed,,,,,,,,,,,,,,,,,
548,PT04M15.00S,2025-03-24T00:10:24.1Z,4,REGULAR,rebound,defensive,[],1628970,,,1610612766,110,95,2025-03-24T00:10:25Z,5340000,False,,,0,,M. Bridges REBOUND (Off:5 Def:7),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Above the Break 3,24+ Center,,,,,,,,547.0,12.0,7.0,5.0,,,,,,,,
549,PT03M57.00S,2025-03-24T00:10:42.0Z,4,REGULAR,turnover,lost ball,[],1642275,,,1610612766,110,95,2025-03-24T00:10:48Z,5350000,False,,,0,,T. Salaün lost ball TURNOVER (1 TO),"[1642275, 203952]",1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,1.0,,,,,,,,,,,Wiggins,203952.0
550,PT03M57.00S,2025-03-24T00:10:42.0Z,4,REGULAR,steal,,[],203952,,,1610612748,110,95,2025-03-24T00:10:43Z,5360000,False,,,0,,A. Wiggins STEAL (2 STL),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,
551,PT03M47.00S,2025-03-24T00:10:51.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203952,11.777266754270697,55.88235294117647,1610612748,112,95,2025-03-24T00:10:56Z,5370000,False,-29.0,58.0,1,left,A. Wiggins 6' driving floating Jump Shot (37 PTS) (D. Mitchell 7 AST),"[203952, 1630558]",1610612748.0,MIA,driving floating,,,Wiggins,A. Wiggins,,,,,,In The Paint (Non-RA),0-8 Center,6.52,Made,37.0,D. Mitchell,1630558.0,7.0,,,,,,,,,,,,,
552,PT03M39.00S,2025-03-24T00:11:01.1Z,4,REGULAR,foul,personal,[],203952,,,1610612766,112,95,2025-03-24T00:11:20Z,5380000,False,,,0,,A. Wiggins personal FOUL (2 PF),"[203952, 1630163]",1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,201639.0,Above the Break 3,24+ Center,,,,,,,,,,,,,,2.0,0.0,Ball,1630163.0,,
555,PT03M30.00S,2025-03-24T00:11:24.5Z,4,REGULAR,3pt,Jump Shot,[],1628970,87.07293035479631,4.166666666666666,1610612766,112,95,2025-03-24T00:11:29Z,5400000,False,-229.0,69.0,1,right,MISS M. Bridges 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Left Corner 3,24+ Left,23.94,Missed,,,,,,,,,,,,,,,,,
556,PT03M27.00S,2025-03-24T00:11:27.5Z,4,REGULAR,rebound,defensive,[],1629639,,,1610612748,112,95,2025-03-24T00:11:29Z,5410000,False,,,0,,T. Herro REBOUND (Off:1 Def:5),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,Left Corner 3,24+ Left,,,,,,,,555.0,6.0,5.0,1.0,,,,,,,,
557,PT03M20.00S,2025-03-24T00:11:37.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,112,95,2025-03-24T00:11:37Z,5420000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT03M10.00S,2025-03-24T00:13:24.3Z,4,REGULAR,2pt,Jump Shot,[],203952,15.982260183968464,76.47058823529412,1610612748,114,95,2025-03-24T00:13:29Z,5430000,False,-132.0,98.0,1,left,A. Wiggins 16' step back Jump Shot (39 PTS),[203952],1610612748.0,MIA,step back,,,Wiggins,A. Wiggins,,,,,,Mid-Range,16-24 Left,16.45,Made,39.0,,,,,,,,,,,,,,,,
559,PT02M47.00S,2025-03-24T00:13:47.7Z,4,REGULAR,3pt,Jump Shot,[],1628970,91.01511169513797,4.901960784313726,1610612766,114,95,2025-03-24T00:13:53Z,5440000,False,-225.0,32.0,1,right,MISS M. Bridges 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Left Corner 3,24+ Left,22.78,Missed,,,,,,,,,,,,,,,,,
560,PT02M43.00S,2025-03-24T00:13:51.7Z,4,REGULAR,rebound,offensive,[],1642275,,,1610612766,114,95,2025-03-24T00:13:53Z,5450000,False,,,0,,T. Salaün REBOUND (Off:1 Def:3),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,Left Corner 3,24+ Left,,,,,,,,559.0,4.0,3.0,1.0,,,,,,,,
561,PT02M39.00S,2025-03-24T00:13:55.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630163,88.78120893561103,96.32352941176471,1610612766,114,95,2025-03-24T00:25:45Z,5460000,False,232.0,53.0,1,right,MISS L. Ball step back 3PT,[1630163],1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,,Right Corner 3,24+ Right,23.76,Missed,,,,,,,,,,,,,,,,,
562,PT02M35.00S,2025-03-24T00:13:59.6Z,4,REGULAR,rebound,offensive,[],1628970,,,1610612766,114,95,2025-03-24T00:14:02Z,5470000,False,,,0,,M. Bridges REBOUND (Off:6 Def:7),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Right Corner 3,24+ Right,,,,,,,,561.0,13.0,7.0,6.0,,,,,,,,
563,PT02M35.00S,2025-03-24T00:14:00.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628970,94.40999984741211,50.0,1610612766,114,97,2025-03-24T00:14:00Z,5480000,False,0.0,0.0,1,right,M. Bridges tip Layup (15 PTS),[1628970],1610612766.0,CHA,tip,,,Bridges,M. Bridges,,,,,,Mid-Range,8-16 Left,0.0,Made,15.0,,,,,,,,,,,,,,,,
564,PT02M18.00S,2025-03-24T00:14:15.7Z,4,REGULAR,3pt,Jump Shot,[],1629639,22.158344283837057,86.02941176470588,1610612748,114,97,2025-03-24T00:14:20Z,5490000,False,-180.0,156.0,1,left,MISS T. Herro 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,Above the Break 3,24+ Left Center,23.81,Missed,,,,,,,,,,,,,,,,,
565,PT02M16.00S,2025-03-24T00:14:17.7Z,4,REGULAR,rebound,defensive,[],1642275,,,1610612766,114,97,2025-03-24T00:14:20Z,5500000,False,,,0,,T. Salaün REBOUND (Off:1 Def:4),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,Above the Break 3,24+ Left Center,,,,,,,,564.0,5.0,4.0,1.0,,,,,,,,
566,PT02M10.00S,2025-03-24T00:14:25.0Z,4,REGULAR,3pt,Jump Shot,[],1641733,71.17279894875165,18.137254901960784,1610612766,114,100,2025-03-24T00:26:11Z,5510000,False,-159.0,218.0,1,right,N. Smith Jr. 27' 3PT pullup (16 PTS),[1641733],1610612766.0,CHA,pullup,,,Smith Jr.,N. Smith Jr.,,,,,,Above the Break 3,24+ Left Center,27.04,Made,16.0,,,,,,,,,,,,,,,,
567,PT01M53.00S,2025-03-24T00:14:42.5Z,4,REGULAR,foul,personal,['3freethrow'],1642275,,,1610612748,114,100,2025-03-24T00:14:57Z,5520000,False,,,0,,T. Salaün shooting personal FOUL (2 PF) (Wiggins 3 FT),"[1642275, 203952]",1610612766.0,CHA,shooting,,,Salaün,T. Salaün,,,,,1628951.0,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,2.0,0.0,Wiggins,203952.0,,
569,PT01M53.00S,2025-03-24T00:15:08.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,114,100,2025-03-24T00:15:08Z,5540000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT01M53.00S,2025-03-24T00:18:26.8Z,4,REGULAR,freethrow,1 of 3,[],203952,,,1610612748,115,100,2025-03-24T00:18:26Z,5560000,False,,,0,,A. Wiggins Free Throw 1 of 3 (40 PTS),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,,Made,40.0,,,,,,,,,,,,,,,,
578,PT01M53.00S,2025-03-24T00:18:42.5Z,4,REGULAR,freethrow,2 of 3,[],203952,,,1610612748,116,100,2025-03-24T00:18:42Z,5570000,False,,,0,,A. Wiggins Free Throw 2 of 3 (41 PTS),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,,Made,41.0,,,,,,,,,,,,,,,,
579,PT01M53.00S,2025-03-24T00:18:44.3Z,4,REGULAR,substitution,out,[],1630163,,,1610612748,116,100,2025-03-24T00:18:50Z,5580000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT01M53.00S,2025-03-24T00:18:44.3Z,4,REGULAR,substitution,in,[],1642354,,,1610612748,116,100,2025-03-24T00:18:50Z,5590000,False,,,0,,SUB in: K. Simpson,[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT01M53.00S,2025-03-24T00:19:08.2Z,4,REGULAR,freethrow,3 of 3,[],203952,,,1610612748,117,100,2025-03-24T00:19:08Z,5600000,False,,,0,,A. Wiggins Free Throw 3 of 3 (42 PTS),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,,Made,42.0,,,,,,,,,,,,,,,,
582,PT01M36.00S,2025-03-24T00:19:27.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,93.11760840998686,54.65686274509803,1610612766,117,102,2025-03-24T00:19:32Z,5610000,False,23.0,12.0,1,right,M. Bridges driving Layup (17 PTS),[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,,Restricted Area,0-8 Center,2.63,Made,17.0,,,,,,,,,,,,,,,,
583,PT01M15.00S,2025-03-24T00:19:49.3Z,4,REGULAR,3pt,Jump Shot,[],1628389,27.808804204993432,18.137254901960784,1610612748,120,102,2025-03-24T00:19:55Z,5620000,False,159.0,209.0,1,left,B. Adebayo 26' 3PT  (11 PTS) (T. Herro 3 AST),"[1628389, 1629639]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Above the Break 3,24+ Right Center,26.27,Made,11.0,T. Herro,1629639.0,3.0,,,,,,,,,,,,,
585,PT01M08.00S,2025-03-24T00:20:01.6Z,4,REGULAR,3pt,Jump Shot,[],1641733,73.40670170827858,83.08823529411765,1610612766,120,105,2025-03-24T00:20:06Z,5640000,False,165.0,197.0,1,right,N. Smith Jr. 25' 3PT  (19 PTS) (M. Bridges 4 AST),"[1641733, 1628970]",1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,Above the Break 3,24+ Right Center,25.76,Made,19.0,M. Bridges,1628970.0,4.0,,,,,,,,,,,,,
587,PT00M46.40S,2025-03-24T00:20:29.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,5.995400788436268,52.94117647058824,1610612748,122,105,2025-03-24T00:20:34Z,5660000,False,-15.0,4.0,1,left,D. Mitchell driving Layup (12 PTS),[1630558],1610612748.0,MIA,driving,,,Mitchell,D. Mitchell,,,,,,Restricted Area,0-8 Center,1.52,Made,12.0,,,,,,,,,,,,,,,,
588,PT00M43.80S,2025-03-24T00:20:34.9Z,4,REGULAR,turnover,lost ball,[],1642354,,,1610612766,122,105,2025-03-24T00:20:50Z,5670000,False,,,0,,K. Simpson lost ball TURNOVER (3 TO),"[1642354, 1630558]",1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,,Restricted Area,0-8 Center,,,,,,,3.0,,,,,,,,,,,Mitchell,1630558.0
589,PT00M43.80S,2025-03-24T00:20:34.9Z,4,REGULAR,steal,,[],1630558,,,1610612748,122,105,2025-03-24T00:20:37Z,5680000,False,,,0,,D. Mitchell STEAL (2 STL),[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
590,PT00M19.30S,2025-03-24T00:21:03.5Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612748,122,105,2025-03-24T00:21:18Z,5690000,False,,,0,,MIA shot clock Team TURNOVER,[],1610612748.0,MIA,,,,,,,,,,1628951.0,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,
