actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
90,PT04M02.00S,2022-01-05T00:28:45.9Z,1,REGULAR,2pt,Jump Shot,[],1630217,91.80354796320631,32.35294117647059,1610612763,23,20,2022-01-05T00:28:58Z,870000,-88.0,25.0,1,right,D. Bane 9' driving floating Jump Shot (8 PTS) (S. Adams 2 AST),"[1630217, 203500]",1610612763.0,MEM,driving floating,,,Bane,D. Bane,,,,,9.15,Made,,,,,,,8.0,S. Adams,203500.0,2.0,,,,,,,,,
92,PT03M40.00S,2022-01-05T00:29:07.7Z,1,REGULAR,2pt,Jump Shot,[],1628386,20.71287779237845,45.34313725490196,1610612739,25,20,2022-01-05T00:29:12Z,890000,23.0,142.0,1,left,J. Allen 14' Jump Shot (10 PTS) (K. Love 1 AST),"[1628386, 201567]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,14.41,Made,,,,,,,10.0,K. Love,201567.0,1.0,,,,,,,,,
94,PT03M33.00S,2022-01-05T00:29:19.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,94.03745072273325,50.98039215686274,1610612763,25,22,2022-01-05T00:29:36Z,910000,5.0,4.0,1,right,J. Morant driving Layup (8 PTS),[1629630],1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,0.6,Made,,,,,,,8.0,,,,,,,,,,,,
95,PT03M33.00S,2022-01-05T00:29:25.3Z,1,REGULAR,foul,personal,['1freethrow'],1628386,,,1610612763,25,22,2022-01-05T00:30:09Z,920000,,,0,,J. Allen shooting personal FOUL (2 PF) (Morant 1 FT),"[1628386, 1629630]",1610612739.0,CLE,shooting,,,Allen,J. Allen,,,,,,,,,,,,,,,,,1626300.0,,2.0,0.0,Morant,1629630.0,,,
97,PT03M33.00S,2022-01-05T00:29:38.0Z,1,REGULAR,substitution,out,[],1630205,,,1610612763,25,22,2022-01-05T00:30:27Z,940000,,,0,,SUB out: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M33.00S,2022-01-05T00:29:38.0Z,1,REGULAR,substitution,out,[],1628386,,,1610612763,25,22,2022-01-05T00:30:27Z,950000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M33.00S,2022-01-05T00:29:38.0Z,1,REGULAR,substitution,out,[],203500,,,1610612763,25,22,2022-01-05T00:30:27Z,960000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M33.00S,2022-01-05T00:29:38.0Z,1,REGULAR,substitution,out,[],1630217,,,1610612763,25,22,2022-01-05T00:30:27Z,970000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M33.00S,2022-01-05T00:29:38.0Z,1,REGULAR,substitution,in,[],1629685,,,1610612763,25,22,2022-01-05T00:30:27Z,980000,,,0,,SUB in: D. Windler,[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M33.00S,2022-01-05T00:29:38.0Z,1,REGULAR,substitution,in,[],1630596,,,1610612763,25,22,2022-01-05T00:30:27Z,990000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M33.00S,2022-01-05T00:29:38.0Z,1,REGULAR,substitution,in,[],1629634,,,1610612763,25,22,2022-01-05T00:30:27Z,1000000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M33.00S,2022-01-05T00:29:38.0Z,1,REGULAR,substitution,in,[],1626145,,,1610612763,25,22,2022-01-05T00:30:27Z,1010000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M33.00S,2022-01-05T00:30:10.0Z,1,REGULAR,freethrow,1 of 1,[],1629630,,,1610612763,25,23,2022-01-05T00:30:10Z,1020000,,,0,,J. Morant Free Throw 1 of 1 (9 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Made,,,,,,,9.0,,,,,,,,,,,,
106,PT03M23.00S,2022-01-05T00:30:11.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629164,5.469776609724048,49.26470588235294,1610612739,27,23,2022-01-05T00:31:45Z,1030000,4.0,-1.0,1,left,B. Goodwin driving Layup (2 PTS),[1629164],1610612739.0,CLE,driving,,,Goodwin,B. Goodwin,,,,,0.39,Made,,,,,,,2.0,,,,,,,,,,,,
107,PT03M04.00S,2022-01-05T00:30:25.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,90.88370565045992,52.69607843137255,1610612763,27,23,2022-01-05T00:30:30Z,1040000,13.0,33.0,1,right,MISS J. Morant driving Layup,[1629630],1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,3.58,Missed,,,,,,,,,,,,,,,,,,,
108,PT03M01.00S,2022-01-05T00:30:28.2Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,27,23,2022-01-05T00:30:30Z,1050000,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,107.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
109,PT03M00.00S,2022-01-05T00:30:31.2Z,1,REGULAR,turnover,out-of-bounds,[],1629164,,,1610612739,27,23,2022-01-05T00:35:23Z,1060000,,,0,,B. Goodwin bad pass out-of-bounds TURNOVER (1 TO),[1629164],1610612739.0,CLE,bad pass,,,Goodwin,B. Goodwin,,,,,,,,,,,,,,,,,1626300.0,1.0,,,,,,,
110,PT02M41.00S,2022-01-05T00:31:00.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630583,93.9060446780552,51.470588235294116,1610612763,27,23,2022-01-05T00:31:10Z,1070000,7.0,5.0,1,right,MISS S. Aldama cutting finger roll Layup,[1630583],1610612763.0,MEM,cutting finger roll,,,Aldama,S. Aldama,,,,,0.88,Missed,,,,,,,,,,,,,,,,,,,
111,PT02M38.00S,2022-01-05T00:31:03.7Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,27,23,2022-01-05T00:31:10Z,1080000,,,0,,K. Love REBOUND (Off:0 Def:2),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,110.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
112,PT02M36.00S,2022-01-05T00:31:09.5Z,1,REGULAR,turnover,traveling,[],201567,,,1610612739,27,23,2022-01-05T00:31:15Z,1090000,,,0,,K. Love traveling TURNOVER (1 TO),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,204059.0,1.0,,,,,,,
113,PT02M36.00S,2022-01-05T00:31:14.6Z,1,REGULAR,substitution,out,[],1629630,,,1610612763,27,23,2022-01-05T00:31:22Z,1100000,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M36.00S,2022-01-05T00:31:14.6Z,1,REGULAR,substitution,in,[],1630533,,,1610612763,27,23,2022-01-05T00:31:22Z,1110000,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M19.00S,2022-01-05T00:31:40.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629633,75.1149802890933,28.431372549019606,1610612763,27,23,2022-01-05T00:33:54Z,1120000,-108.0,181.0,1,right,MISS J. Culver 21' pullup Shot,[1629633],1610612763.0,MEM,pullup,,,Culver,J. Culver,,,,,21.1,Missed,,,,,,,,,,,,,,,,,,,
116,PT02M19.00S,2022-01-05T00:31:40.9Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,27,23,2022-01-05T00:31:48Z,1130000,,,0,,D. Wade REBOUND (Off:0 Def:1),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,115.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
117,PT01M58.00S,2022-01-05T00:32:02.0Z,1,REGULAR,turnover,bad pass,[],1630596,,,1610612739,27,23,2022-01-05T00:32:10Z,1140000,,,0,,E. Mobley bad pass TURNOVER (1 TO),"[1630596, 1626145]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,1.0,,,,,Jones,1626145.0,
118,PT01M58.00S,2022-01-05T00:32:02.0Z,1,REGULAR,steal,,[],1626145,,,1610612763,27,23,2022-01-05T00:32:04Z,1150000,,,0,,T. Jones STEAL (1 STL),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT01M54.00S,2022-01-05T00:32:08.6Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630533,94.30026281208936,48.28431372549019,1610612763,27,25,2022-01-05T00:32:27Z,1160000,-9.0,1.0,1,right,Z. Williams driving floating bank Jump Shot (2 PTS),[1630533],1610612763.0,MEM,driving floating bank,,,Williams,Z. Williams,,,,,0.87,Made,,,,,,,2.0,,,,,,,,,,,,
121,PT01M32.00S,2022-01-05T00:32:28.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629164,6.521024967148489,48.529411764705884,1610612739,27,25,2022-01-05T00:32:35Z,1180000,7.0,9.0,1,left,MISS B. Goodwin driving Layup,[1629164],1610612739.0,CLE,driving,,,Goodwin,B. Goodwin,,,,,1.15,Missed,,,,,,,,,,,,,,,,,,,
122,PT01M32.00S,2022-01-05T00:32:28.2Z,1,REGULAR,rebound,offensive,[],201567,,,1610612739,27,25,2022-01-05T00:32:35Z,1190000,,,0,,K. Love REBOUND (Off:1 Def:2),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,121.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
123,PT01M32.00S,2022-01-05T00:32:32.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201567,5.732588699080158,49.26470588235294,1610612739,29,25,2022-01-05T00:32:44Z,1200000,4.0,1.0,1,left,K. Love putback Layup (5 PTS),[201567],1610612739.0,CLE,putback,,,Love,K. Love,,,,,0.4,Made,,,,,,,5.0,,,,,,,,,,,,
124,PT01M32.00S,2022-01-05T00:32:36.9Z,1,REGULAR,foul,personal,['1freethrow'],1629633,,,1610612739,29,25,2022-01-05T00:32:45Z,1210000,,,0,,J. Culver shooting personal FOUL (1 PF) (Love 1 FT),"[1629633, 201567]",1610612763.0,MEM,shooting,,,Culver,J. Culver,,,,,,,,,,,,,,,,,1626300.0,,1.0,0.0,Love,201567.0,,,
126,PT01M32.00S,2022-01-05T00:32:50.9Z,1,REGULAR,substitution,out,[],1630583,,,1610612739,29,25,2022-01-05T00:33:56Z,1230000,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M32.00S,2022-01-05T00:32:50.9Z,1,REGULAR,substitution,in,[],1628991,,,1610612739,29,25,2022-01-05T00:33:56Z,1240000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M32.00S,2022-01-05T00:33:14.6Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],201567,,,1610612739,30,25,2022-01-05T00:33:14Z,1250000,,,0,,K. Love Free Throw 1 of 1 (6 PTS),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,Made,,,,,,,6.0,,,,,,,,,,,,
129,PT01M15.00S,2022-01-05T00:33:32.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,88.91261498028909,41.17647058823529,1610612763,30,27,2022-01-05T00:33:39Z,1260000,-44.0,52.0,1,right,J. Jackson Jr. 6' driving floating bank Jump Shot (5 PTS) (T. Jones 1 AST),"[1628991, 1626145]",1610612763.0,MEM,driving floating bank,,,Jackson Jr.,J. Jackson Jr.,,,,,6.8,Made,,,,,,,5.0,T. Jones,1626145.0,1.0,,,,,,,,,
130,PT00M53.90S,2022-01-05T00:33:54.5Z,1,REGULAR,turnover,lost ball,[],1629731,,,1610612739,30,27,2022-01-05T00:34:00Z,1270000,,,0,,D. Wade lost ball TURNOVER (1 TO),"[1629731, 1628991]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,1.0,,,,,Jackson Jr.,1628991.0,
131,PT00M53.90S,2022-01-05T00:33:54.5Z,1,REGULAR,steal,,[],1628991,,,1610612763,30,27,2022-01-05T00:36:43Z,1280000,,,0,,J. Jackson Jr. STEAL (1 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT00M52.00S,2022-01-05T00:33:59.8Z,1,REGULAR,turnover,out-of-bounds,[],1629633,,,1610612763,30,27,2022-01-05T00:37:21Z,1290000,,,0,,J. Culver step out-of-bounds TURNOVER (1 TO),[1629633],1610612763.0,MEM,step,,,Culver,J. Culver,,,,,,,,,,,,,,,,,,1.0,,,,,,,
133,PT00M38.10S,2022-01-05T00:34:22.7Z,1,REGULAR,turnover,bad pass,[],201567,,,1610612739,30,27,2022-01-05T00:34:32Z,1300000,,,0,,K. Love bad pass TURNOVER (2 TO),"[201567, 1629634]",1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,2.0,,,,,Clarke,1629634.0,
134,PT00M38.10S,2022-01-05T00:34:22.7Z,1,REGULAR,steal,,[],1629634,,,1610612763,30,27,2022-01-05T00:37:51Z,1310000,,,0,,B. Clarke STEAL (1 STL),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT00M34.10S,2022-01-05T00:34:42.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,30,27,2022-01-05T00:34:42Z,1320000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT00M28.50S,2022-01-05T00:34:54.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629634,85.75886990801577,40.44117647058824,1610612763,30,27,2022-01-05T00:34:58Z,1330000,-48.0,81.0,1,right,MISS B. Clarke 9' driving floating Shot,[1629634],1610612763.0,MEM,driving floating,,,Clarke,B. Clarke,,,,,9.44,Missed,,,,,,,,,,,,,,,,,,,
137,PT00M25.10S,2022-01-05T00:34:57.7Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,30,27,2022-01-05T00:34:57Z,1340000,,,0,,K. Love REBOUND (Off:1 Def:3),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,136.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
138,PT00M04.90S,2022-01-05T00:35:17.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201567,10.988830486202366,50.0,1610612739,30,27,2022-01-05T00:40:45Z,1350000,0.0,51.0,1,left,MISS K. Love floating Shot,[201567],1610612739.0,CLE,floating,,,Love,K. Love,,,,,5.08,Missed,,,,,,,,,,,,,,,,,,,
139,PT00M04.90S,2022-01-05T00:35:17.9Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,30,27,2022-01-05T00:44:56Z,1360000,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,138.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
141,PT00M00.00S,2022-01-05T00:35:56.7Z,1,REGULAR,2pt,Jump Shot,[],1630533,74.32654402102497,28.186274509803923,1610612763,30,27,2022-01-05T00:36:06Z,1380000,-109.0,189.0,1,right,MISS Z. Williams 21' pullup Shot,[1630533],1610612763.0,MEM,pullup,,,Williams,Z. Williams,,,,,21.81,Missed,,,,,,,,,,,,,,,,,,,
142,PT00M00.00S,2022-01-05T00:36:01.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,30,27,2022-01-05T00:36:01Z,1390000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,141.0,,,,,,,,,,,,,,,,,,
143,PT00M00.00S,2022-01-05T00:36:03.2Z,1,REGULAR,period,end,[],0,,,1610612763,30,27,2022-01-05T00:36:03Z,1400000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2022-01-05T00:37:35.5Z,2,REGULAR,substitution,out,['startperiod'],1629164,,,1610612763,30,27,2022-01-05T00:38:00Z,1410000,,,0,,SUB out: B. Goodwin,[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2022-01-05T00:37:35.5Z,2,REGULAR,substitution,out,['startperiod'],1629731,,,1610612763,30,27,2022-01-05T00:38:00Z,1420000,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2022-01-05T00:37:35.5Z,2,REGULAR,substitution,in,['startperiod'],1628374,,,1610612763,30,27,2022-01-05T00:38:00Z,1430000,,,0,,SUB in: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2022-01-05T00:37:35.5Z,2,REGULAR,substitution,in,['startperiod'],1629636,,,1610612763,30,27,2022-01-05T00:38:00Z,1440000,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2022-01-05T00:38:07.5Z,2,REGULAR,period,start,[],0,,,1610612763,30,27,2022-01-05T00:38:07Z,1450000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT11M50.00S,2022-01-05T00:38:20.5Z,2,REGULAR,foul,offensive,[],1628991,,,1610612763,30,27,2022-01-05T00:38:29Z,1460000,,,0,,J. Jackson Jr. charge offensive FOUL (1 PF),"[1628991, 201567]",1610612763.0,MEM,charge,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,1626300.0,,1.0,0.0,Love,201567.0,,,
151,PT11M50.00S,2022-01-05T00:38:20.5Z,2,REGULAR,turnover,offensive foul,[],1628991,,,1610612763,30,27,2022-01-05T00:38:20Z,1480000,,,0,,J. Jackson Jr. offensive foul TURNOVER (1 TO),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,1626300.0,1.0,,,,,,,
152,PT11M33.00S,2022-01-05T00:38:46.3Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630596,7.178055190538765,49.50980392156863,1610612739,30,27,2022-01-05T00:39:03Z,1490000,2.0,15.0,1,left,MISS E. Mobley Hook - blocked,"[1630596, 1629634]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,1.52,Missed,,,,,Clarke,1629634.0,,,,,,,,,,,,,
153,PT11M33.00S,2022-01-05T00:38:46.3Z,2,REGULAR,block,,[],1629634,,,1610612739,30,27,2022-01-05T00:47:52Z,1500000,,,0,,B. Clarke BLOCK (1 BLK),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT11M31.00S,2022-01-05T00:38:48.3Z,2,REGULAR,rebound,offensive,[],1629636,,,1610612739,30,27,2022-01-05T00:41:15Z,1510000,,,0,,D. Garland REBOUND (Off:1 Def:1),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,152.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
155,PT11M29.00S,2022-01-05T00:38:56.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630596,5.601182654402102,49.50980392156863,1610612739,32,27,2022-01-05T00:41:39Z,1520000,2.0,0.0,1,left,E. Mobley DUNK (6 PTS) (D. Garland 5 AST),"[1630596, 1629636]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,0.25,Made,,,,,,,6.0,D. Garland,1629636.0,5.0,,,,,,,,,
157,PT11M20.00S,2022-01-05T00:39:04.1Z,2,REGULAR,foul,personal,['2freethrow'],1629685,,,1610612763,32,27,2022-01-05T00:39:17Z,1540000,,,0,,D. Windler shooting personal FOUL (1 PF) (Culver 2 FT),"[1629685, 1629633]",1610612739.0,CLE,shooting,,,Windler,D. Windler,,,,,,,,,,,,,,,,,1626300.0,,1.0,0.0,Culver,1629633.0,,,
160,PT11M20.00S,2022-01-05T00:39:32.6Z,2,REGULAR,freethrow,1 of 2,[],1629633,,,1610612763,32,27,2022-01-05T00:39:32Z,1560000,,,0,,MISS J. Culver Free Throw 1 of 2,[1629633],1610612763.0,MEM,,,,Culver,J. Culver,,,,,,Missed,,,,,,,,,,,,,,,,,,,
161,PT11M20.00S,2022-01-05T00:39:32.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,32,27,2022-01-05T00:39:32Z,1570000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,160.0,,,,,,,,,,,,,,,,,,
162,PT11M20.00S,2022-01-05T00:39:48.5Z,2,REGULAR,freethrow,2 of 2,[],1629633,,,1610612763,32,28,2022-01-05T00:39:48Z,1580000,,,0,,J. Culver Free Throw 2 of 2 (1 PTS),[1629633],1610612763.0,MEM,,,,Culver,J. Culver,,,,,,Made,,,,,,,1.0,,,,,,,,,,,,
163,PT11M08.00S,2022-01-05T00:40:02.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628374,5.863994743758213,49.50980392156863,1610612739,34,28,2022-01-05T00:42:59Z,1590000,2.0,3.0,1,left,L. Markkanen driving DUNK (2 PTS) (D. Windler 1 AST),"[1628374, 1629685]",1610612739.0,CLE,driving,,,Markkanen,L. Markkanen,,,,,0.36,Made,,,,,,,2.0,D. Windler,1629685.0,1.0,,,,,,,,,
165,PT10M49.00S,2022-01-05T00:40:20.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629633,92.9862023653088,50.73529411764706,1610612763,34,28,2022-01-05T00:48:15Z,1610000,4.0,13.0,1,right,MISS J. Culver driving Layup,[1629633],1610612763.0,MEM,driving,,,Culver,J. Culver,,,,,1.39,Missed,,,,,,,,,,,,,,,,,,,
166,PT10M49.00S,2022-01-05T00:40:20.8Z,2,REGULAR,rebound,offensive,[],1629633,,,1610612763,34,28,2022-01-05T00:40:32Z,1620000,,,0,,J. Culver REBOUND (Off:1 Def:0),[1629633],1610612763.0,MEM,,,,Culver,J. Culver,,,,,,,165.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
167,PT10M42.00S,2022-01-05T00:40:28.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630533,69.33311432325887,23.284313725490197,1610612763,34,28,2022-01-05T00:48:31Z,1630000,-134.0,236.0,1,right,MISS Z. Williams 27' pullup 3PT,[1630533],1610612763.0,MEM,pullup,,,Williams,Z. Williams,,,,,27.1,Missed,,,,,,,,,,,,,,,,,,,
168,PT10M42.00S,2022-01-05T00:40:28.4Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,34,28,2022-01-05T00:40:35Z,1640000,,,0,,K. Love REBOUND (Off:1 Def:4),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,167.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
169,PT10M29.00S,2022-01-05T00:40:41.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,8.492115637319317,50.98039215686274,1610612739,34,28,2022-01-05T00:49:45Z,1650000,-5.0,27.0,1,left,MISS D. Garland driving finger roll Layup,[1629636],1610612739.0,CLE,driving finger roll,,,Garland,D. Garland,,,,,2.77,Missed,,,,,,,,,,,,,,,,,,,
170,PT10M24.00S,2022-01-05T00:40:45.5Z,2,REGULAR,rebound,offensive,[],201567,,,1610612739,34,28,2022-01-05T00:40:45Z,1660000,,,0,,K. Love REBOUND (Off:2 Def:4),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,169.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
171,PT10M24.00S,2022-01-05T00:40:45.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201567,5.590000152587891,50.0,1610612739,34,28,2022-01-05T00:40:45Z,1670000,0.0,0.0,1,left,MISS K. Love tip Layup,[201567],1610612739.0,CLE,tip,,,Love,K. Love,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
172,PT10M24.00S,2022-01-05T00:40:46.2Z,2,REGULAR,rebound,defensive,[],1629634,,,1610612763,34,28,2022-01-05T00:40:46Z,1680000,,,0,,B. Clarke REBOUND (Off:0 Def:1),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,171.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
173,PT10M21.00S,2022-01-05T00:40:48.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626145,75.50919842312747,86.51960784313727,1610612763,34,28,2022-01-05T00:50:12Z,1690000,183.0,178.0,1,right,MISS T. Jones 25' pullup 3PT,[1626145],1610612763.0,MEM,pullup,,,Jones,T. Jones,,,,,25.48,Missed,,,,,,,,,,,,,,,,,,,
174,PT10M18.00S,2022-01-05T00:40:51.7Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,34,28,2022-01-05T00:40:55Z,1700000,,,0,,E. Mobley REBOUND (Off:0 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,173.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
175,PT10M00.00S,2022-01-05T00:41:12.9Z,2,REGULAR,2pt,Jump Shot,[],201567,5.338370565045992,69.6078431372549,1610612739,34,28,2022-01-05T00:51:03Z,1710000,-98.0,-2.0,1,left,MISS K. Love 9' turnaround fadeaway Shot,[201567],1610612739.0,CLE,turnaround fadeaway,,,Love,K. Love,,,,,9.8,Missed,,,,,,,,,,,,,,,,,,,
176,PT10M00.00S,2022-01-05T00:41:12.9Z,2,REGULAR,rebound,offensive,[],1629685,,,1610612739,34,28,2022-01-05T00:41:20Z,1720000,,,0,,D. Windler REBOUND (Off:1 Def:0),[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,175.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
