actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
87,PT05M34.00S,2022-02-10T00:22:52.3Z,1,REGULAR,2pt,Jump Shot,[],1627749,16.113666228646515,19.11764705882353,1610612759,17,18,2022-02-10T00:22:57Z,870000,154.0,99.0,1,left,D. Murray 18' pullup Jump Shot (4 PTS),[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,18.34,Made,,,,,4.0,,,,,,,,,,,,,,
88,PT05M30.00S,2022-02-10T00:23:01.4Z,1,REGULAR,turnover,out-of-bounds,[],1629636,,,1610612739,17,18,2022-02-10T00:23:09Z,880000,,,0,,D. Garland lost ball out-of-bounds TURNOVER (3 TO),[1629636],1610612739.0,CLE,lost ball,,,Garland,D. Garland,,,,,,,,,,,,,,,1626302.0,3.0,,,,,,,,,
89,PT05M30.00S,2022-02-10T00:23:05.4Z,1,REGULAR,substitution,out,[],1628401,,,1610612759,17,18,2022-02-10T00:23:11Z,890000,,,0,,SUB out: D. White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M30.00S,2022-02-10T00:23:05.4Z,1,REGULAR,substitution,in,[],1629022,,,1610612759,17,18,2022-02-10T00:23:11Z,900000,,,0,,SUB in: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M12.00S,2022-02-10T00:23:34.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629640,17.559132720105126,94.85294117647058,1610612759,17,18,2022-02-10T00:23:39Z,910000,-224.0,113.0,1,left,MISS K. Johnson 25' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,25.1,Missed,,,,,,,,,,,,,,,,,,,
92,PT05M12.00S,2022-02-10T00:23:34.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612739,17,18,2022-02-10T00:23:39Z,920000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,91.0,,,,,,,,,,,,,,,,,,
93,PT04M54.00S,2022-02-10T00:23:58.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,94.43166885676742,51.71568627450981,1610612739,19,18,2022-02-10T00:24:03Z,930000,9.0,0.0,1,right,J. Allen alley-oop DUNK (2 PTS) (D. Garland 2 AST),"[1628386, 1629636]",1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,0.86,Made,,,,,2.0,D. Garland,1629636.0,2.0,,,,,,,,,,,
95,PT04M35.00S,2022-02-10T00:24:16.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627749,13.485545335085414,45.83333333333333,1610612759,19,20,2022-02-10T00:24:21Z,950000,21.0,74.0,1,left,D. Murray 7' turnaround Hook (6 PTS),[1627749],1610612759.0,SAS,turnaround,,,Murray,D. Murray,,,,,7.72,Made,,,,,6.0,,,,,,,,,,,,,,
96,PT04M28.00S,2022-02-10T00:24:24.3Z,1,REGULAR,3pt,Jump Shot,[],201567,64.20827858081472,23.774509803921568,1610612739,19,20,2022-02-10T00:24:28Z,960000,-131.0,284.0,1,right,MISS K. Love 31' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,31.27,Missed,,,,,,,,,,,,,,,,,,,
97,PT04M25.00S,2022-02-10T00:24:27.3Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,19,20,2022-02-10T00:24:28Z,970000,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,96.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
98,PT04M22.00S,2022-02-10T00:24:34.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,5.338370565045992,51.470588235294116,1610612759,19,22,2022-02-10T00:24:43Z,980000,-7.0,-2.0,1,left,K. Johnson driving Layup (8 PTS),[1629640],1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,0.77,Made,,,,,8.0,,,,,,,,,,,,,,
99,PT04M22.00S,2022-02-10T00:24:41.3Z,1,REGULAR,foul,personal,['1freethrow'],201567,,,1610612759,19,22,2022-02-10T00:25:08Z,990000,,,0,,K. Love shooting personal FOUL (1 PF) (Johnson 1 FT),"[201567, 1629640]",1610612739.0,CLE,shooting,,,Love,K. Love,,,,,,,,,,,,,,,1626302.0,,1.0,0.0,Johnson,1629640.0,,,,,
101,PT04M22.00S,2022-02-10T00:24:50.4Z,1,REGULAR,substitution,out,[],1629636,,,1610612759,19,22,2022-02-10T00:25:06Z,1010000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M22.00S,2022-02-10T00:24:50.4Z,1,REGULAR,substitution,out,[],1628386,,,1610612759,19,22,2022-02-10T00:25:06Z,1020000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M22.00S,2022-02-10T00:24:50.4Z,1,REGULAR,substitution,out,[],1630171,,,1610612759,19,22,2022-02-10T00:25:06Z,1030000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M22.00S,2022-02-10T00:24:50.4Z,1,REGULAR,substitution,in,[],200765,,,1610612759,19,22,2022-02-10T00:25:06Z,1040000,,,0,,SUB in: R. Rondo,[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M22.00S,2022-02-10T00:24:50.4Z,1,REGULAR,substitution,in,[],1626224,,,1610612759,19,22,2022-02-10T00:25:06Z,1050000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M22.00S,2022-02-10T00:24:50.4Z,1,REGULAR,substitution,in,[],1630596,,,1610612759,19,22,2022-02-10T00:25:06Z,1060000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M22.00S,2022-02-10T00:25:13.8Z,1,REGULAR,freethrow,1 of 1,[],1629640,,,1610612759,19,23,2022-02-10T00:25:13Z,1070000,,,0,,K. Johnson Free Throw 1 of 1 (9 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,Made,,,,,9.0,,,,,,,,,,,,,,
108,PT04M02.00S,2022-02-10T00:25:35.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,88.78120893561103,41.17647058823529,1610612739,21,23,2022-02-10T00:25:40Z,1080000,-44.0,53.0,1,right,E. Mobley 6' turnaround Hook (7 PTS),[1630596],1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,6.89,Made,,,,,7.0,,,,,,,,,,,,,,
109,PT03M52.00S,2022-02-10T00:25:57.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,21,23,2022-02-10T00:25:57Z,1090000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M52.00S,2022-02-10T00:25:58.3Z,1,REGULAR,substitution,out,[],1629640,,,1610612759,21,23,2022-02-10T00:26:01Z,1100000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M52.00S,2022-02-10T00:25:58.3Z,1,REGULAR,substitution,in,[],1630563,,,1610612759,21,23,2022-02-10T00:26:01Z,1110000,,,0,,SUB in: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M42.00S,2022-02-10T00:26:20.9Z,1,REGULAR,3pt,Jump Shot,[],1630563,10.463206307490145,3.9215686274509802,1610612759,21,23,2022-02-10T00:26:27Z,1120000,230.0,46.0,1,left,MISS J. Primo 3PT,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,23.49,Missed,,,,,,,,,,,,,,,,,,,
113,PT03M42.00S,2022-02-10T00:26:20.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612739,21,23,2022-02-10T00:26:27Z,1130000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,112.0,,,,,,,,,,,,,,,,,,
114,PT03M26.00S,2022-02-10T00:26:44.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,88.25558475689881,64.95098039215686,1610612739,21,23,2022-02-10T00:26:49Z,1140000,75.0,58.0,1,right,MISS C. LeVert 9' pullup Shot,[1627747],1610612739.0,CLE,pullup,,,LeVert,C. LeVert,,,,,9.46,Missed,,,,,,,,,,,,,,,,,,,
115,PT03M24.00S,2022-02-10T00:26:46.3Z,1,REGULAR,rebound,defensive,[],1628380,,,1610612759,21,23,2022-02-10T00:26:49Z,1150000,,,0,,Z. Collins REBOUND (Off:1 Def:1),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,114.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
116,PT03M15.00S,2022-02-10T00:26:55.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627749,5.601182654402102,50.49019607843137,1610612759,21,25,2022-02-10T00:27:00Z,1160000,-2.0,0.0,1,left,D. Murray cutting DUNK (8 PTS) (Z. Collins 1 AST),"[1627749, 1628380]",1610612759.0,SAS,cutting,,,Murray,D. Murray,,,,,0.25,Made,,,,,8.0,Z. Collins,1628380.0,1.0,,,,,,,,,,,
118,PT02M50.00S,2022-02-10T00:27:20.5Z,1,REGULAR,3pt,Jump Shot,[],1630596,70.90998685939553,75.49019607843137,1610612739,21,25,2022-02-10T00:27:24Z,1180000,127.0,221.0,1,right,MISS E. Mobley 25' 3PT,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,25.51,Missed,,,,,,,,,,,,,,,,,,,
119,PT02M48.00S,2022-02-10T00:27:22.5Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,21,25,2022-02-10T00:27:24Z,1190000,,,0,,D. Murray REBOUND (Off:1 Def:2),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,118.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
120,PT02M41.00S,2022-02-10T00:27:31.5Z,1,REGULAR,foul,personal,['2freethrow'],1627747,,,1610612759,21,25,2022-02-10T00:30:24Z,1200000,,,0,,C. LeVert shooting personal FOUL (1 PF) (Collins 2 FT),"[1627747, 1628380]",1610612739.0,CLE,shooting,,,LeVert,C. LeVert,,,,,,,,,,,,,,,1626302.0,,1.0,0.0,Collins,1628380.0,,,,,
122,PT02M41.00S,2022-02-10T00:27:49.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,21,25,2022-02-10T00:27:49Z,1220000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M41.00S,2022-02-10T00:27:54.9Z,1,REGULAR,substitution,out,[],1627749,,,1610612759,21,25,2022-02-10T00:30:22Z,1230000,,,0,,SUB out: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M41.00S,2022-02-10T00:27:54.9Z,1,REGULAR,substitution,in,[],1628401,,,1610612759,21,25,2022-02-10T00:30:22Z,1240000,,,0,,SUB in: D. White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M41.00S,2022-02-10T00:30:33.8Z,1,REGULAR,freethrow,1 of 2,[],1628380,,,1610612759,21,26,2022-02-10T00:30:50Z,1250000,,,0,,Z. Collins Free Throw 1 of 2 (1 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
126,PT02M41.00S,2022-02-10T00:30:33.8Z,1,REGULAR,freethrow,2 of 2,[],1628380,,,1610612759,21,26,2022-02-10T00:30:50Z,1260000,,,0,,MISS Z. Collins Free Throw 2 of 2,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,Missed,,,,,,,,,,,,,,,,,,,
127,PT02M39.00S,2022-02-10T00:30:35.8Z,1,REGULAR,rebound,offensive,[],1628380,,,1610612759,21,26,2022-02-10T00:30:50Z,1270000,,,0,,Z. Collins REBOUND (Off:2 Def:1),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,126.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
128,PT02M31.00S,2022-02-10T00:30:56.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628380,6.1268068331143235,49.50980392156863,1610612759,21,28,2022-02-10T00:31:13Z,1280000,2.0,5.0,1,left,Z. Collins Layup (3 PTS) (J. Primo 1 AST),"[1628380, 1630563]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,0.57,Made,,,,,3.0,J. Primo,1630563.0,1.0,,,,,,,,,,,
130,PT02M08.00S,2022-02-10T00:31:20.6Z,1,REGULAR,3pt,Jump Shot,[],1626224,87.59855453350855,3.431372549019608,1610612739,24,28,2022-02-10T00:31:27Z,1300000,-233.0,64.0,1,right,C. Osman 24' 3PT step back (3 PTS),[1626224],1610612739.0,CLE,step back,,,Osman,C. Osman,,,,,24.15,Made,,,,,3.0,,,,,,,,,,,,,,
131,PT01M53.00S,2022-02-10T00:31:35.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630563,5.732588699080158,49.50980392156863,1610612759,24,30,2022-02-10T00:31:42Z,1310000,2.0,1.0,1,left,J. Primo driving Layup (2 PTS),[1630563],1610612759.0,SAS,driving,,,Primo,J. Primo,,,,,0.29,Made,,,,,2.0,,,,,,,,,,,,,,
133,PT01M44.00S,2022-02-10T00:31:46.7Z,1,REGULAR,foul,personal,['2freethrow'],1628380,,,1610612739,24,30,2022-02-10T00:31:56Z,1330000,,,0,,Z. Collins shooting personal FOUL (1 PF) (Mobley 2 FT),"[1628380, 1630596]",1610612759.0,SAS,shooting,,,Collins,Z. Collins,,,,,,,,,,,,,,,1626302.0,,1.0,0.0,Mobley,1630596.0,,,,,
135,PT01M44.00S,2022-02-10T00:32:10.5Z,1,REGULAR,freethrow,1 of 2,[],1630596,,,1610612739,25,30,2022-02-10T00:32:35Z,1350000,,,0,,E. Mobley Free Throw 1 of 2 (8 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,Made,,,,,8.0,,,,,,,,,,,,,,
136,PT01M44.00S,2022-02-10T00:32:10.5Z,1,REGULAR,freethrow,2 of 2,[],1630596,,,1610612739,25,30,2022-02-10T00:32:35Z,1360000,,,0,,MISS E. Mobley Free Throw 2 of 2,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,Missed,,,,,,,,,,,,,,,,,,,
137,PT01M42.00S,2022-02-10T00:32:12.5Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612759,25,30,2022-02-10T00:32:35Z,1370000,,,0,,D. White REBOUND (Off:1 Def:1),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,136.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
138,PT01M30.00S,2022-02-10T00:32:45.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,15.193823915900131,63.970588235294116,1610612759,25,30,2022-02-10T00:32:51Z,1380000,-70.0,90.0,1,left,MISS D. Vassell 11' turnaround fadeaway Shot,[1630170],1610612759.0,SAS,turnaround fadeaway,,,Vassell,D. Vassell,,,,,11.42,Missed,,,,,,,,,,,,,,,,,,,
139,PT01M28.00S,2022-02-10T00:32:47.5Z,1,REGULAR,rebound,defensive,[],1626224,,,1610612739,25,30,2022-02-10T00:32:51Z,1390000,,,0,,C. Osman REBOUND (Off:0 Def:1),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,138.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
140,PT01M20.00S,2022-02-10T00:32:55.9Z,1,REGULAR,3pt,Jump Shot,[],1630596,73.27529566360053,81.37254901960785,1610612739,25,30,2022-02-10T00:32:59Z,1400000,157.0,199.0,1,right,MISS E. Mobley 25' 3PT,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,25.32,Missed,,,,,,,,,,,,,,,,,,,
141,PT01M18.00S,2022-02-10T00:32:57.9Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,25,30,2022-02-10T00:32:59Z,1410000,,,0,,D. Vassell REBOUND (Off:0 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,140.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
142,PT01M02.00S,2022-02-10T00:33:13.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628380,7.30946123521682,58.08823529411765,1610612759,25,30,2022-02-10T00:33:17Z,1420000,-40.0,16.0,1,left,MISS Z. Collins turnaround Hook,[1628380],1610612759.0,SAS,turnaround,,,Collins,Z. Collins,,,,,4.35,Missed,,,,,,,,,,,,,,,,,,,
143,PT01M00.00S,2022-02-10T00:33:15.7Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,25,30,2022-02-10T00:33:17Z,1430000,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,142.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
144,PT00M44.90S,2022-02-10T00:33:32.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201567,91.01511169513797,47.05882352941176,1610612739,25,30,2022-02-10T00:33:42Z,1440000,-15.0,32.0,1,right,MISS K. Love Layup,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,3.52,Missed,,,,,,,,,,,,,,,,,,,
145,PT00M42.40S,2022-02-10T00:33:34.5Z,1,REGULAR,rebound,offensive,[],201567,,,1610612739,25,30,2022-02-10T00:33:42Z,1450000,,,0,,K. Love REBOUND (Off:1 Def:1),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,144.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
146,PT00M41.30S,2022-02-10T00:33:35.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],201567,93.24901445466492,28.431372549019606,1610612739,25,30,2022-02-10T00:38:00Z,1460000,-108.0,11.0,1,right,MISS K. Love 10' fadeaway Shot,[201567],1610612739.0,CLE,fadeaway,,,Love,K. Love,,,,,10.84,Missed,,,,,,,,,,,,,,,,,,,
147,PT00M39.50S,2022-02-10T00:33:37.3Z,1,REGULAR,rebound,defensive,[],1628380,,,1610612759,25,30,2022-02-10T00:40:19Z,1470000,,,0,,Z. Collins REBOUND (Off:2 Def:2),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,146.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
148,PT00M35.60S,2022-02-10T00:33:41.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630170,4.155716162943495,97.05882352941177,1610612759,25,30,2022-02-10T00:33:56Z,1480000,-235.0,-13.0,1,left,MISS D. Vassell 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,23.57,Missed,,,,,,,,,,,,,,,,,,,
149,PT00M33.10S,2022-02-10T00:33:43.9Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,25,30,2022-02-10T00:33:43Z,1490000,,,0,,E. Mobley REBOUND (Off:1 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,148.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
150,PT00M30.20S,2022-02-10T00:33:50.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630170,,,1610612739,25,30,2022-02-10T00:33:57Z,1500000,,,0,,D. Vassell personal FOUL (2 PF) (Rondo 2 FT),"[1630170, 200765]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,1626302.0,,2.0,0.0,Rondo,200765.0,,,,,
152,PT00M30.20S,2022-02-10T00:34:20.9Z,1,REGULAR,freethrow,1 of 2,[],200765,,,1610612739,26,30,2022-02-10T00:34:20Z,1520000,,,0,,R. Rondo Free Throw 1 of 2 (1 PTS),[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
154,PT00M30.20S,2022-02-10T00:34:23.4Z,1,REGULAR,substitution,out,[],1628380,,,1610612739,26,30,2022-02-10T00:34:29Z,1530000,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M30.20S,2022-02-10T00:34:23.4Z,1,REGULAR,substitution,in,[],1627751,,,1610612739,26,30,2022-02-10T00:34:29Z,1540000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M30.20S,2022-02-10T00:34:41.9Z,1,REGULAR,freethrow,2 of 2,[],200765,,,1610612739,27,30,2022-02-10T00:34:41Z,1550000,,,0,,R. Rondo Free Throw 2 of 2 (2 PTS),[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
157,PT00M08.40S,2022-02-10T00:35:05.5Z,1,REGULAR,turnover,bad pass,[],1627751,,,1610612759,27,30,2022-02-10T00:35:16Z,1560000,,,0,,J. Poeltl bad pass TURNOVER (1 TO),"[1627751, 200765]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,1.0,,,,,,,Rondo,200765.0,
158,PT00M08.40S,2022-02-10T00:35:05.5Z,1,REGULAR,steal,,[],200765,,,1610612739,27,30,2022-02-10T00:35:09Z,1570000,,,0,,R. Rondo STEAL (1 STL),[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M05.60S,2022-02-10T00:35:18.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628401,,,1610612739,27,30,2022-02-10T00:36:40Z,1580000,,,0,,D. White shooting personal FOUL (1 PF) (LeVert 2 FT),"[1628401, 1627747]",1610612759.0,SAS,shooting,,,White,D. White,,,,,,,,,,,,,,,2530.0,,1.0,0.0,LeVert,1627747.0,,,,,
161,PT00M05.60S,2022-02-10T00:35:36.9Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1627747,,,1610612739,28,30,2022-02-10T00:35:36Z,1600000,,,0,,C. LeVert Free Throw 1 of 2 (1 PTS),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
166,PT00M05.60S,2022-02-10T00:35:36.9Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1627747,,,1610612739,29,30,2022-02-10T00:36:34Z,1605000,,,0,,C. LeVert Free Throw 2 of 2 (2 PTS),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
162,PT00M05.60S,2022-02-10T00:35:39.0Z,1,REGULAR,substitution,out,[],201567,,,1610612759,29,30,2022-02-10T00:35:48Z,1610000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M05.60S,2022-02-10T00:35:39.0Z,1,REGULAR,substitution,in,[],1630171,,,1610612759,29,30,2022-02-10T00:35:48Z,1620000,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M00.00S,2022-02-10T00:36:05.8Z,1,REGULAR,3pt,Jump Shot,[],1630170,24.78646517739816,13.480392156862745,1610612759,29,30,2022-02-10T00:36:10Z,1630000,183.0,180.0,1,left,MISS D. Vassell 25' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,25.68,Missed,,,,,,,,,,,,,,,,,,,
165,PT00M00.00S,2022-02-10T00:36:09.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,29,30,2022-02-10T00:36:09Z,1640000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,164.0,,,,,,,,,,,,,,,,,,
167,PT00M00.00S,2022-02-10T00:36:42.6Z,1,REGULAR,period,end,[],0,,,1610612759,29,30,2022-02-10T00:36:42Z,1650000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2022-02-10T00:37:52.3Z,2,REGULAR,substitution,out,['startperiod'],1630171,,,1610612759,29,30,2022-02-10T00:38:37Z,1660000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2022-02-10T00:37:52.3Z,2,REGULAR,substitution,out,['startperiod'],1630170,,,1610612759,29,30,2022-02-10T00:38:37Z,1670000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2022-02-10T00:37:52.3Z,2,REGULAR,substitution,in,['startperiod'],201567,,,1610612759,29,30,2022-02-10T00:38:37Z,1680000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2022-02-10T00:37:52.3Z,2,REGULAR,substitution,in,['startperiod'],203926,,,1610612759,29,30,2022-02-10T00:38:37Z,1690000,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-02-10T00:38:45.4Z,2,REGULAR,period,start,[],0,,,1610612759,29,30,2022-02-10T00:38:45Z,1700000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT11M46.00S,2022-02-10T00:39:03.9Z,2,REGULAR,violation,kicked ball,[],1630596,,,1610612759,29,30,2022-02-10T00:39:15Z,1710000,,,0,,E. Mobley kicked ball VIOLATION,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,1627541.0,,,,,,,,,,
174,PT11M37.00S,2022-02-10T00:39:23.5Z,2,REGULAR,3pt,Jump Shot,[],203926,6.1268068331143235,97.05882352941177,1610612759,29,30,2022-02-10T00:39:27Z,1720000,-235.0,5.0,1,left,MISS D. McDermott 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,23.54,Missed,,,,,,,,,,,,,,,,,,,
