actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
92,PT03M55.00S,2021-11-16T00:26:00.0Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,20,9,2021-11-16T00:26:01Z,880000,,,0,,D. Wade REBOUND (Off:0 Def:4),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,91.0,4.0,4.0,0.0,,,,,,,,,,,,,
93,PT03M43.00S,2021-11-16T00:26:12.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626224,14.799605781865965,35.78431372549019,1610612739,20,9,2021-11-16T00:26:23Z,890000,71.0,87.0,1,left,MISS C. Osman 11' turnaround Shot,[1626224],1610612739.0,CLE,turnaround,,,Osman,C. Osman,,,,,,,11.2,Missed,,,,,,,,,,,,,,,,,
94,PT03M41.00S,2021-11-16T00:26:14.7Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,20,9,2021-11-16T00:26:14Z,900000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,93.0,1.0,1.0,0.0,,,,,,,,,,,,,
95,PT03M28.00S,2021-11-16T00:26:27.5Z,1,REGULAR,3pt,Jump Shot,[],1629684,93.38042049934296,3.6764705882352944,1610612738,20,12,2021-11-16T00:26:34Z,910000,-232.0,10.0,1,right,G. Williams 3PT  (3 PTS) (R. Langford 1 AST),"[1629684, 1629641]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,23.18,Made,,,,,3.0,R. Langford,1629641.0,1.0,,,,,,,,,
97,PT03M03.00S,2021-11-16T00:26:52.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629731,12.697109067017081,50.0,1610612739,20,12,2021-11-16T00:26:58Z,930000,0.0,67.0,1,left,MISS D. Wade 6' driving floating bank Shot,[1629731],1610612739.0,CLE,driving floating bank,,,Wade,D. Wade,,,,,,,6.69,Missed,,,,,,,,,,,,,,,,,
98,PT03M01.00S,2021-11-16T00:26:54.8Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,20,12,2021-11-16T00:27:18Z,940000,,,0,,R. Williams III REBOUND (Off:1 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,97.0,5.0,4.0,1.0,,,,,,,,,,,,,
99,PT02M56.00S,2021-11-16T00:26:59.4Z,1,REGULAR,3pt,Jump Shot,[],1629684,72.22404730617609,14.215686274509803,1610612738,20,12,2021-11-16T00:27:09Z,950000,-179.0,209.0,1,right,MISS G. Williams 27' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,27.48,Missed,,,,,,,,,,,,,,,,,
100,PT02M51.00S,2021-11-16T00:27:04.4Z,1,REGULAR,rebound,defensive,[],1626224,,,1610612739,20,12,2021-11-16T00:27:09Z,960000,,,0,,C. Osman REBOUND (Off:0 Def:1),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,99.0,1.0,1.0,0.0,,,,,,,,,,,,,
101,PT02M36.00S,2021-11-16T00:27:19.5Z,1,REGULAR,3pt,Jump Shot,[],1630171,9.543363994743759,3.9215686274509802,1610612739,20,12,2021-11-16T00:27:23Z,970000,230.0,37.0,1,left,MISS I. Okoro 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,23.34,Missed,,,,,,,,,,,,,,,,,
102,PT02M33.00S,2021-11-16T00:27:22.1Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,20,12,2021-11-16T00:27:22Z,980000,,,0,,R. Williams III REBOUND (Off:1 Def:5),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,101.0,6.0,5.0,1.0,,,,,,,,,,,,,
103,PT02M27.00S,2021-11-16T00:27:28.3Z,1,REGULAR,2pt,Jump Shot,[],203471,81.15965834428384,31.372549019607842,1610612738,20,12,2021-11-16T00:27:38Z,990000,-93.0,125.0,1,right,MISS D. Schroder 15' floating Shot,[203471],1610612738.0,BOS,floating,,,Schroder,D. Schroder,,,,,,,15.55,Missed,,,,,,,,,,,,,,,,,
104,PT02M23.00S,2021-11-16T00:27:32.3Z,1,REGULAR,rebound,defensive,[],1629605,,,1610612739,20,12,2021-11-16T00:27:38Z,1000000,,,0,,T. Fall REBOUND (Off:0 Def:1),[1629605],1610612739.0,CLE,,,,Fall,T. Fall,,,,,,,,,103.0,1.0,1.0,0.0,,,,,,,,,,,,,
105,PT02M19.00S,2021-11-16T00:27:40.2Z,1,REGULAR,foul,personal,[],203471,,,1610612739,20,12,2021-11-16T00:27:49Z,1010000,,,0,,D. Schroder personal FOUL (1 PF),"[203471, 201937]",1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,201245.0,,,,,,,,,,,,,,1.0,0.0,Rubio,201937.0,,,
107,PT02M19.00S,2021-11-16T00:27:47.3Z,1,REGULAR,substitution,out,[],201937,,,1610612739,20,12,2021-11-16T00:28:04Z,1030000,,,0,,SUB out: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M19.00S,2021-11-16T00:27:47.3Z,1,REGULAR,substitution,out,[],1629731,,,1610612739,20,12,2021-11-16T00:28:04Z,1040000,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M19.00S,2021-11-16T00:27:47.3Z,1,REGULAR,substitution,out,[],1630171,,,1610612739,20,12,2021-11-16T00:28:04Z,1050000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M19.00S,2021-11-16T00:27:47.3Z,1,REGULAR,substitution,out,[],1629605,,,1610612739,20,12,2021-11-16T00:28:04Z,1060000,,,0,,SUB out: T. Fall,[1629605],1610612739.0,CLE,,,,Fall,T. Fall,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M19.00S,2021-11-16T00:27:47.3Z,1,REGULAR,substitution,out,[],1629684,,,1610612739,20,12,2021-11-16T00:28:04Z,1070000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M19.00S,2021-11-16T00:27:47.3Z,1,REGULAR,substitution,out,[],1629057,,,1610612739,20,12,2021-11-16T00:28:04Z,1080000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M19.00S,2021-11-16T00:27:47.3Z,1,REGULAR,substitution,out,[],203471,,,1610612739,20,12,2021-11-16T00:28:04Z,1090000,,,0,,SUB out: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M19.00S,2021-11-16T00:27:47.3Z,1,REGULAR,substitution,in,[],1629685,,,1610612739,20,12,2021-11-16T00:28:04Z,1100000,,,0,,SUB in: D. Windler,[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M19.00S,2021-11-16T00:27:47.3Z,1,REGULAR,substitution,in,[],1630596,,,1610612739,20,12,2021-11-16T00:28:04Z,1110000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M19.00S,2021-11-16T00:27:47.3Z,1,REGULAR,substitution,in,[],1629636,,,1610612739,20,12,2021-11-16T00:28:04Z,1120000,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M19.00S,2021-11-16T00:27:47.3Z,1,REGULAR,substitution,in,[],1627756,,,1610612739,20,12,2021-11-16T00:28:04Z,1130000,,,0,,SUB in: D. Valentine,[1627756],1610612739.0,CLE,,,,Valentine,D. Valentine,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M19.00S,2021-11-16T00:27:47.3Z,1,REGULAR,substitution,in,[],1628369,,,1610612739,20,12,2021-11-16T00:28:04Z,1140000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M19.00S,2021-11-16T00:27:47.3Z,1,REGULAR,substitution,in,[],201143,,,1610612739,20,12,2021-11-16T00:28:04Z,1150000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M19.00S,2021-11-16T00:27:47.3Z,1,REGULAR,substitution,in,[],203935,,,1610612739,20,12,2021-11-16T00:28:04Z,1160000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M08.00S,2021-11-16T00:28:22.6Z,1,REGULAR,foul,personal,[],1626196,,,1610612739,20,12,2021-11-16T00:28:33Z,1170000,,,0,,J. Richardson personal FOUL (1 PF),"[1626196, 1627756]",1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,1627963.0,,,,,,,,,,,,,,1.0,0.0,Valentine,1627756.0,,,
123,PT02M08.00S,2021-11-16T00:28:34.6Z,1,REGULAR,foul,technical,['1freethrow'],1626196,,,1610612739,20,12,2021-11-16T00:28:43Z,1190000,,,0,,J. Richardson technical FOUL (1 Tech),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,1627963.0,,,,,,,,,,,,,,1.0,1.0,,,,,
124,PT02M08.00S,2021-11-16T00:28:47.7Z,1,REGULAR,freethrow,1 of 1,[],1629636,,,1610612739,20,12,2021-11-16T00:28:47Z,1200000,,,0,,MISS D. Garland technical Free Throw 1 of 1,[1629636],1610612739.0,CLE,technical,,,Garland,D. Garland,,,,,,,,Missed,,,,,,,,,,,,,,,,,
125,PT02M08.00S,2021-11-16T00:28:47.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,20,12,2021-11-16T00:28:47Z,1210000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,124.0,,,,,,,,,,,,,,,,
126,PT01M57.00S,2021-11-16T00:29:15.0Z,1,REGULAR,turnover,lost ball,[],1627756,,,1610612739,20,12,2021-11-16T00:29:23Z,1220000,,,0,,D. Valentine lost ball TURNOVER (1 TO),"[1627756, 1629641]",1610612739.0,CLE,,,,Valentine,D. Valentine,,,,,,1.0,,,,,,,,,,,Langford,1629641.0,,,,,,,
127,PT01M57.00S,2021-11-16T00:29:15.0Z,1,REGULAR,steal,,[],1629641,,,1610612738,20,12,2021-11-16T00:45:10Z,1230000,,,0,,R. Langford STEAL (1 STL),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M51.00S,2021-11-16T00:29:24.1Z,1,REGULAR,turnover,traveling,[],1626196,,,1610612738,20,12,2021-11-16T00:29:31Z,1240000,,,0,,J. Richardson traveling TURNOVER (1 TO),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,201245.0,1.0,,,,,,,,,,,,,,,,,,,
129,PT01M35.00S,2021-11-16T00:29:53.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626224,4.944152431011826,50.98039215686274,1610612739,22,12,2021-11-16T00:29:59Z,1250000,-5.0,-6.0,1,left,C. Osman cutting Layup (7 PTS) (E. Mobley 1 AST),"[1626224, 1630596]",1610612739.0,CLE,cutting,,,Osman,C. Osman,,,,,,,0.77,Made,,,,,7.0,E. Mobley,1630596.0,1.0,,,,,,,,,
131,PT01M16.00S,2021-11-16T00:30:12.3Z,1,REGULAR,2pt,Jump Shot,[],201143,87.20433639947439,76.47058823529412,1610612738,22,14,2021-11-16T00:30:17Z,1270000,132.0,68.0,1,right,A. Horford 14' Jump Shot (4 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,14.88,Made,,,,,4.0,,,,,,,,,,,,
132,PT01M08.00S,2021-11-16T00:30:22.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,14.668199737187912,50.49019607843137,1610612739,22,14,2021-11-16T00:31:43Z,1280000,-2.0,85.0,1,left,MISS D. Garland 8' driving floating Shot - blocked,"[1629636, 1626196]",1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,,,8.54,Missed,,,,,,,,,,,,,,,Richardson,1626196.0,
133,PT01M08.00S,2021-11-16T00:30:22.5Z,1,REGULAR,block,,[],1626196,,,1610612739,22,14,2021-11-16T00:31:43Z,1290000,,,0,,J. Richardson BLOCK (1 BLK),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M05.00S,2021-11-16T00:30:24.6Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,22,14,2021-11-16T00:31:43Z,1300000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,132.0,1.0,1.0,0.0,,,,,,,,,,,,,
135,PT00M56.70S,2021-11-16T00:30:36.2Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1628369,92.59198423127464,51.225490196078425,1610612738,22,16,2021-11-16T00:30:47Z,1310000,6.0,17.0,1,right,J. Tatum running DUNK (4 PTS) (M. Smart 2 AST),"[1628369, 203935]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,,,1.82,Made,,,,,4.0,M. Smart,203935.0,2.0,,,,,,,,,
136,PT00M47.90S,2021-11-16T00:30:45.5Z,1,REGULAR,turnover,lost ball,[],1630596,,,1610612739,22,16,2021-11-16T00:31:00Z,1320000,,,0,,E. Mobley lost ball TURNOVER (1 TO),"[1630596, 1629641]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,1.0,,,,,,,,,,,Langford,1629641.0,,,,,,,
137,PT00M47.90S,2021-11-16T00:30:45.5Z,1,REGULAR,steal,,[],1629641,,,1610612738,22,16,2021-11-16T00:30:48Z,1330000,,,0,,R. Langford STEAL (2 STL),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT00M45.80S,2021-11-16T00:30:50.3Z,1,REGULAR,foul,personal,['2freethrow'],1629685,,,1610612738,22,16,2021-11-16T00:31:18Z,1340000,,,0,,D. Windler shooting personal FOUL (1 PF) (Langford 2 FT),"[1629685, 1629641]",1610612739.0,CLE,shooting,,,Windler,D. Windler,,,,,201245.0,,,,,,,,,,,,,,1.0,0.0,Langford,1629641.0,,,
140,PT00M45.80S,2021-11-16T00:31:20.2Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629641,,,1610612738,22,16,2021-11-16T00:31:20Z,1360000,,,0,,MISS R. Langford Free Throw 1 of 2,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,Missed,,,,,,,,,,,,,,,,,
141,PT00M45.80S,2021-11-16T00:31:20.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,22,16,2021-11-16T00:31:20Z,1370000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,140.0,,,,,,,,,,,,,,,,
142,PT00M45.80S,2021-11-16T00:31:35.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629641,,,1610612738,22,17,2021-11-16T00:31:35Z,1380000,,,0,,R. Langford Free Throw 2 of 2 (1 PTS),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,
143,PT00M32.30S,2021-11-16T00:31:50.8Z,1,REGULAR,3pt,Jump Shot,[],1626224,27.808804204993432,18.872549019607842,1610612739,22,17,2021-11-16T00:31:57Z,1390000,156.0,209.0,1,left,MISS C. Osman 26' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,26.05,Missed,,,,,,,,,,,,,,,,,
145,PT00M32.30S,2021-11-16T00:31:50.8Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,22,17,2021-11-16T00:31:57Z,1400000,,,0,,A. Horford REBOUND (Off:0 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,143.0,3.0,3.0,0.0,,,,,,,,,,,,,
146,PT00M15.40S,2021-11-16T00:32:08.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.38042049934296,48.03921568627451,1610612738,22,19,2021-11-16T00:32:13Z,1410000,-10.0,10.0,1,right,J. Tatum driving Layup (6 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,1.38,Made,,,,,6.0,,,,,,,,,,,,
147,PT00M00.00S,2021-11-16T00:32:27.1Z,1,REGULAR,3pt,Jump Shot,[],1629636,34.37910643889619,79.16666666666666,1610612739,22,19,2021-11-16T00:32:35Z,1420000,-146.0,271.0,1,left,MISS D. Garland 30' 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,30.75,Missed,,,,,,,,,,,,,,,,,
148,PT00M00.00S,2021-11-16T00:32:29.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,22,19,2021-11-16T00:32:29Z,1430000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,147.0,,,,,,,,,,,,,,,,
149,PT00M00.00S,2021-11-16T00:32:31.7Z,1,REGULAR,period,end,[],0,,,1610612739,22,19,2021-11-16T00:32:31Z,1440000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2021-11-16T00:35:25.2Z,2,REGULAR,period,start,[],0,,,1610612739,22,19,2021-11-16T00:35:25Z,1450000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2021-11-16T00:35:27.2Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612739,22,19,2021-11-16T00:35:44Z,1460000,,,0,,TEAM delay-of-game VIOLATION,[],1610612739.0,CLE,,,,,,,,,,1146.0,,,,,,,,,,,,,,,,,,,,
152,PT11M34.00S,2021-11-16T00:35:49.9Z,2,REGULAR,3pt,Jump Shot,[],1626224,28.07161629434954,74.50980392156863,1610612739,22,19,2021-11-16T00:35:54Z,1470000,-123.0,211.0,1,left,MISS C. Osman 24' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,24.43,Missed,,,,,,,,,,,,,,,,,
153,PT11M31.00S,2021-11-16T00:35:52.3Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,22,19,2021-11-16T00:35:52Z,1480000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,152.0,2.0,2.0,0.0,,,,,,,,,,,,,
154,PT11M29.00S,2021-11-16T00:35:55.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,95.13797634691196,47.46859681372549,1610612738,22,19,2021-11-16T00:36:46Z,1490000,-13.0,-7.0,1,right,MISS J. Tatum Layup,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,1.44,Missed,,,,,,,,,,,,,,,,,
155,PT11M25.00S,2021-11-16T00:35:59.7Z,2,REGULAR,rebound,defensive,[],1627756,,,1610612739,22,19,2021-11-16T00:36:14Z,1500000,,,0,,D. Valentine REBOUND (Off:0 Def:1),[1627756],1610612739.0,CLE,,,,Valentine,D. Valentine,,,,,,,,,154.0,1.0,1.0,0.0,,,,,,,,,,,,,
156,PT11M06.00S,2021-11-16T00:36:21.1Z,2,REGULAR,turnover,out-of-bounds,[],1629636,,,1610612739,22,19,2021-11-16T00:36:41Z,1510000,,,0,,D. Garland bad pass out-of-bounds TURNOVER (1 TO),[1629636],1610612739.0,CLE,bad pass,,,Garland,D. Garland,,,,,,1.0,,,,,,,,,,,,,,,,,,,
157,PT10M49.00S,2021-11-16T00:36:46.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",201143,93.64323258869908,50.245098039215684,1610612738,22,21,2021-11-16T00:36:54Z,1520000,1.0,7.0,1,right,A. Horford driving DUNK (6 PTS),[201143],1610612738.0,BOS,driving,,,Horford,A. Horford,,,,,,,0.74,Made,,,,,6.0,,,,,,,,,,,,
158,PT10M31.00S,2021-11-16T00:37:04.7Z,2,REGULAR,3pt,Jump Shot,[],1629636,32.276609724047304,38.48039215686275,1610612739,25,21,2021-11-16T00:37:09Z,1530000,58.0,251.0,1,left,D. Garland 25' 3PT  (9 PTS) (E. Mobley 2 AST),"[1629636, 1630596]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,25.74,Made,,,,,9.0,E. Mobley,1630596.0,2.0,,,,,,,,,
160,PT10M15.00S,2021-11-16T00:37:20.6Z,2,REGULAR,3pt,Jump Shot,[],203935,70.25295663600527,75.24509803921569,1610612738,25,21,2021-11-16T00:37:25Z,1550000,126.0,227.0,1,right,MISS M. Smart 25' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,25.98,Missed,,,,,,,,,,,,,,,,,
161,PT10M13.00S,2021-11-16T00:37:22.6Z,2,REGULAR,rebound,defensive,[],1627756,,,1610612739,25,21,2021-11-16T00:37:25Z,1560000,,,0,,D. Valentine REBOUND (Off:0 Def:2),[1627756],1610612739.0,CLE,,,,Valentine,D. Valentine,,,,,,,,,160.0,2.0,2.0,0.0,,,,,,,,,,,,,
162,PT10M07.00S,2021-11-16T00:37:29.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,7.178055190538765,64.2156862745098,1610612739,25,21,2021-11-16T00:37:34Z,1570000,-71.0,15.0,1,left,MISS E. Mobley 7' driving floating Shot,[1630596],1610612739.0,CLE,driving floating,,,Mobley,E. Mobley,,,,,,,7.27,Missed,,,,,,,,,,,,,,,,,
163,PT10M04.00S,2021-11-16T00:37:32.9Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,25,21,2021-11-16T00:37:34Z,1580000,,,0,,M. Smart REBOUND (Off:0 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,162.0,3.0,3.0,0.0,,,,,,,,,,,,,
164,PT10M01.00S,2021-11-16T00:37:34.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,80.76544021024968,4.166666666666666,1610612738,25,21,2021-11-16T00:37:41Z,1590000,-229.0,128.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,26.27,Missed,,,,,,,,,,,,,,,,,
165,PT09M57.00S,2021-11-16T00:37:38.9Z,2,REGULAR,rebound,defensive,[],1626224,,,1610612739,25,21,2021-11-16T00:37:41Z,1600000,,,0,,C. Osman REBOUND (Off:0 Def:2),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,164.0,2.0,2.0,0.0,,,,,,,,,,,,,
166,PT09M42.00S,2021-11-16T00:37:53.4Z,2,REGULAR,3pt,Jump Shot,[],1627756,5.075558475689881,4.901960784313726,1610612739,28,21,2021-11-16T00:37:59Z,1610000,225.0,-5.0,1,left,D. Valentine 3PT  (3 PTS) (E. Mobley 3 AST),"[1627756, 1630596]",1610612739.0,CLE,,,,Valentine,D. Valentine,,,,,,,22.56,Made,,,,,3.0,E. Mobley,1630596.0,3.0,,,,,,,,,
168,PT09M31.00S,2021-11-16T00:38:05.6Z,2,REGULAR,turnover,lost ball,[],201143,,,1610612738,28,21,2021-11-16T00:38:12Z,1630000,,,0,,A. Horford lost ball TURNOVER (1 TO),"[201143, 1629636]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,1.0,,,,,,,,,,,Garland,1629636.0,,,,,,,
169,PT09M31.00S,2021-11-16T00:38:05.6Z,2,REGULAR,steal,,[],1629636,,,1610612739,28,21,2021-11-16T00:38:08Z,1640000,,,0,,D. Garland STEAL (1 STL),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT09M26.00S,2021-11-16T00:38:10.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629685,7.178055190538765,50.245098039215684,1610612739,30,21,2021-11-16T00:38:21Z,1650000,-1.0,15.0,1,left,D. Windler running DUNK (2 PTS) (E. Mobley 4 AST),"[1629685, 1630596]",1610612739.0,CLE,running,,,Windler,D. Windler,,,,,,,1.5,Made,,,,,2.0,E. Mobley,1630596.0,4.0,,,,,,,,,
172,PT09M11.00S,2021-11-16T00:38:24.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629641,92.85479632063075,49.754901960784316,1610612738,30,21,2021-11-16T00:38:31Z,1670000,-1.0,15.0,1,right,MISS R. Langford driving Layup - blocked,"[1629641, 1630596]",1610612738.0,BOS,driving,,,Langford,R. Langford,,,,,,,1.47,Missed,,,,,,,,,,,,,,,Mobley,1630596.0,
173,PT09M11.00S,2021-11-16T00:38:24.6Z,2,REGULAR,block,,[],1630596,,,1610612738,30,21,2021-11-16T00:38:28Z,1680000,,,0,,E. Mobley BLOCK (1 BLK),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT09M06.00S,2021-11-16T00:38:29.6Z,2,REGULAR,rebound,offensive,[],1629641,,,1610612738,30,21,2021-11-16T00:38:31Z,1690000,,,0,,R. Langford REBOUND (Off:1 Def:0),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,172.0,1.0,0.0,1.0,,,,,,,,,,,,,
175,PT09M02.00S,2021-11-16T00:38:33.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203935,93.77463863337714,50.245098039215684,1610612738,30,23,2021-11-16T00:38:42Z,1700000,1.0,6.0,1,right,M. Smart driving Layup (5 PTS) (J. Richardson 1 AST),"[203935, 1626196]",1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,,,0.61,Made,,,,,5.0,J. Richardson,1626196.0,1.0,,,,,,,,,
176,PT08M45.00S,2021-11-16T00:38:54.6Z,2,REGULAR,foul,personal,['2freethrow'],1626196,,,1610612739,30,23,2021-11-16T00:39:03Z,1710000,,,0,,J. Richardson shooting personal FOUL (2 PF) (Mobley 2 FT),"[1626196, 1630596]",1610612738.0,BOS,shooting,,,Richardson,J. Richardson,,,,,1146.0,,,,,,,,,,,,,,2.0,1.0,Mobley,1630596.0,,,
179,PT08M45.00S,2021-11-16T00:39:22.9Z,2,REGULAR,freethrow,1 of 2,[],1630596,,,1610612739,30,23,2021-11-16T00:39:22Z,1730000,,,0,,MISS E. Mobley Free Throw 1 of 2,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Missed,,,,,,,,,,,,,,,,,
