actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
89,PT05M37.00S,2022-04-10T19:53:50.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,6.652431011826544,49.26470588235294,1610612739,26,9,2022-04-10T19:53:57Z,860000,4.0,10.0,1,left,E. Mobley cutting DUNK (5 PTS) (K. Love 1 AST),"[1630596, 201567]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,,,,,,1.07,Made,5.0,K. Love,201567.0,1.0,,,,,,,,,,
91,PT05M19.00S,2022-04-10T19:54:07.2Z,1,REGULAR,2pt,Jump Shot,[],1629670,79.188567674113,16.42156862745098,1610612749,26,11,2022-04-10T19:54:15Z,880000,-168.0,143.0,1,right,J. Nwora 22' pullup Jump Shot (2 PTS),[1629670],1610612749.0,MIL,pullup,,,Nwora,J. Nwora,,,,,,,,,,22.06,Made,2.0,,,,,,,,,,,,,
92,PT05M09.00S,2022-04-10T19:54:16.6Z,1,REGULAR,3pt,Jump Shot,[],201567,37.92706964520368,54.65686274509803,1610612739,29,11,2022-04-10T19:54:24Z,890000,-23.0,304.0,1,left,K. Love 30' 3PT  (3 PTS) (D. Garland 2 AST),"[201567, 1629636]",1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,30.49,Made,3.0,D. Garland,1629636.0,2.0,,,,,,,,,,
94,PT04M51.00S,2022-04-10T19:54:34.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630572,94.95729303547962,49.01960784313725,1610612749,29,13,2022-04-10T19:54:40Z,910000,-5.0,-5.0,1,right,S. Mamukelashvili cutting Layup (6 PTS) (T. Antetokounmpo 1 AST),"[1630572, 203648]",1610612749.0,MIL,cutting,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,0.71,Made,6.0,T. Antetokounmpo,203648.0,1.0,,,,,,,,,,
96,PT04M40.00S,2022-04-10T19:54:45.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,18.74178712220762,46.07843137254902,1610612739,29,13,2022-04-10T19:54:51Z,930000,20.0,124.0,1,left,MISS E. Mobley 12' turnaround Shot,[1630596],1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,,,,,,12.52,Missed,,,,,,,,,,,,,,
97,PT04M38.00S,2022-04-10T19:54:48.0Z,1,REGULAR,rebound,defensive,[],1630572,,,1610612749,29,13,2022-04-10T19:54:48Z,940000,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:2),[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,96.0,2.0,2.0,0.0,,,
98,PT04M33.00S,2022-04-10T19:54:53.9Z,1,REGULAR,turnover,bad pass,[],1629623,,,1610612749,29,13,2022-04-10T19:55:39Z,950000,,,0,,L. Wigginton bad pass TURNOVER (1 TO),"[1629623, 201567]",1610612749.0,MIL,,,,Wigginton,L. Wigginton,,,,,,,,,,,,,,,,1.0,Love,201567.0,,,,,,,
99,PT04M33.00S,2022-04-10T19:54:53.9Z,1,REGULAR,steal,,[],201567,,,1610612739,29,13,2022-04-10T19:54:56Z,960000,,,0,,K. Love STEAL (1 STL),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M26.00S,2022-04-10T19:55:00.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629636,6.258212877792378,48.28431372549019,1610612739,31,13,2022-04-10T19:56:55Z,970000,9.0,6.0,1,left,D. Garland running Layup (11 PTS),[1629636],1610612739.0,CLE,running,,,Garland,D. Garland,,,,,,,,,,1.07,Made,11.0,,,,,,,,,,,,,
102,PT04M08.00S,2022-04-10T19:55:22.0Z,1,REGULAR,foul,personal,[],1630171,,,1610612749,31,13,2022-04-10T19:57:32Z,990000,,,0,,I. Okoro personal FOUL (2 PF),"[1630171, 1629670]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,200834.0,2.0,0.0,Nwora,1629670.0,,,,,,,,,,,,,,,,
104,PT04M08.00S,2022-04-10T19:55:28.7Z,1,REGULAR,substitution,out,[],1627747,,,1610612749,31,13,2022-04-10T19:55:39Z,1010000,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M08.00S,2022-04-10T19:55:28.7Z,1,REGULAR,substitution,out,[],1630171,,,1610612749,31,13,2022-04-10T19:55:39Z,1020000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M08.00S,2022-04-10T19:55:28.7Z,1,REGULAR,substitution,out,[],203648,,,1610612749,31,13,2022-04-10T19:55:39Z,1030000,,,0,,SUB out: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M08.00S,2022-04-10T19:55:28.7Z,1,REGULAR,substitution,in,[],1626224,,,1610612749,31,13,2022-04-10T19:55:39Z,1040000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M08.00S,2022-04-10T19:55:28.7Z,1,REGULAR,substitution,in,[],200765,,,1610612749,31,13,2022-04-10T19:55:39Z,1050000,,,0,,SUB in: R. Rondo,[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M08.00S,2022-04-10T19:55:28.7Z,1,REGULAR,substitution,in,[],1628975,,,1610612749,31,13,2022-04-10T19:55:39Z,1060000,,,0,,SUB in: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M02.00S,2022-04-10T19:55:52.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629670,86.15308804204993,54.90196078431373,1610612749,31,13,2022-04-10T19:55:59Z,1070000,25.0,78.0,1,right,MISS J. Nwora 8' driving floating bank Shot,[1629670],1610612749.0,MIL,driving floating bank,,,Nwora,J. Nwora,,,,,,,,,,8.15,Missed,,,,,,,,,,,,,,
111,PT03M59.00S,2022-04-10T19:55:55.8Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,31,13,2022-04-10T19:55:59Z,1080000,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,110.0,1.0,1.0,0.0,,,
112,PT03M52.00S,2022-04-10T19:56:03.2Z,1,REGULAR,3pt,Jump Shot,[],201567,20.581471747700395,6.61764705882353,1610612739,31,13,2022-04-10T19:56:08Z,1090000,217.0,141.0,1,left,MISS K. Love 25' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,25.87,Missed,,,,,,,,,,,,,,
113,PT03M48.00S,2022-04-10T19:56:07.2Z,1,REGULAR,rebound,defensive,[],1629670,,,1610612749,31,13,2022-04-10T19:56:08Z,1100000,,,0,,J. Nwora REBOUND (Off:0 Def:2),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,112.0,2.0,2.0,0.0,,,
114,PT03M36.00S,2022-04-10T19:56:18.7Z,1,REGULAR,2pt,Jump Shot,[],1629730,75.90341655716163,69.85294117647058,1610612749,31,13,2022-04-10T19:56:24Z,1110000,99.0,174.0,1,right,MISS R. Tucker 20' pullup Shot,[1629730],1610612749.0,MIL,pullup,,,Tucker,R. Tucker,,,,,,,,,,20.03,Missed,,,,,,,,,,,,,,
115,PT03M33.00S,2022-04-10T19:56:21.7Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,31,13,2022-04-10T19:56:24Z,1120000,,,0,,E. Mobley REBOUND (Off:2 Def:4),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,114.0,6.0,4.0,2.0,,,
116,PT03M24.00S,2022-04-10T19:56:30.2Z,1,REGULAR,3pt,Jump Shot,[],201567,20.318659658344284,93.38235294117648,1610612739,34,13,2022-04-10T19:56:35Z,1130000,-217.0,138.0,1,left,K. Love 25' 3PT  (6 PTS) (R. Rondo 1 AST),"[201567, 200765]",1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,25.73,Made,6.0,R. Rondo,200765.0,1.0,,,,,,,,,,
118,PT03M08.00S,2022-04-10T19:56:48.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,34,13,2022-04-10T19:56:48Z,1150000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M08.00S,2022-04-10T19:56:51.5Z,1,REGULAR,substitution,out,[],1630596,,,1610612749,34,13,2022-04-10T19:56:58Z,1160000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M08.00S,2022-04-10T19:56:51.5Z,1,REGULAR,substitution,in,[],1630205,,,1610612749,34,13,2022-04-10T19:56:58Z,1170000,,,0,,SUB in: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M04.00S,2022-04-10T19:57:13.9Z,1,REGULAR,foul,personal,[],200765,,,1610612749,34,13,2022-04-10T19:58:17Z,1180000,,,0,,R. Rondo personal FOUL (1 PF),"[200765, 1628975]",1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,200834.0,1.0,0.0,Carter,1628975.0,,,,,,,,,,,,,,,,
123,PT03M00.00S,2022-04-10T19:57:31.7Z,1,REGULAR,3pt,Jump Shot,[],1628975,67.88764783180025,68.87254901960785,1610612749,34,16,2022-04-10T19:57:40Z,1200000,94.0,249.0,1,right,J. Carter 26' 3PT  (3 PTS) (J. Nwora 1 AST),"[1628975, 1629670]",1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,26.67,Made,3.0,J. Nwora,1629670.0,1.0,,,,,,,,,,
125,PT02M39.00S,2022-04-10T19:57:51.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201567,17.427726675427067,49.50980392156863,1610612739,34,16,2022-04-10T19:58:00Z,1220000,2.0,111.0,1,left,MISS K. Love 11' driving floating Shot,[201567],1610612739.0,CLE,driving floating,,,Love,K. Love,,,,,,,,,,11.13,Missed,,,,,,,,,,,,,,
126,PT02M37.00S,2022-04-10T19:57:53.5Z,1,REGULAR,rebound,defensive,[],1629670,,,1610612749,34,16,2022-04-10T19:58:00Z,1230000,,,0,,J. Nwora REBOUND (Off:0 Def:3),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,125.0,3.0,3.0,0.0,,,
127,PT02M30.00S,2022-04-10T19:58:01.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629623,93.64323258869908,51.71568627450981,1610612749,34,18,2022-04-10T19:58:07Z,1240000,9.0,7.0,1,right,L. Wigginton driving Layup (5 PTS) (J. Nwora 2 AST),"[1629623, 1629670]",1610612749.0,MIL,driving,,,Wigginton,L. Wigginton,,,,,,,,,,1.13,Made,5.0,J. Nwora,1629670.0,2.0,,,,,,,,,,
129,PT02M17.00S,2022-04-10T19:58:14.0Z,1,REGULAR,3pt,Jump Shot,[],201567,28.203022339027594,74.75490196078431,1610612739,37,18,2022-04-10T19:58:23Z,1260000,-124.0,213.0,1,left,K. Love 24' 3PT  (9 PTS) (D. Garland 3 AST),"[201567, 1629636]",1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,24.6,Made,9.0,D. Garland,1629636.0,3.0,,,,,,,,,,
131,PT02M03.00S,2022-04-10T19:58:28.2Z,1,REGULAR,3pt,Jump Shot,[],1628975,71.30420499342969,22.794117647058822,1610612749,37,18,2022-04-10T19:58:35Z,1280000,-136.0,217.0,1,right,MISS J. Carter 25' step back 3PT,[1628975],1610612749.0,MIL,step back,,,Carter,J. Carter,,,,,,,,,,25.63,Missed,,,,,,,,,,,,,,
132,PT02M00.00S,2022-04-10T19:58:31.2Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,37,18,2022-04-10T19:58:35Z,1290000,,,0,,K. Love REBOUND (Off:0 Def:2),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,131.0,2.0,2.0,0.0,,,
133,PT01M50.00S,2022-04-10T19:58:40.7Z,1,REGULAR,3pt,Jump Shot,[],201567,33.590670170827856,26.47058823529412,1610612739,40,18,2022-04-10T19:58:46Z,1300000,118.0,263.0,1,left,K. Love 28' 3PT  (12 PTS) (R. Rondo 2 AST),"[201567, 200765]",1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,28.84,Made,12.0,R. Rondo,200765.0,2.0,,,,,,,,,,
135,PT01M33.00S,2022-04-10T19:58:57.9Z,1,REGULAR,3pt,Jump Shot,[],1629623,67.23061760840999,72.79411764705883,1610612749,40,18,2022-04-10T19:59:02Z,1320000,114.0,256.0,1,right,MISS L. Wigginton 27' 3PT,[1629623],1610612749.0,MIL,,,,Wigginton,L. Wigginton,,,,,,,,,,27.98,Missed,,,,,,,,,,,,,,
136,PT01M31.00S,2022-04-10T19:58:59.9Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,40,18,2022-04-10T19:59:02Z,1330000,,,0,,K. Love REBOUND (Off:0 Def:3),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,135.0,3.0,3.0,0.0,,,
137,PT01M27.00S,2022-04-10T19:59:05.3Z,1,REGULAR,foul,personal,['3freethrow'],1629623,,,1610612739,40,18,2022-04-10T20:02:02Z,1340000,,,0,,L. Wigginton shooting personal FOUL (2 PF) (Love 3 FT),"[1629623, 201567]",1610612749.0,MIL,shooting,,,Wigginton,L. Wigginton,,,,,204058.0,2.0,0.0,Love,201567.0,,,,,,,,,,,,,,,,
139,PT01M27.00S,2022-04-10T19:59:28.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,40,18,2022-04-10T19:59:28Z,1360000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M27.00S,2022-04-10T19:59:31.9Z,1,REGULAR,substitution,out,[],1629636,,,1610612739,40,18,2022-04-10T20:02:00Z,1370000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M27.00S,2022-04-10T19:59:31.9Z,1,REGULAR,substitution,out,[],1630572,,,1610612739,40,18,2022-04-10T20:02:00Z,1380000,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M27.00S,2022-04-10T19:59:31.9Z,1,REGULAR,substitution,in,[],1629685,,,1610612739,40,18,2022-04-10T20:02:00Z,1390000,,,0,,SUB in: D. Windler,[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M27.00S,2022-04-10T19:59:31.9Z,1,REGULAR,substitution,in,[],203648,,,1610612739,40,18,2022-04-10T20:02:00Z,1400000,,,0,,SUB in: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M27.00S,2022-04-10T20:02:20.2Z,1,REGULAR,freethrow,1 of 3,[],201567,,,1610612739,41,18,2022-04-10T20:02:56Z,1410000,,,0,,K. Love Free Throw 1 of 3 (13 PTS),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,Made,13.0,,,,,,,,,,,,,
145,PT01M27.00S,2022-04-10T20:02:20.2Z,1,REGULAR,freethrow,2 of 3,[],201567,,,1610612739,42,18,2022-04-10T20:02:56Z,1420000,,,0,,K. Love Free Throw 2 of 3 (14 PTS),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,Made,14.0,,,,,,,,,,,,,
146,PT01M27.00S,2022-04-10T20:02:20.2Z,1,REGULAR,freethrow,3 of 3,[],201567,,,1610612739,42,18,2022-04-10T20:02:56Z,1430000,,,0,,MISS K. Love Free Throw 3 of 3,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,Missed,,,,,,,,,,,,,,
147,PT01M22.00S,2022-04-10T20:02:25.2Z,1,REGULAR,rebound,offensive,[],1629685,,,1610612739,42,18,2022-04-10T20:02:56Z,1440000,,,0,,D. Windler REBOUND (Off:1 Def:0),[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,,,,,,,,,,,,146.0,1.0,0.0,1.0,,,
148,PT01M19.00S,2022-04-10T20:02:53.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201567,28.33442838370565,10.294117647058822,1610612739,45,18,2022-04-10T20:03:02Z,1450000,199.0,214.0,1,left,K. Love 29' 3PT  (17 PTS) (R. Rondo 3 AST),"[201567, 200765]",1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,29.17,Made,17.0,R. Rondo,200765.0,3.0,,,,,,,,,,
150,PT01M00.00S,2022-04-10T20:03:11.6Z,1,REGULAR,2pt,Jump Shot,[],1628975,91.93495400788436,73.0392156862745,1610612749,45,18,2022-04-10T20:03:18Z,1470000,115.0,23.0,1,right,MISS J. Carter 11' turnaround Shot,[1628975],1610612749.0,MIL,turnaround,,,Carter,J. Carter,,,,,,,,,,11.75,Missed,,,,,,,,,,,,,,
151,PT00M58.30S,2022-04-10T20:03:13.3Z,1,REGULAR,rebound,defensive,[],200765,,,1610612739,45,18,2022-04-10T20:03:18Z,1480000,,,0,,R. Rondo REBOUND (Off:0 Def:1),[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,150.0,1.0,1.0,0.0,,,
152,PT00M45.20S,2022-04-10T20:03:28.0Z,1,REGULAR,2pt,Jump Shot,[],201567,26.231931668856767,29.65686274509804,1610612739,45,18,2022-04-10T20:03:34Z,1490000,102.0,194.0,1,left,MISS K. Love 21' step back Shot,[201567],1610612739.0,CLE,step back,,,Love,K. Love,,,,,,,,,,21.91,Missed,,,,,,,,,,,,,,
153,PT00M43.90S,2022-04-10T20:03:29.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612749,45,18,2022-04-10T20:03:34Z,1500000,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,152.0,,,,,,
162,PT00M43.90S,2022-04-10T20:03:38.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,45,18,2022-04-10T20:05:09Z,1505000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M32.10S,2022-04-10T20:03:48.6Z,1,REGULAR,2pt,Jump Shot,[],1628975,75.50919842312747,41.42156862745098,1610612749,45,18,2022-04-10T20:03:55Z,1510000,-43.0,178.0,1,right,MISS J. Carter 18' Jump Shot,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,18.28,Missed,,,,,,,,,,,,,,
155,PT00M27.70S,2022-04-10T20:03:53.0Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,45,18,2022-04-10T20:03:55Z,1520000,,,0,,K. Love REBOUND (Off:0 Def:4),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,154.0,4.0,4.0,0.0,,,
156,PT00M12.20S,2022-04-10T20:04:11.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629730,,,1610612739,45,18,2022-04-10T20:04:21Z,1530000,,,0,,R. Tucker shooting personal FOUL (1 PF) (Love 2 FT),"[1629730, 201567]",1610612749.0,MIL,shooting,,,Tucker,R. Tucker,,,,,1162.0,1.0,0.0,Love,201567.0,,,,,,,,,,,,,,,,
158,PT00M12.20S,2022-04-10T20:04:36.3Z,1,REGULAR,freethrow,1 of 2,[],201567,,,1610612739,45,18,2022-04-10T20:04:36Z,1550000,,,0,,MISS K. Love Free Throw 1 of 2,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,Missed,,,,,,,,,,,,,,
159,PT00M12.20S,2022-04-10T20:04:36.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,45,18,2022-04-10T20:04:36Z,1560000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,158.0,,,,,,
160,PT00M12.20S,2022-04-10T20:04:51.3Z,1,REGULAR,freethrow,2 of 2,[],201567,,,1610612739,46,18,2022-04-10T20:04:51Z,1570000,,,0,,K. Love Free Throw 2 of 2 (18 PTS),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,Made,18.0,,,,,,,,,,,,,
161,PT00M05.90S,2022-04-10T20:05:04.0Z,1,REGULAR,foul,personal,[],1626224,,,1610612749,46,18,2022-04-10T20:05:45Z,1580000,,,0,,C. Osman personal FOUL (1 PF),"[1626224, 1629623]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,200834.0,1.0,0.0,Wigginton,1629623.0,,,,,,,,,,,,,,,,
164,PT00M05.90S,2022-04-10T20:05:12.4Z,1,REGULAR,substitution,out,[],201567,,,1610612749,46,18,2022-04-10T20:05:19Z,1600000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT00M05.90S,2022-04-10T20:05:12.4Z,1,REGULAR,substitution,in,[],1630171,,,1610612749,46,18,2022-04-10T20:05:19Z,1610000,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT00M02.50S,2022-04-10T20:05:35.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630171,,,1610612749,46,18,2022-04-10T20:08:45Z,1620000,,,0,,I. Okoro shooting personal FOUL (3 PF) (Nwora 2 FT),"[1630171, 1629670]",1610612739.0,CLE,shooting,,,Okoro,I. Okoro,,,,,200834.0,3.0,0.0,Nwora,1629670.0,,,,,,,,,,,,,,,,
168,PT00M02.50S,2022-04-10T20:05:53.2Z,1,REGULAR,freethrow,1 of 2,[],1629670,,,1610612749,46,19,2022-04-10T20:05:53Z,1640000,,,0,,J. Nwora Free Throw 1 of 2 (3 PTS),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
169,PT00M02.50S,2022-04-10T20:06:07.2Z,1,REGULAR,freethrow,2 of 2,[],1629670,,,1610612749,46,20,2022-04-10T20:06:07Z,1650000,,,0,,J. Nwora Free Throw 2 of 2 (4 PTS),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
170,PT00M00.00S,2022-04-10T20:06:16.1Z,1,REGULAR,period,end,[],0,,,1610612739,46,20,2022-04-10T20:06:16Z,1660000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2022-04-10T20:06:29.9Z,2,REGULAR,substitution,out,['startperiod'],1630171,,,1610612739,46,20,2022-04-10T20:09:00Z,1670000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-04-10T20:06:29.9Z,2,REGULAR,substitution,in,['startperiod'],201567,,,1610612739,46,20,2022-04-10T20:09:00Z,1680000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2022-04-10T20:06:29.9Z,2,REGULAR,substitution,out,['startperiod'],1629670,,,1610612739,46,20,2022-04-10T20:09:54Z,1685000,,,0,,SUB out: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2022-04-10T20:06:29.9Z,2,REGULAR,substitution,in,['startperiod'],1630572,,,1610612739,46,20,2022-04-10T20:09:54Z,1687500,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2022-04-10T20:09:02.7Z,2,REGULAR,period,start,[],0,,,1610612749,46,20,2022-04-10T20:09:02Z,1690000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT11M42.00S,2022-04-10T20:09:20.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629730,94.30026281208936,50.49019607843137,1610612749,46,22,2022-04-10T20:09:25Z,1720000,2.0,1.0,1,right,R. Tucker driving Layup (2 PTS),[1629730],1610612749.0,MIL,driving,,,Tucker,R. Tucker,,,,,,,,,,0.27,Made,2.0,,,,,,,,,,,,,
177,PT11M30.00S,2022-04-10T20:09:32.1Z,2,REGULAR,3pt,Jump Shot,[],1629685,4.28712220762155,96.07843137254902,1610612739,46,22,2022-04-10T20:09:46Z,1730000,-230.0,-12.0,1,left,MISS D. Windler 3PT,[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,,,23.07,Missed,,,,,,,,,,,,,,
178,PT11M29.00S,2022-04-10T20:09:33.1Z,2,REGULAR,rebound,offensive,[],201567,,,1610612739,46,22,2022-04-10T20:12:29Z,1740000,,,0,,K. Love REBOUND (Off:1 Def:4),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,177.0,5.0,4.0,1.0,,,
209,PT11M29.00S,2022-04-10T20:09:36.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201567,7.013797634691201,49.26470588235294,1610612739,46,22,2022-04-10T20:13:03Z,1745000,4.0,13.0,1,left,MISS K. Love tip Layup,[201567],1610612739.0,CLE,tip,,,Love,K. Love,,,,,,,,,,1.39,Missed,,,,,,,,,,,,,,
210,PT11M28.00S,2022-04-10T20:09:37.9Z,2,REGULAR,rebound,offensive,[],1630205,,,1610612739,46,22,2022-04-10T20:13:22Z,1747500,,,0,,L. Stevens REBOUND (Off:1 Def:0),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,209.0,1.0,0.0,1.0,,,
220,PT11M28.00S,2022-04-10T20:09:39.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630205,8.984888304862025,51.22549019607843,1610612739,46,22,2022-04-10T20:13:45Z,1748750,-6.0,32.0,1,left,MISS L. Stevens tip Layup,[1630205],1610612739.0,CLE,tip,,,Stevens,L. Stevens,,,,,,,,,,3.26,Missed,,,,,,,,,,,,,,
