actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
87,PT05M33.00S,2025-11-06T01:55:51.3Z,1,REGULAR,substitution,in,[],1631255,,,1610612740,6,16,2025-11-06T01:56:13Z,830000,False,,,0,,SUB in: K. Matković,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M24.00S,2025-11-06T01:56:22.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631255,93.64323258869908,50.245098039215684,1610612740,6,18,2025-11-06T01:56:28Z,840000,False,1.0,7.0,1,right,K. Matković alley-oop DUNK (2 PTS) (J. Fears 2 AST),"[1631255, 1642847]",1610612740.0,NOP,alley-oop,,,Matković,K. Matković,,,,,Restricted Area,0-8 Center,0.74,Made,,,,,,,,2.0,J. Fears,1642847.0,2.0,,,,,,,
90,PT05M06.00S,2025-11-06T01:56:43.1Z,1,REGULAR,foul,personal,['2freethrow'],1631255,,,1610612742,6,18,2025-11-06T01:56:59Z,860000,False,,,0,,K. Matković shooting personal FOUL (1 PF) (Washington 2 FT),"[1631255, 1629023]",1610612740.0,NOP,shooting,,,Matković,K. Matković,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1155.0,,,,,,,,1.0,0.0,Washington,1629023.0
92,PT05M06.00S,2025-11-06T01:57:10.3Z,1,REGULAR,freethrow,1 of 2,[],1629023,,,1610612742,7,18,2025-11-06T01:57:43Z,880000,False,,,0,,P. Washington Free Throw 1 of 2 (1 PTS),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
93,PT05M06.00S,2025-11-06T01:57:12.0Z,1,REGULAR,substitution,out,[],1631108,,,1610612742,7,18,2025-11-06T01:57:30Z,890000,False,,,0,,SUB out: M. Christie,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M06.00S,2025-11-06T01:57:12.0Z,1,REGULAR,substitution,out,[],1630180,,,1610612742,7,18,2025-11-06T01:57:30Z,900000,False,,,0,,SUB out: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M06.00S,2025-11-06T01:57:12.0Z,1,REGULAR,substitution,in,[],202691,,,1610612742,7,18,2025-11-06T01:57:30Z,910000,False,,,0,,SUB in: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M06.00S,2025-11-06T01:57:12.0Z,1,REGULAR,substitution,in,[],1642852,,,1610612742,7,18,2025-11-06T01:57:30Z,920000,False,,,0,,SUB in: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M06.00S,2025-11-06T01:57:10.3Z,1,REGULAR,freethrow,2 of 2,[],1629023,,,1610612742,7,18,2025-11-06T01:57:43Z,930000,False,,,0,,MISS P. Washington Free Throw 2 of 2,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
98,PT05M03.00S,2025-11-06T01:57:13.3Z,1,REGULAR,rebound,defensive,[],1642852,,,1610612740,7,18,2025-11-06T01:57:43Z,940000,False,,,0,,D. Queen REBOUND (Off:0 Def:1),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,97.0,1.0,1.0,0.0,,,,,,,,,,,,,,
99,PT04M56.00S,2025-11-06T01:57:49.1Z,1,REGULAR,turnover,bad pass,[],1642847,,,1610612740,7,18,2025-11-06T01:57:55Z,950000,False,,,0,,J. Fears bad pass TURNOVER (1 TO),"[1642847, 202691]",1610612740.0,NOP,,,,Fears,J. Fears,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,Thompson,202691.0,,,,
100,PT04M56.00S,2025-11-06T01:57:49.1Z,1,REGULAR,steal,,[],202691,,,1610612742,7,18,2025-11-06T01:57:51Z,960000,False,,,0,,K. Thompson STEAL (1 STL),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
101,PT04M48.00S,2025-11-06T01:57:58.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629023,14.273981603153747,52.20588235294118,1610612742,7,18,2025-11-06T01:58:03Z,970000,False,-11.0,82.0,1,left,MISS P. Washington 8' pullup Shot,[1629023],1610612742.0,DAL,pullup,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,8.24,Missed,,,,,,,,,,,,,,,,,,
102,PT04M44.00S,2025-11-06T01:58:02.0Z,1,REGULAR,rebound,defensive,[],1642847,,,1610612740,7,18,2025-11-06T01:58:03Z,980000,False,,,0,,J. Fears REBOUND (Off:0 Def:4),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,In The Paint (Non-RA),8-16 Center,,,101.0,4.0,4.0,0.0,,,,,,,,,,,,,,
104,PT04M42.00S,2025-11-06T01:58:05.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642847,93.38042049934296,51.225490196078425,1610612740,7,18,2025-11-06T01:59:30Z,1000000,False,6.0,10.0,1,right,MISS J. Fears running reverse Layup,[1642847],1610612740.0,NOP,running reverse,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,1.15,Missed,,,,,,,,,,,,,,,,,,
105,PT04M41.00S,2025-11-06T01:58:06.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,7,18,2025-11-06T01:58:19Z,1010000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Restricted Area,0-8 Center,,,104.0,,,,,,,,,,,,,,,,,
107,PT04M23.00S,2025-11-06T01:58:34.5Z,1,REGULAR,3pt,Jump Shot,[],202691,24.78646517739816,13.23529411764706,1610612742,10,18,2025-11-06T02:01:10Z,1030000,False,184.0,180.0,1,left,K. Thompson 25' 3PT pullup (3 PTS) (B. Williams 1 AST),"[202691, 1630314]",1610612742.0,DAL,pullup,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,25.76,Made,,,,,,,,3.0,B. Williams,1630314.0,1.0,,,,,,,
109,PT03M59.00S,2025-11-06T01:58:58.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642852,82.3915900131406,42.01516544117647,1610612740,10,18,2025-11-06T01:59:08Z,1050000,False,-40.0,113.0,1,right,MISS D. Queen 11' turnaround Shot - blocked,"[1642852, 1629023]",1610612740.0,NOP,turnaround,,,Queen,D. Queen,,,,,In The Paint (Non-RA),8-16 Center,11.98,Missed,,,,,Washington,1629023.0,,,,,,,,,,,,
110,PT03M59.00S,2025-11-06T01:58:58.8Z,1,REGULAR,block,,[],1629023,,,1610612740,10,18,2025-11-06T01:59:01Z,1060000,False,,,0,,P. Washington BLOCK (1 BLK),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
111,PT03M56.00S,2025-11-06T01:59:01.8Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,10,18,2025-11-06T01:59:08Z,1070000,False,,,0,,P. Washington REBOUND (Off:0 Def:3),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,,,109.0,3.0,3.0,0.0,,,,,,,,,,,,,,
112,PT03M56.00S,2025-11-06T01:59:04.6Z,1,REGULAR,foul,personal,[],1642852,,,1610612742,10,18,2025-11-06T01:59:23Z,1080000,False,,,0,,D. Queen personal FOUL (1 PF),"[1642852, 1629023]",1610612740.0,NOP,,,,Queen,D. Queen,,,,,Above the Break 3,24+ Center,,,,,,,,,1627529.0,,,,,,,,1.0,0.0,Washington,1629023.0
114,PT03M56.00S,2025-11-06T01:59:13.9Z,1,REGULAR,substitution,out,[],1630619,,,1610612742,10,18,2025-11-06T01:59:32Z,1100000,False,,,0,,SUB out: M. Cisse,[1630619],1610612742.0,DAL,,,,Cisse,M. Cisse,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M56.00S,2025-11-06T01:59:13.9Z,1,REGULAR,substitution,out,[],1642847,,,1610612742,10,18,2025-11-06T01:59:32Z,1110000,False,,,0,,SUB out: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M56.00S,2025-11-06T01:59:13.9Z,1,REGULAR,substitution,in,[],203939,,,1610612742,10,18,2025-11-06T01:59:32Z,1120000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M56.00S,2025-11-06T01:59:13.9Z,1,REGULAR,substitution,in,[],1630631,,,1610612742,10,18,2025-11-06T01:59:32Z,1130000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M50.00S,2025-11-06T01:59:51.4Z,1,REGULAR,2pt,Jump Shot,[],202691,17.345597897503286,78.94454656862744,1610612742,12,18,2025-11-06T01:59:57Z,1150000,False,-145.0,111.0,1,left,K. Thompson 18' step back Jump Shot (5 PTS),[202691],1610612742.0,DAL,step back,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Left Center,18.21,Made,,,,,,,,5.0,,,,,,,,,,
120,PT03M40.00S,2025-11-06T02:00:02.2Z,1,REGULAR,3pt,Jump Shot,[],1630631,72.22404730617609,18.627450980392158,1610612740,12,21,2025-11-06T02:00:06Z,1160000,False,-157.0,209.0,1,right,J. Alvarado 26' 3PT pullup (3 PTS),[1630631],1610612740.0,NOP,pullup,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,26.1,Made,,,,,,,,3.0,,,,,,,,,,
121,PT03M31.00S,2025-11-06T02:00:11.7Z,1,REGULAR,3pt,Jump Shot,[],202691,19.136005256241788,92.15686274509804,1610612742,12,21,2025-11-06T02:00:17Z,1170000,False,-211.0,127.0,1,left,MISS K. Thompson 24' 3PT,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,24.63,Missed,,,,,,,,,,,,,,,,,,
122,PT03M27.00S,2025-11-06T02:00:15.7Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,12,21,2025-11-06T02:00:17Z,1180000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:2),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,,,121.0,2.0,2.0,0.0,,,,,,,,,,,,,,
123,PT03M20.00S,2025-11-06T02:00:21.3Z,1,REGULAR,3pt,Jump Shot,[],1630530,66.04796320630749,55.14705882352941,1610612740,12,21,2025-11-06T02:00:28Z,1190000,False,26.0,267.0,1,right,MISS T. Murphy III 26' step back 3PT,[1630530],1610612740.0,NOP,step back,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,26.78,Missed,,,,,,,,,,,,,,,,,,
124,PT03M17.00S,2025-11-06T02:00:25.5Z,1,REGULAR,rebound,defensive,[],202691,,,1610612742,12,21,2025-11-06T02:00:25Z,1200000,False,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Center,,,123.0,1.0,1.0,0.0,,,,,,,,,,,,,,
125,PT03M15.00S,2025-11-06T02:00:28.0Z,1,REGULAR,turnover,lost ball,[],202691,,,1610612742,12,21,2025-11-06T02:00:35Z,1210000,False,,,0,,K. Thompson lost ball TURNOVER (1 TO),"[202691, 1642852]",1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,Queen,1642852.0,,,,
126,PT03M15.00S,2025-11-06T02:00:28.0Z,1,REGULAR,steal,,[],1642852,,,1610612740,12,21,2025-11-06T02:00:35Z,1220000,False,,,0,,D. Queen STEAL (1 STL),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
127,PT03M12.00S,2025-11-06T02:00:32.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641722,71.74770039421814,21.89797794117647,1610612740,12,21,2025-11-06T02:00:46Z,1230000,False,-141.0,213.0,1,right,MISS J. Hawkins 25' 3PT,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Left Center,25.52,Missed,,,,,,,,,,,,,,,,,,
128,PT03M09.00S,2025-11-06T02:00:35.2Z,1,REGULAR,rebound,defensive,[],202691,,,1610612742,12,21,2025-11-06T02:00:46Z,1240000,False,,,0,,K. Thompson REBOUND (Off:0 Def:2),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,,,127.0,2.0,2.0,0.0,,,,,,,,,,,,,,
129,PT02M55.00S,2025-11-06T02:00:46.4Z,1,REGULAR,3pt,Jump Shot,[],1630314,15.456636005256241,94.11764705882352,1610612742,15,21,2025-11-06T02:00:51Z,1250000,False,-221.0,93.0,1,left,B. Williams 3PT  (3 PTS) (K. Thompson 1 AST),"[1630314, 202691]",1610612742.0,DAL,,,,Williams,B. Williams,,,,,Above the Break 3,24+ Left,23.93,Made,,,,,,,,3.0,K. Thompson,202691.0,1.0,,,,,,,
131,PT02M34.00S,2025-11-06T02:01:11.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642852,83.13074901445466,60.049019607843135,1610612740,15,23,2025-11-06T02:01:19Z,1270000,False,50.0,106.0,1,right,D. Queen 11' driving floating Jump Shot (2 PTS),[1642852],1610612740.0,NOP,driving floating,,,Queen,D. Queen,,,,,In The Paint (Non-RA),8-16 Center,11.74,Made,,,,,,,,2.0,,,,,,,,,,
132,PT02M34.00S,2025-11-06T02:01:14.8Z,1,REGULAR,foul,personal,['1freethrow'],1630230,,,1610612740,15,23,2025-11-06T02:01:56Z,1280000,False,,,0,,N. Marshall shooting personal FOUL (1 PF) (Queen 1 FT),"[1630230, 1642852]",1610612742.0,DAL,shooting,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1155.0,,,,,,,,1.0,0.0,Queen,1642852.0
134,PT02M34.00S,2025-11-06T02:01:23.3Z,1,REGULAR,substitution,out,[],1629023,,,1610612740,15,23,2025-11-06T02:02:14Z,1300000,False,,,0,,SUB out: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M34.00S,2025-11-06T02:01:23.3Z,1,REGULAR,substitution,out,[],1630530,,,1610612740,15,23,2025-11-06T02:02:14Z,1310000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M34.00S,2025-11-06T02:01:23.3Z,1,REGULAR,substitution,in,[],1642843,,,1610612740,15,23,2025-11-06T02:02:14Z,1320000,False,,,0,,SUB in: C. Flagg,[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M34.00S,2025-11-06T02:01:23.3Z,1,REGULAR,substitution,in,[],1630529,,,1610612740,15,23,2025-11-06T02:02:14Z,1330000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M34.00S,2025-11-06T02:01:57.3Z,1,REGULAR,freethrow,1 of 1,[],1642852,,,1610612740,15,24,2025-11-06T02:01:57Z,1340000,False,,,0,,D. Queen Free Throw 1 of 1 (3 PTS),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,Made,,,,,,,,3.0,,,,,,,,,,
139,PT02M19.00S,2025-11-06T02:02:12.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203939,7.966491458607096,45.34313725490196,1610612742,15,24,2025-11-06T02:02:18Z,1350000,False,23.0,22.0,1,left,MISS D. Powell alley-oop DUNK,[203939],1610612742.0,DAL,alley-oop,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,3.23,Missed,,,,,,,,,,,,,,,,,,
140,PT02M17.00S,2025-11-06T02:02:14.9Z,1,REGULAR,rebound,defensive,[],1631255,,,1610612740,15,24,2025-11-06T02:02:14Z,1360000,False,,,0,,K. Matković REBOUND (Off:0 Def:1),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,Restricted Area,0-8 Center,,,139.0,1.0,1.0,0.0,,,,,,,,,,,,,,
141,PT02M04.00S,2025-11-06T02:02:28.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630529,89.83245729303549,36.51960784313725,1610612740,15,24,2025-11-06T02:02:31Z,1370000,False,-67.0,43.0,1,right,MISS H. Jones 8' driving floating bank Shot,[1630529],1610612740.0,NOP,driving floating bank,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,8.0,Missed,,,,,,,,,,,,,,,,,,
142,PT02M02.00S,2025-11-06T02:02:30.1Z,1,REGULAR,rebound,defensive,[],1630314,,,1610612742,15,24,2025-11-06T02:02:31Z,1380000,False,,,0,,B. Williams REBOUND (Off:0 Def:1),[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,141.0,1.0,1.0,0.0,,,,,,,,,,,,,,
143,PT01M59.00S,2025-11-06T02:02:34.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1642843,4.5499342969776615,49.01960784313725,1610612742,17,24,2025-11-06T02:02:41Z,1390000,False,5.0,-10.0,1,left,C. Flagg alley-oop DUNK (2 PTS) (N. Marshall 1 AST),"[1642843, 1630230]",1610612742.0,DAL,alley-oop,,,Flagg,C. Flagg,,,,,Restricted Area,0-8 Center,1.09,Made,,,,,,,,2.0,N. Marshall,1630230.0,1.0,,,,,,,
145,PT01M59.00S,2025-11-06T02:02:40.4Z,1,REGULAR,foul,personal,['1freethrow'],1631255,,,1610612742,17,24,2025-11-06T02:03:16Z,1410000,False,,,0,,K. Matković shooting personal FOUL (2 PF) (Flagg 1 FT),"[1631255, 1642843]",1610612740.0,NOP,shooting,,,Matković,K. Matković,,,,,Restricted Area,0-8 Center,,,,,,,,,1155.0,,,,,,,,2.0,0.0,Flagg,1642843.0
147,PT01M59.00S,2025-11-06T02:03:00.3Z,1,REGULAR,substitution,out,[],1631255,,,1610612742,17,24,2025-11-06T02:03:11Z,1430000,False,,,0,,SUB out: K. Matković,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M59.00S,2025-11-06T02:03:00.3Z,1,REGULAR,substitution,in,[],1642877,,,1610612742,17,24,2025-11-06T02:03:11Z,1440000,False,,,0,,SUB in: M. Peavy,[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M59.00S,2025-11-06T02:03:21.2Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1642843,,,1610612742,18,24,2025-11-06T02:03:21Z,1450000,False,,,0,,C. Flagg Free Throw 1 of 1 (3 PTS),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,,,,Made,,,,,,,,3.0,,,,,,,,,,
150,PT01M45.00S,2025-11-06T02:03:36.6Z,1,REGULAR,2pt,Jump Shot,[],1641722,79.97700394218134,24.264705882352942,1610612740,18,24,2025-11-06T02:03:40Z,1460000,False,-129.0,136.0,1,right,MISS J. Hawkins 18' step back Shot,[1641722],1610612740.0,NOP,step back,,,Hawkins,J. Hawkins,,,,,Mid-Range,16-24 Left Center,18.7,Missed,,,,,,,,,,,,,,,,,,
151,PT01M43.00S,2025-11-06T02:03:38.6Z,1,REGULAR,rebound,defensive,[],1642843,,,1610612742,18,24,2025-11-06T02:03:40Z,1470000,False,,,0,,C. Flagg REBOUND (Off:0 Def:3),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,Mid-Range,16-24 Left Center,,,150.0,3.0,3.0,0.0,,,,,,,,,,,,,,
152,PT01M34.00S,2025-11-06T02:03:47.5Z,1,REGULAR,turnover,lost ball,[],202691,,,1610612742,18,24,2025-11-06T02:03:54Z,1480000,False,,,0,,K. Thompson lost ball TURNOVER (2 TO),"[202691, 1641722]",1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,2.0,Hawkins,1641722.0,,,,
153,PT01M34.00S,2025-11-06T02:03:47.5Z,1,REGULAR,steal,,[],1641722,,,1610612740,18,24,2025-11-06T02:03:49Z,1490000,False,,,0,,J. Hawkins STEAL (1 STL),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
154,PT01M30.00S,2025-11-06T02:03:52.9Z,1,REGULAR,foul,personal,['2freethrow'],203939,,,1610612740,18,24,2025-11-06T02:04:05Z,1500000,False,,,0,,D. Powell shooting personal FOUL (1 PF) (Queen 2 FT),"[203939, 1642852]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1155.0,,,,,,,,1.0,0.0,Queen,1642852.0
156,PT01M30.00S,2025-11-06T02:04:22.9Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1642852,,,1610612740,18,25,2025-11-06T02:04:23Z,1520000,False,,,0,,D. Queen Free Throw 1 of 2 (4 PTS),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,Made,,,,,,,,4.0,,,,,,,,,,
157,PT01M30.00S,2025-11-06T02:04:39.1Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1642852,,,1610612740,18,26,2025-11-06T02:04:39Z,1530000,False,,,0,,D. Queen Free Throw 2 of 2 (5 PTS),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,Made,,,,,,,,5.0,,,,,,,,,,
158,PT01M18.00S,2025-11-06T02:04:54.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641722,,,1610612742,18,26,2025-11-06T02:05:08Z,1540000,False,,,0,,J. Hawkins shooting personal FOUL (1 PF) (Williams 2 FT),"[1641722, 1630314]",1610612740.0,NOP,shooting,,,Hawkins,J. Hawkins,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,1628171.0,,,,,,,,1.0,0.0,Williams,1630314.0
160,PT01M18.00S,2025-11-06T02:05:24.6Z,1,REGULAR,freethrow,1 of 2,[],1630314,,,1610612742,19,26,2025-11-06T02:05:45Z,1560000,False,,,0,,B. Williams Free Throw 1 of 2 (4 PTS),[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,,,,Made,,,,,,,,4.0,,,,,,,,,,
161,PT01M18.00S,2025-11-06T02:05:24.6Z,1,REGULAR,freethrow,2 of 2,[],1630314,,,1610612742,19,26,2025-11-06T02:05:45Z,1570000,False,,,0,,MISS B. Williams Free Throw 2 of 2,[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
162,PT01M15.00S,2025-11-06T02:05:27.6Z,1,REGULAR,rebound,defensive,[],1642877,,,1610612740,19,26,2025-11-06T02:05:45Z,1580000,False,,,0,,M. Peavy REBOUND (Off:0 Def:1),[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,,,,,161.0,1.0,1.0,0.0,,,,,,,,,,,,,,
163,PT00M56.30S,2025-11-06T02:06:03.7Z,1,REGULAR,3pt,Jump Shot,[],1641722,70.51576872536137,17.647058823529413,1610612740,19,29,2025-11-06T02:06:09Z,1590000,False,-162.0,225.0,1,right,J. Hawkins 27' 3PT step back (3 PTS),[1641722],1610612740.0,NOP,step back,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Left Center,27.69,Made,,,,,,,,3.0,,,,,,,,,,
164,PT00M40.20S,2025-11-06T02:06:22.9Z,1,REGULAR,3pt,Jump Shot,[],1630314,5.338370565045992,94.85294117647058,1610612742,19,29,2025-11-06T02:06:27Z,1600000,False,-224.0,-2.0,1,left,MISS B. Williams 3PT,[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,Left Corner 3,24+ Left,22.43,Missed,,,,,,,,,,,,,,,,,,
165,PT00M37.40S,2025-11-06T02:06:25.7Z,1,REGULAR,rebound,defensive,[],1630631,,,1610612740,19,29,2025-11-06T02:06:27Z,1610000,False,,,0,,J. Alvarado REBOUND (Off:0 Def:1),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Left Corner 3,24+ Left,,,164.0,1.0,1.0,0.0,,,,,,,,,,,,,,
166,PT00M33.00S,2025-11-06T02:06:30.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630631,69.85873850197109,72.30392156862744,1610612740,19,29,2025-11-06T02:06:40Z,1620000,False,112.0,231.0,1,right,MISS J. Alvarado 25' running pullup 3PT,[1630631],1610612740.0,NOP,running pullup,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,25.63,Missed,,,,,,,,,,,,,,,,,,
167,PT00M29.20S,2025-11-06T02:06:34.0Z,1,REGULAR,rebound,defensive,[],1630230,,,1610612742,19,29,2025-11-06T02:06:40Z,1630000,False,,,0,,N. Marshall REBOUND (Off:0 Def:1),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Right Center,,,166.0,1.0,1.0,0.0,,,,,,,,,,,,,,
168,PT00M09.50S,2025-11-06T02:06:53.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,13.091327201051248,48.28431372549019,1610612742,19,29,2025-11-06T02:06:58Z,1640000,False,9.0,71.0,1,left,MISS N. Marshall 7' driving floating Shot,[1630230],1610612742.0,DAL,driving floating,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,7.11,Missed,,,,,,,,,,,,,,,,,,
169,PT00M06.40S,2025-11-06T02:06:56.8Z,1,REGULAR,rebound,defensive,[],1642852,,,1610612740,19,29,2025-11-06T02:06:58Z,1650000,False,,,0,,D. Queen REBOUND (Off:0 Def:2),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,In The Paint (Non-RA),0-8 Center,,,168.0,2.0,2.0,0.0,,,,,,,,,,,,,,
170,PT00M00.10S,2025-11-06T02:07:03.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641722,81.8166885676741,50.73529411764706,1610612740,19,29,2025-11-06T02:07:12Z,1660000,False,4.0,118.0,1,right,MISS J. Hawkins 11' fadeaway Shot,[1641722],1610612740.0,NOP,fadeaway,,,Hawkins,J. Hawkins,,,,,In The Paint (Non-RA),8-16 Center,11.85,Missed,,,,,,,,,,,,,,,,,,
