actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
329,PT00M00.10S,2025-11-06T02:34:04.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612742,49,52,2025-11-06T02:34:12Z,3217500,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Center,,,328.0,,,,,,,,,,,,,,,,,
330,PT00M00.00S,2025-11-06T02:34:12.2Z,2,REGULAR,period,end,[],0,,,1610612742,49,52,2025-11-06T02:34:12Z,3260000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2025-11-06T02:48:48.7Z,3,REGULAR,substitution,out,['startperiod'],1630314,,,1610612742,49,52,2025-11-06T02:49:03Z,3270000,False,,,0,,SUB out: B. Williams,[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2025-11-06T02:48:48.7Z,3,REGULAR,substitution,out,['startperiod'],1630230,,,1610612742,49,52,2025-11-06T02:49:03Z,3280000,False,,,0,,SUB out: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2025-11-06T02:48:48.7Z,3,REGULAR,substitution,out,['startperiod'],1642852,,,1610612742,49,52,2025-11-06T02:49:03Z,3290000,False,,,0,,SUB out: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2025-11-06T02:48:48.7Z,3,REGULAR,substitution,out,['startperiod'],1630631,,,1610612742,49,52,2025-11-06T02:49:03Z,3300000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2025-11-06T02:48:48.7Z,3,REGULAR,substitution,in,['startperiod'],1626156,,,1610612742,49,52,2025-11-06T02:49:03Z,3310000,False,,,0,,SUB in: D. Russell,[1626156],1610612742.0,DAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2025-11-06T02:48:48.7Z,3,REGULAR,substitution,in,['startperiod'],1629655,,,1610612742,49,52,2025-11-06T02:49:03Z,3320000,False,,,0,,SUB in: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2025-11-06T02:48:48.7Z,3,REGULAR,substitution,in,['startperiod'],1642847,,,1610612742,49,52,2025-11-06T02:49:03Z,3330000,False,,,0,,SUB in: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2025-11-06T02:48:48.7Z,3,REGULAR,substitution,in,['startperiod'],1626172,,,1610612742,49,52,2025-11-06T02:49:03Z,3340000,False,,,0,,SUB in: K. Looney,[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2025-11-06T02:49:20.5Z,3,REGULAR,period,start,[],0,,,1610612740,49,52,2025-11-06T02:49:20Z,3350000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT11M38.00S,2025-11-06T02:49:41.8Z,3,REGULAR,2pt,Jump Shot,[],1626172,20.367936925098554,33.203125,1610612740,49,52,2025-11-06T02:49:48Z,3360000,False,84.0,139.0,1,left,MISS K. Looney 16' pullup Shot,[1626172],1610612740.0,NOP,pullup,,,Looney,K. Looney,,,,,Mid-Range,16-24 Right Center,16.24,Missed,,,,,,,,,,,,,,,,,,
341,PT11M35.00S,2025-11-06T02:49:44.8Z,3,REGULAR,rebound,defensive,[],1629023,,,1610612742,49,52,2025-11-06T02:49:48Z,3370000,False,,,0,,P. Washington REBOUND (Off:3 Def:7),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Mid-Range,16-24 Right Center,,,340.0,10.0,7.0,3.0,,,,,,,,,,,,,,
343,PT11M21.00S,2025-11-06T02:50:01.0Z,3,REGULAR,violation,kicked ball,[],1630530,,,1610612742,49,52,2025-11-06T02:50:35Z,3390000,False,,,0,,T. Murphy III kicked ball VIOLATION,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,1155.0,,,,,,,,,,,
344,PT11M21.00S,2025-11-06T02:50:15.6Z,3,REGULAR,foul,personal,['1freethrow'],1642847,,,1610612742,49,52,2025-11-06T02:52:36Z,3400000,False,,,0,,J. Fears away-from-play personal FOUL (3 PF) (Russell 1 FT),"[1642847, 1626156]",1610612740.0,NOP,away-from-play,,,Fears,J. Fears,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1155.0,,,,,,,,3.0,0.0,Russell,1626156.0
348,PT11M21.00S,2025-11-06T02:52:33.4Z,3,REGULAR,freethrow,1 of 1,[],1626156,,,1610612742,50,52,2025-11-06T02:52:46Z,3440000,False,,,0,,D. Russell away-from-play Free Throw 1 of 1 (4 PTS),[1626156],1610612742.0,DAL,away-from-play,,,Russell,D. Russell,,,,,,,,Made,,,,,,,,4.0,,,,,,,,,,
349,PT11M14.00S,2025-11-06T02:52:50.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,88.51839684625493,46.32352941176471,1610612742,50,52,2025-11-06T02:53:46Z,3450000,False,-18.0,55.0,1,right,MISS P. Washington driving floating Shot - blocked,"[1629023, 1626172]",1610612742.0,DAL,driving floating,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,5.84,Missed,,,,,Looney,1626172.0,,,,,,,,,,,,
350,PT11M14.00S,2025-11-06T02:52:50.1Z,3,REGULAR,block,,[],1626172,,,1610612742,50,52,2025-11-06T02:52:52Z,3460000,False,,,0,,K. Looney BLOCK (1 BLK),[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
351,PT11M10.00S,2025-11-06T02:52:54.1Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612740,50,52,2025-11-06T02:53:00Z,3470000,False,,,0,,K. Looney REBOUND (Off:2 Def:2),[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,349.0,4.0,2.0,2.0,,,,,,,,,,,,,,
352,PT11M07.00S,2025-11-06T02:52:57.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630530,24.392247043363994,12.5,1610612740,50,52,2025-11-06T02:54:21Z,3480000,False,188.0,177.0,1,left,MISS T. Murphy III 25' running 3PT,[1630530],1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,25.77,Missed,,,,,,,,,,,,,,,,,,
353,PT11M04.00S,2025-11-06T02:52:59.6Z,3,REGULAR,rebound,offensive,[],1630529,,,1610612740,50,52,2025-11-06T02:52:59Z,3490000,False,,,0,,H. Jones REBOUND (Off:1 Def:2),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Right Center,,,352.0,3.0,2.0,1.0,,,,,,,,,,,,,,
354,PT10M53.00S,2025-11-06T02:53:11.0Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1626172,16.376478318002626,26.96078431372549,1610612740,50,52,2025-11-06T02:53:20Z,3500000,False,115.0,101.0,1,left,MISS K. Looney 15' Jump Shot - blocked,"[1626172, 1629655]",1610612740.0,NOP,,,,Looney,K. Looney,,,,,Mid-Range,8-16 Right,15.35,Missed,,,,,Gafford,1629655.0,,,,,,,,,,,,
355,PT10M53.00S,2025-11-06T02:53:11.0Z,3,REGULAR,block,,[],1629655,,,1610612740,50,52,2025-11-06T02:53:15Z,3510000,False,,,0,,D. Gafford BLOCK (1 BLK),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
356,PT10M51.00S,2025-11-06T02:53:13.0Z,3,REGULAR,rebound,offensive,[],1642847,,,1610612740,50,52,2025-11-06T02:53:20Z,3520000,False,,,0,,J. Fears REBOUND (Off:1 Def:4),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Mid-Range,8-16 Right,,,354.0,5.0,4.0,1.0,,,,,,,,,,,,,,
357,PT10M49.00S,2025-11-06T02:53:16.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642847,7.5722733245729295,50.49019607843137,1610612740,50,54,2025-11-06T02:56:11Z,3530000,False,-2.0,19.0,1,left,J. Fears fadeaway Jump Shot (9 PTS),[1642847],1610612740.0,NOP,fadeaway,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,1.89,Made,,,,,,,,9.0,,,,,,,,,,
358,PT10M32.00S,2025-11-06T02:53:32.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631108,90.75229960578186,40.44117647058824,1610612742,50,54,2025-11-06T02:56:41Z,3540000,False,-48.0,34.0,1,right,MISS M. Christie driving finger roll Layup,[1631108],1610612742.0,DAL,driving finger roll,,,Christie,M. Christie,,,,,In The Paint (Non-RA),0-8 Center,5.89,Missed,,,,,,,,,,,,,,,,,,
359,PT10M28.00S,2025-11-06T02:53:36.5Z,3,REGULAR,rebound,offensive,[],1629655,,,1610612742,50,54,2025-11-06T02:53:38Z,3550000,False,,,0,,D. Gafford REBOUND (Off:2 Def:3),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,358.0,5.0,3.0,2.0,,,,,,,,,,,,,,
360,PT10M28.00S,2025-11-06T02:53:35.9Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629655,94.40999984741211,50.0,1610612742,52,54,2025-11-06T02:53:44Z,3560000,False,0.0,0.0,1,right,D. Gafford tip Layup (6 PTS),[1629655],1610612742.0,DAL,tip,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,6.0,,,,,,,,,,
361,PT10M12.00S,2025-11-06T02:53:51.0Z,3,REGULAR,2pt,Jump Shot,[],1642847,21.23850197109067,65.19607843137256,1610612740,52,54,2025-11-06T02:57:16Z,3570000,False,-76.0,147.0,1,left,MISS J. Fears 16' pullup Shot,[1642847],1610612740.0,NOP,pullup,,,Fears,J. Fears,,,,,Mid-Range,16-24 Left Center,16.56,Missed,,,,,,,,,,,,,,,,,,
362,PT10M11.00S,2025-11-06T02:53:53.7Z,3,REGULAR,rebound,offensive,[],1626172,,,1610612740,52,54,2025-11-06T02:53:53Z,3580000,False,,,0,,K. Looney REBOUND (Off:3 Def:2),[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,Mid-Range,16-24 Left Center,,,361.0,5.0,2.0,3.0,,,,,,,,,,,,,,
363,PT10M09.00S,2025-11-06T02:53:55.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630529,31.09395532194481,29.166666666666668,1610612740,52,54,2025-11-06T02:54:02Z,3590000,False,104.0,240.0,1,left,MISS H. Jones 26' 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Right Center,26.15,Missed,,,,,,,,,,,,,,,,,,
364,PT10M07.00S,2025-11-06T02:53:57.2Z,3,REGULAR,rebound,offensive,[],1626172,,,1610612740,52,54,2025-11-06T02:54:02Z,3600000,False,,,0,,K. Looney REBOUND (Off:4 Def:2),[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Right Center,,,363.0,6.0,2.0,4.0,,,,,,,,,,,,,,
365,PT09M59.00S,2025-11-06T02:54:07.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630180,10.463206307490145,50.73529411764706,1610612740,52,54,2025-11-06T02:56:29Z,3610000,False,-4.0,46.0,1,left,MISS S. Bey driving Layup - blocked,"[1630180, 1626156]",1610612740.0,NOP,driving,,,Bey,S. Bey,,,,,In The Paint (Non-RA),0-8 Center,4.6,Missed,,,,,Russell,1626156.0,,,,,,,,,,,,
366,PT09M59.00S,2025-11-06T02:54:07.9Z,3,REGULAR,block,,[],1626156,,,1610612740,52,54,2025-11-06T02:54:11Z,3620000,False,,,0,,D. Russell BLOCK (1 BLK),[1626156],1610612742.0,DAL,,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
367,PT09M58.00S,2025-11-06T02:54:08.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612742,52,54,2025-11-06T02:54:21Z,3630000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,365.0,,,,,,,,,,,,,,,,,
369,PT09M45.00S,2025-11-06T02:54:26.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642843,83.78777923784494,58.57843137254902,1610612742,52,54,2025-11-06T02:58:41Z,3650000,False,43.0,100.0,1,right,MISS C. Flagg 10' fadeaway Shot,[1642843],1610612742.0,DAL,fadeaway,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),8-16 Center,10.87,Missed,,,,,,,,,,,,,,,,,,
370,PT09M42.00S,2025-11-06T02:54:29.1Z,3,REGULAR,rebound,defensive,[],1630180,,,1610612740,52,54,2025-11-06T03:03:24Z,3660000,False,,,0,,S. Bey REBOUND (Off:0 Def:6),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,In The Paint (Non-RA),8-16 Center,,,369.0,6.0,6.0,0.0,,,,,,,,,,,,,,
373,PT09M33.00S,2025-11-06T02:54:38.0Z,3,REGULAR,3pt,Jump Shot,[],1630180,23.078186596583443,88.72549019607843,1610612740,52,57,2025-11-06T02:54:44Z,3690000,False,-194.0,164.0,1,left,S. Bey 25' 3PT  (13 PTS) (J. Fears 3 AST),"[1630180, 1642847]",1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,25.4,Made,,,,,,,,13.0,J. Fears,1642847.0,3.0,,,,,,,
375,PT09M13.00S,2025-11-06T02:54:58.2Z,3,REGULAR,3pt,Jump Shot,[],1629023,68.01905387647832,70.34313725490196,1610612742,55,57,2025-11-06T02:55:01Z,3710000,False,102.0,248.0,1,right,P. Washington 26' 3PT  (14 PTS) (D. Russell 1 AST),"[1629023, 1626156]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,26.81,Made,,,,,,,,14.0,D. Russell,1626156.0,1.0,,,,,,,
377,PT09M01.00S,2025-11-06T02:55:10.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630530,10.5946123521682,40.68627450980392,1610612740,55,57,2025-11-06T02:55:14Z,3730000,False,47.0,47.0,1,left,MISS T. Murphy III 6' driving floating Shot,[1630530],1610612740.0,NOP,driving floating,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),0-8 Center,6.63,Missed,,,,,,,,,,,,,,,,,,
378,PT08M58.00S,2025-11-06T02:55:12.4Z,3,REGULAR,rebound,defensive,[],1629023,,,1610612742,55,57,2025-11-06T02:55:12Z,3740000,False,,,0,,P. Washington REBOUND (Off:3 Def:8),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,377.0,11.0,8.0,3.0,,,,,,,,,,,,,,
379,PT08M55.00S,2025-11-06T02:55:16.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1626156,74.85216819973719,12.745098039215685,1610612742,58,57,2025-11-06T02:55:22Z,3750000,False,-186.0,184.0,1,right,D. Russell 26' 3PT running pullup (7 PTS) (M. Christie 1 AST),"[1626156, 1631108]",1610612742.0,DAL,running pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,26.18,Made,,,,,,,,7.0,M. Christie,1631108.0,1.0,,,,,,,
381,PT08M37.00S,2025-11-06T02:55:34.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642847,9.937582128777924,47.30392156862745,1610612740,58,57,2025-11-06T03:04:19Z,3770000,False,13.0,41.0,1,left,MISS J. Fears driving finger roll Layup - blocked,"[1642847, 1629655]",1610612740.0,NOP,driving finger roll,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,4.31,Missed,,,,,Gafford,1629655.0,,,,,,,,,,,,
382,PT08M37.00S,2025-11-06T02:55:34.2Z,3,REGULAR,block,,[],1629655,,,1610612740,58,57,2025-11-06T02:55:36Z,3780000,False,,,0,,D. Gafford BLOCK (2 BLK),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
383,PT08M35.00S,2025-11-06T02:55:36.2Z,3,REGULAR,rebound,defensive,[],1642843,,,1610612742,58,57,2025-11-06T02:55:38Z,3790000,False,,,0,,C. Flagg REBOUND (Off:0 Def:4),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,Restricted Area,0-8 Center,,,381.0,4.0,4.0,0.0,,,,,,,,,,,,,,
384,PT08M32.00S,2025-11-06T02:55:40.8Z,3,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612742,58,57,2025-11-06T02:55:49Z,3800000,False,,,0,,H. Jones shooting personal FOUL (1 PF) (Washington 2 FT),"[1630529, 1629023]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,1628171.0,,,,,,,,1.0,0.0,Washington,1629023.0
386,PT08M32.00S,2025-11-06T02:56:14.4Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1629023,,,1610612742,58,57,2025-11-06T02:56:14Z,3820000,False,,,0,,MISS P. Washington Free Throw 1 of 2,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
387,PT08M32.00S,2025-11-06T02:56:14.4Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,58,57,2025-11-06T02:56:14Z,3830000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,386.0,,,,,,,,,,,,,,,,,
388,PT08M32.00S,2025-11-06T02:56:31.2Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1629023,,,1610612742,59,57,2025-11-06T02:56:31Z,3840000,False,,,0,,P. Washington Free Throw 2 of 2 (15 PTS),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,Made,,,,,,,,15.0,,,,,,,,,,
389,PT08M13.00S,2025-11-06T02:56:52.2Z,3,REGULAR,turnover,bad pass,[],1630530,,,1610612740,59,57,2025-11-06T02:56:55Z,3850000,False,,,0,,T. Murphy III bad pass TURNOVER (1 TO),"[1630530, 1629023]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1.0,Washington,1629023.0,,,,
390,PT08M13.00S,2025-11-06T02:56:52.2Z,3,REGULAR,steal,,[],1629023,,,1610612742,59,57,2025-11-06T02:56:53Z,3860000,False,,,0,,P. Washington STEAL (1 STL),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
391,PT08M08.00S,2025-11-06T02:56:58.1Z,3,REGULAR,turnover,bad pass,[],1629023,,,1610612742,59,57,2025-11-06T02:57:03Z,3870000,False,,,0,,P. Washington bad pass TURNOVER (2 TO),"[1629023, 1630530]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,2.0,Murphy III,1630530.0,,,,
392,PT08M08.00S,2025-11-06T02:56:58.1Z,3,REGULAR,steal,,[],1630530,,,1610612740,59,57,2025-11-06T02:57:00Z,3880000,False,,,0,,T. Murphy III STEAL (1 STL),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
393,PT08M00.00S,2025-11-06T02:57:05.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1642847,24.78646517739816,12.5,1610612740,59,57,2025-11-06T02:57:09Z,3890000,False,188.0,180.0,1,left,MISS J. Fears 26' 3PT,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Above the Break 3,24+ Right Center,26.03,Missed,,,,,,,,,,,,,,,,,,
394,PT07M58.00S,2025-11-06T02:57:07.2Z,3,REGULAR,rebound,defensive,[],1629655,,,1610612742,59,57,2025-11-06T02:57:09Z,3900000,False,,,0,,D. Gafford REBOUND (Off:2 Def:4),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Right Center,,,393.0,6.0,4.0,2.0,,,,,,,,,,,,,,
395,PT07M51.00S,2025-11-06T02:57:14.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631108,93.77463863337714,46.07843137254902,1610612742,61,57,2025-11-06T02:57:20Z,3910000,False,-20.0,6.0,1,right,M. Christie cutting DUNK (7 PTS) (D. Russell 2 AST),"[1631108, 1626156]",1610612742.0,DAL,cutting,,,Christie,M. Christie,,,,,Restricted Area,0-8 Center,2.05,Made,,,,,,,,7.0,D. Russell,1626156.0,2.0,,,,,,,
397,PT07M51.00S,2025-11-06T02:57:19.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,61,57,2025-11-06T02:57:19Z,3930000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT07M51.00S,2025-11-06T02:57:36.8Z,3,REGULAR,substitution,out,[],1642843,,,1610612740,61,57,2025-11-06T03:00:16Z,3940000,False,,,0,,SUB out: C. Flagg,[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT07M51.00S,2025-11-06T02:57:36.8Z,3,REGULAR,substitution,out,[],1629655,,,1610612740,61,57,2025-11-06T03:00:16Z,3950000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT07M51.00S,2025-11-06T02:57:36.8Z,3,REGULAR,substitution,out,[],1642847,,,1610612740,61,57,2025-11-06T03:00:16Z,3960000,False,,,0,,SUB out: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT07M51.00S,2025-11-06T02:57:36.8Z,3,REGULAR,substitution,out,[],1626172,,,1610612740,61,57,2025-11-06T03:00:16Z,3970000,False,,,0,,SUB out: K. Looney,[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT07M51.00S,2025-11-06T02:57:36.8Z,3,REGULAR,substitution,in,[],1628997,,,1610612740,61,57,2025-11-06T03:00:16Z,3980000,False,,,0,,SUB in: C. Martin,[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT07M51.00S,2025-11-06T02:57:36.8Z,3,REGULAR,substitution,in,[],1630230,,,1610612740,61,57,2025-11-06T03:00:16Z,3990000,False,,,0,,SUB in: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT07M51.00S,2025-11-06T02:57:36.8Z,3,REGULAR,substitution,in,[],1630631,,,1610612740,61,57,2025-11-06T03:00:16Z,4000000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT07M51.00S,2025-11-06T02:57:36.8Z,3,REGULAR,substitution,in,[],1631255,,,1610612740,61,57,2025-11-06T03:00:16Z,4010000,False,,,0,,SUB in: K. Matković,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT07M34.00S,2025-11-06T03:00:43.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,6.915243101182654,45.83333333333333,1610612740,61,59,2025-11-06T03:00:47Z,4020000,False,21.0,13.0,1,left,H. Jones driving Layup (6 PTS) (T. Murphy III 2 AST),"[1630529, 1630530]",1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,2.43,Made,,,,,,,,6.0,T. Murphy III,1630530.0,2.0,,,,,,,
408,PT07M19.00S,2025-11-06T03:00:57.6Z,3,REGULAR,3pt,Jump Shot,[],1631108,70.90998685939553,78.43137254901961,1610612742,64,59,2025-11-06T03:01:02Z,4040000,False,142.0,221.0,1,right,M. Christie 26' 3PT  (10 PTS) (D. Russell 3 AST),"[1631108, 1626156]",1610612742.0,DAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Right Center,26.27,Made,,,,,,,,10.0,D. Russell,1626156.0,3.0,,,,,,,
410,PT07M04.00S,2025-11-06T03:01:13.3Z,3,REGULAR,3pt,Jump Shot,[],1630180,14.799605781865965,94.85294117647058,1610612740,64,62,2025-11-06T03:01:17Z,4060000,False,-224.0,87.0,1,left,S. Bey 24' 3PT  (16 PTS) (J. Alvarado 2 AST),"[1630180, 1630631]",1610612740.0,NOP,,,,Bey,S. Bey,,,,,Left Corner 3,24+ Left,24.04,Made,,,,,,,,16.0,J. Alvarado,1630631.0,2.0,,,,,,,
412,PT06M52.00S,2025-11-06T03:01:29.9Z,3,REGULAR,foul,offensive,[],1630230,,,1610612742,64,62,2025-11-06T03:01:42Z,4080000,False,,,0,,N. Marshall off-the-ball offensive FOUL (2 PF),"[1630230, 1630530]",1610612742.0,DAL,off-the-ball,,,Marshall,N. Marshall,,,,,Mid-Range,16-24 Left Center,,,,,,,,,1155.0,,,,,,,,2.0,0.0,Murphy III,1630530.0
414,PT06M52.00S,2025-11-06T03:01:29.9Z,3,REGULAR,turnover,offensive foul,[],1630230,,,1610612742,64,62,2025-11-06T03:01:29Z,4100000,False,,,0,,N. Marshall offensive foul TURNOVER (1 TO),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Mid-Range,16-24 Left Center,,,,,,,,,1155.0,,,,,1.0,,,,,,
415,PT06M32.00S,2025-11-06T03:01:58.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630180,5.863994743758213,58.82352941176471,1610612740,64,64,2025-11-06T03:02:03Z,4110000,False,-44.0,3.0,1,left,S. Bey driving floating bank Jump Shot (18 PTS) (H. Jones 2 AST),"[1630180, 1630529]",1610612740.0,NOP,driving floating bank,,,Bey,S. Bey,,,,,In The Paint (Non-RA),0-8 Center,4.42,Made,,,,,,,,18.0,H. Jones,1630529.0,2.0,,,,,,,
