actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,pointsTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
556,PT11M12.00S,2025-10-25T02:27:32.3Z,4,REGULAR,foul,offensive,[],1642843,,,1610612742,78,91,2025-10-25T02:27:38Z,5530000,False,,,0,,C. Flagg offensive FOUL (2 PF),"[1642843, 1642273]",1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,204059.0,2.0,0.0,,George,1642273.0,,,,,
558,PT11M12.00S,2025-10-25T02:27:32.3Z,4,REGULAR,turnover,offensive foul,[],1642843,,,1610612742,78,91,2025-10-25T02:27:32Z,5550000,False,,,0,,C. Flagg offensive foul TURNOVER (3 TO),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,Mid-Range,16-24 Right Center,3.0,,,,,,,,,204059.0,,,,,,,,,,
559,PT10M58.00S,2025-10-25T02:27:54.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1642848,74.06373193166885,15.196078431372548,1610612764,78,91,2025-10-25T02:45:47Z,5560000,False,-174.0,191.0,1,right,MISS T. Johnson 25' pullup 3PT,[1642848],1610612764.0,WAS,pullup,,,Johnson,T. Johnson,,,,,Above the Break 3,24+ Left Center,,,,25.86,Missed,,,,,,,,,,,,,,,
560,PT10M57.00S,2025-10-25T02:27:55.3Z,4,REGULAR,rebound,defensive,[],1630230,,,1610612742,78,91,2025-10-25T02:27:59Z,5570000,False,,,0,,N. Marshall REBOUND (Off:1 Def:3),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Left Center,,,,,,559.0,4.0,3.0,1.0,,,,,,,,,,,
561,PT10M50.00S,2025-10-25T02:28:03.9Z,4,REGULAR,3pt,Jump Shot,[],1629023,2.8416557161629434,96.56862745098039,1610612742,81,91,2025-10-25T02:28:08Z,5580000,False,-233.0,-26.0,1,left,P. Washington 3PT  (16 PTS) (N. Marshall 3 AST),"[1629023, 1630230]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,,,,23.42,Made,,,,,,,,16.0,,,N. Marshall,1630230.0,3.0,,
563,PT10M35.00S,2025-10-25T02:28:18.2Z,4,REGULAR,3pt,Jump Shot,[],1630557,82.34231274638634,94.36274509803921,1610612764,81,94,2025-10-25T02:28:22Z,5600000,False,222.0,113.0,1,right,C. Kispert 24' 3PT  (5 PTS) (C. Whitmore 1 AST),"[1630557, 1641715]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Right Center,,,,24.92,Made,,,,,,,,5.0,,,C. Whitmore,1641715.0,1.0,,
565,PT10M18.00S,2025-10-25T02:28:36.4Z,4,REGULAR,foul,personal,['2freethrow'],1642273,,,1610612742,81,94,2025-10-25T02:28:46Z,5620000,False,,,0,,K. George shooting personal FOUL (3 PF) (Flagg 2 FT),"[1642273, 1642843]",1610612764.0,WAS,shooting,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628485.0,3.0,0.0,,Flagg,1642843.0,,,,,
567,PT10M18.00S,2025-10-25T02:29:08.5Z,4,REGULAR,freethrow,1 of 2,[],1642843,,,1610612742,82,94,2025-10-25T02:29:08Z,5640000,False,,,0,,C. Flagg Free Throw 1 of 2 (8 PTS),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,,,,,,,Made,,,,,,,,8.0,,,,,,,
568,PT10M18.00S,2025-10-25T02:29:30.4Z,4,REGULAR,freethrow,2 of 2,[],1642843,,,1610612742,83,94,2025-10-25T02:29:30Z,5650000,False,,,0,,C. Flagg Free Throw 2 of 2 (9 PTS),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,,,,,,,Made,,,,,,,,9.0,,,,,,,
569,PT10M08.00S,2025-10-25T02:29:41.3Z,4,REGULAR,turnover,out-of-bounds,[],1642273,,,1610612764,83,94,2025-10-25T02:29:47Z,5660000,False,,,0,,K. George bad pass out-of-bounds TURNOVER (3 TO),[1642273],1610612764.0,WAS,bad pass,,,George,K. George,,,,,Above the Break 3,24+ Center,3.0,,,,,,,,,204059.0,,,,,,,,,,
570,PT09M58.00S,2025-10-25T02:30:01.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1631108,22.815374507227332,11.519607843137255,1610612742,86,94,2025-10-25T02:30:12Z,5670000,False,192.0,162.0,1,left,M. Christie 25' 3PT  (9 PTS) (C. Flagg 5 AST),"[1631108, 1642843]",1610612742.0,DAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Right Center,,,,25.15,Made,,,,,,,,9.0,,,C. Flagg,1642843.0,5.0,,
572,PT09M55.00S,2025-10-25T02:30:06.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,86,94,2025-10-25T02:30:07Z,5690000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT09M33.00S,2025-10-25T02:33:30.2Z,4,REGULAR,3pt,Jump Shot,[],1628963,77.08607095926413,11.519607843137255,1610612764,86,94,2025-10-25T02:33:36Z,5700000,False,-192.0,163.0,1,right,MISS M. Bagley III 25' 3PT,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Above the Break 3,24+ Left Center,,,,25.21,Missed,,,,,,,,,,,,,,,
574,PT09M30.00S,2025-10-25T02:33:33.2Z,4,REGULAR,rebound,defensive,[],1630230,,,1610612742,86,94,2025-10-25T02:33:36Z,5710000,False,,,0,,N. Marshall REBOUND (Off:1 Def:4),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Left Center,,,,,,573.0,5.0,4.0,1.0,,,,,,,,,,,
575,PT09M21.00S,2025-10-25T02:33:42.3Z,4,REGULAR,3pt,Jump Shot,[],1631108,4.681340341655716,97.05882352941177,1610612742,86,94,2025-10-25T02:33:48Z,5720000,False,-235.0,-8.0,1,left,MISS M. Christie 3PT,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,Left Corner 3,24+ Left,,,,23.55,Missed,,,,,,,,,,,,,,,
576,PT09M16.00S,2025-10-25T02:33:47.3Z,4,REGULAR,rebound,defensive,[],1628963,,,1610612764,86,94,2025-10-25T02:33:48Z,5730000,False,,,0,,M. Bagley III REBOUND (Off:2 Def:2),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Left Corner 3,24+ Left,,,,,,575.0,4.0,2.0,2.0,,,,,,,,,,,
577,PT09M12.00S,2025-10-25T02:33:51.0Z,4,REGULAR,turnover,lost ball,[],1641715,,,1610612764,86,94,2025-10-25T02:33:54Z,5740000,False,,,0,,C. Whitmore lost ball TURNOVER (1 TO),"[1641715, 1641726]",1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Right Center,1.0,Lively II,1641726.0,,,,,,,,,,,,,,,,,
578,PT09M12.00S,2025-10-25T02:33:51.0Z,4,REGULAR,steal,,[],1641726,,,1610612742,86,94,2025-10-25T02:33:52Z,5750000,False,,,0,,D. Lively II STEAL (2 STL),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
579,PT09M04.00S,2025-10-25T02:33:59.9Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1641726,10.38107752956636,63.50337009803921,1610612742,88,94,2025-10-25T02:34:07Z,5760000,False,-68.0,45.0,1,left,D. Lively II 8' turnaround Hook (8 PTS) (M. Christie 2 AST),"[1641726, 1631108]",1610612742.0,DAL,turnaround,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),8-16 Left,,,,8.12,Made,,,,,,,,8.0,,,M. Christie,1631108.0,2.0,,
581,PT08M52.00S,2025-10-25T02:34:12.0Z,4,REGULAR,foul,personal,[],1630230,,,1610612764,88,94,2025-10-25T02:34:50Z,5780000,False,,,0,,N. Marshall personal FOUL (1 PF),"[1630230, 1642273]",1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Mid-Range,16-24 Center,,,,,,,,,,201245.0,1.0,0.0,,George,1642273.0,,,,,
583,PT08M52.00S,2025-10-25T02:34:20.6Z,4,REGULAR,substitution,out,[],1641726,,,1610612764,88,94,2025-10-25T02:34:46Z,5800000,False,,,0,,SUB out: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT08M52.00S,2025-10-25T02:34:20.6Z,4,REGULAR,substitution,out,[],1641715,,,1610612764,88,94,2025-10-25T02:34:46Z,5810000,False,,,0,,SUB out: C. Whitmore,[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT08M52.00S,2025-10-25T02:34:20.6Z,4,REGULAR,substitution,out,[],1642273,,,1610612764,88,94,2025-10-25T02:34:46Z,5820000,False,,,0,,SUB out: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT08M52.00S,2025-10-25T02:34:20.6Z,4,REGULAR,substitution,in,[],203076,,,1610612764,88,94,2025-10-25T02:34:46Z,5830000,False,,,0,,SUB in: A. Davis,[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT08M52.00S,2025-10-25T02:34:20.6Z,4,REGULAR,substitution,in,[],203468,,,1610612764,88,94,2025-10-25T02:34:46Z,5840000,False,,,0,,SUB in: C. McCollum,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT08M52.00S,2025-10-25T02:34:20.6Z,4,REGULAR,substitution,in,[],1642267,,,1610612764,88,94,2025-10-25T02:34:46Z,5850000,False,,,0,,SUB in: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT08M44.00S,2025-10-25T02:35:03.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628963,92.9862023653088,49.754901960784316,1610612764,88,96,2025-10-25T02:35:10Z,5860000,False,-1.0,13.0,1,right,M. Bagley III driving Layup (10 PTS) (C. Kispert 4 AST),"[1628963, 1630557]",1610612764.0,WAS,driving,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,1.35,Made,,,,,,,,10.0,,,C. Kispert,1630557.0,4.0,,
591,PT08M25.00S,2025-10-25T02:35:23.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,9.986859395532194,46.61458333333333,1610612742,90,96,2025-10-25T02:36:47Z,5880000,False,17.0,41.0,1,left,P. Washington driving Layup (18 PTS) (A. Davis 3 AST),"[1629023, 203076]",1610612742.0,DAL,driving,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,,4.47,Made,,,,,,,,18.0,,,A. Davis,203076.0,3.0,,
593,PT08M25.00S,2025-10-25T02:35:27.4Z,4,REGULAR,foul,personal,['1freethrow'],1630557,,,1610612742,90,96,2025-10-25T02:35:37Z,5900000,False,,,0,,C. Kispert shooting personal FOUL (2 PF) (Washington 1 FT),"[1630557, 1629023]",1610612764.0,WAS,shooting,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,201245.0,2.0,0.0,,Washington,1629023.0,,,,,
595,PT08M25.00S,2025-10-25T02:35:38.4Z,4,REGULAR,substitution,out,[],1642848,,,1610612742,90,96,2025-10-25T02:36:11Z,5920000,False,,,0,,SUB out: T. Johnson,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT08M25.00S,2025-10-25T02:35:38.4Z,4,REGULAR,substitution,in,[],203114,,,1610612742,90,96,2025-10-25T02:36:11Z,5930000,False,,,0,,SUB in: K. Middleton,[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT08M25.00S,2025-10-25T02:36:10.0Z,4,REGULAR,freethrow,1 of 1,[],1629023,,,1610612742,90,96,2025-10-25T02:36:10Z,5940000,False,,,0,,MISS P. Washington Free Throw 1 of 1,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
598,PT08M23.00S,2025-10-25T02:36:11.4Z,4,REGULAR,rebound,defensive,[],1642267,,,1610612764,90,96,2025-10-25T02:36:11Z,5950000,False,,,0,,B. Carrington REBOUND (Off:0 Def:3),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,597.0,3.0,3.0,0.0,,,,,,,,,,,
599,PT08M17.00S,2025-10-25T02:36:16.6Z,4,REGULAR,turnover,lost ball,[],1642267,,,1610612764,90,96,2025-10-25T02:36:21Z,5960000,False,,,0,,B. Carrington lost ball TURNOVER (1 TO),"[1642267, 1630230]",1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Right Center,1.0,Marshall,1630230.0,,,,,,,,,,,,,,,,,
600,PT08M17.00S,2025-10-25T02:36:16.6Z,4,REGULAR,steal,,[],1630230,,,1610612742,90,96,2025-10-25T02:36:18Z,5970000,False,,,0,,N. Marshall STEAL (2 STL),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
601,PT08M14.00S,2025-10-25T02:36:22.4Z,4,REGULAR,turnover,out-of-bounds,[],1629023,,,1610612742,90,96,2025-10-25T02:36:34Z,5980000,False,,,0,,P. Washington bad pass out-of-bounds TURNOVER (8 TO),[1629023],1610612742.0,DAL,bad pass,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,8.0,,,,,,,,,1628485.0,,,,,,,,,,
602,PT08M14.00S,2025-10-25T02:36:24.6Z,4,REGULAR,substitution,out,[],1631108,,,1610612764,90,96,2025-10-25T02:36:28Z,5990000,False,,,0,,SUB out: M. Christie,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT08M14.00S,2025-10-25T02:36:24.6Z,4,REGULAR,substitution,in,[],1630702,,,1610612764,90,96,2025-10-25T02:36:28Z,6000000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT08M01.00S,2025-10-25T02:36:48.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203468,92.9862023653088,53.67647058823529,1610612764,90,98,2025-10-25T02:36:57Z,6010000,False,18.0,13.0,1,right,C. McCollum driving finger roll Layup (6 PTS),[203468],1610612764.0,WAS,driving finger roll,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,2.28,Made,,,,,,,,6.0,,,,,,,
605,PT07M51.00S,2025-10-25T02:37:00.9Z,4,REGULAR,foul,personal,['2freethrow'],1630557,,,1610612742,90,98,2025-10-25T02:37:07Z,6020000,False,,,0,,C. Kispert shooting personal FOUL (3 PF) (Hardy 2 FT),"[1630557, 1630702]",1610612764.0,WAS,shooting,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,204059.0,3.0,0.0,,Hardy,1630702.0,,,,,
607,PT07M51.00S,2025-10-25T02:37:29.1Z,4,REGULAR,freethrow,1 of 2,[],1630702,,,1610612742,90,98,2025-10-25T02:37:29Z,6040000,False,,,0,,MISS J. Hardy Free Throw 1 of 2,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
608,PT07M51.00S,2025-10-25T02:37:29.1Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,90,98,2025-10-25T02:37:29Z,6050000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,607.0,,,,,,,,,,,,,,
609,PT07M51.00S,2025-10-25T02:37:42.3Z,4,REGULAR,freethrow,2 of 2,[],1630702,,,1610612742,91,98,2025-10-25T02:37:42Z,6060000,False,,,0,,J. Hardy Free Throw 2 of 2 (9 PTS),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,Made,,,,,,,,9.0,,,,,,,
610,PT07M39.00S,2025-10-25T02:37:55.2Z,4,REGULAR,foul,personal,['3freethrow'],1630230,,,1610612764,91,98,2025-10-25T02:38:03Z,6070000,False,,,0,,N. Marshall shooting personal FOUL (2 PF) (Carrington 3 FT),"[1630230, 1642267]",1610612742.0,DAL,shooting,,,Marshall,N. Marshall,,,,,Right Corner 3,24+ Right,,,,,,,,,,201245.0,2.0,0.0,,Carrington,1642267.0,,,,,
612,PT07M39.00S,2025-10-25T02:38:23.0Z,4,REGULAR,freethrow,1 of 3,[],1642267,,,1610612764,91,99,2025-10-25T02:38:23Z,6090000,False,,,0,,B. Carrington Free Throw 1 of 3 (2 PTS),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,Made,,,,,,,,2.0,,,,,,,
613,PT07M39.00S,2025-10-25T02:38:36.1Z,4,REGULAR,freethrow,2 of 3,[],1642267,,,1610612764,91,100,2025-10-25T02:38:36Z,6100000,False,,,0,,B. Carrington Free Throw 2 of 3 (3 PTS),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,Made,,,,,,,,3.0,,,,,,,
614,PT07M39.00S,2025-10-25T02:38:36.6Z,4,REGULAR,substitution,out,[],1629023,,,1610612764,91,100,2025-10-25T02:38:41Z,6110000,False,,,0,,SUB out: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT07M39.00S,2025-10-25T02:38:36.6Z,4,REGULAR,substitution,in,[],1641726,,,1610612764,91,100,2025-10-25T02:38:41Z,6120000,False,,,0,,SUB in: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT07M39.00S,2025-10-25T02:38:54.0Z,4,REGULAR,freethrow,3 of 3,[],1642267,,,1610612764,91,101,2025-10-25T02:38:54Z,6130000,False,,,0,,B. Carrington Free Throw 3 of 3 (4 PTS),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,Made,,,,,,,,4.0,,,,,,,
617,PT07M21.00S,2025-10-25T02:39:15.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628963,,,1610612742,91,101,2025-10-25T02:39:22Z,6140000,False,,,0,,M. Bagley III shooting personal FOUL (3 PF) (Davis 2 FT),"[1628963, 203076]",1610612764.0,WAS,shooting,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,201245.0,3.0,0.0,,Davis,203076.0,,,,,
620,PT07M21.00S,2025-10-25T02:40:11.3Z,4,REGULAR,freethrow,1 of 2,[],203076,,,1610612742,92,101,2025-10-25T02:40:11Z,6170000,False,,,0,,A. Davis Free Throw 1 of 2 (25 PTS),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,,,,,,,Made,,,,,,,,25.0,,,,,,,
621,PT07M21.00S,2025-10-25T02:40:29.9Z,4,REGULAR,freethrow,2 of 2,[],203076,,,1610612742,93,101,2025-10-25T02:40:29Z,6180000,False,,,0,,A. Davis Free Throw 2 of 2 (26 PTS),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,,,,,,,Made,,,,,,,,26.0,,,,,,,
622,PT07M11.00S,2025-10-25T02:40:42.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,82.47371879106439,53.92156862745098,1610612764,93,101,2025-10-25T02:40:49Z,6190000,False,20.0,112.0,1,right,MISS C. McCollum 11' driving floating Shot,[203468],1610612764.0,WAS,driving floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,,,,11.39,Missed,,,,,,,,,,,,,,,
623,PT07M07.00S,2025-10-25T02:40:46.8Z,4,REGULAR,rebound,defensive,[],1642843,,,1610612742,93,101,2025-10-25T02:40:49Z,6200000,False,,,0,,C. Flagg REBOUND (Off:1 Def:4),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),8-16 Center,,,,,,622.0,5.0,4.0,1.0,,,,,,,,,,,
624,PT07M03.00S,2025-10-25T02:40:51.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628963,,,1610612742,93,101,2025-10-25T02:41:02Z,6210000,False,,,0,,M. Bagley III shooting personal FOUL (4 PF) (Flagg 2 FT),"[1628963, 1642843]",1610612764.0,WAS,shooting,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628485.0,4.0,0.0,,Flagg,1642843.0,,,,,
626,PT07M03.00S,2025-10-25T02:41:14.5Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1642843,,,1610612742,94,101,2025-10-25T02:41:14Z,6230000,False,,,0,,C. Flagg Free Throw 1 of 2 (10 PTS),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,,,,,,,Made,,,,,,,,10.0,,,,,,,
627,PT07M03.00S,2025-10-25T02:41:28.1Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1642843,,,1610612742,95,101,2025-10-25T02:41:28Z,6240000,False,,,0,,C. Flagg Free Throw 2 of 2 (11 PTS),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,,,,,,,Made,,,,,,,,11.0,,,,,,,
628,PT06M48.00S,2025-10-25T02:41:44.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642267,89.70105124835742,51.9607843137255,1610612764,95,101,2025-10-25T02:41:51Z,6250000,False,10.0,44.0,1,right,MISS B. Carrington driving floating Shot,[1642267],1610612764.0,WAS,driving floating,,,Carrington,B. Carrington,,,,,In The Paint (Non-RA),0-8 Center,,,,4.54,Missed,,,,,,,,,,,,,,,
629,PT06M46.00S,2025-10-25T02:41:46.4Z,4,REGULAR,rebound,defensive,[],1630230,,,1610612742,95,101,2025-10-25T02:41:51Z,6260000,False,,,0,,N. Marshall REBOUND (Off:1 Def:5),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,,,,,,628.0,6.0,5.0,1.0,,,,,,,,,,,
630,PT06M40.00S,2025-10-25T02:41:52.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1642843,6.652431011826544,50.49019607843137,1610612742,97,101,2025-10-25T02:41:56Z,6270000,False,-2.0,10.0,1,left,C. Flagg driving DUNK (13 PTS) (N. Marshall 4 AST),"[1642843, 1630230]",1610612742.0,DAL,driving,,,Flagg,C. Flagg,,,,,Restricted Area,0-8 Center,,,,1.03,Made,,,,,,,,13.0,,,N. Marshall,1630230.0,4.0,,
632,PT06M34.00S,2025-10-25T02:42:01.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630557,93.64323258869908,48.28431372549019,1610612764,97,103,2025-10-25T02:42:09Z,6290000,False,-9.0,7.0,1,right,C. Kispert driving Layup (7 PTS) (C. McCollum 3 AST),"[1630557, 203468]",1610612764.0,WAS,driving,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,,,,1.13,Made,,,,,,,,7.0,,,C. McCollum,203468.0,3.0,,
634,PT06M34.00S,2025-10-25T02:42:03.2Z,4,REGULAR,foul,personal,['1freethrow'],1642843,,,1610612764,97,103,2025-10-25T02:42:34Z,6310000,False,,,0,,C. Flagg shooting personal FOUL (3 PF) (Kispert 1 FT),"[1642843, 1630557]",1610612742.0,DAL,shooting,,,Flagg,C. Flagg,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628485.0,3.0,0.0,,Kispert,1630557.0,,,,,
636,PT06M34.00S,2025-10-25T02:42:17.9Z,4,REGULAR,substitution,out,[],1630230,,,1610612764,97,103,2025-10-25T02:42:21Z,6330000,False,,,0,,SUB out: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT06M34.00S,2025-10-25T02:42:17.9Z,4,REGULAR,substitution,in,[],1629023,,,1610612764,97,103,2025-10-25T02:42:21Z,6340000,False,,,0,,SUB in: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT06M34.00S,2025-10-25T02:42:23.3Z,4,REGULAR,substitution,out,[],1628963,,,1610612764,97,103,2025-10-25T02:42:25Z,6350000,False,,,0,,SUB out: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT06M34.00S,2025-10-25T02:42:23.3Z,4,REGULAR,substitution,in,[],1642259,,,1610612764,97,103,2025-10-25T02:42:25Z,6360000,False,,,0,,SUB in: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT06M34.00S,2025-10-25T02:42:44.7Z,4,REGULAR,freethrow,1 of 1,[],1630557,,,1610612764,97,103,2025-10-25T02:42:57Z,6370000,False,,,0,,MISS C. Kispert Free Throw 1 of 1,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
641,PT06M34.00S,2025-10-25T02:42:44.7Z,4,REGULAR,rebound,defensive,[],1629023,,,1610612742,97,103,2025-10-25T02:42:57Z,6380000,False,,,0,,P. Washington REBOUND (Off:1 Def:8),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,640.0,9.0,8.0,1.0,,,,,,,,,,,
642,PT06M19.00S,2025-10-25T02:42:58.3Z,4,REGULAR,2pt,Jump Shot,[],1642843,28.465834428383708,44.11764705882353,1610612742,99,103,2025-10-25T02:43:08Z,6390000,False,29.0,215.0,1,left,C. Flagg 21' pullup Jump Shot (15 PTS),[1642843],1610612742.0,DAL,pullup,,,Flagg,C. Flagg,,,,,Mid-Range,16-24 Center,,,,21.71,Made,,,,,,,,15.0,,,,,,,
643,PT05M55.00S,2025-10-25T02:43:22.0Z,4,REGULAR,3pt,Jump Shot,[],203468,77.21747700394218,89.4607843137255,1610612764,99,103,2025-10-25T02:55:59Z,6400000,False,197.0,162.0,1,right,MISS C. McCollum 25' step back 3PT,[203468],1610612764.0,WAS,step back,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,,,,25.51,Missed,,,,,,,,,,,,,,,
644,PT05M53.00S,2025-10-25T02:43:24.0Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612742,99,103,2025-10-25T02:43:26Z,6410000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,643.0,,,,,,,,,,,,,,
