actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,jumpBallRecoverdPersonId
670,PT00M35.00S,2023-10-28T02:20:09.8Z,4,REGULAR,substitution,in,[],201145,,,1610612745,109,111,2023-10-28T02:20:21Z,6630000,False,,,0,,SUB in: J. Green,[201145],1610612745.0,HOU,,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
671,PT00M35.00S,2023-10-28T02:20:04.1Z,4,REGULAR,freethrow,2 of 2,[],1631095,,,1610612745,109,111,2023-10-28T02:20:50Z,6640000,False,,,0,,MISS J. Smith Jr. Free Throw 2 of 2,[1631095],1610612745.0,HOU,,,,,,,,,,Missed,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,
672,PT00M32.80S,2023-10-28T02:20:06.3Z,4,REGULAR,rebound,defensive,[],1641705,,,1610612759,109,111,2023-10-28T02:20:50Z,6650000,False,,,0,,V. Wembanyama REBOUND (Off:3 Def:5),[1641705],1610612759.0,SAS,,,,,,,,,,,,Wembanyama,V. Wembanyama,,,,671.0,8.0,5.0,3.0,,,,,,,,,,,
673,PT00M20.20S,2023-10-28T02:20:49.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641705,92.46057818659659,53.18627450980392,1610612759,111,111,2023-10-28T02:21:01Z,6660000,False,16.0,18.0,1,right,V. Wembanyama driving Layup (17 PTS) (K. Johnson 4 AST),"[1641705, 1629640]",1610612759.0,SAS,driving,,,,,,Restricted Area,0-8 Center,2.43,Made,17.0,Wembanyama,V. Wembanyama,K. Johnson,1629640.0,4.0,,,,,,,,,,,,,,,
675,PT00M20.20S,2023-10-28T02:20:56.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612745,111,111,2023-10-28T02:20:56Z,6680000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,PT00M20.20S,2023-10-28T02:22:44.8Z,4,REGULAR,substitution,out,[],201145,,,1610612745,111,111,2023-10-28T02:24:33Z,6700000,False,,,0,,SUB out: J. Green,[201145],1610612745.0,HOU,,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
677,PT00M20.20S,2023-10-28T02:22:44.8Z,4,REGULAR,substitution,in,[],1630578,,,1610612745,111,111,2023-10-28T02:24:33Z,6710000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,,,,,,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,
679,PT00M01.90S,2023-10-28T02:22:58.4Z,4,REGULAR,3pt,Jump Shot,[],1631095,32.933639947437584,77.69607843137256,1610612745,111,111,2023-10-28T02:25:47Z,6720000,False,-138.0,257.0,1,left,MISS J. Smith Jr. 29' 3PT,[1631095],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,29.2,Missed,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,
687,PT00M01.90S,2023-10-28T02:22:58.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612759,111,111,2023-10-28T02:25:47Z,6725000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,679.0,,,,,,,,,,,,,,
681,PT00M01.90S,2023-10-28T02:24:22.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612759,111,111,2023-10-28T02:25:19Z,6730000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,PT00M01.90S,2023-10-28T02:24:40.6Z,4,REGULAR,substitution,out,[],1630200,,,1610612759,111,111,2023-10-28T02:25:19Z,6740000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,,,,,,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,
683,PT00M01.90S,2023-10-28T02:24:40.6Z,4,REGULAR,substitution,in,[],1631110,,,1610612759,111,111,2023-10-28T02:25:19Z,6750000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,,,,,,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,
684,PT00M00.00S,2023-10-28T02:25:19.6Z,4,REGULAR,jumpball,recovered,[],1631110,,,1610612759,111,111,2023-10-28T02:25:19Z,6760000,False,,,0,,Jump Ball V. Wembanyama vs. D. Brooks: Tip to J. Sochan,"[1631110, 1641705, 1628415]",1610612759.0,SAS,heldball,J. Sochan,Wembanyama,1641705.0,Brooks,1628415.0,,,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,1631110.0
688,PT00M00.00S,2023-10-28T02:25:25.4Z,4,REGULAR,period,end,[],0,,,1610612759,111,111,2023-10-28T02:25:25Z,6790000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,PT05M00.00S,2023-10-28T02:27:05.5Z,5,OVERTIME,substitution,out,['startperiod'],1631110,,,1610612759,111,111,2023-10-28T02:27:58Z,6800000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,,,,,,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,
691,PT05M00.00S,2023-10-28T02:27:05.5Z,5,OVERTIME,substitution,in,['startperiod'],1630200,,,1610612759,111,111,2023-10-28T02:27:58Z,6810000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,,,,,,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,
692,PT05M00.00S,2023-10-28T02:28:14.1Z,5,OVERTIME,period,start,[],0,,,0,111,111,2023-10-28T02:28:14Z,6820000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,PT04M55.00S,2023-10-28T02:28:17.4Z,5,OVERTIME,jumpball,recovered,[],1627832,,,1610612745,111,111,2023-10-28T02:28:17Z,6840000,False,,,0,,Jump Ball A. Sengun vs. V. Wembanyama: Tip to F. VanVleet,"[1627832, 1630578, 1641705]",1610612745.0,HOU,startperiod,F. VanVleet,Sengun,1630578.0,Wembanyama,1641705.0,,,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,1627832.0
697,PT04M40.00S,2023-10-28T02:28:33.0Z,5,OVERTIME,2pt,Jump Shot,['pointsinthepaint'],1631095,15.850854139290407,55.88235294117647,1610612745,111,111,2023-10-28T02:28:43Z,6870000,False,-29.0,96.0,1,left,MISS J. Smith Jr. 10' pullup Shot,[1631095],1610612745.0,HOU,pullup,,,,,,In The Paint (Non-RA),8-16 Center,10.09,Missed,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,
698,PT04M39.00S,2023-10-28T02:28:34.7Z,5,OVERTIME,rebound,offensive,[],1630578,,,1610612745,111,111,2023-10-28T02:28:34Z,6880000,False,,,0,,A. Sengun REBOUND (Off:6 Def:8),[1630578],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Sengun,A. Sengun,,,,697.0,14.0,8.0,6.0,,,,,,,,,,,
699,PT04M34.00S,2023-10-28T02:28:39.3Z,5,OVERTIME,turnover,bad pass,[],1630578,,,1610612745,111,111,2023-10-28T02:28:49Z,6890000,False,,,0,,A. Sengun bad pass TURNOVER (4 TO),"[1630578, 1641705]",1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Sengun,A. Sengun,,,,,,,,,,,4.0,Wembanyama,1641705.0,,,,,
700,PT04M34.00S,2023-10-28T02:28:39.3Z,5,OVERTIME,steal,,[],1641705,,,1610612759,111,111,2023-10-28T02:28:41Z,6900000,False,,,0,,V. Wembanyama STEAL (2 STL),[1641705],1610612759.0,SAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,
701,PT04M31.00S,2023-10-28T02:28:45.7Z,5,OVERTIME,foul,personal,[],1628415,,,1610612759,111,111,2023-10-28T02:30:47Z,6910000,False,,,0,,D. Brooks personal FOUL (4 PF),"[1628415, 1641705]",1610612745.0,HOU,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Brooks,D. Brooks,,,,,,,,,,101283.0,,,,4.0,0.0,Wembanyama,1641705.0,
704,PT04M20.00S,2023-10-28T02:30:44.2Z,5,OVERTIME,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629640,87.20433639947439,48.03921568627451,1610612759,111,111,2023-10-28T02:30:51Z,6940000,False,-10.0,68.0,1,right,MISS K. Johnson 6' pullup Shot,[1629640],1610612759.0,SAS,pullup,,,,,,In The Paint (Non-RA),0-8 Center,6.85,Missed,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,
705,PT04M20.00S,2023-10-28T02:30:46.6Z,5,OVERTIME,rebound,offensive,['team'],0,,,1610612759,111,111,2023-10-28T02:30:46Z,6950000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,704.0,,,,,,,,,,,,,,
707,PT04M18.00S,2023-10-28T02:30:59.7Z,5,OVERTIME,2pt,Jump Shot,"['fromturnover', '2ndchance']",1641705,89.43823915900131,18.627450980392158,1610612759,113,111,2023-10-28T02:31:06Z,6970000,False,-157.0,47.0,1,right,V. Wembanyama 16' Jump Shot (19 PTS) (T. Jones 7 AST),"[1641705, 1630200]",1610612759.0,SAS,,,,,,,Mid-Range,16-24 Left,16.37,Made,19.0,Wembanyama,V. Wembanyama,T. Jones,1630200.0,7.0,,,,,,,,,,,,,,,
709,PT03M59.00S,2023-10-28T02:31:19.1Z,5,OVERTIME,turnover,bad pass,[],1630578,,,1610612745,113,111,2023-10-28T02:31:43Z,6990000,False,,,0,,A. Sengun bad pass TURNOVER (5 TO),"[1630578, 1630200]",1610612745.0,HOU,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Sengun,A. Sengun,,,,,,,,,,,5.0,Jones,1630200.0,,,,,
710,PT03M59.00S,2023-10-28T02:31:19.1Z,5,OVERTIME,steal,,[],1630200,,,1610612759,113,111,2023-10-28T02:31:21Z,7000000,False,,,0,,T. Jones STEAL (3 STL),[1630200],1610612759.0,SAS,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,
711,PT03M55.00S,2023-10-28T02:31:23.4Z,5,OVERTIME,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629640,91.01511169513797,45.588235294117645,1610612759,115,111,2023-10-28T02:34:28Z,7010000,False,-22.0,32.0,1,right,K. Johnson running DUNK (18 PTS) (T. Jones 8 AST),"[1629640, 1630200]",1610612759.0,SAS,running,,,,,,Restricted Area,0-8 Center,3.89,Made,18.0,Johnson,K. Johnson,T. Jones,1630200.0,8.0,,,,,,,,,,,,,,,
713,PT03M55.00S,2023-10-28T02:31:33.3Z,5,OVERTIME,timeout,full,['team'],0,,,1610612745,115,111,2023-10-28T02:31:33Z,7030000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,PT03M40.00S,2023-10-28T02:33:12.5Z,5,OVERTIME,foul,offensive,[],1630578,,,1610612745,115,111,2023-10-28T02:33:22Z,7040000,False,,,0,,A. Sengun offensive FOUL (4 PF),"[1630578, 1630200]",1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,,,,Sengun,A. Sengun,,,,,,,,,,101283.0,,,,4.0,0.0,Jones,1630200.0,
716,PT03M40.00S,2023-10-28T02:33:12.5Z,5,OVERTIME,turnover,offensive foul,[],1630578,,,1610612745,115,111,2023-10-28T02:33:12Z,7060000,False,,,0,,A. Sengun offensive foul TURNOVER (6 TO),[1630578],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,,,,Sengun,A. Sengun,,,,,,,,,,101283.0,6.0,,,,,,,
717,PT03M26.00S,2023-10-28T02:33:41.7Z,5,OVERTIME,3pt,Jump Shot,['fromturnover'],1630170,70.25295663600527,83.33333333333334,1610612759,115,111,2023-10-28T02:33:50Z,7070000,False,167.0,227.0,1,right,MISS D. Vassell 28' pullup 3PT,[1630170],1610612759.0,SAS,pullup,,,,,,Above the Break 3,24+ Right Center,28.17,Missed,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,
718,PT03M24.00S,2023-10-28T02:33:43.7Z,5,OVERTIME,rebound,defensive,[],1630224,,,1610612745,115,111,2023-10-28T02:33:50Z,7080000,False,,,0,,J. Green REBOUND (Off:1 Def:4),[1630224],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,,,,Green,J. Green,,,,717.0,5.0,4.0,1.0,,,,,,,,,,,
719,PT03M18.00S,2023-10-28T02:33:50.4Z,5,OVERTIME,turnover,bad pass,[],1628415,,,1610612745,115,111,2023-10-28T02:33:54Z,7090000,False,,,0,,D. Brooks bad pass TURNOVER (2 TO),"[1628415, 1628380]",1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,,,,Brooks,D. Brooks,,,,,,,,,,,2.0,Collins,1628380.0,,,,,
720,PT03M18.00S,2023-10-28T02:33:50.4Z,5,OVERTIME,steal,,[],1628380,,,1610612759,115,111,2023-10-28T02:33:52Z,7100000,False,,,0,,Z. Collins STEAL (4 STL),[1628380],1610612759.0,SAS,,,,,,,Restricted Area,0-8 Center,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,
721,PT03M01.00S,2023-10-28T02:34:07.9Z,5,OVERTIME,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628380,90.88370565045992,47.549019607843135,1610612759,117,111,2023-10-28T02:34:12Z,7110000,False,-12.0,33.0,1,right,Z. Collins alley-oop DUNK (7 PTS) (D. Vassell 2 AST),"[1628380, 1630170]",1610612759.0,SAS,alley-oop,,,,,,Restricted Area,0-8 Center,3.54,Made,7.0,Collins,Z. Collins,D. Vassell,1630170.0,2.0,,,,,,,,,,,,,,,
724,PT02M39.00S,2023-10-28T02:34:53.7Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],1630578,6.783837056504599,50.245098039215684,1610612745,117,113,2023-10-28T02:35:10Z,7140000,False,-1.0,11.0,1,left,A. Sengun cutting finger roll Layup (23 PTS) (F. VanVleet 10 AST),"[1630578, 1627832]",1610612745.0,HOU,cutting finger roll,,,,,,Restricted Area,0-8 Center,1.14,Made,23.0,Sengun,A. Sengun,F. VanVleet,1627832.0,10.0,,,,,,,,,,,,,,,
726,PT02M17.00S,2023-10-28T02:35:14.4Z,5,OVERTIME,3pt,Jump Shot,[],1630170,74.98357424441524,10.049019607843137,1610612759,117,113,2023-10-28T02:35:19Z,7160000,False,-200.0,183.0,1,right,MISS D. Vassell 27' 3PT,[1630170],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Left Center,27.07,Missed,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,
727,PT02M17.00S,2023-10-28T02:35:16.0Z,5,OVERTIME,rebound,offensive,[],1629640,,,1610612759,117,113,2023-10-28T02:35:16Z,7170000,False,,,0,,K. Johnson REBOUND (Off:2 Def:2),[1629640],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Left Center,,,,Johnson,K. Johnson,,,,726.0,4.0,2.0,2.0,,,,,,,,,,,
729,PT02M12.00S,2023-10-28T02:35:40.8Z,5,OVERTIME,foul,personal,['2freethrow'],1630224,,,1610612759,117,113,2023-10-28T02:35:54Z,7190000,False,,,0,,J. Green shooting personal FOUL (1 PF) (Vassell 2 FT),"[1630224, 1630170]",1610612745.0,HOU,shooting,,,,,,Restricted Area,0-8 Center,,,,Green,J. Green,,,,,,,,,,1627526.0,,,,1.0,0.0,Vassell,1630170.0,
731,PT02M12.00S,2023-10-28T02:36:10.2Z,5,OVERTIME,freethrow,1 of 2,['2ndchance'],1630170,,,1610612759,118,113,2023-10-28T02:36:10Z,7210000,False,,,0,,D. Vassell Free Throw 1 of 2 (25 PTS),[1630170],1610612759.0,SAS,,,,,,,,,,Made,25.0,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,
732,PT02M12.00S,2023-10-28T02:36:33.5Z,5,OVERTIME,freethrow,2 of 2,['2ndchance'],1630170,,,1610612759,118,113,2023-10-28T02:36:33Z,7220000,False,,,0,,MISS D. Vassell Free Throw 2 of 2,[1630170],1610612759.0,SAS,,,,,,,,,,Missed,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,
733,PT02M09.00S,2023-10-28T02:36:37.9Z,5,OVERTIME,rebound,offensive,[],1641705,,,1610612759,118,113,2023-10-28T02:36:37Z,7230000,False,,,0,,V. Wembanyama REBOUND (Off:4 Def:5),[1641705],1610612759.0,SAS,,,,,,,,,,,,Wembanyama,V. Wembanyama,,,,732.0,9.0,5.0,4.0,,,,,,,,,,,
739,PT02M09.00S,2023-10-28T02:36:24.0Z,5,OVERTIME,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1641705,92.06636005256242,50.245098039215684,1610612759,118,113,2023-10-28T02:39:56Z,7235000,False,1.0,22.0,1,right,MISS V. Wembanyama tip DUNK,[1641705],1610612759.0,SAS,tip,,,,,,Restricted Area,0-8 Center,2.21,Missed,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,
740,PT02M09.00S,2023-10-28T02:36:24.0Z,5,OVERTIME,rebound,offensive,[],1641705,,,1610612759,118,113,2023-10-28T02:39:56Z,7237500,False,,,0,,V. Wembanyama REBOUND (Off:5 Def:5),[1641705],1610612759.0,SAS,,,,,,,Restricted Area,0-8 Center,,,,Wembanyama,V. Wembanyama,,,,739.0,10.0,5.0,5.0,,,,,,,,,,,
734,PT02M09.00S,2023-10-28T02:36:37.9Z,5,OVERTIME,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1641705,94.40999984741211,50.0,1610612759,118,113,2023-10-28T02:39:56Z,7240000,False,0.0,0.0,1,right,MISS V. Wembanyama tip DUNK,[1641705],1610612759.0,SAS,tip,,,,,,Restricted Area,0-8 Center,0.0,Missed,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,
735,PT02M09.00S,2023-10-28T02:36:37.9Z,5,OVERTIME,rebound,offensive,['team'],0,,,1610612759,118,113,2023-10-28T02:37:33Z,7250000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,Restricted Area,0-8 Center,,,,,,,,,734.0,,,,,,,,,,,,,,
736,PT02M09.00S,2023-10-28T02:36:55.0Z,5,OVERTIME,turnover,offensive goaltending,[],1641705,,,1610612759,118,113,2023-10-28T02:37:44Z,7260000,False,,,0,,V. Wembanyama offensive goaltending TURNOVER (4 TO),[1641705],1610612759.0,SAS,,,,,,,Restricted Area,0-8 Center,,,,Wembanyama,V. Wembanyama,,,,,,,,,,1627526.0,4.0,,,,,,,
737,PT02M09.00S,2023-10-28T02:37:12.9Z,5,OVERTIME,timeout,full,['team'],0,,,1610612745,118,113,2023-10-28T02:41:08Z,7270000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,PT01M58.00S,2023-10-28T02:40:24.0Z,5,OVERTIME,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630578,8.229303547963205,48.529411764705884,1610612745,118,115,2023-10-28T02:40:31Z,7290000,False,7.0,25.0,1,left,A. Sengun cutting DUNK (25 PTS) (F. VanVleet 11 AST),"[1630578, 1627832]",1610612745.0,HOU,cutting,,,,,,Restricted Area,0-8 Center,2.6,Made,25.0,Sengun,A. Sengun,F. VanVleet,1627832.0,11.0,,,,,,,,,,,,,,,
743,PT01M45.00S,2023-10-28T02:40:40.4Z,5,OVERTIME,foul,personal,['2freethrow'],1630224,,,1610612759,118,115,2023-10-28T02:40:57Z,7310000,False,,,0,,J. Green shooting personal FOUL (2 PF) (Wembanyama 2 FT),"[1630224, 1641705]",1610612745.0,HOU,shooting,,,,,,Restricted Area,0-8 Center,,,,Green,J. Green,,,,,,,,,,101283.0,,,,2.0,0.0,Wembanyama,1641705.0,
745,PT01M45.00S,2023-10-28T02:41:10.5Z,5,OVERTIME,freethrow,1 of 2,[],1641705,,,1610612759,119,115,2023-10-28T02:41:10Z,7330000,False,,,0,,V. Wembanyama Free Throw 1 of 2 (20 PTS),[1641705],1610612759.0,SAS,,,,,,,,,,Made,20.0,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,
746,PT01M45.00S,2023-10-28T02:41:27.8Z,5,OVERTIME,freethrow,2 of 2,[],1641705,,,1610612759,120,115,2023-10-28T02:41:27Z,7340000,False,,,0,,V. Wembanyama Free Throw 2 of 2 (21 PTS),[1641705],1610612759.0,SAS,,,,,,,,,,Made,21.0,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,
747,PT01M32.00S,2023-10-28T02:41:42.3Z,5,OVERTIME,3pt,Jump Shot,[],1627832,33.196452036793694,53.67647058823529,1610612745,120,118,2023-10-28T02:41:48Z,7350000,False,-18.0,260.0,1,left,F. VanVleet 26' 3PT pullup (24 PTS),[1627832],1610612745.0,HOU,pullup,,,,,,Above the Break 3,24+ Center,26.02,Made,24.0,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,
748,PT01M12.00S,2023-10-28T02:42:07.4Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],1628380,91.27792378449409,48.529411764705884,1610612759,122,118,2023-10-28T02:42:32Z,7360000,False,-7.0,29.0,1,right,Z. Collins Layup (9 PTS),[1628380],1610612759.0,SAS,,,,,,,Restricted Area,0-8 Center,3.04,Made,9.0,Collins,Z. Collins,,,,,,,,,,,,,,,,,,
749,PT01M12.00S,2023-10-28T02:42:10.8Z,5,OVERTIME,foul,personal,"['inpenalty', '1freethrow']",1630578,,,1610612759,122,118,2023-10-28T02:42:28Z,7370000,False,,,0,,A. Sengun shooting personal FOUL (5 PF) (Collins 1 FT),"[1630578, 1628380]",1610612745.0,HOU,shooting,,,,,,Restricted Area,0-8 Center,,,,Sengun,A. Sengun,,,,,,,,,,202026.0,,,,5.0,0.0,Collins,1628380.0,
751,PT01M12.00S,2023-10-28T02:42:34.5Z,5,OVERTIME,freethrow,1 of 1,[],1628380,,,1610612759,122,118,2023-10-28T02:42:37Z,7390000,False,,,0,,MISS Z. Collins Free Throw 1 of 1,[1628380],1610612759.0,SAS,,,,,,,,,,Missed,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,
752,PT01M09.00S,2023-10-28T02:42:37.5Z,5,OVERTIME,rebound,defensive,[],1631095,,,1610612745,122,118,2023-10-28T02:42:37Z,7400000,False,,,0,,J. Smith Jr. REBOUND (Off:4 Def:5),[1631095],1610612745.0,HOU,,,,,,,,,,,,Smith Jr.,J. Smith Jr.,,,,751.0,9.0,5.0,4.0,,,,,,,,,,,
753,PT00M59.50S,2023-10-28T02:42:47.3Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],1630578,8.360709592641262,48.77450980392157,1610612745,122,118,2023-10-28T02:42:54Z,7410000,False,6.0,26.0,1,left,MISS A. Sengun driving Layup,[1630578],1610612745.0,HOU,driving,,,,,,Restricted Area,0-8 Center,2.68,Missed,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,
754,PT00M57.60S,2023-10-28T02:42:49.2Z,5,OVERTIME,rebound,defensive,[],1641705,,,1610612759,122,118,2023-10-28T02:42:54Z,7420000,False,,,0,,V. Wembanyama REBOUND (Off:5 Def:6),[1641705],1610612759.0,SAS,,,,,,,Restricted Area,0-8 Center,,,,Wembanyama,V. Wembanyama,,,,753.0,11.0,6.0,5.0,,,,,,,,,,,
755,PT00M40.70S,2023-10-28T02:43:06.2Z,5,OVERTIME,2pt,Jump Shot,['pointsinthepaint'],1630200,81.42247043363994,60.78431372549019,1610612759,122,118,2023-10-28T02:43:12Z,7430000,False,54.0,122.0,1,right,MISS T. Jones 13' floating Shot,[1630200],1610612759.0,SAS,floating,,,,,,In The Paint (Non-RA),8-16 Center,13.35,Missed,,Jones,T. Jones,,,,,,,,,,,,,,,,,,
756,PT00M38.90S,2023-10-28T02:43:08.0Z,5,OVERTIME,rebound,defensive,[],1627832,,,1610612745,122,118,2023-10-28T02:43:08Z,7440000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:8),[1627832],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),8-16 Center,,,,VanVleet,F. VanVleet,,,,755.0,8.0,8.0,0.0,,,,,,,,,,,
757,PT00M30.80S,2023-10-28T02:43:16.0Z,5,OVERTIME,3pt,Jump Shot,[],1627832,30.042706964520367,25.245098039215684,1610612745,122,118,2023-10-28T02:43:20Z,7450000,False,124.0,230.0,1,left,MISS F. VanVleet 26' pullup 3PT,[1627832],1610612745.0,HOU,pullup,,,,,,Above the Break 3,24+ Right Center,26.11,Missed,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,
758,PT00M28.20S,2023-10-28T02:43:18.6Z,5,OVERTIME,rebound,defensive,[],1641705,,,1610612759,122,118,2023-10-28T02:43:20Z,7460000,False,,,0,,V. Wembanyama REBOUND (Off:5 Def:7),[1641705],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Right Center,,,,Wembanyama,V. Wembanyama,,,,757.0,12.0,7.0,5.0,,,,,,,,,,,
759,PT00M21.30S,2023-10-28T02:43:31.7Z,5,OVERTIME,foul,personal,"['inpenalty', '2freethrow']",1631095,,,1610612759,122,118,2023-10-28T02:43:47Z,7470000,False,,,0,,J. Smith Jr. take personal FOUL (4 PF) (Vassell 2 FT),"[1631095, 1630170]",1610612745.0,HOU,take,,,,,,Mid-Range,16-24 Center,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,202026.0,,,,4.0,0.0,Vassell,1630170.0,
761,PT00M21.30S,2023-10-28T02:43:54.8Z,5,OVERTIME,freethrow,1 of 2,[],1630170,,,1610612759,122,118,2023-10-28T02:43:54Z,7490000,False,,,0,,MISS D. Vassell Free Throw 1 of 2,[1630170],1610612759.0,SAS,,,,,,,,,,Missed,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,
762,PT00M21.30S,2023-10-28T02:43:54.8Z,5,OVERTIME,rebound,offensive,"['deadball', 'team']",0,,,1610612759,122,118,2023-10-28T02:43:54Z,7500000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,761.0,,,,,,,,,,,,,,
763,PT00M21.30S,2023-10-28T02:43:55.5Z,5,OVERTIME,substitution,out,[],1628380,,,1610612759,122,118,2023-10-28T02:44:09Z,7510000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,,,,,,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,
764,PT00M21.30S,2023-10-28T02:43:55.5Z,5,OVERTIME,substitution,in,[],1631110,,,1610612759,122,118,2023-10-28T02:44:09Z,7520000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,,,,,,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,
