actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
206,PT09M32.00S,2024-04-07T23:45:35.6Z,2,REGULAR,foul,technical,['1freethrow'],1628380,,,1610612755,29,42,2024-04-07T23:45:47Z,2010000,False,,,0,,Z. Collins technical FOUL (1 Tech),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Mid-Range,8-16 Left,,,,,,,,,201638.0,2.0,1.0,,,,,,,,,
207,PT09M32.00S,2024-04-07T23:45:57.9Z,2,REGULAR,freethrow,1 of 1,[],1630178,,,1610612755,29,43,2024-04-07T23:45:57Z,2020000,False,,,0,,T. Maxey technical Free Throw 1 of 1 (14 PTS),[1630178],1610612755.0,PHI,technical,,,Maxey,T. Maxey,,,,,,,,Made,,,,,,,,,,,,14.0,,,,,,
208,PT09M21.00S,2024-04-07T23:46:20.7Z,2,REGULAR,foul,personal,[],1630200,,,1610612755,29,43,2024-04-07T23:46:34Z,2030000,False,,,0,,T. Jones personal FOUL (1 PF),"[1630200, 1630178]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,202026.0,1.0,0.0,Maxey,1630178.0,,,,,,,
210,PT09M15.00S,2024-04-07T23:46:47.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630178,7.5722733245729295,25.735294117647058,1610612755,29,43,2024-04-07T23:46:57Z,2050000,False,121.0,19.0,1,left,MISS T. Maxey 12' pullup Shot,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Right,12.27,Missed,,,,,,,,,,,,,,,,,,
211,PT09M12.00S,2024-04-07T23:46:50.0Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,29,43,2024-04-07T23:46:57Z,2060000,False,,,0,,K. Johnson REBOUND (Off:0 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Right,,,210.0,2.0,2.0,0.0,,,,,,,,,,,,,,
213,PT08M59.00S,2024-04-07T23:47:25.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631103,90.75229960578186,53.431372549019606,1610612759,29,43,2024-04-07T23:47:38Z,2080000,False,17.0,34.0,1,right,MISS M. Branham driving finger roll Layup,[1631103],1610612759.0,SAS,driving finger roll,,,Branham,M. Branham,,,,,Restricted Area,0-8 Center,3.85,Missed,,,,,,,,,,,,,,,,,,
214,PT08M59.00S,2024-04-07T23:47:25.1Z,2,REGULAR,rebound,offensive,[],1628380,,,1610612759,29,43,2024-04-07T23:47:38Z,2090000,False,,,0,,Z. Collins REBOUND (Off:1 Def:0),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,213.0,1.0,0.0,1.0,,,,,,,,,,,,,,
215,PT08M59.00S,2024-04-07T23:47:33.4Z,2,REGULAR,foul,personal,[],1630178,,,1610612759,29,43,2024-04-07T23:47:42Z,2100000,False,,,0,,T. Maxey personal FOUL (1 PF),"[1630178, 1628380]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,202026.0,1.0,0.0,Collins,1628380.0,,,,,,,
217,PT08M50.00S,2024-04-07T23:47:56.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1631103,92.06636005256242,96.07843137254902,1610612759,32,43,2024-04-07T23:48:01Z,2120000,False,230.0,22.0,1,right,M. Branham 3PT  (3 PTS) (T. Jones 3 AST),"[1631103, 1630200]",1610612759.0,SAS,,,,Branham,M. Branham,,,,,Right Corner 3,24+ Right,23.15,Made,,,,,,,,,,,,3.0,,T. Jones,1630200.0,3.0,,
219,PT08M36.00S,2024-04-07T23:48:09.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,9.017739816031538,51.9607843137255,1610612755,32,45,2024-04-07T23:48:14Z,2140000,False,-10.0,32.0,1,left,B. Hield driving finger roll Layup (7 PTS),[1627741],1610612755.0,PHI,driving finger roll,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,3.38,Made,,,,,,,,,,,,7.0,,,,,,
220,PT08M25.00S,2024-04-07T23:48:20.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,91.5407358738502,49.754901960784316,1610612759,34,45,2024-04-07T23:48:29Z,2150000,False,-1.0,27.0,1,right,K. Johnson driving floating Jump Shot (7 PTS) (Z. Collins 1 AST),"[1629640, 1628380]",1610612759.0,SAS,driving floating,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,2.7,Made,,,,,,,,,,,,7.0,,Z. Collins,1628380.0,1.0,,
222,PT08M11.00S,2024-04-07T23:48:36.1Z,2,REGULAR,3pt,Jump Shot,[],1630194,7.703679369250986,3.431372549019608,1610612755,34,45,2024-04-07T23:48:42Z,2170000,False,233.0,20.0,1,left,MISS P. Reed 3PT,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Right Corner 3,24+ Right,23.36,Missed,,,,,,,,,,,,,,,,,,
223,PT08M05.00S,2024-04-07T23:48:42.1Z,2,REGULAR,rebound,defensive,[],1630200,,,1610612759,34,45,2024-04-07T23:48:42Z,2180000,False,,,0,,T. Jones REBOUND (Off:1 Def:1),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Right Corner 3,24+ Right,,,222.0,2.0,1.0,1.0,,,,,,,,,,,,,,
224,PT08M00.00S,2024-04-07T23:48:47.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628984,92.06636005256242,54.65686274509803,1610612759,34,45,2024-04-07T23:48:55Z,2190000,False,23.0,22.0,1,right,MISS D. Graham cutting Layup,[1628984],1610612759.0,SAS,cutting,,,Graham,D. Graham,,,,,Restricted Area,0-8 Center,3.21,Missed,,,,,,,,,,,,,,,,,,
225,PT07M54.00S,2024-04-07T23:48:53.1Z,2,REGULAR,rebound,offensive,[],1628380,,,1610612759,34,45,2024-04-07T23:48:55Z,2200000,False,,,0,,Z. Collins REBOUND (Off:2 Def:0),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,224.0,2.0,0.0,2.0,,,,,,,,,,,,,,
226,PT07M54.00S,2024-04-07T23:48:52.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628380,94.40999984741211,50.0,1610612759,36,45,2024-04-07T23:48:52Z,2210000,False,0.0,0.0,1,right,Z. Collins tip Layup (7 PTS),[1628380],1610612759.0,SAS,tip,,,Collins,Z. Collins,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,,7.0,,,,,,
227,PT07M35.00S,2024-04-07T23:49:10.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630194,8.09789750328515,41.911764705882355,1610612755,36,47,2024-04-07T23:49:19Z,2220000,False,40.0,24.0,1,left,P. Reed turnaround bank Hook (6 PTS) (T. Maxey 2 AST),"[1630194, 1630178]",1610612755.0,PHI,turnaround bank,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,4.68,Made,,,,,,,,,,,,6.0,,T. Maxey,1630178.0,2.0,,
229,PT07M33.00S,2024-04-07T23:49:18.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,36,47,2024-04-07T23:49:18Z,2240000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M33.00S,2024-04-07T23:51:47.5Z,2,REGULAR,substitution,out,[],1628984,,,1610612759,36,47,2024-04-07T23:52:10Z,2250000,False,,,0,,SUB out: D. Graham,[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M33.00S,2024-04-07T23:51:47.5Z,2,REGULAR,substitution,out,[],1628380,,,1610612759,36,47,2024-04-07T23:52:10Z,2260000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M33.00S,2024-04-07T23:51:47.5Z,2,REGULAR,substitution,out,[],1630178,,,1610612759,36,47,2024-04-07T23:52:10Z,2270000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M33.00S,2024-04-07T23:51:47.5Z,2,REGULAR,substitution,out,[],1630231,,,1610612759,36,47,2024-04-07T23:52:10Z,2280000,False,,,0,,SUB out: K. Martin,[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M33.00S,2024-04-07T23:51:47.5Z,2,REGULAR,substitution,out,[],1630288,,,1610612759,36,47,2024-04-07T23:52:10Z,2290000,False,,,0,,SUB out: J. Dowtin Jr.,[1630288],1610612755.0,PHI,,,,Dowtin Jr.,J. Dowtin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M33.00S,2024-04-07T23:51:47.5Z,2,REGULAR,substitution,in,[],1641705,,,1610612759,36,47,2024-04-07T23:52:10Z,2300000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M33.00S,2024-04-07T23:51:47.5Z,2,REGULAR,substitution,in,[],1630572,,,1610612759,36,47,2024-04-07T23:52:10Z,2310000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M33.00S,2024-04-07T23:51:47.5Z,2,REGULAR,substitution,in,[],1626162,,,1610612759,36,47,2024-04-07T23:52:10Z,2320000,False,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M33.00S,2024-04-07T23:51:47.5Z,2,REGULAR,substitution,in,[],1626166,,,1610612759,36,47,2024-04-07T23:52:10Z,2330000,False,,,0,,SUB in: C. Payne,[1626166],1610612755.0,PHI,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M33.00S,2024-04-07T23:51:47.5Z,2,REGULAR,substitution,in,[],201587,,,1610612759,36,47,2024-04-07T23:52:10Z,2340000,False,,,0,,SUB in: N. Batum,[201587],1610612755.0,PHI,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M22.00S,2024-04-07T23:52:20.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631103,92.72339027595268,53.18627450980392,1610612759,36,47,2024-04-07T23:52:26Z,2350000,False,16.0,16.0,1,right,MISS M. Branham driving finger roll Layup,[1631103],1610612759.0,SAS,driving finger roll,,,Branham,M. Branham,,,,,Restricted Area,0-8 Center,2.25,Missed,,,,,,,,,,,,,,,,,,
243,PT07M17.00S,2024-04-07T23:52:25.0Z,2,REGULAR,rebound,offensive,[],1641705,,,1610612759,36,47,2024-04-07T23:52:25Z,2360000,False,,,0,,V. Wembanyama REBOUND (Off:2 Def:3),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,242.0,5.0,3.0,2.0,,,,,,,,,,,,,,
244,PT07M17.00S,2024-04-07T23:52:25.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641705,94.40999984741211,50.0,1610612759,38,47,2024-04-07T23:52:25Z,2370000,False,0.0,0.0,1,right,V. Wembanyama tip Layup (8 PTS),[1641705],1610612759.0,SAS,tip,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,,8.0,,,,,,
246,PT07M11.00S,2024-04-07T23:52:40.1Z,2,REGULAR,turnover,out-of-bounds,[],1626166,,,1610612755,38,47,2024-04-08T00:08:14Z,2390000,False,,,0,,C. Payne lost ball out-of-bounds TURNOVER (1 TO),[1626166],1610612755.0,PHI,lost ball,,,Payne,C. Payne,,,,,Mid-Range,16-24 Left,,,,,,,,,201638.0,,,,,,1.0,,,,,
247,PT06M58.00S,2024-04-07T23:52:52.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631103,75.24638633377135,10.53921568627451,1610612759,41,47,2024-04-07T23:52:57Z,2400000,False,-197.0,180.0,1,right,M. Branham 26' 3PT  (6 PTS) (S. Mamukelashvili 1 AST),"[1631103, 1630572]",1610612759.0,SAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Left Center,26.72,Made,,,,,,,,,,,,6.0,,S. Mamukelashvili,1630572.0,1.0,,
249,PT06M43.00S,2024-04-07T23:53:06.8Z,2,REGULAR,3pt,Jump Shot,[],1627741,31.488173455978973,69.36274509803921,1610612755,41,47,2024-04-07T23:55:23Z,2420000,False,-97.0,243.0,1,left,MISS B. Hield 26' pullup 3PT,[1627741],1610612755.0,PHI,pullup,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,26.2,Missed,,,,,,,,,,,,,,,,,,
250,PT06M41.00S,2024-04-07T23:53:08.8Z,2,REGULAR,rebound,defensive,[],1641705,,,1610612759,41,47,2024-04-07T23:53:11Z,2430000,False,,,0,,V. Wembanyama REBOUND (Off:2 Def:4),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,,,249.0,6.0,4.0,2.0,,,,,,,,,,,,,,
251,PT06M32.00S,2024-04-07T23:53:18.1Z,2,REGULAR,3pt,Jump Shot,[],1631103,90.62089356110381,95.09803921568627,1610612759,44,47,2024-04-07T23:53:23Z,2440000,False,225.0,36.0,1,right,M. Branham 3PT  (9 PTS) (T. Jones 4 AST),"[1631103, 1630200]",1610612759.0,SAS,,,,Branham,M. Branham,,,,,Right Corner 3,24+ Right,22.83,Made,,,,,,,,,,,,9.0,,T. Jones,1630200.0,4.0,,
253,PT06M14.00S,2024-04-07T23:53:35.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,8.09789750328515,44.36274509803921,1610612755,44,47,2024-04-07T23:53:41Z,2460000,False,28.0,24.0,1,left,MISS K. Oubre Jr. pullup Shot - blocked,"[1626162, 1629640]",1610612755.0,PHI,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,3.68,Missed,,,,,Johnson,1629640.0,,,,,,,,,,,,
254,PT06M14.00S,2024-04-07T23:53:35.9Z,2,REGULAR,block,,[],1629640,,,1610612755,44,47,2024-04-07T23:53:38Z,2470000,False,,,0,,K. Johnson BLOCK (1 BLK),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
255,PT06M10.00S,2024-04-07T23:53:39.9Z,2,REGULAR,rebound,defensive,[],1630572,,,1610612759,44,47,2024-04-07T23:53:41Z,2480000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:2),[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,,,253.0,2.0,2.0,0.0,,,,,,,,,,,,,,
256,PT06M09.00S,2024-04-07T23:53:43.6Z,2,REGULAR,turnover,out-of-bounds,[],1630200,,,1610612759,44,47,2024-04-07T23:53:50Z,2490000,False,,,0,,T. Jones bad pass out-of-bounds TURNOVER (2 TO),[1630200],1610612759.0,SAS,bad pass,,,Jones,T. Jones,,,,,Mid-Range,8-16 Right,,,,,,,,,1628954.0,,,,,,2.0,,,,,
257,PT05M54.00S,2024-04-07T23:54:05.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1626162,10.726018396846255,67.40196078431373,1610612755,44,49,2024-04-07T23:54:11Z,2500000,False,-87.0,48.0,1,left,K. Oubre Jr. 9' pullup Jump Shot (14 PTS) (B. Hield 3 AST),"[1626162, 1627741]",1610612755.0,PHI,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,8-16 Left,9.95,Made,,,,,,,,,,,,14.0,,B. Hield,1627741.0,3.0,,
258,PT05M37.00S,2024-04-07T23:54:21.6Z,2,REGULAR,3pt,Jump Shot,[],1641705,72.35545335085413,79.41176470588235,1610612759,44,49,2024-04-07T23:54:28Z,2510000,False,147.0,207.0,1,right,MISS V. Wembanyama 25' step back 3PT,[1641705],1610612759.0,SAS,step back,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,25.43,Missed,,,,,,,,,,,,,,,,,,
259,PT05M34.00S,2024-04-07T23:54:24.6Z,2,REGULAR,rebound,offensive,[],1630200,,,1610612759,44,49,2024-04-07T23:54:28Z,2520000,False,,,0,,T. Jones REBOUND (Off:2 Def:1),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,258.0,3.0,1.0,2.0,,,,,,,,,,,,,,
260,PT05M29.00S,2024-04-07T23:54:32.2Z,2,REGULAR,foul,personal,['2freethrow'],1630194,,,1610612759,44,49,2024-04-07T23:54:43Z,2530000,False,,,0,,P. Reed shooting personal FOUL (3 PF) (Mamukelashvili 2 FT),"[1630194, 1630572]",1610612755.0,PHI,shooting,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,,,,1628954.0,3.0,0.0,Mamukelashvili,1630572.0,,,,,,,
262,PT05M29.00S,2024-04-07T23:54:55.5Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630572,,,1610612759,45,49,2024-04-07T23:54:55Z,2550000,False,,,0,,S. Mamukelashvili Free Throw 1 of 2 (1 PTS),[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,Made,,,,,,,,,,,,1.0,,,,,,
263,PT05M29.00S,2024-04-07T23:54:56.6Z,2,REGULAR,substitution,out,[],1629640,,,1610612759,45,49,2024-04-07T23:55:08Z,2560000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT05M29.00S,2024-04-07T23:54:56.6Z,2,REGULAR,substitution,out,[],1627741,,,1610612759,45,49,2024-04-07T23:55:08Z,2570000,False,,,0,,SUB out: B. Hield,[1627741],1610612755.0,PHI,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT05M29.00S,2024-04-07T23:54:56.6Z,2,REGULAR,substitution,in,[],1630577,,,1610612759,45,49,2024-04-07T23:55:08Z,2580000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT05M29.00S,2024-04-07T23:54:56.6Z,2,REGULAR,substitution,in,[],1630178,,,1610612759,45,49,2024-04-07T23:55:08Z,2590000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT05M29.00S,2024-04-07T23:55:16.6Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630572,,,1610612759,46,49,2024-04-07T23:55:16Z,2600000,False,,,0,,S. Mamukelashvili Free Throw 2 of 2 (2 PTS),[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,Made,,,,,,,,,,,,2.0,,,,,,
268,PT05M15.00S,2024-04-07T23:55:31.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,6.652431011826544,47.05882352941176,1610612755,46,49,2024-04-07T23:55:40Z,2610000,False,15.0,10.0,1,left,MISS K. Oubre Jr. driving floating Shot,[1626162],1610612755.0,PHI,driving floating,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,1.78,Missed,,,,,,,,,,,,,,,,,,
269,PT05M13.00S,2024-04-07T23:55:33.7Z,2,REGULAR,rebound,defensive,[],1630572,,,1610612759,46,49,2024-04-07T23:55:40Z,2620000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:3),[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,,,268.0,3.0,3.0,0.0,,,,,,,,,,,,,,
270,PT05M09.00S,2024-04-07T23:55:38.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1641705,91.40932982917214,48.529411764705884,1610612759,48,49,2024-04-07T23:55:57Z,2630000,False,-7.0,28.0,1,right,V. Wembanyama running DUNK (10 PTS) (S. Mamukelashvili 2 AST),"[1641705, 1630572]",1610612759.0,SAS,running,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,2.93,Made,,,,,,,,,,,,10.0,,S. Mamukelashvili,1630572.0,2.0,,
272,PT04M56.00S,2024-04-07T23:55:51.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,6.521024967148489,55.63725490196079,1610612755,48,49,2024-04-07T23:56:10Z,2650000,False,-28.0,9.0,1,left,MISS C. Payne driving finger roll Layup,[1626166],1610612755.0,PHI,driving finger roll,,,Payne,C. Payne,,,,,Restricted Area,0-8 Center,2.95,Missed,,,,,,,,,,,,,,,,,,
273,PT04M56.00S,2024-04-07T23:55:51.0Z,2,REGULAR,rebound,defensive,[],1630577,,,1610612759,48,49,2024-04-07T23:56:10Z,2660000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:5),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,272.0,5.0,5.0,0.0,,,,,,,,,,,,,,
274,PT04M51.00S,2024-04-07T23:55:56.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630577,74.58935611038108,87.00980392156863,1610612759,51,49,2024-04-07T23:56:21Z,2670000,False,185.0,186.0,1,right,J. Champagnie 26' 3PT running (8 PTS) (T. Jones 5 AST),"[1630577, 1630200]",1610612759.0,SAS,running,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,26.26,Made,,,,,,,,,,,,8.0,,T. Jones,1630200.0,5.0,,
276,PT04M50.00S,2024-04-07T23:56:03.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,51,49,2024-04-07T23:56:03Z,2690000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT04M50.00S,2024-04-07T23:58:39.9Z,2,REGULAR,substitution,out,[],1630577,,,1610612755,51,49,2024-04-07T23:59:16Z,2700000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT04M50.00S,2024-04-07T23:58:39.9Z,2,REGULAR,substitution,out,[],1630194,,,1610612755,51,49,2024-04-07T23:59:16Z,2710000,False,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT04M50.00S,2024-04-07T23:58:39.9Z,2,REGULAR,substitution,in,[],1628984,,,1610612755,51,49,2024-04-07T23:59:16Z,2720000,False,,,0,,SUB in: D. Graham,[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT04M50.00S,2024-04-07T23:58:39.9Z,2,REGULAR,substitution,in,[],1628964,,,1610612755,51,49,2024-04-07T23:59:16Z,2730000,False,,,0,,SUB in: M. Bamba,[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT04M33.00S,2024-04-07T23:59:29.9Z,2,REGULAR,3pt,Jump Shot,[],1626166,26.888961892247043,15.931372549019606,1610612755,51,49,2024-04-07T23:59:35Z,2740000,False,170.0,200.0,1,left,MISS C. Payne 26' 3PT,[1626166],1610612755.0,PHI,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Right Center,26.29,Missed,,,,,,,,,,,,,,,,,,
282,PT04M29.00S,2024-04-07T23:59:33.9Z,2,REGULAR,rebound,defensive,[],1630200,,,1610612759,51,49,2024-04-07T23:59:35Z,2750000,False,,,0,,T. Jones REBOUND (Off:2 Def:2),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,281.0,4.0,2.0,2.0,,,,,,,,,,,,,,
283,PT04M18.00S,2024-04-07T23:59:46.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1630200,91.93495400788436,51.71568627450981,1610612759,53,49,2024-04-07T23:59:58Z,2760000,False,9.0,23.0,1,right,T. Jones driving finger roll Layup (5 PTS),[1630200],1610612759.0,SAS,driving finger roll,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,2.48,Made,,,,,,,,,,,,5.0,,,,,,
284,PT04M18.00S,2024-04-07T23:59:49.2Z,2,REGULAR,violation,defensive goaltending,[],1628964,,,1610612759,53,49,2024-04-07T23:59:58Z,2770000,False,,,0,,M. Bamba defensive goaltending VIOLATION,[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,1628954.0,,,,,,,,,,,
285,PT04M06.00S,2024-04-08T00:00:12.1Z,2,REGULAR,turnover,out-of-bounds,[],1626166,,,1610612755,53,49,2024-04-08T00:00:19Z,2780000,False,,,0,,C. Payne bad pass out-of-bounds TURNOVER (2 TO),[1626166],1610612755.0,PHI,bad pass,,,Payne,C. Payne,,,,,Mid-Range,8-16 Left,,,,,,,,,1628954.0,,,,,,2.0,,,,,
286,PT03M54.00S,2024-04-08T00:00:39.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628984,76.69185282522996,89.2156862745098,1610612759,53,49,2024-04-08T00:00:44Z,2790000,False,196.0,167.0,1,right,MISS D. Graham 25' 3PT,[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,Above the Break 3,24+ Right Center,25.73,Missed,,,,,,,,,,,,,,,,,,
287,PT03M51.00S,2024-04-08T00:00:42.4Z,2,REGULAR,rebound,defensive,[],1628964,,,1610612755,53,49,2024-04-08T00:00:44Z,2800000,False,,,0,,M. Bamba REBOUND (Off:0 Def:3),[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,Above the Break 3,24+ Right Center,,,286.0,3.0,3.0,0.0,,,,,,,,,,,,,,
288,PT03M34.00S,2024-04-08T00:00:59.1Z,2,REGULAR,3pt,Jump Shot,[],1628964,33.196452036793694,60.78431372549019,1610612755,53,49,2024-04-08T00:01:04Z,2810000,False,-54.0,260.0,1,left,MISS M. Bamba 26' 3PT,[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,Above the Break 3,24+ Center,26.5,Missed,,,,,,,,,,,,,,,,,,
