actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
595,PT04M45.00S,2024-04-08T01:11:39.1Z,4,REGULAR,rebound,defensive,[],1630577,,,1610612759,95,91,2024-04-08T01:11:42Z,5810000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:6),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,16-24 Center,,,594.0,6.0,6.0,0.0,,,,,,,,,,,,,,
596,PT04M36.00S,2024-04-08T01:11:48.5Z,4,REGULAR,3pt,Jump Shot,[],1628984,31.61957950065703,62.5,1610612759,95,91,2024-04-08T01:14:21Z,5820000,False,-62.0,245.0,1,left,MISS D. Graham 25' step back 3PT,[1628984],1610612759.0,SAS,step back,,,Graham,D. Graham,,,,,Above the Break 3,24+ Center,25.26,Missed,,,,,,,,,,,,,,,,,,
597,PT04M32.00S,2024-04-08T01:11:52.5Z,4,REGULAR,rebound,defensive,[],1626162,,,1610612755,95,91,2024-04-08T01:11:54Z,5830000,False,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:6),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,,,596.0,7.0,6.0,1.0,,,,,,,,,,,,,,
598,PT04M26.00S,2024-04-08T01:11:58.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641741,91.67214191852825,42.8921568627451,1610612755,95,91,2024-04-08T01:30:22Z,5840000,False,-36.0,26.0,1,right,MISS R. Council IV driving Layup,[1641741],1610612755.0,PHI,driving,,,Council IV,R. Council IV,,,,,In The Paint (Non-RA),0-8 Center,4.39,Missed,,,,,,,,,,,,,,,,,,
600,PT04M23.00S,2024-04-08T01:12:01.4Z,4,REGULAR,rebound,defensive,[],1641705,,,1610612759,95,91,2024-04-08T01:12:03Z,5860000,False,,,0,,V. Wembanyama REBOUND (Off:3 Def:10),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,598.0,13.0,10.0,3.0,,,,,,,,,,,,,,
601,PT04M18.00S,2024-04-08T01:12:06.7Z,4,REGULAR,3pt,Jump Shot,[],1630572,19.136005256241788,93.38235294117648,1610612759,95,91,2024-04-08T01:12:13Z,5870000,False,-217.0,127.0,1,left,MISS S. Mamukelashvili 25' 3PT,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Left Center,25.15,Missed,,,,,,,,,,,,,,,,,,
602,PT04M15.00S,2024-04-08T01:12:09.7Z,4,REGULAR,rebound,defensive,[],1626162,,,1610612755,95,91,2024-04-08T01:12:13Z,5880000,False,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:7),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,,,601.0,8.0,7.0,1.0,,,,,,,,,,,,,,
603,PT04M07.00S,2024-04-08T01:12:20.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,92.32917214191852,54.166666666666664,1610612755,95,93,2024-04-08T01:12:25Z,5890000,False,21.0,20.0,1,right,T. Maxey driving finger roll Layup (34 PTS),[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,2.86,Made,,,,,,,,,,,,34.0,,,,,,
604,PT04M07.00S,2024-04-08T01:12:23.7Z,4,REGULAR,foul,personal,['1freethrow'],1630572,,,1610612755,95,93,2024-04-08T01:12:38Z,5900000,False,,,0,,S. Mamukelashvili shooting personal FOUL (1 PF) (Maxey 1 FT),"[1630572, 1630178]",1610612759.0,SAS,shooting,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,,,,,,,,,202026.0,1.0,0.0,Maxey,1630178.0,,,,,,,
606,PT04M07.00S,2024-04-08T01:12:30.2Z,4,REGULAR,substitution,out,[],1631104,,,1610612755,95,93,2024-04-08T01:13:10Z,5920000,False,,,0,,SUB out: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT04M07.00S,2024-04-08T01:12:30.2Z,4,REGULAR,substitution,in,[],1630200,,,1610612755,95,93,2024-04-08T01:13:10Z,5930000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT04M07.00S,2024-04-08T01:12:57.5Z,4,REGULAR,freethrow,1 of 1,[],1630178,,,1610612755,95,94,2024-04-08T01:12:57Z,5940000,False,,,0,,T. Maxey Free Throw 1 of 1 (35 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,,,,,,,,,,,,35.0,,,,,,
609,PT03M45.00S,2024-04-08T01:13:24.7Z,4,REGULAR,2pt,Jump Shot,[],1628984,18.347568988173457,84.80392156862744,1610612759,97,94,2024-04-08T01:15:53Z,5950000,False,-174.0,120.0,1,left,D. Graham 21' step back Jump Shot (5 PTS),[1628984],1610612759.0,SAS,step back,,,Graham,D. Graham,,,,,Mid-Range,16-24 Left,21.14,Made,,,,,,,,,,,,5.0,,,,,,
610,PT03M45.00S,2024-04-08T01:13:28.2Z,4,REGULAR,foul,personal,['1freethrow'],1641741,,,1610612759,97,94,2024-04-08T01:13:57Z,5960000,False,,,0,,R. Council IV shooting personal FOUL (1 PF) (Graham 1 FT),"[1641741, 1628984]",1610612755.0,PHI,shooting,,,Council IV,R. Council IV,,,,,Mid-Range,16-24 Left,,,,,,,,,201638.0,1.0,0.0,Graham,1628984.0,,,,,,,
612,PT03M45.00S,2024-04-08T01:13:58.4Z,4,REGULAR,freethrow,1 of 1,[],1628984,,,1610612759,98,94,2024-04-08T01:13:58Z,5980000,False,,,0,,D. Graham Free Throw 1 of 1 (6 PTS),[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,,,,Made,,,,,,,,,,,,6.0,,,,,,
614,PT03M30.00S,2024-04-08T01:14:55.5Z,4,REGULAR,3pt,Jump Shot,[],201587,70.90998685939553,78.67647058823529,1610612755,98,97,2024-04-08T01:15:01Z,6000000,False,143.0,221.0,1,right,N. Batum 26' 3PT  (3 PTS) (T. Maxey 5 AST),"[201587, 1630178]",1610612755.0,PHI,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Right Center,26.34,Made,,,,,,,,,,,,3.0,,T. Maxey,1630178.0,5.0,,
616,PT03M03.00S,2024-04-08T01:15:22.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630572,6.258212877792378,55.14705882352941,1610612759,100,97,2024-04-08T01:17:00Z,6020000,False,-26.0,6.0,1,left,S. Mamukelashvili cutting Layup (6 PTS) (V. Wembanyama 3 AST),"[1630572, 1641705]",1610612759.0,SAS,cutting,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,2.65,Made,,,,,,,,,,,,6.0,,V. Wembanyama,1641705.0,3.0,,
618,PT02M47.00S,2024-04-08T01:15:40.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630572,,,1610612755,100,97,2024-04-08T01:15:51Z,6040000,False,,,0,,S. Mamukelashvili shooting personal FOUL (2 PF) (Maxey 2 FT),"[1630572, 1630178]",1610612759.0,SAS,shooting,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,,,,,,,,,1628954.0,2.0,0.0,Maxey,1630178.0,,,,,,,
620,PT02M47.00S,2024-04-08T01:16:07.8Z,4,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,100,98,2024-04-08T01:16:07Z,6060000,False,,,0,,T. Maxey Free Throw 1 of 2 (36 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,,,,,,,,,,,,36.0,,,,,,
621,PT02M47.00S,2024-04-08T01:16:09.3Z,4,REGULAR,substitution,out,[],1630572,,,1610612755,100,98,2024-04-08T01:16:20Z,6070000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT02M47.00S,2024-04-08T01:16:09.3Z,4,REGULAR,substitution,in,[],1631103,,,1610612755,100,98,2024-04-08T01:16:20Z,6080000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT02M47.00S,2024-04-08T01:16:31.4Z,4,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,100,99,2024-04-08T01:16:31Z,6090000,False,,,0,,T. Maxey Free Throw 2 of 2 (37 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,,,,,,,,,,,,37.0,,,,,,
624,PT02M31.00S,2024-04-08T01:16:53.5Z,4,REGULAR,foul,personal,['2freethrow'],1630194,,,1610612759,100,99,2024-04-08T01:17:19Z,6100000,False,,,0,,P. Reed shooting personal FOUL (5 PF) (Wembanyama 2 FT),"[1630194, 1641705]",1610612755.0,PHI,shooting,,,Reed,P. Reed,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1628954.0,5.0,0.0,Wembanyama,1641705.0,,,,,,,
626,PT02M31.00S,2024-04-08T01:17:36.9Z,4,REGULAR,freethrow,1 of 2,[],1641705,,,1610612759,101,99,2024-04-08T01:17:36Z,6120000,False,,,0,,V. Wembanyama Free Throw 1 of 2 (30 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,,,,,,,,,,,,30.0,,,,,,
627,PT02M31.00S,2024-04-08T01:17:58.2Z,4,REGULAR,freethrow,2 of 2,[],1641705,,,1610612759,102,99,2024-04-08T01:17:58Z,6130000,False,,,0,,V. Wembanyama Free Throw 2 of 2 (31 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,,,,,,,,,,,,31.0,,,,,,
628,PT02M16.00S,2024-04-08T01:18:13.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,89.70105124835742,54.65686274509803,1610612755,102,99,2024-04-08T01:18:21Z,6140000,False,23.0,44.0,1,right,MISS T. Maxey driving Layup - blocked,"[1630178, 1641705]",1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,5.01,Missed,,,,,Wembanyama,1641705.0,,,,,,,,,,,,
629,PT02M16.00S,2024-04-08T01:18:13.6Z,4,REGULAR,block,,[],1641705,,,1610612755,102,99,2024-04-08T01:18:16Z,6150000,False,,,0,,V. Wembanyama BLOCK (5 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
630,PT02M13.00S,2024-04-08T01:18:16.6Z,4,REGULAR,rebound,defensive,[],1630577,,,1610612759,102,99,2024-04-08T01:18:21Z,6160000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:7),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,,,628.0,7.0,7.0,0.0,,,,,,,,,,,,,,
631,PT02M12.00S,2024-04-08T01:18:17.9Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631103,8.360709592641262,50.73529411764706,1610612759,104,99,2024-04-08T01:18:28Z,6170000,False,-4.0,26.0,1,left,M. Branham running DUNK (14 PTS) (T. Jones 9 AST),"[1631103, 1630200]",1610612759.0,SAS,running,,,Branham,M. Branham,,,,,Restricted Area,0-8 Center,2.64,Made,,,,,,,,,,,,14.0,,T. Jones,1630200.0,9.0,,
633,PT02M11.00S,2024-04-08T01:18:26.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612755,104,99,2024-04-08T01:18:26Z,6190000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT01M59.00S,2024-04-08T01:20:11.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,87.99277266754271,45.09803921568628,1610612755,104,99,2024-04-08T01:20:50Z,6200000,False,-25.0,60.0,1,right,MISS K. Oubre Jr. 6' driving Layup - blocked,"[1626162, 1641705]",1610612755.0,PHI,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.52,Missed,,,,,Wembanyama,1641705.0,,,,,,,,,,,,
635,PT01M59.00S,2024-04-08T01:20:11.6Z,4,REGULAR,block,,[],1641705,,,1610612755,104,99,2024-04-08T01:20:14Z,6210000,False,,,0,,V. Wembanyama BLOCK (6 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
636,PT01M54.00S,2024-04-08T01:20:16.6Z,4,REGULAR,rebound,defensive,[],1628984,,,1610612759,104,99,2024-04-08T01:20:22Z,6220000,False,,,0,,D. Graham REBOUND (Off:0 Def:3),[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,In The Paint (Non-RA),0-8 Center,,,634.0,3.0,3.0,0.0,,,,,,,,,,,,,,
637,PT01M40.00S,2024-04-08T01:20:31.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631103,4.418528252299605,51.470588235294116,1610612759,106,99,2024-04-08T01:20:36Z,6230000,False,-7.0,-11.0,1,left,M. Branham cutting Layup (16 PTS) (V. Wembanyama 4 AST),"[1631103, 1641705]",1610612759.0,SAS,cutting,,,Branham,M. Branham,,,,,Restricted Area,0-8 Center,1.33,Made,,,,,,,,,,,,16.0,,V. Wembanyama,1641705.0,4.0,,
639,PT01M32.00S,2024-04-08T01:20:44.1Z,4,REGULAR,2pt,Jump Shot,[],1630178,70.17082785808148,57.866115196078425,1610612755,106,101,2024-04-08T01:20:51Z,6250000,False,39.0,228.0,1,right,T. Maxey 23' pullup Jump Shot (39 PTS),[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Center,23.13,Made,,,,,,,,,,,,39.0,,,,,,
640,PT01M15.00S,2024-04-08T01:21:05.5Z,4,REGULAR,turnover,out-of-bounds,[],1628984,,,1610612759,106,101,2024-04-08T01:21:12Z,6260000,False,,,0,,D. Graham step out-of-bounds TURNOVER (3 TO),[1628984],1610612759.0,SAS,step,,,Graham,D. Graham,,,,,Mid-Range,16-24 Left,,,,,,,,,201638.0,,,,,,3.0,,,,,
641,PT01M08.00S,2024-04-08T01:21:20.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630577,,,1610612755,106,101,2024-04-08T01:21:40Z,6270000,False,,,0,,J. Champagnie shooting personal FOUL (2 PF) (Maxey 2 FT),"[1630577, 1630178]",1610612759.0,SAS,shooting,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,202026.0,2.0,0.0,Maxey,1630178.0,,,,,,,
644,PT01M08.00S,2024-04-08T01:21:47.6Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630178,,,1610612755,106,102,2024-04-08T01:21:47Z,6290000,False,,,0,,T. Maxey Free Throw 1 of 2 (40 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,,,,,,,,,,,,40.0,,,,,,
645,PT01M08.00S,2024-04-08T01:22:05.3Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630178,,,1610612755,106,103,2024-04-08T01:22:05Z,6300000,False,,,0,,T. Maxey Free Throw 2 of 2 (41 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,,,,,,,,,,,,41.0,,,,,,
646,PT00M54.10S,2024-04-08T01:22:22.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,7.966491458607096,46.568627450980394,1610612759,108,103,2024-04-08T01:22:53Z,6310000,False,17.0,22.0,1,left,T. Jones driving finger roll Layup (15 PTS),[1630200],1610612759.0,SAS,driving finger roll,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,2.82,Made,,,,,,,,,,,,15.0,,,,,,
647,PT00M45.00S,2024-04-08T01:22:36.3Z,4,REGULAR,3pt,Jump Shot,[],1630178,76.95466491458606,88.48039215686273,1610612755,108,106,2024-04-08T01:22:46Z,6320000,False,192.0,164.0,1,right,T. Maxey 25' 3PT step back (44 PTS),[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,25.29,Made,,,,,,,,,,,,44.0,,,,,,
648,PT00M24.70S,2024-04-08T01:23:00.7Z,4,REGULAR,3pt,Jump Shot,[],1628984,19.004599211563733,92.15686274509804,1610612759,108,106,2024-04-08T01:23:07Z,6330000,False,-211.0,126.0,1,left,MISS D. Graham 24' 3PT,[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,Above the Break 3,24+ Left Center,24.56,Missed,,,,,,,,,,,,,,,,,,
649,PT00M20.60S,2024-04-08T01:23:04.8Z,4,REGULAR,rebound,defensive,[],1630194,,,1610612755,108,106,2024-04-08T01:23:07Z,6340000,False,,,0,,P. Reed REBOUND (Off:4 Def:6),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Left Center,,,648.0,10.0,6.0,4.0,,,,,,,,,,,,,,
650,PT00M09.70S,2024-04-08T01:23:15.7Z,4,REGULAR,3pt,Jump Shot,[],201587,74.45795006570303,14.950980392156863,1610612755,108,109,2024-04-08T01:23:22Z,6350000,False,-175.0,188.0,1,right,N. Batum 25' 3PT  (6 PTS) (T. Maxey 6 AST),"[201587, 1630178]",1610612755.0,PHI,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Left Center,25.67,Made,,,,,,,,,,,,6.0,,T. Maxey,1630178.0,6.0,,
652,PT00M09.30S,2024-04-08T01:23:29.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612759,108,109,2024-04-08T01:23:29Z,6370000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT00M08.00S,2024-04-08T01:25:12.4Z,4,REGULAR,foul,personal,[],1630194,,,1610612759,108,109,2024-04-08T01:25:59Z,6380000,False,,,0,,P. Reed personal FOUL (6 PF),"[1630194, 1641705]",1610612755.0,PHI,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,202026.0,6.0,0.0,Wembanyama,1641705.0,,,,,,,
655,PT00M08.00S,2024-04-08T01:25:50.0Z,4,REGULAR,substitution,out,[],1630194,,,1610612759,108,109,2024-04-08T01:26:00Z,6400000,False,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT00M08.00S,2024-04-08T01:25:50.0Z,4,REGULAR,substitution,in,[],1630231,,,1610612759,108,109,2024-04-08T01:26:00Z,6410000,False,,,0,,SUB in: K. Martin,[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT00M08.00S,2024-04-08T01:26:07.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612759,108,109,2024-04-08T01:26:07Z,6420000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT00M02.80S,2024-04-08T01:27:53.4Z,4,REGULAR,3pt,Jump Shot,[],1630577,11.514454664914586,96.81372549019608,1610612759,111,109,2024-04-08T01:28:02Z,6430000,False,-234.0,56.0,1,left,J. Champagnie 24' 3PT  (15 PTS) (V. Wembanyama 5 AST),"[1630577, 1641705]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Left Corner 3,24+ Left,24.06,Made,,,,,,,,,,,,15.0,,V. Wembanyama,1641705.0,5.0,,
660,PT00M02.70S,2024-04-08T01:28:02.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612755,111,109,2024-04-08T01:28:02Z,6450000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT00M02.70S,2024-04-08T01:29:12.7Z,4,REGULAR,substitution,out,[],1628984,,,1610612755,111,109,2024-04-08T01:29:31Z,6460000,False,,,0,,SUB out: D. Graham,[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT00M02.70S,2024-04-08T01:29:12.7Z,4,REGULAR,substitution,out,[],1630231,,,1610612755,111,109,2024-04-08T01:29:31Z,6470000,False,,,0,,SUB out: K. Martin,[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT00M02.70S,2024-04-08T01:29:12.7Z,4,REGULAR,substitution,in,[],1631104,,,1610612755,111,109,2024-04-08T01:29:31Z,6480000,False,,,0,,SUB in: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT00M02.70S,2024-04-08T01:29:12.7Z,4,REGULAR,substitution,in,[],1627741,,,1610612755,111,109,2024-04-08T01:29:31Z,6490000,False,,,0,,SUB in: B. Hield,[1627741],1610612755.0,PHI,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT00M00.90S,2024-04-08T01:29:47.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,91.80354796320631,53.431372549019606,1610612755,111,111,2024-04-08T01:29:59Z,6500000,False,17.0,25.0,1,right,T. Maxey cutting finger roll Layup (46 PTS) (N. Batum 2 AST),"[1630178, 201587]",1610612755.0,PHI,cutting finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,2.99,Made,,,,,,,,,,,,46.0,,N. Batum,201587.0,2.0,,
667,PT00M00.00S,2024-04-08T01:29:57.1Z,4,REGULAR,turnover,bad pass,[],1641705,,,1610612759,111,111,2024-04-08T01:30:06Z,6520000,False,,,0,,V. Wembanyama bad pass TURNOVER (7 TO),"[1641705, 201587]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,7.0,,,,Batum,201587.0
668,PT00M00.00S,2024-04-08T01:29:57.1Z,4,REGULAR,steal,,[],201587,,,1610612755,111,111,2024-04-08T01:29:59Z,6530000,False,,,0,,N. Batum STEAL (3 STL),[201587],1610612755.0,PHI,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
669,PT00M00.00S,2024-04-08T01:30:00.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201587,71.82982917214193,86.02941176470588,1610612755,111,111,2024-04-08T01:30:12Z,6540000,False,180.0,212.0,1,right,MISS N. Batum 27' bank 3PT,[201587],1610612755.0,PHI,bank,,,Batum,N. Batum,,,,,Above the Break 3,24+ Right Center,27.84,Missed,,,,,,,,,,,,,,,,,,
670,PT00M00.00S,2024-04-08T01:30:03.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612755,111,111,2024-04-08T01:30:03Z,6550000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,669.0,,,,,,,,,,,,,,,,,
671,PT00M00.00S,2024-04-08T01:30:09.3Z,4,REGULAR,period,end,[],0,,,1610612755,111,111,2024-04-08T01:30:09Z,6560000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,PT05M00.00S,2024-04-08T01:31:27.2Z,5,OVERTIME,substitution,out,['startperiod'],1631104,,,1610612755,111,111,2024-04-08T01:32:48Z,6570000,False,,,0,,SUB out: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
673,PT05M00.00S,2024-04-08T01:31:27.2Z,5,OVERTIME,substitution,out,['startperiod'],1627741,,,1610612755,111,111,2024-04-08T01:32:48Z,6580000,False,,,0,,SUB out: B. Hield,[1627741],1610612755.0,PHI,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
674,PT05M00.00S,2024-04-08T01:31:27.2Z,5,OVERTIME,substitution,in,['startperiod'],1628984,,,1610612755,111,111,2024-04-08T01:32:48Z,6590000,False,,,0,,SUB in: D. Graham,[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
675,PT05M00.00S,2024-04-08T01:31:27.2Z,5,OVERTIME,substitution,in,['startperiod'],1630231,,,1610612755,111,111,2024-04-08T01:32:48Z,6600000,False,,,0,,SUB in: K. Martin,[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
676,PT05M00.00S,2024-04-08T01:33:11.7Z,5,OVERTIME,period,start,[],0,,,0,111,111,2024-04-08T01:33:11Z,6610000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,PT05M00.00S,2024-04-08T01:33:14.7Z,5,OVERTIME,jumpball,recovered,[],1626162,,,1610612755,111,111,2024-04-08T01:33:14Z,6630000,False,,,0,,Jump Ball K. Martin vs. V. Wembanyama: Tip to K. Oubre Jr.,"[1626162, 1630231, 1641705]",1610612755.0,PHI,startperiod,K. Oubre Jr.,1626162.0,Oubre Jr.,K. Oubre Jr.,Martin,1630231.0,Wembanyama,1641705.0,,,,,,,,,,,,,,,,,,,,,,
681,PT04M57.00S,2024-04-08T01:33:15.7Z,5,OVERTIME,2pt,DUNK,['pointsinthepaint'],1626162,91.14651773981603,48.529411764705884,1610612755,111,113,2024-04-08T01:35:38Z,6652500,False,-7.0,31.0,1,right,K. Oubre Jr. DUNK (26 PTS),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,3.16,Made,,,,,,,,,,,,26.0,,,,,,
683,PT04M46.00S,2024-04-08T01:33:52.7Z,5,OVERTIME,foul,personal,[],201587,,,1610612759,111,113,2024-04-08T01:34:15Z,6680000,False,,,0,,N. Batum personal FOUL (2 PF),"[201587, 1641705]",1610612755.0,PHI,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Center,,,,,,,,,202026.0,2.0,0.0,Wembanyama,1641705.0,,,,,,,
685,PT04M39.00S,2024-04-08T01:34:17.2Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],1630200,6.258212877792378,47.05882352941176,1610612759,113,113,2024-04-08T01:34:24Z,6700000,False,15.0,6.0,1,left,T. Jones driving finger roll Layup (17 PTS),[1630200],1610612759.0,SAS,driving finger roll,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,1.6,Made,,,,,,,,,,,,17.0,,,,,,
