actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
83,PT05M02.00S,2024-03-31T23:22:43.5Z,1,REGULAR,rebound,defensive,[],1641764,,,1610612744,16,14,2024-03-31T23:22:44Z,800000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:1),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,,,,,82.0,1.0,1.0,0.0,,,,,,,,,,,,
84,PT04M53.00S,2024-03-31T23:22:52.6Z,1,REGULAR,2pt,Jump Shot,[],203952,84.57621550591328,78.92156862745098,1610612744,16,14,2024-03-31T23:22:56Z,810000,False,145.0,92.0,1,right,MISS A. Wiggins 17' Jump Shot,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Right,,,17.17,Missed,,,,,,,,,,,,,,,,
85,PT04M50.00S,2024-03-31T23:22:55.6Z,1,REGULAR,rebound,defensive,[],1628380,,,1610612759,16,14,2024-03-31T23:22:56Z,820000,False,,,0,,Z. Collins REBOUND (Off:0 Def:2),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Mid-Range,16-24 Right,,,,,84.0,2.0,2.0,0.0,,,,,,,,,,,,
86,PT04M42.00S,2024-03-31T23:23:03.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628380,7.046649145860711,50.98039215686274,1610612759,18,14,2024-03-31T23:23:09Z,830000,False,-5.0,14.0,1,left,Z. Collins driving Layup (2 PTS) (T. Jones 3 AST),"[1628380, 1630200]",1610612759.0,SAS,driving,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,1.45,Made,,,,,,,,,,,2.0,T. Jones,1630200.0,3.0,,
88,PT04M28.00S,2024-03-31T23:23:18.8Z,1,REGULAR,turnover,out-of-bounds,[],201939,,,1610612744,18,14,2024-03-31T23:23:25Z,850000,False,,,0,,S. Curry bad pass out-of-bounds TURNOVER (1 TO),[201939],1610612744.0,GSW,bad pass,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,202037.0,1.0,,,,,,,,,,,,,,,,,,
89,PT04M28.00S,2024-03-31T23:23:23.6Z,1,REGULAR,substitution,out,[],1626224,,,1610612759,18,14,2024-03-31T23:23:43Z,860000,False,,,0,,SUB out: C. Osman,[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M28.00S,2024-03-31T23:23:23.6Z,1,REGULAR,substitution,out,[],1630200,,,1610612759,18,14,2024-03-31T23:23:43Z,870000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M28.00S,2024-03-31T23:23:23.6Z,1,REGULAR,substitution,out,[],203952,,,1610612759,18,14,2024-03-31T23:23:43Z,880000,False,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M28.00S,2024-03-31T23:23:23.6Z,1,REGULAR,substitution,out,[],203110,,,1610612759,18,14,2024-03-31T23:23:43Z,890000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M28.00S,2024-03-31T23:23:23.6Z,1,REGULAR,substitution,out,[],1631218,,,1610612759,18,14,2024-03-31T23:23:43Z,900000,False,,,0,,SUB out: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M28.00S,2024-03-31T23:23:23.6Z,1,REGULAR,substitution,in,[],1630572,,,1610612759,18,14,2024-03-31T23:23:43Z,910000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M28.00S,2024-03-31T23:23:23.6Z,1,REGULAR,substitution,in,[],1631104,,,1610612759,18,14,2024-03-31T23:23:43Z,920000,False,,,0,,SUB in: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M28.00S,2024-03-31T23:23:23.6Z,1,REGULAR,substitution,in,[],202691,,,1610612759,18,14,2024-03-31T23:23:43Z,930000,False,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M28.00S,2024-03-31T23:23:23.6Z,1,REGULAR,substitution,in,[],1626172,,,1610612759,18,14,2024-03-31T23:23:43Z,940000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M28.00S,2024-03-31T23:23:23.6Z,1,REGULAR,substitution,in,[],1627780,,,1610612759,18,14,2024-03-31T23:23:43Z,950000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M13.00S,2024-03-31T23:23:56.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628380,31.882391590013142,37.00980392156863,1610612759,21,14,2024-03-31T23:24:01Z,960000,False,65.0,247.0,1,left,Z. Collins 25' 3PT  (5 PTS) (B. Wesley 1 AST),"[1628380, 1631104]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Center,,,25.56,Made,,,,,,,,,,,5.0,B. Wesley,1631104.0,1.0,,
101,PT03M51.00S,2024-03-31T23:24:18.1Z,1,REGULAR,3pt,Jump Shot,[],202691,75.90341655716163,87.5,1610612744,21,14,2024-03-31T23:24:25Z,980000,False,188.0,174.0,1,right,MISS K. Thompson 25' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,,,25.58,Missed,,,,,,,,,,,,,,,,
102,PT03M51.00S,2024-03-31T23:24:21.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,21,14,2024-03-31T23:24:21Z,990000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,101.0,,,,,,,,,,,,,,,
104,PT03M51.00S,2024-03-31T23:24:24.5Z,1,REGULAR,substitution,out,[],201939,,,1610612744,21,14,2024-03-31T23:24:37Z,1010000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M51.00S,2024-03-31T23:24:24.5Z,1,REGULAR,substitution,in,[],101108,,,1610612744,21,14,2024-03-31T23:24:37Z,1020000,False,,,0,,SUB in: C. Paul,[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M42.00S,2024-03-31T23:24:51.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202691,91.93495400788436,96.81372549019608,1610612744,21,14,2024-03-31T23:24:59Z,1030000,False,234.0,23.0,1,right,MISS K. Thompson 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Right Corner 3,24+ Right,,,23.53,Missed,,,,,,,,,,,,,,,,
107,PT03M39.00S,2024-03-31T23:24:54.2Z,1,REGULAR,rebound,defensive,[],1630572,,,1610612759,21,14,2024-03-31T23:24:59Z,1040000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:1),[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,Right Corner 3,24+ Right,,,,,106.0,1.0,1.0,0.0,,,,,,,,,,,,
112,PT03M35.00S,2024-03-31T23:25:15.4Z,1,REGULAR,2pt,Jump Shot,[],1631103,8.754927726675426,19.607843137254903,1610612759,21,14,2024-03-31T23:50:09Z,1090000,False,152.0,30.0,1,left,MISS M. Branham 15' Jump Shot,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Mid-Range,8-16 Right,,,15.49,Missed,,,,,,,,,,,,,,,,
113,PT03M31.00S,2024-03-31T23:25:19.4Z,1,REGULAR,rebound,defensive,[],101108,,,1610612744,21,14,2024-03-31T23:25:20Z,1100000,False,,,0,,C. Paul REBOUND (Off:0 Def:1),[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,Mid-Range,8-16 Right,,,,,112.0,1.0,1.0,0.0,,,,,,,,,,,,
114,PT03M23.00S,2024-03-31T23:25:30.2Z,1,REGULAR,turnover,out-of-bounds,[],202691,,,1610612744,21,14,2024-03-31T23:25:36Z,1110000,False,,,0,,K. Thompson bad pass out-of-bounds TURNOVER (1 TO),[202691],1610612744.0,GSW,bad pass,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Right,1628951.0,1.0,,,,,,,,,,,,,,,,,,
115,PT03M11.00S,2024-03-31T23:25:48.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631103,30.436925098554536,27.696078431372552,1610612759,24,14,2024-03-31T23:25:53Z,1120000,False,112.0,234.0,1,left,M. Branham 25' 3PT  (7 PTS) (B. Wesley 2 AST),"[1631103, 1631104]",1610612759.0,SAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Right Center,,,25.88,Made,,,,,,,,,,,7.0,B. Wesley,1631104.0,2.0,,
117,PT02M53.00S,2024-03-31T23:26:06.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641764,91.93495400788436,45.83333333333333,1610612744,24,16,2024-03-31T23:29:03Z,1140000,False,-21.0,23.0,1,right,B. Podziemski cutting Layup (2 PTS) (K. Thompson 1 AST),"[1641764, 202691]",1610612744.0,GSW,cutting,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,,,3.12,Made,,,,,,,,,,,2.0,K. Thompson,202691.0,1.0,,
119,PT02M53.00S,2024-03-31T23:26:11.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,24,16,2024-03-31T23:26:11Z,1160000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M35.00S,2024-03-31T23:29:20.1Z,1,REGULAR,3pt,Jump Shot,[],1628380,32.40801576872536,54.41176470588235,1610612759,27,16,2024-03-31T23:29:23Z,1170000,False,-22.0,252.0,1,left,Z. Collins 25' 3PT  (8 PTS) (B. Wesley 3 AST),"[1628380, 1631104]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Center,,,25.31,Made,,,,,,,,,,,8.0,B. Wesley,1631104.0,3.0,,
122,PT02M21.00S,2024-03-31T23:29:34.6Z,1,REGULAR,3pt,Jump Shot,[],1641764,69.72733245729303,22.058823529411764,1610612744,27,19,2024-03-31T23:29:38Z,1190000,False,-140.0,232.0,1,right,B. Podziemski 27' 3PT  (5 PTS) (C. Paul 1 AST),"[1641764, 101108]",1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Left Center,,,27.09,Made,,,,,,,,,,,5.0,C. Paul,101108.0,1.0,,
124,PT02M07.00S,2024-03-31T23:29:48.8Z,1,REGULAR,3pt,Jump Shot,[],1630577,28.991458607095925,77.45098039215686,1610612759,30,19,2024-03-31T23:29:52Z,1210000,False,-137.0,220.0,1,left,J. Champagnie 25' 3PT  (3 PTS) (Z. Collins 1 AST),"[1630577, 1628380]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,,,25.93,Made,,,,,,,,,,,3.0,Z. Collins,1628380.0,1.0,,
126,PT01M54.00S,2024-03-31T23:30:01.0Z,1,REGULAR,2pt,Jump Shot,[],202691,79.45137976346912,34.55882352941176,1610612744,30,19,2024-03-31T23:30:06Z,1230000,False,-77.0,141.0,1,right,MISS K. Thompson 16' Jump Shot,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Left Center,,,16.05,Missed,,,,,,,,,,,,,,,,
127,PT01M52.00S,2024-03-31T23:30:03.0Z,1,REGULAR,rebound,defensive,[],1630572,,,1610612759,30,19,2024-03-31T23:30:06Z,1240000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:2),[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,Mid-Range,16-24 Left Center,,,,,126.0,2.0,2.0,0.0,,,,,,,,,,,,
128,PT01M42.00S,2024-03-31T23:30:13.7Z,1,REGULAR,turnover,lost ball,[],1631103,,,1610612759,30,19,2024-03-31T23:30:19Z,1250000,False,,,0,,M. Branham lost ball TURNOVER (1 TO),"[1631103, 1627780]",1610612759.0,SAS,,,,Branham,M. Branham,,,,,Mid-Range,8-16 Right,,1.0,,,,,,,,,,,,,,,,,Payton II,1627780.0
129,PT01M42.00S,2024-03-31T23:30:13.7Z,1,REGULAR,steal,,[],1627780,,,1610612744,30,19,2024-03-31T23:30:15Z,1260000,False,,,0,,G. Payton II STEAL (1 STL),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
130,PT01M37.00S,2024-03-31T23:30:17.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641764,92.59198423127464,51.9607843137255,1610612744,30,19,2024-03-31T23:30:25Z,1270000,False,10.0,17.0,1,right,MISS B. Podziemski running finger roll Layup,[1641764],1610612744.0,GSW,running finger roll,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,,,1.97,Missed,,,,,,,,,,,,,,,,
131,PT01M35.00S,2024-03-31T23:30:19.9Z,1,REGULAR,rebound,defensive,[],1628380,,,1610612759,30,19,2024-03-31T23:30:25Z,1280000,False,,,0,,Z. Collins REBOUND (Off:0 Def:3),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,130.0,3.0,3.0,0.0,,,,,,,,,,,,
132,PT01M33.00S,2024-03-31T23:30:24.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630577,31.488173455978973,70.58823529411765,1610612759,30,19,2024-03-31T23:33:35Z,1290000,False,-103.0,243.0,1,left,MISS J. Champagnie 26' running 3PT,[1630577],1610612759.0,SAS,running,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,,,26.43,Missed,,,,,,,,,,,,,,,,
133,PT01M30.00S,2024-03-31T23:30:27.3Z,1,REGULAR,rebound,offensive,[],1631104,,,1610612759,30,19,2024-03-31T23:35:06Z,1300000,False,,,0,,B. Wesley REBOUND (Off:1 Def:0),[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,Above the Break 3,24+ Left Center,,,,,132.0,1.0,0.0,1.0,,,,,,,,,,,,
134,PT01M28.00S,2024-03-31T23:30:29.6Z,1,REGULAR,foul,personal,['2freethrow'],1627780,,,1610612759,30,19,2024-03-31T23:30:56Z,1310000,False,,,0,,G. Payton II shooting personal FOUL (1 PF) (Wesley 2 FT),"[1627780, 1631104]",1610612744.0,GSW,shooting,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,1830.0,,,,,,,,,,1.0,0.0,Wesley,1631104.0,,,,,,
136,PT01M28.00S,2024-03-31T23:31:01.1Z,1,REGULAR,foul,technical,['1freethrow'],204005,,,1610612759,30,19,2024-03-31T23:32:51Z,1330000,False,,,0,,TEAM foul technical,[204005],1610612744.0,GSW,,,,,,,,,,,,1830.0,,,,,,,,,,,,,,,,,,,
137,PT01M28.00S,2024-03-31T23:31:23.0Z,1,REGULAR,freethrow,1 of 1,[],1631103,,,1610612759,31,19,2024-03-31T23:31:23Z,1340000,False,,,0,,M. Branham technical Free Throw 1 of 1 (8 PTS),[1631103],1610612759.0,SAS,technical,,,Branham,M. Branham,,,,,,,,,,Made,,,,,,,,,,,8.0,,,,,
138,PT01M28.00S,2024-03-31T23:31:36.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1631104,,,1610612759,32,19,2024-03-31T23:31:36Z,1350000,False,,,0,,B. Wesley Free Throw 1 of 2 (1 PTS),[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,Made,,,,,,,,,,,1.0,,,,,
139,PT01M28.00S,2024-03-31T23:31:36.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1631104,,,1610612759,32,19,2024-03-31T23:31:53Z,1360000,False,,,0,,MISS B. Wesley Free Throw 2 of 2,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
140,PT01M25.00S,2024-03-31T23:31:39.6Z,1,REGULAR,rebound,defensive,[],1627780,,,1610612744,32,19,2024-03-31T23:50:23Z,1370000,False,,,0,,G. Payton II REBOUND (Off:0 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,139.0,1.0,1.0,0.0,,,,,,,,,,,,
141,PT01M12.00S,2024-03-31T23:32:05.3Z,1,REGULAR,3pt,Jump Shot,[],1627780,77.34888304862024,91.91176470588235,1610612744,32,19,2024-03-31T23:32:11Z,1380000,False,210.0,160.0,1,right,MISS G. Payton II 26' 3PT,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Right Center,,,26.39,Missed,,,,,,,,,,,,,,,,
142,PT01M08.00S,2024-03-31T23:32:09.3Z,1,REGULAR,rebound,offensive,[],1641764,,,1610612744,32,19,2024-03-31T23:32:11Z,1390000,False,,,0,,B. Podziemski REBOUND (Off:1 Def:1),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Right Center,,,,,141.0,2.0,1.0,1.0,,,,,,,,,,,,
143,PT01M06.00S,2024-03-31T23:32:11.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],101108,71.30420499342969,19.607843137254903,1610612744,32,22,2024-03-31T23:32:16Z,1400000,False,-152.0,217.0,1,right,C. Paul 26' 3PT  (3 PTS) (K. Looney 1 AST),"[101108, 1626172]",1610612744.0,GSW,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Left Center,,,26.51,Made,,,,,,,,,,,3.0,K. Looney,1626172.0,1.0,,
145,PT00M56.40S,2024-03-31T23:32:24.1Z,1,REGULAR,violation,kicked ball,[],101108,,,1610612759,32,22,2024-03-31T23:32:35Z,1420000,False,,,0,,C. Paul kicked ball VIOLATION,[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,,,1830.0,,,,,,,,,,,,,,,,,,,
146,PT00M49.90S,2024-03-31T23:32:46.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630572,7.966491458607096,52.69607843137255,1610612759,34,22,2024-03-31T23:32:51Z,1430000,False,-13.0,22.0,1,left,S. Mamukelashvili cutting DUNK (2 PTS) (B. Wesley 4 AST),"[1630572, 1631104]",1610612759.0,SAS,cutting,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,,,2.62,Made,,,,,,,,,,,2.0,B. Wesley,1631104.0,4.0,,
148,PT00M40.50S,2024-03-31T23:32:58.2Z,1,REGULAR,3pt,Jump Shot,[],202691,74.85216819973719,86.51960784313727,1610612744,34,25,2024-03-31T23:33:01Z,1450000,False,183.0,184.0,1,right,K. Thompson 25' 3PT  (5 PTS) (B. Podziemski 1 AST),"[202691, 1641764]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,,,25.92,Made,,,,,,,,,,,5.0,B. Podziemski,1641764.0,1.0,,
150,PT00M33.10S,2024-03-31T23:33:11.5Z,1,REGULAR,turnover,traveling,[],1630577,,,1610612759,34,25,2024-03-31T23:33:18Z,1470000,False,,,0,,J. Champagnie traveling TURNOVER (2 TO),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,1628951.0,2.0,,,,,,,,,,,,,,,,,,
151,PT00M18.10S,2024-03-31T23:33:43.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202691,74.19513797634691,86.51960784313727,1610612744,34,25,2024-03-31T23:33:50Z,1480000,False,183.0,190.0,1,right,MISS K. Thompson 26' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,,,26.36,Missed,,,,,,,,,,,,,,,,
152,PT00M15.10S,2024-03-31T23:33:46.4Z,1,REGULAR,rebound,defensive,[],1628380,,,1610612759,34,25,2024-03-31T23:33:46Z,1490000,False,,,0,,Z. Collins REBOUND (Off:0 Def:4),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Right Center,,,,,151.0,4.0,4.0,0.0,,,,,,,,,,,,
153,PT00M11.30S,2024-03-31T23:33:52.0Z,1,REGULAR,turnover,lost ball,[],1630572,,,1610612759,34,25,2024-03-31T23:33:57Z,1500000,False,,,0,,S. Mamukelashvili lost ball TURNOVER (1 TO),"[1630572, 101108]",1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Right Center,,1.0,,,,,,,,,,,,,,,,,Paul,101108.0
154,PT00M11.30S,2024-03-31T23:33:52.0Z,1,REGULAR,steal,,[],101108,,,1610612744,34,25,2024-03-31T23:33:54Z,1510000,False,,,0,,C. Paul STEAL (1 STL),[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
155,PT00M11.30S,2024-03-31T23:33:55.7Z,1,REGULAR,foul,personal,[],1630572,,,1610612744,34,25,2024-03-31T23:34:01Z,1520000,False,,,0,,S. Mamukelashvili personal FOUL (1 PF),"[1630572, 101108]",1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Right Center,1830.0,,,,,,,,,,1.0,0.0,Paul,101108.0,,,,,,
157,PT00M11.30S,2024-03-31T23:34:02.7Z,1,REGULAR,substitution,out,[],1628380,,,1610612744,34,25,2024-03-31T23:34:21Z,1540000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M11.30S,2024-03-31T23:34:02.7Z,1,REGULAR,substitution,out,[],1627780,,,1610612744,34,25,2024-03-31T23:34:21Z,1550000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M11.30S,2024-03-31T23:34:02.7Z,1,REGULAR,substitution,in,[],1626224,,,1610612744,34,25,2024-03-31T23:34:21Z,1560000,False,,,0,,SUB in: C. Osman,[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M11.30S,2024-03-31T23:34:02.7Z,1,REGULAR,substitution,in,[],201939,,,1610612744,34,25,2024-03-31T23:34:21Z,1570000,False,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M00.50S,2024-03-31T23:34:35.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],101108,85.3646517739816,74.75490196078431,1610612744,34,27,2024-03-31T23:34:39Z,1580000,False,124.0,85.0,1,right,C. Paul 15' pullup Jump Shot (5 PTS),[101108],1610612744.0,GSW,pullup,,,Paul,C. Paul,,,,,Mid-Range,8-16 Right,,,15.02,Made,,,,,,,,,,,5.0,,,,,
162,PT00M00.00S,2024-03-31T23:34:40.4Z,1,REGULAR,period,end,[],0,,,1610612759,34,27,2024-03-31T23:34:40Z,1590000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2024-03-31T23:36:47.3Z,2,REGULAR,substitution,out,['startperiod'],1631103,,,1610612759,34,27,2024-03-31T23:37:27Z,1600000,False,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2024-03-31T23:36:47.3Z,2,REGULAR,substitution,out,['startperiod'],1630577,,,1610612759,34,27,2024-03-31T23:37:27Z,1610000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2024-03-31T23:36:47.3Z,2,REGULAR,substitution,out,['startperiod'],1626172,,,1610612759,34,27,2024-03-31T23:37:27Z,1620000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2024-03-31T23:36:47.3Z,2,REGULAR,substitution,out,['startperiod'],202691,,,1610612759,34,27,2024-03-31T23:37:27Z,1630000,False,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2024-03-31T23:36:47.3Z,2,REGULAR,substitution,out,['startperiod'],201939,,,1610612759,34,27,2024-03-31T23:37:27Z,1640000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2024-03-31T23:36:47.3Z,2,REGULAR,substitution,in,['startperiod'],1641705,,,1610612759,34,27,2024-03-31T23:37:27Z,1650000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2024-03-31T23:36:47.3Z,2,REGULAR,substitution,in,['startperiod'],1628984,,,1610612759,34,27,2024-03-31T23:37:27Z,1660000,False,,,0,,SUB in: D. Graham,[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2024-03-31T23:36:47.3Z,2,REGULAR,substitution,in,['startperiod'],1630541,,,1610612759,34,27,2024-03-31T23:37:27Z,1670000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2024-03-31T23:36:47.3Z,2,REGULAR,substitution,in,['startperiod'],203952,,,1610612759,34,27,2024-03-31T23:37:27Z,1680000,False,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2024-03-31T23:36:47.3Z,2,REGULAR,substitution,in,['startperiod'],1631218,,,1610612759,34,27,2024-03-31T23:37:27Z,1690000,False,,,0,,SUB in: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
