actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,shotResult,shotActionNumber,area,areaDetail,turnoverTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
84,PT05M04.00S,2024-04-13T00:23:24.5Z,1,REGULAR,steal,,[],203932,,,1610612743,18,19,2024-04-13T00:23:26Z,840000,False,,,0,,A. Gordon STEAL (1 STL),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,
85,PT04M59.00S,2024-04-13T00:23:29.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631128,4.944152431011826,96.07843137254902,1610612743,18,19,2024-04-13T00:24:45Z,850000,False,-230.0,-6.0,1,left,MISS C. Braun running 3PT,[1631128],1610612743.0,DEN,running,,,Braun,C. Braun,,,,,,,,Missed,,Left Corner 3,24+ Left,,23.05,,,,,,,,,,,,,
86,PT04M54.00S,2024-04-13T00:23:33.9Z,1,REGULAR,rebound,defensive,[],1630572,,,1610612759,18,19,2024-04-13T00:23:33Z,860000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:2),[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,85.0,Left Corner 3,24+ Left,,,2.0,2.0,0.0,,,,,,,,,,
87,PT04M45.00S,2024-04-13T00:23:43.6Z,1,REGULAR,3pt,Jump Shot,[],1628984,87.59855453350855,2.941176470588235,1610612759,18,19,2024-04-13T00:23:49Z,870000,False,-235.0,64.0,1,right,MISS D. Graham 24' 3PT,[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,,,,Missed,,Left Corner 3,24+ Left,,24.39,,,,,,,,,,,,,
88,PT04M42.00S,2024-04-13T00:23:46.6Z,1,REGULAR,rebound,offensive,[],1628984,,,1610612759,18,19,2024-04-13T00:23:46Z,880000,False,,,0,,D. Graham REBOUND (Off:1 Def:0),[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,,,,,87.0,Left Corner 3,24+ Left,,,1.0,0.0,1.0,,,,,,,,,,
89,PT04M38.00S,2024-04-13T00:23:51.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628380,69.33311432325887,30.14705882352941,1610612759,21,19,2024-04-13T00:23:57Z,890000,False,-99.0,236.0,1,right,Z. Collins 25' 3PT  (3 PTS) (D. Graham 1 AST),"[1628380, 1628984]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,Made,,Above the Break 3,24+ Left Center,,25.59,,,,3.0,D. Graham,1628984.0,1.0,,,,,,
91,PT04M21.00S,2024-04-13T00:24:07.5Z,1,REGULAR,3pt,Jump Shot,[],1627750,31.35676741130092,62.00980392156863,1610612743,21,22,2024-04-13T00:24:13Z,910000,False,-60.0,242.0,1,left,J. Murray 24' 3PT step back (10 PTS),[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,,,,Made,,Above the Break 3,24+ Center,,24.96,,,,10.0,,,,,,,,,
92,PT04M11.00S,2024-04-13T00:24:19.1Z,1,REGULAR,turnover,out-of-bounds,[],1631104,,,1610612759,21,22,2024-04-13T00:24:29Z,920000,False,,,0,,B. Wesley bad pass out-of-bounds TURNOVER (1 TO),[1631104],1610612759.0,SAS,bad pass,,,Wesley,B. Wesley,,,,,200833.0,,,,,Above the Break 3,24+ Center,1.0,,,,,,,,,,,,,,
93,PT04M11.00S,2024-04-13T00:24:23.0Z,1,REGULAR,substitution,out,[],1627750,,,1610612743,21,22,2024-04-13T00:24:34Z,930000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M11.00S,2024-04-13T00:24:23.0Z,1,REGULAR,substitution,out,[],203932,,,1610612743,21,22,2024-04-13T00:24:34Z,940000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M11.00S,2024-04-13T00:24:23.0Z,1,REGULAR,substitution,in,[],1631212,,,1610612743,21,22,2024-04-13T00:24:34Z,950000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M11.00S,2024-04-13T00:24:23.0Z,1,REGULAR,substitution,in,[],202704,,,1610612743,21,22,2024-04-13T00:24:34Z,960000,False,,,0,,SUB in: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M00.00S,2024-04-13T00:24:53.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203484,14.14257555847569,74.01960784313727,1610612743,21,22,2024-04-13T00:24:59Z,970000,False,-120.0,80.0,1,left,MISS K. Caldwell-Pope 14' pullup Shot,[203484],1610612743.0,DEN,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,Missed,,Mid-Range,8-16 Left,,14.45,,,,,,,,,,,,,
98,PT03M57.00S,2024-04-13T00:24:56.0Z,1,REGULAR,rebound,defensive,[],1631104,,,1610612759,21,22,2024-04-13T00:24:59Z,980000,False,,,0,,B. Wesley REBOUND (Off:0 Def:1),[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,97.0,Mid-Range,8-16 Left,,,1.0,1.0,0.0,,,,,,,,,,
99,PT03M50.00S,2024-04-13T00:25:02.3Z,1,REGULAR,3pt,Jump Shot,[],1628380,71.43561103810775,19.607843137254903,1610612759,24,22,2024-04-13T00:25:07Z,990000,False,-152.0,216.0,1,right,Z. Collins 26' 3PT  (6 PTS) (B. Wesley 2 AST),"[1628380, 1631104]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,Made,,Above the Break 3,24+ Left Center,,26.41,,,,6.0,B. Wesley,1631104.0,2.0,,,,,,
101,PT03M35.00S,2024-04-13T00:25:17.0Z,1,REGULAR,3pt,Jump Shot,[],1631128,26.62614980289093,83.57843137254902,1610612743,24,22,2024-04-13T00:25:23Z,1010000,False,-168.0,198.0,1,left,MISS C. Braun 25' 3PT,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,Missed,,Above the Break 3,24+ Left Center,,25.95,,,,,,,,,,,,,
102,PT03M30.00S,2024-04-13T00:25:22.0Z,1,REGULAR,rebound,offensive,[],1631212,,,1610612743,24,22,2024-04-13T00:25:23Z,1020000,False,,,0,,P. Watson REBOUND (Off:1 Def:0),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,101.0,Above the Break 3,24+ Left Center,,,1.0,0.0,1.0,,,,,,,,,,
103,PT03M30.00S,2024-04-13T00:25:22.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631212,5.590000152587891,50.0,1610612743,24,24,2024-04-13T00:25:22Z,1030000,False,0.0,0.0,1,left,P. Watson putback Layup (2 PTS),[1631212],1610612743.0,DEN,putback,,,Watson,P. Watson,,,,,,,,Made,,Mid-Range,8-16 Left,,0.0,,,,2.0,,,,,,,,,
104,PT03M19.00S,2024-04-13T00:25:33.3Z,1,REGULAR,3pt,Jump Shot,[],1631321,70.77858081471747,23.52941176470588,1610612759,24,24,2024-04-13T00:25:39Z,1040000,False,-132.0,222.0,1,right,MISS S. Cissoko 25' 3PT,[1631321],1610612759.0,SAS,,,,Cissoko,S. Cissoko,,,,,,,,Missed,,Above the Break 3,24+ Left Center,,25.87,,,,,,,,,,,,,
105,PT03M14.00S,2024-04-13T00:25:38.3Z,1,REGULAR,rebound,defensive,[],1631212,,,1610612743,24,24,2024-04-13T00:25:39Z,1050000,False,,,0,,P. Watson REBOUND (Off:1 Def:1),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,104.0,Above the Break 3,24+ Left Center,,,2.0,1.0,1.0,,,,,,,,,,
106,PT03M09.00S,2024-04-13T00:25:42.8Z,1,REGULAR,3pt,Jump Shot,[],203484,18.478975032851512,92.8921568627451,1610612743,24,27,2024-04-13T00:26:04Z,1060000,False,-214.0,121.0,1,left,K. Caldwell-Pope 24' 3PT  (3 PTS) (C. Braun 1 AST),"[203484, 1631128]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,Made,,Above the Break 3,24+ Left Center,,24.64,,,,3.0,C. Braun,1631128.0,1.0,,,,,,
108,PT02M43.00S,2024-04-13T00:26:09.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630572,84.57621550591328,53.92156862745098,1610612759,26,27,2024-04-13T00:26:20Z,1080000,False,20.0,92.0,1,right,S. Mamukelashvili 9' turnaround Jump Shot (9 PTS) (B. Wesley 3 AST),"[1630572, 1631104]",1610612759.0,SAS,turnaround,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,Made,,In The Paint (Non-RA),8-16 Center,,9.46,,,,9.0,B. Wesley,1631104.0,3.0,,,,,,
109,PT02M23.00S,2024-04-13T00:26:29.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631128,6.521024967148489,50.245098039215684,1610612743,26,27,2024-04-13T00:30:04Z,1090000,False,-1.0,9.0,1,left,MISS C. Braun driving finger roll Layup,[1631128],1610612743.0,DEN,driving finger roll,,,Braun,C. Braun,,,,,,,,Missed,,Restricted Area,0-8 Center,,0.89,,,,,,,,,,,,,
110,PT02M22.00S,2024-04-13T00:26:30.2Z,1,REGULAR,rebound,offensive,[],1631212,,,1610612743,26,27,2024-04-13T03:08:15Z,1100000,False,,,0,,P. Watson REBOUND (Off:2 Def:1),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,109.0,Restricted Area,0-8 Center,,,3.0,1.0,2.0,,,,,,,,,,
639,PT02M22.00S,2024-04-13T00:26:31.7Z,1,REGULAR,turnover,out-of-bounds,[],1631212,,,1610612743,26,27,2024-04-13T03:09:06Z,1105000,False,,,0,,P. Watson step out-of-bounds TURNOVER (1 TO),[1631212],1610612743.0,DEN,step,,,Watson,P. Watson,,,,,101284.0,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,,,,,,
112,PT02M22.00S,2024-04-13T00:26:37.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,26,27,2024-04-13T03:08:56Z,1120000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M22.00S,2024-04-13T00:28:40.1Z,1,REGULAR,timeout,challenge,['team'],0,,,1610612759,26,27,2024-04-13T03:08:56Z,1140000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M22.00S,2024-04-13T00:29:22.7Z,1,REGULAR,substitution,out,[],1631104,,,1610612759,26,27,2024-04-13T03:08:56Z,1160000,False,,,0,,SUB out: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M22.00S,2024-04-13T00:29:22.7Z,1,REGULAR,substitution,out,[],1630572,,,1610612759,26,27,2024-04-13T03:08:56Z,1170000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M22.00S,2024-04-13T00:29:22.7Z,1,REGULAR,substitution,in,[],1641705,,,1610612759,26,27,2024-04-13T03:08:56Z,1180000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M22.00S,2024-04-13T00:29:22.7Z,1,REGULAR,substitution,in,[],1630200,,,1610612759,26,27,2024-04-13T03:08:56Z,1190000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M22.00S,2024-04-13T00:29:22.7Z,1,REGULAR,substitution,out,[],203484,,,1610612759,26,27,2024-04-13T03:08:56Z,1195000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M22.00S,2024-04-13T00:29:22.7Z,1,REGULAR,substitution,in,[],203200,,,1610612759,26,27,2024-04-13T03:08:56Z,1197500,False,,,0,,SUB in: J. Holiday,[203200],1610612743.0,DEN,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT01M58.00S,2024-04-13T00:30:15.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641705,89.43823915900131,55.14705882352941,1610612759,28,27,2024-04-13T03:08:56Z,1200000,False,26.0,47.0,1,right,V. Wembanyama turnaround Jump Shot (6 PTS),[1641705],1610612759.0,SAS,turnaround,,,Wembanyama,V. Wembanyama,,,,,,,,Made,,In The Paint (Non-RA),0-8 Center,,5.34,,,,6.0,,,,,,,,,
121,PT01M44.00S,2024-04-13T00:30:33.1Z,1,REGULAR,foul,technical,['1freethrow'],1628380,,,1610612743,28,27,2024-04-13T00:30:44Z,1210000,False,,,0,,Z. Collins defensive-3-second technical FOUL (1 Tech),[1628380],1610612759.0,SAS,defensive-3-second,,,Collins,Z. Collins,,,,,101284.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
122,PT01M44.00S,2024-04-13T00:30:57.6Z,1,REGULAR,freethrow,1 of 1,[],203999,,,1610612743,28,28,2024-04-13T00:30:57Z,1220000,False,,,0,,N. Jokic technical Free Throw 1 of 1 (11 PTS),[203999],1610612743.0,DEN,technical,,,Jokic,N. Jokic,,,,,,,,Made,,,,,,,,,11.0,,,,,,,,,
123,PT01M38.00S,2024-04-13T00:31:18.8Z,1,REGULAR,3pt,Jump Shot,[],203999,10.068988173455978,94.36274509803921,1610612743,28,31,2024-04-13T00:31:25Z,1230000,False,-222.0,42.0,1,left,N. Jokic 3PT  (14 PTS) (R. Jackson 1 AST),"[203999, 202704]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,,Left Corner 3,24+ Left,,22.58,,,,14.0,R. Jackson,202704.0,1.0,,,,,,
125,PT01M21.00S,2024-04-13T00:31:36.0Z,1,REGULAR,3pt,Jump Shot,[],1628984,73.40670170827858,82.1078431372549,1610612759,28,31,2024-04-13T00:31:42Z,1250000,False,161.0,197.0,1,right,MISS D. Graham 25' pullup 3PT,[1628984],1610612759.0,SAS,pullup,,,Graham,D. Graham,,,,,,,,Missed,,Above the Break 3,24+ Right Center,,25.45,,,,,,,,,,,,,
126,PT01M15.00S,2024-04-13T00:31:42.0Z,1,REGULAR,rebound,offensive,[],1631321,,,1610612759,28,31,2024-04-13T00:31:42Z,1260000,False,,,0,,S. Cissoko REBOUND (Off:1 Def:0),[1631321],1610612759.0,SAS,,,,Cissoko,S. Cissoko,,,,,,,,,125.0,Above the Break 3,24+ Right Center,,,1.0,0.0,1.0,,,,,,,,,,
127,PT01M15.00S,2024-04-13T00:31:41.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631321,94.40999984741211,50.0,1610612759,30,31,2024-04-13T00:32:20Z,1270000,False,0.0,0.0,1,right,S. Cissoko tip Layup (2 PTS),[1631321],1610612759.0,SAS,tip,,,Cissoko,S. Cissoko,,,,,,,,Made,,Restricted Area,0-8 Center,,0.0,,,,2.0,,,,,,,,,
128,PT01M11.00S,2024-04-13T00:31:45.7Z,1,REGULAR,3pt,Jump Shot,[],203200,5.601182654402102,96.32352941176471,1610612743,30,31,2024-04-13T00:33:11Z,1280000,False,-232.0,0.0,1,left,MISS J. Holiday 3PT,[203200],1610612743.0,DEN,,,,Holiday,J. Holiday,,,,,,,,Missed,,Left Corner 3,24+ Left,,23.16,,,,,,,,,,,,,
129,PT01M04.00S,2024-04-13T00:31:52.7Z,1,REGULAR,rebound,defensive,[],1631321,,,1610612759,30,31,2024-04-13T00:33:11Z,1290000,False,,,0,,S. Cissoko REBOUND (Off:1 Def:1),[1631321],1610612759.0,SAS,,,,Cissoko,S. Cissoko,,,,,,,,,128.0,Left Corner 3,24+ Left,,,2.0,1.0,1.0,,,,,,,,,,
130,PT00M47.90S,2024-04-13T00:32:10.8Z,1,REGULAR,2pt,Jump Shot,[],1641705,93.51182654402102,20.833333333333336,1610612759,32,31,2024-04-13T00:33:44Z,1300000,False,-146.0,8.0,1,right,V. Wembanyama 14' turnaround fadeaway Jump Shot (8 PTS),[1641705],1610612759.0,SAS,turnaround fadeaway,,,Wembanyama,V. Wembanyama,,,,,,,,Made,,Mid-Range,8-16 Left,,14.6,,,,8.0,,,,,,,,,
131,PT00M41.20S,2024-04-13T00:32:21.4Z,1,REGULAR,foul,personal,[],1631321,,,1610612743,32,31,2024-04-13T00:32:46Z,1310000,False,,,0,,S. Cissoko personal FOUL (1 PF),"[1631321, 1631212]",1610612759.0,SAS,,,,Cissoko,S. Cissoko,,,,,101284.0,1.0,0.0,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,Watson,1631212.0,,
135,PT00M31.70S,2024-04-13T00:32:50.1Z,1,REGULAR,2pt,Jump Shot,[],1631212,4.681340341655716,19.362745098039216,1610612743,32,31,2024-04-13T00:33:00Z,1330000,False,153.0,-8.0,1,left,MISS P. Watson 15' pullup Shot,[1631212],1610612743.0,DEN,pullup,,,Watson,P. Watson,,,,,,,,Missed,,Mid-Range,8-16 Right,,15.34,,,,,,,,,,,,,
136,PT00M28.50S,2024-04-13T00:32:53.3Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,32,31,2024-04-13T00:33:00Z,1340000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:4),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,135.0,Mid-Range,8-16 Right,,,4.0,4.0,0.0,,,,,,,,,,
137,PT00M06.60S,2024-04-13T00:33:15.1Z,1,REGULAR,3pt,Jump Shot,[],1628984,78.40013140604468,90.93137254901961,1610612759,32,31,2024-04-13T00:33:24Z,1350000,False,205.0,151.0,1,right,MISS D. Graham 25' 3PT,[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,,,,Missed,,Above the Break 3,24+ Right Center,,25.41,,,,,,,,,,,,,
138,PT00M05.30S,2024-04-13T00:33:16.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,32,31,2024-04-13T00:37:37Z,1360000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,137.0,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,
139,PT00M05.30S,2024-04-13T00:33:21.8Z,1,REGULAR,foul,personal,[],203200,,,1610612759,32,31,2024-04-13T00:36:45Z,1370000,False,,,0,,J. Holiday loose ball personal FOUL (1 PF),"[203200, 1641705]",1610612743.0,DEN,loose ball,,,Holiday,J. Holiday,,,,,1627964.0,1.0,0.0,,,Restricted Area,0-8 Center,,,,,,,,,,,,Wembanyama,1641705.0,,
141,PT00M01.30S,2024-04-13T00:33:44.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641705,91.80354796320631,48.529411764705884,1610612759,32,31,2024-04-13T00:36:45Z,1390000,False,-7.0,25.0,1,right,MISS V. Wembanyama driving finger roll Layup,[1641705],1610612759.0,SAS,driving finger roll,,,Wembanyama,V. Wembanyama,,,,,,,,Missed,,Restricted Area,0-8 Center,,2.56,,,,,,,,,,,,,
142,PT00M00.30S,2024-04-13T00:33:45.0Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,32,31,2024-04-13T00:34:42Z,1400000,False,,,0,,N. Jokic REBOUND (Off:1 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,141.0,Restricted Area,0-8 Center,,,2.0,1.0,1.0,,,,,,,,,,
144,PT00M00.30S,2024-04-13T00:33:49.0Z,1,REGULAR,3pt,Jump Shot,[],203999,90.09526938239159,52.69607843137255,1610612743,32,31,2024-04-13T00:34:57Z,1405000,False,-13.0,794.0,1,left,MISS N. Jokic 79' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Missed,,Restricted Area,0-8 Center,,79.45,,,,,,,,,,,,,
145,PT00M00.30S,2024-04-13T00:33:49.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,32,31,2024-04-13T00:34:57Z,1407500,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,144.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,
143,PT00M00.00S,2024-04-13T00:33:54.0Z,1,REGULAR,period,end,[],0,,,1610612743,32,31,2024-04-13T00:33:54Z,1410000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2024-04-13T00:35:50.8Z,2,REGULAR,substitution,out,['startperiod'],203999,,,1610612743,32,31,2024-04-13T00:36:21Z,1420000,False,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2024-04-13T00:35:50.8Z,2,REGULAR,substitution,in,['startperiod'],1630192,,,1610612743,32,31,2024-04-13T00:36:21Z,1430000,False,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2024-04-13T00:36:31.8Z,2,REGULAR,period,start,[],0,,,1610612743,32,31,2024-04-13T00:36:31Z,1440000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT11M50.00S,2024-04-13T00:36:41.3Z,2,REGULAR,3pt,Jump Shot,[],202704,5.601182654402102,94.85294117647058,1610612743,32,31,2024-04-13T00:37:04Z,1450000,False,-224.0,0.0,1,left,MISS R. Jackson 3PT,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,Missed,,Left Corner 3,24+ Left,,22.43,,,,,,,,,,,,,
151,PT11M46.00S,2024-04-13T00:36:44.7Z,2,REGULAR,rebound,defensive,[],1641705,,,1610612759,32,31,2024-04-13T00:36:44Z,1460000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:5),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,150.0,Left Corner 3,24+ Left,,,5.0,5.0,0.0,,,,,,,,,,
152,PT11M36.00S,2024-04-13T00:36:54.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,86.15308804204993,42.64705882352941,1610612759,34,31,2024-04-13T00:37:52Z,1470000,False,-37.0,78.0,1,right,T. Jones 8' driving floating Jump Shot (4 PTS),[1630200],1610612759.0,SAS,driving floating,,,Jones,T. Jones,,,,,,,,Made,,In The Paint (Non-RA),8-16 Center,,8.6,,,,4.0,,,,,,,,,
154,PT11M16.00S,2024-04-13T00:37:35.1Z,2,REGULAR,3pt,Jump Shot,[],203200,7.440867279894875,3.6764705882352944,1610612743,34,34,2024-04-13T00:37:49Z,1490000,False,232.0,17.0,1,left,J. Holiday 3PT  (3 PTS) (R. Jackson 2 AST),"[203200, 202704]",1610612743.0,DEN,,,,Holiday,J. Holiday,,,,,,,,Made,,Right Corner 3,24+ Right,,23.23,,,,3.0,R. Jackson,202704.0,2.0,,,,,,
155,PT11M08.00S,2024-04-13T00:37:43.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641705,92.32917214191852,48.03921568627451,1610612759,34,34,2024-04-13T00:37:55Z,1500000,False,-10.0,20.0,1,right,MISS V. Wembanyama alley-oop DUNK,[1641705],1610612759.0,SAS,alley-oop,,,Wembanyama,V. Wembanyama,,,,,,,,Missed,,Restricted Area,0-8 Center,,2.19,,,,,,,,,,,,,
156,PT11M08.00S,2024-04-13T00:37:43.7Z,2,REGULAR,rebound,defensive,[],1631212,,,1610612743,34,34,2024-04-13T00:37:55Z,1510000,False,,,0,,P. Watson REBOUND (Off:2 Def:2),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,155.0,Restricted Area,0-8 Center,,,4.0,2.0,2.0,,,,,,,,,,
157,PT11M00.00S,2024-04-13T00:37:51.7Z,2,REGULAR,3pt,Jump Shot,[],203200,31.882391590013142,47.30392156862745,1610612743,34,34,2024-04-13T00:37:58Z,1520000,False,13.0,247.0,1,left,MISS J. Holiday 24' 3PT,[203200],1610612743.0,DEN,,,,Holiday,J. Holiday,,,,,,,,Missed,,Above the Break 3,24+ Center,,24.76,,,,,,,,,,,,,
158,PT11M00.00S,2024-04-13T00:37:51.7Z,2,REGULAR,rebound,defensive,[],1641705,,,1610612759,34,34,2024-04-13T00:37:58Z,1530000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:6),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,157.0,Above the Break 3,24+ Center,,,6.0,6.0,0.0,,,,,,,,,,
159,PT10M49.00S,2024-04-13T00:38:02.5Z,2,REGULAR,3pt,Jump Shot,[],1641705,67.36202365308804,48.28431372549019,1610612759,34,34,2024-04-13T00:38:36Z,1540000,False,-9.0,254.0,1,right,MISS V. Wembanyama 25' step back 3PT,[1641705],1610612759.0,SAS,step back,,,Wembanyama,V. Wembanyama,,,,,,,,Missed,,Above the Break 3,24+ Center,,25.44,,,,,,,,,,,,,
160,PT10M45.00S,2024-04-13T00:38:06.5Z,2,REGULAR,rebound,defensive,[],203200,,,1610612743,34,34,2024-04-13T00:38:11Z,1550000,False,,,0,,J. Holiday REBOUND (Off:0 Def:1),[203200],1610612743.0,DEN,,,,Holiday,J. Holiday,,,,,,,,,159.0,Above the Break 3,24+ Center,,,1.0,1.0,0.0,,,,,,,,,,
161,PT10M42.00S,2024-04-13T00:38:16.5Z,2,REGULAR,foul,personal,['2freethrow'],1631321,,,1610612743,34,34,2024-04-13T00:38:24Z,1560000,False,,,0,,S. Cissoko shooting personal FOUL (2 PF) (Braun 2 FT),"[1631321, 1631128]",1610612759.0,SAS,shooting,,,Cissoko,S. Cissoko,,,,,200833.0,2.0,0.0,,,Restricted Area,0-8 Center,,,,,,,,,,,,Braun,1631128.0,,
163,PT10M42.00S,2024-04-13T00:38:38.1Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1631128,,,1610612743,34,35,2024-04-13T00:39:27Z,1580000,False,,,0,,C. Braun Free Throw 1 of 2 (1 PTS),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,Made,,,,,,,,,1.0,,,,,,,,,
164,PT10M42.00S,2024-04-13T00:38:39.5Z,2,REGULAR,substitution,out,[],1628380,,,1610612743,34,35,2024-04-13T00:38:45Z,1590000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
