actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
84,PT06M32.00S,2024-01-23T01:52:20.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,85.10183968462549,64.70588235294117,1610612742,11,10,2024-01-23T01:52:25Z,840000,False,74.0,88.0,1,right,L. Doncic 11' fadeaway Jump Shot (7 PTS),[1629029],1610612742.0,DAL,fadeaway,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),8-16 Right,11.43,Made,,,,,7.0,,,,,,,,,,,,,
85,PT06M11.00S,2024-01-23T01:52:41.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,7.046649145860711,56.86274509803921,1610612738,11,10,2024-01-23T01:52:49Z,850000,False,-34.0,14.0,1,left,MISS D. White driving Layup - blocked,"[1628401, 1628467]",1610612738.0,BOS,driving,,,White,D. White,,,,,Restricted Area,0-8 Center,3.69,Missed,,,,,,Kleber,1628467.0,,,,,,,,,,,
86,PT06M11.00S,2024-01-23T01:52:41.0Z,1,REGULAR,block,,[],1628467,,,1610612738,11,10,2024-01-23T01:52:43Z,860000,False,,,0,,M. Kleber BLOCK (1 BLK),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
87,PT06M11.00S,2024-01-23T01:52:41.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,11,10,2024-01-23T01:52:49Z,870000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,85.0,,,,,,,,,,,,,,,,,
90,PT06M04.00S,2024-01-23T01:53:23.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,36.95589684625492,54.92493872549019,1610612738,11,10,2024-01-23T01:53:30Z,900000,False,-25.0,295.0,1,left,MISS J. Brown 29' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,29.59,Missed,,,,,,,,,,,,,,,,,,
91,PT06M02.00S,2024-01-23T01:53:25.5Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,11,10,2024-01-23T01:53:30Z,910000,False,,,0,,L. Doncic REBOUND (Off:0 Def:5),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,,,90.0,5.0,5.0,0.0,,,,,,,,,,,,,,
92,PT05M49.00S,2024-01-23T01:53:39.0Z,1,REGULAR,2pt,Jump Shot,[],1629029,93.29829172141918,29.20113357843137,1610612742,13,10,2024-01-23T01:53:46Z,920000,False,-104.0,10.0,1,right,L. Doncic 10' turnaround fadeaway Jump Shot (9 PTS),[1629029],1610612742.0,DAL,turnaround fadeaway,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Left,10.45,Made,,,,,9.0,,,,,,,,,,,,,
93,PT05M31.00S,2024-01-23T01:53:56.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201143,7.440867279894875,50.49019607843137,1610612738,13,12,2024-01-23T01:54:01Z,930000,False,-2.0,17.0,1,left,A. Horford driving Layup (2 PTS) (J. Brown 1 AST),"[201143, 1627759]",1610612738.0,BOS,driving,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,1.76,Made,,,,,2.0,,,,,,,,,,,J. Brown,1627759.0,1.0
95,PT05M10.00S,2024-01-23T01:54:17.7Z,1,REGULAR,3pt,Jump Shot,[],1630182,92.59198423127464,3.1862745098039214,1610612742,16,12,2024-01-23T01:54:22Z,950000,False,-234.0,17.0,1,right,J. Green 3PT  (5 PTS) (L. Doncic 1 AST),"[1630182, 1629029]",1610612742.0,DAL,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,23.47,Made,,,,,5.0,,,,,,,,,,,L. Doncic,1629029.0,1.0
97,PT04M57.00S,2024-01-23T01:54:31.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,17.871222076215506,43.57383578431372,1610612738,16,12,2024-01-23T01:56:08Z,970000,False,32.0,115.0,1,left,MISS D. White 11' driving floating Shot,[1628401],1610612738.0,BOS,driving floating,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,11.99,Missed,,,,,,,,,,,,,,,,,,
98,PT04M54.00S,2024-01-23T01:54:34.5Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,16,12,2024-01-23T01:56:08Z,980000,False,,,0,,L. Doncic REBOUND (Off:0 Def:6),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),8-16 Center,,,97.0,6.0,6.0,0.0,,,,,,,,,,,,,,
102,PT04M42.00S,2024-01-23T01:54:48.2Z,1,REGULAR,3pt,Jump Shot,[],203501,89.43823915900131,3.1862745098039214,1610612742,16,12,2024-01-23T01:56:40Z,1020000,False,-234.0,47.0,1,right,MISS T. Hardaway Jr. 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Left Corner 3,24+ Left,23.87,Missed,,,,,,,,,,,,,,,,,,
103,PT04M38.00S,2024-01-23T01:54:52.2Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,16,12,2024-01-23T01:54:58Z,1030000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Left Corner 3,24+ Left,,,102.0,1.0,1.0,0.0,,,,,,,,,,,,,,
104,PT04M24.00S,2024-01-23T01:55:04.2Z,1,REGULAR,3pt,Jump Shot,[],1630573,24.655059132720105,87.74509803921569,1610612738,16,12,2024-01-23T01:55:11Z,1040000,False,-189.0,179.0,1,left,MISS S. Hauser 26' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,26.03,Missed,,,,,,,,,,,,,,,,,,
105,PT04M21.00S,2024-01-23T01:55:07.2Z,1,REGULAR,rebound,defensive,[],1630182,,,1610612742,16,12,2024-01-23T01:55:11Z,1050000,False,,,0,,J. Green REBOUND (Off:1 Def:2),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,104.0,3.0,2.0,1.0,,,,,,,,,,,,,,
106,PT04M11.00S,2024-01-23T01:55:17.3Z,1,REGULAR,3pt,Jump Shot,[],1629029,67.09921156373193,52.69607843137255,1610612742,16,12,2024-01-23T01:55:22Z,1060000,False,13.0,257.0,1,right,MISS L. Doncic 25' pullup 3PT,[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,25.72,Missed,,,,,,,,,,,,,,,,,,
107,PT04M08.00S,2024-01-23T01:55:20.3Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,16,12,2024-01-23T01:55:22Z,1070000,False,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,,,106.0,2.0,2.0,0.0,,,,,,,,,,,,,,
108,PT03M58.00S,2024-01-23T01:55:29.6Z,1,REGULAR,3pt,Jump Shot,[],1627759,9.543363994743759,96.32352941176471,1610612738,16,12,2024-01-23T01:55:35Z,1080000,False,-232.0,37.0,1,left,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Left Corner 3,24+ Left,23.46,Missed,,,,,,,,,,,,,,,,,,
109,PT03M55.00S,2024-01-23T01:55:32.6Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,16,12,2024-01-23T01:55:35Z,1090000,False,,,0,,L. Doncic REBOUND (Off:0 Def:7),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Left Corner 3,24+ Left,,,108.0,7.0,7.0,0.0,,,,,,,,,,,,,,
110,PT03M52.00S,2024-01-23T01:55:36.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630182,92.72339027595268,3.1862745098039214,1610612742,19,12,2024-01-23T01:59:57Z,1100000,False,-234.0,16.0,1,right,J. Green 3PT running (8 PTS) (D. Jones Jr. 3 AST),"[1630182, 1627884]",1610612742.0,DAL,running,,,Green,J. Green,,,,,Left Corner 3,24+ Left,23.46,Made,,,,,8.0,,,,,,,,,,,D. Jones Jr.,1627884.0,3.0
112,PT03M50.00S,2024-01-23T01:55:44.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,19,12,2024-01-23T01:55:44Z,1120000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M50.00S,2024-01-23T01:57:17.8Z,1,REGULAR,substitution,out,[],1627884,,,1610612738,19,12,2024-01-23T01:58:22Z,1130000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M50.00S,2024-01-23T01:57:17.8Z,1,REGULAR,substitution,out,[],1629029,,,1610612738,19,12,2024-01-23T01:58:22Z,1140000,False,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M50.00S,2024-01-23T01:57:17.8Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,19,12,2024-01-23T01:58:22Z,1150000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M50.00S,2024-01-23T01:57:17.8Z,1,REGULAR,substitution,out,[],1628401,,,1610612738,19,12,2024-01-23T01:58:22Z,1160000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M50.00S,2024-01-23T01:57:17.8Z,1,REGULAR,substitution,out,[],201143,,,1610612738,19,12,2024-01-23T01:58:22Z,1170000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M50.00S,2024-01-23T01:57:17.8Z,1,REGULAR,substitution,in,[],202681,,,1610612738,19,12,2024-01-23T01:58:22Z,1180000,False,,,0,,SUB in: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M50.00S,2024-01-23T01:57:17.8Z,1,REGULAR,substitution,in,[],1629684,,,1610612738,19,12,2024-01-23T01:58:22Z,1190000,False,,,0,,SUB in: G. Williams,[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M50.00S,2024-01-23T01:57:17.8Z,1,REGULAR,substitution,in,[],1630202,,,1610612738,19,12,2024-01-23T01:58:22Z,1200000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M50.00S,2024-01-23T01:57:17.8Z,1,REGULAR,substitution,in,[],1628369,,,1610612738,19,12,2024-01-23T01:58:22Z,1210000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M50.00S,2024-01-23T01:57:17.8Z,1,REGULAR,substitution,in,[],201950,,,1610612738,19,12,2024-01-23T01:58:22Z,1220000,False,,,0,,SUB in: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M29.00S,2024-01-23T01:59:04.2Z,1,REGULAR,3pt,Jump Shot,[],201950,6.521024967148489,95.09803921568627,1610612738,19,15,2024-01-23T02:00:54Z,1230000,False,-225.0,9.0,1,left,J. Holiday 3PT step back bank (3 PTS) (P. Pritchard 1 AST),"[201950, 1630202]",1610612738.0,BOS,step back bank,,,Holiday,J. Holiday,,,,,Left Corner 3,24+ Left,22.57,Made,,,,,3.0,,,,,,,,,,,P. Pritchard,1630202.0,1.0
125,PT03M11.00S,2024-01-23T01:59:22.4Z,1,REGULAR,2pt,Jump Shot,[],202681,89.56964520367937,33.088235294117645,1610612742,21,15,2024-01-23T02:01:44Z,1250000,False,-85.0,46.0,1,right,K. Irving 9' fadeaway bank Jump Shot (4 PTS),[202681],1610612742.0,DAL,fadeaway bank,,,Irving,K. Irving,,,,,Mid-Range,8-16 Left,9.61,Made,,,,,4.0,,,,,,,,,,,,,
126,PT02M57.00S,2024-01-23T01:59:37.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.30946123521682,51.71568627450981,1610612738,21,17,2024-01-23T01:59:41Z,1260000,False,-9.0,16.0,1,left,J. Tatum driving finger roll Layup (6 PTS),[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.83,Made,,,,,6.0,,,,,,,,,,,,,
127,PT02M40.00S,2024-01-23T01:59:53.8Z,1,REGULAR,3pt,Jump Shot,[],202681,72.22404730617609,17.647058823529413,1610612742,21,17,2024-01-23T02:02:23Z,1270000,False,-162.0,209.0,1,right,MISS K. Irving 26' pullup 3PT,[202681],1610612742.0,DAL,pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,26.4,Missed,,,,,,,,,,,,,,,,,,
128,PT02M34.00S,2024-01-23T01:59:59.8Z,1,REGULAR,rebound,defensive,[],1628436,,,1610612738,21,17,2024-01-23T02:00:00Z,1280000,False,,,0,,L. Kornet REBOUND (Off:0 Def:1),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Left Center,,,127.0,1.0,1.0,0.0,,,,,,,,,,,,,,
129,PT02M29.00S,2024-01-23T02:00:04.4Z,1,REGULAR,2pt,Jump Shot,[],1628369,18.873193166885677,65.93137254901961,1610612738,21,19,2024-01-23T02:00:26Z,1290000,False,-80.0,125.0,1,left,J. Tatum 14' turnaround fadeaway Jump Shot (8 PTS),[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,14.82,Made,,,,,8.0,,,,,,,,,,,,,
130,PT02M07.00S,2024-01-23T02:00:25.9Z,1,REGULAR,3pt,Jump Shot,[],203501,70.64717477003943,26.225490196078432,1610612742,24,19,2024-01-23T02:00:30Z,1300000,False,-119.0,223.0,1,right,T. Hardaway Jr. 25' 3PT  (3 PTS) (G. Williams 1 AST),"[203501, 1629684]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,25.31,Made,,,,,3.0,,,,,,,,,,,G. Williams,1629684.0,1.0
139,PT01M49.00S,2024-01-23T02:00:38.7Z,1,REGULAR,turnover,lost ball,[],1630202,,,1610612738,24,19,2024-01-23T02:01:27Z,1315000,False,,,0,,P. Pritchard lost ball TURNOVER (1 TO),"[1630202, 202681]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1.0,Irving,202681.0,,,,,,,,
140,PT01M49.00S,2024-01-23T02:00:38.7Z,1,REGULAR,steal,,[],202681,,,1610612742,24,19,2024-01-23T02:01:27Z,1317500,False,,,0,,K. Irving STEAL (2 STL),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
145,PT01M46.00S,2024-01-23T02:00:45.1Z,1,REGULAR,turnover,bad pass,[],1630182,,,1610612742,24,19,2024-01-23T02:01:46Z,1318750,False,,,0,,J. Green bad pass TURNOVER (1 TO),"[1630182, 1630202]",1610612742.0,DAL,,,,Green,J. Green,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,1.0,Pritchard,1630202.0,,,,,,,,
146,PT01M46.00S,2024-01-23T02:00:45.1Z,1,REGULAR,steal,,[],1630202,,,1610612738,24,19,2024-01-23T02:01:46Z,1319375,False,,,0,,P. Pritchard STEAL (1 STL),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
132,PT01M43.00S,2024-01-23T02:00:51.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630202,12.302890932982917,96.56862745098039,1610612738,24,19,2024-01-23T02:01:46Z,1320000,False,-233.0,63.0,1,left,MISS P. Pritchard 24' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Left Corner 3,24+ Left,24.12,Missed,,,,,,,,,,,,,,,,,,
133,PT01M42.00S,2024-01-23T02:00:52.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,24,19,2024-01-23T02:00:55Z,1330000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Left Corner 3,24+ Left,,,132.0,,,,,,,,,,,,,,,,,
135,PT01M42.00S,2024-01-23T02:00:58.7Z,1,REGULAR,substitution,out,[],1630182,,,1610612742,24,19,2024-01-23T02:01:12Z,1350000,False,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M42.00S,2024-01-23T02:00:58.7Z,1,REGULAR,substitution,out,[],1628467,,,1610612742,24,19,2024-01-23T02:01:12Z,1360000,False,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M42.00S,2024-01-23T02:00:58.7Z,1,REGULAR,substitution,in,[],1641726,,,1610612742,24,19,2024-01-23T02:01:12Z,1370000,False,,,0,,SUB in: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M42.00S,2024-01-23T02:00:58.7Z,1,REGULAR,substitution,in,[],1630702,,,1610612742,24,19,2024-01-23T02:01:12Z,1380000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M25.00S,2024-01-23T02:01:34.1Z,1,REGULAR,3pt,Jump Shot,[],1629684,71.30420499342969,22.058823529411764,1610612742,24,19,2024-01-23T02:02:01Z,1390000,False,-140.0,217.0,1,right,MISS G. Williams 25' 3PT,[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,25.82,Missed,,,,,,,,,,,,,,,,,,
142,PT01M24.00S,2024-01-23T02:01:38.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,24,19,2024-01-23T02:01:38Z,1400000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,141.0,,,,,,,,,,,,,,,,,
143,PT01M24.00S,2024-01-23T02:01:40.2Z,1,REGULAR,foul,personal,[],1628436,,,1610612742,24,19,2024-01-23T02:02:04Z,1410000,False,,,0,,L. Kornet loose ball personal FOUL (1 PF),"[1628436, 1641726]",1610612738.0,BOS,loose ball,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,1193.0,1.0,0.0,Lively II,1641726.0,,,
147,PT01M13.00S,2024-01-23T02:02:10.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630702,90.48948751642575,97.30392156862744,1610612742,24,19,2024-01-23T02:02:14Z,1430000,False,237.0,37.0,1,right,MISS J. Hardy 3PT,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Right Corner 3,24+ Right,23.94,Missed,,,,,,,,,,,,,,,,,,
148,PT01M10.00S,2024-01-23T02:02:13.4Z,1,REGULAR,rebound,defensive,[],1628436,,,1610612738,24,19,2024-01-23T02:02:14Z,1440000,False,,,0,,L. Kornet REBOUND (Off:0 Def:2),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Right Corner 3,24+ Right,,,147.0,2.0,2.0,0.0,,,,,,,,,,,,,,
149,PT01M02.00S,2024-01-23T02:02:25.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,13.354139290407357,37.745098039215684,1610612738,24,21,2024-01-23T02:02:31Z,1450000,False,61.0,73.0,1,left,J. Tatum 9' turnaround bank Jump Shot (10 PTS),[1628369],1610612738.0,BOS,turnaround bank,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Right,9.53,Made,,,,,10.0,,,,,,,,,,,,,
150,PT01M02.00S,2024-01-23T02:02:28.4Z,1,REGULAR,foul,personal,['1freethrow'],202681,,,1610612738,24,21,2024-01-23T02:02:42Z,1460000,False,,,0,,K. Irving shooting personal FOUL (2 PF) (Tatum 1 FT),"[202681, 1628369]",1610612742.0,DAL,shooting,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,1193.0,2.0,0.0,Tatum,1628369.0,,,
152,PT01M02.00S,2024-01-23T02:02:49.3Z,1,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,24,22,2024-01-23T02:02:49Z,1480000,False,,,0,,J. Tatum Free Throw 1 of 1 (11 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
153,PT00M47.60S,2024-01-23T02:03:06.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630573,,,1610612742,24,22,2024-01-23T02:03:13Z,1490000,False,,,0,,S. Hauser personal FOUL (1 PF) (Irving 2 FT),"[1630573, 202681]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,201245.0,1.0,0.0,Irving,202681.0,,,
155,PT00M47.60S,2024-01-23T02:03:45.5Z,1,REGULAR,freethrow,1 of 2,[],202681,,,1610612742,25,22,2024-01-23T02:03:45Z,1510000,False,,,0,,K. Irving Free Throw 1 of 2 (5 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
156,PT00M47.60S,2024-01-23T02:04:04.5Z,1,REGULAR,freethrow,2 of 2,[],202681,,,1610612742,26,22,2024-01-23T02:04:04Z,1520000,False,,,0,,K. Irving Free Throw 2 of 2 (6 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
157,PT00M33.00S,2024-01-23T02:04:21.0Z,1,REGULAR,3pt,Jump Shot,[],1628369,26.49474375821288,13.970588235294118,1610612738,26,22,2024-01-23T02:04:26Z,1530000,False,180.0,197.0,1,left,MISS J. Tatum 26' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,26.66,Missed,,,,,,,,,,,,,,,,,,
158,PT00M30.30S,2024-01-23T02:04:23.7Z,1,REGULAR,rebound,defensive,[],1641726,,,1610612742,26,22,2024-01-23T02:04:26Z,1540000,False,,,0,,D. Lively II REBOUND (Off:1 Def:1),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Above the Break 3,24+ Right Center,,,157.0,2.0,1.0,1.0,,,,,,,,,,,,,,
159,PT00M10.20S,2024-01-23T02:04:43.8Z,1,REGULAR,2pt,Jump Shot,[],202681,76.82325886990802,50.49019607843137,1610612742,26,22,2024-01-23T02:04:47Z,1550000,False,2.0,165.0,1,right,MISS K. Irving 16' pullup Shot,[202681],1610612742.0,DAL,pullup,,,Irving,K. Irving,,,,,Mid-Range,16-24 Center,16.54,Missed,,,,,,,,,,,,,,,,,,
160,PT00M07.90S,2024-01-23T02:04:46.2Z,1,REGULAR,rebound,defensive,[],1628436,,,1610612738,26,22,2024-01-23T02:04:46Z,1560000,False,,,0,,L. Kornet REBOUND (Off:0 Def:3),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Mid-Range,16-24 Center,,,159.0,3.0,3.0,0.0,,,,,,,,,,,,,,
161,PT00M00.30S,2024-01-23T02:04:53.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,15.243101182654403,50.75827205882353,1610612738,26,24,2024-01-23T02:05:01Z,1570000,False,-4.0,91.0,1,left,J. Tatum 9' driving floating Jump Shot (13 PTS),[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,9.09,Made,,,,,13.0,,,,,,,,,,,,,
162,PT00M00.00S,2024-01-23T02:04:59.4Z,1,REGULAR,period,end,[],0,,,1610612742,26,24,2024-01-23T02:04:59Z,1580000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2024-01-23T02:05:04.5Z,2,REGULAR,substitution,out,['startperiod'],202681,,,1610612742,26,24,2024-01-23T02:07:34Z,1590000,False,,,0,,SUB out: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2024-01-23T02:05:04.5Z,2,REGULAR,substitution,out,['startperiod'],1630702,,,1610612742,26,24,2024-01-23T02:07:34Z,1600000,False,,,0,,SUB out: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2024-01-23T02:05:04.5Z,2,REGULAR,substitution,in,['startperiod'],1629029,,,1610612742,26,24,2024-01-23T02:07:34Z,1610000,False,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2024-01-23T02:05:04.5Z,2,REGULAR,substitution,in,['startperiod'],1630182,,,1610612742,26,24,2024-01-23T02:07:34Z,1620000,False,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2024-01-23T02:07:52.3Z,2,REGULAR,period,start,[],0,,,1610612742,26,24,2024-01-23T02:07:52Z,1630000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT11M48.00S,2024-01-23T02:08:03.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641726,94.95729303547962,49.754901960784316,1610612742,28,24,2024-01-23T02:08:08Z,1640000,False,-1.0,-5.0,1,right,D. Lively II DUNK (2 PTS) (L. Doncic 2 AST),"[1641726, 1629029]",1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,0.52,Made,,,,,2.0,,,,,,,,,,,L. Doncic,1629029.0,2.0
170,PT11M31.00S,2024-01-23T02:08:20.0Z,2,REGULAR,3pt,Jump Shot,[],1630202,8.229303547963205,95.83333333333334,1610612738,28,24,2024-01-23T02:08:25Z,1660000,False,-229.0,25.0,1,left,MISS P. Pritchard 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Left Corner 3,24+ Left,23.05,Missed,,,,,,,,,,,,,,,,,,
