actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
344,PT11M22.00S,2024-01-23T02:49:50.7Z,3,REGULAR,3pt,Jump Shot,[],201950,69.46452036793693,32.59803921568628,1610612738,61,65,2024-01-23T02:50:20Z,3390000,False,-87.0,235.0,1,right,MISS J. Holiday 25' step back 3PT,[201950],1610612738.0,BOS,step back,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,25.01,Missed,,,,,,,,,,,,,,,,,,
345,PT11M20.00S,2024-01-23T02:49:52.7Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,61,65,2024-01-23T02:49:55Z,3400000,False,,,0,,L. Doncic REBOUND (Off:1 Def:9),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,,,344.0,10.0,9.0,1.0,,,,,,,,,,,,,,
346,PT11M13.00S,2024-01-23T02:50:00.2Z,3,REGULAR,3pt,Jump Shot,[],1629029,32.933639947437584,48.03921568627451,1610612742,61,65,2024-01-23T02:50:05Z,3410000,False,10.0,257.0,1,left,MISS L. Doncic 25' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,25.73,Missed,,,,,,,,,,,,,,,,,,
347,PT11M10.00S,2024-01-23T02:50:03.2Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,61,65,2024-01-23T02:50:05Z,3420000,False,,,0,,D. White REBOUND (Off:0 Def:3),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,,,346.0,3.0,3.0,0.0,,,,,,,,,,,,,,
348,PT11M04.00S,2024-01-23T02:50:09.4Z,3,REGULAR,3pt,Jump Shot,[],201950,81.2910643889619,7.598039215686274,1610612738,61,68,2024-01-23T02:50:15Z,3430000,False,-212.0,123.0,1,right,J. Holiday 24' 3PT  (12 PTS) (J. Tatum 4 AST),"[201950, 1628369]",1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,24.53,Made,,,,,12.0,,,,,,,,,,,J. Tatum,1628369.0,4.0
350,PT10M47.00S,2024-01-23T02:50:26.2Z,3,REGULAR,3pt,Jump Shot,[],1630182,9.937582128777924,96.56862745098039,1610612742,61,68,2024-01-23T02:50:30Z,3450000,False,-233.0,41.0,1,left,MISS J. Green 3PT,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,23.64,Missed,,,,,,,,,,,,,,,,,,
351,PT10M45.00S,2024-01-23T02:50:28.2Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,61,68,2024-01-23T02:50:30Z,3460000,False,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Left Corner 3,24+ Left,,,350.0,5.0,5.0,0.0,,,,,,,,,,,,,,
352,PT10M39.00S,2024-01-23T02:50:33.8Z,3,REGULAR,3pt,Jump Shot,[],1628401,89.96386333771353,96.07843137254902,1610612738,61,68,2024-01-23T02:50:44Z,3470000,False,230.0,42.0,1,right,MISS D. White 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,23.42,Missed,,,,,,,,,,,,,,,,,,
353,PT10M36.00S,2024-01-23T02:50:36.8Z,3,REGULAR,rebound,defensive,[],1630182,,,1610612742,61,68,2024-01-23T02:50:44Z,3480000,False,,,0,,J. Green REBOUND (Off:1 Def:4),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,,,352.0,5.0,4.0,1.0,,,,,,,,,,,,,,
354,PT10M33.00S,2024-01-23T02:50:43.2Z,3,REGULAR,turnover,out-of-bounds,[],1630182,,,1610612742,61,68,2024-01-23T02:50:50Z,3490000,False,,,0,,J. Green bad pass out-of-bounds TURNOVER (3 TO),[1630182],1610612742.0,DAL,bad pass,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,3.0,,,201639.0,,,,,,,
355,PT10M08.00S,2024-01-23T02:51:18.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201143,71.04139290407359,21.323529411764707,1610612738,61,71,2024-01-23T02:51:26Z,3500000,False,-143.0,220.0,1,right,A. Horford 26' 3PT  (11 PTS) (J. Holiday 5 AST),"[201143, 201950]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,26.24,Made,,,,,11.0,,,,,,,,,,,J. Holiday,201950.0,5.0
357,PT09M54.00S,2024-01-23T02:51:31.5Z,3,REGULAR,3pt,Jump Shot,[],202681,33.065045992115635,29.65686274509804,1610612742,64,71,2024-01-23T02:51:35Z,3520000,False,102.0,258.0,1,left,K. Irving 27' 3PT pullup (12 PTS),[202681],1610612742.0,DAL,pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,27.76,Made,,,,,12.0,,,,,,,,,,,,,
358,PT09M47.00S,2024-01-23T02:51:42.1Z,3,REGULAR,foul,personal,[],1629029,,,1610612738,64,71,2024-01-23T02:52:10Z,3530000,False,,,0,,L. Doncic personal FOUL (3 PF),"[1629029, 1627759]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,201245.0,3.0,1.0,Brown,1627759.0,,,
360,PT09M36.00S,2024-01-23T02:52:09.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,81.02825229960578,61.274509803921575,1610612738,64,73,2024-01-23T02:52:20Z,3550000,False,56.0,126.0,1,right,J. Brown 13' pullup Jump Shot (19 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,13.79,Made,,,,,19.0,,,,,,,,,,,,,
361,PT09M21.00S,2024-01-23T02:52:22.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,6.915243101182654,55.392156862745104,1610612742,64,73,2024-01-23T02:53:02Z,3560000,False,-27.0,13.0,1,left,MISS L. Doncic driving Layup,[1629029],1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,2.98,Missed,,,,,,,,,,,,,,,,,,
362,PT09M19.00S,2024-01-23T02:52:25.5Z,3,REGULAR,rebound,offensive,[],1641726,,,1610612742,64,73,2024-01-23T02:52:25Z,3570000,False,,,0,,D. Lively II REBOUND (Off:3 Def:2),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,,,361.0,5.0,2.0,3.0,,,,,,,,,,,,,,
363,PT09M18.00S,2024-01-23T02:52:26.5Z,3,REGULAR,turnover,lost ball,[],1641726,,,1610612742,64,73,2024-01-23T02:52:35Z,3580000,False,,,0,,D. Lively II lost ball TURNOVER (1 TO),"[1641726, 1628401]",1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1.0,White,1628401.0,,,,,,,,
364,PT09M18.00S,2024-01-23T02:52:26.5Z,3,REGULAR,steal,,[],1628401,,,1610612738,64,73,2024-01-23T02:52:35Z,3590000,False,,,0,,D. White STEAL (1 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
365,PT09M11.00S,2024-01-23T02:52:35.8Z,3,REGULAR,foul,personal,['2freethrow'],1630182,,,1610612738,64,73,2024-01-23T03:52:54Z,3600000,False,,,0,,J. Green shooting personal FOUL (1 PF) (Tatum 2 FT),"[1630182, 1628369]",1610612742.0,DAL,shooting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,201639.0,1.0,0.0,Tatum,1628369.0,,,
367,PT09M11.00S,2024-01-23T02:53:02.4Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1628369,,,1610612738,64,74,2024-01-23T03:50:44Z,3620000,False,,,0,,J. Tatum Free Throw 1 of 2 (19 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,19.0,,,,,,,,,,,,,
368,PT09M11.00S,2024-01-23T02:53:02.4Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1628369,,,1610612738,64,74,2024-01-23T03:50:44Z,3630000,False,,,0,,MISS J. Tatum Free Throw 2 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
369,PT09M09.00S,2024-01-23T02:53:04.4Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,64,74,2024-01-23T02:53:21Z,3640000,False,,,0,,L. Doncic REBOUND (Off:1 Def:10),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,368.0,11.0,10.0,1.0,,,,,,,,,,,,,,
370,PT09M03.00S,2024-01-23T02:53:29.2Z,3,REGULAR,foul,personal,[],201143,,,1610612742,64,74,2024-01-23T02:53:35Z,3650000,False,,,0,,A. Horford personal FOUL (2 PF),"[201143, 1627884]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,201245.0,2.0,0.0,Jones Jr.,1627884.0,,,
372,PT08M54.00S,2024-01-23T02:53:57.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627884,7.703679369250986,51.71568627450981,1610612742,64,74,2024-01-23T02:54:02Z,3670000,False,-9.0,20.0,1,left,MISS D. Jones Jr. driving Layup,[1627884],1610612742.0,DAL,driving,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,2.17,Missed,,,,,,,,,,,,,,,,,,
373,PT08M52.00S,2024-01-23T02:53:59.3Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,64,74,2024-01-23T02:54:02Z,3680000,False,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,372.0,6.0,6.0,0.0,,,,,,,,,,,,,,
374,PT08M44.00S,2024-01-23T02:54:11.2Z,3,REGULAR,foul,personal,['2freethrow'],202681,,,1610612738,64,74,2024-01-23T02:54:20Z,3690000,False,,,0,,K. Irving shooting personal FOUL (3 PF) (Tatum 2 FT),"[202681, 1628369]",1610612742.0,DAL,shooting,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1193.0,3.0,0.0,Tatum,1628369.0,,,
376,PT08M44.00S,2024-01-23T02:54:34.0Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,64,75,2024-01-23T02:54:34Z,3710000,False,,,0,,J. Tatum Free Throw 1 of 2 (20 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,20.0,,,,,,,,,,,,,
377,PT08M44.00S,2024-01-23T02:54:34.7Z,3,REGULAR,substitution,out,[],1641726,,,1610612738,64,75,2024-01-23T02:54:49Z,3720000,False,,,0,,SUB out: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT08M44.00S,2024-01-23T02:54:34.7Z,3,REGULAR,substitution,out,[],1630182,,,1610612738,64,75,2024-01-23T02:54:49Z,3730000,False,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT08M44.00S,2024-01-23T02:54:34.7Z,3,REGULAR,substitution,in,[],203501,,,1610612738,64,75,2024-01-23T02:54:49Z,3740000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT08M44.00S,2024-01-23T02:54:34.7Z,3,REGULAR,substitution,in,[],1628467,,,1610612738,64,75,2024-01-23T02:54:49Z,3750000,False,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT08M44.00S,2024-01-23T02:54:53.8Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,64,76,2024-01-23T02:54:53Z,3760000,False,,,0,,J. Tatum Free Throw 2 of 2 (21 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,21.0,,,,,,,,,,,,,
382,PT08M33.00S,2024-01-23T02:55:09.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,11.514454664914586,40.19607843137255,1610612742,64,76,2024-01-23T02:55:18Z,3770000,False,49.0,56.0,1,left,MISS K. Irving 7' driving floating bank Shot,[202681],1610612742.0,DAL,driving floating bank,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,7.42,Missed,,,,,,,,,,,,,,,,,,
383,PT08M32.00S,2024-01-23T02:55:10.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,64,76,2024-01-23T02:55:18Z,3780000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,382.0,,,,,,,,,,,,,,,,,
385,PT08M22.00S,2024-01-23T02:55:26.3Z,3,REGULAR,3pt,Jump Shot,[],1627759,87.20433639947439,95.34313725490196,1610612738,64,76,2024-01-23T02:55:30Z,3800000,False,227.0,68.0,1,right,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Right Corner 3,24+ Right,23.66,Missed,,,,,,,,,,,,,,,,,,
386,PT08M19.00S,2024-01-23T02:55:29.3Z,3,REGULAR,rebound,defensive,[],202681,,,1610612742,64,76,2024-01-23T02:55:30Z,3810000,False,,,0,,K. Irving REBOUND (Off:0 Def:2),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Right Corner 3,24+ Right,,,385.0,2.0,2.0,0.0,,,,,,,,,,,,,,
387,PT08M14.00S,2024-01-23T02:55:34.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],202681,32.14520367936925,58.57843137254902,1610612742,64,76,2024-01-23T02:57:15Z,3820000,False,-43.0,250.0,1,left,MISS K. Irving 25' running pullup 3PT,[202681],1610612742.0,DAL,running pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Center,25.34,Missed,,,,,,,,,,,,,,,,,,
388,PT08M11.00S,2024-01-23T02:55:37.5Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,64,76,2024-01-23T02:55:40Z,3830000,False,,,0,,A. Horford REBOUND (Off:1 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,,,387.0,4.0,3.0,1.0,,,,,,,,,,,,,,
389,PT08M00.00S,2024-01-23T02:55:49.4Z,3,REGULAR,3pt,Jump Shot,[],1628369,69.85873850197109,70.09803921568627,1610612738,64,76,2024-01-23T02:55:56Z,3840000,False,100.0,231.0,1,right,MISS J. Tatum 25' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,25.17,Missed,,,,,,,,,,,,,,,,,,
390,PT07M58.00S,2024-01-23T02:55:52.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612742,64,76,2024-01-23T02:55:52Z,3850000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,389.0,,,,,,,,,,,,,,,,,
392,PT07M43.00S,2024-01-23T02:56:13.0Z,3,REGULAR,3pt,Jump Shot,[],1627884,32.670827858081466,67.64705882352942,1610612742,64,76,2024-01-23T02:56:31Z,3870000,False,-88.0,255.0,1,left,MISS D. Jones Jr. 26' 3PT,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Left Center,26.94,Missed,,,,,,,,,,,,,,,,,,
393,PT07M40.00S,2024-01-23T02:56:16.0Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,64,76,2024-01-23T02:56:31Z,3880000,False,,,0,,J. Tatum REBOUND (Off:0 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,392.0,7.0,7.0,0.0,,,,,,,,,,,,,,
394,PT07M31.00S,2024-01-23T02:56:25.6Z,3,REGULAR,3pt,Jump Shot,[],201950,90.09526938239159,96.81372549019608,1610612738,64,79,2024-01-23T02:56:34Z,3890000,False,234.0,41.0,1,right,J. Holiday 3PT step back (15 PTS) (A. Horford 2 AST),"[201950, 201143]",1610612738.0,BOS,step back,,,Holiday,J. Holiday,,,,,Right Corner 3,24+ Right,23.76,Made,,,,,15.0,,,,,,,,,,,A. Horford,201143.0,2.0
396,PT07M30.00S,2024-01-23T02:56:31.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,64,79,2024-01-23T02:56:31Z,3910000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT07M30.00S,2024-01-23T02:58:45.4Z,3,REGULAR,substitution,out,[],1627884,,,1610612742,64,79,2024-01-23T02:59:19Z,3920000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT07M30.00S,2024-01-23T02:58:45.4Z,3,REGULAR,substitution,in,[],1629684,,,1610612742,64,79,2024-01-23T02:59:19Z,3930000,False,,,0,,SUB in: G. Williams,[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT07M12.00S,2024-01-23T03:00:05.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,7.30946123521682,53.431372549019606,1610612742,66,79,2024-01-23T03:00:09Z,3940000,False,-17.0,16.0,1,left,G. Williams Layup (2 PTS) (L. Doncic 7 AST),"[1629684, 1629029]",1610612742.0,DAL,,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,2.36,Made,,,,,2.0,,,,,,,,,,,L. Doncic,1629029.0,7.0
401,PT06M51.00S,2024-01-23T03:00:26.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.85479632063075,53.67647058823529,1610612738,66,79,2024-01-23T03:00:40Z,3960000,False,18.0,15.0,1,right,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,2.36,Missed,,,,,,,,,,,,,,,,,,
402,PT06M48.00S,2024-01-23T03:00:29.5Z,3,REGULAR,rebound,defensive,[],203501,,,1610612742,66,79,2024-01-23T03:00:40Z,3970000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:2),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,,,401.0,2.0,2.0,0.0,,,,,,,,,,,,,,
404,PT06M45.00S,2024-01-23T03:00:34.2Z,3,REGULAR,foul,personal,[],1628401,,,1610612742,66,79,2024-01-23T03:00:47Z,3980000,False,,,0,,D. White personal FOUL (1 PF),"[1628401, 1628467]",1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1193.0,1.0,0.0,Kleber,1628467.0,,,
406,PT06M39.00S,2024-01-23T03:01:03.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,11.645860709592641,38.23529411764706,1610612742,68,79,2024-01-23T03:01:10Z,4000000,False,59.0,57.0,1,left,L. Doncic 8' driving floating bank Jump Shot (17 PTS),[1629029],1610612742.0,DAL,driving floating bank,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),8-16 Right,8.19,Made,,,,,17.0,,,,,,,,,,,,,
407,PT06M39.00S,2024-01-23T03:01:05.9Z,3,REGULAR,foul,personal,['1freethrow'],1628369,,,1610612742,68,79,2024-01-23T03:01:19Z,4010000,False,,,0,,J. Tatum shooting personal FOUL (3 PF) (Doncic 1 FT),"[1628369, 1629029]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,201639.0,3.0,0.0,Doncic,1629029.0,,,
409,PT06M39.00S,2024-01-23T03:01:12.2Z,3,REGULAR,substitution,out,[],1628401,,,1610612742,68,79,2024-01-23T03:01:17Z,4030000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT06M39.00S,2024-01-23T03:01:12.2Z,3,REGULAR,substitution,in,[],1630202,,,1610612742,68,79,2024-01-23T03:01:17Z,4040000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT06M39.00S,2024-01-23T03:01:36.3Z,3,REGULAR,freethrow,1 of 1,[],1629029,,,1610612742,68,79,2024-01-23T03:01:41Z,4050000,False,,,0,,MISS L. Doncic Free Throw 1 of 1,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
412,PT06M36.00S,2024-01-23T03:01:39.3Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,68,79,2024-01-23T03:01:41Z,4060000,False,,,0,,J. Tatum REBOUND (Off:0 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,411.0,8.0,8.0,0.0,,,,,,,,,,,,,,
413,PT06M24.00S,2024-01-23T03:01:50.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,93.64323258869908,51.470588235294116,1610612738,68,81,2024-01-23T03:01:56Z,4070000,False,7.0,7.0,1,right,J. Brown driving Layup (21 PTS) (A. Horford 3 AST),"[1627759, 201143]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.04,Made,,,,,21.0,,,,,,,,,,,A. Horford,201143.0,3.0
415,PT06M05.00S,2024-01-23T03:02:08.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,7.966491458607096,48.28431372549019,1610612742,70,81,2024-01-23T03:02:16Z,4090000,False,9.0,22.0,1,left,L. Doncic driving finger roll Layup (19 PTS),[1629029],1610612742.0,DAL,driving finger roll,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,2.4,Made,,,,,19.0,,,,,,,,,,,,,
416,PT05M44.00S,2024-01-23T03:02:29.4Z,3,REGULAR,3pt,Jump Shot,[],1628369,68.9388961892247,63.23529411764706,1610612738,70,84,2024-01-23T03:02:34Z,4100000,False,66.0,239.0,1,right,J. Tatum 24' 3PT  (24 PTS) (J. Brown 3 AST),"[1628369, 1627759]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,24.85,Made,,,,,24.0,,,,,,,,,,,J. Brown,1627759.0,3.0
418,PT05M28.00S,2024-01-23T03:02:49.3Z,3,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612742,70,84,2024-01-23T03:02:54Z,4120000,False,,,0,,J. Brown shooting personal FOUL (3 PF) (Doncic 2 FT),"[1627759, 1629029]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1193.0,3.0,0.0,Doncic,1629029.0,,,
420,PT05M28.00S,2024-01-23T03:03:19.0Z,3,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,71,84,2024-01-23T03:03:43Z,4140000,False,,,0,,L. Doncic Free Throw 1 of 2 (20 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,,,,,20.0,,,,,,,,,,,,,
421,PT05M28.00S,2024-01-23T03:03:21.2Z,3,REGULAR,substitution,out,[],202681,,,1610612742,71,84,2024-01-23T03:03:27Z,4150000,False,,,0,,SUB out: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT05M28.00S,2024-01-23T03:03:21.2Z,3,REGULAR,substitution,in,[],1630182,,,1610612742,71,84,2024-01-23T03:03:27Z,4160000,False,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT05M28.00S,2024-01-23T03:03:19.0Z,3,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,71,84,2024-01-23T03:03:43Z,4170000,False,,,0,,MISS L. Doncic Free Throw 2 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
424,PT05M26.00S,2024-01-23T03:03:21.0Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,71,84,2024-01-23T03:03:43Z,4180000,False,,,0,,J. Tatum REBOUND (Off:0 Def:9),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,423.0,9.0,9.0,0.0,,,,,,,,,,,,,,
425,PT05M13.00S,2024-01-23T03:03:54.9Z,3,REGULAR,3pt,Jump Shot,[],1630202,69.72733245729303,18.627450980392158,1610612738,71,84,2024-01-23T03:03:59Z,4190000,False,-157.0,232.0,1,right,MISS P. Pritchard 28' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,28.02,Missed,,,,,,,,,,,,,,,,,,
426,PT05M09.00S,2024-01-23T03:03:58.9Z,3,REGULAR,rebound,defensive,[],1630182,,,1610612742,71,84,2024-01-23T03:03:59Z,4200000,False,,,0,,J. Green REBOUND (Off:1 Def:5),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,425.0,6.0,5.0,1.0,,,,,,,,,,,,,,
427,PT04M46.00S,2024-01-23T03:04:21.6Z,3,REGULAR,2pt,Jump Shot,[],203501,20.318659658344284,82.84313725490196,1610612742,71,84,2024-01-23T03:04:27Z,4210000,False,-164.0,138.0,1,left,MISS T. Hardaway Jr. 21' pullup Shot,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,16-24 Left Center,21.48,Missed,,,,,,,,,,,,,,,,,,
428,PT04M43.00S,2024-01-23T03:04:24.3Z,3,REGULAR,rebound,defensive,[],1630202,,,1610612738,71,84,2024-01-23T03:04:24Z,4220000,False,,,0,,P. Pritchard REBOUND (Off:1 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Mid-Range,16-24 Left Center,,,427.0,3.0,2.0,1.0,,,,,,,,,,,,,,
429,PT04M35.00S,2024-01-23T03:04:32.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,86.15308804204993,49.01960784313725,1610612738,71,86,2024-01-23T03:04:37Z,4230000,False,-5.0,78.0,1,right,J. Brown 7' turnaround fadeaway Jump Shot (23 PTS),[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,7.79,Made,,,,,23.0,,,,,,,,,,,,,
