actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,pointsTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
85,PT06M56.00S,2023-12-03T02:19:56.4Z,1,REGULAR,foul,personal,[],1629684,,,1610612760,11,7,2023-12-03T03:31:02Z,850000,False,,,0,,G. Williams personal FOUL (2 PF),"[1629684, 1631096]",1610612742.0,DAL,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,1204.0,2.0,0.0,Holmgren,1631096.0,,,,,,,,,,,,,,,
87,PT06M56.00S,2023-12-03T02:20:05.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,11,7,2023-12-03T02:20:05Z,870000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT06M56.00S,2023-12-03T02:22:03.1Z,1,REGULAR,substitution,out,[],1629684,,,1610612760,11,7,2023-12-03T02:22:55Z,880000,False,,,0,,SUB out: G. Williams,[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT06M56.00S,2023-12-03T02:22:03.1Z,1,REGULAR,substitution,out,[],1631096,,,1610612760,11,7,2023-12-03T02:22:55Z,890000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT06M56.00S,2023-12-03T02:22:03.1Z,1,REGULAR,substitution,in,[],1641765,,,1610612760,11,7,2023-12-03T02:22:55Z,900000,False,,,0,,SUB in: O. Prosper,[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT06M56.00S,2023-12-03T02:22:03.1Z,1,REGULAR,substitution,in,[],1641717,,,1610612760,11,7,2023-12-03T02:22:55Z,910000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT06M50.00S,2023-12-03T02:23:11.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631114,8.623521681997373,42.64705882352941,1610612760,11,7,2023-12-03T02:23:40Z,920000,False,37.0,29.0,1,left,MISS J. Williams alley-oop DUNK,[1631114],1610612760.0,OKC,alley-oop,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.66,Missed,,,,,,,,,,,,,
93,PT06M48.00S,2023-12-03T02:23:12.9Z,1,REGULAR,rebound,offensive,[],1630581,,,1610612760,11,7,2023-12-03T02:23:12Z,930000,False,,,0,,J. Giddey REBOUND (Off:1 Def:0),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,92.0,1.0,0.0,1.0,,,,,,,
94,PT06M43.00S,2023-12-03T02:23:18.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629652,13.748357424441524,37.5,1610612760,11,9,2023-12-03T02:23:23Z,940000,False,62.0,77.0,1,left,L. Dort 9' fadeaway Jump Shot (5 PTS),[1629652],1610612760.0,OKC,fadeaway,,,Dort,L. Dort,,,,,In The Paint (Non-RA),8-16 Right,,,,,,9.89,Made,,,,,,,,5.0,,,,,
95,PT06M29.00S,2023-12-03T02:23:31.5Z,1,REGULAR,3pt,Jump Shot,[],1627884,73.40670170827858,83.82352941176471,1610612742,11,9,2023-12-03T02:23:36Z,950000,False,169.0,197.0,1,right,MISS D. Jones Jr. 26' 3PT,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,26.0,Missed,,,,,,,,,,,,,
96,PT06M26.00S,2023-12-03T02:23:34.5Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,11,9,2023-12-03T02:23:36Z,960000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,95.0,1.0,1.0,0.0,,,,,,,
97,PT06M18.00S,2023-12-03T02:23:43.2Z,1,REGULAR,3pt,Jump Shot,[],1641717,8.229303547963205,97.05882352941177,1610612760,11,9,2023-12-03T02:23:48Z,970000,False,-235.0,25.0,1,left,MISS C. Wallace 3PT,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Left Corner 3,24+ Left,,,,,,23.66,Missed,,,,,,,,,,,,,
98,PT06M14.00S,2023-12-03T02:23:47.2Z,1,REGULAR,rebound,defensive,[],1630702,,,1610612742,11,9,2023-12-03T02:23:48Z,980000,False,,,0,,J. Hardy REBOUND (Off:0 Def:1),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Left Corner 3,24+ Left,,,,,,,,,,97.0,1.0,1.0,0.0,,,,,,,
99,PT06M03.00S,2023-12-03T02:23:57.2Z,1,REGULAR,3pt,Jump Shot,[],1630702,71.96123521681997,75.98039215686273,1610612742,14,9,2023-12-03T02:24:02Z,990000,False,130.0,211.0,1,right,J. Hardy 24' 3PT  (3 PTS) (D. Jones Jr. 1 AST),"[1630702, 1627884]",1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Right Center,,,,,,24.79,Made,,,,,,,,3.0,,,D. Jones Jr.,1627884.0,1.0
101,PT05M49.00S,2023-12-03T02:24:11.7Z,1,REGULAR,3pt,Jump Shot,[],1631114,27.808804204993432,82.35294117647058,1610612760,14,12,2023-12-03T02:24:16Z,1010000,False,-162.0,209.0,1,left,J. Williams 26' 3PT  (5 PTS) (J. Giddey 1 AST),"[1631114, 1630581]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,26.42,Made,,,,,,,,5.0,,,J. Giddey,1630581.0,1.0
103,PT05M36.00S,2023-12-03T02:24:25.5Z,1,REGULAR,3pt,Jump Shot,[],1627884,88.12417871222075,3.6764705882352944,1610612742,14,12,2023-12-03T02:24:34Z,1030000,False,-232.0,59.0,1,right,MISS D. Jones Jr. 3PT,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Left Corner 3,24+ Left,,,,,,23.9,Missed,,,,,,,,,,,,,
104,PT05M33.00S,2023-12-03T02:24:28.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,14,12,2023-12-03T02:24:34Z,1040000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,103.0,,,,,,,,,,
106,PT05M27.00S,2023-12-03T02:24:38.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,7.178055190538765,57.35294117647059,1610612760,14,12,2023-12-03T02:24:42Z,1060000,False,-37.0,15.0,1,left,MISS S. Gilgeous-Alexander driving Layup,[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,3.97,Missed,,,,,,,,,,,,,
107,PT05M26.00S,2023-12-03T02:24:39.6Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,14,12,2023-12-03T02:24:42Z,1070000,False,,,0,,L. Doncic REBOUND (Off:1 Def:3),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,,,,,,,,106.0,4.0,3.0,1.0,,,,,,,
108,PT05M20.00S,2023-12-03T02:24:46.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629029,92.59198423127464,56.86274509803921,1610612742,14,12,2023-12-03T02:24:52Z,1080000,False,34.0,17.0,1,right,MISS L. Doncic running Layup,[1629029],1610612742.0,DAL,running,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,,,,3.83,Missed,,,,,,,,,,,,,
109,PT05M18.00S,2023-12-03T02:24:48.0Z,1,REGULAR,rebound,offensive,[],1629029,,,1610612742,14,12,2023-12-03T02:25:01Z,1090000,False,,,0,,L. Doncic REBOUND (Off:2 Def:3),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,,,,,,,,108.0,5.0,3.0,2.0,,,,,,,
110,PT05M17.00S,2023-12-03T02:24:50.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1629029,94.40999984741211,50.0,1610612742,16,12,2023-12-03T02:25:04Z,1100000,False,0.0,0.0,1,right,L. Doncic putback Layup (8 PTS),[1629029],1610612742.0,DAL,putback,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,,,,0.0,Made,,,,,,,,8.0,,,,,
111,PT04M58.00S,2023-12-03T02:25:07.5Z,1,REGULAR,3pt,Jump Shot,[],1630581,7.835085413929041,96.81372549019608,1610612760,16,15,2023-12-03T02:25:13Z,1110000,False,-234.0,21.0,1,left,J. Giddey 3PT  (3 PTS) (J. Williams 2 AST),"[1630581, 1631114]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Left Corner 3,24+ Left,,,,,,23.5,Made,,,,,,,,3.0,,,J. Williams,1631114.0,2.0
113,PT04M47.00S,2023-12-03T02:25:20.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629652,,,1610612742,16,15,2023-12-03T02:25:42Z,1130000,False,,,0,,L. Dort shooting personal FOUL (2 PF) (Prosper 2 FT),"[1629652, 1641765]",1610612760.0,OKC,shooting,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,1204.0,2.0,0.0,Prosper,1641765.0,,,,,,,,,,,,,,,
115,PT04M47.00S,2023-12-03T02:25:49.8Z,1,REGULAR,freethrow,1 of 2,[],1641765,,,1610612742,17,15,2023-12-03T02:25:49Z,1150000,False,,,0,,O. Prosper Free Throw 1 of 2 (1 PTS),[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,,,,,,,,,Made,,,,,,,,1.0,,,,,
116,PT04M47.00S,2023-12-03T02:25:50.4Z,1,REGULAR,substitution,out,[],1641726,,,1610612742,17,15,2023-12-03T02:26:18Z,1160000,False,,,0,,SUB out: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT04M47.00S,2023-12-03T02:25:50.4Z,1,REGULAR,substitution,out,[],1630581,,,1610612742,17,15,2023-12-03T02:26:18Z,1170000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT04M47.00S,2023-12-03T02:25:50.4Z,1,REGULAR,substitution,out,[],1631114,,,1610612742,17,15,2023-12-03T02:26:18Z,1180000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT04M47.00S,2023-12-03T02:25:50.4Z,1,REGULAR,substitution,in,[],1626158,,,1610612742,17,15,2023-12-03T02:26:18Z,1190000,False,,,0,,SUB in: R. Holmes,[1626158],1610612742.0,DAL,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT04M47.00S,2023-12-03T02:25:50.4Z,1,REGULAR,substitution,in,[],1630198,,,1610612742,17,15,2023-12-03T02:26:18Z,1200000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT04M47.00S,2023-12-03T02:25:50.4Z,1,REGULAR,substitution,in,[],1631119,,,1610612742,17,15,2023-12-03T02:26:18Z,1210000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT04M47.00S,2023-12-03T02:26:24.1Z,1,REGULAR,freethrow,2 of 2,[],1641765,,,1610612742,18,15,2023-12-03T02:26:24Z,1220000,False,,,0,,O. Prosper Free Throw 2 of 2 (2 PTS),[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,,,,,,,,,Made,,,,,,,,2.0,,,,,
123,PT04M34.00S,2023-12-03T02:26:40.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630702,,,1610612760,18,15,2023-12-03T02:26:52Z,1230000,False,,,0,,J. Hardy shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1630702, 1628983]",1610612742.0,DAL,shooting,,,Hardy,J. Hardy,,,,,In The Paint (Non-RA),8-16 Center,203591.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,
125,PT04M34.00S,2023-12-03T02:27:02.7Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,18,15,2023-12-03T02:27:02Z,1250000,False,,,0,,MISS S. Gilgeous-Alexander Free Throw 1 of 2,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
126,PT04M34.00S,2023-12-03T02:27:02.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,18,15,2023-12-03T02:27:02Z,1260000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,125.0,,,,,,,,,,
127,PT04M34.00S,2023-12-03T02:27:16.1Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,18,16,2023-12-03T02:27:16Z,1270000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (1 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,Made,,,,,,,,1.0,,,,,
128,PT04M24.00S,2023-12-03T02:27:26.5Z,1,REGULAR,turnover,lost ball,[],1627884,,,1610612742,18,16,2023-12-03T02:27:30Z,1280000,False,,,0,,D. Jones Jr. lost ball TURNOVER (1 TO),"[1627884, 1628983]",1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1.0,,Gilgeous-Alexander,1628983.0,,,
129,PT04M24.00S,2023-12-03T02:27:26.5Z,1,REGULAR,steal,,[],1628983,,,1610612760,18,16,2023-12-03T02:27:28Z,1290000,False,,,0,,S. Gilgeous-Alexander STEAL (2 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
130,PT04M09.00S,2023-12-03T02:27:41.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631119,33.065045992115635,47.30392156862745,1610612760,18,19,2023-12-03T02:27:46Z,1300000,False,13.0,258.0,1,left,J. Williams 25' 3PT  (3 PTS) (S. Gilgeous-Alexander 2 AST),"[1631119, 1628983]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,,,,,,25.87,Made,,,,,,,,3.0,,,S. Gilgeous-Alexander,1628983.0,2.0
132,PT03M58.00S,2023-12-03T02:27:52.3Z,1,REGULAR,3pt,Jump Shot,[],1627884,90.88370565045992,95.58823529411765,1610612742,21,19,2023-12-03T02:27:57Z,1320000,False,228.0,33.0,1,right,D. Jones Jr. 3PT  (3 PTS) (O. Prosper 1 AST),"[1627884, 1641765]",1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Right Corner 3,24+ Right,,,,,,23.03,Made,,,,,,,,3.0,,,O. Prosper,1641765.0,1.0
134,PT03M41.00S,2023-12-03T02:28:08.6Z,1,REGULAR,3pt,Jump Shot,[],1630198,21.895532194480946,92.15686274509804,1610612760,21,19,2023-12-03T02:28:13Z,1340000,False,-211.0,153.0,1,left,MISS I. Joe 26' 3PT,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,,,,,,26.06,Missed,,,,,,,,,,,,,
135,PT03M40.00S,2023-12-03T02:28:09.6Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,21,19,2023-12-03T02:28:13Z,1350000,False,,,0,,L. Doncic REBOUND (Off:2 Def:4),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,134.0,6.0,4.0,2.0,,,,,,,
136,PT03M25.00S,2023-12-03T02:28:25.0Z,1,REGULAR,3pt,Jump Shot,[],1630702,76.42904073587385,85.04901960784314,1610612742,21,19,2023-12-03T02:28:29Z,1360000,False,175.0,169.0,1,right,MISS J. Hardy 24' 3PT,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Right Center,,,,,,24.35,Missed,,,,,,,,,,,,,
137,PT03M22.00S,2023-12-03T02:28:28.0Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,21,19,2023-12-03T02:28:29Z,1370000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,136.0,1.0,1.0,0.0,,,,,,,
138,PT03M13.00S,2023-12-03T02:28:37.2Z,1,REGULAR,3pt,Jump Shot,[],1631119,32.933639947437584,37.254901960784316,1610612760,21,19,2023-12-03T02:28:44Z,1380000,False,64.0,257.0,1,left,MISS J. Williams 26' 3PT,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,,,,,,26.49,Missed,,,,,,,,,,,,,
139,PT03M09.00S,2023-12-03T02:28:41.2Z,1,REGULAR,rebound,defensive,[],1626158,,,1610612742,21,19,2023-12-03T02:28:44Z,1390000,False,,,0,,R. Holmes REBOUND (Off:0 Def:1),[1626158],1610612742.0,DAL,,,,Holmes,R. Holmes,,,,,Above the Break 3,24+ Center,,,,,,,,,,138.0,1.0,1.0,0.0,,,,,,,
140,PT02M59.00S,2023-12-03T02:28:51.1Z,1,REGULAR,3pt,Jump Shot,[],1627884,91.27792378449409,4.901960784313726,1610612742,24,19,2023-12-03T02:28:56Z,1400000,False,-225.0,29.0,1,right,D. Jones Jr. 3PT  (6 PTS) (L. Doncic 2 AST),"[1627884, 1629029]",1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Left Corner 3,24+ Left,,,,,,22.74,Made,,,,,,,,6.0,,,L. Doncic,1629029.0,2.0
142,PT02M49.00S,2023-12-03T02:29:06.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,24,19,2023-12-03T02:29:06Z,1420000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M49.00S,2023-12-03T02:29:09.4Z,1,REGULAR,substitution,out,[],1627884,,,1610612760,24,19,2023-12-03T02:31:57Z,1430000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M49.00S,2023-12-03T02:29:09.4Z,1,REGULAR,substitution,in,[],1641926,,,1610612760,24,19,2023-12-03T02:31:57Z,1440000,False,,,0,,SUB in: D. Dennis,[1641926],1610612742.0,DAL,,,,Dennis,D. Dennis,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M42.00S,2023-12-03T02:32:16.9Z,1,REGULAR,3pt,Jump Shot,[],1630198,25.969119579500656,86.76470588235294,1610612760,24,22,2023-12-03T02:32:26Z,1450000,False,-184.0,192.0,1,left,I. Joe 26' 3PT  (3 PTS) (S. Gilgeous-Alexander 3 AST),"[1630198, 1628983]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,,,,,,26.55,Made,,,,,,,,3.0,,,S. Gilgeous-Alexander,1628983.0,3.0
147,PT02M40.00S,2023-12-03T02:32:31.7Z,1,REGULAR,timeout,full,['team'],0,,,1610612742,24,22,2023-12-03T02:32:31Z,1470000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT02M32.00S,2023-12-03T02:34:01.6Z,1,REGULAR,turnover,8-second-violation,['team'],0,,,1610612742,24,22,2023-12-03T02:34:14Z,1480000,False,,,0,,DAL 8-second-violation Team TURNOVER,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Center,2003.0,,,,,,,,,,,,,,,,,,,
149,PT02M23.00S,2023-12-03T02:34:18.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631119,7.835085413929041,95.09803921568627,1610612760,24,25,2023-12-03T02:34:23Z,1490000,False,-225.0,21.0,1,left,J. Williams 3PT  (6 PTS) (S. Gilgeous-Alexander 4 AST),"[1631119, 1628983]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Left Corner 3,24+ Left,,,,,,22.65,Made,,,,,,,,6.0,,,S. Gilgeous-Alexander,1628983.0,4.0
152,PT02M07.00S,2023-12-03T02:34:35.8Z,1,REGULAR,foul,offensive,['inpenalty'],1630702,,,1610612742,24,25,2023-12-03T02:34:45Z,1520000,False,,,0,,J. Hardy charge offensive FOUL (2 PF),"[1630702, 1631119]",1610612742.0,DAL,charge,,,Hardy,J. Hardy,,,,,In The Paint (Non-RA),0-8 Center,203591.0,2.0,0.0,Williams,1631119.0,,,,,,,,,,,,,,,
154,PT02M07.00S,2023-12-03T02:34:35.8Z,1,REGULAR,turnover,offensive foul,[],1630702,,,1610612742,24,25,2023-12-03T02:34:35Z,1540000,False,,,0,,J. Hardy offensive foul TURNOVER (1 TO),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,In The Paint (Non-RA),0-8 Center,203591.0,,,,,,,,,,,,,1.0,,,,,,
155,PT01M51.00S,2023-12-03T02:35:01.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641717,11.12023653088042,45.83333333333333,1610612760,24,27,2023-12-03T02:35:11Z,1550000,False,21.0,52.0,1,left,C. Wallace cutting Layup (2 PTS) (L. Dort 1 AST),"[1641717, 1629652]",1610612760.0,OKC,cutting,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.6,Made,,,,,,,,2.0,,,L. Dort,1629652.0,1.0
157,PT01M40.00S,2023-12-03T02:35:14.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641717,,,1610612742,24,27,2023-12-03T02:35:22Z,1570000,False,,,0,,C. Wallace personal FOUL (1 PF) (Doncic 2 FT),"[1641717, 1629029]",1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),8-16 Center,2003.0,1.0,0.0,Doncic,1629029.0,,,,,,,,,,,,,,,
159,PT01M40.00S,2023-12-03T02:35:44.1Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,25,27,2023-12-03T02:35:44Z,1590000,False,,,0,,L. Doncic Free Throw 1 of 2 (9 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,Made,,,,,,,,9.0,,,,,
160,PT01M40.00S,2023-12-03T02:35:59.1Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,26,27,2023-12-03T02:35:59Z,1600000,False,,,0,,L. Doncic Free Throw 2 of 2 (10 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,Made,,,,,,,,10.0,,,,,
161,PT01M33.00S,2023-12-03T02:36:06.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641717,7.30946123521682,51.71568627450981,1610612760,26,29,2023-12-03T02:36:11Z,1610000,False,-9.0,16.0,1,left,C. Wallace cutting finger roll Layup (4 PTS) (S. Gilgeous-Alexander 5 AST),"[1641717, 1628983]",1610612760.0,OKC,cutting finger roll,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,,,,,,1.83,Made,,,,,,,,4.0,,,S. Gilgeous-Alexander,1628983.0,5.0
163,PT01M22.00S,2023-12-03T02:36:18.0Z,1,REGULAR,3pt,Jump Shot,[],1629029,66.17320959264126,24.532781862745097,1610612742,26,29,2023-12-03T03:09:23Z,1630000,False,-127.0,265.0,1,right,MISS L. Doncic 29' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,,,,,,29.44,Missed,,,,,,,,,,,,,
164,PT01M21.00S,2023-12-03T02:36:19.0Z,1,REGULAR,rebound,offensive,[],1641765,,,1610612742,26,29,2023-12-03T03:09:23Z,1640000,False,,,0,,O. Prosper REBOUND (Off:1 Def:0),[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,163.0,1.0,0.0,1.0,,,,,,,
344,PT01M21.00S,2023-12-03T02:36:24.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641765,93.34756898817345,50.245098039215684,1610612742,26,29,2023-12-03T03:09:43Z,1645000,False,1.0,10.0,1,right,MISS O. Prosper tip Layup,[1641765],1610612742.0,DAL,tip,,,Prosper,O. Prosper,,,,,Restricted Area,0-8 Center,,,,,,1.01,Missed,,,,,,,,,,,,,
345,PT01M19.00S,2023-12-03T02:36:26.4Z,1,REGULAR,rebound,defensive,[],1641717,,,1610612760,26,29,2023-12-03T03:10:01Z,1647500,False,,,0,,C. Wallace REBOUND (Off:0 Def:1),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,,,,,,,,,,344.0,1.0,1.0,0.0,,,,,,,
165,PT01M08.00S,2023-12-03T02:36:30.9Z,1,REGULAR,2pt,Jump Shot,[],1628983,7.490144546649145,73.55238970588235,1610612760,26,29,2023-12-03T02:36:37Z,1650000,False,-118.0,18.0,1,left,MISS S. Gilgeous-Alexander 11' step back Shot,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,,,,,,11.92,Missed,,,,,,,,,,,,,
166,PT01M06.00S,2023-12-03T02:36:32.9Z,1,REGULAR,rebound,defensive,[],1641926,,,1610612742,26,29,2023-12-03T02:36:37Z,1660000,False,,,0,,D. Dennis REBOUND (Off:0 Def:1),[1641926],1610612742.0,DAL,,,,Dennis,D. Dennis,,,,,Mid-Range,8-16 Left,,,,,,,,,,165.0,1.0,1.0,0.0,,,,,,,
167,PT01M03.00S,2023-12-03T02:36:41.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629652,,,1610612742,26,29,2023-12-03T02:40:08Z,1670000,False,,,0,,L. Dort flagrant-type-1 personal FOUL (3 PF) (Holmes 2 FT),"[1629652, 1626158]",1610612760.0,OKC,flagrant-type-1,,,Dort,L. Dort,,,,,Above the Break 3,24+ Center,203591.0,3.0,0.0,Holmes,1626158.0,,,,,,,,,,,,,,,
