actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,pointsTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
339,PT03M05.00S,2023-12-03T03:06:05.6Z,2,REGULAR,rebound,defensive,[],1641717,,,1610612760,45,62,2023-12-03T03:06:29Z,3380000,False,,,0,,C. Wallace REBOUND (Off:0 Def:3),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,338.0,3.0,3.0,0.0,,,,,,,
340,PT02M56.00S,2023-12-03T03:06:35.8Z,2,REGULAR,3pt,Jump Shot,[],1628983,29.25427069645204,77.69607843137256,1610612760,45,65,2023-12-03T03:06:42Z,3390000,False,-138.0,222.0,1,left,S. Gilgeous-Alexander 26' 3PT step back (9 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,,,,,,26.21,Made,,,,,,,,9.0,,,,,
341,PT02M48.00S,2023-12-03T03:06:47.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628983,,,1610612742,45,65,2023-12-03T03:09:34Z,3400000,False,,,0,,S. Gilgeous-Alexander personal FOUL (2 PF) (Doncic 2 FT),"[1628983, 1629029]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Right,2003.0,2.0,0.0,Doncic,1629029.0,,,,,,,,,,,,,,,
343,PT02M48.00S,2023-12-03T03:06:55.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,45,65,2023-12-03T03:06:55Z,3420000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT02M48.00S,2023-12-03T03:09:59.4Z,2,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,45,65,2023-12-03T03:09:59Z,3430000,False,,,0,,MISS L. Doncic Free Throw 1 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
347,PT02M48.00S,2023-12-03T03:09:59.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,45,65,2023-12-03T03:09:59Z,3440000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,346.0,,,,,,,,,,
348,PT02M48.00S,2023-12-03T03:10:14.2Z,2,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,46,65,2023-12-03T03:10:14Z,3450000,False,,,0,,L. Doncic Free Throw 2 of 2 (18 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,Made,,,,,,,,18.0,,,,,
349,PT02M33.00S,2023-12-03T03:10:30.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,19.530223390275953,54.65686274509803,1610612760,46,67,2023-12-03T03:10:34Z,3460000,False,-23.0,131.0,1,left,S. Gilgeous-Alexander 13' pullup Jump Shot (11 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,,,,,,13.32,Made,,,,,,,,11.0,,,,,
350,PT02M12.00S,2023-12-03T03:10:50.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,92.9862023653088,46.81372549019608,1610612742,48,67,2023-12-03T03:10:56Z,3470000,False,-16.0,13.0,1,right,G. Williams driving Layup (2 PTS) (S. Curry 2 AST),"[1629684, 203552]",1610612742.0,DAL,driving,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,2.08,Made,,,,,,,,2.0,,,S. Curry,203552.0,2.0
352,PT02M06.00S,2023-12-03T03:10:58.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,8.360709592641262,45.34313725490196,1610612760,48,67,2023-12-03T03:12:21Z,3490000,False,23.0,26.0,1,left,MISS J. Giddey cutting Layup - blocked,"[1630581, 1641726]",1610612760.0,OKC,cutting,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,3.5,Missed,Lively II,1641726.0,,,,,,,,,,,
353,PT02M06.00S,2023-12-03T03:10:58.2Z,2,REGULAR,block,,[],1641726,,,1610612760,48,67,2023-12-03T03:11:00Z,3500000,False,,,0,,D. Lively II BLOCK (3 BLK),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
354,PT02M05.00S,2023-12-03T03:10:59.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612760,48,67,2023-12-03T03:12:21Z,3510000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,352.0,,,,,,,,,,
356,PT02M03.00S,2023-12-03T03:11:20.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1641717,7.835085413929041,95.58823529411765,1610612760,48,67,2023-12-03T03:11:25Z,3530000,False,-228.0,21.0,1,left,MISS C. Wallace 3PT,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Left Corner 3,24+ Left,,,,,,22.89,Missed,,,,,,,,,,,,,
357,PT02M01.00S,2023-12-03T03:11:23.0Z,2,REGULAR,rebound,offensive,[],1628983,,,1610612760,48,67,2023-12-03T03:11:23Z,3540000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Left Corner 3,24+ Left,,,,,,,,,,356.0,3.0,2.0,1.0,,,,,,,
358,PT01M57.00S,2023-12-03T03:11:26.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630581,28.86005256241787,79.41176470588235,1610612760,48,67,2023-12-03T03:11:30Z,3550000,False,-147.0,219.0,1,left,MISS J. Giddey 26' 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,,,,26.37,Missed,,,,,,,,,,,,,
359,PT01M54.00S,2023-12-03T03:11:29.4Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612742,48,67,2023-12-03T03:11:30Z,3560000,False,,,0,,L. Doncic REBOUND (Off:2 Def:7),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,358.0,9.0,7.0,2.0,,,,,,,
360,PT01M41.00S,2023-12-03T03:11:46.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630581,,,1610612742,48,67,2023-12-03T03:11:59Z,3570000,False,,,0,,J. Giddey shooting personal FOUL (1 PF) (Williams 2 FT),"[1630581, 1629684]",1610612760.0,OKC,shooting,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Left,1204.0,1.0,0.0,Williams,1629684.0,,,,,,,,,,,,,,,
362,PT01M41.00S,2023-12-03T03:12:13.3Z,2,REGULAR,freethrow,1 of 2,[],1629684,,,1610612742,49,67,2023-12-03T03:12:13Z,3590000,False,,,0,,G. Williams Free Throw 1 of 2 (3 PTS),[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,,,,,,,,,Made,,,,,,,,3.0,,,,,
363,PT01M41.00S,2023-12-03T03:12:13.3Z,2,REGULAR,freethrow,2 of 2,[],1629684,,,1610612742,49,67,2023-12-03T03:12:32Z,3600000,False,,,0,,MISS G. Williams Free Throw 2 of 2,[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
364,PT01M38.00S,2023-12-03T03:12:16.3Z,2,REGULAR,rebound,defensive,[],1641717,,,1610612760,49,67,2023-12-03T03:12:32Z,3610000,False,,,0,,C. Wallace REBOUND (Off:0 Def:4),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,363.0,4.0,4.0,0.0,,,,,,,
365,PT01M27.00S,2023-12-03T03:12:41.7Z,2,REGULAR,3pt,Jump Shot,[],1630581,8.278580814717477,2.9641544117647056,1610612760,49,70,2023-12-03T03:12:47Z,3620000,False,235.0,25.0,1,left,J. Giddey 3PT  (6 PTS) (S. Gilgeous-Alexander 7 AST),"[1630581, 1628983]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Right Corner 3,24+ Right,,,,,,23.66,Made,,,,,,,,6.0,,,S. Gilgeous-Alexander,1628983.0,7.0
367,PT01M15.00S,2023-12-03T03:12:52.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641726,94.30026281208936,50.0,1610612742,51,70,2023-12-03T03:12:59Z,3640000,False,0.0,1.0,1,right,D. Lively II driving DUNK (6 PTS) (L. Doncic 5 AST),"[1641726, 1629029]",1610612742.0,DAL,driving,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,,,,,,0.11,Made,,,,,,,,6.0,,,L. Doncic,1629029.0,5.0
369,PT01M06.00S,2023-12-03T03:13:05.0Z,2,REGULAR,turnover,traveling,[],1630581,,,1610612760,51,70,2023-12-03T03:13:19Z,3660000,False,,,0,,J. Giddey traveling TURNOVER (2 TO),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,203591.0,,,,,,,,,,,,,2.0,,,,,,
370,PT01M01.00S,2023-12-03T03:13:17.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630639,92.9862023653088,52.450980392156865,1610612742,53,70,2023-12-03T03:13:25Z,3670000,False,12.0,13.0,1,right,A. Lawson driving finger roll Layup (3 PTS) (S. Curry 3 AST),"[1630639, 203552]",1610612742.0,DAL,driving finger roll,,,Lawson,A. Lawson,,,,,Restricted Area,0-8 Center,,,,,,1.82,Made,,,,,,,,3.0,,,S. Curry,203552.0,3.0
372,PT00M46.90S,2023-12-03T03:13:32.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,19.398817345597898,37.745098039215684,1610612760,53,72,2023-12-03T03:13:37Z,3690000,False,61.0,130.0,1,left,S. Gilgeous-Alexander 14' pullup Jump Shot (13 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,,,,,,14.35,Made,,,,,,,,13.0,,,,,
373,PT00M36.10S,2023-12-03T03:13:47.6Z,2,REGULAR,3pt,Jump Shot,[],1629029,74.06373193166885,85.04901960784314,1610612742,56,72,2023-12-03T03:13:53Z,3700000,False,175.0,191.0,1,right,L. Doncic 25' 3PT step back (21 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,,,,,,25.94,Made,,,,,,,,21.0,,,,,
374,PT00M29.10S,2023-12-03T03:13:57.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,17.296320630749015,40.19607843137255,1610612760,56,72,2023-12-03T03:14:01Z,3710000,False,49.0,110.0,1,left,MISS S. Gilgeous-Alexander 12' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,,,,,,12.05,Missed,,,,,,,,,,,,,
375,PT00M26.50S,2023-12-03T03:14:00.0Z,2,REGULAR,rebound,offensive,[],1641717,,,1610612760,56,72,2023-12-03T03:14:00Z,3720000,False,,,0,,C. Wallace REBOUND (Off:1 Def:4),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,374.0,5.0,4.0,1.0,,,,,,,
376,PT00M24.70S,2023-12-03T03:14:01.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630198,18.2161629434954,94.36274509803921,1610612760,56,72,2023-12-03T03:14:08Z,3730000,False,-222.0,119.0,1,left,MISS I. Joe 25' 3PT,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,,,,,,25.16,Missed,,,,,,,,,,,,,
377,PT00M22.00S,2023-12-03T03:14:04.6Z,2,REGULAR,rebound,defensive,[],1641726,,,1610612742,56,72,2023-12-03T03:14:08Z,3740000,False,,,0,,D. Lively II REBOUND (Off:3 Def:5),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,376.0,8.0,5.0,3.0,,,,,,,
378,PT00M06.10S,2023-12-03T03:14:20.4Z,2,REGULAR,3pt,Jump Shot,[],1629684,91.27792378449409,4.411764705882353,1610612742,56,72,2023-12-03T03:14:28Z,3750000,False,-228.0,29.0,1,right,MISS G. Williams 3PT,[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,Left Corner 3,24+ Left,,,,,,22.98,Missed,,,,,,,,,,,,,
379,PT00M02.70S,2023-12-03T03:14:23.8Z,2,REGULAR,rebound,defensive,[],1630198,,,1610612760,56,72,2023-12-03T03:14:23Z,3760000,False,,,0,,I. Joe REBOUND (Off:0 Def:2),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Left Corner 3,24+ Left,,,,,,,,,,378.0,2.0,2.0,0.0,,,,,,,
380,PT00M00.50S,2023-12-03T03:14:26.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1641717,18.478975032851512,93.87254901960785,1610612760,56,72,2023-12-03T03:15:05Z,3770000,False,-219.0,121.0,1,left,MISS C. Wallace 25' 3PT - blocked,"[1641717, 1629029]",1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Left Center,,,,,,25.07,Missed,Doncic,1629029.0,,,,,,,,,,,
381,PT00M00.50S,2023-12-03T03:14:26.2Z,2,REGULAR,block,,[],1629029,,,1610612760,56,72,2023-12-03T03:14:29Z,3780000,False,,,0,,L. Doncic BLOCK (1 BLK),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
382,PT00M00.30S,2023-12-03T03:14:26.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612760,56,72,2023-12-03T03:14:37Z,3790000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,380.0,,,,,,,,,,
383,PT00M00.00S,2023-12-03T03:14:33.9Z,2,REGULAR,period,end,[],0,,,1610612760,56,72,2023-12-03T03:14:33Z,3800000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT12M00.00S,2023-12-03T03:28:42.3Z,3,REGULAR,substitution,out,['startperiod'],1630639,,,1610612760,56,72,2023-12-03T03:29:33Z,3810000,False,,,0,,SUB out: A. Lawson,[1630639],1610612742.0,DAL,,,,Lawson,A. Lawson,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT12M00.00S,2023-12-03T03:28:42.3Z,3,REGULAR,substitution,out,['startperiod'],1630198,,,1610612760,56,72,2023-12-03T03:29:33Z,3820000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT12M00.00S,2023-12-03T03:28:42.3Z,3,REGULAR,substitution,out,['startperiod'],1641717,,,1610612760,56,72,2023-12-03T03:29:33Z,3830000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT12M00.00S,2023-12-03T03:28:42.3Z,3,REGULAR,substitution,in,['startperiod'],1627884,,,1610612760,56,72,2023-12-03T03:29:33Z,3840000,False,,,0,,SUB in: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT12M00.00S,2023-12-03T03:28:42.3Z,3,REGULAR,substitution,in,['startperiod'],1631114,,,1610612760,56,72,2023-12-03T03:29:33Z,3850000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT12M00.00S,2023-12-03T03:28:42.3Z,3,REGULAR,substitution,in,['startperiod'],1629652,,,1610612760,56,72,2023-12-03T03:29:33Z,3860000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT12M00.00S,2023-12-03T03:29:53.5Z,3,REGULAR,period,start,[],0,,,1610612742,56,72,2023-12-03T03:29:53Z,3870000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT11M45.00S,2023-12-03T03:30:07.9Z,3,REGULAR,3pt,Jump Shot,[],203552,19.66162943495401,94.11764705882352,1610612742,56,72,2023-12-03T03:30:15Z,3880000,False,-221.0,132.0,1,left,MISS S. Curry 25' 3PT,[203552],1610612742.0,DAL,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,,,,25.72,Missed,,,,,,,,,,,,,
392,PT11M40.00S,2023-12-03T03:30:12.9Z,3,REGULAR,rebound,defensive,[],1631096,,,1610612760,56,72,2023-12-03T03:30:15Z,3890000,False,,,0,,C. Holmgren REBOUND (Off:1 Def:4),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,391.0,5.0,4.0,1.0,,,,,,,
393,PT11M31.00S,2023-12-03T03:30:21.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,93.64323258869908,52.94117647058824,1610612760,56,74,2023-12-03T03:30:25Z,3900000,False,15.0,7.0,1,right,J. Giddey cutting Layup (8 PTS) (S. Gilgeous-Alexander 8 AST),"[1630581, 1628983]",1610612760.0,OKC,cutting,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,1.64,Made,,,,,,,,8.0,,,S. Gilgeous-Alexander,1628983.0,8.0
395,PT11M20.00S,2023-12-03T03:30:35.3Z,3,REGULAR,foul,personal,['2freethrow'],1628983,,,1610612742,56,74,2023-12-03T03:30:54Z,3920000,False,,,0,,S. Gilgeous-Alexander shooting personal FOUL (3 PF) (Lively II 2 FT),"[1628983, 1641726]",1610612760.0,OKC,shooting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,1204.0,3.0,0.0,Lively II,1641726.0,,,,,,,,,,,,,,,
397,PT11M20.00S,2023-12-03T03:30:55.6Z,3,REGULAR,freethrow,1 of 2,[],1641726,,,1610612742,57,74,2023-12-03T03:30:55Z,3940000,False,,,0,,D. Lively II Free Throw 1 of 2 (7 PTS),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,Made,,,,,,,,7.0,,,,,
398,PT11M20.00S,2023-12-03T03:31:07.4Z,3,REGULAR,freethrow,2 of 2,[],1641726,,,1610612742,58,74,2023-12-03T03:31:07Z,3950000,False,,,0,,D. Lively II Free Throw 2 of 2 (8 PTS),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,Made,,,,,,,,8.0,,,,,
399,PT11M08.00S,2023-12-03T03:31:20.3Z,3,REGULAR,3pt,Jump Shot,[],1631114,87.33574244415243,3.1862745098039214,1610612760,58,77,2023-12-03T03:31:26Z,3960000,False,-234.0,67.0,1,right,J. Williams 24' 3PT  (12 PTS) (L. Dort 2 AST),"[1631114, 1629652]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Left Corner 3,24+ Left,,,,,,24.34,Made,,,,,,,,12.0,,,L. Dort,1629652.0,2.0
401,PT10M50.00S,2023-12-03T03:31:38.4Z,3,REGULAR,turnover,bad pass,[],1629029,,,1610612742,58,77,2023-12-03T03:31:42Z,3980000,False,,,0,,L. Doncic bad pass TURNOVER (5 TO),"[1629029, 1628983]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,5.0,,Gilgeous-Alexander,1628983.0,,,
402,PT10M50.00S,2023-12-03T03:31:38.4Z,3,REGULAR,steal,,[],1628983,,,1610612760,58,77,2023-12-03T03:31:39Z,3990000,False,,,0,,S. Gilgeous-Alexander STEAL (3 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
403,PT10M45.00S,2023-12-03T03:31:43.8Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'fromturnover']",1628983,78.0059132720105,55.392156862745104,1610612760,58,77,2023-12-03T03:32:59Z,4000000,False,27.0,154.0,1,right,MISS S. Gilgeous-Alexander 15' step back Shot,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Center,,,,,,15.65,Missed,,,,,,,,,,,,,
404,PT10M42.00S,2023-12-03T03:31:46.8Z,3,REGULAR,rebound,defensive,[],1641726,,,1610612742,58,77,2023-12-03T03:31:51Z,4010000,False,,,0,,D. Lively II REBOUND (Off:3 Def:6),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Mid-Range,8-16 Center,,,,,,,,,,403.0,9.0,6.0,3.0,,,,,,,
405,PT10M37.00S,2023-12-03T03:31:54.2Z,3,REGULAR,foul,personal,[],1631114,,,1610612742,58,77,2023-12-03T03:32:16Z,4020000,False,,,0,,J. Williams personal FOUL (2 PF),"[1631114, 1629029]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,1204.0,2.0,0.0,Doncic,1629029.0,,,,,,,,,,,,,,,
407,PT10M29.00S,2023-12-03T03:32:14.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203552,17.0335085413929,38.970588235294116,1610612742,58,77,2023-12-03T03:32:20Z,4040000,False,55.0,108.0,1,left,MISS S. Curry 12' driving floating Shot - blocked,"[203552, 1628983]",1610612742.0,DAL,driving floating,,,Curry,S. Curry,,,,,In The Paint (Non-RA),8-16 Center,,,,,,12.09,Missed,Gilgeous-Alexander,1628983.0,,,,,,,,,,,
408,PT10M29.00S,2023-12-03T03:32:14.4Z,3,REGULAR,block,,[],1628983,,,1610612742,58,77,2023-12-03T03:32:17Z,4050000,False,,,0,,S. Gilgeous-Alexander BLOCK (1 BLK),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
409,PT10M26.00S,2023-12-03T03:32:17.4Z,3,REGULAR,rebound,offensive,[],203552,,,1610612742,58,77,2023-12-03T03:32:20Z,4060000,False,,,0,,S. Curry REBOUND (Off:2 Def:0),[203552],1610612742.0,DAL,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,407.0,2.0,0.0,2.0,,,,,,,
410,PT10M21.00S,2023-12-03T03:32:22.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629029,32.276609724047304,61.274509803921575,1610612742,58,77,2023-12-03T03:32:27Z,4070000,False,-56.0,251.0,1,left,MISS L. Doncic 25' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,,,,,,25.72,Missed,,,,,,,,,,,,,
411,PT10M18.00S,2023-12-03T03:32:25.4Z,3,REGULAR,rebound,defensive,[],1630581,,,1610612760,58,77,2023-12-03T03:32:25Z,4080000,False,,,0,,J. Giddey REBOUND (Off:1 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Center,,,,,,,,,,410.0,2.0,1.0,1.0,,,,,,,
412,PT10M05.00S,2023-12-03T03:32:38.5Z,3,REGULAR,3pt,Jump Shot,[],1631114,79.31997371879106,7.107843137254902,1610612760,58,80,2023-12-03T03:32:42Z,4090000,False,-214.0,142.0,1,right,J. Williams 25' 3PT  (15 PTS) (C. Holmgren 2 AST),"[1631114, 1631096]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,25.72,Made,,,,,,,,15.0,,,C. Holmgren,1631096.0,2.0
414,PT09M51.00S,2023-12-03T03:32:52.5Z,3,REGULAR,3pt,Jump Shot,[],1629684,8.492115637319317,96.07843137254902,1610612742,58,80,2023-12-03T03:32:57Z,4110000,False,-230.0,27.0,1,left,MISS G. Williams 3PT,[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,Left Corner 3,24+ Left,,,,,,23.2,Missed,,,,,,,,,,,,,
415,PT09M49.00S,2023-12-03T03:32:54.5Z,3,REGULAR,rebound,offensive,[],1641726,,,1610612742,58,80,2023-12-03T03:32:57Z,4120000,False,,,0,,D. Lively II REBOUND (Off:4 Def:6),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Left Corner 3,24+ Left,,,,,,,,,,414.0,10.0,6.0,4.0,,,,,,,
416,PT09M46.00S,2023-12-03T03:32:58.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627884,20.45006570302234,7.352941176470589,1610612742,58,80,2023-12-03T03:33:03Z,4130000,False,213.0,140.0,1,left,MISS D. Jones Jr. 25' 3PT,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,25.49,Missed,,,,,,,,,,,,,
417,PT09M41.00S,2023-12-03T03:33:03.5Z,3,REGULAR,rebound,defensive,[],1631096,,,1610612760,58,80,2023-12-03T03:33:03Z,4140000,False,,,0,,C. Holmgren REBOUND (Off:1 Def:5),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,416.0,6.0,5.0,1.0,,,,,,,
418,PT09M31.00S,2023-12-03T03:33:13.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,91.14651773981603,59.31372549019608,1610612760,58,82,2023-12-03T03:33:22Z,4150000,False,47.0,31.0,1,right,J. Giddey driving floating Jump Shot (10 PTS),[1630581],1610612760.0,OKC,driving floating,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.58,Made,,,,,,,,10.0,,,,,
419,PT09M20.00S,2023-12-03T03:33:26.8Z,3,REGULAR,foul,personal,['2freethrow'],1631114,,,1610612742,58,82,2023-12-03T03:33:54Z,4160000,False,,,0,,J. Williams shooting personal FOUL (3 PF) (Jones Jr. 2 FT),"[1631114, 1627884]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,203591.0,3.0,0.0,Jones Jr.,1627884.0,,,,,,,,,,,,,,,
421,PT09M20.00S,2023-12-03T03:33:55.1Z,3,REGULAR,freethrow,1 of 2,[],1627884,,,1610612742,59,82,2023-12-03T03:33:55Z,4180000,False,,,0,,D. Jones Jr. Free Throw 1 of 2 (12 PTS),[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,Made,,,,,,,,12.0,,,,,
