actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
84,PT05M05.00S,2026-03-09T01:22:41.4Z,1,REGULAR,freethrow,1 of 2,[],1629012,,,1610612741,16,19,2026-03-09T01:22:41Z,840000,False,,,0,,C. Sexton Free Throw 1 of 2 (4 PTS),[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
85,PT05M05.00S,2026-03-09T01:22:56.3Z,1,REGULAR,freethrow,2 of 2,[],1629012,,,1610612741,16,20,2026-03-09T01:22:56Z,850000,False,,,0,,C. Sexton Free Throw 2 of 2 (5 PTS),[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
86,PT04M51.00S,2026-03-09T01:23:10.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642875,82.7365308804205,50.98039215686274,1610612758,18,20,2026-03-09T01:24:40Z,860000,False,5.0,110.0,1,right,M. Raynaud 10' floating Jump Shot (4 PTS) (D. Plowden 1 AST),"[1642875, 1631342]",1610612758.0,SAC,floating,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,4.0,10.99,,,,,,,D. Plowden,1631342.0,1.0,,,
88,PT04M35.00S,2026-03-09T01:23:26.9Z,1,REGULAR,3pt,Jump Shot,[],1629012,7.30946123521682,96.07843137254902,1610612741,18,23,2026-03-09T01:23:30Z,880000,False,-230.0,16.0,1,left,C. Sexton 3PT  (8 PTS) (J. Giddey 3 AST),"[1629012, 1630581]",1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,Left Corner 3,24+ Left,,,,,,Made,8.0,23.1,,,,,,,J. Giddey,1630581.0,3.0,,,
90,PT04M24.00S,2026-03-09T01:23:38.6Z,1,REGULAR,3pt,Jump Shot,[],1628370,92.06636005256242,3.6764705882352944,1610612758,21,23,2026-03-09T01:23:45Z,900000,False,-232.0,22.0,1,right,M. Monk 3PT  (3 PTS) (K. Hayes 1 AST),"[1628370, 1630165]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Left Corner 3,24+ Left,,,,,,Made,3.0,23.27,,,,,,,K. Hayes,1630165.0,1.0,,,
92,PT04M03.00S,2026-03-09T01:23:59.6Z,1,REGULAR,3pt,Jump Shot,[],1630208,7.046649145860711,4.6568627450980395,1610612741,21,23,2026-03-09T01:24:06Z,920000,False,227.0,14.0,1,left,MISS N. Richards 3PT,[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,Right Corner 3,24+ Right,,,,,,Missed,,22.71,,,,,,,,,,,,
93,PT03M59.00S,2026-03-09T01:24:03.6Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612758,21,23,2026-03-09T01:24:06Z,930000,False,,,0,,K. Hayes REBOUND (Off:0 Def:1),[1630165],1610612758.0,SAC,,,,Hayes,K. Hayes,,,,,Right Corner 3,24+ Right,,,,,,,,,92.0,1.0,1.0,0.0,,,,,,,,
94,PT03M55.00S,2026-03-09T01:24:07.7Z,1,REGULAR,3pt,Jump Shot,[],1628370,78.9257555847569,92.8921568627451,1610612758,21,23,2026-03-09T01:24:11Z,940000,False,214.0,146.0,1,right,MISS M. Monk 25' 3PT,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,25.92,,,,,,,,,,,,
95,PT03M53.00S,2026-03-09T01:24:09.7Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,21,23,2026-03-09T01:24:11Z,950000,False,,,0,,J. Giddey REBOUND (Off:0 Def:3),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,,,,,,,,,94.0,3.0,3.0,0.0,,,,,,,,
96,PT03M40.00S,2026-03-09T01:24:22.0Z,1,REGULAR,2pt,Jump Shot,[],1630581,8.09789750328515,66.66666666666666,1610612741,21,23,2026-03-09T01:24:26Z,960000,False,-83.0,24.0,1,left,MISS J. Giddey 8' floating Shot,[1630581],1610612741.0,CHI,floating,,,Giddey,J. Giddey,,,,,Mid-Range,8-16 Left,,,,,,Missed,,8.66,,,,,,,,,,,,
97,PT03M38.00S,2026-03-09T01:24:24.3Z,1,REGULAR,rebound,defensive,[],1642875,,,1610612758,21,23,2026-03-09T01:24:24Z,970000,False,,,0,,M. Raynaud REBOUND (Off:0 Def:2),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Mid-Range,8-16 Left,,,,,,,,,96.0,2.0,2.0,0.0,,,,,,,,
98,PT03M18.00S,2026-03-09T01:24:44.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630173,88.91261498028909,49.754901960784316,1610612758,23,23,2026-03-09T01:24:50Z,980000,False,-1.0,52.0,1,right,P. Achiuwa driving DUNK (4 PTS) (M. Monk 1 AST),"[1630173, 1628370]",1610612758.0,SAC,driving,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,4.0,5.17,,,,,,,M. Monk,1628370.0,1.0,,,
100,PT03M08.00S,2026-03-09T01:24:56.3Z,1,REGULAR,foul,personal,[],1630165,,,1610612741,23,23,2026-03-09T01:25:15Z,1000000,False,,,0,,K. Hayes personal FOUL (1 PF),"[1630165, 1630208]",1610612758.0,SAC,,,,Hayes,K. Hayes,,,,,Restricted Area,0-8 Center,1628172.0,1.0,0.0,Richards,1630208.0,,,,,,,,,,,,,,,
102,PT03M08.00S,2026-03-09T01:25:12.9Z,1,REGULAR,substitution,out,[],1630173,,,1610612741,23,23,2026-03-09T01:25:55Z,1020000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M08.00S,2026-03-09T01:25:12.9Z,1,REGULAR,substitution,out,[],1631342,,,1610612741,23,23,2026-03-09T01:25:55Z,1030000,False,,,0,,SUB out: D. Plowden,[1631342],1610612758.0,SAC,,,,Plowden,D. Plowden,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M08.00S,2026-03-09T01:25:12.9Z,1,REGULAR,substitution,out,[],1642875,,,1610612741,23,23,2026-03-09T01:25:55Z,1040000,False,,,0,,SUB out: M. Raynaud,[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M08.00S,2026-03-09T01:25:12.9Z,1,REGULAR,substitution,out,[],1630581,,,1610612741,23,23,2026-03-09T01:25:55Z,1050000,False,,,0,,SUB out: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M08.00S,2026-03-09T01:25:12.9Z,1,REGULAR,substitution,out,[],1630188,,,1610612741,23,23,2026-03-09T01:25:55Z,1060000,False,,,0,,SUB out: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M08.00S,2026-03-09T01:25:12.9Z,1,REGULAR,substitution,out,[],1630171,,,1610612741,23,23,2026-03-09T01:25:55Z,1070000,False,,,0,,SUB out: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M08.00S,2026-03-09T01:25:12.9Z,1,REGULAR,substitution,in,[],1642363,,,1610612741,23,23,2026-03-09T01:25:55Z,1080000,False,,,0,,SUB in: N. Clifford,[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M08.00S,2026-03-09T01:25:12.9Z,1,REGULAR,substitution,in,[],1629234,,,1610612741,23,23,2026-03-09T01:25:55Z,1090000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612758.0,SAC,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M08.00S,2026-03-09T01:25:12.9Z,1,REGULAR,substitution,in,[],1642269,,,1610612741,23,23,2026-03-09T01:25:55Z,1100000,False,,,0,,SUB in: D. Carter,[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M08.00S,2026-03-09T01:25:12.9Z,1,REGULAR,substitution,in,[],1630172,,,1610612741,23,23,2026-03-09T01:25:55Z,1110000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M08.00S,2026-03-09T01:25:12.9Z,1,REGULAR,substitution,in,[],1641824,,,1610612741,23,23,2026-03-09T01:25:55Z,1120000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M08.00S,2026-03-09T01:25:12.9Z,1,REGULAR,substitution,in,[],1630200,,,1610612741,23,23,2026-03-09T01:25:55Z,1130000,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M59.00S,2026-03-09T01:26:19.9Z,1,REGULAR,turnover,bad pass,[],1630208,,,1610612741,23,23,2026-03-09T01:26:32Z,1150000,False,,,0,,N. Richards bad pass TURNOVER (1 TO),"[1630208, 1642269]",1610612741.0,CHI,,,,Richards,N. Richards,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,1.0,Carter,1642269.0
116,PT02M59.00S,2026-03-09T01:26:19.9Z,1,REGULAR,steal,,[],1642269,,,1610612758,23,23,2026-03-09T01:27:20Z,1160000,False,,,0,,D. Carter STEAL (1 STL),[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
117,PT02M50.00S,2026-03-09T01:26:29.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628370,89.56964520367937,48.529411764705884,1610612758,25,23,2026-03-09T01:26:35Z,1170000,False,-7.0,46.0,1,right,M. Monk running DUNK (5 PTS) (D. Carter 1 AST),"[1628370, 1642269]",1610612758.0,SAC,running,,,Monk,M. Monk,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,5.0,4.61,,,,,,,D. Carter,1642269.0,1.0,,,
118,PT02M36.00S,2026-03-09T01:26:44.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630200,9.149145860709593,40.68627450980392,1610612741,25,23,2026-03-09T01:26:52Z,1180000,False,47.0,34.0,1,left,MISS T. Jones Hook,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,5.74,,,,,,,,,,,,
120,PT02M32.00S,2026-03-09T01:26:48.2Z,1,REGULAR,rebound,defensive,[],1642269,,,1610612758,25,23,2026-03-09T01:26:52Z,1200000,False,,,0,,D. Carter REBOUND (Off:0 Def:1),[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,118.0,1.0,1.0,0.0,,,,,,,,
121,PT02M29.00S,2026-03-09T01:26:51.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642269,89.04402102496715,57.59803921568627,1610612758,25,23,2026-03-09T01:26:57Z,1210000,False,38.0,50.0,1,right,MISS D. Carter 6' Layup - blocked,"[1642269, 1641824]",1610612758.0,SAC,,,,Carter,D. Carter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,6.32,,,,,Buzelis,1641824.0,,,,,,
122,PT02M29.00S,2026-03-09T01:26:51.2Z,1,REGULAR,block,,[],1641824,,,1610612758,25,23,2026-03-09T01:26:53Z,1220000,False,,,0,,M. Buzelis BLOCK (2 BLK),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
123,PT02M26.00S,2026-03-09T01:26:54.2Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612741,25,23,2026-03-09T01:26:57Z,1230000,False,,,0,,N. Richards REBOUND (Off:0 Def:1),[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,121.0,1.0,1.0,0.0,,,,,,,,
124,PT02M17.00S,2026-03-09T01:27:02.1Z,1,REGULAR,3pt,Jump Shot,[],1630200,29.517082785808146,74.75490196078431,1610612741,25,23,2026-03-09T01:27:22Z,1240000,False,-124.0,225.0,1,left,MISS T. Jones 25' 3PT,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.68,,,,,,,,,,,,
125,PT02M15.00S,2026-03-09T01:27:05.0Z,1,REGULAR,rebound,defensive,[],1642269,,,1610612758,25,23,2026-03-09T01:27:05Z,1250000,False,,,0,,D. Carter REBOUND (Off:0 Def:2),[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,Above the Break 3,24+ Left Center,,,,,,,,,124.0,2.0,2.0,0.0,,,,,,,,
126,PT01M59.00S,2026-03-09T01:27:20.2Z,1,REGULAR,3pt,Jump Shot,[],1628370,67.62483574244416,24.019607843137255,1610612758,25,23,2026-03-09T01:27:24Z,1260000,False,-130.0,252.0,1,right,MISS M. Monk 28' 3PT,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,28.33,,,,,,,,,,,,
127,PT01M59.00S,2026-03-09T01:27:20.2Z,1,REGULAR,rebound,defensive,[],1641824,,,1610612741,25,23,2026-03-09T01:27:24Z,1270000,False,,,0,,M. Buzelis REBOUND (Off:0 Def:3),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,126.0,3.0,3.0,0.0,,,,,,,,
128,PT01M55.00S,2026-03-09T01:27:26.1Z,1,REGULAR,turnover,out-of-bounds,[],1641824,,,1610612741,25,23,2026-03-09T01:27:35Z,1280000,False,,,0,,M. Buzelis bad pass out-of-bounds TURNOVER (2 TO),[1641824],1610612741.0,CHI,bad pass,,,Buzelis,M. Buzelis,,,,,In The Paint (Non-RA),8-16 Center,1628172.0,,,,,,,,,,,,,,,,,2.0,,
129,PT01M55.00S,2026-03-09T01:27:40.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,25,23,2026-03-09T01:27:40Z,1290000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M55.00S,2026-03-09T01:28:26.7Z,1,REGULAR,substitution,out,[],1629012,,,1610612758,25,23,2026-03-09T01:30:10Z,1300000,False,,,0,,SUB out: C. Sexton,[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M55.00S,2026-03-09T01:28:26.7Z,1,REGULAR,substitution,in,[],1642265,,,1610612758,25,23,2026-03-09T01:30:10Z,1310000,False,,,0,,SUB in: R. Dillingham,[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M42.00S,2026-03-09T01:30:41.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630165,66.44218134034165,30.14705882352941,1610612758,25,23,2026-03-09T01:30:50Z,1320000,False,-99.0,263.0,1,right,MISS K. Hayes 28' 3PT,[1630165],1610612758.0,SAC,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,28.1,,,,,,,,,,,,
135,PT01M38.00S,2026-03-09T01:30:45.8Z,1,REGULAR,rebound,defensive,[],1641824,,,1610612741,25,23,2026-03-09T01:30:50Z,1330000,False,,,0,,M. Buzelis REBOUND (Off:0 Def:4),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,134.0,4.0,4.0,0.0,,,,,,,,
137,PT01M26.00S,2026-03-09T01:31:15.2Z,1,REGULAR,foul,personal,['2freethrow'],1630165,,,1610612741,25,23,2026-03-09T01:31:37Z,1350000,False,,,0,,K. Hayes shooting personal FOUL (2 PF) (Jones 2 FT),"[1630165, 1630200]",1610612758.0,SAC,shooting,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,201246.0,2.0,0.0,Jones,1630200.0,,,,,,,,,,,,,,,
139,PT01M26.00S,2026-03-09T01:31:42.3Z,1,REGULAR,freethrow,1 of 2,[],1630200,,,1610612741,25,24,2026-03-09T01:31:42Z,1370000,False,,,0,,T. Jones Free Throw 1 of 2 (3 PTS),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
140,PT01M26.00S,2026-03-09T01:31:58.2Z,1,REGULAR,freethrow,2 of 2,[],1630200,,,1610612741,25,25,2026-03-09T01:31:58Z,1380000,False,,,0,,T. Jones Free Throw 2 of 2 (4 PTS),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
141,PT01M09.00S,2026-03-09T01:32:17.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,83.65637319316689,40.931372549019606,1610612758,25,25,2026-03-09T01:32:24Z,1390000,False,-45.0,101.0,1,right,MISS K. Hayes 11' driving floating Shot,[1630165],1610612758.0,SAC,driving floating,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,11.08,,,,,,,,,,,,
142,PT01M07.00S,2026-03-09T01:32:19.5Z,1,REGULAR,rebound,offensive,[],1642269,,,1610612758,25,25,2026-03-09T01:32:19Z,1400000,False,,,0,,D. Carter REBOUND (Off:1 Def:2),[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,141.0,3.0,2.0,1.0,,,,,,,,
143,PT01M04.00S,2026-03-09T01:32:25.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642269,89.83245729303549,48.529411764705884,1610612758,27,25,2026-03-09T01:33:07Z,1410000,False,-7.0,43.0,1,right,D. Carter driving finger roll Layup (2 PTS),[1642269],1610612758.0,SAC,driving finger roll,,,Carter,D. Carter,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,4.37,,,,,,,,,,,,
144,PT01M04.00S,2026-03-09T01:32:28.2Z,1,REGULAR,foul,personal,['1freethrow'],1641824,,,1610612758,27,25,2026-03-09T01:32:39Z,1420000,False,,,0,,M. Buzelis shooting personal FOUL (1 PF) (Carter 1 FT),"[1641824, 1642269]",1610612741.0,CHI,shooting,,,Buzelis,M. Buzelis,,,,,In The Paint (Non-RA),0-8 Center,201246.0,1.0,0.0,Carter,1642269.0,,,,,,,,,,,,,,,
146,PT01M04.00S,2026-03-09T01:32:53.3Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1642269,,,1610612758,28,25,2026-03-09T01:32:53Z,1440000,False,,,0,,D. Carter Free Throw 1 of 1 (3 PTS),[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
147,PT00M51.30S,2026-03-09T01:33:09.0Z,1,REGULAR,3pt,Jump Shot,[],1641824,32.40801576872536,34.31372549019608,1610612741,28,25,2026-03-09T01:33:16Z,1450000,False,78.0,252.0,1,left,MISS M. Buzelis 26' step back 3PT,[1641824],1610612741.0,CHI,step back,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Center,,,,,,Missed,,26.4,,,,,,,,,,,,
148,PT00M47.60S,2026-03-09T01:33:12.7Z,1,REGULAR,rebound,defensive,[],1629234,,,1610612758,28,25,2026-03-09T01:33:16Z,1460000,False,,,0,,D. Eubanks REBOUND (Off:0 Def:1),[1629234],1610612758.0,SAC,,,,Eubanks,D. Eubanks,,,,,Above the Break 3,24+ Center,,,,,,,,,147.0,1.0,1.0,0.0,,,,,,,,
149,PT00M40.20S,2026-03-09T01:33:20.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642269,87.86136662286465,54.90196078431373,1610612758,28,25,2026-03-09T01:33:24Z,1470000,False,25.0,62.0,1,right,MISS D. Carter 6' driving Layup - blocked,"[1642269, 1630172]",1610612758.0,SAC,driving,,,Carter,D. Carter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,6.63,,,,,Williams,1630172.0,,,,,,
280,PT00M40.20S,2026-03-09T01:33:20.7Z,1,REGULAR,block,,[],1630172,,,1610612758,28,25,2026-03-09T01:55:21Z,1475000,False,,,0,,P. Williams BLOCK (1 BLK),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
150,PT00M38.20S,2026-03-09T01:33:22.7Z,1,REGULAR,rebound,defensive,[],1641824,,,1610612741,28,25,2026-03-09T01:33:24Z,1480000,False,,,0,,M. Buzelis REBOUND (Off:0 Def:5),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,149.0,5.0,5.0,0.0,,,,,,,,
151,PT00M33.50S,2026-03-09T01:33:27.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1641824,11.514454664914586,50.73529411764706,1610612741,28,25,2026-03-09T01:33:36Z,1490000,False,-4.0,56.0,1,left,MISS M. Buzelis running Shot,[1641824],1610612741.0,CHI,running,,,Buzelis,M. Buzelis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,5.58,,,,,,,,,,,,
152,PT00M31.60S,2026-03-09T01:33:29.2Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612758,28,25,2026-03-09T01:33:29Z,1500000,False,,,0,,K. Hayes REBOUND (Off:0 Def:2),[1630165],1610612758.0,SAC,,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,151.0,2.0,2.0,0.0,,,,,,,,
153,PT00M28.60S,2026-03-09T01:33:33.1Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1628370,89.83245729303549,54.166666666666664,1610612758,30,25,2026-03-09T01:34:44Z,1510000,False,21.0,43.0,1,right,M. Monk running alley-oop DUNK (7 PTS) (K. Hayes 2 AST),"[1628370, 1630165]",1610612758.0,SAC,running alley-oop,,,Monk,M. Monk,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,7.0,4.79,,,,,,,K. Hayes,1630165.0,2.0,,,
155,PT00M05.90S,2026-03-09T01:33:59.2Z,1,REGULAR,2pt,Jump Shot,[],1630172,7.178055190538765,72.79411764705883,1610612741,30,25,2026-03-09T01:35:19Z,1530000,False,-114.0,15.0,1,left,MISS P. Williams 11' floating Shot,[1630172],1610612741.0,CHI,floating,,,Williams,P. Williams,,,,,Mid-Range,8-16 Left,,,,,,Missed,,11.5,,,,,,,,,,,,
156,PT00M05.90S,2026-03-09T01:34:01.1Z,1,REGULAR,rebound,offensive,[],1630208,,,1610612741,30,25,2026-03-09T01:34:01Z,1540000,False,,,0,,N. Richards REBOUND (Off:1 Def:1),[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,Mid-Range,8-16 Left,,,,,,,,,155.0,2.0,1.0,1.0,,,,,,,,
157,PT00M05.90S,2026-03-09T01:34:02.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629234,,,1610612741,30,25,2026-03-09T01:34:13Z,1550000,False,,,0,,D. Eubanks shooting personal FOUL (1 PF) (Richards 2 FT),"[1629234, 1630208]",1610612758.0,SAC,shooting,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,201246.0,1.0,0.0,Richards,1630208.0,,,,,,,,,,,,,,,
159,PT00M05.90S,2026-03-09T01:34:28.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630208,,,1610612741,30,25,2026-03-09T01:34:28Z,1570000,False,,,0,,MISS N. Richards Free Throw 1 of 2,[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
160,PT00M05.90S,2026-03-09T01:34:28.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,30,25,2026-03-09T01:34:28Z,1580000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,159.0,,,,,,,,,,,
161,PT00M05.90S,2026-03-09T01:34:29.9Z,1,REGULAR,substitution,out,[],1642265,,,1610612741,30,25,2026-03-09T01:34:35Z,1590000,False,,,0,,SUB out: R. Dillingham,[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M05.90S,2026-03-09T01:34:29.9Z,1,REGULAR,substitution,in,[],1630171,,,1610612741,30,25,2026-03-09T01:34:35Z,1600000,False,,,0,,SUB in: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M05.90S,2026-03-09T01:34:28.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630208,,,1610612741,30,25,2026-03-09T01:34:55Z,1610000,False,,,0,,MISS N. Richards Free Throw 2 of 2,[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
164,PT00M02.70S,2026-03-09T01:34:31.7Z,1,REGULAR,rebound,defensive,[],1629234,,,1610612758,30,25,2026-03-09T01:34:55Z,1620000,False,,,0,,D. Eubanks REBOUND (Off:0 Def:2),[1629234],1610612758.0,SAC,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,163.0,2.0,2.0,0.0,,,,,,,,
165,PT00M00.00S,2026-03-09T01:34:59.0Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1642269,86.28449408672799,54.166666666666664,1610612758,30,25,2026-03-09T01:36:10Z,1630000,False,21.0,76.0,1,right,MISS D. Carter 7' running Shot,[1642269],1610612758.0,SAC,running,,,Carter,D. Carter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,7.92,,,,,,,,,,,,
166,PT00M00.00S,2026-03-09T01:34:59.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,30,25,2026-03-09T01:36:10Z,1640000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,165.0,,,,,,,,,,,
167,PT00M00.00S,2026-03-09T01:35:07.4Z,1,REGULAR,period,end,[],0,,,1610612758,30,25,2026-03-09T01:35:07Z,1650000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
