actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
84,PT06M09.00S,2026-03-16T02:22:20.6Z,1,REGULAR,rebound,offensive,[],1642262,,,1610612762,14,11,2026-03-16T02:27:13Z,810000,False,,,0,,C. Williams REBOUND (Off:1 Def:2),[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Mid-Range,8-16 Left,,,,83.0,3.0,2.0,1.0,,,,,,,,,,,,,
85,PT06M08.00S,2026-03-16T02:22:26.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642262,5.590000152587891,50.0,1610612762,14,13,2026-03-16T02:27:19Z,820000,False,0.0,0.0,1,left,C. Williams tip Layup (2 PTS),[1642262],1610612762.0,UTA,tip,,,Williams,C. Williams,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
86,PT05M55.00S,2026-03-16T02:22:36.2Z,1,REGULAR,3pt,Jump Shot,[],1631342,94.95729303547962,96.32352941176471,1610612758,14,13,2026-03-16T02:23:13Z,830000,False,232.0,-5.0,1,right,MISS D. Plowden 3PT,[1631342],1610612758.0,SAC,,,,Plowden,D. Plowden,,,,,Right Corner 3,24+ Right,23.17,Missed,,,,,,,,,,,,,,,,,,
87,PT05M55.00S,2026-03-16T02:22:36.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612762,14,13,2026-03-16T02:23:13Z,840000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Right Corner 3,24+ Right,,,,86.0,,,,,,,,,,,,,,,,
88,PT05M55.00S,2026-03-16T02:22:42.7Z,1,REGULAR,foul,personal,[],1642875,,,1610612762,14,13,2026-03-16T02:23:21Z,850000,False,,,0,,M. Raynaud loose ball personal FOUL (2 PF),"[1642875, 1643158]",1610612758.0,SAC,loose ball,,,Raynaud,M. Raynaud,,,,,Mid-Range,8-16 Left,,,,,,,,,,201638.0,2.0,0.0,Garcia,1643158.0,,,,,,
91,PT05M55.00S,2026-03-16T02:22:56.9Z,1,REGULAR,substitution,out,[],1642875,,,1610612762,14,13,2026-03-16T02:23:08Z,880000,False,,,0,,SUB out: M. Raynaud,[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M55.00S,2026-03-16T02:22:56.9Z,1,REGULAR,substitution,in,[],1642928,,,1610612762,14,13,2026-03-16T02:23:08Z,890000,False,,,0,,SUB in: D. Cardwell,[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M44.00S,2026-03-16T02:23:21.3Z,1,REGULAR,3pt,Jump Shot,[],1643158,10.988830486202366,2.941176470588235,1610612762,14,13,2026-03-16T02:23:26Z,900000,False,235.0,51.0,1,left,MISS A. Garcia 24' 3PT,[1643158],1610612762.0,UTA,,,,Garcia,A. Garcia,,,,,Right Corner 3,24+ Right,24.07,Missed,,,,,,,,,,,,,,,,,,
94,PT05M41.00S,2026-03-16T02:23:24.3Z,1,REGULAR,rebound,defensive,[],1642928,,,1610612758,14,13,2026-03-16T02:23:26Z,910000,False,,,0,,D. Cardwell REBOUND (Off:0 Def:1),[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,Right Corner 3,24+ Right,,,,93.0,1.0,1.0,0.0,,,,,,,,,,,,,
95,PT05M34.00S,2026-03-16T02:23:32.0Z,1,REGULAR,3pt,Jump Shot,[],1631342,72.35545335085413,19.11764705882353,1610612758,14,13,2026-03-16T02:23:38Z,920000,False,-154.0,207.0,1,right,MISS D. Plowden 25' 3PT,[1631342],1610612758.0,SAC,,,,Plowden,D. Plowden,,,,,Above the Break 3,24+ Left Center,25.86,Missed,,,,,,,,,,,,,,,,,,
96,PT05M30.00S,2026-03-16T02:23:36.0Z,1,REGULAR,rebound,defensive,[],1642268,,,1610612762,14,13,2026-03-16T02:23:38Z,930000,False,,,0,,I. Collier REBOUND (Off:0 Def:1),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Left Center,,,,95.0,1.0,1.0,0.0,,,,,,,,,,,,,
97,PT05M23.00S,2026-03-16T02:23:41.7Z,1,REGULAR,3pt,Jump Shot,[],1641729,5.338370565045992,3.431372549019608,1610612762,14,13,2026-03-16T02:23:48Z,940000,False,233.0,-2.0,1,left,MISS B. Sensabaugh 3PT,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Right Corner 3,24+ Right,23.28,Missed,,,,,,,,,,,,,,,,,,
98,PT05M19.00S,2026-03-16T02:23:45.7Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612758,14,13,2026-03-16T02:23:48Z,950000,False,,,0,,K. Hayes REBOUND (Off:0 Def:1),[1630165],1610612758.0,SAC,,,,Hayes,K. Hayes,,,,,Right Corner 3,24+ Right,,,,97.0,1.0,1.0,0.0,,,,,,,,,,,,,
99,PT05M15.00S,2026-03-16T02:23:50.6Z,1,REGULAR,3pt,Jump Shot,[],203926,95.87713534822602,4.6568627450980395,1610612758,17,13,2026-03-16T02:23:58Z,960000,False,-227.0,-14.0,1,right,D. McDermott 3PT  (3 PTS) (K. Hayes 2 AST),"[203926, 1630165]",1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,Left Corner 3,24+ Left,22.71,Made,3.0,,,,,,,,,,,,,,,K. Hayes,1630165.0,2.0
101,PT05M06.00S,2026-03-16T02:23:59.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642262,5.732588699080158,49.754901960784316,1610612762,17,13,2026-03-16T02:29:22Z,980000,False,1.0,1.0,1,left,MISS C. Williams driving finger roll Layup,[1642262],1610612762.0,UTA,driving finger roll,,,Williams,C. Williams,,,,,Restricted Area,0-8 Center,0.18,Missed,,,,,,,,,,,,,,,,,,
102,PT05M04.00S,2026-03-16T02:24:01.1Z,1,REGULAR,rebound,defensive,[],203926,,,1610612758,17,13,2026-03-16T02:24:10Z,990000,False,,,0,,D. McDermott REBOUND (Off:0 Def:1),[203926],1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,,,,101.0,1.0,1.0,0.0,,,,,,,,,,,,,
103,PT04M57.00S,2026-03-16T02:24:08.4Z,1,REGULAR,2pt,Jump Shot,[],201942,93.51182654402102,81.61764705882352,1610612758,17,13,2026-03-16T02:24:16Z,1000000,False,158.0,8.0,1,right,MISS D. DeRozan 15' turnaround fadeaway Shot,[201942],1610612758.0,SAC,turnaround fadeaway,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Right,15.83,Missed,,,,,,,,,,,,,,,,,,
104,PT04M57.00S,2026-03-16T02:24:08.4Z,1,REGULAR,rebound,defensive,[],1642262,,,1610612762,17,13,2026-03-16T02:24:16Z,1010000,False,,,0,,C. Williams REBOUND (Off:1 Def:3),[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Mid-Range,8-16 Right,,,,103.0,4.0,3.0,1.0,,,,,,,,,,,,,
105,PT04M47.00S,2026-03-16T02:24:19.4Z,1,REGULAR,3pt,Jump Shot,[],1641729,11.777266754270697,95.83333333333334,1610612762,17,16,2026-03-16T02:24:31Z,1020000,False,-229.0,58.0,1,left,B. Sensabaugh 3PT  (6 PTS) (C. Williams 3 AST),"[1641729, 1642262]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Left Corner 3,24+ Left,23.65,Made,6.0,,,,,,,,,,,,,,,C. Williams,1642262.0,3.0
107,PT04M32.00S,2026-03-16T02:24:33.3Z,1,REGULAR,3pt,Jump Shot,[],203926,69.07030223390277,75.49019607843137,1610612758,17,16,2026-03-16T02:24:40Z,1040000,False,127.0,238.0,1,right,MISS D. McDermott 27' pullup 3PT,[203926],1610612758.0,SAC,pullup,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Right Center,27.02,Missed,,,,,,,,,,,,,,,,,,
108,PT04M27.00S,2026-03-16T02:24:38.3Z,1,REGULAR,rebound,offensive,[],1642928,,,1610612758,17,16,2026-03-16T02:41:24Z,1050000,False,,,0,,D. Cardwell REBOUND (Off:1 Def:1),[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,Above the Break 3,24+ Right Center,,,,107.0,2.0,1.0,1.0,,,,,,,,,,,,,
109,PT04M24.00S,2026-03-16T02:24:41.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631342,94.69448094612353,4.166666666666666,1610612758,17,16,2026-03-16T02:24:45Z,1060000,False,-229.0,-3.0,1,right,MISS D. Plowden 3PT,[1631342],1610612758.0,SAC,,,,Plowden,D. Plowden,,,,,Left Corner 3,24+ Left,22.92,Missed,,,,,,,,,,,,,,,,,,
110,PT04M21.00S,2026-03-16T02:24:43.8Z,1,REGULAR,rebound,defensive,[],1642268,,,1610612762,17,16,2026-03-16T02:24:43Z,1070000,False,,,0,,I. Collier REBOUND (Off:0 Def:2),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Left Corner 3,24+ Left,,,,109.0,2.0,2.0,0.0,,,,,,,,,,,,,
111,PT04M16.00S,2026-03-16T02:24:49.2Z,1,REGULAR,3pt,Jump Shot,[],1642262,24.129434954007884,83.82352941176471,1610612762,17,19,2026-03-16T02:24:55Z,1080000,False,-169.0,174.0,1,left,C. Williams 24' 3PT  (5 PTS) (I. Collier 2 AST),"[1642262, 1642268]",1610612762.0,UTA,,,,Williams,C. Williams,,,,,Above the Break 3,24+ Left Center,24.28,Made,5.0,,,,,,,,,,,,,,,I. Collier,1642268.0,2.0
113,PT03M54.00S,2026-03-16T02:25:11.4Z,1,REGULAR,3pt,Jump Shot,[],1630165,75.77201051248358,86.51960784313727,1610612758,17,19,2026-03-16T02:25:16Z,1100000,False,183.0,175.0,1,right,MISS K. Hayes 25' 3PT,[1630165],1610612758.0,SAC,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Right Center,25.31,Missed,,,,,,,,,,,,,,,,,,
114,PT03M51.00S,2026-03-16T02:25:14.4Z,1,REGULAR,rebound,defensive,[],1642268,,,1610612762,17,19,2026-03-16T02:25:16Z,1110000,False,,,0,,I. Collier REBOUND (Off:0 Def:3),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Right Center,,,,113.0,3.0,3.0,0.0,,,,,,,,,,,,,
115,PT03M36.00S,2026-03-16T02:25:29.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642268,12.302890932982917,49.01960784313725,1610612762,17,19,2026-03-16T02:32:42Z,1120000,False,5.0,63.0,1,left,MISS I. Collier 6' driving Layup,[1642268],1610612762.0,UTA,driving,,,Collier,I. Collier,,,,,In The Paint (Non-RA),0-8 Center,6.33,Missed,,,,,,,,,,,,,,,,,,
116,PT03M34.00S,2026-03-16T02:25:31.9Z,1,REGULAR,rebound,defensive,[],1642928,,,1610612758,17,19,2026-03-16T02:25:36Z,1130000,False,,,0,,D. Cardwell REBOUND (Off:1 Def:2),[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,In The Paint (Non-RA),0-8 Center,,,,115.0,3.0,2.0,1.0,,,,,,,,,,,,,
117,PT03M26.00S,2026-03-16T02:25:40.0Z,1,REGULAR,3pt,Jump Shot,[],1630165,70.51576872536137,79.90196078431373,1610612758,20,19,2026-03-16T02:25:46Z,1140000,False,150.0,225.0,1,right,K. Hayes 26' 3PT  (5 PTS) (D. Plowden 1 AST),"[1630165, 1631342]",1610612758.0,SAC,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Right Center,26.99,Made,5.0,,,,,,,,,,,,,,,D. Plowden,1631342.0,1.0
119,PT03M24.00S,2026-03-16T02:25:48.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,20,19,2026-03-16T02:25:48Z,1160000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M24.00S,2026-03-16T02:26:07.7Z,1,REGULAR,substitution,out,[],1630165,,,1610612762,20,19,2026-03-16T02:28:36Z,1170000,False,,,0,,SUB out: K. Hayes,[1630165],1610612758.0,SAC,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M24.00S,2026-03-16T02:26:07.7Z,1,REGULAR,substitution,out,[],201942,,,1610612762,20,19,2026-03-16T02:28:36Z,1180000,False,,,0,,SUB out: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M24.00S,2026-03-16T02:26:07.7Z,1,REGULAR,substitution,out,[],1642268,,,1610612762,20,19,2026-03-16T02:28:36Z,1190000,False,,,0,,SUB out: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M24.00S,2026-03-16T02:26:07.7Z,1,REGULAR,substitution,out,[],1641989,,,1610612762,20,19,2026-03-16T02:28:36Z,1200000,False,,,0,,SUB out: E. Harkless,[1641989],1610612762.0,UTA,,,,Harkless,E. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M24.00S,2026-03-16T02:26:07.7Z,1,REGULAR,substitution,out,[],1641729,,,1610612762,20,19,2026-03-16T02:28:36Z,1210000,False,,,0,,SUB out: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M24.00S,2026-03-16T02:26:07.7Z,1,REGULAR,substitution,in,[],1642363,,,1610612762,20,19,2026-03-16T02:28:36Z,1220000,False,,,0,,SUB in: N. Clifford,[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M24.00S,2026-03-16T02:26:07.7Z,1,REGULAR,substitution,in,[],1630173,,,1610612762,20,19,2026-03-16T02:28:36Z,1230000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M24.00S,2026-03-16T02:26:07.7Z,1,REGULAR,substitution,in,[],1631131,,,1610612762,20,19,2026-03-16T02:28:36Z,1240000,False,,,0,,SUB in: O. Tshiebwe,[1631131],1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M24.00S,2026-03-16T02:26:07.7Z,1,REGULAR,substitution,in,[],1642396,,,1610612762,20,19,2026-03-16T02:28:36Z,1250000,False,,,0,,SUB in: B. Hinson,[1642396],1610612762.0,UTA,,,,Hinson,B. Hinson,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M24.00S,2026-03-16T02:26:07.7Z,1,REGULAR,substitution,in,[],1643016,,,1610612762,20,19,2026-03-16T02:28:36Z,1260000,False,,,0,,SUB in: B. Mbeng,[1643016],1610612762.0,UTA,,,,Mbeng,B. Mbeng,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M05.00S,2026-03-16T02:29:00.2Z,1,REGULAR,2pt,Jump Shot,[],1642262,22.815374507227332,45.83333333333333,1610612762,20,21,2026-03-16T02:29:07Z,1270000,False,21.0,162.0,1,left,C. Williams 16' pullup Jump Shot (7 PTS) (B. Hinson 1 AST),"[1642262, 1642396]",1610612762.0,UTA,pullup,,,Williams,C. Williams,,,,,Mid-Range,16-24 Center,16.33,Made,7.0,,,,,,,,,,,,,,,B. Hinson,1642396.0,1.0
132,PT02M47.00S,2026-03-16T02:29:19.4Z,1,REGULAR,3pt,Jump Shot,[],1631342,87.86136662286465,96.07843137254902,1610612758,20,21,2026-03-16T02:29:27Z,1280000,False,230.0,62.0,1,right,MISS D. Plowden 3PT,[1631342],1610612758.0,SAC,,,,Plowden,D. Plowden,,,,,Right Corner 3,24+ Right,23.85,Missed,,,,,,,,,,,,,,,,,,
133,PT02M42.00S,2026-03-16T02:29:24.4Z,1,REGULAR,rebound,offensive,[],1630173,,,1610612758,20,21,2026-03-16T02:29:24Z,1290000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:4),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,Right Corner 3,24+ Right,,,,132.0,5.0,4.0,1.0,,,,,,,,,,,,,
134,PT02M40.00S,2026-03-16T02:29:26.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630173,87.72996057818659,51.9607843137255,1610612758,22,21,2026-03-16T02:35:47Z,1300000,False,10.0,63.0,1,right,P. Achiuwa 6' driving floating Jump Shot (2 PTS),[1630173],1610612758.0,SAC,driving floating,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,6.36,Made,2.0,,,,,,,,,,,,,,,,,
135,PT02M16.00S,2026-03-16T02:29:49.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642262,15.456636005256241,41.911764705882355,1610612762,22,23,2026-03-16T02:29:57Z,1310000,False,40.0,93.0,1,left,C. Williams 10' fadeaway Jump Shot (9 PTS),[1642262],1610612762.0,UTA,fadeaway,,,Williams,C. Williams,,,,,In The Paint (Non-RA),8-16 Center,10.12,Made,9.0,,,,,,,,,,,,,,,,,
137,PT01M49.00S,2026-03-16T02:30:16.1Z,1,REGULAR,3pt,Jump Shot,[],1642363,70.90998685939553,22.54901960784314,1610612758,22,23,2026-03-16T02:30:24Z,1320000,False,-137.0,221.0,1,right,MISS N. Clifford 26' step back 3PT,[1642363],1610612758.0,SAC,step back,,,Clifford,N. Clifford,,,,,Above the Break 3,24+ Left Center,26.01,Missed,,,,,,,,,,,,,,,,,,
138,PT01M46.00S,2026-03-16T02:30:19.1Z,1,REGULAR,rebound,defensive,[],1643158,,,1610612762,22,23,2026-03-16T02:30:24Z,1330000,False,,,0,,A. Garcia REBOUND (Off:0 Def:3),[1643158],1610612762.0,UTA,,,,Garcia,A. Garcia,,,,,Above the Break 3,24+ Left Center,,,,137.0,3.0,3.0,0.0,,,,,,,,,,,,,
139,PT01M40.00S,2026-03-16T02:30:25.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642262,25.969119579500656,83.33333333333334,1610612762,22,26,2026-03-16T02:36:59Z,1340000,False,-167.0,192.0,1,left,C. Williams 25' 3PT running (12 PTS) (A. Garcia 1 AST),"[1642262, 1643158]",1610612762.0,UTA,running,,,Williams,C. Williams,,,,,Above the Break 3,24+ Left Center,25.4,Made,12.0,,,,,,,,,,,,,,,A. Garcia,1643158.0,1.0
141,PT01M11.00S,2026-03-16T02:30:56.3Z,1,REGULAR,3pt,Jump Shot,[],1630173,70.25295663600527,76.7156862745098,1610612758,22,26,2026-03-16T02:37:34Z,1360000,False,134.0,227.0,1,right,MISS P. Achiuwa 26' pullup 3PT,[1630173],1610612758.0,SAC,pullup,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Right Center,26.35,Missed,,,,,,,,,,,,,,,,,,
142,PT01M09.00S,2026-03-16T02:30:58.3Z,1,REGULAR,rebound,defensive,[],1642262,,,1610612762,22,26,2026-03-16T02:31:59Z,1370000,False,,,0,,C. Williams REBOUND (Off:1 Def:4),[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Above the Break 3,24+ Right Center,,,,141.0,5.0,4.0,1.0,,,,,,,,,,,,,
143,PT00M56.70S,2026-03-16T02:31:11.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642262,8.09789750328515,41.911764705882355,1610612762,22,28,2026-03-16T02:31:24Z,1380000,False,40.0,24.0,1,left,C. Williams driving Layup (14 PTS) (A. Garcia 2 AST),"[1642262, 1643158]",1610612762.0,UTA,driving,,,Williams,C. Williams,,,,,In The Paint (Non-RA),0-8 Center,4.68,Made,14.0,,,,,,,,,,,,,,,A. Garcia,1643158.0,2.0
145,PT00M45.60S,2026-03-16T02:31:26.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642928,92.85479632063075,47.549019607843135,1610612758,24,28,2026-03-16T02:31:40Z,1400000,False,-12.0,15.0,1,right,D. Cardwell alley-oop DUNK (2 PTS) (D. McDermott 1 AST),"[1642928, 203926]",1610612758.0,SAC,alley-oop,,,Cardwell,D. Cardwell,,,,,Restricted Area,0-8 Center,1.92,Made,2.0,,,,,,,,,,,,,,,D. McDermott,203926.0,1.0
147,PT00M32.20S,2026-03-16T02:31:40.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642262,4.812746386333772,47.30392156862745,1610612762,24,28,2026-03-16T02:31:46Z,1420000,False,13.0,-7.0,1,left,MISS C. Williams driving Layup,[1642262],1610612762.0,UTA,driving,,,Williams,C. Williams,,,,,Restricted Area,0-8 Center,1.53,Missed,,,,,,,,,,,,,,,,,,
148,PT00M30.50S,2026-03-16T02:31:42.3Z,1,REGULAR,rebound,offensive,[],1631131,,,1610612762,24,28,2026-03-16T02:31:46Z,1430000,False,,,0,,O. Tshiebwe REBOUND (Off:1 Def:0),[1631131],1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,Restricted Area,0-8 Center,,,,147.0,1.0,0.0,1.0,,,,,,,,,,,,,
149,PT00M28.70S,2026-03-16T02:31:44.2Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1631131,10.85742444152431,46.81372549019608,1610612762,24,28,2026-03-16T02:39:07Z,1440000,False,16.0,50.0,1,left,MISS O. Tshiebwe turnaround Hook,[1631131],1610612762.0,UTA,turnaround,,,Tshiebwe,O. Tshiebwe,,,,,In The Paint (Non-RA),0-8 Center,5.21,Missed,,,,,,,,,,,,,,,,,,
150,PT00M26.10S,2026-03-16T02:31:46.7Z,1,REGULAR,rebound,defensive,[],1642928,,,1610612758,24,28,2026-03-16T02:31:46Z,1450000,False,,,0,,D. Cardwell REBOUND (Off:1 Def:3),[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,In The Paint (Non-RA),0-8 Center,,,,149.0,4.0,3.0,1.0,,,,,,,,,,,,,
151,PT00M08.10S,2026-03-16T02:32:05.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630173,86.41590013140605,56.127450980392155,1610612758,26,28,2026-03-16T02:39:47Z,1460000,False,31.0,75.0,1,right,P. Achiuwa 8' driving floating Jump Shot (4 PTS),[1630173],1610612758.0,SAC,driving floating,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Center,8.12,Made,4.0,,,,,,,,,,,,,,,,,
152,PT00M00.70S,2026-03-16T02:32:22.4Z,1,REGULAR,2pt,Jump Shot,[],1642262,5.995400788436268,14.950980392156863,1610612762,26,28,2026-03-16T02:40:09Z,1470000,False,175.0,4.0,1,left,MISS C. Williams 17' fadeaway Shot,[1642262],1610612762.0,UTA,fadeaway,,,Williams,C. Williams,,,,,Mid-Range,16-24 Right,17.52,Missed,,,,,,,,,,,,,,,,,,
153,PT00M00.10S,2026-03-16T02:32:23.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,26,28,2026-03-16T02:40:09Z,1480000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Mid-Range,16-24 Right,,,,152.0,,,,,,,,,,,,,,,,
154,PT00M00.00S,2026-03-16T02:32:29.5Z,1,REGULAR,period,end,[],0,,,1610612762,26,28,2026-03-16T02:32:29Z,1490000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2026-03-16T02:32:37.0Z,2,REGULAR,substitution,out,['startperiod'],1642928,,,1610612762,26,28,2026-03-16T02:35:15Z,1500000,False,,,0,,SUB out: D. Cardwell,[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2026-03-16T02:32:37.0Z,2,REGULAR,substitution,out,['startperiod'],1643158,,,1610612762,26,28,2026-03-16T02:35:15Z,1510000,False,,,0,,SUB out: A. Garcia,[1643158],1610612762.0,UTA,,,,Garcia,A. Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2026-03-16T02:32:37.0Z,2,REGULAR,substitution,out,['startperiod'],1642262,,,1610612762,26,28,2026-03-16T02:35:15Z,1520000,False,,,0,,SUB out: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2026-03-16T02:32:37.0Z,2,REGULAR,substitution,in,['startperiod'],1630165,,,1610612762,26,28,2026-03-16T02:35:15Z,1530000,False,,,0,,SUB in: K. Hayes,[1630165],1610612758.0,SAC,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2026-03-16T02:32:37.0Z,2,REGULAR,substitution,in,['startperiod'],1642268,,,1610612762,26,28,2026-03-16T02:35:15Z,1540000,False,,,0,,SUB in: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2026-03-16T02:32:37.0Z,2,REGULAR,substitution,in,['startperiod'],1641989,,,1610612762,26,28,2026-03-16T02:35:15Z,1550000,False,,,0,,SUB in: E. Harkless,[1641989],1610612762.0,UTA,,,,Harkless,E. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2026-03-16T02:35:18.5Z,2,REGULAR,period,start,[],0,,,1610612762,26,28,2026-03-16T02:35:18Z,1560000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT11M44.00S,2026-03-16T02:35:35.7Z,2,REGULAR,foul,personal,['2freethrow'],1630165,,,1610612762,26,28,2026-03-16T02:35:54Z,1570000,False,,,0,,K. Hayes shooting personal FOUL (1 PF) (Tshiebwe 2 FT),"[1630165, 1631131]",1610612758.0,SAC,shooting,,,Hayes,K. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,,,,2003.0,1.0,0.0,Tshiebwe,1631131.0,,,,,,
164,PT11M44.00S,2026-03-16T02:35:59.9Z,2,REGULAR,freethrow,1 of 2,[],1631131,,,1610612762,26,28,2026-03-16T02:36:31Z,1590000,False,,,0,,MISS O. Tshiebwe Free Throw 1 of 2,[1631131],1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
165,PT11M44.00S,2026-03-16T02:35:59.9Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612762,26,28,2026-03-16T02:36:31Z,1600000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,164.0,,,,,,,,,,,,,,,,
