actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
89,PT05M16.00S,2026-01-19T02:27:23.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1642905,86.15308804204993,52.94117647058824,1610612757,18,20,2026-01-19T02:32:28Z,890000,False,15.0,78.0,1,right,Yang 7' driving Hook (2 PTS),[1642905],1610612757.0,POR,driving,,,Hansen,Yang,,,,,In The Paint (Non-RA),0-8 Center,7.91,Made,2.0,,,,,,,,,,,,,,,,,
90,PT05M03.00S,2026-01-19T02:27:35.9Z,1,REGULAR,3pt,Jump Shot,[],203897,10.200394218134035,97.30392156862744,1610612758,21,20,2026-01-19T02:27:44Z,900000,False,-237.0,43.0,1,left,Z. LaVine 24' 3PT  (4 PTS) (D. Cardwell 1 AST),"[203897, 1642928]",1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,Left Corner 3,24+ Left,24.04,Made,4.0,,,,,,,,,,D. Cardwell,1642928.0,1.0,,,,,
92,PT04M39.00S,2026-01-19T02:28:00.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,90.09526938239159,46.568627450980394,1610612757,21,22,2026-01-19T02:28:08Z,920000,False,-17.0,41.0,1,right,D. Avdija driving reverse Layup (13 PTS) (D. Reath 1 AST),"[1630166, 1641871]",1610612757.0,POR,driving reverse,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,4.41,Made,13.0,,,,,,,,,,D. Reath,1641871.0,1.0,,,,,
94,PT04M32.00S,2026-01-19T02:28:06.7Z,1,REGULAR,turnover,bad pass,[],201942,,,1610612758,21,22,2026-01-19T02:28:23Z,940000,False,,,0,,D. DeRozan bad pass TURNOVER (1 TO),"[201942, 1642905]",1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1.0,,,Hansen,1642905.0
95,PT04M32.00S,2026-01-19T02:28:06.7Z,1,REGULAR,steal,,[],1642905,,,1610612757,21,22,2026-01-19T02:28:10Z,950000,False,,,0,,Yang STEAL (1 STL),[1642905],1610612757.0,POR,,,,Hansen,Yang,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
96,PT04M26.00S,2026-01-19T02:28:12.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641739,89.43823915900131,46.81372549019608,1610612757,21,24,2026-01-19T02:35:23Z,960000,False,-16.0,47.0,1,right,T. Camara running Layup (6 PTS) (Yang 1 AST),"[1641739, 1642905]",1610612757.0,POR,running,,,Camara,T. Camara,,,,,In The Paint (Non-RA),0-8 Center,4.94,Made,6.0,,,,,,,,,,Yang,1642905.0,1.0,,,,,
98,PT04M00.00S,2026-01-19T02:28:41.8Z,1,REGULAR,turnover,traveling,[],201942,,,1610612758,21,24,2026-01-19T02:28:56Z,980000,False,,,0,,D. DeRozan traveling TURNOVER (2 TO),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,,,,1627526.0,,,,,,,,,,,,2.0,,,,
99,PT04M00.00S,2026-01-19T02:28:48.7Z,1,REGULAR,substitution,out,[],201942,,,1610612757,21,24,2026-01-19T02:28:58Z,990000,False,,,0,,SUB out: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M00.00S,2026-01-19T02:28:48.7Z,1,REGULAR,substitution,in,[],1642363,,,1610612757,21,24,2026-01-19T02:28:58Z,1000000,False,,,0,,SUB in: N. Clifford,[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M51.00S,2026-01-19T02:29:17.5Z,1,REGULAR,foul,personal,['2freethrow'],1642875,,,1610612757,21,24,2026-01-19T02:29:33Z,1010000,False,,,0,,M. Raynaud shooting personal FOUL (1 PF) (Avdija 2 FT),"[1642875, 1630166]",1610612758.0,SAC,shooting,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),0-8 Center,,,,200833.0,1.0,0.0,Avdija,1630166.0,,,,,,,,,,,,
103,PT03M51.00S,2026-01-19T02:29:43.5Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630166,,,1610612757,21,25,2026-01-19T02:29:43Z,1030000,False,,,0,,D. Avdija Free Throw 1 of 2 (14 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
104,PT03M51.00S,2026-01-19T02:29:44.5Z,1,REGULAR,substitution,out,[],1641739,,,1610612757,21,25,2026-01-19T02:29:52Z,1040000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M51.00S,2026-01-19T02:29:44.5Z,1,REGULAR,substitution,in,[],1641712,,,1610612757,21,25,2026-01-19T02:29:52Z,1050000,False,,,0,,SUB in: R. Rupert,[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M51.00S,2026-01-19T02:30:01.2Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630166,,,1610612757,21,26,2026-01-19T02:30:01Z,1060000,False,,,0,,D. Avdija Free Throw 2 of 2 (15 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
107,PT03M41.00S,2026-01-19T02:30:14.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641712,,,1610612758,21,26,2026-01-19T02:30:28Z,1070000,False,,,0,,R. Rupert personal FOUL (1 PF) (LaVine 2 FT),"[1641712, 203897]",1610612757.0,POR,,,,Rupert,R. Rupert,,,,,Mid-Range,8-16 Right,,,,200833.0,1.0,0.0,LaVine,203897.0,,,,,,,,,,,,
109,PT03M41.00S,2026-01-19T02:30:47.6Z,1,REGULAR,freethrow,1 of 2,[],203897,,,1610612758,22,26,2026-01-19T02:30:47Z,1090000,False,,,0,,Z. LaVine Free Throw 1 of 2 (5 PTS),[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
110,PT03M41.00S,2026-01-19T02:30:48.2Z,1,REGULAR,substitution,out,[],201566,,,1610612758,22,26,2026-01-19T02:31:13Z,1100000,False,,,0,,SUB out: R. Westbrook,[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M41.00S,2026-01-19T02:30:48.2Z,1,REGULAR,substitution,out,[],1642875,,,1610612758,22,26,2026-01-19T02:31:13Z,1110000,False,,,0,,SUB out: M. Raynaud,[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M41.00S,2026-01-19T02:30:48.2Z,1,REGULAR,substitution,out,[],1642905,,,1610612758,22,26,2026-01-19T02:31:13Z,1120000,False,,,0,,SUB out: Yang,[1642905],1610612757.0,POR,,,,Hansen,Yang,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M41.00S,2026-01-19T02:30:48.2Z,1,REGULAR,substitution,out,[],1641871,,,1610612758,22,26,2026-01-19T02:31:13Z,1130000,False,,,0,,SUB out: D. Reath,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M41.00S,2026-01-19T02:30:48.2Z,1,REGULAR,substitution,in,[],203471,,,1610612758,22,26,2026-01-19T02:31:13Z,1140000,False,,,0,,SUB in: D. Schröder,[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M41.00S,2026-01-19T02:30:48.2Z,1,REGULAR,substitution,in,[],1627734,,,1610612758,22,26,2026-01-19T02:31:13Z,1150000,False,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M41.00S,2026-01-19T02:30:48.2Z,1,REGULAR,substitution,in,[],1631321,,,1610612758,22,26,2026-01-19T02:31:13Z,1160000,False,,,0,,SUB in: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M41.00S,2026-01-19T02:30:48.2Z,1,REGULAR,substitution,in,[],1642270,,,1610612758,22,26,2026-01-19T02:31:13Z,1170000,False,,,0,,SUB in: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M41.00S,2026-01-19T02:31:15.4Z,1,REGULAR,freethrow,2 of 2,[],203897,,,1610612758,23,26,2026-01-19T02:31:15Z,1180000,False,,,0,,Z. LaVine Free Throw 2 of 2 (6 PTS),[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
119,PT03M27.00S,2026-01-19T02:31:29.6Z,1,REGULAR,3pt,Jump Shot,[],1642270,62.89421813403416,45.09803921568628,1610612757,23,26,2026-01-19T02:31:55Z,1190000,False,-25.0,296.0,1,right,MISS D. Clingan 29' 3PT,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Center,29.73,Missed,,,,,,,,,,,,,,,,,,
120,PT03M25.00S,2026-01-19T02:31:31.6Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,23,26,2026-01-19T02:38:00Z,1200000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Center,,,,,,,,,119.0,1.0,1.0,0.0,,,,,,,,
121,PT03M12.00S,2026-01-19T02:31:46.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631321,,,1610612758,23,26,2026-01-19T02:32:00Z,1210000,False,,,0,,S. Cissoko personal FOUL (1 PF) (Sabonis 2 FT),"[1631321, 1627734]",1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,Restricted Area,0-8 Center,,,,204059.0,1.0,0.0,Sabonis,1627734.0,,,,,,,,,,,,
123,PT03M12.00S,2026-01-19T02:32:16.3Z,1,REGULAR,freethrow,1 of 2,[],1627734,,,1610612758,24,26,2026-01-19T02:32:16Z,1230000,False,,,0,,D. Sabonis Free Throw 1 of 2 (1 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
124,PT03M12.00S,2026-01-19T02:32:30.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,24,26,2026-01-19T02:32:30Z,1240000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M12.00S,2026-01-19T02:32:35.0Z,1,REGULAR,substitution,out,[],203897,,,1610612758,24,26,2026-01-19T02:35:12Z,1250000,False,,,0,,SUB out: Z. LaVine,[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M12.00S,2026-01-19T02:32:35.0Z,1,REGULAR,substitution,out,[],1630166,,,1610612758,24,26,2026-01-19T02:35:12Z,1260000,False,,,0,,SUB out: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M12.00S,2026-01-19T02:32:35.0Z,1,REGULAR,substitution,in,[],1628370,,,1610612758,24,26,2026-01-19T02:35:12Z,1270000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M12.00S,2026-01-19T02:32:35.0Z,1,REGULAR,substitution,in,[],1631451,,,1610612758,24,26,2026-01-19T02:35:12Z,1280000,False,,,0,,SUB in: J. Cooke,[1631451],1610612757.0,POR,,,,Cooke,J. Cooke,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M12.00S,2026-01-19T02:35:30.3Z,1,REGULAR,freethrow,2 of 2,[],1627734,,,1610612758,25,26,2026-01-19T02:35:30Z,1290000,False,,,0,,D. Sabonis Free Throw 2 of 2 (2 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
130,PT03M00.00S,2026-01-19T02:35:45.6Z,1,REGULAR,3pt,Jump Shot,[],1631126,64.73390275952694,41.911764705882355,1610612757,25,26,2026-01-19T02:39:00Z,1300000,False,-40.0,279.0,1,right,MISS C. Love 28' pullup 3PT,[1631126],1610612757.0,POR,pullup,,,Love,C. Love,,,,,Above the Break 3,24+ Center,28.19,Missed,,,,,,,,,,,,,,,,,,
131,PT02M59.00S,2026-01-19T02:35:46.6Z,1,REGULAR,rebound,offensive,[],1641712,,,1610612757,25,26,2026-01-19T02:39:16Z,1310000,False,,,0,,R. Rupert REBOUND (Off:1 Def:0),[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,Above the Break 3,24+ Center,,,,,,,,,130.0,1.0,0.0,1.0,,,,,,,,
132,PT02M55.00S,2026-01-19T02:35:51.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631451,76.5604467805519,8.088235294117647,1610612757,25,26,2026-01-19T02:36:00Z,1320000,False,-210.0,168.0,1,right,MISS J. Cooke 26' 3PT,[1631451],1610612757.0,POR,,,,Cooke,J. Cooke,,,,,Above the Break 3,24+ Left Center,26.85,Missed,,,,,,,,,,,,,,,,,,
133,PT02M53.00S,2026-01-19T02:35:53.6Z,1,REGULAR,rebound,defensive,[],203471,,,1610612758,25,26,2026-01-19T02:39:36Z,1330000,False,,,0,,D. Schröder REBOUND (Off:0 Def:1),[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Left Center,,,,,,,,,132.0,1.0,1.0,0.0,,,,,,,,
134,PT02M44.00S,2026-01-19T02:36:01.0Z,1,REGULAR,3pt,Jump Shot,[],1628370,29.77989487516426,25.49019607843137,1610612758,28,26,2026-01-19T02:36:33Z,1340000,False,123.0,227.0,1,left,M. Monk 25' 3PT  (3 PTS) (D. Schröder 1 AST),"[1628370, 203471]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,25.83,Made,3.0,,,,,,,,,,D. Schröder,203471.0,1.0,,,,,
136,PT02M19.00S,2026-01-19T02:36:27.2Z,1,REGULAR,3pt,Jump Shot,[],1631321,86.5473061760841,97.30392156862744,1610612757,28,26,2026-01-19T02:36:36Z,1360000,False,237.0,74.0,1,right,MISS S. Cissoko 24' 3PT,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,Right Corner 3,24+ Right,24.78,Missed,,,,,,,,,,,,,,,,,,
137,PT02M18.00S,2026-01-19T02:36:28.2Z,1,REGULAR,rebound,defensive,[],1642928,,,1610612758,28,26,2026-01-19T02:40:43Z,1370000,False,,,0,,D. Cardwell REBOUND (Off:0 Def:1),[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,Right Corner 3,24+ Right,,,,,,,,,136.0,1.0,1.0,0.0,,,,,,,,
138,PT02M05.00S,2026-01-19T02:36:48.3Z,1,REGULAR,foul,offensive,[],1642928,,,1610612758,28,26,2026-01-19T02:38:16Z,1380000,False,,,0,,D. Cardwell offensive FOUL (1 PF),"[1642928, 1631451]",1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,Restricted Area,0-8 Center,,,,204059.0,1.0,0.0,Cooke,1631451.0,,,,,,,,,,,,
140,PT02M05.00S,2026-01-19T02:36:48.3Z,1,REGULAR,turnover,offensive foul,[],1642928,,,1610612758,28,26,2026-01-19T02:37:47Z,1400000,False,,,0,,D. Cardwell offensive foul TURNOVER (1 TO),[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,Restricted Area,0-8 Center,,,,204059.0,,,,,,,,,,,,1.0,,,,
141,PT01M54.00S,2026-01-19T02:37:17.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631126,85.23324572930355,50.0,1610612757,28,28,2026-01-19T02:41:54Z,1410000,False,0.0,86.0,1,right,C. Love 8' driving floating Jump Shot (2 PTS),[1631126],1610612757.0,POR,driving floating,,,Love,C. Love,,,,,In The Paint (Non-RA),8-16 Center,8.63,Made,2.0,,,,,,,,,,,,,,,,,
142,PT01M39.00S,2026-01-19T02:37:32.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628370,18.2161629434954,58.08823529411765,1610612758,30,28,2026-01-19T02:42:22Z,1420000,False,-40.0,119.0,1,left,M. Monk 12' driving floating Jump Shot (5 PTS),[1628370],1610612758.0,SAC,driving floating,,,Monk,M. Monk,,,,,In The Paint (Non-RA),8-16 Center,12.54,Made,5.0,,,,,,,,,,,,,,,,,
144,PT01M29.00S,2026-01-19T02:37:42.2Z,1,REGULAR,turnover,bad pass,[],1642270,,,1610612757,30,28,2026-01-19T02:38:03Z,1440000,False,,,0,,D. Clingan bad pass TURNOVER (1 TO),"[1642270, 203471]",1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,1.0,,,Schröder,203471.0
145,PT01M29.00S,2026-01-19T02:37:42.2Z,1,REGULAR,steal,,[],203471,,,1610612758,30,28,2026-01-19T02:37:44Z,1450000,False,,,0,,D. Schröder STEAL (1 STL),[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
146,PT01M21.00S,2026-01-19T02:37:50.2Z,1,REGULAR,turnover,bad pass,[],1627734,,,1610612758,30,28,2026-01-19T02:41:45Z,1460000,False,,,0,,D. Sabonis bad pass TURNOVER (1 TO),"[1627734, 1631451]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,1.0,,,Cooke,1631451.0
147,PT01M21.00S,2026-01-19T02:37:50.2Z,1,REGULAR,steal,,[],1631451,,,1610612757,30,28,2026-01-19T02:39:42Z,1470000,False,,,0,,J. Cooke STEAL (1 STL),[1631451],1610612757.0,POR,,,,Cooke,J. Cooke,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
148,PT01M15.00S,2026-01-19T02:37:55.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631451,87.86136662286465,51.9607843137255,1610612757,30,30,2026-01-19T02:43:39Z,1480000,False,10.0,62.0,1,right,J. Cooke 6' running Layup (2 PTS),[1631451],1610612757.0,POR,running,,,Cooke,J. Cooke,,,,,In The Paint (Non-RA),0-8 Center,6.24,Made,2.0,,,,,,,,,,,,,,,,,
149,PT00M58.40S,2026-01-19T02:38:13.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642928,8.623521681997373,51.470588235294116,1610612758,32,30,2026-01-19T02:38:20Z,1490000,False,-7.0,29.0,1,left,D. Cardwell alley-oop DUNK (4 PTS) (N. Clifford 1 AST),"[1642928, 1642363]",1610612758.0,SAC,alley-oop,,,Cardwell,D. Cardwell,,,,,Restricted Area,0-8 Center,2.95,Made,4.0,,,,,,,,,,N. Clifford,1642363.0,1.0,,,,,
151,PT00M43.30S,2026-01-19T02:38:35.2Z,1,REGULAR,foul,personal,[],1627734,,,1610612757,32,30,2026-01-19T02:39:06Z,1510000,False,,,0,,D. Sabonis personal FOUL (1 PF),"[1627734, 1631321]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Right Center,,,,204059.0,1.0,0.0,Cissoko,1631321.0,,,,,,,,,,,,
153,PT00M33.30S,2026-01-19T02:39:07.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641712,82.86793692509855,52.450980392156865,1610612757,32,32,2026-01-19T02:39:22Z,1530000,False,12.0,109.0,1,right,R. Rupert 10' turnaround fadeaway Jump Shot (2 PTS),[1641712],1610612757.0,POR,turnaround fadeaway,,,Rupert,R. Rupert,,,,,In The Paint (Non-RA),8-16 Center,10.92,Made,2.0,,,,,,,,,,,,,,,,,
154,PT00M17.60S,2026-01-19T02:39:26.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,19.398817345597898,58.57843137254902,1610612758,32,32,2026-01-19T02:45:20Z,1540000,False,-43.0,130.0,1,left,MISS D. Schröder 13' driving floating Shot,[203471],1610612758.0,SAC,driving floating,,,Schröder,D. Schröder,,,,,In The Paint (Non-RA),8-16 Center,13.67,Missed,,,,,,,,,,,,,,,,,,
155,PT00M15.50S,2026-01-19T02:39:28.7Z,1,REGULAR,rebound,defensive,[],1631451,,,1610612757,32,32,2026-01-19T02:45:48Z,1550000,False,,,0,,J. Cooke REBOUND (Off:0 Def:1),[1631451],1610612757.0,POR,,,,Cooke,J. Cooke,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,154.0,1.0,1.0,0.0,,,,,,,,
156,PT00M01.50S,2026-01-19T02:39:43.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631126,86.15308804204993,50.245098039215684,1610612757,32,32,2026-01-19T02:46:15Z,1560000,False,1.0,78.0,1,right,MISS C. Love 7' driving Layup - blocked,"[1631126, 1642928]",1610612757.0,POR,driving,,,Love,C. Love,,,,,In The Paint (Non-RA),0-8 Center,7.77,Missed,,,,,,,,,,,,,,,Cardwell,1642928.0,,
157,PT00M01.50S,2026-01-19T02:39:43.4Z,1,REGULAR,block,,[],1642928,,,1610612757,32,32,2026-01-19T02:39:46Z,1570000,False,,,0,,D. Cardwell BLOCK (1 BLK),[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
158,PT00M00.80S,2026-01-19T02:39:44.1Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,32,32,2026-01-19T02:46:15Z,1580000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:2),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,156.0,2.0,2.0,0.0,,,,,,,,
162,PT00M00.00S,2026-01-19T02:40:15.9Z,1,REGULAR,period,end,[],0,,,1610612758,32,32,2026-01-19T02:40:15Z,1620000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2026-01-19T02:41:07.1Z,2,REGULAR,substitution,out,['startperiod'],1631126,,,1610612758,32,32,2026-01-19T02:42:23Z,1630000,False,,,0,,SUB out: C. Love,[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2026-01-19T02:41:07.1Z,2,REGULAR,substitution,in,['startperiod'],1631101,,,1610612758,32,32,2026-01-19T02:42:23Z,1640000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2026-01-19T02:42:29.0Z,2,REGULAR,period,start,[],0,,,1610612757,32,32,2026-01-19T02:42:29Z,1650000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT11M43.00S,2026-01-19T02:42:46.7Z,2,REGULAR,turnover,out-of-bounds,[],1631101,,,1610612757,32,32,2026-01-19T02:42:57Z,1660000,False,,,0,,S. Sharpe lost ball out-of-bounds TURNOVER (2 TO),[1631101],1610612757.0,POR,lost ball,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,,,,204059.0,,,,,,,,,,,,2.0,,,,
167,PT11M29.00S,2026-01-19T02:43:04.2Z,2,REGULAR,turnover,lost ball,[],1627734,,,1610612758,32,32,2026-01-19T02:43:15Z,1670000,False,,,0,,D. Sabonis lost ball TURNOVER (2 TO),"[1627734, 1631451]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,2.0,,,Cooke,1631451.0
168,PT11M29.00S,2026-01-19T02:43:04.2Z,2,REGULAR,steal,,[],1631451,,,1610612757,32,32,2026-01-19T02:43:07Z,1680000,False,,,0,,J. Cooke STEAL (2 STL),[1631451],1610612757.0,POR,,,,Cooke,J. Cooke,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
169,PT11M23.00S,2026-01-19T02:43:10.8Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631321,90.09526938239159,52.69607843137255,1610612757,32,32,2026-01-19T02:51:43Z,1690000,False,13.0,41.0,1,right,MISS S. Cissoko driving floating Shot,[1631321],1610612757.0,POR,driving floating,,,Cissoko,S. Cissoko,,,,,Restricted Area,0-8 Center,4.28,Missed,,,,,,,,,,,,,,,,,,
170,PT11M22.00S,2026-01-19T02:43:11.8Z,2,REGULAR,rebound,offensive,[],1631101,,,1610612757,32,32,2026-01-19T02:51:43Z,1700000,False,,,0,,S. Sharpe REBOUND (Off:1 Def:0),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,169.0,1.0,0.0,1.0,,,,,,,,
171,PT11M22.00S,2026-01-19T02:43:21.8Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1631101,94.40999984741211,50.0,1610612757,32,34,2026-01-19T02:49:41Z,1710000,False,0.0,0.0,1,right,S. Sharpe tip Layup (5 PTS),[1631101],1610612757.0,POR,tip,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,0.0,Made,5.0,,,,,,,,,,,,,,,,,
172,PT11M13.00S,2026-01-19T02:43:24.7Z,2,REGULAR,3pt,Jump Shot,[],1627734,8.09789750328515,97.54901960784314,1610612758,32,34,2026-01-19T02:51:38Z,1720000,False,-238.0,24.0,1,left,MISS D. Sabonis 3PT,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Left Corner 3,24+ Left,23.89,Missed,,,,,,,,,,,,,,,,,,
173,PT11M12.00S,2026-01-19T02:43:25.7Z,2,REGULAR,rebound,defensive,[],1642270,,,1610612757,32,34,2026-01-19T02:51:38Z,1730000,False,,,0,,D. Clingan REBOUND (Off:0 Def:4),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Left Corner 3,24+ Left,,,,,,,,,172.0,4.0,4.0,0.0,,,,,,,,
