actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
255,PT05M24.00S,2026-01-19T02:56:03.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642875,16.376478318002626,45.34313725490196,1610612758,45,44,2026-01-19T03:12:05Z,2550000,False,23.0,101.0,1,left,M. Raynaud 10' floating Jump Shot (4 PTS) (R. Westbrook 2 AST),"[1642875, 201566]",1610612758.0,SAC,floating,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),8-16 Center,10.4,Made,4.0,,,,,,,,,,R. Westbrook,201566.0,2.0,,,,,
257,PT05M12.00S,2026-01-19T02:56:16.4Z,2,REGULAR,3pt,Jump Shot,[],1631101,63.55124835742444,48.03921568627451,1610612757,45,44,2026-01-19T03:12:24Z,2570000,False,-10.0,290.0,1,right,MISS S. Sharpe 29' pullup 3PT,[1631101],1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Center,29.03,Missed,,,,,,,,,,,,,,,,,,
258,PT05M11.00S,2026-01-19T02:56:17.4Z,2,REGULAR,rebound,defensive,[],201566,,,1610612758,45,44,2026-01-19T03:12:48Z,2580000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Center,,,,,,,,,257.0,1.0,1.0,0.0,,,,,,,,
259,PT05M03.00S,2026-01-19T02:56:27.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642875,7.046649145860711,64.4607843137255,1610612758,45,44,2026-01-19T03:14:52Z,2590000,False,-72.0,14.0,1,left,MISS M. Raynaud 7' floating Shot,[1642875],1610612758.0,SAC,floating,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),0-8 Center,7.36,Missed,,,,,,,,,,,,,,,,,,
260,PT05M01.00S,2026-01-19T02:56:29.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612757,45,44,2026-01-19T03:16:50Z,2600000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,259.0,,,,,,,,,,,
264,PT05M01.00S,2026-01-19T02:56:41.0Z,2,REGULAR,substitution,out,[],1628370,,,1610612757,45,44,2026-01-19T03:16:50Z,2640000,False,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT05M01.00S,2026-01-19T02:56:41.0Z,2,REGULAR,substitution,out,[],1631101,,,1610612757,45,44,2026-01-19T03:16:50Z,2650000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT05M01.00S,2026-01-19T02:56:41.0Z,2,REGULAR,substitution,in,[],203897,,,1610612757,45,44,2026-01-19T03:16:50Z,2660000,False,,,0,,SUB in: Z. LaVine,[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT05M01.00S,2026-01-19T02:56:41.0Z,2,REGULAR,substitution,in,[],1631126,,,1610612757,45,44,2026-01-19T03:16:50Z,2670000,False,,,0,,SUB in: C. Love,[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT04M45.00S,2026-01-19T02:56:59.4Z,2,REGULAR,3pt,Jump Shot,[],1641871,66.44218134034165,50.49019607843137,1610612757,45,44,2026-01-19T03:00:44Z,2680000,False,2.0,263.0,1,right,MISS D. Reath 26' 3PT,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,Above the Break 3,24+ Center,26.29,Missed,,,,,,,,,,,,,,,,,,
269,PT04M44.00S,2026-01-19T02:57:00.4Z,2,REGULAR,rebound,offensive,[],1631126,,,1610612757,45,44,2026-01-19T03:15:25Z,2690000,False,,,0,,C. Love REBOUND (Off:1 Def:0),[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,Above the Break 3,24+ Center,,,,,,,,,268.0,1.0,0.0,1.0,,,,,,,,
270,PT04M41.00S,2026-01-19T02:57:07.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631126,86.94152431011827,38.48039215686275,1610612757,45,46,2026-01-19T03:15:40Z,2700000,False,-58.0,70.0,1,right,C. Love 9' driving floating Jump Shot (4 PTS),[1631126],1610612757.0,POR,driving floating,,,Love,C. Love,,,,,In The Paint (Non-RA),8-16 Left,9.08,Made,4.0,,,,,,,,,,,,,,,,,
271,PT04M28.00S,2026-01-19T02:57:22.2Z,2,REGULAR,turnover,out-of-bounds,[],203897,,,1610612758,45,46,2026-01-19T03:17:19Z,2710000,False,,,0,,Z. LaVine step out-of-bounds TURNOVER (1 TO),[203897],1610612758.0,SAC,step,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,,,,204059.0,,,,,,,,,,,,1.0,,,,
272,PT04M14.00S,2026-01-19T02:57:38.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630166,62.63140604467805,44.11764705882353,1610612757,45,49,2026-01-19T03:17:47Z,2720000,False,-29.0,299.0,1,right,D. Avdija 30' 3PT pullup (20 PTS),[1630166],1610612757.0,POR,pullup,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,30.02,Made,20.0,,,,,,,,,,,,,,,,,
273,PT04M03.00S,2026-01-19T02:57:51.4Z,2,REGULAR,turnover,out-of-bounds,[],201566,,,1610612758,45,49,2026-01-19T03:18:20Z,2730000,False,,,0,,R. Westbrook bad pass out-of-bounds TURNOVER (1 TO),[201566],1610612758.0,SAC,bad pass,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Left,,,,1627526.0,,,,,,,,,,,,1.0,,,,
276,PT03M55.00S,2026-01-19T02:58:05.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631126,68.41327201051249,78.92156862745098,1610612757,45,49,2026-01-19T02:59:10Z,2740000,False,145.0,244.0,1,right,MISS C. Love 28' 3PT,[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,Above the Break 3,24+ Right Center,28.4,Missed,,,,,,,,,,,,,,,,,,
277,PT03M53.00S,2026-01-19T02:58:07.5Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612758,45,49,2026-01-19T03:18:47Z,2750000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:3),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Right Center,,,,,,,,,276.0,3.0,3.0,0.0,,,,,,,,
278,PT03M42.00S,2026-01-19T02:58:17.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630173,8.492115637319317,43.627450980392155,1610612758,47,49,2026-01-19T03:19:05Z,2760000,False,32.0,27.0,1,left,P. Achiuwa driving floating bank Jump Shot (2 PTS),[1630173],1610612758.0,SAC,driving floating bank,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,4.2,Made,2.0,,,,,,,,,,,,,,,,,
279,PT03M32.00S,2026-01-19T02:58:27.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641739,87.20433639947439,46.81372549019608,1610612757,47,51,2026-01-19T03:19:29Z,2770000,False,-16.0,68.0,1,right,T. Camara 6' cutting DUNK (8 PTS) (D. Avdija 2 AST),"[1641739, 1630166]",1610612757.0,POR,cutting,,,Camara,T. Camara,,,,,In The Paint (Non-RA),0-8 Center,6.96,Made,8.0,,,,,,,,,,D. Avdija,1630166.0,2.0,,,,,
281,PT03M21.00S,2026-01-19T02:58:41.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201566,11.645860709592641,40.44117647058824,1610612758,47,51,2026-01-19T03:20:39Z,2790000,False,48.0,57.0,1,left,MISS R. Westbrook 7' driving floating bank Shot,[201566],1610612758.0,SAC,driving floating bank,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,7.44,Missed,,,,,,,,,,,,,,,,,,
282,PT03M20.00S,2026-01-19T02:58:42.6Z,2,REGULAR,rebound,offensive,[],1642875,,,1610612758,47,51,2026-01-19T03:20:39Z,2800000,False,,,0,,M. Raynaud REBOUND (Off:1 Def:3),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,281.0,4.0,3.0,1.0,,,,,,,,
283,PT03M20.00S,2026-01-19T02:58:47.4Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642875,5.590000152587891,50.0,1610612758,47,51,2026-01-19T03:21:00Z,2810000,False,0.0,0.0,1,left,MISS M. Raynaud tip Layup,[1642875],1610612758.0,SAC,tip,,,Raynaud,M. Raynaud,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
284,PT03M18.00S,2026-01-19T02:58:49.4Z,2,REGULAR,rebound,defensive,[],1631126,,,1610612757,47,51,2026-01-19T03:21:00Z,2820000,False,,,0,,C. Love REBOUND (Off:1 Def:1),[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,Restricted Area,0-8 Center,,,,,,,,,283.0,2.0,1.0,1.0,,,,,,,,
286,PT03M10.00S,2026-01-19T02:59:08.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,47,51,2026-01-19T03:01:07Z,2840000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M10.00S,2026-01-19T03:01:10.1Z,2,REGULAR,substitution,out,[],1642875,,,1610612757,47,51,2026-01-19T03:02:06Z,2860000,False,,,0,,SUB out: M. Raynaud,[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT03M10.00S,2026-01-19T03:01:10.1Z,2,REGULAR,substitution,out,[],1642905,,,1610612757,47,51,2026-01-19T03:02:06Z,2870000,False,,,0,,SUB out: Yang,[1642905],1610612757.0,POR,,,,Hansen,Yang,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT03M10.00S,2026-01-19T03:01:10.1Z,2,REGULAR,substitution,out,[],1641871,,,1610612757,47,51,2026-01-19T03:02:06Z,2880000,False,,,0,,SUB out: D. Reath,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT03M10.00S,2026-01-19T03:01:10.1Z,2,REGULAR,substitution,in,[],1642928,,,1610612757,47,51,2026-01-19T03:02:06Z,2890000,False,,,0,,SUB in: D. Cardwell,[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT03M10.00S,2026-01-19T03:01:10.1Z,2,REGULAR,substitution,in,[],1631321,,,1610612757,47,51,2026-01-19T03:02:06Z,2900000,False,,,0,,SUB in: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT03M10.00S,2026-01-19T03:01:10.1Z,2,REGULAR,substitution,in,[],1642270,,,1610612757,47,51,2026-01-19T03:02:28Z,2915000,False,,,0,,SUB in: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT03M10.00S,2026-01-19T03:02:08.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641739,81.68528252299606,44.11764705882353,1610612757,47,53,2026-01-19T03:22:18Z,2920000,False,-29.0,120.0,1,right,T. Camara 12' cutting DUNK (10 PTS) (S. Cissoko 1 AST),"[1641739, 1631321]",1610612757.0,POR,cutting,,,Camara,T. Camara,,,,,In The Paint (Non-RA),8-16 Center,12.33,Made,10.0,,,,,,,,,,S. Cissoko,1631321.0,1.0,,,,,
297,PT02M45.00S,2026-01-19T03:02:27.5Z,2,REGULAR,turnover,bad pass,[],201942,,,1610612758,47,53,2026-01-19T03:02:34Z,2940000,False,,,0,,D. DeRozan bad pass TURNOVER (3 TO),"[201942, 1631321]",1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,3.0,,,Cissoko,1631321.0
299,PT02M45.00S,2026-01-19T03:02:27.5Z,2,REGULAR,steal,,[],1631321,,,1610612757,47,53,2026-01-19T03:02:31Z,2950000,False,,,0,,S. Cissoko STEAL (2 STL),[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
300,PT02M37.00S,2026-01-19T03:02:34.2Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1642270,87.59855453350855,49.754901960784316,1610612757,47,55,2026-01-19T03:23:09Z,2960000,False,-1.0,64.0,1,right,D. Clingan 6' running DUNK (2 PTS) (D. Avdija 3 AST),"[1642270, 1630166]",1610612757.0,POR,running,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,6.41,Made,2.0,,,,,,,,,,D. Avdija,1630166.0,3.0,,,,,
302,PT02M14.00S,2026-01-19T03:02:58.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,13.485545335085414,45.588235294117645,1610612758,47,55,2026-01-19T03:03:05Z,2980000,False,22.0,74.0,1,left,MISS R. Westbrook 7' driving Layup,[201566],1610612758.0,SAC,driving,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,7.75,Missed,,,,,,,,,,,,,,,,,,
303,PT02M10.00S,2026-01-19T03:03:01.5Z,2,REGULAR,rebound,defensive,[],1642270,,,1610612757,47,55,2026-01-19T03:03:01Z,2990000,False,,,0,,D. Clingan REBOUND (Off:1 Def:7),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,302.0,8.0,7.0,1.0,,,,,,,,
304,PT02M09.00S,2026-01-19T03:03:04.6Z,2,REGULAR,foul,personal,['2freethrow'],1630173,,,1610612757,47,55,2026-01-19T03:03:21Z,3000000,False,,,0,,P. Achiuwa shooting personal FOUL (2 PF) (Cissoko 2 FT),"[1630173, 1631321]",1610612758.0,SAC,shooting,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,1627526.0,2.0,0.0,Cissoko,1631321.0,,,,,,,,,,,,
306,PT02M09.00S,2026-01-19T03:03:36.7Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1631321,,,1610612757,47,56,2026-01-19T03:03:36Z,3020000,False,,,0,,S. Cissoko Free Throw 1 of 2 (7 PTS),[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
307,PT02M09.00S,2026-01-19T03:03:40.7Z,2,REGULAR,substitution,out,[],1630173,,,1610612757,47,56,2026-01-19T03:03:50Z,3030000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT02M09.00S,2026-01-19T03:03:40.7Z,2,REGULAR,substitution,in,[],1627734,,,1610612757,47,56,2026-01-19T03:03:50Z,3040000,False,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT02M09.00S,2026-01-19T03:03:36.7Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1631321,,,1610612757,47,57,2026-01-19T03:23:43Z,3050000,False,,,0,,S. Cissoko Free Throw 2 of 2 (8 PTS),[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
310,PT02M02.00S,2026-01-19T03:04:13.9Z,2,REGULAR,foul,personal,[],1631126,,,1610612758,47,57,2026-01-19T03:04:22Z,3060000,False,,,0,,C. Love personal FOUL (1 PF),"[1631126, 201566]",1610612757.0,POR,,,,Love,C. Love,,,,,Above the Break 3,24+ Left Center,,,,200833.0,1.0,0.0,Westbrook,201566.0,,,,,,,,,,,,
312,PT01M52.00S,2026-01-19T03:04:39.9Z,2,REGULAR,3pt,Jump Shot,[],203897,33.065045992115635,65.93137254901961,1610612758,47,57,2026-01-19T03:04:47Z,3080000,False,-80.0,258.0,1,left,MISS Z. LaVine 27' 3PT,[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,27.03,Missed,,,,,,,,,,,,,,,,,,
313,PT01M50.00S,2026-01-19T03:04:41.9Z,2,REGULAR,rebound,offensive,[],1627734,,,1610612758,47,57,2026-01-19T03:04:47Z,3090000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:3),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Center,,,,,,,,,312.0,4.0,3.0,1.0,,,,,,,,
314,PT01M50.00S,2026-01-19T03:04:47.9Z,2,REGULAR,foul,personal,['2freethrow'],1631321,,,1610612758,47,57,2026-01-19T03:05:06Z,3100000,False,,,0,,S. Cissoko shooting personal FOUL (2 PF) (Sabonis 2 FT),"[1631321, 1627734]",1610612757.0,POR,shooting,,,Cissoko,S. Cissoko,,,,,In The Paint (Non-RA),0-8 Center,,,,204059.0,2.0,0.0,Sabonis,1627734.0,,,,,,,,,,,,
316,PT01M50.00S,2026-01-19T03:05:17.2Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1627734,,,1610612758,48,57,2026-01-19T03:05:17Z,3120000,False,,,0,,D. Sabonis Free Throw 1 of 2 (5 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
317,PT01M50.00S,2026-01-19T03:05:34.6Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1627734,,,1610612758,49,57,2026-01-19T03:05:34Z,3130000,False,,,0,,D. Sabonis Free Throw 2 of 2 (6 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
318,PT01M36.00S,2026-01-19T03:05:55.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641739,91.14651773981603,54.90196078431373,1610612757,49,59,2026-01-19T03:24:58Z,3140000,False,25.0,31.0,1,right,T. Camara driving floating bank Jump Shot (12 PTS) (D. Avdija 4 AST),"[1641739, 1630166]",1610612757.0,POR,driving floating bank,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,3.93,Made,12.0,,,,,,,,,,D. Avdija,1630166.0,4.0,,,,,
319,PT01M21.00S,2026-01-19T03:06:11.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642928,14.668199737187912,50.0,1610612758,49,59,2026-01-19T03:25:37Z,3150000,False,0.0,85.0,1,left,MISS D. Cardwell 8' floating Shot,[1642928],1610612758.0,SAC,floating,,,Cardwell,D. Cardwell,,,,,In The Paint (Non-RA),8-16 Center,8.54,Missed,,,,,,,,,,,,,,,,,,
320,PT01M17.00S,2026-01-19T03:06:15.5Z,2,REGULAR,rebound,defensive,[],1631321,,,1610612757,49,59,2026-01-19T03:25:37Z,3160000,False,,,0,,S. Cissoko REBOUND (Off:0 Def:1),[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,319.0,1.0,1.0,0.0,,,,,,,,
323,PT01M06.00S,2026-01-19T03:06:26.1Z,2,REGULAR,3pt,Jump Shot,[],1641739,87.72996057818659,2.450980392156863,1610612757,49,62,2026-01-19T03:17:54Z,3190000,False,-238.0,63.0,1,right,T. Camara 24' 3PT  (15 PTS) (D. Avdija 5 AST),"[1641739, 1630166]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Left Corner 3,24+ Left,24.59,Made,15.0,,,,,,,,,,D. Avdija,1630166.0,5.0,,,,,
325,PT00M50.10S,2026-01-19T03:06:42.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,7.046649145860711,45.588235294117645,1610612758,51,62,2026-01-19T03:06:50Z,3210000,False,22.0,14.0,1,left,R. Westbrook driving Layup (13 PTS),[201566],1610612758.0,SAC,driving,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,2.6,Made,13.0,,,,,,,,,,,,,,,,,
326,PT00M33.00S,2026-01-19T03:07:02.7Z,2,REGULAR,3pt,Jump Shot,[],1630166,69.72733245729303,78.92156862745098,1610612757,51,62,2026-01-19T03:07:12Z,3220000,False,145.0,232.0,1,right,MISS D. Avdija 27' step back 3PT,[1630166],1610612757.0,POR,step back,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,27.35,Missed,,,,,,,,,,,,,,,,,,
327,PT00M30.20S,2026-01-19T03:07:05.4Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,51,62,2026-01-19T03:07:05Z,3230000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:4),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Right Center,,,,,,,,,326.0,5.0,4.0,1.0,,,,,,,,
328,PT00M27.70S,2026-01-19T03:07:08.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203897,8.09789750328515,53.431372549019606,1610612758,53,62,2026-01-19T03:26:53Z,3240000,False,-17.0,24.0,1,left,Z. LaVine running Layup (8 PTS) (D. Sabonis 1 AST),"[203897, 1627734]",1610612758.0,SAC,running,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,2.92,Made,8.0,,,,,,,,,,D. Sabonis,1627734.0,1.0,,,,,
330,PT00M08.10S,2026-01-19T03:07:31.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1642270,89.70105124835742,51.225490196078425,1610612757,53,64,2026-01-19T03:08:53Z,3260000,False,6.0,44.0,1,right,D. Clingan alley-oop DUNK (4 PTS) (C. Love 1 AST),"[1642270, 1631126]",1610612757.0,POR,alley-oop,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,4.47,Made,4.0,,,,,,,,,,C. Love,1631126.0,1.0,,,,,
338,PT00M03.00S,2026-01-19T03:07:51.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203897,19.398817345597898,49.01960784313725,1610612758,53,64,2026-01-19T03:28:23Z,3295000,False,5.0,130.0,1,left,MISS Z. LaVine 12' driving floating Shot - blocked,"[203897, 1630166]",1610612758.0,SAC,driving floating,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),8-16 Center,12.99,Missed,,,,,,,,,,,,,,,Avdija,1630166.0,,
339,PT00M03.00S,2026-01-19T03:07:51.6Z,2,REGULAR,block,,[],1630166,,,1610612758,53,64,2026-01-19T03:20:48Z,3297500,False,,,0,,D. Avdija BLOCK (1 BLK),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
340,PT00M01.00S,2026-01-19T03:07:53.6Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612757,53,64,2026-01-19T03:28:23Z,3298750,False,,,0,,D. Avdija REBOUND (Off:1 Def:4),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,338.0,5.0,4.0,1.0,,,,,,,,
427,PT00M00.60S,2026-01-19T03:07:55.8Z,2,REGULAR,heave,,[],0,,,1610612757,53,64,2026-01-19T03:42:59Z,3299375,False,,,0,,POR Heave,[],1610612757.0,POR,,,,,,,,,,Mid-Range,8-16 Left,74.58,,,,,,,,,,,,,,,,,,,
428,PT00M00.30S,2026-01-19T03:07:56.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612757,53,64,2026-01-19T03:38:29Z,3299687,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,427.0,,,,,,,,,,,
334,PT00M00.00S,2026-01-19T03:08:00.0Z,2,REGULAR,period,end,[],0,,,1610612757,53,64,2026-01-19T03:20:48Z,3300000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2026-01-19T03:21:28.7Z,3,REGULAR,substitution,out,['startperiod'],1642928,,,1610612757,53,64,2026-01-19T03:22:36Z,3310000,False,,,0,,SUB out: D. Cardwell,[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2026-01-19T03:21:28.7Z,3,REGULAR,substitution,out,['startperiod'],1627734,,,1610612757,53,64,2026-01-19T03:22:36Z,3320000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2026-01-19T03:21:28.7Z,3,REGULAR,substitution,out,['startperiod'],1631126,,,1610612757,53,64,2026-01-19T03:22:36Z,3330000,False,,,0,,SUB out: C. Love,[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2026-01-19T03:21:28.7Z,3,REGULAR,substitution,in,['startperiod'],1630173,,,1610612757,53,64,2026-01-19T03:22:36Z,3340000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2026-01-19T03:21:28.7Z,3,REGULAR,substitution,in,['startperiod'],1642875,,,1610612757,53,64,2026-01-19T03:22:36Z,3350000,False,,,0,,SUB in: M. Raynaud,[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2026-01-19T03:21:28.7Z,3,REGULAR,substitution,in,['startperiod'],1631101,,,1610612757,53,64,2026-01-19T03:22:36Z,3360000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2026-01-19T03:22:55.2Z,3,REGULAR,period,start,[],0,,,1610612757,53,64,2026-01-19T03:22:55Z,3370000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT11M48.00S,2026-01-19T03:23:06.3Z,3,REGULAR,turnover,bad pass,[],1641739,,,1610612757,53,64,2026-01-19T03:23:12Z,3380000,False,,,0,,T. Camara bad pass TURNOVER (1 TO),"[1641739, 201942]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1.0,,,DeRozan,201942.0
