actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
523,PT06M26.00S,2026-01-02T05:01:38.7Z,4,REGULAR,freethrow,1 of 1,[],1627759,,,1610612738,100,107,2026-01-02T05:01:38Z,5140000,False,,,0,,J. Brown Free Throw 1 of 1 (26 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,26.0,,,,,,,,,,,,,,,
524,PT06M09.00S,2026-01-02T05:01:56.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631099,88.64980289093299,57.84313725490197,1610612758,100,107,2026-01-02T05:26:35Z,5150000,False,39.0,54.0,1,right,MISS K. Murray 6' cutting Layup,[1631099],1610612758.0,SAC,cutting,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,6.69,Missed,,,,,,,,,,,,,,,,
525,PT06M06.00S,2026-01-02T05:02:00.2Z,4,REGULAR,rebound,defensive,[],1628401,,,1610612738,100,107,2026-01-02T05:02:00Z,5160000,False,,,0,,D. White REBOUND (Off:0 Def:4),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,524.0,4.0,4.0,0.0,,,,,,
527,PT05M59.00S,2026-01-02T05:02:06.9Z,4,REGULAR,3pt,Jump Shot,[],1628401,33.98488830486202,54.41176470588235,1610612738,100,110,2026-01-02T05:26:48Z,5170000,False,-22.0,267.0,1,left,D. White 26' 3PT pullup (14 PTS),[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Center,,,26.79,Made,14.0,,,,,,,,,,,,,,,
528,PT05M43.00S,2026-01-02T05:02:22.5Z,4,REGULAR,3pt,Jump Shot,[],201566,70.38436268068331,14.460784313725492,1610612758,100,110,2026-01-02T05:02:27Z,5180000,False,-178.0,226.0,1,right,MISS R. Westbrook 28' 3PT,[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,,,28.74,Missed,,,,,,,,,,,,,,,,
529,PT05M41.00S,2026-01-02T05:02:24.5Z,4,REGULAR,rebound,defensive,[],1630573,,,1610612738,100,110,2026-01-02T05:02:27Z,5190000,False,,,0,,S. Hauser REBOUND (Off:0 Def:4),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,528.0,4.0,4.0,0.0,,,,,,
530,PT05M35.00S,2026-01-02T05:02:31.8Z,4,REGULAR,3pt,Jump Shot,[],1627759,33.85348226018397,57.35294117647059,1610612738,100,110,2026-01-02T05:22:47Z,5200000,False,-37.0,266.0,1,left,MISS J. Brown 26' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,26.82,Missed,,,,,,,,,,,,,,,,
531,PT05M32.00S,2026-01-02T05:02:34.8Z,4,REGULAR,rebound,defensive,[],201942,,,1610612758,100,110,2026-01-02T05:02:37Z,5210000,False,,,0,,D. DeRozan REBOUND (Off:1 Def:4),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Center,,,,,,,,,,,530.0,5.0,4.0,1.0,,,,,,
532,PT05M26.00S,2026-01-02T05:02:40.8Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1631165,66.83639947437582,52.450980392156865,1610612758,100,110,2026-01-02T05:23:25Z,5220000,False,12.0,259.0,1,right,MISS K. Ellis 25' running pullup 3PT,[1631165],1610612758.0,SAC,running pullup,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Center,,,25.95,Missed,,,,,,,,,,,,,,,,
533,PT05M21.00S,2026-01-02T05:02:45.8Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,100,110,2026-01-02T05:02:46Z,5230000,False,,,0,,J. Brown REBOUND (Off:1 Def:8),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,,,,,,,,,532.0,9.0,8.0,1.0,,,,,,
534,PT05M03.00S,2026-01-02T05:03:05.6Z,4,REGULAR,foul,offensive,[],1627759,,,1610612738,100,110,2026-01-02T05:03:14Z,5240000,False,,,0,,J. Brown offensive FOUL (5 PF),"[1627759, 1631165]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,1628481.0,,,,,,,,,,,,,,,,5.0,0.0,Ellis,1631165.0
536,PT05M03.00S,2026-01-02T05:03:05.6Z,4,REGULAR,turnover,offensive foul,[],1627759,,,1610612738,100,110,2026-01-02T05:03:05Z,5260000,False,,,0,,J. Brown offensive foul TURNOVER (5 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,1628481.0,5.0,,,,,,,,,,,,,,,,,,
537,PT05M03.00S,2026-01-02T05:03:16.2Z,4,REGULAR,substitution,out,[],1631165,,,1610612758,100,110,2026-01-02T05:03:21Z,5270000,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT05M03.00S,2026-01-02T05:03:16.2Z,4,REGULAR,substitution,in,[],203471,,,1610612758,100,110,2026-01-02T05:03:21Z,5280000,False,,,0,,SUB in: D. Schröder,[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT04M52.00S,2026-01-02T05:03:38.6Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],201942,77.08607095926413,37.5,1610612758,102,110,2026-01-02T05:03:45Z,5290000,False,-62.0,163.0,1,right,D. DeRozan 17' turnaround Jump Shot (23 PTS) (D. Schröder 7 AST),"[201942, 203471]",1610612758.0,SAC,turnaround,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left Center,,,17.45,Made,23.0,D. Schröder,203471.0,7.0,,,,,,,,,,,,
541,PT04M35.00S,2026-01-02T05:03:55.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,12.434296977660972,43.13725490196079,1610612738,102,112,2026-01-02T05:03:59Z,5310000,False,34.0,64.0,1,left,J. Brown 7' driving Layup (28 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,7.3,Made,28.0,,,,,,,,,,,,,,,
542,PT04M15.00S,2026-01-02T05:04:15.6Z,4,REGULAR,3pt,Jump Shot,[],201566,71.30420499342969,13.725490196078432,1610612758,102,112,2026-01-02T05:04:21Z,5320000,False,-181.0,217.0,1,right,MISS R. Westbrook 28' 3PT,[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,,,28.3,Missed,,,,,,,,,,,,,,,,
543,PT04M10.00S,2026-01-02T05:04:20.6Z,4,REGULAR,rebound,defensive,[],1628401,,,1610612738,102,112,2026-01-02T05:04:21Z,5330000,False,,,0,,D. White REBOUND (Off:0 Def:5),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,542.0,5.0,5.0,0.0,,,,,,
544,PT03M57.00S,2026-01-02T05:04:33.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,17.69053876478318,62.745098039215684,1610612738,102,114,2026-01-02T05:04:41Z,5340000,False,-64.0,114.0,1,left,D. White 13' pullup Jump Shot (16 PTS),[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,13.04,Made,16.0,,,,,,,,,,,,,,,
545,PT03M56.00S,2026-01-02T05:04:43.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,102,114,2026-01-02T05:04:43Z,5350000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT03M56.00S,2026-01-02T05:06:14.6Z,4,REGULAR,substitution,out,[],1627759,,,1610612758,102,114,2026-01-02T05:09:07Z,5355000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT03M56.00S,2026-01-02T05:06:14.6Z,4,REGULAR,substitution,in,[],1642864,,,1610612758,102,114,2026-01-02T05:09:07Z,5357500,False,,,0,,SUB in: H. González,[1642864],1610612738.0,BOS,,,,González,H. González,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT03M43.00S,2026-01-02T05:07:47.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,79.71419185282524,49.01960784313725,1610612758,102,114,2026-01-02T05:21:58Z,5375000,False,-5.0,138.0,1,right,MISS D. DeRozan 13' pullup Shot - blocked,"[201942, 1628401]",1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,,,13.83,Missed,,,,,,,,,,,White,1628401.0,,,,
604,PT03M43.00S,2026-01-02T05:07:47.8Z,4,REGULAR,block,,[],1628401,,,1610612758,102,114,2026-01-02T05:20:54Z,5377500,False,,,0,,D. White BLOCK (2 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
605,PT03M43.00S,2026-01-02T05:07:47.8Z,4,REGULAR,rebound,defensive,[],1630568,,,1610612738,102,114,2026-01-02T05:21:23Z,5378750,False,,,0,,L. Garza REBOUND (Off:1 Def:2),[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,603.0,3.0,2.0,1.0,,,,,,
548,PT03M40.00S,2026-01-02T05:07:49.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642864,10.5946123521682,47.30392156862745,1610612738,102,114,2026-01-02T05:20:54Z,5380000,False,13.0,47.0,1,left,MISS H. González running Layup,[1642864],1610612738.0,BOS,running,,,González,H. González,,,,,In The Paint (Non-RA),0-8 Center,,,4.9,Missed,,,,,,,,,,,,,,,,
549,PT03M38.00S,2026-01-02T05:07:51.8Z,4,REGULAR,rebound,defensive,[],1631099,,,1610612758,102,114,2026-01-02T05:13:33Z,5390000,False,,,0,,K. Murray REBOUND (Off:1 Def:4),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,548.0,5.0,4.0,1.0,,,,,,
579,PT03M34.00S,2026-01-02T05:08:03.7Z,4,REGULAR,turnover,lost ball,[],201566,,,1610612758,102,114,2026-01-02T05:14:28Z,5395000,False,,,0,,R. Westbrook lost ball TURNOVER (3 TO),"[201566, 1630202]",1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,3.0,,,,,,,Pritchard,1630202.0,,,,,,,,,,
580,PT03M34.00S,2026-01-02T05:08:03.7Z,4,REGULAR,steal,,[],1630202,,,1610612738,102,114,2026-01-02T05:14:28Z,5397500,False,,,0,,P. Pritchard STEAL (1 STL),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
550,PT03M32.00S,2026-01-02T05:08:17.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,102,114,2026-01-02T05:14:28Z,5400000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT03M32.00S,2026-01-02T05:08:39.8Z,4,REGULAR,substitution,out,[],1642864,,,1610612738,102,114,2026-01-02T05:14:28Z,5410000,False,,,0,,SUB out: H. González,[1642864],1610612738.0,BOS,,,,González,H. González,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT03M32.00S,2026-01-02T05:08:39.8Z,4,REGULAR,substitution,in,[],1627759,,,1610612738,102,114,2026-01-02T05:14:28Z,5420000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT03M15.00S,2026-01-02T05:09:45.3Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1627759,21.76412614980289,33.57843137254902,1610612738,102,114,2026-01-02T05:14:28Z,5430000,False,82.0,152.0,1,left,MISS J. Brown 17' fadeaway Shot,[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,,,17.28,Missed,,,,,,,,,,,,,,,,
556,PT03M12.00S,2026-01-02T05:09:48.7Z,4,REGULAR,rebound,offensive,[],1630202,,,1610612738,102,114,2026-01-02T05:09:48Z,5440000,False,,,0,,P. Pritchard REBOUND (Off:2 Def:0),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,555.0,2.0,0.0,2.0,,,,,,
557,PT03M09.00S,2026-01-02T05:09:51.4Z,4,REGULAR,3pt,Jump Shot,"['2ndchance', 'fromturnover']",1630202,5.732588699080158,96.81372549019608,1610612738,102,114,2026-01-02T05:14:28Z,5450000,False,-234.0,1.0,1,left,MISS P. Pritchard 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Left Corner 3,24+ Left,,,23.41,Missed,,,,,,,,,,,,,,,,
558,PT03M05.00S,2026-01-02T05:09:54.4Z,4,REGULAR,rebound,defensive,[],1642875,,,1610612758,102,114,2026-01-02T05:09:54Z,5460000,False,,,0,,M. Raynaud REBOUND (Off:2 Def:6),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Left Corner 3,24+ Left,,,,,,,,,,,557.0,8.0,6.0,2.0,,,,,,
559,PT02M59.00S,2026-01-02T05:10:00.9Z,4,REGULAR,3pt,Jump Shot,[],201566,70.64717477003943,16.666666666666664,1610612758,102,114,2026-01-02T05:10:06Z,5470000,False,-167.0,223.0,1,right,MISS R. Westbrook 27' 3PT,[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,,,27.87,Missed,,,,,,,,,,,,,,,,
560,PT02M55.00S,2026-01-02T05:10:04.9Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,102,114,2026-01-02T05:10:06Z,5480000,False,,,0,,J. Brown REBOUND (Off:1 Def:9),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,559.0,10.0,9.0,1.0,,,,,,
561,PT02M52.00S,2026-01-02T05:10:10.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631099,,,1610612738,102,114,2026-01-02T05:10:17Z,5490000,False,,,0,,K. Murray personal FOUL (1 PF) (Brown 2 FT),"[1631099, 1627759]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Mid-Range,16-24 Left,1628481.0,,,,,,,,,,,,,,,,1.0,0.0,Brown,1627759.0
563,PT02M52.00S,2026-01-02T05:10:44.4Z,4,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,102,114,2026-01-02T05:10:44Z,5510000,False,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
564,PT02M52.00S,2026-01-02T05:10:44.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,102,114,2026-01-02T05:10:44Z,5520000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,563.0,,,,,,,,,
565,PT02M52.00S,2026-01-02T05:11:00.4Z,4,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,102,115,2026-01-02T05:11:00Z,5530000,False,,,0,,J. Brown Free Throw 2 of 2 (29 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,29.0,,,,,,,,,,,,,,,
566,PT02M39.00S,2026-01-02T05:11:14.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642875,81.68528252299606,50.49019607843137,1610612758,104,115,2026-01-02T05:25:14Z,5540000,False,2.0,120.0,1,right,M. Raynaud 11' floating Jump Shot (12 PTS) (D. DeRozan 6 AST),"[1642875, 201942]",1610612758.0,SAC,floating,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),8-16 Center,,,11.97,Made,12.0,D. DeRozan,201942.0,6.0,,,,,,,,,,,,
568,PT02M13.00S,2026-01-02T05:11:41.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,13.222733245729303,39.950980392156865,1610612738,104,115,2026-01-02T05:11:47Z,5560000,False,50.0,72.0,1,left,MISS D. White 8' driving Layup,[1628401],1610612738.0,BOS,driving,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Right,,,8.76,Missed,,,,,,,,,,,,,,,,
569,PT02M11.00S,2026-01-02T05:11:43.6Z,4,REGULAR,rebound,defensive,[],1631099,,,1610612758,104,115,2026-01-02T05:11:47Z,5570000,False,,,0,,K. Murray REBOUND (Off:1 Def:5),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,568.0,6.0,5.0,1.0,,,,,,
570,PT02M09.00S,2026-01-02T05:11:47.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627759,,,1610612758,104,115,2026-01-02T05:11:58Z,5580000,False,,,0,,J. Brown personal FOUL (6 PF) (DeRozan 2 FT),"[1627759, 201942]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,201246.0,,,,,,,,,,,,,,,,6.0,0.0,DeRozan,201942.0
572,PT02M09.00S,2026-01-02T05:12:23.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612758,104,115,2026-01-02T05:12:23Z,5600000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT02M09.00S,2026-01-02T05:12:40.8Z,4,REGULAR,substitution,out,[],1642875,,,1610612758,104,115,2026-01-02T05:14:11Z,5620000,False,,,0,,SUB out: M. Raynaud,[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT02M09.00S,2026-01-02T05:12:40.8Z,4,REGULAR,substitution,out,[],1627759,,,1610612758,104,115,2026-01-02T05:14:11Z,5630000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT02M09.00S,2026-01-02T05:12:40.8Z,4,REGULAR,substitution,in,[],1631165,,,1610612758,104,115,2026-01-02T05:14:11Z,5640000,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT02M09.00S,2026-01-02T05:12:40.8Z,4,REGULAR,substitution,in,[],1642864,,,1610612758,104,115,2026-01-02T05:14:11Z,5650000,False,,,0,,SUB in: H. González,[1642864],1610612738.0,BOS,,,,González,H. González,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT02M09.00S,2026-01-02T05:14:21.2Z,4,REGULAR,freethrow,1 of 2,[],201942,,,1610612758,105,115,2026-01-02T05:14:21Z,5660000,False,,,0,,D. DeRozan Free Throw 1 of 2 (24 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,Made,24.0,,,,,,,,,,,,,,,
581,PT02M09.00S,2026-01-02T05:14:22.5Z,4,REGULAR,substitution,out,[],1630568,,,1610612758,105,115,2026-01-02T05:14:31Z,5670000,False,,,0,,SUB out: L. Garza,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT02M09.00S,2026-01-02T05:14:22.5Z,4,REGULAR,substitution,in,[],1629674,,,1610612758,105,115,2026-01-02T05:14:31Z,5680000,False,,,0,,SUB in: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT02M09.00S,2026-01-02T05:14:45.1Z,4,REGULAR,freethrow,2 of 2,[],201942,,,1610612758,106,115,2026-01-02T05:14:45Z,5690000,False,,,0,,D. DeRozan Free Throw 2 of 2 (25 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,Made,25.0,,,,,,,,,,,,,,,
584,PT01M53.00S,2026-01-02T05:15:02.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,15.588042049934298,37.254901960784316,1610612738,106,117,2026-01-02T05:15:07Z,5700000,False,64.0,94.0,1,left,P. Pritchard 11' pullup Jump Shot (16 PTS),[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),8-16 Right,,,11.36,Made,16.0,,,,,,,,,,,,,,,
585,PT01M46.00S,2026-01-02T05:15:11.7Z,4,REGULAR,3pt,Jump Shot,[],201566,74.85216819973719,88.23529411764706,1610612758,106,117,2026-01-02T05:15:17Z,5710000,False,191.0,184.0,1,right,MISS R. Westbrook 26' 3PT,[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Right Center,,,26.53,Missed,,,,,,,,,,,,,,,,
586,PT01M41.00S,2026-01-02T05:15:16.7Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,106,117,2026-01-02T05:15:17Z,5720000,False,,,0,,P. Pritchard REBOUND (Off:2 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,585.0,3.0,1.0,2.0,,,,,,
587,PT01M24.00S,2026-01-02T05:15:33.0Z,4,REGULAR,3pt,Jump Shot,[],1630202,34.37910643889619,45.34313725490196,1610612738,106,117,2026-01-02T05:27:20Z,5730000,False,23.0,271.0,1,left,MISS P. Pritchard 27' step back 3PT,[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Center,,,27.17,Missed,,,,,,,,,,,,,,,,
588,PT01M23.00S,2026-01-02T05:15:34.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,106,117,2026-01-02T05:15:47Z,5740000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,587.0,,,,,,,,,
589,PT01M23.00S,2026-01-02T05:15:45.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201566,,,1610612738,106,117,2026-01-02T05:15:58Z,5750000,False,,,0,,R. Westbrook loose ball personal FOUL (5 PF) (Queta 2 FT),"[201566, 1629674]",1610612758.0,SAC,loose ball,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),8-16 Center,1628481.0,,,,,,,,,,,,,,,,5.0,0.0,Queta,1629674.0
591,PT01M23.00S,2026-01-02T05:16:04.4Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1629674,,,1610612738,106,117,2026-01-02T05:16:04Z,5770000,False,,,0,,MISS N. Queta Free Throw 1 of 2,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
592,PT01M23.00S,2026-01-02T05:16:04.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,106,117,2026-01-02T05:16:04Z,5780000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,591.0,,,,,,,,,
593,PT01M23.00S,2026-01-02T05:16:21.8Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1629674,,,1610612738,106,118,2026-01-02T05:16:21Z,5790000,False,,,0,,N. Queta Free Throw 2 of 2 (11 PTS),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,,
594,PT01M17.00S,2026-01-02T05:16:31.4Z,4,REGULAR,3pt,Jump Shot,[],203471,63.6826544021025,49.01960784313725,1610612758,106,118,2026-01-02T05:16:43Z,5800000,False,-5.0,289.0,1,right,MISS D. Schröder 28' pullup 3PT,[203471],1610612758.0,SAC,pullup,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Center,,,28.89,Missed,,,,,,,,,,,,,,,,
595,PT01M14.00S,2026-01-02T05:16:34.4Z,4,REGULAR,rebound,defensive,[],1629674,,,1610612738,106,118,2026-01-02T05:16:36Z,5810000,False,,,0,,N. Queta REBOUND (Off:0 Def:5),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Above the Break 3,24+ Center,,,,,,,,,,,594.0,5.0,5.0,0.0,,,,,,
596,PT00M53.20S,2026-01-02T05:16:56.7Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629674,8.886333771353483,47.05882352941176,1610612738,106,120,2026-01-02T05:17:01Z,5820000,False,15.0,31.0,1,left,N. Queta DUNK (13 PTS) (P. Pritchard 6 AST),"[1629674, 1630202]",1610612738.0,BOS,,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,3.43,Made,13.0,P. Pritchard,1630202.0,6.0,,,,,,,,,,,,
598,PT00M44.70S,2026-01-02T05:17:08.9Z,4,REGULAR,3pt,Jump Shot,[],201942,68.54467805519053,19.362745098039216,1610612758,106,120,2026-01-02T05:17:12Z,5840000,False,-153.0,243.0,1,right,MISS D. DeRozan 28' 3PT,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Left Center,,,28.74,Missed,,,,,,,,,,,,,,,,
599,PT00M41.50S,2026-01-02T05:17:12.1Z,4,REGULAR,rebound,defensive,[],1630573,,,1610612738,106,120,2026-01-02T05:17:12Z,5850000,False,,,0,,S. Hauser REBOUND (Off:0 Def:5),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,598.0,5.0,5.0,0.0,,,,,,
600,PT00M19.30S,2026-01-02T05:17:34.8Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612738,106,120,2026-01-02T05:18:10Z,5860000,False,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Center,1628481.0,,,,,,,,,,,,,,,,,,,
601,PT00M00.00S,2026-01-02T05:18:07.1Z,4,REGULAR,period,end,[],0,,,1610612758,106,120,2026-01-02T05:18:07Z,5870000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT00M00.00S,2026-01-02T05:18:14.0Z,4,REGULAR,game,end,[],0,,,0,106,120,2026-01-02T05:18:14Z,5880000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
