actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
352,PT09M52.00S,2024-11-10T23:25:19.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626167,36.08738501971091,37.5,1610612754,65,65,2024-11-10T23:25:23Z,3450000,False,62.0,287.0,1,left,M. Turner 29' 3PT  (15 PTS) (B. Mathurin 2 AST),"[1626167, 1631097]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,29.34,Made,,,,,15.0,B. Mathurin,1631097.0,2.0,,,,,,,,,,
354,PT09M41.00S,2024-11-10T23:25:31.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,93.24901445466492,54.65686274509803,1610612752,65,67,2024-11-10T23:25:35Z,3470000,False,23.0,11.0,1,right,J. Hart Layup (9 PTS),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,2.58,Made,,,,,9.0,,,,,,,,,,,,,
355,PT09M41.00S,2024-11-10T23:25:34.1Z,3,REGULAR,foul,personal,['1freethrow'],1627783,,,1610612752,65,67,2024-11-10T23:25:42Z,3480000,False,,,0,,P. Siakam shooting personal FOUL (1 PF) (Hart 1 FT),"[1627783, 1628404]",1610612754.0,IND,shooting,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1155.0,,,1.0,0.0,Hart,1628404.0,,,
357,PT09M41.00S,2024-11-10T23:25:59.5Z,3,REGULAR,freethrow,1 of 1,[],1628404,,,1610612752,65,68,2024-11-10T23:25:59Z,3500000,False,,,0,,J. Hart Free Throw 1 of 1 (10 PTS),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
358,PT09M34.00S,2024-11-10T23:26:08.3Z,3,REGULAR,3pt,Jump Shot,[],1630169,32.013797634691194,74.01960784313727,1610612754,65,68,2024-11-10T23:26:14Z,3510000,False,-120.0,248.0,1,left,MISS T. Haliburton 27' floating 3PT,[1630169],1610612754.0,IND,floating,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,27.59,Missed,,,,,,,,,,,,,,,,,,
359,PT09M31.00S,2024-11-10T23:26:11.3Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612752,65,68,2024-11-10T23:26:14Z,3520000,False,,,0,,J. Hart REBOUND (Off:1 Def:5),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,,,358.0,6.0,5.0,1.0,,,,,,,,,,,,,,
360,PT09M18.00S,2024-11-10T23:26:23.8Z,3,REGULAR,3pt,Jump Shot,[],1626157,67.23061760840999,21.07843137254902,1610612752,65,68,2024-11-10T23:26:28Z,3530000,False,-145.0,256.0,1,right,MISS K. Towns 29' pullup 3PT,[1626157],1610612752.0,NYK,pullup,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,29.36,Missed,,,,,,,,,,,,,,,,,,
361,PT09M14.00S,2024-11-10T23:26:27.8Z,3,REGULAR,rebound,defensive,[],1626167,,,1610612754,65,68,2024-11-10T23:26:28Z,3540000,False,,,0,,M. Turner REBOUND (Off:0 Def:5),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,,,360.0,5.0,5.0,0.0,,,,,,,,,,,,,,
362,PT09M10.00S,2024-11-10T23:26:31.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627783,8.09789750328515,55.88235294117647,1610612754,65,68,2024-11-10T23:26:36Z,3550000,False,-29.0,24.0,1,left,MISS P. Siakam running Layup - blocked,"[1627783, 1626157]",1610612754.0,IND,running,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,3.77,Missed,,,,,,,,,,Towns,1626157.0,,,,,,,
363,PT09M10.00S,2024-11-10T23:26:31.4Z,3,REGULAR,block,,[],1626157,,,1610612754,65,68,2024-11-10T23:26:33Z,3560000,False,,,0,,K. Towns BLOCK (1 BLK),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
364,PT09M09.00S,2024-11-10T23:26:32.4Z,3,REGULAR,rebound,defensive,[],1626157,,,1610612752,65,68,2024-11-10T23:26:36Z,3570000,False,,,0,,K. Towns REBOUND (Off:1 Def:7),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,362.0,8.0,7.0,1.0,,,,,,,,,,,,,,
365,PT09M03.00S,2024-11-10T23:26:39.3Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628384,91.5407358738502,54.90196078431373,1610612752,65,68,2024-11-10T23:28:59Z,3580000,False,25.0,27.0,1,right,MISS O. Anunoby running Layup,[1628384],1610612752.0,NYK,running,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,3.65,Missed,,,,,,,,,,,,,,,,,,
366,PT09M01.00S,2024-11-10T23:26:41.3Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612754,65,68,2024-11-10T23:26:42Z,3590000,False,,,0,,P. Siakam REBOUND (Off:3 Def:4),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,365.0,7.0,4.0,3.0,,,,,,,,,,,,,,
367,PT08M51.00S,2024-11-10T23:26:51.0Z,3,REGULAR,turnover,bad pass,[],1626167,,,1610612754,65,68,2024-11-10T23:26:54Z,3600000,False,,,0,,M. Turner bad pass TURNOVER (2 TO),"[1626167, 1628384]",1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,2.0,Anunoby,1628384.0
368,PT08M51.00S,2024-11-10T23:26:51.0Z,3,REGULAR,steal,,[],1628384,,,1610612752,65,68,2024-11-10T23:26:52Z,3610000,False,,,0,,O. Anunoby STEAL (2 STL),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
369,PT08M42.00S,2024-11-10T23:26:59.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628973,88.25558475689881,37.745098039215684,1610612752,65,70,2024-11-10T23:30:26Z,3620000,False,-61.0,58.0,1,right,J. Brunson 8' driving floating Jump Shot (17 PTS),[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Left,8.43,Made,,,,,17.0,,,,,,,,,,,,,
370,PT08M32.00S,2024-11-10T23:27:12.5Z,3,REGULAR,turnover,out-of-bounds,[],1641767,,,1610612754,65,70,2024-11-10T23:27:16Z,3630000,False,,,0,,B. Sheppard lost ball out-of-bounds TURNOVER (1 TO),[1641767],1610612754.0,IND,lost ball,,,Sheppard,B. Sheppard,,,,,Left Corner 3,24+ Left,,,,,,,,,,,1155.0,,,,,,,1.0,,
372,PT08M14.00S,2024-11-10T23:29:17.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626157,92.46057818659659,54.65686274509803,1610612752,65,72,2024-11-10T23:29:25Z,3650000,False,23.0,18.0,1,right,K. Towns driving Layup (17 PTS) (J. Brunson 8 AST),"[1626157, 1628973]",1610612752.0,NYK,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,2.97,Made,,,,,17.0,J. Brunson,1628973.0,8.0,,,,,,,,,,
374,PT08M14.00S,2024-11-10T23:29:21.2Z,3,REGULAR,foul,personal,['1freethrow'],1626167,,,1610612752,65,72,2024-11-10T23:29:26Z,3670000,False,,,0,,M. Turner shooting personal FOUL (1 PF) (Towns 1 FT),"[1626167, 1626157]",1610612754.0,IND,shooting,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627524.0,,,1.0,0.0,Towns,1626157.0,,,
376,PT08M14.00S,2024-11-10T23:29:48.5Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1626157,,,1610612752,65,73,2024-11-10T23:29:48Z,3690000,False,,,0,,K. Towns Free Throw 1 of 1 (18 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,Made,,,,,18.0,,,,,,,,,,,,,
377,PT07M57.00S,2024-11-10T23:30:07.7Z,3,REGULAR,2pt,Jump Shot,[],1626167,22.683968462549277,29.901960784313726,1610612754,65,73,2024-11-10T23:32:22Z,3700000,False,100.0,161.0,1,left,MISS M. Turner 18' step back Shot,[1626167],1610612754.0,IND,step back,,,Turner,M. Turner,,,,,Mid-Range,16-24 Right Center,18.95,Missed,,,,,,,,,,,,,,,,,,
378,PT07M54.00S,2024-11-10T23:30:10.7Z,3,REGULAR,rebound,defensive,[],1628973,,,1610612752,65,73,2024-11-10T23:30:11Z,3710000,False,,,0,,J. Brunson REBOUND (Off:0 Def:4),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Right Center,,,377.0,4.0,4.0,0.0,,,,,,,,,,,,,,
379,PT07M42.00S,2024-11-10T23:30:22.5Z,3,REGULAR,2pt,Jump Shot,[],1628969,86.41590013140605,26.715686274509803,1610612752,65,75,2024-11-10T23:30:26Z,3720000,False,-116.0,75.0,1,right,M. Bridges 13' fadeaway Jump Shot (6 PTS) (O. Anunoby 2 AST),"[1628969, 1628384]",1610612752.0,NYK,fadeaway,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Left,13.86,Made,,,,,6.0,O. Anunoby,1628384.0,2.0,,,,,,,,,,
381,PT07M41.00S,2024-11-10T23:30:26.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,65,75,2024-11-10T23:30:26Z,3740000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT07M26.00S,2024-11-10T23:33:35.7Z,3,REGULAR,2pt,Jump Shot,[],1631097,24.392247043363994,45.09803921568628,1610612754,67,75,2024-11-10T23:33:39Z,3750000,False,25.0,177.0,1,left,B. Mathurin 17' pullup Jump Shot (23 PTS) (T. Haliburton 8 AST),"[1631097, 1630169]",1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,Mid-Range,16-24 Center,17.85,Made,,,,,23.0,T. Haliburton,1630169.0,8.0,,,,,,,,,,
383,PT07M07.00S,2024-11-10T23:33:55.1Z,3,REGULAR,3pt,Jump Shot,[],1628969,66.83639947437582,47.30392156862745,1610612752,67,75,2024-11-10T23:33:59Z,3760000,False,-13.0,259.0,1,right,MISS M. Bridges 25' 3PT,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,25.96,Missed,,,,,,,,,,,,,,,,,,
384,PT07M04.00S,2024-11-10T23:33:58.1Z,3,REGULAR,rebound,offensive,[],1628969,,,1610612752,67,75,2024-11-10T23:33:59Z,3770000,False,,,0,,M. Bridges REBOUND (Off:3 Def:3),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,,,383.0,6.0,3.0,3.0,,,,,,,,,,,,,,
385,PT07M02.00S,2024-11-10T23:33:59.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628969,81.94809461235218,52.20588235294118,1610612752,67,77,2024-11-10T23:34:02Z,3780000,False,11.0,117.0,1,right,M. Bridges 11' pullup Jump Shot (8 PTS),[1628969],1610612752.0,NYK,pullup,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,11.77,Made,,,,,8.0,,,,,,,,,,,,,
386,PT06M44.00S,2024-11-10T23:34:21.3Z,3,REGULAR,foul,technical,['1freethrow'],1626157,,,1610612754,67,77,2024-11-10T23:34:30Z,3790000,False,,,0,,K. Towns defensive-3-second technical FOUL (1 Tech),[1626157],1610612752.0,NYK,defensive-3-second,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627524.0,,,2.0,1.0,,,,,
387,PT06M44.00S,2024-11-10T23:34:39.0Z,3,REGULAR,freethrow,1 of 1,[],1630169,,,1610612754,68,77,2024-11-10T23:34:39Z,3800000,False,,,0,,T. Haliburton technical Free Throw 1 of 1 (15 PTS),[1630169],1610612754.0,IND,technical,,,Haliburton,T. Haliburton,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
389,PT06M35.00S,2024-11-10T23:35:04.3Z,3,REGULAR,foul,personal,[],1628969,,,1610612754,68,77,2024-11-10T23:35:11Z,3810000,False,,,0,,M. Bridges personal FOUL (2 PF),"[1628969, 1630169]",1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1179.0,,,2.0,0.0,Haliburton,1630169.0,,,
391,PT06M25.00S,2024-11-10T23:35:30.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,16.90210249671485,53.431372549019606,1610612754,70,77,2024-11-10T23:36:27Z,3830000,False,-17.0,106.0,1,left,T. Haliburton 10' driving floating Jump Shot (17 PTS),[1630169],1610612754.0,IND,driving floating,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),8-16 Center,10.78,Made,,,,,17.0,,,,,,,,,,,,,
392,PT06M13.00S,2024-11-10T23:35:41.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,91.67214191852825,46.32352941176471,1610612752,70,77,2024-11-10T23:35:45Z,3840000,False,-18.0,26.0,1,right,MISS J. Brunson driving Layup - blocked,"[1628973, 1626167]",1610612752.0,NYK,driving,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,3.17,Missed,,,,,,,,,,Turner,1626167.0,,,,,,,
393,PT06M13.00S,2024-11-10T23:35:41.8Z,3,REGULAR,block,,[],1626167,,,1610612752,70,77,2024-11-10T23:35:43Z,3850000,False,,,0,,M. Turner BLOCK (2 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
394,PT06M11.00S,2024-11-10T23:35:43.8Z,3,REGULAR,rebound,defensive,[],1631097,,,1610612754,70,77,2024-11-10T23:35:45Z,3860000,False,,,0,,B. Mathurin REBOUND (Off:1 Def:4),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,392.0,5.0,4.0,1.0,,,,,,,,,,,,,,
395,PT06M08.00S,2024-11-10T23:35:47.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631097,8.09789750328515,46.81372549019608,1610612754,72,77,2024-11-10T23:35:51Z,3870000,False,16.0,24.0,1,left,B. Mathurin running Layup (25 PTS),[1631097],1610612754.0,IND,running,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,2.85,Made,,,,,25.0,,,,,,,,,,,,,
396,PT06M08.00S,2024-11-10T23:35:50.0Z,3,REGULAR,foul,personal,['1freethrow'],1628384,,,1610612754,72,77,2024-11-10T23:36:00Z,3880000,False,,,0,,O. Anunoby shooting personal FOUL (1 PF) (Mathurin 1 FT),"[1628384, 1631097]",1610612752.0,NYK,shooting,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1155.0,,,1.0,0.0,Mathurin,1631097.0,,,
398,PT06M08.00S,2024-11-10T23:36:05.2Z,3,REGULAR,substitution,out,[],1627783,,,1610612754,72,77,2024-11-10T23:36:08Z,3900000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT06M08.00S,2024-11-10T23:36:05.2Z,3,REGULAR,substitution,in,[],1641716,,,1610612754,72,77,2024-11-10T23:36:08Z,3910000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT06M08.00S,2024-11-10T23:36:25.4Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1631097,,,1610612754,73,77,2024-11-10T23:36:25Z,3920000,False,,,0,,B. Mathurin Free Throw 1 of 1 (26 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,,,,,26.0,,,,,,,,,,,,,
401,PT05M53.00S,2024-11-10T23:36:45.2Z,3,REGULAR,foul,personal,[],1641716,,,1610612752,73,77,2024-11-10T23:36:50Z,3930000,False,,,0,,J. Walker personal FOUL (1 PF),"[1641716, 1626157]",1610612754.0,IND,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1155.0,,,1.0,0.0,Towns,1626157.0,,,
403,PT05M47.00S,2024-11-10T23:37:16.1Z,3,REGULAR,foul,personal,['2freethrow'],1641767,,,1610612752,73,77,2024-11-10T23:37:23Z,3950000,False,,,0,,B. Sheppard shooting personal FOUL (3 PF) (Brunson 2 FT),"[1641767, 1628973]",1610612754.0,IND,shooting,,,Sheppard,B. Sheppard,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,1627524.0,,,3.0,0.0,Brunson,1628973.0,,,
405,PT05M47.00S,2024-11-10T23:37:45.2Z,3,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,73,78,2024-11-10T23:37:45Z,3970000,False,,,0,,J. Brunson Free Throw 1 of 2 (18 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,18.0,,,,,,,,,,,,,
406,PT05M47.00S,2024-11-10T23:37:50.8Z,3,REGULAR,substitution,out,[],1641767,,,1610612752,73,78,2024-11-10T23:37:55Z,3980000,False,,,0,,SUB out: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT05M47.00S,2024-11-10T23:37:50.8Z,3,REGULAR,substitution,in,[],1631245,,,1610612752,73,78,2024-11-10T23:37:55Z,3990000,False,,,0,,SUB in: Q. Jackson,[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT05M47.00S,2024-11-10T23:38:15.7Z,3,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,73,79,2024-11-10T23:38:15Z,4000000,False,,,0,,J. Brunson Free Throw 2 of 2 (19 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,19.0,,,,,,,,,,,,,
409,PT05M39.00S,2024-11-10T23:38:25.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,8.09789750328515,50.0,1610612754,75,79,2024-11-10T23:38:33Z,4010000,False,0.0,24.0,1,left,T. Haliburton driving finger roll Layup (19 PTS),[1630169],1610612754.0,IND,driving finger roll,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,2.36,Made,,,,,19.0,,,,,,,,,,,,,
410,PT05M39.00S,2024-11-10T23:38:31.9Z,3,REGULAR,foul,personal,['1freethrow'],1628969,,,1610612754,75,79,2024-11-10T23:38:36Z,4020000,False,,,0,,M. Bridges shooting personal FOUL (3 PF) (Haliburton 1 FT),"[1628969, 1630169]",1610612752.0,NYK,shooting,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627524.0,,,3.0,0.0,Haliburton,1630169.0,,,
412,PT05M39.00S,2024-11-10T23:38:37.4Z,3,REGULAR,substitution,out,[],1628384,,,1610612754,75,79,2024-11-10T23:41:23Z,4040000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT05M39.00S,2024-11-10T23:38:37.4Z,3,REGULAR,substitution,in,[],1630540,,,1610612754,75,79,2024-11-10T23:41:23Z,4050000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT05M39.00S,2024-11-10T23:39:00.3Z,3,REGULAR,freethrow,1 of 1,[],1630169,,,1610612754,76,79,2024-11-10T23:39:00Z,4060000,False,,,0,,T. Haliburton Free Throw 1 of 1 (20 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,Made,,,,,20.0,,,,,,,,,,,,,
415,PT05M23.00S,2024-11-10T23:39:22.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631097,,,1610612752,76,79,2024-11-10T23:39:28Z,4070000,False,,,0,,B. Mathurin shooting personal FOUL (3 PF) (Towns 2 FT),"[1631097, 1626157]",1610612754.0,IND,shooting,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627524.0,,,3.0,0.0,Towns,1626157.0,,,
417,PT05M23.00S,2024-11-10T23:39:52.7Z,3,REGULAR,freethrow,1 of 2,[],1626157,,,1610612752,76,80,2024-11-10T23:39:52Z,4090000,False,,,0,,K. Towns Free Throw 1 of 2 (19 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,Made,,,,,19.0,,,,,,,,,,,,,
418,PT05M23.00S,2024-11-10T23:40:14.3Z,3,REGULAR,freethrow,2 of 2,[],1626157,,,1610612752,76,81,2024-11-10T23:40:14Z,4100000,False,,,0,,K. Towns Free Throw 2 of 2 (20 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,Made,,,,,20.0,,,,,,,,,,,,,
419,PT05M16.00S,2024-11-10T23:40:30.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630540,,,1610612754,76,81,2024-11-10T23:40:36Z,4110000,False,,,0,,M. McBride personal FOUL (2 PF) (Mathurin 2 FT),"[1630540, 1631097]",1610612752.0,NYK,,,,McBride,M. McBride,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1179.0,,,2.0,0.0,Mathurin,1631097.0,,,
421,PT05M16.00S,2024-11-10T23:40:56.8Z,3,REGULAR,freethrow,1 of 2,[],1631097,,,1610612754,77,81,2024-11-10T23:41:24Z,4130000,False,,,0,,B. Mathurin Free Throw 1 of 2 (27 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,,,,,27.0,,,,,,,,,,,,,
422,PT05M16.00S,2024-11-10T23:40:57.6Z,3,REGULAR,substitution,out,[],1626167,,,1610612754,77,81,2024-11-10T23:41:03Z,4140000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT05M16.00S,2024-11-10T23:40:57.6Z,3,REGULAR,substitution,out,[],1626157,,,1610612754,77,81,2024-11-10T23:41:03Z,4150000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT05M16.00S,2024-11-10T23:40:57.6Z,3,REGULAR,substitution,in,[],1642402,,,1610612754,77,81,2024-11-10T23:41:03Z,4160000,False,,,0,,SUB in: E. Freeman,[1642402],1610612754.0,IND,,,,Freeman,E. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT05M16.00S,2024-11-10T23:40:57.6Z,3,REGULAR,substitution,in,[],1630579,,,1610612754,77,81,2024-11-10T23:41:03Z,4170000,False,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT05M16.00S,2024-11-10T23:40:56.8Z,3,REGULAR,freethrow,2 of 2,[],1631097,,,1610612754,77,81,2024-11-10T23:41:24Z,4180000,False,,,0,,MISS B. Mathurin Free Throw 2 of 2,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
427,PT05M14.00S,2024-11-10T23:40:58.8Z,3,REGULAR,rebound,defensive,[],1630579,,,1610612752,77,81,2024-11-10T23:41:24Z,4190000,False,,,0,,J. Sims REBOUND (Off:0 Def:2),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,426.0,2.0,2.0,0.0,,,,,,,,,,,,,,
428,PT05M03.00S,2024-11-10T23:41:34.2Z,3,REGULAR,turnover,bad pass,[],1628973,,,1610612752,77,81,2024-11-10T23:41:37Z,4200000,False,,,0,,J. Brunson bad pass TURNOVER (3 TO),"[1628973, 1630169]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,3.0,Haliburton,1630169.0
429,PT05M03.00S,2024-11-10T23:41:34.2Z,3,REGULAR,steal,,[],1630169,,,1610612754,77,81,2024-11-10T23:41:35Z,4210000,False,,,0,,T. Haliburton STEAL (1 STL),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
430,PT04M46.00S,2024-11-10T23:41:50.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1641716,5.863994743758213,2.450980392156863,1610612754,80,81,2024-11-10T23:41:55Z,4220000,False,238.0,3.0,1,left,J. Walker 3PT  (3 PTS) (T. Haliburton 9 AST),"[1641716, 1630169]",1610612754.0,IND,,,,Walker,J. Walker,,,,,Right Corner 3,24+ Right,23.77,Made,,,,,3.0,T. Haliburton,1630169.0,9.0,,,,,,,,,,
432,PT04M30.00S,2024-11-10T23:42:06.8Z,3,REGULAR,3pt,Jump Shot,[],1630540,91.40932982917214,2.941176470588235,1610612752,80,81,2024-11-10T23:43:30Z,4240000,False,-235.0,28.0,1,right,MISS M. McBride step back 3PT,[1630540],1610612752.0,NYK,step back,,,McBride,M. McBride,,,,,Left Corner 3,24+ Left,23.7,Missed,,,,,,,,,,,,,,,,,,
433,PT04M29.00S,2024-11-10T23:42:07.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612752,80,81,2024-11-10T23:43:30Z,4250000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Left Corner 3,24+ Left,,,432.0,,,,,,,,,,,,,,,,,
435,PT04M21.00S,2024-11-10T23:42:37.7Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1628973,93.38042049934296,17.15686274509804,1610612752,80,81,2024-11-10T23:42:41Z,4270000,False,-164.0,10.0,1,right,MISS J. Brunson 16' pullup Shot,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Left,16.45,Missed,,,,,,,,,,,,,,,,,,
436,PT04M18.00S,2024-11-10T23:42:40.7Z,3,REGULAR,rebound,defensive,[],1641716,,,1610612754,80,81,2024-11-10T23:44:18Z,4280000,False,,,0,,J. Walker REBOUND (Off:0 Def:3),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Mid-Range,16-24 Left,,,435.0,3.0,3.0,0.0,,,,,,,,,,,,,,
