actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
90,PT04M53.00S,2024-11-10T22:25:42.8Z,1,REGULAR,turnover,lost ball,[],1631097,,,1610612754,22,19,2024-11-10T22:25:45Z,880000,False,,,0,,B. Mathurin lost ball TURNOVER (1 TO),"[1631097, 1628384]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,1.0,Anunoby,1628384.0
91,PT04M53.00S,2024-11-10T22:25:42.8Z,1,REGULAR,steal,,[],1628384,,,1610612752,22,19,2024-11-10T22:25:44Z,890000,False,,,0,,O. Anunoby STEAL (1 STL),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
92,PT04M49.00S,2024-11-10T22:25:47.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628384,7.966491458607096,47.549019607843135,1610612752,22,19,2024-11-10T22:25:52Z,900000,False,12.0,22.0,1,left,MISS O. Anunoby running DUNK,[1628384],1610612752.0,NYK,running,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,2.56,Missed,,,,,,,,,,,,,,,,,,
93,PT04M47.00S,2024-11-10T22:25:49.0Z,1,REGULAR,rebound,defensive,[],1641716,,,1610612754,22,19,2024-11-10T22:25:52Z,910000,False,,,0,,J. Walker REBOUND (Off:0 Def:1),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,92.0,1.0,1.0,0.0,,,,,,,,,,,,,,
94,PT04M43.00S,2024-11-10T22:25:53.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641767,94.30026281208936,95.83333333333334,1610612754,22,19,2024-11-10T22:35:59Z,920000,False,229.0,1.0,1,right,MISS B. Sheppard step back 3PT,[1641767],1610612754.0,IND,step back,,,Sheppard,B. Sheppard,,,,,Right Corner 3,24+ Right,22.92,Missed,,,,,,,,,,,,,,,,,,
95,PT04M40.00S,2024-11-10T22:25:56.1Z,1,REGULAR,rebound,offensive,[],1631097,,,1610612754,22,19,2024-11-10T22:26:09Z,930000,False,,,0,,B. Mathurin REBOUND (Off:1 Def:3),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Right Corner 3,24+ Right,,,94.0,4.0,3.0,1.0,,,,,,,,,,,,,,
96,PT04M39.00S,2024-11-10T22:25:57.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630169,80.3712220762155,5.637254901960785,1610612754,22,19,2024-11-10T22:26:19Z,940000,False,-222.0,132.0,1,right,MISS T. Haliburton 25' step back 3PT,[1630169],1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,25.81,Missed,,,,,,,,,,,,,,,,,,
97,PT04M35.00S,2024-11-10T22:26:01.9Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612752,22,19,2024-11-10T22:26:04Z,950000,False,,,0,,J. Sims REBOUND (Off:0 Def:1),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Left Center,,,96.0,1.0,1.0,0.0,,,,,,,,,,,,,,
98,PT04M27.00S,2024-11-10T22:26:09.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,7.835085413929041,48.77450980392157,1610612752,22,21,2024-11-10T22:26:13Z,960000,False,6.0,21.0,1,left,O. Anunoby cutting finger roll Layup (7 PTS) (M. McBride 1 AST),"[1628384, 1630540]",1610612752.0,NYK,cutting finger roll,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,2.2,Made,,,,,7.0,M. McBride,1630540.0,1.0,,,,,,,,,,
100,PT04M07.00S,2024-11-10T22:26:28.7Z,1,REGULAR,2pt,Jump Shot,[],1630169,88.25558475689881,17.15686274509804,1610612754,22,21,2024-11-10T22:26:32Z,980000,False,-164.0,58.0,1,right,MISS T. Haliburton 17' pullup Shot,[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Left,17.41,Missed,,,,,,,,,,,,,,,,,,
101,PT04M04.00S,2024-11-10T22:26:31.7Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,22,21,2024-11-10T22:26:32Z,990000,False,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Left,,,100.0,1.0,1.0,0.0,,,,,,,,,,,,,,
102,PT03M59.00S,2024-11-10T22:26:36.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628973,7.178055190538765,45.83333333333333,1610612752,22,23,2024-11-10T22:26:42Z,1000000,False,21.0,15.0,1,left,J. Brunson running finger roll Layup (5 PTS),[1628973],1610612752.0,NYK,running finger roll,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,2.56,Made,,,,,5.0,,,,,,,,,,,,,
103,PT03M57.00S,2024-11-10T22:26:43.8Z,1,REGULAR,timeout,full,['team'],0,,,1610612754,22,23,2024-11-10T22:26:43Z,1010000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M57.00S,2024-11-10T22:27:43.8Z,1,REGULAR,substitution,out,[],1641767,,,1610612754,22,23,2024-11-10T22:28:14Z,1020000,False,,,0,,SUB out: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M57.00S,2024-11-10T22:27:43.8Z,1,REGULAR,substitution,in,[],204456,,,1610612754,22,23,2024-11-10T22:28:14Z,1030000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M57.00S,2024-11-10T22:28:17.1Z,1,REGULAR,substitution,out,[],1628384,,,1610612754,22,23,2024-11-10T22:28:19Z,1040000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M57.00S,2024-11-10T22:28:17.1Z,1,REGULAR,substitution,in,[],1628404,,,1610612754,22,23,2024-11-10T22:28:19Z,1050000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M43.00S,2024-11-10T22:28:32.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,87.46714848883047,43.627450980392155,1610612754,24,23,2024-11-10T22:28:37Z,1060000,False,-32.0,65.0,1,right,T. Haliburton 7' driving floating Jump Shot (5 PTS) (E. Freeman 1 AST),"[1630169, 1642402]",1610612754.0,IND,driving floating,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),0-8 Center,7.27,Made,,,,,5.0,E. Freeman,1642402.0,1.0,,,,,,,,,,
109,PT03M21.00S,2024-11-10T22:28:54.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628404,7.966491458607096,61.51960784313726,1610612752,24,25,2024-11-10T22:28:58Z,1070000,False,-58.0,22.0,1,left,J. Hart 6' turnaround Jump Shot (5 PTS),[1628404],1610612752.0,NYK,turnaround,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,6.18,Made,,,,,5.0,,,,,,,,,,,,,
110,PT03M07.00S,2024-11-10T22:29:08.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642402,93.64323258869908,55.63725490196079,1610612754,24,25,2024-11-10T22:29:11Z,1080000,False,28.0,7.0,1,right,MISS E. Freeman cutting Layup,[1642402],1610612754.0,IND,cutting,,,Freeman,E. Freeman,,,,,Restricted Area,0-8 Center,2.91,Missed,,,,,,,,,,,,,,,,,,
111,PT03M06.00S,2024-11-10T22:29:09.4Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,24,25,2024-11-10T22:29:11Z,1090000,False,,,0,,J. Hart REBOUND (Off:0 Def:3),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,110.0,3.0,3.0,0.0,,,,,,,,,,,,,,
112,PT02M50.00S,2024-11-10T22:29:28.6Z,1,REGULAR,foul,personal,[],1642402,,,1610612752,24,25,2024-11-10T22:29:34Z,1100000,False,,,0,,E. Freeman personal FOUL (1 PF),"[1642402, 1628973]",1610612754.0,IND,,,,Freeman,E. Freeman,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1627524.0,,,1.0,0.0,Brunson,1628973.0,,,
114,PT02M47.00S,2024-11-10T22:29:55.4Z,1,REGULAR,foul,offensive,[],1630579,,,1610612752,24,25,2024-11-10T22:30:01Z,1120000,False,,,0,,J. Sims offensive FOUL (1 PF),"[1630579, 204456]",1610612752.0,NYK,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1627524.0,,,1.0,0.0,McConnell,204456.0,,,
116,PT02M47.00S,2024-11-10T22:29:55.4Z,1,REGULAR,turnover,offensive foul,[],1630579,,,1610612752,24,25,2024-11-10T22:29:55Z,1140000,False,,,0,,J. Sims offensive foul TURNOVER (1 TO),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1627524.0,,,,,,,1.0,,
117,PT02M30.00S,2024-11-10T22:30:21.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631097,71.43561103810775,76.47058823529412,1610612754,27,25,2024-11-10T22:30:26Z,1150000,False,132.0,216.0,1,right,B. Mathurin 25' 3PT pullup (11 PTS),[1631097],1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,25.33,Made,,,,,11.0,,,,,,,,,,,,,
118,PT02M23.00S,2024-11-10T22:30:36.2Z,1,REGULAR,foul,personal,[],1642402,,,1610612752,27,25,2024-11-10T22:30:47Z,1160000,False,,,0,,E. Freeman personal FOUL (2 PF),"[1642402, 1630540]",1610612754.0,IND,,,,Freeman,E. Freeman,,,,,Mid-Range,8-16 Center,,,,,,,,,,,1627524.0,,,2.0,0.0,McBride,1630540.0,,,
121,PT02M16.00S,2024-11-10T22:30:59.9Z,1,REGULAR,substitution,out,[],1630169,,,1610612752,27,25,2024-11-10T22:31:04Z,1190000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M16.00S,2024-11-10T22:30:59.9Z,1,REGULAR,substitution,in,[],1642277,,,1610612752,27,25,2024-11-10T22:31:04Z,1200000,False,,,0,,SUB in: J. Furphy,[1642277],1610612754.0,IND,,,,Furphy,J. Furphy,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M03.00S,2024-11-10T22:31:26.8Z,1,REGULAR,turnover,bad pass,[],1628969,,,1610612752,27,25,2024-11-10T22:31:29Z,1210000,False,,,0,,M. Bridges bad pass TURNOVER (1 TO),"[1628969, 204456]",1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,1.0,McConnell,204456.0
124,PT02M03.00S,2024-11-10T22:31:26.8Z,1,REGULAR,steal,,[],204456,,,1610612754,27,25,2024-11-10T22:31:28Z,1220000,False,,,0,,T. McConnell STEAL (1 STL),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
125,PT02M01.00S,2024-11-10T22:31:30.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",204456,91.14651773981603,53.431372549019606,1610612754,27,25,2024-11-10T22:31:44Z,1230000,False,17.0,31.0,1,right,MISS T. McConnell running Layup - blocked,"[204456, 1628404]",1610612754.0,IND,running,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,3.52,Missed,,,,,,,,,,Hart,1628404.0,,,,,,,
126,PT02M01.00S,2024-11-10T22:31:30.6Z,1,REGULAR,block,,[],1628404,,,1610612754,27,25,2024-11-10T22:31:32Z,1240000,False,,,0,,J. Hart BLOCK (1 BLK),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
127,PT02M00.00S,2024-11-10T22:31:31.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,27,25,2024-11-10T22:31:44Z,1250000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Restricted Area,0-8 Center,,,125.0,,,,,,,,,,,,,,,,,
129,PT02M00.00S,2024-11-10T22:31:46.0Z,1,REGULAR,foul,technical,['1freethrow'],204456,,,1610612754,27,25,2024-11-10T22:31:55Z,1270000,False,,,0,,T. McConnell technical FOUL (1 Tech),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,1627524.0,,,0.0,1.0,,,,,
130,PT02M00.00S,2024-11-10T22:32:11.2Z,1,REGULAR,freethrow,1 of 1,[],1628973,,,1610612754,27,26,2024-11-10T22:32:11Z,1280000,False,,,0,,J. Brunson technical Free Throw 1 of 1 (6 PTS),[1628973],1610612752.0,NYK,technical,,,Brunson,J. Brunson,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
131,PT02M00.00S,2024-11-10T22:32:12.4Z,1,REGULAR,substitution,out,[],1642402,,,1610612754,27,26,2024-11-10T22:32:20Z,1290000,False,,,0,,SUB out: E. Freeman,[1642402],1610612754.0,IND,,,,Freeman,E. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M00.00S,2024-11-10T22:32:12.4Z,1,REGULAR,substitution,out,[],1628973,,,1610612754,27,26,2024-11-10T22:32:20Z,1300000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M00.00S,2024-11-10T22:32:12.4Z,1,REGULAR,substitution,out,[],1630579,,,1610612754,27,26,2024-11-10T22:32:20Z,1310000,False,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M00.00S,2024-11-10T22:32:12.4Z,1,REGULAR,substitution,in,[],1626167,,,1610612754,27,26,2024-11-10T22:32:20Z,1320000,False,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M00.00S,2024-11-10T22:32:12.4Z,1,REGULAR,substitution,in,[],1642278,,,1610612754,27,26,2024-11-10T22:32:20Z,1330000,False,,,0,,SUB in: T. Kolek,[1642278],1610612752.0,NYK,,,,Kolek,T. Kolek,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M00.00S,2024-11-10T22:32:12.4Z,1,REGULAR,substitution,in,[],1626157,,,1610612754,27,26,2024-11-10T22:32:20Z,1340000,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M54.00S,2024-11-10T22:32:42.9Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1641716,70.9264126149803,51.14506740196079,1610612754,27,26,2024-11-10T22:32:56Z,1350000,False,6.0,221.0,1,right,MISS J. Walker 22' pullup Shot,[1641716],1610612754.0,IND,pullup,,,Walker,J. Walker,,,,,Mid-Range,16-24 Center,22.09,Missed,,,,,,,,,,,,,,,,,,
138,PT01M48.00S,2024-11-10T22:32:48.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,27,26,2024-11-10T22:32:56Z,1360000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Mid-Range,16-24 Center,,,137.0,,,,,,,,,,,,,,,,,
140,PT01M40.00S,2024-11-10T22:33:14.3Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626167,88.25558475689881,46.07843137254902,1610612754,27,26,2024-11-10T22:45:32Z,1380000,False,-20.0,58.0,1,right,MISS M. Turner 6' Hook,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,6.11,Missed,,,,,,,,,,,,,,,,,,
141,PT01M37.00S,2024-11-10T22:33:17.3Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,27,26,2024-11-10T22:33:18Z,1390000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,140.0,1.0,1.0,0.0,,,,,,,,,,,,,,
142,PT01M26.00S,2024-11-10T22:33:28.1Z,1,REGULAR,3pt,Jump Shot,[],1630540,23.340998685939553,88.48039215686273,1610612752,27,26,2024-11-10T22:33:32Z,1400000,False,-192.0,167.0,1,left,MISS M. McBride 25' 3PT,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Left Center,25.47,Missed,,,,,,,,,,,,,,,,,,
143,PT01M22.00S,2024-11-10T22:33:32.1Z,1,REGULAR,rebound,defensive,[],1642277,,,1610612754,27,26,2024-11-10T22:33:32Z,1410000,False,,,0,,J. Furphy REBOUND (Off:0 Def:1),[1642277],1610612754.0,IND,,,,Furphy,J. Furphy,,,,,Above the Break 3,24+ Left Center,,,142.0,1.0,1.0,0.0,,,,,,,,,,,,,,
144,PT01M02.00S,2024-11-10T22:33:51.7Z,1,REGULAR,2pt,Jump Shot,[],1631097,91.67214191852825,27.450980392156865,1610612754,27,26,2024-11-10T22:33:56Z,1420000,False,-113.0,26.0,1,right,MISS B. Mathurin 11' fadeaway Shot,[1631097],1610612754.0,IND,fadeaway,,,Mathurin,B. Mathurin,,,,,Mid-Range,8-16 Left,11.56,Missed,,,,,,,,,,,,,,,,,,
145,PT01M01.00S,2024-11-10T22:33:52.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,27,26,2024-11-10T22:48:33Z,1430000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Mid-Range,8-16 Left,,,144.0,,,,,,,,,,,,,,,,,
149,PT01M00.00S,2024-11-10T22:34:00.2Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612754,27,26,2024-11-10T22:34:16Z,1470000,False,,,0,,IND shot clock Team TURNOVER,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1155.0,,,,,,,,,
150,PT01M00.00S,2024-11-10T22:34:15.6Z,1,REGULAR,substitution,out,[],1631097,,,1610612752,27,26,2024-11-10T22:34:18Z,1480000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT01M00.00S,2024-11-10T22:34:15.6Z,1,REGULAR,substitution,in,[],1631245,,,1610612752,27,26,2024-11-10T22:34:18Z,1490000,False,,,0,,SUB in: Q. Jackson,[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M40.90S,2024-11-10T22:34:47.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626157,34.247700394218136,27.205882352941174,1610612752,27,26,2024-11-10T22:34:51Z,1500000,False,114.0,269.0,1,left,MISS K. Towns 29' 3PT,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,29.25,Missed,,,,,,,,,,,,,,,,,,
153,PT00M39.60S,2024-11-10T22:34:49.0Z,1,REGULAR,rebound,defensive,[],1641716,,,1610612754,27,26,2024-11-10T22:35:06Z,1510000,False,,,0,,J. Walker REBOUND (Off:0 Def:2),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Right Center,,,152.0,2.0,2.0,0.0,,,,,,,,,,,,,,
154,PT00M32.60S,2024-11-10T22:34:56.6Z,1,REGULAR,2pt,Jump Shot,[],204456,94.03745072273325,75.98039215686273,1610612754,29,26,2024-11-10T22:35:00Z,1520000,False,130.0,4.0,1,right,T. McConnell 12' pullup Jump Shot (2 PTS),[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Right,12.99,Made,,,,,2.0,,,,,,,,,,,,,
155,PT00M13.70S,2024-11-10T22:35:19.7Z,1,REGULAR,turnover,out-of-bounds,[],1628969,,,1610612752,29,26,2024-11-10T22:35:25Z,1530000,False,,,0,,M. Bridges step out-of-bounds TURNOVER (2 TO),[1628969],1610612752.0,NYK,step,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1155.0,,,,,,,2.0,,
156,PT00M13.70S,2024-11-10T22:35:24.4Z,1,REGULAR,substitution,out,[],1631245,,,1610612754,29,26,2024-11-10T22:35:28Z,1540000,False,,,0,,SUB out: Q. Jackson,[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M13.70S,2024-11-10T22:35:24.4Z,1,REGULAR,substitution,in,[],1630169,,,1610612754,29,26,2024-11-10T22:35:28Z,1550000,False,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M13.70S,2024-11-10T22:35:34.5Z,1,REGULAR,substitution,out,[],1642278,,,1610612754,29,26,2024-11-10T22:35:40Z,1560000,False,,,0,,SUB out: T. Kolek,[1642278],1610612752.0,NYK,,,,Kolek,T. Kolek,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M13.70S,2024-11-10T22:35:34.5Z,1,REGULAR,substitution,in,[],1628384,,,1610612754,29,26,2024-11-10T22:35:40Z,1570000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M07.50S,2024-11-10T22:35:59.5Z,1,REGULAR,foul,personal,[],1628969,,,1610612754,29,26,2024-11-10T22:36:08Z,1580000,False,,,0,,M. Bridges take personal FOUL (1 PF),"[1628969, 1630169]",1610612752.0,NYK,take,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1155.0,,,1.0,0.0,Haliburton,1630169.0,,,
163,PT00M00.00S,2024-11-10T22:37:13.4Z,1,REGULAR,period,end,[],0,,,1610612754,29,26,2024-11-10T22:37:13Z,1610000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2024-11-10T22:38:32.3Z,2,REGULAR,substitution,out,['startperiod'],1630169,,,1610612754,29,26,2024-11-10T22:39:07Z,1620000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2024-11-10T22:38:32.3Z,2,REGULAR,substitution,out,['startperiod'],1642277,,,1610612754,29,26,2024-11-10T22:39:07Z,1630000,False,,,0,,SUB out: J. Furphy,[1642277],1610612754.0,IND,,,,Furphy,J. Furphy,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2024-11-10T22:38:32.3Z,2,REGULAR,substitution,in,['startperiod'],1627783,,,1610612754,29,26,2024-11-10T22:39:07Z,1640000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2024-11-10T22:38:32.3Z,2,REGULAR,substitution,in,['startperiod'],1631245,,,1610612754,29,26,2024-11-10T22:39:07Z,1650000,False,,,0,,SUB in: Q. Jackson,[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2024-11-10T22:39:19.1Z,2,REGULAR,period,start,[],0,,,1610612754,29,26,2024-11-10T22:39:19Z,1660000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT11M48.00S,2024-11-10T22:39:30.1Z,2,REGULAR,2pt,Jump Shot,[],1631245,76.82325886990802,48.28431372549019,1610612754,31,26,2024-11-10T22:39:34Z,1670000,False,-9.0,165.0,1,right,Q. Jackson 16' pullup Jump Shot (2 PTS),[1631245],1610612754.0,IND,pullup,,,Jackson,Q. Jackson,,,,,Mid-Range,16-24 Center,16.56,Made,,,,,2.0,,,,,,,,,,,,,
170,PT11M24.00S,2024-11-10T22:39:53.8Z,2,REGULAR,3pt,Jump Shot,[],1628404,20.45006570302234,95.09803921568627,1610612752,31,26,2024-11-10T22:39:57Z,1680000,False,-225.0,140.0,1,left,MISS J. Hart 26' 3PT,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,26.53,Missed,,,,,,,,,,,,,,,,,,
171,PT11M22.00S,2024-11-10T22:39:55.8Z,2,REGULAR,rebound,defensive,[],1626167,,,1610612754,31,26,2024-11-10T22:39:57Z,1690000,False,,,0,,M. Turner REBOUND (Off:0 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,,,170.0,2.0,2.0,0.0,,,,,,,,,,,,,,
173,PT11M08.00S,2024-11-10T22:40:14.3Z,2,REGULAR,3pt,Jump Shot,[],204456,92.06636005256242,0.24509803921568626,1610612754,31,26,2024-11-10T22:40:23Z,1710000,False,-249.0,22.0,1,right,MISS T. McConnell 24' 3PT,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Left Corner 3,24+ Left,24.98,Missed,,,,,,,,,,,,,,,,,,
174,PT11M05.00S,2024-11-10T22:40:17.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612752,31,26,2024-11-10T22:40:23Z,1720000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Left Corner 3,24+ Left,,,173.0,,,,,,,,,,,,,,,,,
177,PT10M55.00S,2024-11-10T22:40:37.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630540,18.873193166885677,47.794117647058826,1610612752,31,26,2024-11-10T22:40:41Z,1740000,False,11.0,125.0,1,left,MISS M. McBride 12' pullup Shot,[1630540],1610612752.0,NYK,pullup,,,McBride,M. McBride,,,,,In The Paint (Non-RA),8-16 Center,12.54,Missed,,,,,,,,,,,,,,,,,,
178,PT10M52.00S,2024-11-10T22:40:39.9Z,2,REGULAR,rebound,offensive,[],1628969,,,1610612752,31,26,2024-11-10T22:40:39Z,1750000,False,,,0,,M. Bridges REBOUND (Off:1 Def:3),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,,,177.0,4.0,3.0,1.0,,,,,,,,,,,,,,
