actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
90,PT05M32.00S,2025-04-10T23:21:54.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641854,90.48948751642575,47.05882352941176,1610612739,17,16,2025-04-10T23:21:57Z,890000,False,-15.0,37.0,1,right,MISS C. Porter Jr. running Layup - blocked,"[1641854, 1630167]",1610612739.0,CLE,running,,,Porter Jr.,C. Porter Jr.,,,,,Restricted Area,0-8 Center,3.97,Missed,,,,,,,Toppin,1630167.0,,,,,,,,,,
91,PT05M32.00S,2025-04-10T23:21:54.3Z,1,REGULAR,block,,[],1630167,,,1610612739,17,16,2025-04-10T23:21:55Z,900000,False,,,0,,O. Toppin BLOCK (1 BLK),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
92,PT05M31.00S,2025-04-10T23:21:55.3Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612754,17,16,2025-04-10T23:21:57Z,910000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,90.0,1.0,1.0,0.0,,,,,,
93,PT05M26.00S,2025-04-10T23:22:02.3Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1629614,9.017739816031538,8.823529411764707,1610612754,17,16,2025-04-10T23:22:12Z,920000,False,206.0,32.0,1,left,MISS A. Nembhard 20' running Shot,[1629614],1610612754.0,IND,running,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Right,20.84,Missed,,,,,,,,,,,,,,,,,,
94,PT05M23.00S,2025-04-10T23:22:05.3Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,17,16,2025-04-10T23:22:12Z,930000,False,,,0,,J. Allen REBOUND (Off:1 Def:4),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,16-24 Right,,,,,,,,,,,93.0,5.0,4.0,1.0,,,,,,
95,PT05M13.00S,2025-04-10T23:22:13.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629660,82.60512483574244,44.36274509803921,1610612739,17,16,2025-04-10T23:22:15Z,940000,False,-28.0,111.0,1,right,MISS T. Jerome 11' driving floating bank Shot,[1629660],1610612739.0,CLE,driving floating bank,,,Jerome,T. Jerome,,,,,In The Paint (Non-RA),8-16 Center,11.45,Missed,,,,,,,,,,,,,,,,,,
96,PT05M12.00S,2025-04-10T23:22:14.3Z,1,REGULAR,rebound,offensive,[],1629660,,,1610612739,17,16,2025-04-10T23:22:15Z,950000,False,,,0,,T. Jerome REBOUND (Off:1 Def:0),[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,95.0,1.0,0.0,1.0,,,,,,
97,PT05M12.00S,2025-04-10T23:22:14.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629660,91.93495400788436,47.30392156862745,1610612739,17,18,2025-04-10T23:22:18Z,960000,False,-13.0,23.0,1,right,T. Jerome putback Layup (7 PTS),[1629660],1610612739.0,CLE,putback,,,Jerome,T. Jerome,,,,,Restricted Area,0-8 Center,2.69,Made,7.0,,,,,,,,,,,,,,,,,
98,PT05M02.00S,2025-04-10T23:22:24.6Z,1,REGULAR,3pt,Jump Shot,[],1626167,31.750985545335087,62.99019607843137,1610612754,17,18,2025-04-10T23:22:31Z,970000,False,-65.0,246.0,1,left,MISS M. Turner 25' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,25.44,Missed,,,,,,,,,,,,,,,,,,
99,PT04M58.00S,2025-04-10T23:22:28.6Z,1,REGULAR,rebound,defensive,[],1641854,,,1610612739,17,18,2025-04-10T23:22:34Z,980000,False,,,0,,C. Porter Jr. REBOUND (Off:0 Def:1),[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,98.0,1.0,1.0,0.0,,,,,,
100,PT04M52.00S,2025-04-10T23:22:36.8Z,1,REGULAR,turnover,out-of-bounds,[],1629631,,,1610612739,17,18,2025-04-10T23:22:44Z,990000,False,,,0,,D. Hunter step out-of-bounds TURNOVER (2 TO),[1629631],1610612739.0,CLE,step,,,Hunter,D. Hunter,,,,,Right Corner 3,24+ Right,,,,200832.0,,,,,,,,,,,,,,2.0,,
101,PT04M52.00S,2025-04-10T23:22:48.6Z,1,REGULAR,substitution,out,[],1629614,,,1610612754,17,18,2025-04-10T23:22:57Z,1000000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M52.00S,2025-04-10T23:22:48.6Z,1,REGULAR,substitution,out,[],1629631,,,1610612754,17,18,2025-04-10T23:22:57Z,1010000,False,,,0,,SUB out: D. Hunter,[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M52.00S,2025-04-10T23:22:48.6Z,1,REGULAR,substitution,in,[],204456,,,1610612754,17,18,2025-04-10T23:22:57Z,1020000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M52.00S,2025-04-10T23:22:48.6Z,1,REGULAR,substitution,in,[],1629750,,,1610612754,17,18,2025-04-10T23:22:57Z,1030000,False,,,0,,SUB in: J. Green,[1629750],1610612739.0,CLE,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M37.00S,2025-04-10T23:23:17.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630167,7.30946123521682,0.9803921568627451,1610612754,20,18,2025-04-10T23:23:20Z,1040000,False,245.0,16.0,1,left,O. Toppin 24' 3PT  (5 PTS) (T. Haliburton 2 AST),"[1630167, 1630169]",1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Right Corner 3,24+ Right,24.56,Made,5.0,,,,,,,,,,,,T. Haliburton,1630169.0,2.0,,,
107,PT04M23.00S,2025-04-10T23:23:31.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629750,92.59198423127464,51.470588235294116,1610612739,20,18,2025-04-10T23:23:34Z,1060000,False,7.0,17.0,1,right,MISS J. Green cutting DUNK - blocked,"[1629750, 1626167]",1610612739.0,CLE,cutting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.86,Missed,,,,,,,Turner,1626167.0,,,,,,,,,,
125,PT04M23.00S,2025-04-10T23:23:31.4Z,1,REGULAR,block,,[],1626167,,,1610612739,20,18,2025-04-10T23:27:43Z,1065000,False,,,0,,M. Turner BLOCK (1 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
108,PT04M22.00S,2025-04-10T23:23:32.4Z,1,REGULAR,rebound,defensive,[],1630167,,,1610612754,20,18,2025-04-10T23:23:34Z,1070000,False,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,107.0,1.0,1.0,0.0,,,,,,
109,PT04M18.00S,2025-04-10T23:23:36.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631097,8.623521681997373,50.0,1610612754,20,18,2025-04-10T23:23:40Z,1080000,False,0.0,29.0,1,left,MISS B. Mathurin running Layup - blocked,"[1631097, 1629660]",1610612754.0,IND,running,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,2.86,Missed,,,,,,,Jerome,1629660.0,,,,,,,,,,
110,PT04M18.00S,2025-04-10T23:23:36.6Z,1,REGULAR,block,,[],1629660,,,1610612754,20,18,2025-04-10T23:23:38Z,1090000,False,,,0,,T. Jerome BLOCK (1 BLK),[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
111,PT04M18.00S,2025-04-10T23:23:36.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612739,20,18,2025-04-10T23:23:40Z,1100000,False,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,109.0,,,,,,,,,
113,PT04M18.00S,2025-04-10T23:23:40.2Z,1,REGULAR,substitution,out,[],1629660,,,1610612739,20,18,2025-04-10T23:23:44Z,1120000,False,,,0,,SUB out: T. Jerome,[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M18.00S,2025-04-10T23:23:40.2Z,1,REGULAR,substitution,in,[],1630241,,,1610612739,20,18,2025-04-10T23:23:44Z,1130000,False,,,0,,SUB in: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT04M08.00S,2025-04-10T23:24:06.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641854,91.40932982917214,45.588235294117645,1610612739,20,18,2025-04-10T23:24:09Z,1140000,False,-22.0,28.0,1,right,MISS C. Porter Jr. driving Layup - blocked,"[1641854, 1626167]",1610612739.0,CLE,driving,,,Porter Jr.,C. Porter Jr.,,,,,Restricted Area,0-8 Center,3.59,Missed,,,,,,,Turner,1626167.0,,,,,,,,,,
116,PT04M08.00S,2025-04-10T23:24:06.1Z,1,REGULAR,block,,[],1626167,,,1610612739,20,18,2025-04-10T23:24:07Z,1150000,False,,,0,,M. Turner BLOCK (2 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
117,PT04M05.00S,2025-04-10T23:24:09.1Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612754,20,18,2025-04-10T23:24:09Z,1160000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:2),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,115.0,2.0,2.0,0.0,,,,,,
118,PT04M03.00S,2025-04-10T23:24:10.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630167,7.835085413929041,48.28431372549019,1610612754,22,18,2025-04-10T23:24:15Z,1170000,False,9.0,21.0,1,left,O. Toppin running DUNK (7 PTS) (T. McConnell 1 AST),"[1630167, 204456]",1610612754.0,IND,running,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,2.28,Made,7.0,,,,,,,,,,,,T. McConnell,204456.0,1.0,,,
120,PT04M02.00S,2025-04-10T23:24:13.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,22,18,2025-04-10T23:24:13Z,1190000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT04M02.00S,2025-04-10T23:27:02.0Z,1,REGULAR,substitution,out,[],1626167,,,1610612739,22,18,2025-04-10T23:27:18Z,1200000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT04M02.00S,2025-04-10T23:27:02.0Z,1,REGULAR,substitution,out,[],1628386,,,1610612739,22,18,2025-04-10T23:27:18Z,1210000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT04M02.00S,2025-04-10T23:27:02.0Z,1,REGULAR,substitution,in,[],1628418,,,1610612739,22,18,2025-04-10T23:27:18Z,1220000,False,,,0,,SUB in: T. Bryant,[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT04M02.00S,2025-04-10T23:27:02.0Z,1,REGULAR,substitution,in,[],202684,,,1610612739,22,18,2025-04-10T23:27:18Z,1230000,False,,,0,,SUB in: T. Thompson,[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M48.00S,2025-04-10T23:27:57.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641854,88.38699080157687,47.794117647058826,1610612739,22,18,2025-04-10T23:28:01Z,1240000,False,-11.0,57.0,1,right,MISS C. Porter Jr. driving Layup - blocked,"[1641854, 1630167]",1610612739.0,CLE,driving,,,Porter Jr.,C. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.78,Missed,,,,,,,Toppin,1630167.0,,,,,,,,,,
127,PT03M48.00S,2025-04-10T23:27:57.2Z,1,REGULAR,block,,[],1630167,,,1610612739,22,18,2025-04-10T23:27:58Z,1250000,False,,,0,,O. Toppin BLOCK (2 BLK),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
128,PT03M47.00S,2025-04-10T23:27:58.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,22,18,2025-04-10T23:28:01Z,1260000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,126.0,,,,,,,,,
130,PT03M41.00S,2025-04-10T23:28:26.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630171,92.59198423127464,53.67647058823529,1610612739,22,18,2025-04-10T23:28:30Z,1280000,False,18.0,17.0,1,right,MISS I. Okoro driving Layup,[1630171],1610612739.0,CLE,driving,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,2.51,Missed,,,,,,,,,,,,,,,,,,
131,PT03M39.00S,2025-04-10T23:28:28.6Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612754,22,18,2025-04-10T23:28:30Z,1290000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:3),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,130.0,3.0,3.0,0.0,,,,,,
132,PT03M35.00S,2025-04-10T23:28:32.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631097,8.360709592641262,3.9215686274509802,1610612754,25,18,2025-04-10T23:28:36Z,1300000,False,230.0,26.0,1,left,B. Mathurin 3PT running (5 PTS) (T. McConnell 2 AST),"[1631097, 204456]",1610612754.0,IND,running,,,Mathurin,B. Mathurin,,,,,Right Corner 3,24+ Right,23.19,Made,5.0,,,,,,,,,,,,T. McConnell,204456.0,2.0,,,
134,PT03M18.00S,2025-04-10T23:28:49.1Z,1,REGULAR,3pt,Jump Shot,[],1630171,76.69185282522996,7.8431372549019605,1610612739,25,18,2025-04-10T23:28:53Z,1320000,False,-211.0,167.0,1,right,MISS I. Okoro 26' 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Left Center,26.87,Missed,,,,,,,,,,,,,,,,,,
135,PT03M15.00S,2025-04-10T23:28:52.4Z,1,REGULAR,rebound,offensive,[],1641854,,,1610612739,25,18,2025-04-10T23:28:52Z,1330000,False,,,0,,C. Porter Jr. REBOUND (Off:1 Def:1),[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,134.0,2.0,1.0,1.0,,,,,,
136,PT03M10.00S,2025-04-10T23:28:57.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630241,70.12155059132719,23.52941176470588,1610612739,25,18,2025-04-10T23:29:02Z,1340000,False,-132.0,228.0,1,right,MISS S. Merrill 26' pullup 3PT,[1630241],1610612739.0,CLE,pullup,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Left Center,26.4,Missed,,,,,,,,,,,,,,,,,,
137,PT03M06.00S,2025-04-10T23:29:01.9Z,1,REGULAR,rebound,defensive,[],1628418,,,1610612754,25,18,2025-04-10T23:29:02Z,1350000,False,,,0,,T. Bryant REBOUND (Off:0 Def:1),[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,136.0,1.0,1.0,0.0,,,,,,
138,PT02M45.00S,2025-04-10T23:29:21.7Z,1,REGULAR,3pt,Jump Shot,[],1630167,20.97568988173456,94.85294117647058,1610612754,25,18,2025-04-10T23:29:25Z,1360000,False,-224.0,145.0,1,left,MISS O. Toppin 26' 3PT,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Left Center,26.69,Missed,,,,,,,,,,,,,,,,,,
139,PT02M43.00S,2025-04-10T23:29:23.7Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612739,25,18,2025-04-10T23:29:25Z,1370000,False,,,0,,I. Okoro REBOUND (Off:0 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,138.0,1.0,1.0,0.0,,,,,,
140,PT02M33.00S,2025-04-10T23:29:35.2Z,1,REGULAR,turnover,out-of-bounds,[],1641854,,,1610612739,25,18,2025-04-10T23:29:39Z,1380000,False,,,0,,C. Porter Jr. bad pass out-of-bounds TURNOVER (1 TO),[1641854],1610612739.0,CLE,bad pass,,,Porter Jr.,C. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,202901.0,,,,,,,,,,,,,,1.0,,
141,PT02M27.00S,2025-04-10T23:29:54.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630169,21.76412614980289,13.23529411764706,1610612754,25,18,2025-04-10T23:30:35Z,1390000,False,184.0,152.0,1,left,MISS T. Haliburton step back 3PT,[1630169],1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,23.86,Missed,,,,,,,,,,,,,,,,,,
142,PT02M24.00S,2025-04-10T23:29:57.2Z,1,REGULAR,rebound,defensive,[],1629750,,,1610612739,25,18,2025-04-10T23:29:58Z,1400000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1629750],1610612739.0,CLE,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,141.0,1.0,1.0,0.0,,,,,,
143,PT02M14.00S,2025-04-10T23:30:06.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202684,88.25558475689881,47.05882352941176,1610612739,25,18,2025-04-10T23:31:10Z,1410000,False,-15.0,58.0,1,right,MISS T. Thompson driving floating Shot,[202684],1610612739.0,CLE,driving floating,,,Thompson,T. Thompson,,,,,In The Paint (Non-RA),0-8 Center,5.97,Missed,,,,,,,,,,,,,,,,,,
144,PT02M12.00S,2025-04-10T23:30:08.9Z,1,REGULAR,rebound,offensive,[],202684,,,1610612739,25,18,2025-04-10T23:31:10Z,1420000,False,,,0,,T. Thompson REBOUND (Off:1 Def:0),[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,143.0,1.0,0.0,1.0,,,,,,
145,PT02M08.00S,2025-04-10T23:30:13.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629750,68.01905387647832,70.09803921568627,1610612739,25,18,2025-04-10T23:30:18Z,1430000,False,100.0,248.0,1,right,MISS J. Green 26' 3PT,[1629750],1610612739.0,CLE,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,26.77,Missed,,,,,,,,,,,,,,,,,,
146,PT02M04.00S,2025-04-10T23:30:17.5Z,1,REGULAR,rebound,offensive,[],1641854,,,1610612739,25,18,2025-04-10T23:30:18Z,1440000,False,,,0,,C. Porter Jr. REBOUND (Off:2 Def:1),[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,145.0,3.0,1.0,2.0,,,,,,
147,PT02M04.00S,2025-04-10T23:30:18.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631097,,,1610612739,25,18,2025-04-10T23:30:24Z,1450000,False,,,0,,B. Mathurin shooting personal FOUL (2 PF) (Porter Jr. 2 FT),"[1631097, 1641854]",1610612754.0,IND,shooting,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,202901.0,2.0,0.0,Porter Jr.,1641854.0,,,,,,,,,,,,
149,PT02M04.00S,2025-04-10T23:30:45.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1641854,,,1610612739,25,19,2025-04-10T23:30:45Z,1470000,False,,,0,,C. Porter Jr. Free Throw 1 of 2 (1 PTS),[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
150,PT02M04.00S,2025-04-10T23:30:45.5Z,1,REGULAR,substitution,out,[],1630169,,,1610612739,25,19,2025-04-10T23:30:51Z,1480000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT02M04.00S,2025-04-10T23:30:45.5Z,1,REGULAR,substitution,out,[],1630167,,,1610612739,25,19,2025-04-10T23:30:51Z,1490000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT02M04.00S,2025-04-10T23:30:45.5Z,1,REGULAR,substitution,in,[],1641716,,,1610612739,25,19,2025-04-10T23:30:51Z,1500000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT02M04.00S,2025-04-10T23:30:45.5Z,1,REGULAR,substitution,in,[],1627783,,,1610612739,25,19,2025-04-10T23:30:51Z,1510000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT02M04.00S,2025-04-10T23:30:45.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1641854,,,1610612739,25,19,2025-04-10T23:31:10Z,1520000,False,,,0,,MISS C. Porter Jr. Free Throw 2 of 2,[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
155,PT02M04.00S,2025-04-10T23:30:45.0Z,1,REGULAR,rebound,defensive,[],1641716,,,1610612754,25,19,2025-04-10T23:31:10Z,1530000,False,,,0,,J. Walker REBOUND (Off:0 Def:1),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,154.0,1.0,1.0,0.0,,,,,,
156,PT01M52.00S,2025-04-10T23:31:20.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631097,13.87976346911958,41.66666666666667,1610612754,25,19,2025-04-10T23:32:09Z,1540000,False,42.0,78.0,1,left,MISS B. Mathurin 8' driving floating Shot,[1631097],1610612754.0,IND,driving floating,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),8-16 Center,8.84,Missed,,,,,,,,,,,,,,,,,,
157,PT01M50.00S,2025-04-10T23:31:22.5Z,1,REGULAR,rebound,defensive,[],202684,,,1610612739,25,19,2025-04-10T23:31:23Z,1550000,False,,,0,,T. Thompson REBOUND (Off:1 Def:1),[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,156.0,2.0,1.0,1.0,,,,,,
158,PT01M42.00S,2025-04-10T23:31:30.8Z,1,REGULAR,3pt,Jump Shot,[],1630171,92.06636005256242,1.715686274509804,1610612739,25,19,2025-04-10T23:31:34Z,1560000,False,-241.0,22.0,1,right,MISS I. Okoro 24' 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Left Corner 3,24+ Left,24.24,Missed,,,,,,,,,,,,,,,,,,
159,PT01M39.00S,2025-04-10T23:31:33.8Z,1,REGULAR,rebound,defensive,[],1628418,,,1610612754,25,19,2025-04-10T23:31:34Z,1570000,False,,,0,,T. Bryant REBOUND (Off:0 Def:2),[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,Left Corner 3,24+ Left,,,,,,,,,,,158.0,2.0,2.0,0.0,,,,,,
160,PT01M21.00S,2025-04-10T23:31:51.9Z,1,REGULAR,2pt,Jump Shot,[],204456,20.97568988173456,46.32352941176471,1610612754,25,19,2025-04-10T23:31:55Z,1580000,False,18.0,145.0,1,left,MISS T. McConnell 14' pullup Shot,[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Center,14.59,Missed,,,,,,,,,,,,,,,,,,
161,PT01M18.00S,2025-04-10T23:31:54.9Z,1,REGULAR,rebound,defensive,[],202684,,,1610612739,25,19,2025-04-10T23:31:55Z,1590000,False,,,0,,T. Thompson REBOUND (Off:1 Def:2),[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,Mid-Range,8-16 Center,,,,,,,,,,,160.0,3.0,2.0,1.0,,,,,,
162,PT01M05.00S,2025-04-10T23:32:08.5Z,1,REGULAR,turnover,out-of-bounds,[],1641854,,,1610612739,25,19,2025-04-10T23:32:12Z,1600000,False,,,0,,C. Porter Jr. bad pass out-of-bounds TURNOVER (2 TO),[1641854],1610612739.0,CLE,bad pass,,,Porter Jr.,C. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,204058.0,,,,,,,,,,,,,,2.0,,
163,PT00M44.10S,2025-04-10T23:32:38.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],204456,18.2161629434954,5.147058823529411,1610612754,25,19,2025-04-10T23:32:42Z,1610000,False,224.0,119.0,1,left,MISS T. McConnell 25' 3PT,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Right Center,25.38,Missed,,,,,,,,,,,,,,,,,,
164,PT00M40.90S,2025-04-10T23:32:41.8Z,1,REGULAR,rebound,defensive,[],202684,,,1610612739,25,19,2025-04-10T23:32:42Z,1620000,False,,,0,,T. Thompson REBOUND (Off:1 Def:3),[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,163.0,4.0,3.0,1.0,,,,,,
165,PT00M32.20S,2025-04-10T23:32:50.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641854,86.41590013140605,49.01960784313725,1610612739,25,21,2025-04-11T00:07:23Z,1630000,False,-5.0,75.0,1,right,C. Porter Jr. 7' driving floating Jump Shot (3 PTS),[1641854],1610612739.0,CLE,driving floating,,,Porter Jr.,C. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.54,Made,3.0,,,,,,,,,,,,,,,,,
