actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
251,PT06M42.00S,2025-04-10T23:48:14.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,90.62089356110381,52.20588235294118,1610612739,38,41,2025-04-10T23:48:25Z,2490000,False,11.0,36.0,1,right,MISS J. Allen turnaround Hook - blocked,"[1628386, 1626167]",1610612739.0,CLE,turnaround,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,3.74,Missed,,,,,,,Turner,1626167.0,,,,,,,,,,
252,PT06M42.00S,2025-04-10T23:48:14.5Z,2,REGULAR,block,,[],1626167,,,1610612739,38,41,2025-04-10T23:48:16Z,2500000,False,,,0,,M. Turner BLOCK (3 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
253,PT06M39.00S,2025-04-10T23:48:17.5Z,2,REGULAR,rebound,offensive,[],1628386,,,1610612739,38,41,2025-04-10T23:48:25Z,2510000,False,,,0,,J. Allen REBOUND (Off:2 Def:4),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,251.0,6.0,4.0,2.0,,,,,,
254,PT06M36.00S,2025-04-10T23:48:19.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628386,93.38042049934296,46.568627450980394,1610612739,38,43,2025-04-10T23:48:26Z,2520000,False,-17.0,10.0,1,right,J. Allen putback Layup (3 PTS),[1628386],1610612739.0,CLE,putback,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,1.97,Made,3.0,,,,,,,,,,,,,,,,,
305,PT06M32.00S,2025-04-10T23:48:22.0Z,2,REGULAR,turnover,bad pass,[],1630169,,,1610612754,38,43,2025-04-10T23:58:52Z,2525000,False,,,0,,T. Haliburton bad pass TURNOVER (1 TO),"[1630169, 1629631]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,1.0,Hunter,1629631.0
306,PT06M32.00S,2025-04-10T23:48:22.0Z,2,REGULAR,steal,,[],1629631,,,1610612739,38,43,2025-04-10T23:58:52Z,2527500,False,,,0,,D. Hunter STEAL (2 STL),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
257,PT06M22.00S,2025-04-10T23:48:35.4Z,2,REGULAR,turnover,out-of-bounds,[],1629731,,,1610612739,38,43,2025-04-10T23:48:41Z,2550000,False,,,0,,D. Wade step out-of-bounds TURNOVER (1 TO),[1629731],1610612739.0,CLE,step,,,Wade,D. Wade,,,,,Left Corner 3,24+ Left,,,,202901.0,,,,,,,,,,,,,,1.0,,
258,PT06M10.00S,2025-04-10T23:48:59.7Z,2,REGULAR,foul,personal,[],1629660,,,1610612754,38,43,2025-04-10T23:49:13Z,2560000,False,,,0,,T. Jerome personal FOUL (1 PF),"[1629660, 1630167]",1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,In The Paint (Non-RA),0-8 Center,,,,202901.0,1.0,0.0,Toppin,1630167.0,,,,,,,,,,,,
260,PT05M59.00S,2025-04-10T23:49:27.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629614,31.882391590013142,76.22549019607843,1610612754,38,43,2025-04-10T23:49:31Z,2580000,False,-131.0,247.0,1,left,MISS A. Nembhard 27' pullup 3PT,[1629614],1610612754.0,IND,pullup,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,27.98,Missed,,,,,,,,,,,,,,,,,,
261,PT05M56.00S,2025-04-10T23:49:30.9Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,38,43,2025-04-10T23:49:33Z,2590000,False,,,0,,J. Allen REBOUND (Off:2 Def:5),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,260.0,7.0,5.0,2.0,,,,,,
262,PT05M46.00S,2025-04-10T23:49:41.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629731,86.5473061760841,37.00980392156863,1610612739,38,43,2025-04-10T23:49:45Z,2600000,False,-65.0,74.0,1,right,MISS D. Wade 9' fadeaway Shot,[1629731],1610612739.0,CLE,fadeaway,,,Wade,D. Wade,,,,,In The Paint (Non-RA),8-16 Left,9.85,Missed,,,,,,,,,,,,,,,,,,
263,PT05M43.00S,2025-04-10T23:49:44.2Z,2,REGULAR,rebound,defensive,[],1630174,,,1610612754,38,43,2025-04-10T23:49:45Z,2610000,False,,,0,,A. Nesmith REBOUND (Off:1 Def:1),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,262.0,2.0,1.0,1.0,,,,,,
264,PT05M30.00S,2025-04-10T23:49:56.9Z,2,REGULAR,3pt,Jump Shot,[],1630167,30.305519053876477,73.52941176470588,1610612754,38,43,2025-04-10T23:50:01Z,2620000,False,-118.0,232.0,1,left,MISS O. Toppin 26' 3PT,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Left Center,26.05,Missed,,,,,,,,,,,,,,,,,,
265,PT05M26.00S,2025-04-10T23:50:00.9Z,2,REGULAR,rebound,defensive,[],1629631,,,1610612739,38,43,2025-04-10T23:50:01Z,2630000,False,,,0,,D. Hunter REBOUND (Off:1 Def:4),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,264.0,5.0,4.0,1.0,,,,,,
266,PT05M20.00S,2025-04-10T23:50:06.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,93.64323258869908,46.568627450980394,1610612739,38,45,2025-04-10T23:53:59Z,2640000,False,-17.0,7.0,1,right,D. Hunter driving Layup (10 PTS),[1629631],1610612739.0,CLE,driving,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,1.87,Made,10.0,,,,,,,,,,,,,,,,,
267,PT05M20.00S,2025-04-10T23:50:10.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,38,45,2025-04-10T23:50:10Z,2650000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT05M20.00S,2025-04-10T23:53:21.4Z,2,REGULAR,substitution,out,[],1630167,,,1610612754,38,45,2025-04-10T23:53:31Z,2660000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT05M20.00S,2025-04-10T23:53:21.4Z,2,REGULAR,substitution,in,[],1627783,,,1610612754,38,45,2025-04-10T23:53:31Z,2670000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT05M04.00S,2025-04-10T23:54:00.0Z,2,REGULAR,2pt,Jump Shot,[],1627783,22.552562417871222,33.57843137254902,1610612754,38,45,2025-04-10T23:57:18Z,2680000,False,82.0,159.0,1,left,MISS P. Siakam 17' turnaround Shot,[1627783],1610612754.0,IND,turnaround,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Right Center,17.94,Missed,,,,,,,,,,,,,,,,,,
271,PT05M00.00S,2025-04-10T23:54:04.0Z,2,REGULAR,rebound,defensive,[],1629731,,,1610612739,38,45,2025-04-10T23:54:04Z,2690000,False,,,0,,D. Wade REBOUND (Off:0 Def:1),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,270.0,1.0,1.0,0.0,,,,,,
272,PT04M45.00S,2025-04-10T23:54:17.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629660,80.6340341655716,48.28431372549019,1610612739,38,47,2025-04-10T23:57:34Z,2700000,False,-9.0,130.0,1,right,T. Jerome 12' pullup Jump Shot (16 PTS),[1629660],1610612739.0,CLE,pullup,,,Jerome,T. Jerome,,,,,In The Paint (Non-RA),8-16 Center,12.98,Made,16.0,,,,,,,,,,,,,,,,,
273,PT04M29.00S,2025-04-10T23:54:33.7Z,2,REGULAR,3pt,Jump Shot,[],1626167,32.933639947437584,20.34313725490196,1610612754,38,47,2025-04-10T23:54:37Z,2710000,False,148.0,257.0,1,left,MISS M. Turner 29' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Right Center,29.68,Missed,,,,,,,,,,,,,,,,,,
274,PT04M26.00S,2025-04-10T23:54:36.7Z,2,REGULAR,rebound,defensive,[],1629631,,,1610612739,38,47,2025-04-10T23:54:37Z,2720000,False,,,0,,D. Hunter REBOUND (Off:1 Def:5),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,273.0,6.0,5.0,1.0,,,,,,
275,PT04M21.00S,2025-04-10T23:54:42.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,93.24901445466492,54.90196078431373,1610612739,38,47,2025-04-10T23:58:15Z,2730000,False,25.0,11.0,1,right,MISS D. Hunter driving Layup,[1629631],1610612739.0,CLE,driving,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,2.69,Missed,,,,,,,,,,,,,,,,,,
276,PT04M17.00S,2025-04-10T23:54:46.1Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612754,38,47,2025-04-10T23:54:47Z,2740000,False,,,0,,P. Siakam REBOUND (Off:0 Def:3),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,,,,,,275.0,3.0,3.0,0.0,,,,,,
277,PT04M05.00S,2025-04-10T23:54:57.3Z,2,REGULAR,3pt,Jump Shot,[],1630174,14.4053876478318,4.901960784313726,1610612754,41,47,2025-04-10T23:55:00Z,2750000,False,225.0,83.0,1,left,A. Nesmith 24' 3PT  (8 PTS) (T. Haliburton 3 AST),"[1630174, 1630169]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Right Corner 3,24+ Right,24.03,Made,8.0,,,,,,,,,,,,T. Haliburton,1630169.0,3.0,,,
279,PT03M45.00S,2025-04-10T23:55:18.1Z,2,REGULAR,3pt,Jump Shot,[],1629731,92.19776609724047,2.941176470588235,1610612739,41,47,2025-04-10T23:55:22Z,2770000,False,-235.0,21.0,1,right,MISS D. Wade 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Left Corner 3,24+ Left,23.62,Missed,,,,,,,,,,,,,,,,,,
280,PT03M42.00S,2025-04-10T23:55:21.1Z,2,REGULAR,rebound,defensive,[],1630174,,,1610612754,41,47,2025-04-10T23:55:22Z,2780000,False,,,0,,A. Nesmith REBOUND (Off:1 Def:2),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Left Corner 3,24+ Left,,,,,,,,,,,279.0,3.0,2.0,1.0,,,,,,
281,PT03M20.00S,2025-04-10T23:55:42.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629614,19.267411300919843,64.70588235294117,1610612754,41,47,2025-04-10T23:58:54Z,2790000,False,-74.0,129.0,1,left,MISS A. Nembhard 14' turnaround fadeaway Shot,[1629614],1610612754.0,IND,turnaround fadeaway,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Center,14.81,Missed,,,,,,,,,,,,,,,,,,
282,PT03M17.00S,2025-04-10T23:55:45.4Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,41,47,2025-04-10T23:55:47Z,2800000,False,,,0,,J. Allen REBOUND (Off:2 Def:6),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,281.0,8.0,6.0,2.0,,,,,,
283,PT03M11.00S,2025-04-10T23:55:51.2Z,2,REGULAR,3pt,Jump Shot,[],1629731,92.06636005256242,4.166666666666666,1610612739,41,47,2025-04-10T23:59:16Z,2810000,False,-229.0,22.0,1,right,MISS D. Wade 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Left Corner 3,24+ Left,23.03,Missed,,,,,,,,,,,,,,,,,,
284,PT03M08.00S,2025-04-10T23:55:54.2Z,2,REGULAR,rebound,offensive,[],1628386,,,1610612739,41,47,2025-04-10T23:59:16Z,2820000,False,,,0,,J. Allen REBOUND (Off:3 Def:6),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Left Corner 3,24+ Left,,,,,,,,,,,283.0,9.0,6.0,3.0,,,,,,
285,PT03M07.00S,2025-04-10T23:55:55.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629731,92.32917214191852,2.450980392156863,1610612739,41,50,2025-04-10T23:55:58Z,2830000,False,-238.0,20.0,1,right,D. Wade 3PT  (5 PTS) (J. Allen 1 AST),"[1629731, 1628386]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,Left Corner 3,24+ Left,23.85,Made,5.0,,,,,,,,,,,,J. Allen,1628386.0,1.0,,,
287,PT02M56.00S,2025-04-10T23:56:06.3Z,2,REGULAR,3pt,Jump Shot,[],1627783,23.603810775295663,88.48039215686273,1610612754,44,50,2025-04-10T23:56:10Z,2850000,False,-192.0,169.0,1,left,P. Siakam 25' 3PT  (5 PTS) (T. Haliburton 4 AST),"[1627783, 1630169]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,25.63,Made,5.0,,,,,,,,,,,,T. Haliburton,1630169.0,4.0,,,
289,PT02M43.00S,2025-04-10T23:56:22.9Z,2,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612739,44,50,2025-04-10T23:56:32Z,2870000,False,,,0,,A. Nesmith shooting personal FOUL (2 PF) (Hunter 2 FT),"[1630174, 1629631]",1610612754.0,IND,shooting,,,Nesmith,A. Nesmith,,,,,Mid-Range,8-16 Left,,,,204058.0,2.0,0.0,Hunter,1629631.0,,,,,,,,,,,,
291,PT02M43.00S,2025-04-10T23:56:47.3Z,2,REGULAR,freethrow,1 of 2,[],1629631,,,1610612739,44,51,2025-04-10T23:56:47Z,2890000,False,,,0,,D. Hunter Free Throw 1 of 2 (11 PTS),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
292,PT02M43.00S,2025-04-10T23:56:47.8Z,2,REGULAR,substitution,out,[],1629660,,,1610612739,44,51,2025-04-10T23:56:58Z,2900000,False,,,0,,SUB out: T. Jerome,[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT02M43.00S,2025-04-10T23:56:47.8Z,2,REGULAR,substitution,in,[],1629750,,,1610612739,44,51,2025-04-10T23:56:58Z,2910000,False,,,0,,SUB in: J. Green,[1629750],1610612739.0,CLE,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT02M43.00S,2025-04-10T23:57:09.1Z,2,REGULAR,freethrow,2 of 2,[],1629631,,,1610612739,44,52,2025-04-10T23:57:09Z,2920000,False,,,0,,D. Hunter Free Throw 2 of 2 (12 PTS),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
295,PT02M31.00S,2025-04-10T23:57:22.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630174,8.886333771353483,55.88235294117647,1610612754,46,52,2025-04-10T23:57:25Z,2930000,False,-29.0,31.0,1,left,A. Nesmith driving Layup (10 PTS) (T. Haliburton 5 AST),"[1630174, 1630169]",1610612754.0,IND,driving,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,4.27,Made,10.0,,,,,,,,,,,,T. Haliburton,1630169.0,5.0,,,
297,PT02M12.00S,2025-04-10T23:57:41.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641854,90.62089356110381,54.41176470588235,1610612739,46,54,2025-04-10T23:57:44Z,2950000,False,22.0,36.0,1,right,C. Porter Jr. Layup (5 PTS) (J. Green 1 AST),"[1641854, 1629750]",1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,Restricted Area,0-8 Center,4.2,Made,5.0,,,,,,,,,,,,J. Green,1629750.0,1.0,,,
299,PT02M01.00S,2025-04-10T23:57:51.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630174,7.5722733245729295,37.5,1610612754,48,54,2025-04-10T23:57:55Z,2970000,False,62.0,19.0,1,left,A. Nesmith 6' floating Jump Shot (12 PTS) (T. Haliburton 6 AST),"[1630174, 1630169]",1610612754.0,IND,floating,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),0-8 Center,6.52,Made,12.0,,,,,,,,,,,,T. Haliburton,1630169.0,6.0,,,
301,PT01M48.00S,2025-04-10T23:58:07.4Z,2,REGULAR,turnover,out-of-bounds,[],1629750,,,1610612739,48,54,2025-04-10T23:58:12Z,2990000,False,,,0,,J. Green lost ball out-of-bounds TURNOVER (1 TO),[1629750],1610612739.0,CLE,lost ball,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,200832.0,,,,,,,,,,,,,,1.0,,
302,PT01M48.00S,2025-04-10T23:58:16.9Z,2,REGULAR,substitution,out,[],1629631,,,1610612754,48,54,2025-04-10T23:58:18Z,3000000,False,,,0,,SUB out: D. Hunter,[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT01M48.00S,2025-04-10T23:58:16.9Z,2,REGULAR,substitution,in,[],1630171,,,1610612754,48,54,2025-04-10T23:58:18Z,3010000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT01M33.00S,2025-04-10T23:58:44.3Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630169,20.45006570302234,32.35294117647059,1610612754,50,54,2025-04-10T23:58:48Z,3020000,False,88.0,140.0,1,left,T. Haliburton 16' pullup Jump Shot (5 PTS),[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Right Center,16.52,Made,5.0,,,,,,,,,,,,,,,,,
307,PT01M17.00S,2025-04-10T23:58:58.7Z,2,REGULAR,2pt,Jump Shot,[],1641854,76.5604467805519,50.73529411764706,1610612739,50,54,2025-04-10T23:59:02Z,3030000,False,4.0,168.0,1,right,MISS C. Porter Jr. 16' step back Shot,[1641854],1610612739.0,CLE,step back,,,Porter Jr.,C. Porter Jr.,,,,,Mid-Range,16-24 Center,16.78,Missed,,,,,,,,,,,,,,,,,,
308,PT01M15.00S,2025-04-10T23:59:00.7Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612754,50,54,2025-04-10T23:59:02Z,3040000,False,,,0,,P. Siakam REBOUND (Off:0 Def:4),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Center,,,,,,,,,,,307.0,4.0,4.0,0.0,,,,,,
309,PT01M04.00S,2025-04-10T23:59:13.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,5.469776609724048,48.03921568627451,1610612754,52,54,2025-04-11T00:02:45Z,3050000,False,10.0,-1.0,1,left,M. Turner cutting Layup (7 PTS) (P. Siakam 1 AST),"[1626167, 1627783]",1610612754.0,IND,cutting,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,0.99,Made,7.0,,,,,,,,,,,,P. Siakam,1627783.0,1.0,,,
311,PT00M49.80S,2025-04-10T23:59:27.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,87.33574244415243,40.931372549019606,1610612739,52,54,2025-04-10T23:59:31Z,3070000,False,-45.0,67.0,1,right,MISS J. Allen 8' turnaround Hook,[1628386],1610612739.0,CLE,turnaround,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Left,8.05,Missed,,,,,,,,,,,,,,,,,,
312,PT00M48.00S,2025-04-10T23:59:29.6Z,2,REGULAR,rebound,defensive,[],1626167,,,1610612754,52,54,2025-04-10T23:59:31Z,3080000,False,,,0,,M. Turner REBOUND (Off:0 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,311.0,2.0,2.0,0.0,,,,,,
313,PT00M35.20S,2025-04-10T23:59:42.4Z,2,REGULAR,3pt,Jump Shot,[],1626167,33.98488830486202,23.03921568627451,1610612754,52,54,2025-04-10T23:59:47Z,3090000,False,135.0,267.0,1,left,MISS M. Turner 29' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Right Center,29.91,Missed,,,,,,,,,,,,,,,,,,
314,PT00M31.20S,2025-04-10T23:59:46.4Z,2,REGULAR,rebound,defensive,[],1629731,,,1610612739,52,54,2025-04-10T23:59:47Z,3100000,False,,,0,,D. Wade REBOUND (Off:0 Def:2),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,313.0,2.0,2.0,0.0,,,,,,
315,PT00M21.70S,2025-04-10T23:59:56.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641854,93.64323258869908,51.71568627450981,1610612739,52,56,2025-04-10T23:59:59Z,3110000,False,9.0,7.0,1,right,C. Porter Jr. driving DUNK (7 PTS),[1641854],1610612739.0,CLE,driving,,,Porter Jr.,C. Porter Jr.,,,,,Restricted Area,0-8 Center,1.13,Made,7.0,,,,,,,,,,,,,,,,,
316,PT00M05.90S,2025-04-11T00:00:16.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630174,13.748357424441524,39.21568627450981,1610612754,52,56,2025-04-11T00:03:31Z,3120000,False,54.0,77.0,1,left,MISS A. Nesmith 9' driving floating Shot,[1630174],1610612754.0,IND,driving floating,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),8-16 Right,9.37,Missed,,,,,,,,,,,,,,,,,,
317,PT00M02.90S,2025-04-11T00:00:19.4Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,52,56,2025-04-11T00:03:31Z,3130000,False,,,0,,J. Allen REBOUND (Off:3 Def:7),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,316.0,10.0,7.0,3.0,,,,,,
318,PT00M00.30S,2025-04-11T00:00:21.9Z,2,REGULAR,3pt,Jump Shot,[],1641854,41.343626806833115,51.71568627450981,1610612739,52,56,2025-04-11T00:03:48Z,3140000,False,9.0,499.0,1,right,MISS C. Porter Jr. 49' pullup bank 3PT,[1641854],1610612739.0,CLE,pullup bank,,,Porter Jr.,C. Porter Jr.,,,,,Above the Break 3,24+ Center,49.9,Missed,,,,,,,,,,,,,,,,,,
319,PT00M00.30S,2025-04-11T00:00:21.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612739,52,56,2025-04-11T00:00:30Z,3150000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,318.0,,,,,,,,,
320,PT00M00.00S,2025-04-11T00:00:24.9Z,2,REGULAR,period,end,[],0,,,1610612739,52,56,2025-04-11T00:00:24Z,3160000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2025-04-11T00:16:38.3Z,3,REGULAR,substitution,out,['startperiod'],1629750,,,1610612739,52,56,2025-04-11T00:17:21Z,3170000,False,,,0,,SUB out: J. Green,[1629750],1610612739.0,CLE,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2025-04-11T00:16:38.3Z,3,REGULAR,substitution,out,['startperiod'],1641854,,,1610612739,52,56,2025-04-11T00:17:21Z,3180000,False,,,0,,SUB out: C. Porter Jr.,[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2025-04-11T00:16:38.3Z,3,REGULAR,substitution,out,['startperiod'],1628386,,,1610612739,52,56,2025-04-11T00:17:21Z,3190000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2025-04-11T00:16:38.3Z,3,REGULAR,substitution,in,['startperiod'],1630241,,,1610612739,52,56,2025-04-11T00:17:21Z,3200000,False,,,0,,SUB in: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2025-04-11T00:16:38.3Z,3,REGULAR,substitution,in,['startperiod'],1629631,,,1610612739,52,56,2025-04-11T00:17:21Z,3210000,False,,,0,,SUB in: D. Hunter,[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2025-04-11T00:16:38.3Z,3,REGULAR,substitution,in,['startperiod'],1629660,,,1610612739,52,56,2025-04-11T00:17:21Z,3220000,False,,,0,,SUB in: T. Jerome,[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2025-04-11T00:17:46.3Z,3,REGULAR,period,start,[],0,,,1610612739,52,56,2025-04-11T00:17:46Z,3230000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT11M41.00S,2025-04-11T00:18:06.2Z,3,REGULAR,foul,personal,[],1629614,,,1610612739,52,56,2025-04-11T00:18:12Z,3240000,False,,,0,,A. Nembhard personal FOUL (2 PF),"[1629614, 1629660]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Right Center,,,,200832.0,2.0,0.0,Jerome,1629660.0,,,,,,,,,,,,
330,PT11M34.00S,2025-04-11T00:18:33.5Z,3,REGULAR,3pt,Jump Shot,[],1629660,31.09395532194481,69.11764705882352,1610612739,52,59,2025-04-11T00:18:37Z,3260000,False,-96.0,240.0,1,left,T. Jerome 25' 3PT pullup (19 PTS) (I. Okoro 1 AST),"[1629660, 1630171]",1610612739.0,CLE,pullup,,,Jerome,T. Jerome,,,,,Above the Break 3,24+ Left Center,25.82,Made,19.0,,,,,,,,,,,,I. Okoro,1630171.0,1.0,,,
332,PT11M05.00S,2025-04-11T00:19:02.4Z,3,REGULAR,2pt,Jump Shot,[],1630174,90.22667542706965,79.41176470588235,1610612754,52,59,2025-04-11T00:19:05Z,3280000,False,147.0,39.0,1,right,MISS A. Nesmith 15' pullup Shot,[1630174],1610612754.0,IND,pullup,,,Nesmith,A. Nesmith,,,,,Mid-Range,8-16 Right,15.23,Missed,,,,,,,,,,,,,,,,,,
