actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,descriptor,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoveredName,jumpBallRecoverdPersonId,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId
85,PT05M45.00S,2025-03-02T22:23:06.8Z,1,REGULAR,block,,[],1641763,,,1610612754,19,12,2025-03-02T22:23:08Z,850000,False,,,0,,J. Phillips BLOCK (1 BLK),[1641763],1610612741.0,CHI,,Phillips,J. Phillips,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M45.00S,2025-03-02T22:23:06.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,19,12,2025-03-02T22:23:11Z,860000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,Restricted Area,0-8 Center,,,,,,,,,,,84.0,,,,,,,,,,,,,,,
88,PT05M45.00S,2025-03-02T22:23:11.3Z,1,REGULAR,substitution,out,[],1630174,,,1610612754,19,12,2025-03-02T22:23:27Z,880000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M45.00S,2025-03-02T22:23:11.3Z,1,REGULAR,substitution,out,[],1630581,,,1610612754,19,12,2025-03-02T22:23:27Z,890000,False,,,0,,SUB out: J. Giddey,[1630581],1610612741.0,CHI,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M45.00S,2025-03-02T22:23:11.3Z,1,REGULAR,substitution,in,[],1641716,,,1610612754,19,12,2025-03-02T22:23:27Z,900000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M45.00S,2025-03-02T22:23:11.3Z,1,REGULAR,substitution,in,[],1629632,,,1610612754,19,12,2025-03-02T22:23:27Z,910000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M40.00S,2025-03-02T22:23:40.7Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1630169,24.917871222076215,47.549019607843135,1610612754,19,12,2025-03-02T22:23:49Z,920000,False,12.0,182.0,1,left,MISS T. Haliburton 18' pullup Shot,[1630169],1610612754.0,IND,,Haliburton,T. Haliburton,Mid-Range,16-24 Center,18.21,Missed,,,,,pullup,,,,,,,,,,,,,,,,,,,
93,PT05M35.00S,2025-03-02T22:23:45.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612741,19,12,2025-03-02T22:23:49Z,930000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,Mid-Range,16-24 Center,,,,,,,,,,,92.0,,,,,,,,,,,,,,,
95,PT05M18.00S,2025-03-02T22:24:11.7Z,1,REGULAR,3pt,Jump Shot,[],1641763,70.90998685939553,17.15686274509804,1610612741,19,12,2025-03-02T22:24:17Z,950000,False,-164.0,221.0,1,right,MISS J. Phillips 27' 3PT,[1641763],1610612741.0,CHI,,Phillips,J. Phillips,Above the Break 3,24+ Left Center,27.52,Missed,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M15.00S,2025-03-02T22:24:14.7Z,1,REGULAR,rebound,defensive,[],1630167,,,1610612754,19,12,2025-03-02T22:24:17Z,960000,False,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612754.0,IND,,Toppin,O. Toppin,Above the Break 3,24+ Left Center,,,,,,,,,,,95.0,1.0,1.0,0.0,,,,,,,,,,,,
97,PT05M04.00S,2025-03-02T22:24:25.4Z,1,REGULAR,3pt,Jump Shot,[],1641716,8.360709592641262,95.34313725490196,1610612754,19,12,2025-03-02T22:24:29Z,970000,False,-227.0,26.0,1,left,MISS J. Walker 3PT,[1641716],1610612754.0,IND,,Walker,J. Walker,Left Corner 3,24+ Left,22.82,Missed,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M59.00S,2025-03-02T22:24:30.4Z,1,REGULAR,rebound,defensive,[],1641763,,,1610612741,19,12,2025-03-02T22:24:29Z,980000,False,,,0,,J. Phillips REBOUND (Off:0 Def:1),[1641763],1610612741.0,CHI,,Phillips,J. Phillips,Left Corner 3,24+ Left,,,,,,,,,,,97.0,1.0,1.0,0.0,,,,,,,,,,,,
99,PT04M50.00S,2025-03-02T22:24:38.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629659,85.3646517739816,44.6078431372549,1610612741,19,14,2025-03-02T22:24:43Z,990000,False,-27.0,85.0,1,right,T. Horton-Tucker 8' turnaround fadeaway Jump Shot (2 PTS),[1629659],1610612741.0,CHI,,Horton-Tucker,T. Horton-Tucker,In The Paint (Non-RA),8-16 Center,8.93,Made,2.0,,,,turnaround fadeaway,,,,,,,,,,,,,,,,,,,
100,PT04M36.00S,2025-03-02T22:24:53.4Z,1,REGULAR,3pt,Jump Shot,[],1630169,35.955978975032856,27.696078431372552,1610612754,19,14,2025-03-02T22:24:58Z,1000000,False,112.0,285.0,1,left,MISS T. Haliburton 30' pullup 3PT,[1630169],1610612754.0,IND,,Haliburton,T. Haliburton,Above the Break 3,24+ Right Center,30.65,Missed,,,,,pullup,,,,,,,,,,,,,,,,,,,
101,PT04M33.00S,2025-03-02T22:24:56.4Z,1,REGULAR,rebound,defensive,[],1628380,,,1610612741,19,14,2025-03-02T22:24:58Z,1010000,False,,,0,,Z. Collins REBOUND (Off:0 Def:2),[1628380],1610612741.0,CHI,,Collins,Z. Collins,Above the Break 3,24+ Right Center,,,,,,,,,,,100.0,2.0,2.0,0.0,,,,,,,,,,,,
103,PT04M20.00S,2025-03-02T22:25:11.6Z,1,REGULAR,substitution,out,[],1628380,,,1610612741,19,14,2025-03-02T22:25:20Z,1030000,False,,,0,,SUB out: Z. Collins,[1628380],1610612741.0,CHI,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M20.00S,2025-03-02T22:25:11.6Z,1,REGULAR,substitution,in,[],1630188,,,1610612741,19,14,2025-03-02T22:25:20Z,1040000,False,,,0,,SUB in: J. Smith,[1630188],1610612741.0,CHI,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M12.00S,2025-03-02T22:25:40.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628975,93.24901445466492,50.73529411764706,1610612741,19,16,2025-03-02T22:25:44Z,1050000,False,4.0,11.0,1,right,J. Carter driving DUNK (2 PTS),[1628975],1610612741.0,CHI,,Carter,J. Carter,Restricted Area,0-8 Center,1.16,Made,2.0,,,,driving,,,,,,,,,,,,,,,,,,,
106,PT03M58.00S,2025-03-02T22:25:54.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,12.302890932982917,36.27450980392157,1610612754,21,16,2025-03-02T22:25:59Z,1060000,False,69.0,63.0,1,left,T. Haliburton 9' driving floating Jump Shot (5 PTS) (O. Toppin 1 AST),"[1630169, 1630167]",1610612754.0,IND,,Haliburton,T. Haliburton,In The Paint (Non-RA),8-16 Right,9.32,Made,5.0,O. Toppin,1630167.0,1.0,driving floating,,,,,,,,,,,,,,,,,,,
108,PT03M39.00S,2025-03-02T22:26:13.0Z,1,REGULAR,2pt,Jump Shot,[],1629632,89.04402102496715,30.88235294117647,1610612741,21,18,2025-03-02T22:26:16Z,1080000,False,-96.0,50.0,1,right,C. White 10' turnaround fadeaway Jump Shot (4 PTS),[1629632],1610612741.0,CHI,,White,C. White,Mid-Range,8-16 Left,10.81,Made,4.0,,,,turnaround fadeaway,,,,,,,,,,,,,,,,,,,
109,PT03M25.00S,2025-03-02T22:26:28.3Z,1,REGULAR,turnover,lost ball,[],1629614,,,1610612754,21,18,2025-03-02T22:26:30Z,1090000,False,,,0,,A. Nembhard lost ball TURNOVER (1 TO),"[1629614, 1629632]",1610612754.0,IND,,Nembhard,A. Nembhard,Mid-Range,16-24 Right,,,,,,,,1.0,White,1629632.0,,,,,,,,,,,,,,,,
110,PT03M25.00S,2025-03-02T22:26:28.3Z,1,REGULAR,steal,,[],1629632,,,1610612741,21,18,2025-03-02T22:26:29Z,1100000,False,,,0,,C. White STEAL (1 STL),[1629632],1610612741.0,CHI,,White,C. White,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M21.00S,2025-03-02T22:26:32.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629632,70.12155059132719,19.11764705882353,1610612741,21,18,2025-03-02T22:26:38Z,1110000,False,-154.0,228.0,1,right,MISS C. White 27' running pullup 3PT,[1629632],1610612741.0,CHI,,White,C. White,Above the Break 3,24+ Left Center,27.57,Missed,,,,,running pullup,,,,,,,,,,,,,,,,,,,
112,PT03M16.00S,2025-03-02T22:26:37.6Z,1,REGULAR,rebound,offensive,[],1630188,,,1610612741,21,18,2025-03-02T22:26:37Z,1120000,False,,,0,,J. Smith REBOUND (Off:1 Def:0),[1630188],1610612741.0,CHI,,Smith,J. Smith,Above the Break 3,24+ Left Center,,,,,,,,,,,111.0,1.0,0.0,1.0,,,,,,,,,,,,
113,PT03M07.00S,2025-03-02T22:26:46.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629632,87.86136662286465,43.627450980392155,1610612741,21,20,2025-03-02T22:26:50Z,1130000,False,-32.0,62.0,1,right,C. White 6' turnaround fadeaway bank Jump Shot (6 PTS),[1629632],1610612741.0,CHI,,White,C. White,In The Paint (Non-RA),0-8 Center,6.94,Made,6.0,,,,turnaround fadeaway bank,,,,,,,,,,,,,,,,,,,
114,PT03M05.00S,2025-03-02T22:26:50.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,21,20,2025-03-02T22:26:50Z,1140000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M05.00S,2025-03-02T22:28:37.6Z,1,REGULAR,substitution,out,[],1630169,,,1610612754,21,20,2025-03-02T22:29:23Z,1150000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M05.00S,2025-03-02T22:28:37.6Z,1,REGULAR,substitution,out,[],1629614,,,1610612754,21,20,2025-03-02T22:29:23Z,1160000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M05.00S,2025-03-02T22:28:37.6Z,1,REGULAR,substitution,out,[],1628975,,,1610612754,21,20,2025-03-02T22:29:23Z,1170000,False,,,0,,SUB out: J. Carter,[1628975],1610612741.0,CHI,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M05.00S,2025-03-02T22:28:37.6Z,1,REGULAR,substitution,in,[],204456,,,1610612754,21,20,2025-03-02T22:29:23Z,1180000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M05.00S,2025-03-02T22:28:37.6Z,1,REGULAR,substitution,in,[],1641767,,,1610612754,21,20,2025-03-02T22:29:23Z,1190000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M05.00S,2025-03-02T22:28:37.6Z,1,REGULAR,substitution,in,[],1630200,,,1610612754,21,20,2025-03-02T22:29:23Z,1200000,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M49.00S,2025-03-02T22:30:00.9Z,1,REGULAR,turnover,bad pass,[],204456,,,1610612754,21,20,2025-03-02T22:30:03Z,1210000,False,,,0,,T. McConnell bad pass TURNOVER (1 TO),"[204456, 1629659]",1610612754.0,IND,,McConnell,T. McConnell,Mid-Range,16-24 Right Center,,,,,,,,1.0,Horton-Tucker,1629659.0,,,,,,,,,,,,,,,,
122,PT02M49.00S,2025-03-02T22:30:00.9Z,1,REGULAR,steal,,[],1629659,,,1610612741,21,20,2025-03-02T22:30:02Z,1220000,False,,,0,,T. Horton-Tucker STEAL (1 STL),[1629659],1610612741.0,CHI,,Horton-Tucker,T. Horton-Tucker,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M45.00S,2025-03-02T22:30:04.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629659,91.67214191852825,50.49019607843137,1610612741,21,20,2025-03-02T22:30:08Z,1230000,False,2.0,26.0,1,right,MISS T. Horton-Tucker running finger roll Layup,[1629659],1610612741.0,CHI,,Horton-Tucker,T. Horton-Tucker,Restricted Area,0-8 Center,2.59,Missed,,,,,running finger roll,,,,,,,,,,,,,,,,,,,
124,PT02M43.00S,2025-03-02T22:30:07.2Z,1,REGULAR,rebound,offensive,[],1641763,,,1610612741,21,20,2025-03-02T22:30:07Z,1240000,False,,,0,,J. Phillips REBOUND (Off:1 Def:1),[1641763],1610612741.0,CHI,,Phillips,J. Phillips,Restricted Area,0-8 Center,,,,,,,,,,,123.0,2.0,1.0,1.0,,,,,,,,,,,,
125,PT02M43.00S,2025-03-02T22:30:07.2Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1641763,94.40999984741211,50.0,1610612741,21,22,2025-03-02T22:30:15Z,1250000,False,0.0,0.0,1,right,J. Phillips tip DUNK (2 PTS),[1641763],1610612741.0,CHI,,Phillips,J. Phillips,Restricted Area,0-8 Center,0.0,Made,2.0,,,,tip,,,,,,,,,,,,,,,,,,,
126,PT02M28.00S,2025-03-02T22:30:21.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630167,4.812746386333772,49.754901960784316,1610612754,23,22,2025-03-02T22:30:24Z,1260000,False,1.0,-7.0,1,left,O. Toppin alley-oop DUNK (2 PTS) (J. Walker 1 AST),"[1630167, 1641716]",1610612754.0,IND,,Toppin,O. Toppin,Restricted Area,0-8 Center,0.74,Made,2.0,J. Walker,1641716.0,1.0,alley-oop,,,,,,,,,,,,,,,,,,,
128,PT02M12.00S,2025-03-02T22:30:37.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,89.96386333771353,56.372549019607845,1610612741,23,24,2025-03-02T22:30:41Z,1280000,False,32.0,42.0,1,right,T. Jones driving Layup (2 PTS) (J. Smith 1 AST),"[1630200, 1630188]",1610612741.0,CHI,,Jones,T. Jones,In The Paint (Non-RA),0-8 Center,5.26,Made,2.0,J. Smith,1630188.0,1.0,driving,,,,,,,,,,,,,,,,,,,
130,PT01M53.00S,2025-03-02T22:30:56.4Z,1,REGULAR,3pt,Jump Shot,[],204456,9.543363994743759,5.392156862745098,1610612754,26,24,2025-03-02T22:31:00Z,1300000,False,223.0,37.0,1,left,T. McConnell 3PT  (3 PTS) (J. Walker 2 AST),"[204456, 1641716]",1610612754.0,IND,,McConnell,T. McConnell,Right Corner 3,24+ Right,22.61,Made,3.0,J. Walker,1641716.0,2.0,,,,,,,,,,,,,,,,,,,,
133,PT01M41.00S,2025-03-02T22:31:23.3Z,1,REGULAR,3pt,Jump Shot,[],1630188,66.17936925098554,53.431372549019606,1610612741,26,24,2025-03-02T22:31:27Z,1330000,False,17.0,265.0,1,right,MISS J. Smith 26' 3PT,[1630188],1610612741.0,CHI,,Smith,J. Smith,Above the Break 3,24+ Center,26.6,Missed,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M39.00S,2025-03-02T22:31:25.3Z,1,REGULAR,rebound,defensive,[],1641767,,,1610612754,26,24,2025-03-02T22:31:27Z,1340000,False,,,0,,B. Sheppard REBOUND (Off:0 Def:1),[1641767],1610612754.0,IND,,Sheppard,B. Sheppard,Above the Break 3,24+ Center,,,,,,,,,,,133.0,1.0,1.0,0.0,,,,,,,,,,,,
135,PT01M33.00S,2025-03-02T22:31:33.1Z,1,REGULAR,foul,offensive,[],1630167,,,1610612754,26,24,2025-03-02T22:31:38Z,1350000,False,,,0,,O. Toppin offensive FOUL (1 PF),"[1630167, 1641763]",1610612754.0,IND,2005.0,Toppin,O. Toppin,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,1.0,0.0,Phillips,1641763.0,,,,,,,,
137,PT01M33.00S,2025-03-02T22:31:33.1Z,1,REGULAR,turnover,offensive foul,[],1630167,,,1610612754,26,24,2025-03-02T22:31:33Z,1370000,False,,,0,,O. Toppin offensive foul TURNOVER (1 TO),[1630167],1610612754.0,IND,2005.0,Toppin,O. Toppin,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
138,PT01M24.00S,2025-03-02T22:31:58.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629632,68.01905387647832,60.29411764705882,1610612741,26,27,2025-03-02T22:32:02Z,1380000,False,51.0,248.0,1,right,C. White 25' 3PT step back (9 PTS),[1629632],1610612741.0,CHI,,White,C. White,Above the Break 3,24+ Center,25.34,Made,9.0,,,,step back,,,,,,,,,,,,,,,,,,,
139,PT01M13.00S,2025-03-02T22:32:08.6Z,1,REGULAR,3pt,Jump Shot,[],1641767,33.590670170827856,62.5,1610612754,29,27,2025-03-02T22:32:13Z,1390000,False,-62.0,263.0,1,left,B. Sheppard 27' 3PT  (3 PTS) (T. McConnell 1 AST),"[1641767, 204456]",1610612754.0,IND,,Sheppard,B. Sheppard,Above the Break 3,24+ Center,27.06,Made,3.0,T. McConnell,204456.0,1.0,,,,,,,,,,,,,,,,,,,,
141,PT00M57.20S,2025-03-02T22:32:25.0Z,1,REGULAR,2pt,Jump Shot,[],1629632,86.94152431011827,29.411764705882355,1610612741,29,29,2025-03-02T22:32:28Z,1410000,False,-103.0,70.0,1,right,C. White 12' fadeaway Jump Shot (11 PTS),[1629632],1610612741.0,CHI,,White,C. White,Mid-Range,8-16 Left,12.46,Made,11.0,,,,fadeaway,,,,,,,,,,,,,,,,,,,
142,PT00M53.70S,2025-03-02T22:32:31.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628418,6.783837056504599,54.166666666666664,1610612754,29,29,2025-03-02T22:34:32Z,1420000,False,-21.0,11.0,1,left,MISS T. Bryant cutting Layup - blocked,"[1628418, 1629659]",1610612754.0,IND,,Bryant,T. Bryant,Restricted Area,0-8 Center,2.37,Missed,,,,,cutting,,,,,,,,,,,,Horton-Tucker,1629659.0,,,,,,
143,PT00M53.70S,2025-03-02T22:32:31.6Z,1,REGULAR,block,,[],1629659,,,1610612754,29,29,2025-03-02T22:32:33Z,1430000,False,,,0,,T. Horton-Tucker BLOCK (1 BLK),[1629659],1610612741.0,CHI,,Horton-Tucker,T. Horton-Tucker,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M52.90S,2025-03-02T22:32:32.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612741,29,29,2025-03-02T22:32:42Z,1440000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,Restricted Area,0-8 Center,,,,,,,,,,,142.0,,,,,,,,,,,,,,,
146,PT00M46.80S,2025-03-02T22:32:45.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630188,93.64323258869908,54.41176470588235,1610612741,29,31,2025-03-02T22:33:05Z,1460000,False,22.0,7.0,1,right,J. Smith Layup (2 PTS) (T. Horton-Tucker 1 AST),"[1630188, 1629659]",1610612741.0,CHI,,Smith,J. Smith,Restricted Area,0-8 Center,2.33,Made,2.0,T. Horton-Tucker,1629659.0,1.0,,,,,,,,,,,,,,,,,,,,
148,PT00M46.80S,2025-03-02T22:32:53.5Z,1,REGULAR,timeout,full,['team'],0,,,1610612754,29,31,2025-03-02T22:32:53Z,1480000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M33.30S,2025-03-02T22:34:26.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,10.068988173455978,50.73529411764706,1610612754,29,31,2025-03-02T22:36:29Z,1490000,False,-4.0,42.0,1,left,MISS T. McConnell driving floating Shot,[204456],1610612754.0,IND,,McConnell,T. McConnell,Restricted Area,0-8 Center,4.23,Missed,,,,,driving floating,,,,,,,,,,,,,,,,,,,
150,PT00M30.40S,2025-03-02T22:34:29.8Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612741,29,31,2025-03-02T22:34:31Z,1500000,False,,,0,,J. Smith REBOUND (Off:1 Def:1),[1630188],1610612741.0,CHI,,Smith,J. Smith,Restricted Area,0-8 Center,,,,,,,,,,,149.0,2.0,1.0,1.0,,,,,,,,,,,,
151,PT00M17.70S,2025-03-02T22:35:20.4Z,1,REGULAR,jumpball,recovered,[],1641767,,,1610612741,29,31,2025-03-02T22:38:25Z,1510000,False,,,0,,Jump Ball T. McConnell vs. C. White: Tip to B. Sheppard,"[1641767, 204456, 1629632]",1610612754.0,IND,,Sheppard,B. Sheppard,,,,,,,,,heldball,,,,,,,,,,,,,,B. Sheppard,1641767.0,McConnell,204456.0,White,1629632.0
154,PT00M16.10S,2025-03-02T22:35:20.4Z,1,REGULAR,turnover,lost ball,[],1629632,,,1610612741,29,31,2025-03-02T22:35:20Z,1540000,False,,,0,,C. White lost ball TURNOVER (1 TO),"[1629632, 204456]",1610612741.0,CHI,,White,C. White,,,,,,,,,,1.0,McConnell,204456.0,,,,,,,,,,,,,,,,
155,PT00M16.10S,2025-03-02T22:35:20.4Z,1,REGULAR,steal,,[],204456,,,1610612754,29,31,2025-03-02T22:35:20Z,1550000,False,,,0,,T. McConnell STEAL (1 STL),[204456],1610612754.0,IND,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M01.30S,2025-03-02T22:35:35.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641716,16.376478318002626,4.6568627450980395,1610612754,32,31,2025-03-02T22:35:39Z,1560000,False,227.0,101.0,1,left,J. Walker 24' 3PT step back (3 PTS) (T. McConnell 2 AST),"[1641716, 204456]",1610612754.0,IND,,Walker,J. Walker,Above the Break 3,24+ Right Center,24.83,Made,3.0,T. McConnell,204456.0,2.0,step back,,,,,,,,,,,,,,,,,,,
159,PT00M00.00S,2025-03-02T22:36:24.1Z,1,REGULAR,period,end,[],0,,,1610612741,32,31,2025-03-02T22:36:24Z,1590000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2025-03-02T22:37:41.6Z,2,REGULAR,substitution,out,['startperiod'],1630167,,,1610612741,32,31,2025-03-02T22:38:08Z,1600000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2025-03-02T22:37:41.6Z,2,REGULAR,substitution,out,['startperiod'],1628418,,,1610612741,32,31,2025-03-02T22:38:08Z,1610000,False,,,0,,SUB out: T. Bryant,[1628418],1610612754.0,IND,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2025-03-02T22:37:41.6Z,2,REGULAR,substitution,in,['startperiod'],1627783,,,1610612741,32,31,2025-03-02T22:38:08Z,1620000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2025-03-02T22:37:41.6Z,2,REGULAR,substitution,in,['startperiod'],1626167,,,1610612741,32,31,2025-03-02T22:38:08Z,1630000,False,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2025-03-02T22:38:20.0Z,2,REGULAR,period,start,[],0,,,1610612741,32,31,2025-03-02T22:38:20Z,1640000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M41.00S,2025-03-02T22:38:38.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626167,9.543363994743759,51.470588235294116,1610612754,32,31,2025-03-02T22:38:41Z,1650000,False,-7.0,37.0,1,left,MISS M. Turner Hook,[1626167],1610612754.0,IND,,Turner,M. Turner,Restricted Area,0-8 Center,3.79,Missed,,,,,,,,,,,,,,,,,,,,,,,,
166,PT11M39.00S,2025-03-02T22:38:40.4Z,2,REGULAR,rebound,defensive,[],1629659,,,1610612741,32,31,2025-03-02T22:38:41Z,1660000,False,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:1),[1629659],1610612741.0,CHI,,Horton-Tucker,T. Horton-Tucker,Restricted Area,0-8 Center,,,,,,,,,,,165.0,1.0,1.0,0.0,,,,,,,,,,,,
167,PT11M27.00S,2025-03-02T22:38:52.4Z,2,REGULAR,3pt,Jump Shot,[],1629659,65.25952693823915,35.78431372549019,1610612741,32,31,2025-03-02T22:38:57Z,1670000,False,-71.0,274.0,1,right,MISS T. Horton-Tucker 28' 3PT,[1629659],1610612741.0,CHI,,Horton-Tucker,T. Horton-Tucker,Above the Break 3,24+ Center,28.32,Missed,,,,,,,,,,,,,,,,,,,,,,,,
168,PT11M23.00S,2025-03-02T22:38:56.4Z,2,REGULAR,rebound,defensive,[],1626167,,,1610612754,32,31,2025-03-02T22:38:57Z,1680000,False,,,0,,M. Turner REBOUND (Off:0 Def:2),[1626167],1610612754.0,IND,,Turner,M. Turner,Above the Break 3,24+ Center,,,,,,,,,,,167.0,2.0,2.0,0.0,,,,,,,,,,,,
169,PT11M07.00S,2025-03-02T22:39:12.0Z,2,REGULAR,3pt,Jump Shot,[],1641716,29.911300919842315,22.54901960784314,1610612754,32,31,2025-03-02T22:39:16Z,1690000,False,137.0,229.0,1,left,MISS J. Walker 26' 3PT,[1641716],1610612754.0,IND,,Walker,J. Walker,Above the Break 3,24+ Right Center,26.67,Missed,,,,,,,,,,,,,,,,,,,,,,,,
170,PT11M04.00S,2025-03-02T22:39:15.0Z,2,REGULAR,rebound,offensive,[],1627783,,,1610612754,32,31,2025-03-02T22:39:16Z,1700000,False,,,0,,P. Siakam REBOUND (Off:1 Def:1),[1627783],1610612754.0,IND,,Siakam,P. Siakam,Above the Break 3,24+ Right Center,,,,,,,,,,,169.0,2.0,1.0,1.0,,,,,,,,,,,,
171,PT11M03.00S,2025-03-02T22:39:16.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627783,30.042706964520367,74.26470588235294,1610612754,32,31,2025-03-02T22:39:19Z,1710000,False,-121.0,230.0,1,left,MISS P. Siakam 25' 3PT,[1627783],1610612754.0,IND,,Siakam,P. Siakam,Above the Break 3,24+ Left Center,25.99,Missed,,,,,,,,,,,,,,,,,,,,,,,,
