actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
92,PT04M51.00S,2024-11-26T00:23:52.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628464,92.32917214191852,97.30392156862744,1610612740,22,10,2024-11-26T00:23:56Z,920000,False,237.0,20.0,1,right,MISS D. Theis 3PT,[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,Right Corner 3,24+ Right,23.73,Missed,,,,,,,,,,,,,,,,,,
93,PT04M47.00S,2024-11-26T00:23:56.3Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612754,22,10,2024-11-26T00:23:56Z,930000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:2),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Right Corner 3,24+ Right,,,92.0,,,,,,,,,,,,,2.0,2.0,0.0,,
94,PT04M44.00S,2024-11-26T00:23:58.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627783,5.469776609724048,48.77450980392157,1610612754,24,10,2024-11-26T00:24:43Z,940000,False,6.0,-1.0,1,left,P. Siakam running finger roll Layup (7 PTS) (T. Haliburton 3 AST),"[1627783, 1630169]",1610612754.0,IND,running finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,0.62,Made,,,7.0,T. Haliburton,1630169.0,3.0,,,,,,,,,,,,
96,PT04M29.00S,2024-11-26T00:24:13.4Z,1,REGULAR,2pt,Jump Shot,[],1641722,86.67871222076215,76.7156862745098,1610612740,24,12,2024-11-26T00:34:27Z,960000,False,134.0,73.0,1,right,J. Hawkins 15' pullup Jump Shot (2 PTS) (D. Theis 1 AST),"[1641722, 1628464]",1610612740.0,NOP,pullup,,,Hawkins,J. Hawkins,,,,,Mid-Range,8-16 Right,15.21,Made,,,2.0,D. Theis,1628464.0,1.0,,,,,,,,,,,,
97,PT04M15.00S,2024-11-26T00:24:27.8Z,1,REGULAR,3pt,Jump Shot,[],1630169,36.21879106438896,46.81372549019608,1610612754,27,12,2024-11-26T00:24:32Z,970000,False,16.0,288.0,1,left,T. Haliburton 28' 3PT  (9 PTS) (Q. Jackson 3 AST),"[1630169, 1631245]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,28.84,Made,,,9.0,Q. Jackson,1631245.0,3.0,,,,,,,,,,,,
99,PT04M07.00S,2024-11-26T00:24:41.5Z,1,REGULAR,foul,personal,[],1631245,,,1610612740,27,12,2024-11-26T00:24:49Z,990000,False,,,0,,Q. Jackson personal FOUL (1 PF),"[1631245, 1630527]",1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,Mid-Range,16-24 Center,,,,202007.0,,,,,,,,1.0,0.0,Boston Jr.,1630527.0,,,,,
101,PT04M07.00S,2024-11-26T00:24:45.0Z,1,REGULAR,substitution,out,[],1627783,,,1610612740,27,12,2024-11-26T00:24:49Z,1010000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M07.00S,2024-11-26T00:24:45.0Z,1,REGULAR,substitution,out,[],1628464,,,1610612740,27,12,2024-11-26T00:24:49Z,1020000,False,,,0,,SUB out: D. Theis,[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M07.00S,2024-11-26T00:24:45.0Z,1,REGULAR,substitution,in,[],1630167,,,1610612740,27,12,2024-11-26T00:24:49Z,1030000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M07.00S,2024-11-26T00:24:45.0Z,1,REGULAR,substitution,in,[],1630530,,,1610612740,27,12,2024-11-26T00:24:49Z,1040000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M07.00S,2024-11-26T00:24:45.0Z,1,REGULAR,substitution,out,[],1629750,,,1610612740,27,12,2024-11-26T00:24:54Z,1050000,False,,,0,,SUB out: J. Green,[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M07.00S,2024-11-26T00:24:45.0Z,1,REGULAR,substitution,in,[],1642274,,,1610612740,27,12,2024-11-26T00:24:54Z,1060000,False,,,0,,SUB in: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M07.00S,2024-11-26T00:24:55.7Z,1,REGULAR,substitution,out,[],1631245,,,1610612740,27,12,2024-11-26T00:25:01Z,1070000,False,,,0,,SUB out: Q. Jackson,[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M07.00S,2024-11-26T00:24:55.7Z,1,REGULAR,substitution,in,[],1631097,,,1610612740,27,12,2024-11-26T00:25:01Z,1080000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M59.00S,2024-11-26T00:25:19.2Z,1,REGULAR,foul,personal,['2freethrow'],1631097,,,1610612740,27,12,2024-11-26T00:25:28Z,1090000,False,,,0,,B. Mathurin shooting personal FOUL (1 PF) (Boston Jr. 2 FT),"[1631097, 1630527]",1610612754.0,IND,shooting,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,202901.0,,,,,,,,1.0,0.0,Boston Jr.,1630527.0,,,,,
111,PT03M59.00S,2024-11-26T00:25:45.5Z,1,REGULAR,freethrow,1 of 2,[],1630527,,,1610612740,27,13,2024-11-26T00:26:04Z,1110000,False,,,0,,B. Boston Jr. Free Throw 1 of 2 (1 PTS),[1630527],1610612740.0,NOP,,,,Boston Jr.,B. Boston Jr.,,,,,,,,Made,,,1.0,,,,,,,,,,,,,,,
112,PT03M59.00S,2024-11-26T00:25:45.5Z,1,REGULAR,freethrow,2 of 2,[],1630527,,,1610612740,27,13,2024-11-26T00:26:04Z,1120000,False,,,0,,MISS B. Boston Jr. Free Throw 2 of 2,[1630527],1610612740.0,NOP,,,,Boston Jr.,B. Boston Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
113,PT03M57.00S,2024-11-26T00:25:47.5Z,1,REGULAR,rebound,defensive,[],1630167,,,1610612754,27,13,2024-11-26T00:26:04Z,1130000,False,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,112.0,,,,,,,,,,,,,1.0,1.0,0.0,,
114,PT03M48.00S,2024-11-26T00:26:12.2Z,1,REGULAR,3pt,Jump Shot,[],1630169,35.167542706964525,20.34313725490196,1610612754,27,13,2024-11-26T00:26:17Z,1140000,False,148.0,278.0,1,left,MISS T. Haliburton 31' 3PT,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,31.52,Missed,,,,,,,,,,,,,,,,,,
115,PT03M46.00S,2024-11-26T00:26:14.2Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,27,13,2024-11-26T00:26:28Z,1150000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,114.0,,,,,,,,,,,,,1.0,1.0,0.0,,
116,PT03M39.00S,2024-11-26T00:26:29.0Z,1,REGULAR,foul,personal,['2freethrow'],1641716,,,1610612740,27,13,2024-11-26T00:26:32Z,1160000,False,,,0,,J. Walker shooting personal FOUL (1 PF) (Murphy III 2 FT),"[1641716, 1630530]",1610612754.0,IND,shooting,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,202007.0,,,,,,,,1.0,0.0,Murphy III,1630530.0,,,,,
118,PT03M39.00S,2024-11-26T00:26:47.9Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630530,,,1610612740,27,14,2024-11-26T00:26:47Z,1180000,False,,,0,,T. Murphy III Free Throw 1 of 2 (5 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,Made,,,5.0,,,,,,,,,,,,,,,
119,PT03M39.00S,2024-11-26T00:26:47.9Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630530,,,1610612740,27,15,2024-11-26T00:37:06Z,1190000,False,,,0,,T. Murphy III Free Throw 2 of 2 (6 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,Made,,,6.0,,,,,,,,,,,,,,,
120,PT03M27.00S,2024-11-26T00:27:13.3Z,1,REGULAR,3pt,Jump Shot,[],1630167,22.158344283837057,90.44117647058823,1610612754,27,15,2024-11-26T00:27:17Z,1200000,False,-202.0,156.0,1,left,MISS O. Toppin 25' 3PT,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Left Center,25.53,Missed,,,,,,,,,,,,,,,,,,
121,PT03M23.00S,2024-11-26T00:27:17.3Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,27,15,2024-11-26T00:27:17Z,1210000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:2),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,,,120.0,,,,,,,,,,,,,2.0,2.0,0.0,,
123,PT03M11.00S,2024-11-26T00:27:28.5Z,1,REGULAR,3pt,Jump Shot,[],1630527,68.67608409986859,19.11764705882353,1610612740,27,18,2024-11-26T00:27:34Z,1220000,False,-154.0,242.0,1,right,B. Boston Jr. 28' 3PT pullup (4 PTS) (J. Hawkins 1 AST),"[1630527, 1641722]",1610612740.0,NOP,pullup,,,Boston Jr.,B. Boston Jr.,,,,,Above the Break 3,24+ Left Center,28.7,Made,,,4.0,J. Hawkins,1641722.0,1.0,,,,,,,,,,,,
125,PT03M09.00S,2024-11-26T00:27:35.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,27,18,2024-11-26T00:27:35Z,1240000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M09.00S,2024-11-26T00:29:25.7Z,1,REGULAR,substitution,out,[],1630169,,,1610612754,27,18,2024-11-26T00:29:55Z,1250000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M09.00S,2024-11-26T00:29:25.7Z,1,REGULAR,substitution,out,[],1629650,,,1610612754,27,18,2024-11-26T00:29:55Z,1260000,False,,,0,,SUB out: M. Brown,[1629650],1610612754.0,IND,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M09.00S,2024-11-26T00:29:25.7Z,1,REGULAR,substitution,in,[],204456,,,1610612754,27,18,2024-11-26T00:29:55Z,1270000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M09.00S,2024-11-26T00:29:25.7Z,1,REGULAR,substitution,in,[],1626167,,,1610612754,27,18,2024-11-26T00:29:55Z,1280000,False,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M48.00S,2024-11-26T00:30:47.0Z,1,REGULAR,3pt,Jump Shot,[],1631097,25.706307490144546,87.00980392156863,1610612754,27,18,2024-11-26T00:38:33Z,1290000,False,-185.0,189.0,1,left,MISS B. Mathurin 26' step back 3PT,[1631097],1610612754.0,IND,step back,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,26.45,Missed,,,,,,,,,,,,,,,,,,
131,PT02M44.00S,2024-11-26T00:30:51.0Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612740,27,18,2024-11-26T00:30:51Z,1300000,False,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:1),[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Left Center,,,130.0,,,,,,,,,,,,,1.0,1.0,0.0,,
132,PT02M28.00S,2024-11-26T00:31:06.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630527,93.9060446780552,50.0,1610612740,27,20,2024-11-26T00:31:09Z,1310000,False,0.0,5.0,1,right,B. Boston Jr. driving finger roll Layup (6 PTS) (T. Murphy III 1 AST),"[1630527, 1630530]",1610612740.0,NOP,driving finger roll,,,Boston Jr.,B. Boston Jr.,,,,,Restricted Area,0-8 Center,0.48,Made,,,6.0,T. Murphy III,1630530.0,1.0,,,,,,,,,,,,
134,PT02M20.00S,2024-11-26T00:31:14.8Z,1,REGULAR,3pt,Jump Shot,[],1641716,25.18068331143233,84.31372549019608,1610612754,27,20,2024-11-26T00:31:21Z,1330000,False,-172.0,184.0,1,left,MISS J. Walker 25' 3PT,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,25.17,Missed,,,,,,,,,,,,,,,,,,
135,PT02M18.00S,2024-11-26T00:31:16.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612740,27,20,2024-11-26T00:31:21Z,1340000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Left Center,,,134.0,,,,,,,,,,,,,,,,,
136,PT02M18.00S,2024-11-26T00:31:19.3Z,1,REGULAR,foul,personal,[],1626167,,,1610612740,27,20,2024-11-26T00:31:27Z,1350000,False,,,0,,M. Turner loose ball personal FOUL (2 PF),"[1626167, 1630526]",1610612754.0,IND,loose ball,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,1162.0,,,,,,,,2.0,0.0,Robinson-Earl,1630526.0,,,,,
138,PT02M18.00S,2024-11-26T00:31:32.8Z,1,REGULAR,substitution,out,[],1626167,,,1610612740,27,20,2024-11-26T00:31:36Z,1370000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M18.00S,2024-11-26T00:31:32.8Z,1,REGULAR,substitution,in,[],1627783,,,1610612740,27,20,2024-11-26T00:31:36Z,1380000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M09.00S,2024-11-26T00:31:56.2Z,1,REGULAR,3pt,Jump Shot,[],1630530,70.38436268068331,14.460784313725492,1610612740,27,23,2024-11-26T00:32:00Z,1390000,False,-178.0,226.0,1,right,T. Murphy III 28' 3PT  (9 PTS) (B. Boston Jr. 2 AST),"[1630530, 1630527]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,28.74,Made,,,9.0,B. Boston Jr.,1630527.0,2.0,,,,,,,,,,,,
142,PT01M48.00S,2024-11-26T00:32:15.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204456,7.703679369250986,48.77450980392157,1610612754,29,23,2024-11-26T00:32:19Z,1410000,False,6.0,20.0,1,left,T. McConnell driving Layup (2 PTS),[204456],1610612754.0,IND,driving,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,2.08,Made,,,2.0,,,,,,,,,,,,,,,
143,PT01M26.00S,2024-11-26T00:32:38.7Z,1,REGULAR,3pt,Jump Shot,[],1630527,71.56701708278581,11.029411764705882,1610612740,29,23,2024-11-26T00:32:43Z,1420000,False,-195.0,215.0,1,right,MISS B. Boston Jr. 29' step back 3PT,[1630527],1610612740.0,NOP,step back,,,Boston Jr.,B. Boston Jr.,,,,,Above the Break 3,24+ Left Center,29.0,Missed,,,,,,,,,,,,,,,,,,
144,PT01M22.00S,2024-11-26T00:32:42.7Z,1,REGULAR,rebound,offensive,[],1630526,,,1610612740,29,23,2024-11-26T00:32:43Z,1430000,False,,,0,,J. Robinson-Earl REBOUND (Off:1 Def:1),[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Left Center,,,143.0,,,,,,,,,,,,,2.0,1.0,1.0,,
145,PT01M22.00S,2024-11-26T00:32:43.5Z,1,REGULAR,turnover,lost ball,[],1630526,,,1610612740,29,23,2024-11-26T00:33:15Z,1440000,False,,,0,,J. Robinson-Earl lost ball TURNOVER (1 TO),"[1630526, 204456]",1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,,,,,,,,,1.0,McConnell,204456.0,,,,,,,,,
146,PT01M22.00S,2024-11-26T00:32:43.5Z,1,REGULAR,steal,,[],204456,,,1610612754,29,23,2024-11-26T00:32:44Z,1450000,False,,,0,,T. McConnell STEAL (1 STL),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
147,PT01M12.00S,2024-11-26T00:32:54.0Z,1,REGULAR,turnover,out-of-bounds,[],1631097,,,1610612754,29,23,2024-11-26T00:33:00Z,1460000,False,,,0,,B. Mathurin lost ball out-of-bounds TURNOVER (1 TO),[1631097],1610612754.0,IND,lost ball,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),8-16 Center,,,,202007.0,,,,,1.0,,,,,,,,,,,
149,PT01M12.00S,2024-11-26T00:33:08.2Z,1,REGULAR,substitution,in,[],203901,,,1610612740,29,23,2024-11-26T00:33:18Z,1480000,False,,,0,,SUB in: E. Payton,[203901],1610612740.0,NOP,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT01M12.00S,2024-11-26T00:33:08.2Z,1,REGULAR,substitution,out,[],1630526,,,1610612740,29,23,2024-11-26T00:33:22Z,1490000,False,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M55.60S,2024-11-26T00:33:37.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630530,91.5407358738502,49.01960784313725,1610612740,29,23,2024-11-26T00:33:40Z,1500000,False,-5.0,27.0,1,right,MISS T. Murphy III driving finger roll Layup,[1630530],1610612740.0,NOP,driving finger roll,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,2.74,Missed,,,,,,,,,,,,,,,,,,
152,PT00M52.60S,2024-11-26T00:33:40.3Z,1,REGULAR,rebound,defensive,[],1641716,,,1610612754,29,23,2024-11-26T00:33:49Z,1510000,False,,,0,,J. Walker REBOUND (Off:0 Def:1),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,151.0,,,,,,,,,,,,,1.0,1.0,0.0,,
153,PT00M49.80S,2024-11-26T00:33:42.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627783,8.360709592641262,49.754901960784316,1610612754,29,23,2024-11-26T00:33:47Z,1520000,False,1.0,26.0,1,left,MISS P. Siakam running finger roll Layup,[1627783],1610612754.0,IND,running finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,2.61,Missed,,,,,,,,,,,,,,,,,,
154,PT00M46.50S,2024-11-26T00:33:46.3Z,1,REGULAR,rebound,defensive,[],203901,,,1610612740,29,23,2024-11-26T00:33:46Z,1530000,False,,,0,,E. Payton REBOUND (Off:0 Def:2),[203901],1610612740.0,NOP,,,,Payton,E. Payton,,,,,Restricted Area,0-8 Center,,,153.0,,,,,,,,,,,,,2.0,2.0,0.0,,
155,PT00M33.90S,2024-11-26T00:33:58.9Z,1,REGULAR,3pt,Jump Shot,[],1630530,66.3107752956636,21.568627450980394,1610612740,29,23,2024-11-26T00:34:02Z,1540000,False,-142.0,264.0,1,right,MISS T. Murphy III 30' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,30.0,Missed,,,,,,,,,,,,,,,,,,
156,PT00M30.90S,2024-11-26T00:34:01.9Z,1,REGULAR,rebound,defensive,[],1631097,,,1610612754,29,23,2024-11-26T00:34:02Z,1550000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:4),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,,,155.0,,,,,,,,,,,,,4.0,4.0,0.0,,
157,PT00M08.20S,2024-11-26T00:34:25.5Z,1,REGULAR,3pt,Jump Shot,[],1641716,20.318659658344284,6.127450980392156,1610612754,29,23,2024-11-26T00:42:11Z,1560000,False,219.0,138.0,1,left,MISS J. Walker 25' pullup 3PT,[1641716],1610612754.0,IND,pullup,,,Walker,J. Walker,,,,,Above the Break 3,24+ Right Center,25.95,Missed,,,,,,,,,,,,,,,,,,
158,PT00M07.80S,2024-11-26T00:34:25.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,29,23,2024-11-26T00:34:38Z,1570000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Right Center,,,157.0,,,,,,,,,,,,,,,,,
159,PT00M07.80S,2024-11-26T00:34:30.3Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612754,29,23,2024-11-26T00:34:35Z,1580000,False,,,0,,IND shot clock Team TURNOVER,[],1610612754.0,IND,,,,,,,,,,Mid-Range,16-24 Right,,,,1162.0,,,,,,,,,,,,,,,,
160,PT00M01.50S,2024-11-26T00:34:44.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203901,91.5407358738502,57.59803921568627,1610612740,29,25,2024-11-26T00:34:48Z,1590000,False,38.0,27.0,1,right,E. Payton step back bank Jump Shot (2 PTS),[203901],1610612740.0,NOP,step back bank,,,Payton,E. Payton,,,,,In The Paint (Non-RA),0-8 Center,4.66,Made,,,2.0,,,,,,,,,,,,,,,
161,PT00M00.00S,2024-11-26T00:34:49.7Z,1,REGULAR,period,end,[],0,,,1610612754,29,25,2024-11-26T00:34:49Z,1600000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2024-11-26T00:37:27.4Z,2,REGULAR,period,start,[],0,,,1610612740,29,25,2024-11-26T00:37:27Z,1610000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M48.00S,2024-11-26T00:37:39.4Z,2,REGULAR,3pt,Jump Shot,[],1641722,66.17936925098554,64.4607843137255,1610612740,29,25,2024-11-26T00:37:42Z,1620000,False,72.0,265.0,1,right,MISS J. Hawkins 27' 3PT,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Center,27.51,Missed,,,,,,,,,,,,,,,,,,
164,PT11M46.00S,2024-11-26T00:37:41.4Z,2,REGULAR,rebound,defensive,[],1631097,,,1610612754,29,25,2024-11-26T00:44:23Z,1630000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:5),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Center,,,163.0,,,,,,,,,,,,,5.0,5.0,0.0,,
165,PT11M39.00S,2024-11-26T00:37:47.5Z,2,REGULAR,3pt,Jump Shot,[],1627783,15.850854139290407,1.4705882352941175,1610612754,32,25,2024-11-26T00:37:56Z,1640000,False,243.0,96.0,1,left,P. Siakam 26' 3PT  (10 PTS) (B. Mathurin 1 AST),"[1627783, 1631097]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,26.11,Made,,,10.0,B. Mathurin,1631097.0,1.0,,,,,,,,,,,,
167,PT11M22.00S,2024-11-26T00:38:04.5Z,2,REGULAR,3pt,Jump Shot,[],1641722,66.70499342969777,11.27450980392157,1610612740,32,25,2024-11-26T00:38:08Z,1660000,False,-194.0,260.0,1,right,MISS J. Hawkins 32' 3PT,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Left Center,32.46,Missed,,,,,,,,,,,,,,,,,,
168,PT11M19.00S,2024-11-26T00:38:07.5Z,2,REGULAR,rebound,offensive,[],1642274,,,1610612740,32,25,2024-11-26T00:38:08Z,1670000,False,,,0,,Y. Missi REBOUND (Off:1 Def:0),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Above the Break 3,24+ Left Center,,,167.0,,,,,,,,,,,,,1.0,0.0,1.0,,
169,PT11M17.00S,2024-11-26T00:38:10.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642274,92.06636005256242,50.49019607843137,1610612740,32,25,2024-11-26T00:38:14Z,1680000,False,2.0,22.0,1,right,MISS Y. Missi Layup,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,2.22,Missed,,,,,,,,,,,,,,,,,,
170,PT11M12.00S,2024-11-26T00:38:15.3Z,2,REGULAR,rebound,offensive,[],203901,,,1610612740,32,25,2024-11-26T00:38:14Z,1690000,False,,,0,,E. Payton REBOUND (Off:1 Def:2),[203901],1610612740.0,NOP,,,,Payton,E. Payton,,,,,Restricted Area,0-8 Center,,,169.0,,,,,,,,,,,,,3.0,2.0,1.0,,
171,PT11M12.00S,2024-11-26T00:38:13.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203901,94.40999984741211,50.0,1610612740,32,27,2024-11-26T00:38:13Z,1700000,False,0.0,0.0,1,right,E. Payton tip Layup (4 PTS),[203901],1610612740.0,NOP,tip,,,Payton,E. Payton,,,,,Mid-Range,8-16 Left,0.0,Made,,,4.0,,,,,,,,,,,,,,,
172,PT10M49.00S,2024-11-26T00:38:37.9Z,2,REGULAR,2pt,Jump Shot,[],1630167,5.075558475689881,84.31372549019608,1610612754,32,27,2024-11-26T00:38:41Z,1710000,False,-172.0,-5.0,1,left,MISS O. Toppin 17' step back Shot,[1630167],1610612754.0,IND,step back,,,Toppin,O. Toppin,,,,,Mid-Range,16-24 Left,17.17,Missed,,,,,,,,,,,,,,,,,,
173,PT10M47.00S,2024-11-26T00:38:39.9Z,2,REGULAR,rebound,defensive,[],203901,,,1610612740,32,27,2024-11-26T00:38:41Z,1720000,False,,,0,,E. Payton REBOUND (Off:1 Def:3),[203901],1610612740.0,NOP,,,,Payton,E. Payton,,,,,Mid-Range,16-24 Left,,,172.0,,,,,,,,,,,,,4.0,3.0,1.0,,
