actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
252,PT05M51.00S,2025-12-05T00:53:14.3Z,2,REGULAR,substitution,in,[],1630573,,,1610612764,37,54,2025-12-05T00:55:53Z,2430000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M37.00S,2025-12-05T00:56:20.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203114,93.9060446780552,53.92156862745098,1610612764,39,54,2025-12-05T00:56:40Z,2440000,False,20.0,5.0,1,right,K. Middleton driving Layup (8 PTS),[203114],1610612764.0,WAS,driving,,,Middleton,K. Middleton,,,,,Restricted Area,0-8 Center,2.02,Made,8.0,,,,,,,,,,,,,,,,,
254,PT05M17.00S,2025-12-05T00:56:41.3Z,2,REGULAR,turnover,out-of-bounds,[],1630202,,,1610612738,39,54,2025-12-05T00:56:46Z,2450000,False,,,0,,P. Pritchard lost ball out-of-bounds TURNOVER (1 TO),[1630202],1610612738.0,BOS,lost ball,,,Pritchard,P. Pritchard,,,,,Mid-Range,8-16 Right,,,,,,,,1148.0,1.0,,,,,,,,,,,
255,PT05M06.00S,2025-12-05T00:56:56.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203468,68.9388961892247,21.323529411764707,1610612764,42,54,2025-12-05T00:57:00Z,2460000,False,-143.0,239.0,1,right,C. McCollum 27' 3PT  (8 PTS) (K. Middleton 2 AST),"[203468, 203114]",1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,27.91,Made,8.0,K. Middleton,203114.0,2.0,,,,,,,,,,,,,,
257,PT04M46.00S,2025-12-05T00:57:17.7Z,2,REGULAR,foul,offensive,[],1629674,,,1610612738,42,54,2025-12-05T00:57:25Z,2480000,False,,,0,,N. Queta offensive FOUL (3 PF),"[1629674, 1630551]",1610612738.0,BOS,,,,Queta,N. Queta,,,,,Above the Break 3,24+ Center,,,,,,,,204058.0,,,,,3.0,0.0,Champagnie,1630551.0,,,,
259,PT04M46.00S,2025-12-05T00:57:17.7Z,2,REGULAR,turnover,offensive foul,[],1629674,,,1610612738,42,54,2025-12-05T00:57:17Z,2500000,False,,,0,,N. Queta offensive foul TURNOVER (1 TO),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Above the Break 3,24+ Center,,,,,,,,204058.0,1.0,,,,,,,,,,,
260,PT04M46.00S,2025-12-05T00:57:25.2Z,2,REGULAR,substitution,out,[],1629674,,,1610612764,42,54,2025-12-05T00:57:35Z,2510000,False,,,0,,SUB out: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT04M46.00S,2025-12-05T00:57:25.2Z,2,REGULAR,substitution,in,[],1628401,,,1610612764,42,54,2025-12-05T00:57:35Z,2520000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT04M31.00S,2025-12-05T00:57:51.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203114,92.06636005256242,43.38235294117647,1610612764,44,54,2025-12-05T00:58:23Z,2530000,False,-33.0,22.0,1,right,K. Middleton driving floating Jump Shot (10 PTS),[203114],1610612764.0,WAS,driving floating,,,Middleton,K. Middleton,,,,,Restricted Area,0-8 Center,3.98,Made,10.0,,,,,,,,,,,,,,,,,
264,PT04M23.00S,2025-12-05T00:58:09.3Z,2,REGULAR,3pt,Jump Shot,[],1630573,34.247700394218136,25.98039215686275,1610612738,44,54,2025-12-05T00:59:06Z,2550000,False,120.0,269.0,1,left,MISS S. Hauser 29' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,29.5,Missed,,,,,,,,,,,,,,,,,,
265,PT04M22.00S,2025-12-05T00:58:10.3Z,2,REGULAR,rebound,offensive,[],1630202,,,1610612738,44,54,2025-12-05T00:59:06Z,2560000,False,,,0,,P. Pritchard REBOUND (Off:3 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,,,,,,,264.0,,,4.0,1.0,3.0,,,,,,,,
266,PT04M10.00S,2025-12-05T00:58:12.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630202,33.196452036793694,18.872549019607842,1610612738,44,54,2025-12-05T00:59:26Z,2570000,False,156.0,260.0,1,left,MISS P. Pritchard 30' pullup 3PT,[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,30.26,Missed,,,,,,,,,,,,,,,,,,
267,PT04M07.00S,2025-12-05T00:58:15.6Z,2,REGULAR,rebound,defensive,[],1630551,,,1610612764,44,54,2025-12-05T00:58:17Z,2580000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,,,,,,,266.0,,,1.0,1.0,0.0,,,,,,,,
268,PT03M59.00S,2025-12-05T00:58:23.1Z,2,REGULAR,3pt,Jump Shot,[],203114,71.56701708278581,23.774509803921568,1610612764,44,54,2025-12-05T00:58:26Z,2590000,False,-131.0,215.0,1,right,MISS K. Middleton 25' 3PT,[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Left Center,25.16,Missed,,,,,,,,,,,,,,,,,,
269,PT03M57.00S,2025-12-05T00:58:25.7Z,2,REGULAR,rebound,offensive,[],203468,,,1610612764,44,54,2025-12-05T00:58:25Z,2600000,False,,,0,,C. McCollum REBOUND (Off:1 Def:1),[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,,,,,,,268.0,,,2.0,1.0,1.0,,,,,,,,
271,PT03M56.00S,2025-12-05T00:58:29.2Z,2,REGULAR,foul,personal,['2freethrow'],1641775,,,1610612764,44,54,2025-12-05T00:58:37Z,2620000,False,,,0,,J. Walsh shooting personal FOUL (2 PF) (McCollum 2 FT),"[1641775, 203468]",1610612738.0,BOS,shooting,,,Walsh,J. Walsh,,,,,Mid-Range,8-16 Left,,,,,,,,204058.0,,,,,2.0,0.0,McCollum,203468.0,,,,
273,PT03M56.00S,2025-12-05T00:58:58.4Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203468,,,1610612764,45,54,2025-12-05T00:58:58Z,2640000,False,,,0,,C. McCollum Free Throw 1 of 2 (9 PTS),[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
274,PT03M56.00S,2025-12-05T00:59:15.4Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203468,,,1610612764,46,54,2025-12-05T00:59:15Z,2650000,False,,,0,,C. McCollum Free Throw 2 of 2 (10 PTS),[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
275,PT03M48.00S,2025-12-05T00:59:26.6Z,2,REGULAR,turnover,bad pass,[],1628401,,,1610612738,46,54,2025-12-05T01:00:28Z,2660000,False,,,0,,D. White bad pass TURNOVER (2 TO),"[1628401, 1630551]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,,,,,,,,,2.0,,,,,,,,Champagnie,1630551.0,,
276,PT03M48.00S,2025-12-05T00:59:26.6Z,2,REGULAR,steal,,[],1630551,,,1610612764,46,54,2025-12-05T00:59:28Z,2670000,False,,,0,,J. Champagnie STEAL (1 STL),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
277,PT03M45.00S,2025-12-05T00:59:29.6Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630551,93.64323258869908,51.470588235294116,1610612764,48,54,2025-12-05T01:00:22Z,2680000,False,7.0,7.0,1,right,J. Champagnie running DUNK (2 PTS),[1630551],1610612764.0,WAS,running,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,1.04,Made,2.0,,,,,,,,,,,,,,,,,
278,PT03M45.00S,2025-12-05T00:59:34.9Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628401,,,1610612764,48,54,2025-12-05T00:59:45Z,2690000,False,,,0,,D. White shooting personal FOUL (1 PF) (Champagnie 1 FT),"[1628401, 1630551]",1610612738.0,BOS,shooting,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,,1148.0,,,,,1.0,0.0,Champagnie,1630551.0,,,,
280,PT03M45.00S,2025-12-05T00:59:43.6Z,2,REGULAR,timeout,full,['team'],0,,,1610612764,48,54,2025-12-05T00:59:43Z,2710000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT03M45.00S,2025-12-05T01:01:21.3Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1630551,,,1610612764,49,54,2025-12-05T01:01:21Z,2720000,False,,,0,,J. Champagnie Free Throw 1 of 1 (3 PTS),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
282,PT03M21.00S,2025-12-05T01:01:46.4Z,2,REGULAR,2pt,Jump Shot,[],1630202,24.129434954007884,53.92156862745098,1610612738,49,56,2025-12-05T01:01:52Z,2730000,False,-20.0,174.0,1,left,P. Pritchard 17' fadeaway Jump Shot (11 PTS),[1630202],1610612738.0,BOS,fadeaway,,,Pritchard,P. Pritchard,,,,,Mid-Range,16-24 Center,17.54,Made,11.0,,,,,,,,,,,,,,,,,
283,PT03M07.00S,2025-12-05T01:02:02.3Z,2,REGULAR,3pt,Jump Shot,[],203468,72.22404730617609,19.11764705882353,1610612764,49,56,2025-12-05T01:02:24Z,2740000,False,-154.0,209.0,1,right,MISS C. McCollum 25' 3PT,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,25.95,Missed,,,,,,,,,,,,,,,,,,
284,PT03M06.00S,2025-12-05T01:02:03.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612764,49,56,2025-12-05T01:02:24Z,2750000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,283.0,,,,,,,,,,,,,
286,PT03M00.00S,2025-12-05T01:02:23.2Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],203114,92.46057818659659,32.84313725490196,1610612764,49,56,2025-12-05T01:02:51Z,2770000,False,-86.0,18.0,1,right,MISS K. Middleton 8' pullup Shot,[203114],1610612764.0,WAS,pullup,,,Middleton,K. Middleton,,,,,Mid-Range,8-16 Left,8.78,Missed,,,,,,,,,,,,,,,,,,
287,PT02M58.00S,2025-12-05T01:02:25.2Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,49,56,2025-12-05T01:02:51Z,2780000,False,,,0,,D. White REBOUND (Off:0 Def:3),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,8-16 Left,,,,,,,286.0,,,3.0,3.0,0.0,,,,,,,,
288,PT02M54.00S,2025-12-05T01:02:28.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630202,6.783837056504599,51.225490196078425,1610612738,49,58,2025-12-05T01:03:12Z,2790000,False,-6.0,11.0,1,left,P. Pritchard running Layup (13 PTS) (D. White 3 AST),"[1630202, 1628401]",1610612738.0,BOS,running,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,1.28,Made,13.0,D. White,1628401.0,3.0,,,,,,,,,,,,,,
290,PT02M42.00S,2025-12-05T01:02:39.9Z,2,REGULAR,3pt,Jump Shot,[],1630551,93.64323258869908,3.6764705882352944,1610612764,49,58,2025-12-05T01:02:47Z,2810000,False,-232.0,7.0,1,right,MISS J. Champagnie 3PT,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Left Corner 3,24+ Left,23.17,Missed,,,,,,,,,,,,,,,,,,
291,PT02M42.00S,2025-12-05T01:02:39.9Z,2,REGULAR,rebound,defensive,[],1641775,,,1610612738,49,58,2025-12-05T01:02:47Z,2820000,False,,,0,,J. Walsh REBOUND (Off:1 Def:2),[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,Left Corner 3,24+ Left,,,,,,,290.0,,,3.0,2.0,1.0,,,,,,,,
292,PT02M28.00S,2025-12-05T01:02:54.4Z,2,REGULAR,3pt,Jump Shot,[],1630202,23.73521681997372,92.8921568627451,1610612738,49,58,2025-12-05T01:02:58Z,2830000,False,-214.0,171.0,1,left,MISS P. Pritchard 27' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,27.41,Missed,,,,,,,,,,,,,,,,,,
293,PT02M25.00S,2025-12-05T01:02:57.4Z,2,REGULAR,rebound,defensive,[],1642267,,,1610612764,49,58,2025-12-05T01:02:58Z,2840000,False,,,0,,B. Carrington REBOUND (Off:1 Def:1),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Left Center,,,,,,,292.0,,,2.0,1.0,1.0,,,,,,,,
294,PT02M16.00S,2025-12-05T01:03:05.6Z,2,REGULAR,3pt,Jump Shot,[],1642267,66.17936925098554,60.049019607843135,1610612764,52,58,2025-12-05T01:03:09Z,2850000,False,50.0,265.0,1,right,B. Carrington 27' 3PT  (3 PTS) (C. McCollum 3 AST),"[1642267, 203468]",1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Center,27.01,Made,3.0,C. McCollum,203468.0,3.0,,,,,,,,,,,,,,
296,PT02M05.00S,2025-12-05T01:03:16.5Z,2,REGULAR,3pt,Jump Shot,[],1628401,35.43035479632063,60.78431372549019,1610612738,52,58,2025-12-05T01:03:22Z,2870000,False,-54.0,281.0,1,left,MISS D. White 28' pullup 3PT,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Center,28.56,Missed,,,,,,,,,,,,,,,,,,
297,PT02M04.00S,2025-12-05T01:03:17.5Z,2,REGULAR,rebound,offensive,[],1631169,,,1610612738,52,58,2025-12-05T01:04:21Z,2880000,False,,,0,,J. Minott REBOUND (Off:1 Def:1),[1631169],1610612738.0,BOS,,,,Minott,J. Minott,,,,,Above the Break 3,24+ Center,,,,,,,296.0,,,2.0,1.0,1.0,,,,,,,,
298,PT02M00.00S,2025-12-05T01:03:21.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630573,35.43035479632063,37.99019607843137,1610612738,52,58,2025-12-05T01:03:26Z,2890000,False,60.0,281.0,1,left,MISS S. Hauser 28' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Center,28.68,Missed,,,,,,,,,,,,,,,,,,
299,PT01M58.00S,2025-12-05T01:03:23.5Z,2,REGULAR,rebound,offensive,[],1641775,,,1610612738,52,58,2025-12-05T01:03:26Z,2900000,False,,,0,,J. Walsh REBOUND (Off:2 Def:2),[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,Above the Break 3,24+ Center,,,,,,,298.0,,,4.0,2.0,2.0,,,,,,,,
301,PT01M57.00S,2025-12-05T01:03:31.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'defensivegoaltending']",1641775,6.521024967148489,46.07843137254902,1610612738,52,60,2025-12-05T01:05:02Z,2920000,False,20.0,9.0,1,left,J. Walsh putback Layup (15 PTS),[1641775],1610612738.0,BOS,putback,,,Walsh,J. Walsh,,,,,Restricted Area,0-8 Center,2.15,Made,15.0,,,,,,,,,,,,,,,,,
302,PT01M57.00S,2025-12-05T01:03:34.0Z,2,REGULAR,violation,defensive goaltending,[],1628963,,,1610612738,52,60,2025-12-05T01:03:45Z,2930000,False,,,0,,M. Bagley III defensive goaltending VIOLATION,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,1148.0,,,,,,,,,,,,
303,PT01M42.00S,2025-12-05T01:03:55.1Z,2,REGULAR,3pt,Jump Shot,[],203468,69.33311432325887,26.47058823529412,1610612764,52,60,2025-12-05T01:03:59Z,2940000,False,-118.0,236.0,1,right,MISS C. McCollum 26' step back 3PT,[203468],1610612764.0,WAS,step back,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,26.35,Missed,,,,,,,,,,,,,,,,,,
304,PT01M38.00S,2025-12-05T01:03:59.1Z,2,REGULAR,rebound,defensive,[],1641775,,,1610612738,52,60,2025-12-05T01:03:59Z,2950000,False,,,0,,J. Walsh REBOUND (Off:2 Def:3),[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,Above the Break 3,24+ Left Center,,,,,,,303.0,,,5.0,3.0,2.0,,,,,,,,
305,PT01M34.00S,2025-12-05T01:04:04.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628401,9.280551905387648,61.51960784313726,1610612738,52,60,2025-12-05T01:06:01Z,2960000,False,-58.0,35.0,1,left,MISS D. White 6' running Layup,[1628401],1610612738.0,BOS,running,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,6.72,Missed,,,,,,,,,,,,,,,,,,
306,PT01M33.00S,2025-12-05T01:04:05.5Z,2,REGULAR,rebound,defensive,[],1630551,,,1610612764,52,60,2025-12-05T01:06:01Z,2970000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:2),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,305.0,,,2.0,2.0,0.0,,,,,,,,
307,PT01M27.00S,2025-12-05T01:04:10.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628963,94.03745072273325,46.07843137254902,1610612764,54,60,2025-12-05T01:04:16Z,2980000,False,-20.0,4.0,1,right,M. Bagley III running alley-oop DUNK (5 PTS) (K. Middleton 3 AST),"[1628963, 203114]",1610612764.0,WAS,running alley-oop,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,1.99,Made,5.0,K. Middleton,203114.0,3.0,,,,,,,,,,,,,,
309,PT01M04.00S,2025-12-05T01:04:33.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,19.92444152431012,48.28431372549019,1610612738,54,60,2025-12-05T01:04:43Z,3000000,False,9.0,135.0,1,left,MISS P. Pritchard 13' step back Shot,[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),8-16 Center,13.51,Missed,,,,,,,,,,,,,,,,,,
310,PT01M01.00S,2025-12-05T01:04:36.8Z,2,REGULAR,rebound,defensive,[],1630551,,,1610612764,54,60,2025-12-05T01:04:37Z,3010000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:3),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,309.0,,,3.0,3.0,0.0,,,,,,,,
311,PT00M47.50S,2025-12-05T01:04:51.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203114,93.11760840998686,48.28431372549019,1610612764,56,60,2025-12-05T01:04:58Z,3020000,False,-9.0,12.0,1,right,K. Middleton turnaround bank Hook (12 PTS) (J. Champagnie 1 AST),"[203114, 1630551]",1610612764.0,WAS,turnaround bank,,,Middleton,K. Middleton,,,,,Restricted Area,0-8 Center,1.49,Made,12.0,J. Champagnie,1630551.0,1.0,,,,,,,,,,,,,,
313,PT00M32.60S,2025-12-05T01:05:09.2Z,2,REGULAR,3pt,Jump Shot,[],1628401,36.74441524310118,21.813725490196077,1610612738,56,63,2025-12-05T01:05:14Z,3040000,False,141.0,293.0,1,left,D. White 32' 3PT pullup (15 PTS),[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Right Center,32.5,Made,15.0,,,,,,,,,,,,,,,,,
314,PT00M14.00S,2025-12-05T01:05:31.6Z,2,REGULAR,3pt,Jump Shot,[],1642267,65.65374507227332,45.588235294117645,1610612764,59,63,2025-12-05T01:05:35Z,3050000,False,-22.0,270.0,1,right,B. Carrington 27' 3PT  (6 PTS) (K. Middleton 4 AST),"[1642267, 203114]",1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Center,27.13,Made,6.0,K. Middleton,203114.0,4.0,,,,,,,,,,,,,,
316,PT00M06.20S,2025-12-05T01:05:47.0Z,2,REGULAR,foul,personal,[],203468,,,1610612738,59,63,2025-12-05T01:06:04Z,3070000,False,,,0,,C. McCollum personal FOUL (2 PF),"[203468, 1628401]",1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,,,,,,,,1628487.0,,,,,2.0,0.0,White,1628401.0,,,,
318,PT00M06.20S,2025-12-05T01:05:55.5Z,2,REGULAR,substitution,out,[],203468,,,1610612738,59,63,2025-12-05T01:06:06Z,3090000,False,,,0,,SUB out: C. McCollum,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT00M06.20S,2025-12-05T01:05:55.5Z,2,REGULAR,substitution,out,[],1628963,,,1610612738,59,63,2025-12-05T01:06:06Z,3100000,False,,,0,,SUB out: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT00M06.20S,2025-12-05T01:05:55.5Z,2,REGULAR,substitution,out,[],1631169,,,1610612738,59,63,2025-12-05T01:06:06Z,3110000,False,,,0,,SUB out: J. Minott,[1631169],1610612738.0,BOS,,,,Minott,J. Minott,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT00M06.20S,2025-12-05T01:05:55.5Z,2,REGULAR,substitution,in,[],1642364,,,1610612738,59,63,2025-12-05T01:06:06Z,3120000,False,,,0,,SUB in: J. Watkins,[1642364],1610612764.0,WAS,,,,Watkins,J. Watkins,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT00M06.20S,2025-12-05T01:05:55.5Z,2,REGULAR,substitution,in,[],1642273,,,1610612738,59,63,2025-12-05T01:06:06Z,3130000,False,,,0,,SUB in: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT00M06.20S,2025-12-05T01:05:55.5Z,2,REGULAR,substitution,in,[],1629014,,,1610612738,59,63,2025-12-05T01:06:06Z,3140000,False,,,0,,SUB in: A. Simons,[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT00M02.10S,2025-12-05T01:06:21.2Z,2,REGULAR,3pt,Jump Shot,[],1628401,35.29894875164258,18.38235294117647,1610612738,59,66,2025-12-05T01:06:25Z,3150000,False,158.0,279.0,1,left,D. White 32' 3PT pullup (18 PTS) (S. Hauser 3 AST),"[1628401, 1630573]",1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Right Center,32.09,Made,18.0,S. Hauser,1630573.0,3.0,,,,,,,,,,,,,,
325,PT00M00.00S,2025-12-05T01:06:29.0Z,2,REGULAR,period,end,[],0,,,1610612764,59,66,2025-12-05T01:06:29Z,3160000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT12M00.00S,2025-12-05T01:21:35.5Z,3,REGULAR,substitution,out,['startperiod'],1642267,,,1610612764,59,66,2025-12-05T01:22:08Z,3170000,False,,,0,,SUB out: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2025-12-05T01:21:35.5Z,3,REGULAR,substitution,out,['startperiod'],1630551,,,1610612764,59,66,2025-12-05T01:22:08Z,3180000,False,,,0,,SUB out: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2025-12-05T01:21:35.5Z,3,REGULAR,substitution,out,['startperiod'],1629014,,,1610612764,59,66,2025-12-05T01:22:08Z,3190000,False,,,0,,SUB out: A. Simons,[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2025-12-05T01:21:35.5Z,3,REGULAR,substitution,in,['startperiod'],1628963,,,1610612764,59,66,2025-12-05T01:22:08Z,3200000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2025-12-05T01:21:35.5Z,3,REGULAR,substitution,in,['startperiod'],203468,,,1610612764,59,66,2025-12-05T01:22:08Z,3210000,False,,,0,,SUB in: C. McCollum,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2025-12-05T01:21:35.5Z,3,REGULAR,substitution,in,['startperiod'],1629674,,,1610612764,59,66,2025-12-05T01:22:08Z,3220000,False,,,0,,SUB in: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2025-12-05T01:22:07.8Z,3,REGULAR,period,start,[],0,,,1610612764,59,66,2025-12-05T01:22:08Z,3230000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT11M42.00S,2025-12-05T01:22:25.1Z,3,REGULAR,3pt,Jump Shot,[],203468,21.107095926412615,94.11764705882352,1610612764,59,66,2025-12-05T01:22:29Z,3240000,False,-221.0,146.0,1,left,MISS C. McCollum 26' 3PT,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,26.45,Missed,,,,,,,,,,,,,,,,,,
336,PT11M40.00S,2025-12-05T01:22:27.1Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,59,66,2025-12-05T01:22:57Z,3250000,False,,,0,,D. White REBOUND (Off:0 Def:4),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,,,,,335.0,,,4.0,4.0,0.0,,,,,,,,
337,PT11M26.00S,2025-12-05T01:22:40.6Z,3,REGULAR,3pt,Jump Shot,[],1630202,71.04139290407359,95.34313725490196,1610612738,59,66,2025-12-05T01:22:44Z,3260000,False,227.0,220.0,1,right,MISS P. Pritchard 31' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,31.57,Missed,,,,,,,,,,,,,,,,,,
