actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
86,PT05M28.00S,2025-11-01T23:23:38.2Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,16,19,2025-11-01T23:23:40Z,860000,False,,,0,,P. Banchero REBOUND (Off:0 Def:3),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Left Corner 3,24+ Left,,,85.0,,,,,,,,,,3.0,3.0,0.0,,,,,
87,PT05M23.00S,2025-11-01T23:23:43.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631094,8.360709592641262,48.03921568627451,1610612753,16,21,2025-11-01T23:23:52Z,870000,False,10.0,26.0,1,left,P. Banchero running Layup (8 PTS),[1631094],1610612753.0,ORL,running,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,2.79,Made,,8.0,,,,,,,,,,,,,,,,
88,PT05M08.00S,2025-11-01T23:23:58.1Z,1,REGULAR,2pt,Jump Shot,[],1642273,78.0059132720105,46.81372549019608,1610612764,18,21,2025-11-01T23:24:03Z,880000,False,-16.0,154.0,1,right,K. George 15' step back Jump Shot (10 PTS),[1642273],1610612764.0,WAS,step back,,,George,K. George,,,,,Mid-Range,8-16 Center,15.5,Made,,10.0,,,,,,,,,,,,,,,,
89,PT04M53.00S,2025-11-01T23:24:13.1Z,1,REGULAR,2pt,Jump Shot,[],1631094,13.61695137976347,27.450980392156865,1610612753,18,21,2025-11-01T23:24:23Z,890000,False,113.0,75.0,1,left,MISS P. Banchero 13' Jump Shot,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Right,13.57,Missed,,,,,,,,,,,,,,,,,,
90,PT04M49.00S,2025-11-01T23:24:17.1Z,1,REGULAR,rebound,defensive,[],1642259,,,1610612764,18,21,2025-11-01T23:24:23Z,900000,False,,,0,,A. Sarr REBOUND (Off:0 Def:2),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Mid-Range,8-16 Right,,,89.0,,,,,,,,,,2.0,2.0,0.0,,,,,
91,PT04M46.00S,2025-11-01T23:24:20.1Z,1,REGULAR,turnover,bad pass,[],203468,,,1610612764,18,21,2025-11-01T23:24:30Z,910000,False,,,0,,C. McCollum bad pass TURNOVER (2 TO),"[203468, 1630217]",1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,2.0,Bane,1630217.0,,
92,PT04M46.00S,2025-11-01T23:24:20.1Z,1,REGULAR,steal,,[],1630217,,,1610612753,18,21,2025-11-01T23:24:22Z,920000,False,,,0,,D. Bane STEAL (1 STL),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
93,PT04M37.00S,2025-11-01T23:24:29.8Z,1,REGULAR,turnover,out-of-bounds,[],1641783,,,1610612753,18,21,2025-11-01T23:27:11Z,930000,False,,,0,,T. da Silva lost ball out-of-bounds TURNOVER (1 TO),[1641783],1610612753.0,ORL,lost ball,,,da Silva,T. da Silva,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,200833.0,,,,,,,,1.0,,,,
94,PT04M36.00S,2025-11-01T23:24:34.8Z,1,REGULAR,substitution,out,[],203468,,,1610612764,18,21,2025-11-01T23:25:03Z,940000,False,,,0,,SUB out: C. McCollum,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M36.00S,2025-11-01T23:24:34.8Z,1,REGULAR,substitution,out,[],1642273,,,1610612764,18,21,2025-11-01T23:25:03Z,950000,False,,,0,,SUB out: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M36.00S,2025-11-01T23:24:34.8Z,1,REGULAR,substitution,out,[],1642259,,,1610612764,18,21,2025-11-01T23:25:03Z,960000,False,,,0,,SUB out: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M36.00S,2025-11-01T23:24:34.8Z,1,REGULAR,substitution,out,[],1630217,,,1610612764,18,21,2025-11-01T23:25:03Z,970000,False,,,0,,SUB out: D. Bane,[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M36.00S,2025-11-01T23:24:34.8Z,1,REGULAR,substitution,in,[],1642267,,,1610612764,18,21,2025-11-01T23:25:03Z,980000,False,,,0,,SUB in: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M36.00S,2025-11-01T23:24:34.8Z,1,REGULAR,substitution,in,[],1628963,,,1610612764,18,21,2025-11-01T23:25:03Z,990000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M36.00S,2025-11-01T23:24:34.8Z,1,REGULAR,substitution,in,[],1630557,,,1610612764,18,21,2025-11-01T23:25:03Z,1000000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M36.00S,2025-11-01T23:24:34.8Z,1,REGULAR,substitution,in,[],1626145,,,1610612764,18,21,2025-11-01T23:25:03Z,1010000,False,,,0,,SUB in: T. Jones,[1626145],1610612753.0,ORL,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M27.00S,2025-11-01T23:25:14.8Z,1,REGULAR,turnover,bad pass,[],1642267,,,1610612764,18,21,2025-11-01T23:25:21Z,1020000,False,,,0,,B. Carrington bad pass TURNOVER (1 TO),"[1642267, 1641783]",1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,1.0,da Silva,1641783.0,,
103,PT04M27.00S,2025-11-01T23:25:14.8Z,1,REGULAR,steal,,[],1641783,,,1610612753,18,21,2025-11-01T23:25:17Z,1030000,False,,,0,,T. da Silva STEAL (1 STL),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
104,PT04M22.00S,2025-11-01T23:25:20.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641710,7.046649145860711,95.58823529411765,1610612753,18,21,2025-11-01T23:25:31Z,1040000,False,-228.0,14.0,1,left,MISS A. Black 3PT,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Left Corner 3,24+ Left,22.83,Missed,,,,,,,,,,,,,,,,,,
105,PT04M16.00S,2025-11-01T23:25:26.1Z,1,REGULAR,rebound,defensive,[],1641715,,,1610612764,18,21,2025-11-01T23:25:31Z,1050000,False,,,0,,C. Whitmore REBOUND (Off:0 Def:1),[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,Left Corner 3,24+ Left,,,104.0,,,,,,,,,,1.0,1.0,0.0,,,,,
106,PT04M13.00S,2025-11-01T23:25:28.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641715,70.51576872536137,21.568627450980394,1610612764,21,21,2025-11-01T23:25:34Z,1060000,False,-142.0,225.0,1,right,C. Whitmore 26' 3PT  (3 PTS),[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Left Center,26.59,Made,,3.0,,,,,,,,,,,,,,,,
107,PT04M02.00S,2025-11-01T23:25:40.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629048,16.90210249671485,49.26470588235294,1610612753,21,23,2025-11-01T23:25:45Z,1070000,False,4.0,106.0,1,left,G. Bitadze 10' floating Jump Shot (2 PTS) (A. Black 1 AST),"[1629048, 1641710]",1610612753.0,ORL,floating,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),8-16 Center,10.65,Made,,2.0,A. Black,1641710.0,1.0,,,,,,,,,,,,,
109,PT03M52.00S,2025-11-01T23:25:50.1Z,1,REGULAR,turnover,bad pass,[],1642267,,,1610612764,21,23,2025-11-01T23:25:53Z,1090000,False,,,0,,B. Carrington bad pass TURNOVER (2 TO),"[1642267, 1629048]",1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2.0,Bitadze,1629048.0,,
110,PT03M52.00S,2025-11-01T23:25:50.1Z,1,REGULAR,steal,,[],1629048,,,1610612753,21,23,2025-11-01T23:25:52Z,1100000,False,,,0,,G. Bitadze STEAL (1 STL),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
111,PT03M46.00S,2025-11-01T23:25:56.4Z,1,REGULAR,turnover,lost ball,[],1631094,,,1610612753,21,23,2025-11-01T23:26:06Z,1110000,False,,,0,,P. Banchero lost ball TURNOVER (1 TO),"[1631094, 1641715]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,Whitmore,1641715.0,,
112,PT03M46.00S,2025-11-01T23:25:56.4Z,1,REGULAR,steal,,[],1641715,,,1610612764,21,23,2025-11-01T23:26:06Z,1120000,False,,,0,,C. Whitmore STEAL (1 STL),[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
113,PT03M42.00S,2025-11-01T23:25:59.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642267,94.43166885676742,51.9607843137255,1610612764,23,23,2025-11-01T23:26:11Z,1130000,False,10.0,0.0,1,right,B. Carrington running DUNK (2 PTS) (M. Bagley III 1 AST),"[1642267, 1628963]",1610612764.0,WAS,running,,,Carrington,B. Carrington,,,,,Restricted Area,0-8 Center,0.98,Made,,2.0,M. Bagley III,1628963.0,1.0,,,,,,,,,,,,,
115,PT03M39.00S,2025-11-01T23:26:14.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,23,23,2025-11-01T23:26:14Z,1150000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M39.00S,2025-11-01T23:27:12.6Z,1,REGULAR,substitution,out,[],1631094,,,1610612753,23,23,2025-11-01T23:28:45Z,1160000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M39.00S,2025-11-01T23:27:12.6Z,1,REGULAR,substitution,out,[],1641783,,,1610612753,23,23,2025-11-01T23:28:45Z,1170000,False,,,0,,SUB out: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M39.00S,2025-11-01T23:27:12.6Z,1,REGULAR,substitution,out,[],1629048,,,1610612753,23,23,2025-11-01T23:28:45Z,1180000,False,,,0,,SUB out: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M39.00S,2025-11-01T23:27:12.6Z,1,REGULAR,substitution,in,[],1628371,,,1610612753,23,23,2025-11-01T23:28:45Z,1190000,False,,,0,,SUB in: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M39.00S,2025-11-01T23:27:12.6Z,1,REGULAR,substitution,in,[],1630532,,,1610612753,23,23,2025-11-01T23:28:45Z,1200000,False,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M39.00S,2025-11-01T23:27:12.6Z,1,REGULAR,substitution,in,[],1628976,,,1610612753,23,23,2025-11-01T23:28:45Z,1210000,False,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M21.00S,2025-11-01T23:29:21.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628976,7.30946123521682,50.98039215686274,1610612753,23,23,2025-11-01T23:29:32Z,1220000,False,-5.0,16.0,1,left,MISS W. Carter Jr. alley-oop Layup,[1628976],1610612753.0,ORL,alley-oop,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,1.69,Missed,,,,,,,,,,,,,,,,,,
123,PT03M17.00S,2025-11-01T23:29:25.1Z,1,REGULAR,rebound,offensive,[],1630532,,,1610612753,23,23,2025-11-01T23:29:25Z,1230000,False,,,0,,F. Wagner REBOUND (Off:1 Def:0),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,122.0,,,,,,,,,,1.0,0.0,1.0,,,,,
124,PT03M10.00S,2025-11-01T23:29:31.7Z,1,REGULAR,turnover,bad pass,[],1641710,,,1610612753,23,23,2025-11-01T23:29:36Z,1240000,False,,,0,,A. Black bad pass TURNOVER (1 TO),"[1641710, 1641715]",1610612753.0,ORL,,,,Black,A. Black,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,1.0,Whitmore,1641715.0,,
125,PT03M10.00S,2025-11-01T23:29:31.7Z,1,REGULAR,steal,,[],1641715,,,1610612764,23,23,2025-11-01T23:29:33Z,1250000,False,,,0,,C. Whitmore STEAL (2 STL),[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
126,PT03M06.00S,2025-11-01T23:29:36.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641715,94.1688567674113,50.245098039215684,1610612764,25,23,2025-11-01T23:29:44Z,1260000,False,1.0,2.0,1,right,C. Whitmore running Layup (5 PTS),[1641715],1610612764.0,WAS,running,,,Whitmore,C. Whitmore,,,,,Restricted Area,0-8 Center,0.26,Made,,5.0,,,,,,,,,,,,,,,,
127,PT02M51.00S,2025-11-01T23:29:50.6Z,1,REGULAR,2pt,Jump Shot,[],1628976,24.26084099868594,59.068627450980394,1610612753,25,23,2025-11-01T23:29:56Z,1270000,False,-45.0,176.0,1,left,MISS W. Carter Jr. 18' Jump Shot,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,16-24 Center,18.13,Missed,,,,,,,,,,,,,,,,,,
128,PT02M48.00S,2025-11-01T23:29:53.6Z,1,REGULAR,rebound,defensive,[],1642267,,,1610612764,25,23,2025-11-01T23:29:56Z,1280000,False,,,0,,B. Carrington REBOUND (Off:0 Def:1),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Mid-Range,16-24 Center,,,127.0,,,,,,,,,,1.0,1.0,0.0,,,,,
129,PT02M43.00S,2025-11-01T23:29:59.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641715,59.740473061760845,39.21568627450981,1610612764,28,23,2025-11-01T23:30:38Z,1290000,False,-54.0,326.0,1,right,C. Whitmore 33' 3PT running (8 PTS) (B. Carrington 1 AST),"[1641715, 1642267]",1610612764.0,WAS,running,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Center,33.03,Made,,8.0,B. Carrington,1642267.0,1.0,,,,,,,,,,,,,
131,PT02M26.00S,2025-11-01T23:30:16.0Z,1,REGULAR,2pt,Jump Shot,[],1626145,22.683968462549277,34.55882352941176,1610612753,28,25,2025-11-01T23:30:24Z,1310000,False,77.0,161.0,1,left,T. Jones 17' Jump Shot (2 PTS) (F. Wagner 1 AST),"[1626145, 1630532]",1610612753.0,ORL,,,,Jones,T. Jones,,,,,Mid-Range,16-24 Right Center,17.83,Made,,2.0,F. Wagner,1630532.0,1.0,,,,,,,,,,,,,
133,PT02M17.00S,2025-11-01T23:30:24.4Z,1,REGULAR,3pt,Jump Shot,[],1642848,67.23061760840999,38.970588235294116,1610612764,28,25,2025-11-01T23:30:28Z,1330000,False,-55.0,256.0,1,right,MISS T. Johnson 26' 3PT,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,Above the Break 3,24+ Center,26.14,Missed,,,,,,,,,,,,,,,,,,
134,PT02M14.00S,2025-11-01T23:30:27.4Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,28,25,2025-11-01T23:30:28Z,1340000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:3),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Center,,,133.0,,,,,,,,,,3.0,3.0,0.0,,,,,
135,PT02M08.00S,2025-11-01T23:30:35.7Z,1,REGULAR,turnover,out-of-bounds,[],1628976,,,1610612753,28,25,2025-11-01T23:30:47Z,1350000,False,,,0,,W. Carter Jr. bad pass out-of-bounds TURNOVER (1 TO),[1628976],1610612753.0,ORL,bad pass,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2530.0,,,,,,,,1.0,,,,
136,PT01M58.00S,2025-11-01T23:30:53.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642267,75.64060446780552,93.13725490196079,1610612764,31,25,2025-11-01T23:30:57Z,1360000,False,216.0,176.0,1,right,B. Carrington 27' 3PT  (5 PTS) (M. Bagley III 2 AST),"[1642267, 1628963]",1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Right Center,27.87,Made,,5.0,M. Bagley III,1628963.0,2.0,,,,,,,,,,,,,
138,PT01M44.00S,2025-11-01T23:31:08.9Z,1,REGULAR,foul,personal,['2freethrow'],1628963,,,1610612753,31,25,2025-11-01T23:31:17Z,1380000,False,,,0,,M. Bagley III shooting personal FOUL (1 PF) (Wagner 2 FT),"[1628963, 1630532]",1610612764.0,WAS,shooting,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,,,,,2530.0,1.0,0.0,Wagner,1630532.0,,,,,,,,
140,PT01M44.00S,2025-11-01T23:31:42.4Z,1,REGULAR,freethrow,1 of 2,[],1630532,,,1610612753,31,26,2025-11-01T23:31:42Z,1400000,False,,,0,,F. Wagner Free Throw 1 of 2 (5 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,,5.0,,,,,,,,,,,,,,,,
141,PT01M44.00S,2025-11-01T23:32:00.0Z,1,REGULAR,freethrow,2 of 2,[],1630532,,,1610612753,31,27,2025-11-01T23:32:00Z,1410000,False,,,0,,F. Wagner Free Throw 2 of 2 (6 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,,6.0,,,,,,,,,,,,,,,,
142,PT01M34.00S,2025-11-01T23:32:11.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628963,92.72339027595268,51.9607843137255,1610612764,33,27,2025-11-01T23:32:15Z,1420000,False,10.0,16.0,1,right,M. Bagley III DUNK (2 PTS) (B. Carrington 2 AST),"[1628963, 1642267]",1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,1.87,Made,,2.0,B. Carrington,1642267.0,2.0,,,,,,,,,,,,,
144,PT01M20.00S,2025-11-01T23:32:25.0Z,1,REGULAR,3pt,Jump Shot,[],1630532,31.61957950065703,67.40196078431373,1610612753,33,30,2025-11-01T23:32:29Z,1440000,False,-87.0,245.0,1,left,F. Wagner 25' 3PT pullup (9 PTS),[1630532],1610612753.0,ORL,pullup,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,25.97,Made,,9.0,,,,,,,,,,,,,,,,
147,PT00M52.80S,2025-11-01T23:33:25.1Z,1,REGULAR,3pt,Jump Shot,[],1642848,89.30683311432325,96.07843137254902,1610612764,33,30,2025-11-01T23:33:32Z,1470000,False,230.0,48.0,1,right,MISS T. Johnson 3PT,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,Right Corner 3,24+ Right,23.53,Missed,,,,,,,,,,,,,,,,,,
148,PT00M49.40S,2025-11-01T23:33:28.5Z,1,REGULAR,rebound,defensive,[],1626145,,,1610612753,33,30,2025-11-01T23:33:32Z,1480000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1626145],1610612753.0,ORL,,,,Jones,T. Jones,,,,,Right Corner 3,24+ Right,,,147.0,,,,,,,,,,1.0,1.0,0.0,,,,,
149,PT00M46.80S,2025-11-01T23:33:31.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626145,4.02431011826544,49.01960784313725,1610612753,33,32,2025-11-01T23:33:39Z,1490000,False,5.0,-15.0,1,left,T. Jones running Layup (4 PTS),[1626145],1610612753.0,ORL,running,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,1.55,Made,,4.0,,,,,,,,,,,,,,,,
150,PT00M29.50S,2025-11-01T23:33:52.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642848,88.51839684625493,65.19607843137256,1610612764,35,32,2025-11-01T23:33:56Z,1500000,False,76.0,55.0,1,right,T. Johnson 9' driving floating Jump Shot (2 PTS),[1642848],1610612764.0,WAS,driving floating,,,Johnson,T. Johnson,,,,,In The Paint (Non-RA),8-16 Right,9.4,Made,,2.0,,,,,,,,,,,,,,,,
151,PT00M09.40S,2025-11-01T23:34:14.4Z,1,REGULAR,3pt,Jump Shot,[],1630532,33.590670170827856,26.96078431372549,1610612753,35,32,2025-11-01T23:34:20Z,1510000,False,115.0,263.0,1,left,MISS F. Wagner 28' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,28.74,Missed,,,,,,,,,,,,,,,,,,
152,PT00M07.70S,2025-11-01T23:34:19.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612764,35,32,2025-11-01T23:34:19Z,1520000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Right Center,,,151.0,,,,,,,,,,,,,,,,,
154,PT00M03.40S,2025-11-01T23:34:32.6Z,1,REGULAR,foul,personal,[],1626145,,,1610612764,35,32,2025-11-01T23:34:39Z,1540000,False,,,0,,T. Jones personal FOUL (1 PF),"[1626145, 1642267]",1610612753.0,ORL,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,,1630888.0,1.0,0.0,Carrington,1642267.0,,,,,,,,
156,PT00M03.40S,2025-11-01T23:34:46.6Z,1,REGULAR,substitution,out,[],1626145,,,1610612764,35,32,2025-11-01T23:34:52Z,1560000,False,,,0,,SUB out: T. Jones,[1626145],1610612753.0,ORL,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M03.40S,2025-11-01T23:34:46.6Z,1,REGULAR,substitution,in,[],1630591,,,1610612764,35,32,2025-11-01T23:34:52Z,1570000,False,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M00.30S,2025-11-01T23:35:10.8Z,1,REGULAR,3pt,Jump Shot,[],1628963,63.02562417871223,60.5392156862745,1610612764,35,32,2025-11-01T23:35:16Z,1580000,False,53.0,295.0,1,right,MISS M. Bagley III 29' 3PT,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Above the Break 3,24+ Center,29.98,Missed,,,,,,,,,,,,,,,,,,
159,PT00M00.30S,2025-11-01T23:35:10.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,35,32,2025-11-01T23:35:16Z,1590000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Center,,,158.0,,,,,,,,,,,,,,,,,
160,PT00M00.00S,2025-11-01T23:35:18.3Z,1,REGULAR,period,end,[],0,,,1610612764,35,32,2025-11-01T23:35:18Z,1600000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2025-11-01T23:36:45.9Z,2,REGULAR,substitution,out,['startperiod'],1641715,,,1610612764,35,32,2025-11-01T23:37:44Z,1610000,False,,,0,,SUB out: C. Whitmore,[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2025-11-01T23:36:45.9Z,2,REGULAR,substitution,out,['startperiod'],1630557,,,1610612764,35,32,2025-11-01T23:37:44Z,1620000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2025-11-01T23:36:45.9Z,2,REGULAR,substitution,out,['startperiod'],1628963,,,1610612764,35,32,2025-11-01T23:37:44Z,1630000,False,,,0,,SUB out: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2025-11-01T23:36:45.9Z,2,REGULAR,substitution,out,['startperiod'],1641710,,,1610612764,35,32,2025-11-01T23:37:44Z,1640000,False,,,0,,SUB out: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2025-11-01T23:36:45.9Z,2,REGULAR,substitution,in,['startperiod'],1642259,,,1610612764,35,32,2025-11-01T23:37:44Z,1650000,False,,,0,,SUB in: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2025-11-01T23:36:45.9Z,2,REGULAR,substitution,in,['startperiod'],1642273,,,1610612764,35,32,2025-11-01T23:37:44Z,1660000,False,,,0,,SUB in: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2025-11-01T23:36:45.9Z,2,REGULAR,substitution,in,['startperiod'],1641731,,,1610612764,35,32,2025-11-01T23:37:44Z,1670000,False,,,0,,SUB in: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2025-11-01T23:36:45.9Z,2,REGULAR,substitution,in,['startperiod'],1626145,,,1610612764,35,32,2025-11-01T23:37:44Z,1680000,False,,,0,,SUB in: T. Jones,[1626145],1610612753.0,ORL,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2025-11-01T23:37:55.9Z,2,REGULAR,period,start,[],0,,,1610612764,35,32,2025-11-01T23:37:55Z,1690000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
