actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
91,PT05M55.00S,2026-04-07T23:25:58.9Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612741,11,18,2026-04-07T23:26:01Z,910000,False,,,0,,I. Okoro REBOUND (Off:0 Def:3),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Left Center,,,,90.0,3.0,3.0,0.0,,,,,,,,,,,,,
92,PT05M47.00S,2026-04-07T23:26:07.8Z,1,REGULAR,2pt,Hook,[],1630172,92.06636005256242,71.07843137254902,1610612741,11,20,2026-04-07T23:27:02Z,920000,False,105.0,22.0,1,right,P. Williams 10' turnaround bank Hook (5 PTS) (G. Yabusele 1 AST),"[1630172, 1627824]",1610612741.0,CHI,turnaround bank,,,Williams,P. Williams,,,,,Mid-Range,8-16 Right,10.77,Made,5.0,,,,,,,,,,,G. Yabusele,1627824.0,1.0,,,,
94,PT05M38.00S,2026-04-07T23:26:16.4Z,1,REGULAR,turnover,lost ball,[],1642267,,,1610612764,11,20,2026-04-07T23:26:22Z,940000,False,,,0,,B. Carrington lost ball TURNOVER (1 TO),"[1642267, 1629012]",1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,1.0,,,,Sexton,1629012.0,,
95,PT05M38.00S,2026-04-07T23:26:16.4Z,1,REGULAR,steal,,[],1629012,,,1610612741,11,20,2026-04-07T23:26:17Z,950000,False,,,0,,C. Sexton STEAL (2 STL),[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
96,PT05M35.00S,2026-04-07T23:26:20.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak', 'defensivegoaltending']",1630171,92.72339027595268,46.07843137254902,1610612741,11,22,2026-04-07T23:26:38Z,960000,False,-20.0,16.0,1,right,I. Okoro running Layup (5 PTS) (C. Sexton 2 AST),"[1630171, 1629012]",1610612741.0,CHI,running,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,2.52,Made,5.0,,,,,,,,,,,C. Sexton,1629012.0,2.0,,,,
98,PT05M35.00S,2026-04-07T23:26:25.1Z,1,REGULAR,violation,defensive goaltending,[],1630551,,,1610612741,11,22,2026-04-07T23:26:47Z,980000,False,,,0,,J. Champagnie defensive goaltending VIOLATION,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,1627539.0,,,,,,,,,,,,
99,PT05M27.00S,2026-04-07T23:26:41.8Z,1,REGULAR,foul,personal,[],1627824,,,1610612764,11,22,2026-04-07T23:26:50Z,990000,False,,,0,,G. Yabusele personal FOUL (2 PF),"[1627824, 1630264]",1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Right Center,,,,,,,,1627539.0,2.0,0.0,Gill,1630264.0,,,,,,,,
101,PT05M27.00S,2026-04-07T23:26:49.4Z,1,REGULAR,substitution,out,[],1627824,,,1610612764,11,22,2026-04-07T23:26:56Z,1010000,False,,,0,,SUB out: G. Yabusele,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT05M27.00S,2026-04-07T23:26:49.4Z,1,REGULAR,substitution,in,[],1642950,,,1610612764,11,22,2026-04-07T23:26:56Z,1020000,False,,,0,,SUB in: L. Olbrich,[1642950],1610612741.0,CHI,,,,Olbrich,L. Olbrich,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT05M13.00S,2026-04-07T23:27:40.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642265,,,1610612764,11,22,2026-04-07T23:27:51Z,1050000,False,,,0,,R. Dillingham shooting personal FOUL (1 PF) (Cooper 2 FT),"[1642265, 1630536]",1610612741.0,CHI,shooting,,,Dillingham,R. Dillingham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627962.0,1.0,0.0,Cooper,1630536.0,,,,,,,,
107,PT05M13.00S,2026-04-07T23:27:52.1Z,1,REGULAR,freethrow,1 of 2,[],1630536,,,1610612764,12,22,2026-04-07T23:27:52Z,1070000,False,,,0,,S. Cooper Free Throw 1 of 2 (1 PTS),[1630536],1610612764.0,WAS,,,,Cooper,S. Cooper,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
108,PT05M13.00S,2026-04-07T23:28:03.9Z,1,REGULAR,freethrow,2 of 2,[],1630536,,,1610612764,13,22,2026-04-07T23:28:03Z,1080000,False,,,0,,S. Cooper Free Throw 2 of 2 (2 PTS),[1630536],1610612764.0,WAS,,,,Cooper,S. Cooper,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
109,PT05M00.00S,2026-04-07T23:28:18.5Z,1,REGULAR,3pt,Jump Shot,[],1629012,70.77858081471747,6.61764705882353,1610612741,13,22,2026-04-07T23:28:23Z,1090000,False,-217.0,222.0,1,right,MISS C. Sexton 31' 3PT,[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Left Center,31.05,Missed,,,,,,,,,,,,,,,,,,
110,PT04M58.00S,2026-04-07T23:28:20.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,13,22,2026-04-07T23:28:23Z,1100000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,,109.0,,,,,,,,,,,,,,,,
112,PT04M57.00S,2026-04-07T23:28:39.0Z,1,REGULAR,foul,personal,['2freethrow'],1630536,,,1610612741,13,22,2026-04-07T23:28:46Z,1120000,False,,,0,,S. Cooper shooting personal FOUL (1 PF) (Sexton 2 FT),"[1630536, 1629012]",1610612764.0,WAS,shooting,,,Cooper,S. Cooper,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,201639.0,1.0,0.0,Sexton,1629012.0,,,,,,,,
114,PT04M57.00S,2026-04-07T23:29:05.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629012,,,1610612741,13,23,2026-04-07T23:29:05Z,1140000,False,,,0,,C. Sexton Free Throw 1 of 2 (3 PTS),[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
115,PT04M57.00S,2026-04-07T23:29:05.6Z,1,REGULAR,substitution,out,[],1630171,,,1610612741,13,23,2026-04-07T23:29:09Z,1150000,False,,,0,,SUB out: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT04M57.00S,2026-04-07T23:29:05.6Z,1,REGULAR,substitution,in,[],1631159,,,1610612741,13,23,2026-04-07T23:29:09Z,1160000,False,,,0,,SUB in: L. Miller,[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT04M57.00S,2026-04-07T23:29:25.2Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629012,,,1610612741,13,24,2026-04-07T23:29:25Z,1170000,False,,,0,,C. Sexton Free Throw 2 of 2 (4 PTS),[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
118,PT04M45.00S,2026-04-07T23:29:38.9Z,1,REGULAR,3pt,Jump Shot,[],1641778,4.28712220762155,97.05882352941177,1610612764,13,24,2026-04-07T23:29:42Z,1180000,False,-235.0,-12.0,1,left,MISS L. Black 3PT,[1641778],1610612764.0,WAS,,,,Black,L. Black,,,,,Left Corner 3,24+ Left,23.56,Missed,,,,,,,,,,,,,,,,,,
119,PT04M43.00S,2026-04-07T23:29:40.9Z,1,REGULAR,rebound,defensive,[],1642265,,,1610612741,13,24,2026-04-07T23:29:42Z,1190000,False,,,0,,R. Dillingham REBOUND (Off:0 Def:1),[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,Left Corner 3,24+ Left,,,,118.0,1.0,1.0,0.0,,,,,,,,,,,,,
120,PT04M27.00S,2026-04-07T23:29:56.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,94.1688567674113,51.225490196078425,1610612741,13,26,2026-04-07T23:30:00Z,1200000,False,6.0,2.0,1,right,C. Sexton driving Layup (6 PTS) (L. Miller 1 AST),"[1629012, 1631159]",1610612741.0,CHI,driving,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,0.65,Made,6.0,,,,,,,,,,,L. Miller,1631159.0,1.0,,,,
122,PT04M16.00S,2026-04-07T23:30:06.9Z,1,REGULAR,3pt,Jump Shot,[],1630551,22.28975032851511,91.17647058823529,1610612764,13,26,2026-04-07T23:30:11Z,1220000,False,-206.0,157.0,1,left,MISS J. Champagnie 25' 3PT,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,25.89,Missed,,,,,,,,,,,,,,,,,,
123,PT04M13.00S,2026-04-07T23:30:09.9Z,1,REGULAR,rebound,defensive,[],1630172,,,1610612741,13,26,2026-04-07T23:30:11Z,1230000,False,,,0,,P. Williams REBOUND (Off:0 Def:3),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,,,,122.0,3.0,3.0,0.0,,,,,,,,,,,,,
124,PT04M09.00S,2026-04-07T23:30:14.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629012,66.70499342969777,48.529411764705884,1610612741,13,26,2026-04-07T23:31:02Z,1240000,False,-7.0,260.0,1,right,MISS C. Sexton 26' running pullup 3PT,[1629012],1610612741.0,CHI,running pullup,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Center,26.06,Missed,,,,,,,,,,,,,,,,,,
125,PT04M06.00S,2026-04-07T23:30:17.3Z,1,REGULAR,rebound,defensive,[],1642267,,,1610612764,13,26,2026-04-07T23:30:18Z,1250000,False,,,0,,B. Carrington REBOUND (Off:0 Def:2),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Center,,,,124.0,2.0,2.0,0.0,,,,,,,,,,,,,
126,PT04M02.00S,2026-04-07T23:30:21.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642267,26.363337713534822,9.313725490196079,1610612764,13,26,2026-04-07T23:31:31Z,1260000,False,203.0,195.0,1,left,MISS B. Carrington 28' running pullup 3PT,[1642267],1610612764.0,WAS,running pullup,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Right Center,28.2,Missed,,,,,,,,,,,,,,,,,,
127,PT03M58.00S,2026-04-07T23:30:25.2Z,1,REGULAR,rebound,defensive,[],1629012,,,1610612741,13,26,2026-04-07T23:30:31Z,1270000,False,,,0,,C. Sexton REBOUND (Off:0 Def:1),[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Right Center,,,,126.0,1.0,1.0,0.0,,,,,,,,,,,,,
128,PT03M55.00S,2026-04-07T23:30:32.8Z,1,REGULAR,foul,personal,[],1630264,,,1610612741,13,26,2026-04-07T23:30:39Z,1280000,False,,,0,,A. Gill personal FOUL (1 PF),"[1630264, 1642950]",1610612764.0,WAS,,,,Gill,A. Gill,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627962.0,1.0,0.0,Olbrich,1642950.0,,,,,,,,
130,PT03M55.00S,2026-04-07T23:30:42.7Z,1,REGULAR,substitution,out,[],1629012,,,1610612741,13,26,2026-04-07T23:30:44Z,1300000,False,,,0,,SUB out: C. Sexton,[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M55.00S,2026-04-07T23:30:42.7Z,1,REGULAR,substitution,in,[],1630200,,,1610612741,13,26,2026-04-07T23:30:44Z,1310000,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT03M48.00S,2026-04-07T23:31:08.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630264,,,1610612741,13,26,2026-04-07T23:31:15Z,1320000,False,,,0,,A. Gill personal FOUL (2 PF) (Olbrich 2 FT),"[1630264, 1642950]",1610612764.0,WAS,,,,Gill,A. Gill,,,,,Mid-Range,16-24 Left Center,,,,,,,,1627962.0,2.0,0.0,Olbrich,1642950.0,,,,,,,,
134,PT03M48.00S,2026-04-07T23:31:32.9Z,1,REGULAR,freethrow,1 of 2,[],1642950,,,1610612741,13,26,2026-04-07T23:31:47Z,1340000,False,,,0,,MISS L. Olbrich Free Throw 1 of 2,[1642950],1610612741.0,CHI,,,,Olbrich,L. Olbrich,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
135,PT03M48.00S,2026-04-07T23:31:32.9Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612741,13,26,2026-04-07T23:31:47Z,1350000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,134.0,,,,,,,,,,,,,,,,
136,PT03M48.00S,2026-04-07T23:31:32.9Z,1,REGULAR,freethrow,2 of 2,[],1642950,,,1610612741,13,26,2026-04-07T23:31:47Z,1360000,False,,,0,,MISS L. Olbrich Free Throw 2 of 2,[1642950],1610612741.0,CHI,,,,Olbrich,L. Olbrich,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
137,PT03M46.00S,2026-04-07T23:31:34.9Z,1,REGULAR,rebound,defensive,[],1630551,,,1610612764,13,26,2026-04-07T23:31:47Z,1370000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,136.0,1.0,1.0,0.0,,,,,,,,,,,,,
138,PT03M35.00S,2026-04-07T23:31:57.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630551,8.754927726675426,56.61764705882353,1610612764,13,26,2026-04-07T23:32:04Z,1380000,False,-33.0,30.0,1,left,MISS J. Champagnie cutting Layup,[1630551],1610612764.0,WAS,cutting,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,4.45,Missed,,,,,,,,,,,,,,,,,,
139,PT03M34.00S,2026-04-07T23:31:58.4Z,1,REGULAR,rebound,offensive,[],1630551,,,1610612764,13,26,2026-04-07T23:31:58Z,1390000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:1),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,,,,138.0,2.0,1.0,1.0,,,,,,,,,,,,,
194,PT03M34.00S,2026-04-07T23:32:00.7Z,1,REGULAR,turnover,lost ball,[],1630551,,,1610612764,13,26,2026-04-07T23:41:35Z,1405000,False,,,0,,J. Champagnie lost ball TURNOVER (1 TO),"[1630551, 1642950]",1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1.0,,,,Olbrich,1642950.0,,
195,PT03M34.00S,2026-04-07T23:32:00.7Z,1,REGULAR,steal,,[],1642950,,,1610612741,13,26,2026-04-07T23:41:35Z,1412500,False,,,0,,L. Olbrich STEAL (1 STL),[1642950],1610612741.0,CHI,,,,Olbrich,L. Olbrich,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
142,PT03M30.00S,2026-04-07T23:32:04.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'fromturnover']",1630200,92.46057818659659,51.9607843137255,1610612741,13,28,2026-04-07T23:41:35Z,1420000,False,10.0,18.0,1,right,T. Jones running Layup (4 PTS) (P. Williams 2 AST),"[1630200, 1630172]",1610612741.0,CHI,running,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,2.08,Made,4.0,,,,,,,,,,,P. Williams,1630172.0,2.0,,,,
144,PT03M30.00S,2026-04-07T23:32:08.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,13,28,2026-04-07T23:32:08Z,1440000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT03M16.00S,2026-04-07T23:35:15.6Z,1,REGULAR,3pt,Jump Shot,[],1642267,33.196452036793694,32.59803921568628,1610612764,13,28,2026-04-07T23:35:22Z,1450000,False,87.0,260.0,1,left,MISS B. Carrington 27' 3PT,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Right Center,27.37,Missed,,,,,,,,,,,,,,,,,,
146,PT03M13.00S,2026-04-07T23:35:18.6Z,1,REGULAR,rebound,defensive,[],1642950,,,1610612741,13,28,2026-04-07T23:37:49Z,1460000,False,,,0,,L. Olbrich REBOUND (Off:0 Def:1),[1642950],1610612741.0,CHI,,,,Olbrich,L. Olbrich,,,,,Above the Break 3,24+ Right Center,,,,145.0,1.0,1.0,0.0,,,,,,,,,,,,,
147,PT03M05.00S,2026-04-07T23:35:27.0Z,1,REGULAR,turnover,bad pass,[],1642265,,,1610612741,13,28,2026-04-07T23:35:30Z,1470000,False,,,0,,R. Dillingham bad pass TURNOVER (1 TO),"[1642265, 1630264]",1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,,,,Gill,1630264.0,,
148,PT03M05.00S,2026-04-07T23:35:27.0Z,1,REGULAR,steal,,[],1630264,,,1610612764,13,28,2026-04-07T23:35:28Z,1480000,False,,,0,,A. Gill STEAL (1 STL),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
149,PT03M01.00S,2026-04-07T23:35:31.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630536,22.28975032851511,8.823529411764707,1610612764,13,28,2026-04-07T23:38:07Z,1490000,False,206.0,157.0,1,left,MISS S. Cooper 25' running pullup 3PT,[1630536],1610612764.0,WAS,running pullup,,,Cooper,S. Cooper,,,,,Above the Break 3,24+ Right Center,25.89,Missed,,,,,,,,,,,,,,,,,,
150,PT02M58.00S,2026-04-07T23:35:34.1Z,1,REGULAR,rebound,defensive,[],1631159,,,1610612741,13,28,2026-04-07T23:35:34Z,1500000,False,,,0,,L. Miller REBOUND (Off:0 Def:2),[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,Above the Break 3,24+ Right Center,,,,149.0,2.0,2.0,0.0,,,,,,,,,,,,,
151,PT02M52.00S,2026-04-07T23:35:40.6Z,1,REGULAR,3pt,Jump Shot,[],1631159,65.78515111695138,25.49019607843137,1610612741,13,28,2026-04-07T23:37:21Z,1510000,False,-123.0,269.0,1,right,MISS L. Miller 29' 3PT,[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,Above the Break 3,24+ Left Center,29.57,Missed,,,,,,,,,,,,,,,,,,
152,PT02M49.00S,2026-04-07T23:35:43.6Z,1,REGULAR,rebound,defensive,[],1630264,,,1610612764,13,28,2026-04-07T23:37:21Z,1520000,False,,,0,,A. Gill REBOUND (Off:0 Def:1),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,Above the Break 3,24+ Left Center,,,,151.0,1.0,1.0,0.0,,,,,,,,,,,,,
153,PT02M30.00S,2026-04-07T23:36:02.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642267,5.601182654402102,61.274509803921575,1610612764,15,28,2026-04-07T23:42:29Z,1530000,False,-56.0,0.0,1,left,B. Carrington driving Layup (2 PTS),[1642267],1610612764.0,WAS,driving,,,Carrington,B. Carrington,,,,,In The Paint (Non-RA),0-8 Center,5.64,Made,2.0,,,,,,,,,,,,,,,,,
154,PT02M20.00S,2026-04-07T23:36:11.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642265,80.3712220762155,50.245098039215684,1610612741,15,30,2026-04-07T23:42:59Z,1540000,False,1.0,132.0,1,right,R. Dillingham 13' step back Jump Shot (4 PTS),[1642265],1610612741.0,CHI,step back,,,Dillingham,R. Dillingham,,,,,In The Paint (Non-RA),8-16 Center,13.2,Made,4.0,,,,,,,,,,,,,,,,,
155,PT02M06.00S,2026-04-07T23:36:26.3Z,1,REGULAR,turnover,bad pass,[],1641778,,,1610612764,15,30,2026-04-07T23:44:20Z,1550000,False,,,0,,L. Black bad pass TURNOVER (1 TO),"[1641778, 1642265]",1610612764.0,WAS,,,,Black,L. Black,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,,,,Dillingham,1642265.0,,
156,PT02M06.00S,2026-04-07T23:36:26.3Z,1,REGULAR,steal,,[],1642265,,,1610612741,15,30,2026-04-07T23:36:28Z,1560000,False,,,0,,R. Dillingham STEAL (1 STL),[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
157,PT02M03.00S,2026-04-07T23:36:30.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630200,93.24901445466492,44.6078431372549,1610612741,15,32,2026-04-07T23:37:32Z,1570000,False,-27.0,11.0,1,right,T. Jones running Layup (6 PTS) (R. Dillingham 1 AST),"[1630200, 1642265]",1610612741.0,CHI,running,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,2.92,Made,6.0,,,,,,,,,,,R. Dillingham,1642265.0,1.0,,,,
159,PT01M51.00S,2026-04-07T23:36:41.7Z,1,REGULAR,turnover,lost ball,[],1642267,,,1610612764,15,32,2026-04-07T23:44:49Z,1590000,False,,,0,,B. Carrington lost ball TURNOVER (2 TO),"[1642267, 1630172]",1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,2.0,,,,Williams,1630172.0,,
160,PT01M51.00S,2026-04-07T23:36:41.7Z,1,REGULAR,steal,,[],1630172,,,1610612741,15,32,2026-04-07T23:36:43Z,1600000,False,,,0,,P. Williams STEAL (1 STL),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
161,PT01M48.00S,2026-04-07T23:36:46.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630264,,,1610612741,15,32,2026-04-07T23:46:10Z,1610000,False,,,0,,A. Gill personal FOUL (3 PF) (Williams 2 FT),"[1630264, 1630172]",1610612764.0,WAS,,,,Gill,A. Gill,,,,,Mid-Range,8-16 Left,,,,,,,,1627962.0,3.0,0.0,Williams,1630172.0,,,,,,,,
166,PT01M48.00S,2026-04-07T23:37:12.4Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630172,,,1610612741,15,33,2026-04-07T23:45:42Z,1630000,False,,,0,,P. Williams Free Throw 1 of 2 (6 PTS),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
167,PT01M48.00S,2026-04-07T23:37:13.0Z,1,REGULAR,substitution,out,[],1642267,,,1610612741,15,33,2026-04-07T23:37:21Z,1640000,False,,,0,,SUB out: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT01M48.00S,2026-04-07T23:37:13.0Z,1,REGULAR,substitution,out,[],1630536,,,1610612741,15,33,2026-04-07T23:37:21Z,1650000,False,,,0,,SUB out: S. Cooper,[1630536],1610612764.0,WAS,,,,Cooper,S. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT01M48.00S,2026-04-07T23:37:13.0Z,1,REGULAR,substitution,in,[],1642882,,,1610612741,15,33,2026-04-07T23:37:21Z,1660000,False,,,0,,SUB in: J. Reese,[1642882],1610612764.0,WAS,,,,Reese,J. Reese,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT01M48.00S,2026-04-07T23:37:13.0Z,1,REGULAR,substitution,in,[],1642860,,,1610612741,15,33,2026-04-07T23:37:21Z,1670000,False,,,0,,SUB in: W. Riley,[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT01M48.00S,2026-04-07T23:37:12.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630172,,,1610612741,15,34,2026-04-07T23:45:42Z,1680000,False,,,0,,P. Williams Free Throw 2 of 2 (7 PTS),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
172,PT01M30.00S,2026-04-07T23:37:56.4Z,1,REGULAR,2pt,Jump Shot,[],1642882,7.5722733245729295,75.0,1610612764,15,34,2026-04-07T23:38:01Z,1690000,False,-125.0,19.0,1,left,MISS J. Reese 12' pullup Shot,[1642882],1610612764.0,WAS,pullup,,,Reese,J. Reese,,,,,Mid-Range,8-16 Left,12.64,Missed,,,,,,,,,,,,,,,,,,
173,PT01M25.00S,2026-04-07T23:38:01.4Z,1,REGULAR,rebound,defensive,[],1631159,,,1610612741,15,34,2026-04-07T23:38:01Z,1700000,False,,,0,,L. Miller REBOUND (Off:0 Def:3),[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,Mid-Range,8-16 Left,,,,172.0,3.0,3.0,0.0,,,,,,,,,,,,,
174,PT01M15.00S,2026-04-07T23:38:10.2Z,1,REGULAR,3pt,Jump Shot,[],1631159,94.56307490144546,2.696078431372549,1610612741,15,34,2026-04-07T23:38:13Z,1710000,False,-237.0,-1.0,1,right,MISS L. Miller 3PT,[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,Left Corner 3,24+ Left,23.65,Missed,,,,,,,,,,,,,,,,,,
175,PT01M12.00S,2026-04-07T23:38:13.2Z,1,REGULAR,rebound,defensive,[],1630551,,,1610612764,15,34,2026-04-07T23:38:13Z,1720000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:2),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Left Corner 3,24+ Left,,,,174.0,3.0,2.0,1.0,,,,,,,,,,,,,
177,PT01M05.00S,2026-04-07T23:38:28.5Z,1,REGULAR,substitution,out,[],1630264,,,1610612764,15,34,2026-04-07T23:38:35Z,1740000,False,,,0,,SUB out: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT01M05.00S,2026-04-07T23:38:28.5Z,1,REGULAR,substitution,in,[],1642364,,,1610612764,15,34,2026-04-07T23:38:35Z,1750000,False,,,0,,SUB in: J. Watkins,[1642364],1610612764.0,WAS,,,,Watkins,J. Watkins,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT00M59.60S,2026-04-07T23:38:57.6Z,1,REGULAR,foul,offensive,['inpenalty'],1642860,,,1610612764,15,34,2026-04-07T23:39:03Z,1760000,False,,,0,,W. Riley charge offensive FOUL (1 PF),"[1642860, 1630200]",1610612764.0,WAS,charge,,,Riley,W. Riley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627962.0,1.0,0.0,Jones,1630200.0,,,,,,,,
