actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
81,PT05M53.00S,2023-02-04T01:22:24.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,15,13,2023-02-04T01:39:04Z,814375,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Mid-Range,8-16 Left,,,80.0,,,,,,,,,,,,,,,,,
82,PT05M53.00S,2023-02-04T01:22:31.3Z,1,REGULAR,foul,personal,[],203914,,,1610612750,15,13,2023-02-04T01:23:38Z,820000,False,,,0,,G. Harris loose ball personal FOUL (2 PF),"[203914, 203497]",1610612753.0,ORL,loose ball,,,Harris,G. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,202037.0,,,,,,,,,2.0,0.0,Gobert,203497.0
95,PT05M53.00S,2023-02-04T01:22:53.2Z,1,REGULAR,substitution,out,[],203497,,,1610612750,15,13,2023-02-04T01:30:37Z,835000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M53.00S,2023-02-04T01:22:53.2Z,1,REGULAR,substitution,in,[],1629675,,,1610612750,15,13,2023-02-04T01:30:37Z,837500,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M46.00S,2023-02-04T01:22:53.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626156,24.129434954007884,87.25490196078431,1610612750,15,13,2023-02-04T01:22:59Z,840000,False,-186.0,174.0,1,left,MISS D. Russell 25' 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,25.51,Missed,,,,,,,,,,,,,,,,,,
85,PT05M42.00S,2023-02-04T01:22:56.9Z,1,REGULAR,rebound,offensive,[],1630183,,,1610612750,15,13,2023-02-04T01:22:56Z,850000,False,,,0,,J. McDaniels REBOUND (Off:1 Def:0),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,84.0,1.0,0.0,1.0,,,,,,,,,,,,,,
88,PT05M30.00S,2023-02-04T01:23:09.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630162,7.966491458607096,50.0,1610612750,17,13,2023-02-04T01:23:16Z,880000,False,0.0,22.0,1,left,A. Edwards driving Layup (4 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,2.24,Made,,,,,4.0,,,,,,,,,,,,,
89,PT05M22.00S,2023-02-04T01:23:23.4Z,1,REGULAR,foul,personal,[],1626156,,,1610612753,17,13,2023-02-04T01:23:39Z,890000,False,,,0,,D. Russell personal FOUL (1 PF),"[1626156, 1628371]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202037.0,,,,,,,,,1.0,0.0,Isaac,1628371.0
92,PT05M12.00S,2023-02-04T01:23:50.4Z,1,REGULAR,2pt,Jump Shot,[],1631094,87.99277266754271,72.54901960784314,1610612753,17,13,2023-02-04T01:24:01Z,920000,False,113.0,60.0,1,right,MISS P. Banchero 12' pullup Shot - blocked,"[1631094, 1629675]",1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Right,12.79,Missed,,,,,,,,,,,,,Reid,1629675.0,,,,
93,PT05M12.00S,2023-02-04T01:23:50.4Z,1,REGULAR,block,,[],1629675,,,1610612753,17,13,2023-02-04T01:23:58Z,930000,False,,,0,,N. Reid BLOCK (1 BLK),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
94,PT05M09.00S,2023-02-04T01:23:53.4Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,17,13,2023-02-04T01:25:37Z,940000,False,,,0,,J. McDaniels REBOUND (Off:1 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Right,,,92.0,2.0,1.0,1.0,,,,,,,,,,,,,,
97,PT04M59.00S,2023-02-04T01:24:03.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,7.703679369250986,49.754901960784316,1610612750,17,13,2023-02-04T01:24:11Z,970000,False,1.0,20.0,1,left,MISS J. McDaniels driving Layup,[1630183],1610612750.0,MIN,driving,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,1.99,Missed,,,,,,,,,,,,,,,,,,
98,PT04M56.00S,2023-02-04T01:24:06.8Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,17,13,2023-02-04T01:24:06Z,980000,False,,,0,,P. Banchero REBOUND (Off:2 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,97.0,3.0,1.0,2.0,,,,,,,,,,,,,,
99,PT04M56.00S,2023-02-04T01:24:10.0Z,1,REGULAR,turnover,out-of-bounds,[],1631094,,,1610612753,17,13,2023-02-04T04:53:26Z,990000,False,,,0,,P. Banchero bad pass out-of-bounds TURNOVER (2 TO),[1631094],1610612753.0,ORL,bad pass,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,2.0,,,,,,,,,,,
100,PT04M50.00S,2023-02-04T01:24:16.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627752,5.995400788436268,96.32352941176471,1610612750,20,13,2023-02-04T01:24:26Z,1000000,False,-232.0,4.0,1,left,T. Prince 3PT  (3 PTS) (D. Russell 2 AST),"[1627752, 1626156]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,Left Corner 3,24+ Left,23.16,Made,,,,,3.0,,,D. Russell,1626156.0,2.0,,,,,,,,
102,PT04M29.00S,2023-02-04T01:24:37.0Z,1,REGULAR,2pt,Jump Shot,[],1628371,78.9257555847569,31.61764705882353,1610612753,20,15,2023-02-04T01:24:46Z,1020000,False,-92.0,146.0,1,right,J. Isaac 17' turnaround Jump Shot (2 PTS) (P. Banchero 1 AST),"[1628371, 1631094]",1610612753.0,ORL,turnaround,,,Isaac,J. Isaac,,,,,Mid-Range,16-24 Left Center,17.22,Made,,,,,2.0,,,P. Banchero,1631094.0,1.0,,,,,,,,
104,PT04M19.00S,2023-02-04T01:24:46.9Z,1,REGULAR,3pt,Jump Shot,[],1629675,33.327858081471746,49.50980392156863,1610612750,23,15,2023-02-04T01:24:52Z,1040000,False,2.0,261.0,1,left,N. Reid 26' 3PT  (3 PTS) (J. McDaniels 1 AST),"[1629675, 1630183]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,26.08,Made,,,,,3.0,,,J. McDaniels,1630183.0,1.0,,,,,,,,
106,PT04M08.00S,2023-02-04T01:24:58.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628365,81.8166885676741,45.34313725490196,1610612753,23,17,2023-02-04T01:25:03Z,1060000,False,-23.0,118.0,1,right,M. Fultz 12' pullup Jump Shot (4 PTS),[1628365],1610612753.0,ORL,pullup,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),8-16 Center,12.07,Made,,,,,4.0,,,,,,,,,,,,,
107,PT03M53.00S,2023-02-04T01:25:13.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,7.30946123521682,51.225490196078425,1610612750,25,17,2023-02-04T01:25:19Z,1070000,False,-6.0,16.0,1,left,A. Edwards driving Layup (6 PTS) (D. Russell 3 AST),"[1630162, 1626156]",1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,1.73,Made,,,,,6.0,,,D. Russell,1626156.0,3.0,,,,,,,,
108,PT03M53.00S,2023-02-04T01:25:19.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,25,17,2023-02-04T01:25:19Z,1080000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M53.00S,2023-02-04T01:27:40.7Z,1,REGULAR,substitution,out,[],1626156,,,1610612753,25,17,2023-02-04T01:27:56Z,1090000,False,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M53.00S,2023-02-04T01:27:40.7Z,1,REGULAR,substitution,out,[],1630183,,,1610612753,25,17,2023-02-04T01:27:56Z,1100000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M53.00S,2023-02-04T01:27:40.7Z,1,REGULAR,substitution,out,[],1628964,,,1610612753,25,17,2023-02-04T01:27:56Z,1110000,False,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M53.00S,2023-02-04T01:27:40.7Z,1,REGULAR,substitution,out,[],203914,,,1610612753,25,17,2023-02-04T01:27:56Z,1120000,False,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M53.00S,2023-02-04T01:27:40.7Z,1,REGULAR,substitution,in,[],1629669,,,1610612753,25,17,2023-02-04T01:27:56Z,1130000,False,,,0,,SUB in: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M53.00S,2023-02-04T01:27:40.7Z,1,REGULAR,substitution,in,[],1630233,,,1610612753,25,17,2023-02-04T01:27:56Z,1140000,False,,,0,,SUB in: N. Knight,[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M53.00S,2023-02-04T01:27:40.7Z,1,REGULAR,substitution,in,[],1630591,,,1610612753,25,17,2023-02-04T01:27:56Z,1150000,False,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M53.00S,2023-02-04T01:27:40.7Z,1,REGULAR,substitution,in,[],1629021,,,1610612753,25,17,2023-02-04T01:27:56Z,1160000,False,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M37.00S,2023-02-04T01:28:26.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628365,84.1819973718791,39.21568627450981,1610612753,25,17,2023-02-04T01:28:33Z,1170000,False,-54.0,96.0,1,right,MISS M. Fultz 11' turnaround fadeaway Shot,[1628365],1610612753.0,ORL,turnaround fadeaway,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),8-16 Center,11.03,Missed,,,,,,,,,,,,,,,,,,
118,PT03M33.00S,2023-02-04T01:28:30.6Z,1,REGULAR,rebound,defensive,[],1629669,,,1610612750,25,17,2023-02-04T01:28:33Z,1180000,False,,,0,,J. Nowell REBOUND (Off:0 Def:1),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,In The Paint (Non-RA),8-16 Center,,,117.0,1.0,1.0,0.0,,,,,,,,,,,,,,
119,PT03M15.00S,2023-02-04T01:28:48.0Z,1,REGULAR,3pt,Jump Shot,[],1630162,25.57490144546649,17.892156862745097,1610612750,25,17,2023-02-04T01:28:52Z,1190000,False,161.0,188.0,1,left,MISS A. Edwards 24' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,24.71,Missed,,,,,,,,,,,,,,,,,,
120,PT03M11.00S,2023-02-04T01:28:52.0Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,25,17,2023-02-04T01:28:52Z,1200000,False,,,0,,P. Banchero REBOUND (Off:2 Def:2),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,,,119.0,4.0,2.0,2.0,,,,,,,,,,,,,,
121,PT03M00.00S,2023-02-04T01:29:03.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,92.9862023653088,51.9607843137255,1610612753,25,17,2023-02-04T01:29:08Z,1210000,False,10.0,13.0,1,right,MISS P. Banchero driving Layup,[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,1.66,Missed,,,,,,,,,,,,,,,,,,
122,PT02M57.00S,2023-02-04T01:29:06.5Z,1,REGULAR,rebound,defensive,[],1630233,,,1610612750,25,17,2023-02-04T01:29:08Z,1220000,False,,,0,,N. Knight REBOUND (Off:0 Def:1),[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,Restricted Area,0-8 Center,,,121.0,1.0,1.0,0.0,,,,,,,,,,,,,,
123,PT02M53.00S,2023-02-04T01:29:10.0Z,1,REGULAR,3pt,Jump Shot,[],1627752,21.369908015768726,88.97058823529412,1610612750,25,17,2023-02-04T01:29:19Z,1230000,False,-195.0,148.0,1,left,MISS T. Prince 24' 3PT,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,24.5,Missed,,,,,,,,,,,,,,,,,,
124,PT02M51.00S,2023-02-04T01:29:12.0Z,1,REGULAR,rebound,defensive,[],1628371,,,1610612753,25,17,2023-02-04T01:29:19Z,1240000,False,,,0,,J. Isaac REBOUND (Off:0 Def:1),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Above the Break 3,24+ Left Center,,,123.0,1.0,1.0,0.0,,,,,,,,,,,,,,
125,PT02M35.00S,2023-02-04T01:29:27.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631094,89.04402102496715,41.911764705882355,1610612753,25,17,2023-02-04T01:29:36Z,1250000,False,-40.0,50.0,1,right,MISS P. Banchero 6' floating Shot,[1631094],1610612753.0,ORL,floating,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,6.47,Missed,,,,,,,,,,,,,,,,,,
126,PT02M32.00S,2023-02-04T01:29:30.6Z,1,REGULAR,rebound,defensive,[],1629669,,,1610612750,25,17,2023-02-04T01:29:37Z,1260000,False,,,0,,J. Nowell REBOUND (Off:0 Def:2),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,In The Paint (Non-RA),0-8 Center,,,125.0,2.0,2.0,0.0,,,,,,,,,,,,,,
127,PT02M22.00S,2023-02-04T01:29:42.0Z,1,REGULAR,foul,personal,['2freethrow'],1631094,,,1610612750,25,17,2023-02-04T01:29:52Z,1270000,False,,,0,,P. Banchero shooting personal FOUL (2 PF) (Edwards 2 FT),"[1631094, 1630162]",1610612753.0,ORL,shooting,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,,202037.0,,,,,,,,,2.0,0.0,Edwards,1630162.0
129,PT02M22.00S,2023-02-04T01:30:07.5Z,1,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,26,17,2023-02-04T01:30:07Z,1290000,False,,,0,,A. Edwards Free Throw 1 of 2 (7 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
130,PT02M22.00S,2023-02-04T01:30:08.5Z,1,REGULAR,substitution,out,[],1631094,,,1610612750,26,17,2023-02-04T01:30:16Z,1300000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M22.00S,2023-02-04T01:30:08.5Z,1,REGULAR,substitution,out,[],1628365,,,1610612750,26,17,2023-02-04T01:30:16Z,1310000,False,,,0,,SUB out: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M22.00S,2023-02-04T01:30:08.5Z,1,REGULAR,substitution,in,[],1630532,,,1610612750,26,17,2023-02-04T01:30:16Z,1320000,False,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M22.00S,2023-02-04T01:30:08.5Z,1,REGULAR,substitution,in,[],1630175,,,1610612750,26,17,2023-02-04T01:30:16Z,1330000,False,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M22.00S,2023-02-04T01:30:30.6Z,1,REGULAR,substitution,out,[],1628371,,,1610612750,26,17,2023-02-04T01:30:36Z,1340000,False,,,0,,SUB out: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M22.00S,2023-02-04T01:30:30.6Z,1,REGULAR,substitution,in,[],1631094,,,1610612750,26,17,2023-02-04T01:30:36Z,1350000,False,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M22.00S,2023-02-04T01:30:37.2Z,1,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,27,17,2023-02-04T01:30:37Z,1360000,False,,,0,,A. Edwards Free Throw 2 of 2 (8 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
137,PT02M11.00S,2023-02-04T01:30:52.0Z,1,REGULAR,foul,personal,['2freethrow'],1630233,,,1610612753,27,17,2023-02-04T01:31:08Z,1370000,False,,,0,,N. Knight shooting personal FOUL (1 PF) (Wagner 2 FT),"[1630233, 1629021]",1610612750.0,MIN,shooting,,,Knight,N. Knight,,,,,Restricted Area,0-8 Center,,,,,,,,202037.0,,,,,,,,,1.0,0.0,Wagner,1629021.0
139,PT02M11.00S,2023-02-04T01:31:21.1Z,1,REGULAR,freethrow,1 of 2,[],1629021,,,1610612753,27,18,2023-02-04T01:31:21Z,1390000,False,,,0,,M. Wagner Free Throw 1 of 2 (1 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
140,PT02M11.00S,2023-02-04T01:31:22.4Z,1,REGULAR,substitution,out,[],1630162,,,1610612753,27,18,2023-02-04T01:31:27Z,1400000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M11.00S,2023-02-04T01:31:22.4Z,1,REGULAR,substitution,in,[],203085,,,1610612753,27,18,2023-02-04T01:31:27Z,1410000,False,,,0,,SUB in: A. Rivers,[203085],1610612750.0,MIN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M11.00S,2023-02-04T01:31:37.9Z,1,REGULAR,freethrow,2 of 2,[],1629021,,,1610612753,27,19,2023-02-04T01:31:37Z,1420000,False,,,0,,M. Wagner Free Throw 2 of 2 (2 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
143,PT02M03.00S,2023-02-04T01:31:48.5Z,1,REGULAR,turnover,lost ball,[],1627752,,,1610612750,27,19,2023-02-04T01:31:53Z,1430000,False,,,0,,T. Prince lost ball TURNOVER (1 TO),"[1627752, 1630175]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,,,,Anthony,1630175.0,,,,,,
144,PT02M03.00S,2023-02-04T01:31:48.5Z,1,REGULAR,steal,,[],1630175,,,1610612753,27,19,2023-02-04T01:31:50Z,1440000,False,,,0,,C. Anthony STEAL (1 STL),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
145,PT01M54.00S,2023-02-04T01:32:02.3Z,1,REGULAR,foul,personal,['2freethrow'],1627752,,,1610612753,27,19,2023-02-04T01:32:08Z,1450000,False,,,0,,T. Prince shooting personal FOUL (1 PF) (Anthony 2 FT),"[1627752, 1630175]",1610612750.0,MIN,shooting,,,Prince,T. Prince,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,203591.0,,,,,,,,,1.0,0.0,Anthony,1630175.0
147,PT01M54.00S,2023-02-04T01:32:27.1Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630175,,,1610612753,27,19,2023-02-04T01:32:27Z,1470000,False,,,0,,MISS C. Anthony Free Throw 1 of 2,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
148,PT01M54.00S,2023-02-04T01:32:27.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,27,19,2023-02-04T01:32:27Z,1480000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,147.0,,,,,,,,,,,,,,,,,
149,PT01M54.00S,2023-02-04T01:32:28.2Z,1,REGULAR,substitution,out,[],1631094,,,1610612753,27,19,2023-02-04T01:32:31Z,1490000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT01M54.00S,2023-02-04T01:32:28.2Z,1,REGULAR,substitution,in,[],1629626,,,1610612753,27,19,2023-02-04T01:32:31Z,1500000,False,,,0,,SUB in: B. Bol,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT01M54.00S,2023-02-04T01:32:47.3Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630175,,,1610612753,27,20,2023-02-04T01:32:47Z,1510000,False,,,0,,C. Anthony Free Throw 2 of 2 (1 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
152,PT01M32.00S,2023-02-04T01:33:10.0Z,1,REGULAR,3pt,Jump Shot,[],1627752,23.078186596583443,88.97058823529412,1610612750,30,20,2023-02-04T01:33:15Z,1520000,False,-195.0,164.0,1,left,T. Prince 25' 3PT  (6 PTS) (J. Nowell 1 AST),"[1627752, 1629669]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,25.5,Made,,,,,6.0,,,J. Nowell,1629669.0,1.0,,,,,,,,
154,PT01M16.00S,2023-02-04T01:33:25.6Z,1,REGULAR,3pt,Jump Shot,[],1629021,70.51576872536137,72.54901960784314,1610612753,30,23,2023-02-04T01:33:31Z,1540000,False,113.0,225.0,1,right,M. Wagner 25' 3PT  (5 PTS) (C. Anthony 1 AST),"[1629021, 1630175]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Right Center,25.14,Made,,,,,5.0,,,C. Anthony,1630175.0,1.0,,,,,,,,
156,PT00M55.10S,2023-02-04T01:33:49.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,6.915243101182654,50.49019607843137,1610612750,32,23,2023-02-04T01:33:55Z,1560000,False,-2.0,13.0,1,left,N. Reid driving Layup (5 PTS),[1629675],1610612750.0,MIN,driving,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,1.27,Made,,,,,5.0,,,,,,,,,,,,,
157,PT00M55.10S,2023-02-04T01:33:53.4Z,1,REGULAR,foul,personal,['1freethrow'],1629021,,,1610612750,32,23,2023-02-04T01:34:01Z,1570000,False,,,0,,M. Wagner shooting personal FOUL (1 PF) (Reid 1 FT),"[1629021, 1629675]",1610612753.0,ORL,shooting,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,,,,,,,,203591.0,,,,,,,,,1.0,0.0,Reid,1629675.0
159,PT00M55.10S,2023-02-04T01:34:34.7Z,1,REGULAR,freethrow,1 of 1,[],1629675,,,1610612750,32,23,2023-02-04T01:34:39Z,1590000,False,,,0,,MISS N. Reid Free Throw 1 of 1,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
160,PT00M52.10S,2023-02-04T01:34:37.7Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,32,23,2023-02-04T01:34:39Z,1600000,False,,,0,,J. Suggs REBOUND (Off:0 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,159.0,1.0,1.0,0.0,,,,,,,,,,,,,,
161,PT00M44.30S,2023-02-04T01:34:46.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629675,,,1610612753,32,23,2023-02-04T01:34:57Z,1610000,False,,,0,,N. Reid shooting personal FOUL (1 PF) (Wagner 2 FT),"[1629675, 1629021]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,203591.0,,,,,,,,,1.0,0.0,Wagner,1629021.0
163,PT00M44.30S,2023-02-04T01:35:10.5Z,1,REGULAR,freethrow,1 of 2,[],1629021,,,1610612753,32,24,2023-02-04T01:35:10Z,1630000,False,,,0,,M. Wagner Free Throw 1 of 2 (6 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
164,PT00M44.30S,2023-02-04T01:35:28.8Z,1,REGULAR,freethrow,2 of 2,[],1629021,,,1610612753,32,25,2023-02-04T01:35:28Z,1640000,False,,,0,,M. Wagner Free Throw 2 of 2 (7 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
165,PT00M33.80S,2023-02-04T01:35:41.6Z,1,REGULAR,turnover,lost ball,[],1629669,,,1610612750,32,25,2023-02-04T01:35:47Z,1650000,False,,,0,,J. Nowell lost ball TURNOVER (1 TO),"[1629669, 1630591]",1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,1.0,,,,Suggs,1630591.0,,,,,,
166,PT00M33.80S,2023-02-04T01:35:41.6Z,1,REGULAR,steal,,[],1630591,,,1610612753,32,25,2023-02-04T01:35:43Z,1660000,False,,,0,,J. Suggs STEAL (1 STL),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
167,PT00M31.20S,2023-02-04T01:35:45.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630175,94.03745072273325,49.50980392156863,1610612753,32,27,2023-02-04T01:35:52Z,1670000,False,-2.0,4.0,1,right,C. Anthony alley-oop DUNK (3 PTS) (J. Suggs 1 AST),"[1630175, 1630591]",1610612753.0,ORL,alley-oop,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,0.43,Made,,,,,3.0,,,J. Suggs,1630591.0,1.0,,,,,,,,
