actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
191,PT10M42.00S,2022-10-29T00:40:36.9Z,2,REGULAR,foul,personal,['2freethrow'],1627854,,,1610612747,31,27,2022-10-29T00:40:48Z,1910000,,,0,,B. Forbes shooting personal FOUL (1 PF) (Beverley 2 FT),"[1627854, 201976]",1610612750.0,MIN,shooting,,,Forbes,B. Forbes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,201639.0,1.0,0.0,Beverley,201976.0,,,
193,PT10M42.00S,2022-10-29T00:41:09.6Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],201976,,,1610612747,31,28,2022-10-29T00:41:09Z,1930000,,,0,,P. Beverley Free Throw 1 of 2 (3 PTS),[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
194,PT10M42.00S,2022-10-29T00:41:30.3Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],201976,,,1610612747,31,29,2022-10-29T00:41:30Z,1940000,,,0,,P. Beverley Free Throw 2 of 2 (4 PTS),[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
195,PT10M27.00S,2022-10-29T00:41:46.7Z,2,REGULAR,2pt,Jump Shot,[],1626156,78.0059132720105,34.80392156862745,1610612750,31,29,2022-10-29T00:41:52Z,1950000,-76.0,154.0,1,right,MISS D. Russell 17' pullup Shot,[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,Mid-Range,16-24 Left Center,17.19,Missed,,,,,,,,,,,,,,,,,,
196,PT10M24.00S,2022-10-29T00:41:49.7Z,2,REGULAR,rebound,offensive,[],203497,,,1610612750,31,29,2022-10-29T00:41:52Z,1960000,,,0,,R. Gobert REBOUND (Off:2 Def:4),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Left Center,,,,,,,,,195.0,6.0,4.0,2.0,,,,,,,,
197,PT10M11.00S,2022-10-29T00:42:02.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629669,79.97700394218134,64.95098039215686,1610612750,31,29,2022-10-29T00:42:09Z,1970000,75.0,136.0,1,right,MISS J. Nowell 15' pullup Shot,[1629669],1610612750.0,MIN,pullup,,,Nowell,J. Nowell,,,,,In The Paint (Non-RA),8-16 Center,15.5,Missed,,,,,,,,,,,,,,,,,,
198,PT10M06.00S,2022-10-29T00:42:07.5Z,2,REGULAR,rebound,defensive,[],1627745,,,1610612747,31,29,2022-10-29T00:42:09Z,1980000,,,0,,D. Jones REBOUND (Off:3 Def:1),[1627745],1610612747.0,LAL,,,,Jones,D. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,197.0,4.0,1.0,3.0,,,,,,,,
199,PT09M57.00S,2022-10-29T00:42:17.1Z,2,REGULAR,3pt,Jump Shot,[],201976,5.601182654402102,5.392156862745098,1610612747,31,29,2022-10-29T00:42:21Z,1990000,223.0,0.0,1,left,MISS P. Beverley 3PT,[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,Right Corner 3,24+ Right,22.3,Missed,,,,,,,,,,,,,,,,,,
200,PT09M53.00S,2022-10-29T00:42:21.1Z,2,REGULAR,rebound,defensive,[],1627752,,,1610612750,31,29,2022-10-29T00:42:21Z,2000000,,,0,,T. Prince REBOUND (Off:0 Def:1),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,Right Corner 3,24+ Right,,,,,,,,,199.0,1.0,1.0,0.0,,,,,,,,
201,PT09M30.00S,2022-10-29T00:42:43.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629669,84.1819973718791,51.470588235294116,1610612750,31,29,2022-10-29T00:42:48Z,2010000,7.0,96.0,1,right,MISS J. Nowell 9' driving floating Shot,[1629669],1610612750.0,MIN,driving floating,,,Nowell,J. Nowell,,,,,In The Paint (Non-RA),8-16 Center,9.65,Missed,,,,,,,,,,,,,,,,,,
202,PT09M29.00S,2022-10-29T00:42:44.2Z,2,REGULAR,rebound,offensive,[],1629669,,,1610612750,31,29,2022-10-29T00:43:00Z,2020000,,,0,,J. Nowell REBOUND (Off:2 Def:1),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,201.0,3.0,1.0,2.0,,,,,,,,
203,PT09M28.00S,2022-10-29T00:42:45.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629669,89.83245729303549,51.225490196078425,1610612750,33,29,2022-10-29T00:42:54Z,2030000,6.0,43.0,1,right,J. Nowell putback Layup (2 PTS),[1629669],1610612750.0,MIN,putback,,,Nowell,J. Nowell,,,,,Restricted Area,0-8 Center,4.35,Made,2.0,,,,,,,,,,,,,,,,,
204,PT09M07.00S,2022-10-29T00:43:06.0Z,2,REGULAR,turnover,lost ball,[],1630559,,,1610612747,33,29,2022-10-29T00:43:10Z,2040000,,,0,,A. Reaves lost ball TURNOVER (1 TO),"[1630559, 1627752]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,Prince,1627752.0
205,PT09M07.00S,2022-10-29T00:43:06.0Z,2,REGULAR,steal,,[],1627752,,,1610612750,33,29,2022-10-29T00:43:08Z,2050000,,,0,,T. Prince STEAL (1 STL),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
206,PT09M03.00S,2022-10-29T00:43:10.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627752,93.38042049934296,51.9607843137255,1610612750,33,29,2022-10-29T00:43:18Z,2060000,10.0,10.0,1,right,MISS T. Prince running Layup,[1627752],1610612750.0,MIN,running,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,1.38,Missed,,,,,,,,,,,,,,,,,,
207,PT09M02.00S,2022-10-29T00:43:11.3Z,2,REGULAR,rebound,offensive,[],1629669,,,1610612750,33,29,2022-10-29T00:43:18Z,2070000,,,0,,J. Nowell REBOUND (Off:3 Def:1),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,Restricted Area,0-8 Center,,,,,,,,,206.0,4.0,1.0,3.0,,,,,,,,
208,PT09M02.00S,2022-10-29T00:43:15.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1629669,94.40999984741211,50.0,1610612750,35,29,2022-10-29T00:50:00Z,2080000,0.0,0.0,1,right,J. Nowell tip Layup (4 PTS),[1629669],1610612750.0,MIN,tip,,,Nowell,J. Nowell,,,,,Restricted Area,0-8 Center,0.0,Made,4.0,,,,,,,,,,,,,,,,,
209,PT09M02.00S,2022-10-29T00:43:20.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,35,29,2022-10-29T00:43:20Z,2090000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT09M02.00S,2022-10-29T00:45:10.0Z,2,REGULAR,substitution,out,[],1630559,,,1610612747,35,29,2022-10-29T00:46:08Z,2100000,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT09M02.00S,2022-10-29T00:45:10.0Z,2,REGULAR,substitution,in,[],1628972,,,1610612747,35,29,2022-10-29T00:46:08Z,2110000,,,0,,SUB in: T. Brown Jr.,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M50.00S,2022-10-29T00:46:28.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627745,7.835085413929041,48.77450980392157,1610612747,35,29,2022-10-29T00:46:33Z,2120000,6.0,21.0,1,left,MISS D. Jones cutting Layup,[1627745],1610612747.0,LAL,cutting,,,Jones,D. Jones,,,,,Restricted Area,0-8 Center,2.2,Missed,,,,,,,,,,,,,,,,,,
214,PT08M45.00S,2022-10-29T00:46:33.2Z,2,REGULAR,rebound,offensive,[],2544,,,1610612747,35,29,2022-10-29T00:46:33Z,2130000,,,0,,L. James REBOUND (Off:2 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,,,,213.0,3.0,1.0,2.0,,,,,,,,
215,PT08M45.00S,2022-10-29T00:46:31.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",2544,5.590000152587891,50.0,1610612747,35,31,2022-10-29T00:52:08Z,2140000,0.0,0.0,1,left,L. James tip Layup (9 PTS),[2544],1610612747.0,LAL,tip,,,James,L. James,,,,,Restricted Area,0-8 Center,0.0,Made,9.0,,,,,,,,,,,,,,,,,
216,PT08M32.00S,2022-10-29T00:46:45.3Z,2,REGULAR,3pt,Jump Shot,[],1626156,72.35545335085413,20.098039215686274,1610612750,35,31,2022-10-29T00:46:51Z,2150000,-150.0,207.0,1,right,MISS D. Russell 25' pullup 3PT,[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,25.57,Missed,,,,,,,,,,,,,,,,,,
217,PT08M29.00S,2022-10-29T00:46:48.3Z,2,REGULAR,rebound,offensive,[],203497,,,1610612750,35,31,2022-10-29T00:46:51Z,2160000,,,0,,R. Gobert REBOUND (Off:3 Def:4),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,,,,,,,216.0,7.0,4.0,3.0,,,,,,,,
218,PT08M21.00S,2022-10-29T00:46:56.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629669,69.07030223390277,35.53921568627451,1610612750,35,31,2022-10-29T00:47:05Z,2170000,-72.0,238.0,1,right,MISS J. Nowell 24' 3PT,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,Above the Break 3,24+ Center,24.89,Missed,,,,,,,,,,,,,,,,,,
219,PT08M19.00S,2022-10-29T00:46:58.9Z,2,REGULAR,rebound,defensive,[],1629134,,,1610612747,35,31,2022-10-29T00:47:05Z,2180000,,,0,,K. Nunn REBOUND (Off:0 Def:1),[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,Above the Break 3,24+ Center,,,,,,,,,218.0,1.0,1.0,0.0,,,,,,,,
220,PT08M04.00S,2022-10-29T00:47:13.4Z,2,REGULAR,turnover,lost ball,[],2544,,,1610612747,35,31,2022-10-29T00:47:17Z,2190000,,,0,,L. James lost ball TURNOVER (2 TO),"[2544, 1629669]",1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,2.0,Nowell,1629669.0
221,PT08M04.00S,2022-10-29T00:47:13.4Z,2,REGULAR,steal,,[],1629669,,,1610612750,35,31,2022-10-29T00:47:15Z,2200000,,,0,,J. Nowell STEAL (1 STL),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
222,PT08M00.00S,2022-10-29T00:47:17.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627752,93.38042049934296,49.01960784313725,1610612750,37,31,2022-10-29T00:47:24Z,2210000,-5.0,10.0,1,right,T. Prince running Layup (7 PTS) (J. Nowell 2 AST),"[1627752, 1629669]",1610612750.0,MIN,running,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,1.09,Made,7.0,J. Nowell,1629669.0,2.0,,,,,,,,,,,,,,
224,PT07M57.00S,2022-10-29T00:47:26.2Z,2,REGULAR,foul,personal,['2freethrow'],1627854,,,1610612747,37,31,2022-10-29T00:49:43Z,2230000,,,0,,B. Forbes flagrant-type-1 personal FOUL (2 PF) (Jones 2 FT),"[1627854, 1627745]",1610612750.0,MIN,flagrant-type-1,,,Forbes,B. Forbes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202026.0,2.0,0.0,Jones,1627745.0,,,
227,PT07M57.00S,2022-10-29T00:50:07.6Z,2,REGULAR,freethrow,1 of 2,[],1627745,,,1610612747,37,31,2022-10-29T00:55:53Z,2260000,,,0,,MISS D. Jones flagrant Free Throw 1 of 2,[1627745],1610612747.0,LAL,flagrant,,,Jones,D. Jones,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
228,PT07M57.00S,2022-10-29T00:50:07.6Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612747,37,31,2022-10-29T00:55:53Z,2270000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,227.0,,,,,,,,,,,
229,PT07M57.00S,2022-10-29T00:50:07.6Z,2,REGULAR,freethrow,2 of 2,[],1627745,,,1610612747,37,32,2022-10-29T00:55:53Z,2280000,,,0,,D. Jones flagrant Free Throw 2 of 2 (3 PTS),[1627745],1610612747.0,LAL,flagrant,,,Jones,D. Jones,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
245,PT07M57.00S,2022-10-29T00:50:24.3Z,2,REGULAR,substitution,out,[],1626156,,,1610612750,37,32,2022-10-29T00:51:23Z,2285000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M57.00S,2022-10-29T00:50:24.3Z,2,REGULAR,substitution,out,[],1627752,,,1610612750,37,32,2022-10-29T00:51:23Z,2287500,,,0,,SUB out: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M57.00S,2022-10-29T00:50:24.3Z,2,REGULAR,substitution,in,[],1630183,,,1610612750,37,32,2022-10-29T00:51:23Z,2288750,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M57.00S,2022-10-29T00:50:24.3Z,2,REGULAR,substitution,in,[],1630162,,,1610612750,37,32,2022-10-29T00:51:23Z,2289375,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M51.00S,2022-10-29T00:50:41.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201976,13.87976346911958,44.6078431372549,1610612747,37,32,2022-10-29T00:57:15Z,2290000,27.0,78.0,1,left,MISS P. Beverley 8' driving floating Shot,[201976],1610612747.0,LAL,driving floating,,,Beverley,P. Beverley,,,,,In The Paint (Non-RA),8-16 Center,8.25,Missed,,,,,,,,,,,,,,,,,,
231,PT07M47.00S,2022-10-29T00:50:45.3Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,37,32,2022-10-29T00:50:45Z,2300000,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,230.0,2.0,2.0,0.0,,,,,,,,
232,PT07M45.00S,2022-10-29T00:50:47.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627854,76.2976346911958,86.02941176470588,1610612750,37,32,2022-10-29T00:58:00Z,2310000,180.0,170.0,1,right,MISS B. Forbes 24' running pullup 3PT,[1627854],1610612750.0,MIN,running pullup,,,Forbes,B. Forbes,,,,,Above the Break 3,24+ Right Center,24.79,Missed,,,,,,,,,,,,,,,,,,
233,PT07M41.00S,2022-10-29T00:50:51.2Z,2,REGULAR,rebound,defensive,[],201976,,,1610612747,37,32,2022-10-29T00:51:00Z,2320000,,,0,,P. Beverley REBOUND (Off:0 Def:3),[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,232.0,3.0,3.0,0.0,,,,,,,,
234,PT07M33.00S,2022-10-29T00:50:59.5Z,2,REGULAR,turnover,bad pass,[],1629134,,,1610612747,37,32,2022-10-29T00:51:04Z,2330000,,,0,,K. Nunn bad pass TURNOVER (1 TO),"[1629134, 1630162]",1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,Above the Break 3,16-24 Right Center,,,,,,,,,,,,,,,,,,1.0,Edwards,1630162.0
235,PT07M33.00S,2022-10-29T00:50:59.5Z,2,REGULAR,steal,,[],1630162,,,1610612750,37,32,2022-10-29T00:51:02Z,2340000,,,0,,A. Edwards STEAL (1 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
238,PT07M23.00S,2022-10-29T00:51:08.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629669,89.70105124835742,54.65686274509803,1610612750,39,32,2022-10-29T00:59:36Z,2370000,23.0,44.0,1,right,J. Nowell pullup Jump Shot (6 PTS) (B. Forbes 1 AST),"[1629669, 1627854]",1610612750.0,MIN,pullup,,,Nowell,J. Nowell,,,,,In The Paint (Non-RA),0-8 Center,5.01,Made,6.0,B. Forbes,1627854.0,1.0,,,,,,,,,,,,,,
242,PT07M12.00S,2022-10-29T00:51:19.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629134,8.754927726675426,47.549019607843135,1610612747,39,32,2022-10-29T00:51:34Z,2410000,12.0,30.0,1,left,MISS K. Nunn Layup - blocked,"[1629134, 203497]",1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,Restricted Area,0-8 Center,3.22,Missed,,,,,Gobert,203497.0,,,,,,,,,,,,
243,PT07M12.00S,2022-10-29T00:51:19.7Z,2,REGULAR,block,,[],203497,,,1610612747,39,32,2022-10-29T00:51:22Z,2420000,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
244,PT07M12.00S,2022-10-29T00:51:19.7Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,39,32,2022-10-29T00:51:34Z,2430000,,,0,,A. Edwards REBOUND (Off:0 Def:3),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,242.0,3.0,3.0,0.0,,,,,,,,
249,PT07M05.00S,2022-10-29T00:51:27.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,93.24901445466492,49.26470588235294,1610612750,39,32,2022-10-29T01:01:32Z,2440000,-4.0,11.0,1,right,MISS R. Gobert alley-oop DUNK,[203497],1610612750.0,MIN,alley-oop,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,1.16,Missed,,,,,,,,,,,,,,,,,,
250,PT07M03.00S,2022-10-29T00:51:30.0Z,2,REGULAR,rebound,offensive,[],1627854,,,1610612750,39,32,2022-10-29T00:51:30Z,2450000,,,0,,B. Forbes REBOUND (Off:1 Def:0),[1627854],1610612750.0,MIN,,,,Forbes,B. Forbes,,,,,Restricted Area,0-8 Center,,,,,,,,,249.0,1.0,0.0,1.0,,,,,,,,
251,PT06M59.00S,2022-10-29T00:51:33.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630183,71.30420499342969,72.30392156862744,1610612750,39,32,2022-10-29T01:01:58Z,2460000,112.0,217.0,1,right,MISS J. McDaniels 24' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,24.41,Missed,,,,,,,,,,,,,,,,,,
252,PT06M57.00S,2022-10-29T00:51:35.2Z,2,REGULAR,rebound,defensive,[],1629134,,,1610612747,39,32,2022-10-29T00:51:48Z,2470000,,,0,,K. Nunn REBOUND (Off:0 Def:2),[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,Above the Break 3,24+ Right Center,,,,,,,,,251.0,2.0,2.0,0.0,,,,,,,,
253,PT06M51.00S,2022-10-29T00:51:41.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2544,6.1268068331143235,50.73529411764706,1610612747,39,34,2022-10-29T00:51:52Z,2480000,-4.0,5.0,1,left,L. James Layup (11 PTS) (P. Beverley 2 AST),"[2544, 201976]",1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,0.63,Made,11.0,P. Beverley,201976.0,2.0,,,,,,,,,,,,,,
255,PT06M32.00S,2022-10-29T00:51:59.5Z,2,REGULAR,3pt,Jump Shot,[],1627854,69.99014454664915,26.47058823529412,1610612750,42,34,2022-10-29T00:52:05Z,2500000,-118.0,230.0,1,right,B. Forbes 25' 3PT  (3 PTS) (J. Nowell 3 AST),"[1627854, 1629669]",1610612750.0,MIN,,,,Forbes,B. Forbes,,,,,Above the Break 3,24+ Left Center,25.8,Made,3.0,J. Nowell,1629669.0,3.0,,,,,,,,,,,,,,
257,PT06M15.00S,2022-10-29T00:52:16.5Z,2,REGULAR,3pt,Jump Shot,[],1629134,31.225361366622867,68.38235294117648,1610612747,42,37,2022-10-29T00:52:27Z,2520000,-92.0,241.0,1,left,K. Nunn 25' 3PT  (7 PTS) (P. Beverley 3 AST),"[1629134, 201976]",1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,Above the Break 3,24+ Left Center,25.79,Made,7.0,P. Beverley,201976.0,3.0,,,,,,,,,,,,,,
259,PT05M56.00S,2022-10-29T00:52:35.7Z,2,REGULAR,3pt,Jump Shot,[],1629669,71.30420499342969,24.509803921568626,1610612750,42,37,2022-10-29T00:52:44Z,2540000,-127.0,217.0,1,right,MISS J. Nowell 25' pullup 3PT,[1629669],1610612750.0,MIN,pullup,,,Nowell,J. Nowell,,,,,Above the Break 3,24+ Left Center,25.19,Missed,,,,,,,,,,,,,,,,,,
260,PT05M54.00S,2022-10-29T00:52:37.7Z,2,REGULAR,rebound,defensive,[],1627745,,,1610612747,42,37,2022-10-29T00:52:37Z,2550000,,,0,,D. Jones REBOUND (Off:3 Def:2),[1627745],1610612747.0,LAL,,,,Jones,D. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,,,259.0,5.0,2.0,3.0,,,,,,,,
261,PT05M42.00S,2022-10-29T00:52:49.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2544,9.937582128777924,46.568627450980394,1610612747,42,37,2022-10-29T00:53:25Z,2560000,17.0,41.0,1,left,MISS L. James Layup - blocked,"[2544, 1630183]",1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,4.44,Missed,,,,,McDaniels,1630183.0,,,,,,,,,,,,
262,PT05M42.00S,2022-10-29T00:52:49.6Z,2,REGULAR,block,,[],1630183,,,1610612747,42,37,2022-10-29T00:52:51Z,2570000,,,0,,J. McDaniels BLOCK (1 BLK),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
263,PT05M42.00S,2022-10-29T00:52:49.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612750,42,37,2022-10-29T00:54:13Z,2580000,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,261.0,,,,,,,,,,,
265,PT05M42.00S,2022-10-29T00:52:55.3Z,2,REGULAR,substitution,out,[],203497,,,1610612750,42,37,2022-10-29T00:54:13Z,2600000,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT05M42.00S,2022-10-29T00:52:55.3Z,2,REGULAR,substitution,out,[],1629134,,,1610612750,42,37,2022-10-29T00:54:13Z,2610000,,,0,,SUB out: K. Nunn,[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT05M42.00S,2022-10-29T00:52:55.3Z,2,REGULAR,substitution,out,[],201976,,,1610612750,42,37,2022-10-29T00:54:13Z,2620000,,,0,,SUB out: P. Beverley,[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT05M42.00S,2022-10-29T00:52:55.3Z,2,REGULAR,substitution,out,[],1627745,,,1610612750,42,37,2022-10-29T00:54:13Z,2630000,,,0,,SUB out: D. Jones,[1627745],1610612747.0,LAL,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT05M42.00S,2022-10-29T00:52:55.3Z,2,REGULAR,substitution,in,[],1626157,,,1610612750,42,37,2022-10-29T00:54:13Z,2640000,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT05M42.00S,2022-10-29T00:52:55.3Z,2,REGULAR,substitution,in,[],1629022,,,1610612750,42,37,2022-10-29T00:54:13Z,2650000,,,0,,SUB in: L. Walker IV,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT05M42.00S,2022-10-29T00:52:55.3Z,2,REGULAR,substitution,in,[],201566,,,1610612750,42,37,2022-10-29T00:54:13Z,2660000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT05M42.00S,2022-10-29T00:52:55.3Z,2,REGULAR,substitution,in,[],1629117,,,1610612750,42,37,2022-10-29T00:54:13Z,2670000,,,0,,SUB in: W. Gabriel,[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT05M26.00S,2022-10-29T00:53:29.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629669,91.93495400788436,51.9607843137255,1610612750,42,37,2022-10-29T01:07:30Z,2680000,10.0,23.0,1,right,MISS J. Nowell driving DUNK - blocked,"[1629669, 1629022]",1610612750.0,MIN,driving,,,Nowell,J. Nowell,,,,,Restricted Area,0-8 Center,2.53,Missed,,,,,Walker IV,1629022.0,,,,,,,,,,,,
274,PT05M26.00S,2022-10-29T00:53:29.7Z,2,REGULAR,block,,[],1629022,,,1610612750,42,37,2022-10-29T00:53:32Z,2690000,,,0,,L. Walker IV BLOCK (1 BLK),[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
275,PT05M25.00S,2022-10-29T00:53:30.7Z,2,REGULAR,rebound,defensive,[],1628972,,,1610612747,42,37,2022-10-29T00:54:14Z,2700000,,,0,,T. Brown Jr. REBOUND (Off:0 Def:3),[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,273.0,3.0,3.0,0.0,,,,,,,,
