actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
203,PT11M01.00S,2022-10-22T00:43:00.8Z,2,REGULAR,3pt,Jump Shot,[],1629669,71.82982917214193,23.774509803921568,1610612750,41,30,2022-10-22T00:43:07Z,1960000,False,-131.0,212.0,1,right,MISS J. Nowell 24' 3PT,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,Above the Break 3,24+ Left Center,24.95,Missed,,,,,,,,,,,,,,,,,,
204,PT10M57.00S,2022-10-22T00:43:04.8Z,2,REGULAR,rebound,defensive,[],1629020,,,1610612762,41,30,2022-10-22T00:43:07Z,1970000,False,,,0,,J. Vanderbilt REBOUND (Off:0 Def:3),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,203.0,3.0,3.0,0.0,,,,
205,PT10M44.00S,2022-10-22T00:43:17.8Z,2,REGULAR,3pt,Jump Shot,[],200752,28.991458607095925,74.26470588235294,1610612762,41,30,2022-10-22T00:43:22Z,1980000,False,-121.0,220.0,1,left,MISS R. Gay 25' 3PT,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,Above the Break 3,24+ Left Center,25.12,Missed,,,,,,,,,,,,,,,,,,
206,PT10M41.00S,2022-10-22T00:43:20.8Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,41,30,2022-10-22T00:43:22Z,1990000,False,,,0,,R. Gobert REBOUND (Off:1 Def:6),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,205.0,7.0,6.0,1.0,,,,
207,PT10M27.00S,2022-10-22T00:43:35.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629669,92.85479632063075,51.225490196078425,1610612750,43,30,2022-10-22T00:43:40Z,2000000,False,6.0,15.0,1,right,J. Nowell driving Layup (4 PTS),[1629669],1610612750.0,MIN,driving,,,Nowell,J. Nowell,,,,,Restricted Area,0-8 Center,1.59,Made,4.0,,,,,,,,,,,,,,,,,
208,PT10M09.00S,2022-10-22T00:43:52.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,17.73981603153745,54.614736519607845,1610612762,43,30,2022-10-22T00:43:59Z,2010000,False,-23.0,114.0,1,left,MISS M. Conley 11' turnaround fadeaway Shot,[201144],1610612762.0,UTA,turnaround fadeaway,,,Conley,M. Conley,,,,,In The Paint (Non-RA),8-16 Center,11.66,Missed,,,,,,,,,,,,,,,,,,
209,PT10M07.00S,2022-10-22T00:43:54.4Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,43,30,2022-10-22T00:43:59Z,2020000,False,,,0,,R. Gobert REBOUND (Off:1 Def:7),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,208.0,8.0,7.0,1.0,,,,
210,PT10M06.00S,2022-10-22T00:43:58.9Z,2,REGULAR,turnover,out-of-bounds,[],203497,,,1610612750,43,30,2022-10-22T00:44:07Z,2030000,False,,,0,,R. Gobert bad pass out-of-bounds TURNOVER (1 TO),[203497],1610612750.0,MIN,bad pass,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,1629183.0,,,,,1.0,,,,,,,,,,,
211,PT10M06.00S,2022-10-22T00:44:04.7Z,2,REGULAR,substitution,out,[],1629162,,,1610612762,43,30,2022-10-22T00:44:12Z,2040000,False,,,0,,SUB out: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT10M06.00S,2022-10-22T00:44:04.7Z,2,REGULAR,substitution,in,[],1626156,,,1610612762,43,30,2022-10-22T00:44:12Z,2050000,False,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT09M58.00S,2022-10-22T00:44:26.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627736,28.465834428383708,22.058823529411764,1610612762,43,30,2022-10-22T00:44:31Z,2060000,False,140.0,215.0,1,left,MISS M. Beasley 25' 3PT,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,25.65,Missed,,,,,,,,,,,,,,,,,,
214,PT09M53.00S,2022-10-22T00:44:30.4Z,2,REGULAR,rebound,offensive,[],1629659,,,1610612762,43,30,2022-10-22T00:44:30Z,2070000,False,,,0,,T. Horton-Tucker REBOUND (Off:1 Def:0),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,213.0,1.0,0.0,1.0,,,,
215,PT09M49.00S,2022-10-22T00:44:34.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627736,12.302890932982917,62.745098039215684,1610612762,43,32,2022-10-22T00:44:41Z,2080000,False,-64.0,63.0,1,left,M. Beasley 8' driving floating Jump Shot (2 PTS) (T. Horton-Tucker 1 AST),"[1627736, 1629659]",1610612762.0,UTA,driving floating,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),8-16 Left,8.97,Made,2.0,,,,,,,T. Horton-Tucker,1629659.0,1.0,,,,,,,,
217,PT09M33.00S,2022-10-22T00:44:51.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627752,92.77266754270697,47.22349877450981,1610612750,45,32,2022-10-22T00:44:59Z,2100000,False,-14.0,15.0,1,right,T. Prince driving finger roll Layup (4 PTS) (D. Russell 3 AST),"[1627752, 1626156]",1610612750.0,MIN,driving finger roll,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,2.07,Made,4.0,,,,,,,D. Russell,1626156.0,3.0,,,,,,,,
219,PT09M14.00S,2022-10-22T00:45:09.4Z,2,REGULAR,3pt,Jump Shot,[],201144,6.521024967148489,4.166666666666666,1610612762,45,35,2022-10-22T00:45:14Z,2120000,False,229.0,9.0,1,left,M. Conley 3PT  (3 PTS) (T. Horton-Tucker 2 AST),"[201144, 1629659]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,Right Corner 3,24+ Right,22.94,Made,3.0,,,,,,,T. Horton-Tucker,1629659.0,2.0,,,,,,,,
221,PT08M59.00S,2022-10-22T00:45:24.7Z,2,REGULAR,turnover,bad pass,[],1626156,,,1610612750,45,35,2022-10-22T00:45:33Z,2140000,False,,,0,,D. Russell bad pass TURNOVER (1 TO),"[1626156, 1629659]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,,,,,,,,,1.0,,,,,,,,Horton-Tucker,1629659.0,,
222,PT08M59.00S,2022-10-22T00:45:24.7Z,2,REGULAR,steal,,[],1629659,,,1610612762,45,35,2022-10-22T00:45:28Z,2150000,False,,,0,,T. Horton-Tucker STEAL (1 STL),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
223,PT08M55.00S,2022-10-22T00:45:31.6Z,2,REGULAR,turnover,out-of-bounds,[],1629020,,,1610612762,45,35,2022-10-22T00:55:53Z,2160000,False,,,0,,J. Vanderbilt lost ball out-of-bounds TURNOVER (2 TO),[1629020],1610612762.0,UTA,lost ball,,,Vanderbilt,J. Vanderbilt,,,,,Mid-Range,8-16 Right,,,,1629183.0,,,,,2.0,,,,,,,,,,,
224,PT08M55.00S,2022-10-22T00:45:34.9Z,2,REGULAR,substitution,out,[],200752,,,1610612750,45,35,2022-10-22T00:45:47Z,2170000,False,,,0,,SUB out: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M55.00S,2022-10-22T00:45:34.9Z,2,REGULAR,substitution,in,[],203482,,,1610612750,45,35,2022-10-22T00:45:47Z,2180000,False,,,0,,SUB in: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M34.00S,2022-10-22T00:46:16.2Z,2,REGULAR,foul,offensive,[],203497,,,1610612750,45,35,2022-10-22T00:57:39Z,2190000,False,,,0,,R. Gobert offensive FOUL (1 PF),"[203497, 201144]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,1155.0,1.0,0.0,Conley,201144.0,,,,,,,,,,,,
228,PT08M34.00S,2022-10-22T00:46:16.2Z,2,REGULAR,turnover,offensive foul,[],203497,,,1610612750,45,35,2022-10-22T00:46:16Z,2210000,False,,,0,,R. Gobert offensive foul TURNOVER (2 TO),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,1155.0,,,,,2.0,,,,,,,,,,,
229,PT08M34.00S,2022-10-22T00:46:23.2Z,2,REGULAR,substitution,out,[],203497,,,1610612762,45,35,2022-10-22T00:46:26Z,2220000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M34.00S,2022-10-22T00:46:23.2Z,2,REGULAR,substitution,in,[],1626157,,,1610612762,45,35,2022-10-22T00:46:26Z,2230000,False,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M17.00S,2022-10-22T00:46:50.1Z,2,REGULAR,turnover,bad pass,[],201144,,,1610612762,45,35,2022-10-22T00:46:55Z,2240000,False,,,0,,M. Conley bad pass TURNOVER (1 TO),"[201144, 1629669]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1.0,,,,,,,,Nowell,1629669.0,,
232,PT08M17.00S,2022-10-22T00:46:50.1Z,2,REGULAR,steal,,[],1629669,,,1610612750,45,35,2022-10-22T00:46:51Z,2250000,False,,,0,,J. Nowell STEAL (1 STL),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
233,PT08M14.00S,2022-10-22T00:46:53.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629669,93.9060446780552,49.50980392156863,1610612750,47,35,2022-10-22T00:47:00Z,2260000,False,-2.0,5.0,1,right,J. Nowell running DUNK (6 PTS),[1629669],1610612750.0,MIN,running,,,Nowell,J. Nowell,,,,,Restricted Area,0-8 Center,0.54,Made,6.0,,,,,,,,,,,,,,,,,
234,PT07M54.00S,2022-10-22T00:47:12.0Z,2,REGULAR,2pt,Jump Shot,[],1627736,18.74178712220762,25.49019607843137,1610612762,47,35,2022-10-22T00:47:19Z,2270000,False,123.0,124.0,1,left,MISS M. Beasley 17' pullup Shot,[1627736],1610612762.0,UTA,pullup,,,Beasley,M. Beasley,,,,,Mid-Range,16-24 Right Center,17.41,Missed,,,,,,,,,,,,,,,,,,
235,PT07M50.00S,2022-10-22T00:47:16.0Z,2,REGULAR,rebound,defensive,[],1630183,,,1610612750,47,35,2022-10-22T00:47:19Z,2280000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:2),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,234.0,2.0,2.0,0.0,,,,
236,PT07M48.00S,2022-10-22T00:47:18.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626156,82.47371879106439,5.147058823529411,1610612750,47,35,2022-10-22T00:47:26Z,2290000,False,-224.0,112.0,1,right,MISS D. Russell 25' 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,25.08,Missed,,,,,,,,,,,,,,,,,,
237,PT07M45.00S,2022-10-22T00:47:21.5Z,2,REGULAR,rebound,defensive,[],203482,,,1610612762,47,35,2022-10-22T00:47:26Z,2300000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:1),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,236.0,1.0,1.0,0.0,,,,
238,PT07M39.00S,2022-10-22T00:47:32.8Z,2,REGULAR,foul,offensive,[],1629020,,,1610612762,47,35,2022-10-22T00:47:43Z,2310000,False,,,0,,J. Vanderbilt offensive FOUL (3 PF),"[1629020, 1626157]",1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),0-8 Center,,,,1629183.0,3.0,0.0,Towns,1626157.0,,,,,,,,,,,,
240,PT07M39.00S,2022-10-22T00:47:32.8Z,2,REGULAR,turnover,offensive foul,[],1629020,,,1610612762,47,35,2022-10-22T00:47:32Z,2330000,False,,,0,,J. Vanderbilt offensive foul TURNOVER (3 TO),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),0-8 Center,,,,1629183.0,,,,,3.0,,,,,,,,,,,
241,PT07M39.00S,2022-10-22T00:47:41.3Z,2,REGULAR,substitution,out,[],1627752,,,1610612750,47,35,2022-10-22T00:47:54Z,2340000,False,,,0,,SUB out: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M39.00S,2022-10-22T00:47:41.3Z,2,REGULAR,substitution,out,[],1629020,,,1610612750,47,35,2022-10-22T00:47:54Z,2350000,False,,,0,,SUB out: J. Vanderbilt,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M39.00S,2022-10-22T00:47:41.3Z,2,REGULAR,substitution,in,[],203085,,,1610612750,47,35,2022-10-22T00:47:54Z,2360000,False,,,0,,SUB in: A. Rivers,[203085],1610612750.0,MIN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M39.00S,2022-10-22T00:47:41.3Z,2,REGULAR,substitution,in,[],1631117,,,1610612750,47,35,2022-10-22T00:47:54Z,2370000,False,,,0,,SUB in: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M27.00S,2022-10-22T00:48:09.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629669,93.64323258869908,47.549019607843135,1610612750,49,35,2022-10-22T00:48:17Z,2380000,False,-12.0,7.0,1,right,J. Nowell reverse Layup (8 PTS) (K. Towns 1 AST),"[1629669, 1626157]",1610612750.0,MIN,reverse,,,Nowell,J. Nowell,,,,,Restricted Area,0-8 Center,1.43,Made,8.0,,,,,,,K. Towns,1626157.0,1.0,,,,,,,,
247,PT07M13.00S,2022-10-22T00:48:23.0Z,2,REGULAR,3pt,Jump Shot,[],203482,8.754927726675426,96.07843137254902,1610612762,49,38,2022-10-22T00:48:28Z,2400000,False,-230.0,30.0,1,left,K. Olynyk 3PT  (8 PTS) (W. Kessler 2 AST),"[203482, 1631117]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Left Corner 3,24+ Left,23.23,Made,8.0,,,,,,,W. Kessler,1631117.0,2.0,,,,,,,,
249,PT07M12.00S,2022-10-22T00:48:29.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,49,38,2022-10-22T00:48:29Z,2420000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M12.00S,2022-10-22T00:50:20.2Z,2,REGULAR,substitution,out,[],1629659,,,1610612750,49,38,2022-10-22T00:51:07Z,2430000,False,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT07M12.00S,2022-10-22T00:50:20.2Z,2,REGULAR,substitution,out,[],201144,,,1610612750,49,38,2022-10-22T00:51:07Z,2440000,False,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT07M12.00S,2022-10-22T00:50:20.2Z,2,REGULAR,substitution,in,[],1629012,,,1610612750,49,38,2022-10-22T00:51:07Z,2450000,False,,,0,,SUB in: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT07M12.00S,2022-10-22T00:50:20.2Z,2,REGULAR,substitution,in,[],1628374,,,1610612750,49,38,2022-10-22T00:51:07Z,2460000,False,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT07M01.00S,2022-10-22T00:51:34.1Z,2,REGULAR,turnover,out-of-bounds,[],1626157,,,1610612750,49,38,2022-10-22T00:51:45Z,2470000,False,,,0,,K. Towns bad pass out-of-bounds TURNOVER (3 TO),[1626157],1610612750.0,MIN,bad pass,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,,,,1155.0,,,,,3.0,,,,,,,,,,,
255,PT06M47.00S,2022-10-22T00:51:56.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1627736,5.995400788436268,22.058823529411764,1610612762,49,38,2022-10-22T00:52:03Z,2480000,False,140.0,4.0,1,left,MISS M. Beasley 13' pullup Shot,[1627736],1610612762.0,UTA,pullup,,,Beasley,M. Beasley,,,,,Mid-Range,8-16 Right,13.98,Missed,,,,,,,,,,,,,,,,,,
256,PT06M45.00S,2022-10-22T00:51:58.0Z,2,REGULAR,rebound,defensive,[],1629669,,,1610612750,49,38,2022-10-22T00:52:03Z,2490000,False,,,0,,J. Nowell REBOUND (Off:1 Def:1),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,255.0,2.0,1.0,1.0,,,,
257,PT06M41.00S,2022-10-22T00:52:01.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630183,94.30026281208936,47.794117647058826,1610612750,51,38,2022-10-22T00:52:14Z,2500000,False,-11.0,1.0,1,right,J. McDaniels alley-oop DUNK (5 PTS) (D. Russell 4 AST),"[1630183, 1626156]",1610612750.0,MIN,alley-oop,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,1.11,Made,5.0,,,,,,,D. Russell,1626156.0,4.0,,,,,,,,
259,PT06M27.00S,2022-10-22T00:52:15.8Z,2,REGULAR,3pt,Jump Shot,[],1628374,31.35676741130092,65.44117647058823,1610612762,51,41,2022-10-22T00:52:20Z,2520000,False,-77.0,242.0,1,left,L. Markkanen 25' 3PT pullup (12 PTS),[1628374],1610612762.0,UTA,pullup,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Center,25.43,Made,12.0,,,,,,,,,,,,,,,,,
260,PT06M11.00S,2022-10-22T00:52:32.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629669,93.9060446780552,49.754901960784316,1610612750,51,41,2022-10-22T00:52:37Z,2530000,False,-1.0,5.0,1,right,MISS J. Nowell cutting Layup,[1629669],1610612750.0,MIN,cutting,,,Nowell,J. Nowell,,,,,Restricted Area,0-8 Center,0.49,Missed,,,,,,,,,,,,,,,,,,
261,PT06M08.00S,2022-10-22T00:52:35.6Z,2,REGULAR,rebound,offensive,[],1626157,,,1610612750,51,41,2022-10-22T00:52:37Z,2540000,False,,,0,,K. Towns REBOUND (Off:2 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,260.0,4.0,2.0,2.0,,,,
262,PT06M07.00S,2022-10-22T00:52:35.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626157,93.42969776609723,51.37101715686274,1610612750,53,41,2022-10-22T00:52:46Z,2550000,False,7.0,9.0,1,right,K. Towns putback Layup (10 PTS),[1626157],1610612750.0,MIN,putback,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,1.16,Made,10.0,,,,,,,,,,,,,,,,,
263,PT05M47.00S,2022-10-22T00:52:56.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,7.835085413929041,55.63725490196079,1610612762,53,41,2022-10-22T00:53:01Z,2560000,False,-28.0,21.0,1,left,MISS C. Sexton driving finger roll Layup,[1629012],1610612762.0,UTA,driving finger roll,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,3.52,Missed,,,,,,,,,,,,,,,,,,
264,PT05M46.00S,2022-10-22T00:52:57.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612750,53,41,2022-10-22T00:53:22Z,2570000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,263.0,,,,,,,
265,PT05M46.00S,2022-10-22T00:53:04.3Z,2,REGULAR,foul,personal,[],1631117,,,1610612750,53,41,2022-10-22T00:53:31Z,2580000,False,,,0,,W. Kessler loose ball personal FOUL (1 PF),"[1631117, 1626157]",1610612762.0,UTA,loose ball,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,2714.0,1.0,0.0,Towns,1626157.0,,,,,,,,,,,,
268,PT05M46.00S,2022-10-22T00:53:10.7Z,2,REGULAR,substitution,out,[],1629669,,,1610612750,53,41,2022-10-22T00:53:23Z,2610000,False,,,0,,SUB out: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT05M46.00S,2022-10-22T00:53:10.7Z,2,REGULAR,substitution,out,[],1627736,,,1610612750,53,41,2022-10-22T00:53:23Z,2620000,False,,,0,,SUB out: M. Beasley,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT05M46.00S,2022-10-22T00:53:10.7Z,2,REGULAR,substitution,in,[],1630162,,,1610612750,53,41,2022-10-22T00:53:23Z,2630000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT05M46.00S,2022-10-22T00:53:10.7Z,2,REGULAR,substitution,in,[],203903,,,1610612750,53,41,2022-10-22T00:53:23Z,2640000,False,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT05M40.00S,2022-10-22T00:53:35.2Z,2,REGULAR,foul,personal,['2freethrow'],1628374,,,1610612750,53,41,2022-10-22T00:53:47Z,2650000,False,,,0,,L. Markkanen shooting personal FOUL (1 PF) (Towns 2 FT),"[1628374, 1626157]",1610612762.0,UTA,shooting,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),8-16 Left,,,,1155.0,1.0,0.0,Towns,1626157.0,,,,,,,,,,,,
274,PT05M40.00S,2022-10-22T00:54:04.5Z,2,REGULAR,freethrow,1 of 2,[],1626157,,,1610612750,54,41,2022-10-22T00:54:04Z,2670000,False,,,0,,K. Towns Free Throw 1 of 2 (11 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
275,PT05M40.00S,2022-10-22T00:54:24.0Z,2,REGULAR,freethrow,2 of 2,[],1626157,,,1610612750,55,41,2022-10-22T00:54:24Z,2680000,False,,,0,,K. Towns Free Throw 2 of 2 (12 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
276,PT05M24.00S,2022-10-22T00:54:41.3Z,2,REGULAR,turnover,bad pass,[],203903,,,1610612762,55,41,2022-10-22T00:54:45Z,2690000,False,,,0,,J. Clarkson bad pass TURNOVER (1 TO),"[203903, 1626156]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,,,,,,,,Russell,1626156.0,,
277,PT05M24.00S,2022-10-22T00:54:41.3Z,2,REGULAR,steal,,[],1626156,,,1610612750,55,41,2022-10-22T00:54:42Z,2700000,False,,,0,,D. Russell STEAL (1 STL),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
278,PT05M19.00S,2022-10-22T00:54:46.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630183,94.03745072273325,49.26470588235294,1610612750,57,41,2022-10-22T00:54:53Z,2710000,False,-4.0,4.0,1,right,J. McDaniels running DUNK (7 PTS) (D. Russell 5 AST),"[1630183, 1626156]",1610612750.0,MIN,running,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,0.51,Made,7.0,,,,,,,D. Russell,1626156.0,5.0,,,,,,,,
280,PT05M19.00S,2022-10-22T00:54:51.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,57,41,2022-10-22T00:54:51Z,2730000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT04M57.00S,2022-10-22T00:58:03.1Z,2,REGULAR,3pt,Jump Shot,[],203903,26.757555847568987,82.35294117647058,1610612762,57,44,2022-10-22T00:58:08Z,2740000,False,-162.0,199.0,1,left,J. Clarkson 25' 3PT step back (6 PTS),[203903],1610612762.0,UTA,step back,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,25.65,Made,6.0,,,,,,,,,,,,,,,,,
282,PT04M43.00S,2022-10-22T00:58:16.4Z,2,REGULAR,turnover,lost ball,[],1626157,,,1610612750,57,44,2022-10-22T00:58:22Z,2750000,False,,,0,,K. Towns lost ball TURNOVER (4 TO),"[1626157, 203482]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,4.0,,,,,,,,Olynyk,203482.0,,
283,PT04M43.00S,2022-10-22T00:58:16.4Z,2,REGULAR,steal,,[],203482,,,1610612762,57,44,2022-10-22T00:58:44Z,2760000,False,,,0,,K. Olynyk STEAL (1 STL),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
284,PT04M40.00S,2022-10-22T00:58:20.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629012,6.521024967148489,50.73529411764706,1610612762,57,46,2022-10-22T00:58:32Z,2770000,False,-4.0,9.0,1,left,C. Sexton running Layup (5 PTS) (L. Markkanen 3 AST),"[1629012, 1628374]",1610612762.0,UTA,running,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,0.95,Made,5.0,,,,,,,L. Markkanen,1628374.0,3.0,,,,,,,,
