actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
87,PT06M08.00S,2022-10-22T00:25:24.2Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,21,13,2022-10-22T00:25:24Z,860000,False,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,86.0,2.0,2.0,0.0,,,,
88,PT05M57.00S,2022-10-22T00:25:34.4Z,1,REGULAR,3pt,Jump Shot,[],1626157,76.03482260183968,13.725490196078432,1610612750,24,13,2022-10-22T00:25:40Z,870000,False,-181.0,173.0,1,right,K. Towns 25' 3PT step back (8 PTS) (A. Edwards 1 AST),"[1626157, 1630162]",1610612750.0,MIN,step back,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,25.05,Made,8.0,,,,,,,A. Edwards,1630162.0,1.0,,,,,,,,
90,PT05M44.00S,2022-10-22T00:25:49.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,7.178055190538765,47.549019607843135,1610612762,24,13,2022-10-22T00:26:52Z,890000,False,12.0,15.0,1,left,MISS L. Markkanen driving Layup - blocked,"[1628374, 203497]",1610612762.0,UTA,driving,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,1.94,Missed,,,,,,,,,,,,,,,,,Gobert,203497.0
91,PT05M44.00S,2022-10-22T00:25:49.7Z,1,REGULAR,block,,[],203497,,,1610612762,24,13,2022-10-22T00:25:51Z,900000,False,,,0,,R. Gobert BLOCK (2 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
92,PT05M43.00S,2022-10-22T00:25:50.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,24,13,2022-10-22T00:26:52Z,910000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,90.0,,,,,,,
96,PT05M43.00S,2022-10-22T00:26:02.6Z,1,REGULAR,substitution,out,[],203497,,,1610612762,24,13,2022-10-22T00:26:44Z,930000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M43.00S,2022-10-22T00:26:02.6Z,1,REGULAR,substitution,out,[],203937,,,1610612762,24,13,2022-10-22T00:26:44Z,940000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M43.00S,2022-10-22T00:26:02.6Z,1,REGULAR,substitution,in,[],1629162,,,1610612762,24,13,2022-10-22T00:26:44Z,950000,False,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT05M43.00S,2022-10-22T00:26:02.6Z,1,REGULAR,substitution,in,[],1627752,,,1610612762,24,13,2022-10-22T00:26:44Z,960000,False,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT05M41.00S,2022-10-22T00:26:45.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203903,6.915243101182654,4.166666666666666,1610612762,24,13,2022-10-22T00:26:56Z,970000,False,229.0,13.0,1,left,MISS J. Clarkson 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Right Corner 3,24+ Right,22.95,Missed,,,,,,,,,,,,,,,,,,
101,PT05M36.00S,2022-10-22T00:26:50.9Z,1,REGULAR,rebound,defensive,[],1626156,,,1610612750,24,13,2022-10-22T00:26:56Z,980000,False,,,0,,D. Russell REBOUND (Off:0 Def:1),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,100.0,1.0,1.0,0.0,,,,
102,PT05M33.00S,2022-10-22T00:26:54.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626156,70.64717477003943,28.921568627450984,1610612750,24,13,2022-10-22T00:27:14Z,990000,False,-105.0,223.0,1,right,MISS D. Russell 24' pullup 3PT,[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,24.7,Missed,,,,,,,,,,,,,,,,,,
103,PT05M32.00S,2022-10-22T00:26:55.1Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,24,13,2022-10-22T00:27:14Z,1000000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,102.0,1.0,1.0,0.0,,,,
104,PT05M22.00S,2022-10-22T00:27:04.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203482,7.046649145860711,48.77450980392157,1610612762,24,15,2022-10-22T00:43:46Z,1010000,False,6.0,14.0,1,left,K. Olynyk cutting DUNK (5 PTS) (C. Sexton 1 AST),"[203482, 1629012]",1610612762.0,UTA,cutting,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,1.5,Made,5.0,,,,,,,C. Sexton,1629012.0,1.0,,,,,,,,
106,PT05M06.00S,2022-10-22T00:27:20.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,92.19776609724047,34.068627450980394,1610612750,24,15,2022-10-22T00:27:26Z,1030000,False,-80.0,21.0,1,right,MISS K. Towns 8' Jump Shot,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Left,8.24,Missed,,,,,,,,,,,,,,,,,,
107,PT05M04.00S,2022-10-22T00:27:22.4Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,24,15,2022-10-22T00:27:26Z,1040000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:2),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,106.0,2.0,2.0,0.0,,,,
108,PT04M59.00S,2022-10-22T00:27:26.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629012,6.915243101182654,48.529411764705884,1610612762,24,17,2022-10-22T00:27:33Z,1050000,False,7.0,13.0,1,left,C. Sexton cutting Layup (2 PTS) (L. Markkanen 2 AST),"[1629012, 1628374]",1610612762.0,UTA,cutting,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,1.45,Made,2.0,,,,,,,L. Markkanen,1628374.0,2.0,,,,,,,,
110,PT04M46.00S,2022-10-22T00:27:39.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,92.19776609724047,47.549019607843135,1610612750,24,17,2022-10-22T00:27:43Z,1070000,False,-12.0,21.0,1,right,MISS K. Towns Layup,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,2.42,Missed,,,,,,,,,,,,,,,,,,
111,PT04M45.00S,2022-10-22T00:27:40.5Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,24,17,2022-10-22T00:27:43Z,1080000,False,,,0,,W. Kessler REBOUND (Off:0 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,110.0,1.0,1.0,0.0,,,,
112,PT04M36.00S,2022-10-22T00:27:50.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,12.040078843626807,60.049019607843135,1610612762,24,17,2022-10-22T00:27:55Z,1090000,False,-50.0,61.0,1,left,MISS J. Clarkson 7' Jump Shot,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,7.88,Missed,,,,,,,,,,,,,,,,,,
113,PT04M34.00S,2022-10-22T00:27:52.2Z,1,REGULAR,rebound,defensive,[],1629162,,,1610612750,24,17,2022-10-22T00:27:55Z,1100000,False,,,0,,J. McLaughlin REBOUND (Off:0 Def:1),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,112.0,1.0,1.0,0.0,,,,
114,PT04M29.00S,2022-10-22T00:27:57.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630162,82.34231274638634,92.8921568627451,1610612750,27,17,2022-10-22T00:28:02Z,1110000,False,214.0,113.0,1,right,A. Edwards 24' 3PT  (8 PTS) (J. McLaughlin 1 AST),"[1630162, 1629162]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,24.27,Made,8.0,,,,,,,J. McLaughlin,1629162.0,1.0,,,,,,,,
116,PT04M02.00S,2022-10-22T00:28:23.9Z,1,REGULAR,2pt,Jump Shot,[],1628374,14.14257555847569,82.1078431372549,1610612762,27,17,2022-10-22T00:28:32Z,1130000,False,-161.0,80.0,1,left,MISS L. Markkanen 17' turnaround Shot,[1628374],1610612762.0,UTA,turnaround,,,Markkanen,L. Markkanen,,,,,Mid-Range,16-24 Left,17.95,Missed,,,,,,,,,,,,,,,,,,
117,PT03M58.00S,2022-10-22T00:28:27.9Z,1,REGULAR,rebound,defensive,[],1629162,,,1610612750,27,17,2022-10-22T00:28:32Z,1140000,False,,,0,,J. McLaughlin REBOUND (Off:0 Def:2),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,116.0,2.0,2.0,0.0,,,,
118,PT03M56.00S,2022-10-22T00:28:31.1Z,1,REGULAR,foul,personal,['2freethrow'],1629012,,,1610612750,27,17,2022-10-22T00:28:41Z,1150000,False,,,0,,C. Sexton shooting personal FOUL (1 PF) (Russell 2 FT),"[1629012, 1626156]",1610612762.0,UTA,shooting,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,,1155.0,1.0,0.0,Russell,1626156.0,,,,,,,,,,,,
120,PT03M56.00S,2022-10-22T00:28:58.4Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1626156,,,1610612750,28,17,2022-10-22T00:28:58Z,1170000,False,,,0,,D. Russell Free Throw 1 of 2 (9 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
121,PT03M56.00S,2022-10-22T00:28:59.1Z,1,REGULAR,substitution,out,[],203903,,,1610612750,28,17,2022-10-22T00:29:13Z,1180000,False,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M56.00S,2022-10-22T00:28:59.1Z,1,REGULAR,substitution,out,[],1628374,,,1610612750,28,17,2022-10-22T00:29:13Z,1190000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M56.00S,2022-10-22T00:28:59.1Z,1,REGULAR,substitution,in,[],200752,,,1610612750,28,17,2022-10-22T00:29:13Z,1200000,False,,,0,,SUB in: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M56.00S,2022-10-22T00:28:59.1Z,1,REGULAR,substitution,in,[],1627736,,,1610612750,28,17,2022-10-22T00:29:13Z,1210000,False,,,0,,SUB in: M. Beasley,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M56.00S,2022-10-22T00:29:24.0Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1626156,,,1610612750,29,17,2022-10-22T00:29:24Z,1220000,False,,,0,,D. Russell Free Throw 2 of 2 (10 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
126,PT03M46.00S,2022-10-22T00:29:36.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627736,12.434296977660972,41.911764705882355,1610612762,29,17,2022-10-22T00:46:02Z,1230000,False,40.0,64.0,1,left,MISS M. Beasley 7' driving floating Shot,[1627736],1610612762.0,UTA,driving floating,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),0-8 Center,7.6,Missed,,,,,,,,,,,,,,,,,,
127,PT03M42.00S,2022-10-22T00:29:40.3Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,29,17,2022-10-22T00:46:02Z,1240000,False,,,0,,K. Towns REBOUND (Off:1 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,126.0,3.0,2.0,1.0,,,,
128,PT03M33.00S,2022-10-22T00:29:48.1Z,1,REGULAR,3pt,Jump Shot,[],1627752,93.9060446780552,4.901960784313726,1610612750,29,17,2022-10-22T00:29:53Z,1250000,False,-225.0,5.0,1,right,MISS T. Prince 3PT,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,Left Corner 3,24+ Left,22.56,Missed,,,,,,,,,,,,,,,,,,
129,PT03M30.00S,2022-10-22T00:29:51.1Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,29,17,2022-10-22T00:29:53Z,1260000,False,,,0,,W. Kessler REBOUND (Off:0 Def:2),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,128.0,2.0,2.0,0.0,,,,
130,PT03M27.00S,2022-10-22T00:29:58.0Z,1,REGULAR,foul,personal,[],1627752,,,1610612762,29,17,2022-10-22T00:30:16Z,1270000,False,,,0,,T. Prince personal FOUL (1 PF),"[1627752, 1629012]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,In The Paint (Non-RA),8-16 Right,,,,1155.0,1.0,0.0,Sexton,1629012.0,,,,,,,,,,,,
132,PT03M27.00S,2022-10-22T00:30:13.3Z,1,REGULAR,substitution,out,[],1626156,,,1610612762,29,17,2022-10-22T00:30:18Z,1290000,False,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT03M27.00S,2022-10-22T00:30:13.3Z,1,REGULAR,substitution,in,[],1629669,,,1610612762,29,17,2022-10-22T00:30:18Z,1300000,False,,,0,,SUB in: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT03M22.00S,2022-10-22T00:30:25.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200752,19.004599211563733,42.40196078431372,1610612762,29,19,2022-10-22T00:30:33Z,1310000,False,38.0,126.0,1,left,R. Gay 13' Jump Shot (2 PTS) (C. Sexton 2 AST),"[200752, 1629012]",1610612762.0,UTA,,,,Gay,R. Gay,,,,,In The Paint (Non-RA),8-16 Center,13.17,Made,2.0,,,,,,,C. Sexton,1629012.0,2.0,,,,,,,,
136,PT03M03.00S,2022-10-22T00:30:50.2Z,1,REGULAR,foul,offensive,[],1626157,,,1610612750,29,19,2022-10-22T00:31:10Z,1330000,False,,,0,,K. Towns offensive FOUL (2 PF),"[1626157, 203482]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,,,,1629183.0,2.0,0.0,Olynyk,203482.0,,,,,,,,,,,,
138,PT03M03.00S,2022-10-22T00:30:50.2Z,1,REGULAR,turnover,offensive foul,[],1626157,,,1610612750,29,19,2022-10-22T00:31:10Z,1350000,False,,,0,,K. Towns offensive foul TURNOVER (2 TO),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,,,,2714.0,,,,,2.0,,,,,,,,,,,
139,PT03M03.00S,2022-10-22T00:30:59.1Z,1,REGULAR,substitution,out,[],1626157,,,1610612762,29,19,2022-10-22T00:31:02Z,1360000,False,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT03M03.00S,2022-10-22T00:30:59.1Z,1,REGULAR,substitution,in,[],203497,,,1610612762,29,19,2022-10-22T00:31:02Z,1370000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT03M03.00S,2022-10-22T00:31:07.6Z,1,REGULAR,substitution,out,[],203482,,,1610612762,29,19,2022-10-22T00:31:12Z,1380000,False,,,0,,SUB out: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT03M03.00S,2022-10-22T00:31:07.6Z,1,REGULAR,substitution,in,[],1629659,,,1610612762,29,19,2022-10-22T00:31:12Z,1390000,False,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M51.00S,2022-10-22T00:31:33.1Z,1,REGULAR,foul,personal,['2freethrow'],1629669,,,1610612762,29,19,2022-10-22T00:31:41Z,1400000,False,,,0,,J. Nowell shooting personal FOUL (1 PF) (Sexton 2 FT),"[1629669, 1629012]",1610612750.0,MIN,shooting,,,Nowell,J. Nowell,,,,,In The Paint (Non-RA),0-8 Center,,,,1629183.0,1.0,0.0,Sexton,1629012.0,,,,,,,,,,,,
145,PT02M51.00S,2022-10-22T00:31:45.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,29,19,2022-10-22T00:31:45Z,1420000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT02M51.00S,2022-10-22T00:34:38.3Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629012,,,1610612762,29,20,2022-10-22T00:35:01Z,1430000,False,,,0,,C. Sexton Free Throw 1 of 2 (3 PTS),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
147,PT02M51.00S,2022-10-22T00:34:38.3Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629012,,,1610612762,29,20,2022-10-22T00:35:01Z,1440000,False,,,0,,MISS C. Sexton Free Throw 2 of 2,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
148,PT02M50.00S,2022-10-22T00:34:39.3Z,1,REGULAR,rebound,defensive,[],1627752,,,1610612750,29,20,2022-10-22T00:35:01Z,1450000,False,,,0,,T. Prince REBOUND (Off:0 Def:1),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,147.0,1.0,1.0,0.0,,,,
149,PT02M35.00S,2022-10-22T00:35:04.9Z,1,REGULAR,3pt,Jump Shot,[],1629162,88.51839684625493,3.1862745098039214,1610612750,32,20,2022-10-22T00:35:11Z,1460000,False,-234.0,55.0,1,right,J. McLaughlin 24' 3PT  (3 PTS) (J. Nowell 1 AST),"[1629162, 1629669]",1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,Left Corner 3,24+ Left,24.06,Made,3.0,,,,,,,J. Nowell,1629669.0,1.0,,,,,,,,
151,PT02M20.00S,2022-10-22T00:35:20.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,7.440867279894875,51.225490196078425,1610612762,32,22,2022-10-22T00:35:27Z,1480000,False,-6.0,17.0,1,left,T. Horton-Tucker reverse Layup (2 PTS),[1629659],1610612762.0,UTA,reverse,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,1.84,Made,2.0,,,,,,,,,,,,,,,,,
152,PT02M08.00S,2022-10-22T00:35:32.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,93.64323258869908,49.01960784313725,1610612750,34,22,2022-10-22T00:35:43Z,1490000,False,-5.0,7.0,1,right,A. Edwards running finger roll Layup (10 PTS),[1630162],1610612750.0,MIN,running finger roll,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,0.88,Made,10.0,,,,,,,,,,,,,,,,,
153,PT01M47.00S,2022-10-22T00:35:55.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627752,,,1610612762,34,22,2022-10-22T00:36:01Z,1500000,False,,,0,,T. Prince shooting personal FOUL (2 PF) (Gay 2 FT),"[1627752, 200752]",1610612750.0,MIN,shooting,,,Prince,T. Prince,,,,,Mid-Range,16-24 Left Center,,,,1155.0,2.0,0.0,Gay,200752.0,,,,,,,,,,,,
156,PT01M47.00S,2022-10-22T00:36:17.7Z,1,REGULAR,freethrow,1 of 2,[],200752,,,1610612762,34,22,2022-10-22T00:36:49Z,1520000,False,,,0,,MISS R. Gay Free Throw 1 of 2,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
157,PT01M47.00S,2022-10-22T00:36:17.7Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612762,34,22,2022-10-22T00:36:49Z,1530000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,156.0,,,,,,,
158,PT01M47.00S,2022-10-22T00:36:18.6Z,1,REGULAR,substitution,out,[],1629012,,,1610612762,34,22,2022-10-22T00:36:28Z,1540000,False,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT01M47.00S,2022-10-22T00:36:18.6Z,1,REGULAR,substitution,out,[],1631117,,,1610612762,34,22,2022-10-22T00:36:28Z,1550000,False,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT01M47.00S,2022-10-22T00:36:18.6Z,1,REGULAR,substitution,in,[],201144,,,1610612762,34,22,2022-10-22T00:36:28Z,1560000,False,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT01M47.00S,2022-10-22T00:36:18.6Z,1,REGULAR,substitution,in,[],1628374,,,1610612762,34,22,2022-10-22T00:36:28Z,1570000,False,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT01M47.00S,2022-10-22T00:36:17.7Z,1,REGULAR,freethrow,2 of 2,[],200752,,,1610612762,34,22,2022-10-22T00:36:49Z,1580000,False,,,0,,MISS R. Gay Free Throw 2 of 2,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
163,PT01M44.00S,2022-10-22T00:36:20.7Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,34,22,2022-10-22T00:36:49Z,1590000,False,,,0,,R. Gobert REBOUND (Off:1 Def:3),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,162.0,4.0,3.0,1.0,,,,
164,PT01M38.00S,2022-10-22T00:36:46.7Z,1,REGULAR,3pt,Jump Shot,[],1630162,68.15045992115637,42.64705882352941,1610612750,34,22,2022-10-22T00:36:53Z,1600000,False,-37.0,247.0,1,right,MISS A. Edwards 24' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,24.96,Missed,,,,,,,,,,,,,,,,,,
165,PT01M35.00S,2022-10-22T00:36:49.6Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,34,22,2022-10-22T00:36:49Z,1610000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:3),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,164.0,3.0,3.0,0.0,,,,
166,PT01M29.00S,2022-10-22T00:36:55.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,7.30946123521682,50.0,1610612762,34,24,2022-10-22T00:37:03Z,1620000,False,0.0,16.0,1,left,T. Horton-Tucker driving reverse Layup (4 PTS),[1629659],1610612762.0,UTA,driving reverse,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,1.62,Made,4.0,,,,,,,,,,,,,,,,,
167,PT01M19.00S,2022-10-22T00:37:06.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,94.1688567674113,49.754901960784316,1610612750,36,24,2022-10-22T00:37:11Z,1630000,False,-1.0,2.0,1,right,R. Gobert alley-oop DUNK (2 PTS) (J. Nowell 2 AST),"[203497, 1629669]",1610612750.0,MIN,alley-oop,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,0.26,Made,2.0,,,,,,,J. Nowell,1629669.0,2.0,,,,,,,,
169,PT00M59.60S,2022-10-22T00:37:25.0Z,1,REGULAR,3pt,Jump Shot,[],1627736,19.267411300919843,7.8431372549019605,1610612762,36,24,2022-10-22T00:37:29Z,1650000,False,211.0,129.0,1,left,MISS M. Beasley 24' 3PT,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,24.69,Missed,,,,,,,,,,,,,,,,,,
170,PT00M57.80S,2022-10-22T00:37:26.8Z,1,REGULAR,rebound,defensive,[],1627752,,,1610612750,36,24,2022-10-22T00:37:29Z,1660000,False,,,0,,T. Prince REBOUND (Off:0 Def:2),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,169.0,2.0,2.0,0.0,,,,
171,PT00M55.40S,2022-10-22T00:37:31.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629659,,,1610612750,36,24,2022-10-22T00:37:38Z,1670000,False,,,0,,T. Horton-Tucker personal FOUL (1 PF) (Edwards 2 FT),"[1629659, 1630162]",1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Mid-Range,8-16 Left,,,,1629183.0,1.0,0.0,Edwards,1630162.0,,,,,,,,,,,,
175,PT00M55.40S,2022-10-22T00:37:56.0Z,1,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,36,24,2022-10-22T00:37:56Z,1690000,False,,,0,,MISS A. Edwards Free Throw 1 of 2,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
176,PT00M55.40S,2022-10-22T00:37:56.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,36,24,2022-10-22T00:37:56Z,1700000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,175.0,,,,,,,
