actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
93,PT05M18.00S,2023-01-01T01:27:15.2Z,1,REGULAR,block,,[],1629675,,,1610612765,23,10,2023-01-01T01:27:17Z,920000,False,,,0,,N. Reid BLOCK (1 BLK),[1629675],1610612750.0,MIN,,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
94,PT05M14.00S,2023-01-01T01:27:19.2Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,23,10,2023-01-01T01:27:21Z,930000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:2),[1630183],1610612750.0,MIN,,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,92.0,2.0,2.0,0.0,,,,,,,,
95,PT05M12.00S,2023-01-01T01:27:20.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630162,93.51182654402102,50.49019607843137,1610612750,25,10,2023-01-01T01:27:27Z,940000,False,2.0,8.0,1,right,A. Edwards running DUNK (6 PTS) (J. McDaniels 1 AST),"[1630162, 1630183]",1610612750.0,MIN,,running,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,Made,6.0,0.89,,,,,,J. McDaniels,1630183.0,1.0,,,,
97,PT05M12.00S,2023-01-01T01:27:35.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,25,10,2023-01-01T01:27:35Z,960000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M12.00S,2023-01-01T01:29:50.9Z,1,REGULAR,substitution,out,[],1626156,,,1610612765,25,10,2023-01-01T01:30:03Z,970000,False,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT05M12.00S,2023-01-01T01:29:50.9Z,1,REGULAR,substitution,out,[],1631105,,,1610612765,25,10,2023-01-01T01:30:03Z,980000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT05M12.00S,2023-01-01T01:29:50.9Z,1,REGULAR,substitution,in,[],1629669,,,1610612765,25,10,2023-01-01T01:30:03Z,990000,False,,,0,,SUB in: J. Nowell,[1629669],1610612750.0,MIN,,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT05M12.00S,2023-01-01T01:29:50.9Z,1,REGULAR,substitution,in,[],1628963,,,1610612765,25,10,2023-01-01T01:30:03Z,1000000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612765.0,DET,,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M57.00S,2023-01-01T01:30:37.2Z,1,REGULAR,2pt,Jump Shot,[],202692,23.99802890932983,44.6078431372549,1610612765,25,12,2023-01-01T01:30:41Z,1010000,False,27.0,173.0,1,left,A. Burks 17' pullup Jump Shot (2 PTS),[202692],1610612765.0,DET,,pullup,,,Burks,A. Burks,,,,,Mid-Range,16-24 Center,,,,,Made,2.0,17.52,,,,,,,,,,,,
103,PT04M43.00S,2023-01-01T01:30:52.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,91.01511169513797,48.77450980392157,1610612750,27,12,2023-01-01T01:30:57Z,1020000,False,-6.0,32.0,1,right,A. Edwards driving Layup (8 PTS),[1630162],1610612750.0,MIN,,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,Made,8.0,3.26,,,,,,,,,,,,
104,PT04M43.00S,2023-01-01T01:30:58.9Z,1,REGULAR,foul,personal,['1freethrow'],203585,,,1610612750,27,12,2023-01-01T01:31:03Z,1030000,False,,,0,,R. McGruder shooting personal FOUL (1 PF) (Edwards 1 FT),"[203585, 1630162]",1610612765.0,DET,2004.0,shooting,,,McGruder,R. McGruder,,,,,Restricted Area,0-8 Center,1.0,0.0,Edwards,1630162.0,,,,,,,,,,,,,,,
106,PT04M43.00S,2023-01-01T01:31:22.2Z,1,REGULAR,freethrow,1 of 1,[],1630162,,,1610612750,28,12,2023-01-01T01:31:22Z,1050000,False,,,0,,A. Edwards Free Throw 1 of 1 (9 PTS),[1630162],1610612750.0,MIN,,,,,Edwards,A. Edwards,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
107,PT04M30.00S,2023-01-01T01:31:37.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202692,14.4053876478318,43.627450980392155,1610612765,28,12,2023-01-01T01:32:42Z,1060000,False,32.0,83.0,1,left,MISS A. Burks 8' driving Hook,[202692],1610612765.0,DET,,driving,,,Burks,A. Burks,,,,,In The Paint (Non-RA),8-16 Center,,,,,Missed,,8.88,,,,,,,,,,,,
108,PT04M29.00S,2023-01-01T01:31:38.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612750,28,12,2023-01-01T01:31:42Z,1070000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,107.0,,,,,,,,,,,
110,PT04M11.00S,2023-01-01T01:32:06.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,87.20433639947439,58.333333333333336,1610612750,28,12,2023-01-01T01:32:12Z,1090000,False,42.0,68.0,1,right,MISS J. McDaniels 7' running Shot,[1630183],1610612750.0,MIN,,running,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,Missed,,7.96,,,,,,,,,,,,
111,PT04M07.00S,2023-01-01T01:32:10.2Z,1,REGULAR,rebound,offensive,[],1630183,,,1610612750,28,12,2023-01-01T01:32:12Z,1100000,False,,,0,,J. McDaniels REBOUND (Off:1 Def:2),[1630183],1610612750.0,MIN,,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,110.0,3.0,2.0,1.0,,,,,,,,
112,PT04M07.00S,2023-01-01T01:32:09.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630183,94.40999984741211,50.0,1610612750,30,12,2023-01-01T01:32:09Z,1110000,False,0.0,0.0,1,right,J. McDaniels putback Layup (6 PTS),[1630183],1610612750.0,MIN,,putback,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,,,,,Made,6.0,0.0,,,,,,,,,,,,
113,PT03M55.00S,2023-01-01T01:32:22.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202709,13.61695137976347,56.86274509803921,1610612765,30,12,2023-01-01T01:32:27Z,1120000,False,-34.0,75.0,1,left,MISS C. Joseph 8' turnaround Shot,[202709],1610612765.0,DET,,turnaround,,,Joseph,C. Joseph,,,,,In The Paint (Non-RA),8-16 Center,,,,,Missed,,8.29,,,,,,,,,,,,
114,PT03M51.00S,2023-01-01T01:32:26.0Z,1,REGULAR,rebound,offensive,[],1628963,,,1610612765,30,12,2023-01-01T01:32:27Z,1130000,False,,,0,,M. Bagley III REBOUND (Off:1 Def:0),[1628963],1610612765.0,DET,,,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,113.0,1.0,0.0,1.0,,,,,,,,
115,PT03M51.00S,2023-01-01T01:32:25.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628963,5.590000152587891,50.0,1610612765,30,14,2023-01-01T01:32:25Z,1140000,False,0.0,0.0,1,left,M. Bagley III putback Layup (2 PTS),[1628963],1610612765.0,DET,,putback,,,Bagley III,M. Bagley III,,,,,Mid-Range,8-16 Left,,,,,Made,2.0,0.0,,,,,,,,,,,,
116,PT03M46.00S,2023-01-01T01:32:30.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629675,95.74572930354796,4.166666666666666,1610612750,30,14,2023-01-01T01:32:37Z,1150000,False,-229.0,-13.0,1,right,MISS N. Reid step back 3PT,[1629675],1610612750.0,MIN,,step back,,,Reid,N. Reid,,,,,Left Corner 3,24+ Left,,,,,Missed,,22.95,,,,,,,,,,,,
117,PT03M43.00S,2023-01-01T01:32:33.8Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612765,30,14,2023-01-01T01:32:37Z,1160000,False,,,0,,M. Bagley III REBOUND (Off:1 Def:1),[1628963],1610612765.0,DET,,,,,Bagley III,M. Bagley III,,,,,Left Corner 3,24+ Left,,,,,,,,116.0,2.0,1.0,1.0,,,,,,,,
118,PT03M33.00S,2023-01-01T01:32:44.3Z,1,REGULAR,2pt,Jump Shot,[],1628963,22.946780551905388,51.470588235294116,1610612765,30,16,2023-01-01T01:32:48Z,1170000,False,-7.0,163.0,1,left,M. Bagley III 16' Jump Shot (4 PTS) (H. Diallo 1 AST),"[1628963, 1628977]",1610612765.0,DET,,,,,Bagley III,M. Bagley III,,,,,Mid-Range,16-24 Center,,,,,Made,4.0,16.34,,,,,,H. Diallo,1628977.0,1.0,,,,
120,PT03M16.00S,2023-01-01T01:33:01.2Z,1,REGULAR,3pt,Jump Shot,[],1630162,65.25952693823915,48.77450980392157,1610612750,33,16,2023-01-01T01:33:05Z,1190000,False,-6.0,274.0,1,right,A. Edwards 27' 3PT step back (12 PTS),[1630162],1610612750.0,MIN,,step back,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,,,Made,12.0,27.42,,,,,,,,,,,,
121,PT03M03.00S,2023-01-01T01:33:14.0Z,1,REGULAR,3pt,Jump Shot,[],203585,9.280551905387648,3.1862745098039214,1610612765,33,19,2023-01-01T01:33:18Z,1200000,False,234.0,35.0,1,left,R. McGruder 3PT  (3 PTS) (C. Joseph 1 AST),"[203585, 202709]",1610612765.0,DET,,,,,McGruder,R. McGruder,,,,,Right Corner 3,24+ Right,,,,,Made,3.0,23.67,,,,,,C. Joseph,202709.0,1.0,,,,
123,PT02M41.00S,2023-01-01T01:33:35.4Z,1,REGULAR,2pt,Jump Shot,[],1630162,78.40013140604468,85.04901960784314,1610612750,35,19,2023-01-01T01:33:40Z,1220000,False,175.0,151.0,1,right,A. Edwards 23' step back Jump Shot (14 PTS),[1630162],1610612750.0,MIN,,step back,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right Center,,,,,Made,14.0,23.1,,,,,,,,,,,,
124,PT02M28.00S,2023-01-01T01:33:48.9Z,1,REGULAR,3pt,Jump Shot,[],202692,16.507884362680684,4.901960784313726,1610612765,35,22,2023-01-01T01:33:53Z,1230000,False,225.0,103.0,1,left,A. Burks 24' 3PT step back (5 PTS),[202692],1610612765.0,DET,,step back,,,Burks,A. Burks,,,,,Above the Break 3,24+ Right Center,,,,,Made,5.0,24.78,,,,,,,,,,,,
125,PT02M15.00S,2023-01-01T01:34:01.5Z,1,REGULAR,3pt,Jump Shot,[],1629669,65.78515111695138,39.21568627450981,1610612750,35,22,2023-01-01T01:34:07Z,1240000,False,-54.0,269.0,1,right,MISS J. Nowell 27' 3PT,[1629669],1610612750.0,MIN,,,,,Nowell,J. Nowell,,,,,Above the Break 3,24+ Center,,,,,Missed,,27.44,,,,,,,,,,,,
126,PT02M13.00S,2023-01-01T01:34:03.5Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612765,35,22,2023-01-01T01:34:07Z,1250000,False,,,0,,M. Bagley III REBOUND (Off:1 Def:2),[1628963],1610612765.0,DET,,,,,Bagley III,M. Bagley III,,,,,Above the Break 3,24+ Center,,,,,,,,125.0,3.0,2.0,1.0,,,,,,,,
127,PT02M03.00S,2023-01-01T01:34:14.3Z,1,REGULAR,3pt,Jump Shot,[],202709,30.042706964520367,72.54901960784314,1610612765,35,25,2023-01-01T01:34:18Z,1260000,False,-113.0,230.0,1,left,C. Joseph 25' 3PT  (3 PTS) (M. Bagley III 1 AST),"[202709, 1628963]",1610612765.0,DET,,,,,Joseph,C. Joseph,,,,,Above the Break 3,24+ Left Center,,,,,Made,3.0,25.6,,,,,,M. Bagley III,1628963.0,1.0,,,,
129,PT02M02.00S,2023-01-01T01:34:19.8Z,1,REGULAR,timeout,full,['team'],0,,,1610612750,35,25,2023-01-01T01:34:19Z,1280000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M02.00S,2023-01-01T01:35:36.2Z,1,REGULAR,substitution,out,[],1630162,,,1610612750,35,25,2023-01-01T01:35:50Z,1290000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M02.00S,2023-01-01T01:35:36.2Z,1,REGULAR,substitution,out,[],203937,,,1610612750,35,25,2023-01-01T01:35:50Z,1300000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M02.00S,2023-01-01T01:35:36.2Z,1,REGULAR,substitution,in,[],1630346,,,1610612750,35,25,2023-01-01T01:35:50Z,1310000,False,,,0,,SUB in: M. Ryan,[1630346],1610612750.0,MIN,,,,,Ryan,M. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M02.00S,2023-01-01T01:35:36.2Z,1,REGULAR,substitution,in,[],203085,,,1610612750,35,25,2023-01-01T01:35:50Z,1320000,False,,,0,,SUB in: A. Rivers,[203085],1610612750.0,MIN,,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M52.00S,2023-01-01T01:36:07.7Z,1,REGULAR,turnover,out-of-bounds,[],1629675,,,1610612750,35,25,2023-01-01T01:36:12Z,1330000,False,,,0,,N. Reid bad pass out-of-bounds TURNOVER (1 TO),[1629675],1610612750.0,MIN,202035.0,bad pass,,,Reid,N. Reid,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,1.0,,,,,,,
135,PT01M42.00S,2023-01-01T01:36:21.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202692,23.866622864651774,28.186274509803923,1610612765,35,25,2023-01-01T01:36:25Z,1340000,False,109.0,172.0,1,left,MISS A. Burks 20' pullup Shot,[202692],1610612765.0,DET,,pullup,,,Burks,A. Burks,,,,,Mid-Range,16-24 Right Center,,,,,Missed,,20.35,,,,,,,,,,,,
136,PT01M39.00S,2023-01-01T01:36:24.2Z,1,REGULAR,rebound,defensive,[],1629669,,,1610612750,35,25,2023-01-01T01:36:25Z,1350000,False,,,0,,J. Nowell REBOUND (Off:0 Def:1),[1629669],1610612750.0,MIN,,,,,Nowell,J. Nowell,,,,,Mid-Range,16-24 Right Center,,,,,,,,135.0,1.0,1.0,0.0,,,,,,,,
137,PT01M29.00S,2023-01-01T01:36:33.9Z,1,REGULAR,3pt,Jump Shot,[],1629669,72.7496714848883,18.38235294117647,1610612750,35,25,2023-01-01T01:36:38Z,1360000,False,-158.0,204.0,1,right,MISS J. Nowell 25' pullup 3PT,[1629669],1610612750.0,MIN,,pullup,,,Nowell,J. Nowell,,,,,Above the Break 3,24+ Left Center,,,,,Missed,,25.79,,,,,,,,,,,,
138,PT01M27.00S,2023-01-01T01:36:35.9Z,1,REGULAR,rebound,defensive,[],203585,,,1610612765,35,25,2023-01-01T01:36:38Z,1370000,False,,,0,,R. McGruder REBOUND (Off:0 Def:1),[203585],1610612765.0,DET,,,,,McGruder,R. McGruder,,,,,Above the Break 3,24+ Left Center,,,,,,,,137.0,1.0,1.0,0.0,,,,,,,,
142,PT01M14.00S,2023-01-01T01:37:22.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203085,,,1610612765,35,25,2023-01-01T01:37:48Z,1410000,False,,,0,,A. Rivers personal FOUL (1 PF) (Bagley III 2 FT),"[203085, 1628963]",1610612750.0,MIN,2004.0,,,,Rivers,A. Rivers,,,,,Restricted Area,0-8 Center,1.0,0.0,Bagley III,1628963.0,,,,,,,,,,,,,,,
144,PT01M14.00S,2023-01-01T01:37:49.8Z,1,REGULAR,freethrow,1 of 2,[],1628963,,,1610612765,35,25,2023-01-01T01:37:49Z,1430000,False,,,0,,MISS M. Bagley III Free Throw 1 of 2,[1628963],1610612765.0,DET,,,,,Bagley III,M. Bagley III,,,,,,,,,,,Missed,,,,,,,,,,,,,,
145,PT01M14.00S,2023-01-01T01:37:49.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,35,25,2023-01-01T01:37:49Z,1440000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,144.0,,,,,,,,,,,
146,PT01M14.00S,2023-01-01T01:38:05.6Z,1,REGULAR,freethrow,2 of 2,[],1628963,,,1610612765,35,26,2023-01-01T01:38:05Z,1450000,False,,,0,,M. Bagley III Free Throw 2 of 2 (5 PTS),[1628963],1610612765.0,DET,,,,,Bagley III,M. Bagley III,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
147,PT00M55.60S,2023-01-01T01:38:25.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629675,87.99277266754271,40.19607843137255,1610612750,37,26,2023-01-01T01:38:30Z,1460000,False,-49.0,60.0,1,right,N. Reid 7' turnaround Jump Shot (4 PTS),[1629675],1610612750.0,MIN,,turnaround,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,Made,4.0,7.78,,,,,,,,,,,,
148,PT00M39.70S,2023-01-01T01:38:44.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628963,14.536793692509855,52.450980392156865,1610612765,37,26,2023-01-01T01:38:50Z,1470000,False,-12.0,84.0,1,left,MISS M. Bagley III 8' Hook,[1628963],1610612765.0,DET,,,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),8-16 Center,,,,,Missed,,8.5,,,,,,,,,,,,
149,PT00M38.00S,2023-01-01T01:38:45.9Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,37,26,2023-01-01T01:38:50Z,1480000,False,,,0,,N. Reid REBOUND (Off:0 Def:2),[1629675],1610612750.0,MIN,,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,148.0,2.0,2.0,0.0,,,,,,,,
150,PT00M32.00S,2023-01-01T01:38:51.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203085,93.11760840998686,48.03921568627451,1610612750,37,26,2023-01-01T01:38:57Z,1490000,False,-10.0,12.0,1,right,MISS A. Rivers driving finger roll Layup - blocked,"[203085, 1628977]",1610612750.0,MIN,,driving finger roll,,,Rivers,A. Rivers,,,,,Restricted Area,0-8 Center,,,,,Missed,,1.56,,,,,,,,,Diallo,1628977.0,,
167,PT00M32.00S,2023-01-01T01:38:51.9Z,1,REGULAR,block,,[],1628977,,,1610612750,37,26,2023-01-01T01:43:36Z,1495000,False,,,0,,H. Diallo BLOCK (1 BLK),[1628977],1610612765.0,DET,,,,,Diallo,H. Diallo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
151,PT00M29.10S,2023-01-01T01:38:54.8Z,1,REGULAR,rebound,defensive,[],202692,,,1610612765,37,26,2023-01-01T01:38:57Z,1500000,False,,,0,,A. Burks REBOUND (Off:0 Def:2),[202692],1610612765.0,DET,,,,,Burks,A. Burks,,,,,Restricted Area,0-8 Center,,,,,,,,150.0,2.0,2.0,0.0,,,,,,,,
152,PT00M24.20S,2023-01-01T01:38:59.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202709,7.30946123521682,50.245098039215684,1610612765,37,28,2023-01-01T01:39:06Z,1510000,False,-1.0,16.0,1,left,C. Joseph running Layup (5 PTS),[202709],1610612765.0,DET,,running,,,Joseph,C. Joseph,,,,,Restricted Area,0-8 Center,,,,,Made,5.0,1.62,,,,,,,,,,,,
153,PT00M03.40S,2023-01-01T01:39:23.4Z,1,REGULAR,2pt,Jump Shot,[],1629669,79.188567674113,65.93137254901961,1610612750,39,28,2023-01-01T01:39:27Z,1520000,False,80.0,143.0,1,right,J. Nowell 16' pullup Jump Shot (2 PTS),[1629669],1610612750.0,MIN,,pullup,,,Nowell,J. Nowell,,,,,Mid-Range,16-24 Right Center,,,,,Made,2.0,16.38,,,,,,,,,,,,
156,PT00M00.00S,2023-01-01T01:39:43.8Z,1,REGULAR,period,end,[],0,,,1610612765,39,28,2023-01-01T01:39:43Z,1550000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2023-01-01T01:41:42.4Z,2,REGULAR,substitution,out,['startperiod'],1630183,,,1610612765,39,28,2023-01-01T01:42:07Z,1560000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2023-01-01T01:41:42.4Z,2,REGULAR,substitution,in,['startperiod'],203497,,,1610612765,39,28,2023-01-01T01:42:07Z,1570000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2023-01-01T01:42:12.5Z,2,REGULAR,period,start,[],0,,,1610612765,39,28,2023-01-01T01:42:12Z,1580000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT11M39.00S,2023-01-01T01:42:49.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202692,16.90210249671485,61.274509803921575,1610612765,39,30,2023-01-01T01:42:53Z,1600000,False,-56.0,106.0,1,left,A. Burks 12' step back Jump Shot (7 PTS),[202692],1610612765.0,DET,,step back,,,Burks,A. Burks,,,,,In The Paint (Non-RA),8-16 Center,,,,,Made,7.0,12.04,,,,,,,,,,,,
162,PT11M12.00S,2023-01-01T01:43:16.3Z,2,REGULAR,turnover,bad pass,[],203085,,,1610612750,39,30,2023-01-01T01:43:21Z,1610000,False,,,0,,A. Rivers bad pass TURNOVER (1 TO),"[203085, 202709]",1610612750.0,MIN,,,,,Rivers,A. Rivers,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,,,,,,Joseph,202709.0
163,PT11M12.00S,2023-01-01T01:43:16.3Z,2,REGULAR,steal,,[],202709,,,1610612765,39,30,2023-01-01T01:43:17Z,1620000,False,,,0,,C. Joseph STEAL (1 STL),[202709],1610612765.0,DET,,,,,Joseph,C. Joseph,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
164,PT11M07.00S,2023-01-01T01:43:20.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202709,14.931011826544022,52.69607843137255,1610612765,39,30,2023-01-01T01:43:28Z,1630000,False,-13.0,88.0,1,left,MISS C. Joseph 8' running Layup - blocked,"[202709, 1630346]",1610612765.0,DET,,running,,,Joseph,C. Joseph,,,,,In The Paint (Non-RA),8-16 Center,,,,,Missed,,8.89,,,,,,,,,Ryan,1630346.0,,
165,PT11M07.00S,2023-01-01T01:43:20.7Z,2,REGULAR,block,,[],1630346,,,1610612765,39,30,2023-01-01T01:43:23Z,1640000,False,,,0,,M. Ryan BLOCK (1 BLK),[1630346],1610612750.0,MIN,,,,,Ryan,M. Ryan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,
166,PT11M07.00S,2023-01-01T01:43:20.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,39,30,2023-01-01T01:43:28Z,1650000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,164.0,,,,,,,,,,,
168,PT10M59.00S,2023-01-01T01:43:52.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",203585,15.325229960578188,40.931372549019606,1610612765,39,30,2023-01-01T01:43:59Z,1660000,False,45.0,92.0,1,left,MISS R. McGruder 10' fadeaway Shot - blocked,"[203585, 203497]",1610612765.0,DET,,fadeaway,,,McGruder,R. McGruder,,,,,In The Paint (Non-RA),8-16 Center,,,,,Missed,,10.22,,,,,,,,,Gobert,203497.0,,
169,PT10M59.00S,2023-01-01T01:43:52.3Z,2,REGULAR,block,,[],203497,,,1610612765,39,30,2023-01-01T01:43:54Z,1670000,False,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612750.0,MIN,,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,
170,PT10M56.00S,2023-01-01T01:43:55.3Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,39,30,2023-01-01T01:43:59Z,1680000,False,,,0,,N. Reid REBOUND (Off:0 Def:3),[1629675],1610612750.0,MIN,,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,168.0,3.0,3.0,0.0,,,,,,,,
171,PT10M52.00S,2023-01-01T01:44:04.6Z,2,REGULAR,foul,personal,[],203585,,,1610612750,39,30,2023-01-01T01:44:17Z,1690000,False,,,0,,R. McGruder personal FOUL (2 PF),"[203585, 1629675]",1610612765.0,DET,202035.0,,,,McGruder,R. McGruder,,,,,In The Paint (Non-RA),0-8 Center,2.0,0.0,Reid,1629675.0,,,,,,,,,,,,,,,
173,PT10M46.00S,2023-01-01T01:44:28.4Z,2,REGULAR,3pt,Jump Shot,[],1629669,68.80749014454665,69.85294117647058,1610612750,42,30,2023-01-01T01:44:33Z,1710000,False,99.0,241.0,1,right,J. Nowell 26' 3PT step back (5 PTS),[1629669],1610612750.0,MIN,,step back,,,Nowell,J. Nowell,,,,,Above the Break 3,24+ Right Center,,,,,Made,5.0,26.04,,,,,,,,,,,,
174,PT10M28.00S,2023-01-01T01:44:46.6Z,2,REGULAR,2pt,Jump Shot,[],1628977,19.92444152431012,31.127450980392158,1610612765,42,30,2023-01-01T01:44:50Z,1720000,False,94.0,135.0,1,left,MISS H. Diallo 16' pullup Shot,[1628977],1610612765.0,DET,,pullup,,,Diallo,H. Diallo,,,,,Mid-Range,16-24 Right Center,,,,,Missed,,16.46,,,,,,,,,,,,
175,PT10M26.00S,2023-01-01T01:44:48.6Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,42,30,2023-01-01T01:44:50Z,1730000,False,,,0,,N. Reid REBOUND (Off:0 Def:4),[1629675],1610612750.0,MIN,,,,,Reid,N. Reid,,,,,Mid-Range,16-24 Right Center,,,,,,,,174.0,4.0,4.0,0.0,,,,,,,,
176,PT10M15.00S,2023-01-01T01:44:59.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,89.43823915900131,43.872549019607845,1610612750,42,30,2023-01-01T01:45:07Z,1740000,False,-31.0,47.0,1,right,MISS N. Reid Layup - blocked,"[1629675, 1628977]",1610612750.0,MIN,,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,Missed,,5.59,,,,,,,,,Diallo,1628977.0,,
