actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
343,PT10M03.00S,2023-01-01T02:25:28.6Z,3,REGULAR,turnover,traveling,[],203937,,,1610612750,66,54,2023-01-01T02:25:34Z,3370000,False,,,0,,K. Anderson traveling TURNOVER (1 TO),[203937],1610612750.0,MIN,2004.0,,,,Anderson,K. Anderson,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,1.0,,,,,,,
344,PT09M54.00S,2023-01-01T02:25:52.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630180,93.9060446780552,96.07843137254902,1610612765,66,57,2023-01-01T02:25:56Z,3380000,False,230.0,5.0,1,right,S. Bey 3PT  (7 PTS) (J. Ivey 3 AST),"[1630180, 1631093]",1610612765.0,DET,,,,,Bey,S. Bey,,,,,Right Corner 3,24+ Right,,,,,Made,7.0,23.04,,,,,,J. Ivey,1631093.0,3.0,,,,
347,PT09M38.00S,2023-01-01T02:26:22.3Z,3,REGULAR,foul,personal,['2freethrow'],1631093,,,1610612750,66,57,2023-01-01T02:26:57Z,3410000,False,,,0,,J. Ivey shooting personal FOUL (2 PF) (Gobert 2 FT),"[1631093, 203497]",1610612765.0,DET,1628954.0,shooting,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),8-16 Center,2.0,0.0,Gobert,203497.0,,,,,,,,,,,,,,,
349,PT09M38.00S,2023-01-01T02:26:58.7Z,3,REGULAR,freethrow,1 of 2,[],203497,,,1610612750,66,57,2023-01-01T02:26:58Z,3430000,False,,,0,,MISS R. Gobert Free Throw 1 of 2,[203497],1610612750.0,MIN,,,,,Gobert,R. Gobert,,,,,,,,,,,Missed,,,,,,,,,,,,,,
350,PT09M38.00S,2023-01-01T02:26:58.7Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,66,57,2023-01-01T02:26:58Z,3440000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,349.0,,,,,,,,,,,
351,PT09M38.00S,2023-01-01T02:27:10.5Z,3,REGULAR,freethrow,2 of 2,[],203497,,,1610612750,67,57,2023-01-01T02:27:10Z,3450000,False,,,0,,R. Gobert Free Throw 2 of 2 (1 PTS),[203497],1610612750.0,MIN,,,,,Gobert,R. Gobert,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
352,PT09M25.00S,2023-01-01T02:27:25.0Z,3,REGULAR,2pt,Jump Shot,[],202711,89.43823915900131,24.019607843137255,1610612765,67,59,2023-01-01T02:27:29Z,3460000,False,-130.0,47.0,1,right,B. Bogdanovic 13' step back bank Jump Shot (15 PTS) (J. Ivey 4 AST),"[202711, 1631093]",1610612765.0,DET,,step back bank,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,8-16 Left,,,,,Made,15.0,13.81,,,,,,J. Ivey,1631093.0,4.0,,,,
354,PT09M21.00S,2023-01-01T02:27:32.2Z,3,REGULAR,turnover,traveling,[],1626156,,,1610612750,67,59,2023-01-01T02:27:36Z,3480000,False,,,0,,D. Russell traveling TURNOVER (2 TO),[1626156],1610612750.0,MIN,1628954.0,,,,Russell,D. Russell,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,2.0,,,,,,,
355,PT09M19.00S,2023-01-01T02:27:46.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630180,95.22010512483574,50.245098039215684,1610612765,67,61,2023-01-01T02:27:49Z,3490000,False,1.0,-8.0,1,right,S. Bey DUNK (9 PTS) (B. Bogdanovic 2 AST),"[1630180, 202711]",1610612765.0,DET,,,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,,Made,9.0,0.77,,,,,,B. Bogdanovic,202711.0,2.0,,,,
357,PT09M17.00S,2023-01-01T02:27:49.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,67,61,2023-01-01T02:27:49Z,3510000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT09M05.00S,2023-01-01T02:30:53.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,7.5722733245729295,49.26470588235294,1610612750,69,61,2023-01-01T02:30:58Z,3520000,False,4.0,19.0,1,left,R. Gobert cutting DUNK (3 PTS) (D. Russell 2 AST),"[203497, 1626156]",1610612750.0,MIN,,cutting,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,Made,3.0,1.91,,,,,,D. Russell,1626156.0,2.0,,,,
360,PT08M50.00S,2023-01-01T02:31:13.7Z,3,REGULAR,foul,personal,[],1630183,,,1610612765,69,61,2023-01-01T02:31:20Z,3540000,False,,,0,,J. McDaniels personal FOUL (1 PF),"[1630183, 202711]",1610612750.0,MIN,2004.0,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Right,1.0,0.0,Bogdanovic,202711.0,,,,,,,,,,,,,,,
362,PT08M37.00S,2023-01-01T02:31:43.4Z,3,REGULAR,3pt,Jump Shot,[],1630180,60.72191195795007,49.1421568627451,1610612765,69,61,2023-01-01T02:31:56Z,3560000,False,-4.0,317.0,1,right,MISS S. Bey 31' 3PT,[1630180],1610612765.0,DET,,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Center,,,,,Missed,,31.67,,,,,,,,,,,,
363,PT08M33.00S,2023-01-01T02:31:47.4Z,3,REGULAR,rebound,defensive,[],203497,,,1610612750,69,61,2023-01-01T02:31:50Z,3570000,False,,,0,,R. Gobert REBOUND (Off:2 Def:4),[203497],1610612750.0,MIN,,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,,,,,,,,362.0,6.0,4.0,2.0,,,,,,,,
364,PT08M30.00S,2023-01-01T02:31:57.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203497,6.521024967148489,49.754901960784316,1610612750,71,61,2023-01-01T02:32:37Z,3580000,False,1.0,9.0,1,left,R. Gobert cutting finger roll Layup (5 PTS) (D. Russell 3 AST),"[203497, 1626156]",1610612750.0,MIN,,cutting finger roll,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,Made,5.0,0.89,,,,,,D. Russell,1626156.0,3.0,,,,
366,PT08M14.00S,2023-01-01T02:32:05.7Z,3,REGULAR,3pt,Jump Shot,[],1628963,67.09921156373193,47.05882352941176,1610612765,71,61,2023-01-01T02:32:11Z,3600000,False,-15.0,257.0,1,right,MISS M. Bagley III 25' 3PT,[1628963],1610612765.0,DET,,,,,Bagley III,M. Bagley III,,,,,Above the Break 3,24+ Center,,,,,Missed,,25.72,,,,,,,,,,,,
367,PT08M10.00S,2023-01-01T02:32:10.2Z,3,REGULAR,rebound,defensive,[],1630162,,,1610612750,71,61,2023-01-01T02:32:10Z,3610000,False,,,0,,A. Edwards REBOUND (Off:0 Def:5),[1630162],1610612750.0,MIN,,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,,,,,,366.0,5.0,5.0,0.0,,,,,,,,
368,PT08M04.00S,2023-01-01T02:32:19.9Z,3,REGULAR,foul,personal,[],1628963,,,1610612750,71,61,2023-01-01T02:32:33Z,3620000,False,,,0,,M. Bagley III personal FOUL (1 PF),"[1628963, 203497]",1610612765.0,DET,1628954.0,,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,1.0,0.0,Gobert,203497.0,,,,,,,,,,,,,,,
370,PT08M00.00S,2023-01-01T02:32:41.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628963,,,1610612750,71,61,2023-01-01T02:32:51Z,3640000,False,,,0,,M. Bagley III shooting personal FOUL (2 PF) (Edwards 2 FT),"[1628963, 1630162]",1610612765.0,DET,202035.0,shooting,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,2.0,0.0,Edwards,1630162.0,,,,,,,,,,,,,,,
372,PT08M00.00S,2023-01-01T02:33:08.5Z,3,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,71,61,2023-01-01T02:33:08Z,3660000,False,,,0,,MISS A. Edwards Free Throw 1 of 2,[1630162],1610612750.0,MIN,,,,,Edwards,A. Edwards,,,,,,,,,,,Missed,,,,,,,,,,,,,,
373,PT08M00.00S,2023-01-01T02:33:08.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,71,61,2023-01-01T02:33:08Z,3670000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,372.0,,,,,,,,,,,
374,PT08M00.00S,2023-01-01T02:33:19.2Z,3,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,72,61,2023-01-01T02:33:19Z,3680000,False,,,0,,A. Edwards Free Throw 2 of 2 (15 PTS),[1630162],1610612750.0,MIN,,,,,Edwards,A. Edwards,,,,,,,,,,,Made,15.0,,,,,,,,,,,,,
375,PT07M43.00S,2023-01-01T02:33:37.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,94.30026281208936,48.529411764705884,1610612765,72,63,2023-01-01T02:33:41Z,3690000,False,-7.0,1.0,1,right,S. Bey Layup (11 PTS),[1630180],1610612765.0,DET,,,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,,Made,11.0,0.75,,,,,,,,,,,,
376,PT07M29.00S,2023-01-01T02:33:50.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,15.325229960578188,59.068627450980394,1610612750,72,63,2023-01-01T02:33:56Z,3700000,False,-45.0,92.0,1,left,MISS A. Edwards 10' turnaround fadeaway Shot,[1630162],1610612750.0,MIN,,turnaround fadeaway,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,,,,,Missed,,10.22,,,,,,,,,,,,
377,PT07M26.00S,2023-01-01T02:33:53.9Z,3,REGULAR,rebound,defensive,[],1628963,,,1610612765,72,63,2023-01-01T02:33:56Z,3710000,False,,,0,,M. Bagley III REBOUND (Off:2 Def:3),[1628963],1610612765.0,DET,,,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,376.0,5.0,3.0,2.0,,,,,,,,
378,PT07M19.00S,2023-01-01T02:34:00.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631093,90.22667542706965,62.745098039215684,1610612765,72,63,2023-01-01T02:34:08Z,3720000,False,64.0,39.0,1,right,MISS J. Ivey 7' running Shot,[1631093],1610612765.0,DET,,running,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,,,,,Missed,,7.49,,,,,,,,,,,,
379,PT07M17.00S,2023-01-01T02:34:02.9Z,3,REGULAR,rebound,offensive,[],202711,,,1610612765,72,63,2023-01-01T02:34:05Z,3730000,False,,,0,,B. Bogdanovic REBOUND (Off:1 Def:1),[202711],1610612765.0,DET,,,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,378.0,2.0,1.0,1.0,,,,,,,,
380,PT07M16.00S,2023-01-01T02:34:04.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202711,94.43166885676742,49.754901960784316,1610612765,72,65,2023-01-01T02:34:11Z,3740000,False,-1.0,0.0,1,right,B. Bogdanovic Jump Shot (17 PTS),[202711],1610612765.0,DET,,,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,,,,,Made,17.0,0.12,,,,,,,,,,,,
381,PT07M06.00S,2023-01-01T02:34:16.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202711,,,1610612750,72,65,2023-01-01T02:34:43Z,3750000,False,,,0,,B. Bogdanovic personal FOUL (1 PF) (Russell 2 FT),"[202711, 1626156]",1610612765.0,DET,1628954.0,,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,16-24 Left Center,1.0,0.0,Russell,1626156.0,,,,,,,,,,,,,,,
383,PT07M06.00S,2023-01-01T02:34:44.2Z,3,REGULAR,freethrow,1 of 2,[],1626156,,,1610612750,73,65,2023-01-01T02:34:44Z,3770000,False,,,0,,D. Russell Free Throw 1 of 2 (20 PTS),[1626156],1610612750.0,MIN,,,,,Russell,D. Russell,,,,,,,,,,,Made,20.0,,,,,,,,,,,,,
384,PT07M06.00S,2023-01-01T02:34:59.2Z,3,REGULAR,freethrow,2 of 2,[],1626156,,,1610612750,74,65,2023-01-01T02:34:59Z,3780000,False,,,0,,D. Russell Free Throw 2 of 2 (21 PTS),[1626156],1610612750.0,MIN,,,,,Russell,D. Russell,,,,,,,,,,,Made,21.0,,,,,,,,,,,,,
385,PT06M51.00S,2023-01-01T02:35:16.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628963,92.32917214191852,60.78431372549019,1610612765,74,65,2023-01-01T02:35:21Z,3790000,False,54.0,20.0,1,right,MISS M. Bagley III Jump Shot,[1628963],1610612765.0,DET,,,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,,,,,Missed,,5.74,,,,,,,,,,,,
386,PT06M49.00S,2023-01-01T02:35:18.1Z,3,REGULAR,rebound,defensive,[],203937,,,1610612750,74,65,2023-01-01T02:35:21Z,3800000,False,,,0,,K. Anderson REBOUND (Off:2 Def:1),[203937],1610612750.0,MIN,,,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,385.0,3.0,1.0,2.0,,,,,,,,
387,PT06M43.00S,2023-01-01T02:35:23.7Z,3,REGULAR,3pt,Jump Shot,[],203937,32.013797634691194,40.68627450980392,1610612750,74,65,2023-01-01T02:35:28Z,3810000,False,47.0,248.0,1,left,MISS K. Anderson 25' 3PT,[203937],1610612750.0,MIN,,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Center,,,,,Missed,,25.27,,,,,,,,,,,,
388,PT06M39.00S,2023-01-01T02:35:27.7Z,3,REGULAR,rebound,defensive,[],1630180,,,1610612765,74,65,2023-01-01T02:35:28Z,3820000,False,,,0,,S. Bey REBOUND (Off:0 Def:4),[1630180],1610612765.0,DET,,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Center,,,,,,,,387.0,4.0,4.0,0.0,,,,,,,,
389,PT06M25.00S,2023-01-01T02:35:41.1Z,3,REGULAR,2pt,Jump Shot,[],1628963,77.21747700394218,57.59803921568627,1610612765,74,67,2023-01-01T02:35:47Z,3830000,False,38.0,162.0,1,right,M. Bagley III 16' pullup Jump Shot (11 PTS),[1628963],1610612765.0,DET,,pullup,,,Bagley III,M. Bagley III,,,,,Mid-Range,16-24 Center,,,,,Made,11.0,16.61,,,,,,,,,,,,
390,PT06M14.00S,2023-01-01T02:35:51.6Z,3,REGULAR,2pt,Jump Shot,[],1626156,3.892904073587385,73.2843137254902,1610612750,74,67,2023-01-01T02:35:55Z,3840000,False,-116.0,-16.0,1,left,MISS D. Russell 11' step back Shot,[1626156],1610612750.0,MIN,,step back,,,Russell,D. Russell,,,,,Mid-Range,8-16 Left,,,,,Missed,,11.75,,,,,,,,,,,,
391,PT06M11.00S,2023-01-01T02:35:54.6Z,3,REGULAR,rebound,defensive,[],1628963,,,1610612765,74,67,2023-01-01T02:35:55Z,3850000,False,,,0,,M. Bagley III REBOUND (Off:2 Def:4),[1628963],1610612765.0,DET,,,,,Bagley III,M. Bagley III,,,,,Mid-Range,8-16 Left,,,,,,,,390.0,6.0,4.0,2.0,,,,,,,,
392,PT06M05.00S,2023-01-01T02:36:01.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630191,93.51182654402102,48.77450980392157,1610612765,74,69,2023-01-01T02:36:10Z,3860000,False,-6.0,8.0,1,right,I. Stewart DUNK (6 PTS) (B. Bogdanovic 3 AST),"[1630191, 202711]",1610612765.0,DET,,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,Made,6.0,1.05,,,,,,B. Bogdanovic,202711.0,3.0,,,,
394,PT05M49.00S,2023-01-01T02:36:17.4Z,3,REGULAR,3pt,Jump Shot,[],1630162,26.49474375821288,17.401960784313726,1610612750,77,69,2023-01-01T02:36:21Z,3880000,False,163.0,197.0,1,left,A. Edwards 25' 3PT  (18 PTS) (D. Russell 4 AST),"[1630162, 1626156]",1610612750.0,MIN,,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,Made,18.0,25.54,,,,,,D. Russell,1626156.0,4.0,,,,
396,PT05M40.00S,2023-01-01T02:36:26.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631093,89.17542706964521,60.049019607843135,1610612765,77,69,2023-01-01T02:37:06Z,3900000,False,50.0,49.0,1,right,MISS J. Ivey 7' Jump Shot - blocked,"[1631093, 203497]",1610612765.0,DET,,,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,,,,,Missed,,7.04,,,,,,,,,Gobert,203497.0,,
397,PT05M40.00S,2023-01-01T02:36:26.6Z,3,REGULAR,block,,[],203497,,,1610612765,77,69,2023-01-01T02:36:29Z,3910000,False,,,0,,R. Gobert BLOCK (2 BLK),[203497],1610612750.0,MIN,,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
398,PT05M40.00S,2023-01-01T02:36:26.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612765,77,69,2023-01-01T02:37:06Z,3920000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,396.0,,,,,,,,,,,
400,PT05M40.00S,2023-01-01T02:36:31.3Z,3,REGULAR,substitution,out,[],203497,,,1610612765,77,69,2023-01-01T02:36:33Z,3940000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT05M40.00S,2023-01-01T02:36:31.3Z,3,REGULAR,substitution,in,[],1629675,,,1610612765,77,69,2023-01-01T02:36:33Z,3950000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT05M40.00S,2023-01-01T02:36:38.6Z,3,REGULAR,substitution,out,[],1626156,,,1610612765,77,69,2023-01-01T02:36:46Z,3960000,False,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT05M40.00S,2023-01-01T02:36:38.6Z,3,REGULAR,substitution,out,[],203937,,,1610612765,77,69,2023-01-01T02:36:46Z,3970000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT05M40.00S,2023-01-01T02:36:38.6Z,3,REGULAR,substitution,in,[],1629669,,,1610612765,77,69,2023-01-01T02:36:46Z,3980000,False,,,0,,SUB in: J. Nowell,[1629669],1610612750.0,MIN,,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT05M40.00S,2023-01-01T02:36:38.6Z,3,REGULAR,substitution,in,[],203085,,,1610612765,77,69,2023-01-01T02:36:46Z,3990000,False,,,0,,SUB in: A. Rivers,[203085],1610612750.0,MIN,,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT05M39.00S,2023-01-01T02:37:24.1Z,3,REGULAR,turnover,bad pass,[],1631093,,,1610612765,77,69,2023-01-01T02:38:28Z,4000000,False,,,0,,J. Ivey bad pass TURNOVER (6 TO),"[1631093, 1629675]",1610612765.0,DET,,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,6.0,,,,,,Reid,1629675.0
407,PT05M39.00S,2023-01-01T02:37:24.1Z,3,REGULAR,steal,,[],1629675,,,1610612750,77,69,2023-01-01T02:37:29Z,4010000,False,,,0,,N. Reid STEAL (2 STL),[1629675],1610612750.0,MIN,,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,
408,PT05M37.00S,2023-01-01T02:37:30.5Z,3,REGULAR,turnover,out-of-bounds,[],1629675,,,1610612750,77,69,2023-01-01T02:38:03Z,4020000,False,,,0,,N. Reid step out-of-bounds TURNOVER (2 TO),[1629675],1610612750.0,MIN,1628954.0,step,,,Reid,N. Reid,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,2.0,,,,,,,
409,PT05M31.00S,2023-01-01T02:37:41.0Z,3,REGULAR,foul,personal,['2freethrow'],1629675,,,1610612765,77,69,2023-01-01T02:37:47Z,4030000,False,,,0,,N. Reid shooting personal FOUL (1 PF) (Bey 2 FT),"[1629675, 1630180]",1610612750.0,MIN,2004.0,shooting,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,1.0,0.0,Bey,1630180.0,,,,,,,,,,,,,,,
411,PT05M31.00S,2023-01-01T02:38:05.7Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1630180,,,1610612765,77,70,2023-01-01T02:38:05Z,4050000,False,,,0,,S. Bey Free Throw 1 of 2 (12 PTS),[1630180],1610612765.0,DET,,,,,Bey,S. Bey,,,,,,,,,,,Made,12.0,,,,,,,,,,,,,
412,PT05M31.00S,2023-01-01T02:38:21.3Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1630180,,,1610612765,77,71,2023-01-01T02:38:21Z,4060000,False,,,0,,S. Bey Free Throw 2 of 2 (13 PTS),[1630180],1610612765.0,DET,,,,,Bey,S. Bey,,,,,,,,,,,Made,13.0,,,,,,,,,,,,,
413,PT05M14.00S,2023-01-01T02:38:39.3Z,3,REGULAR,3pt,Jump Shot,[],1630162,25.969119579500656,85.29411764705883,1610612750,80,71,2023-01-01T02:38:43Z,4070000,False,-176.0,192.0,1,left,A. Edwards 26' 3PT  (21 PTS) (J. McDaniels 2 AST),"[1630162, 1630183]",1610612750.0,MIN,,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,Made,21.0,26.05,,,,,,J. McDaniels,1630183.0,2.0,,,,
415,PT05M01.00S,2023-01-01T02:38:55.3Z,3,REGULAR,violation,kicked ball,[],1630162,,,1610612765,80,71,2023-01-01T02:39:00Z,4090000,False,,,0,,A. Edwards kicked ball VIOLATION,[1630162],1610612750.0,MIN,202035.0,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT05M01.00S,2023-01-01T02:38:58.2Z,3,REGULAR,substitution,out,[],1630191,,,1610612765,80,71,2023-01-01T02:39:05Z,4100000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT05M01.00S,2023-01-01T02:38:58.2Z,3,REGULAR,substitution,in,[],202692,,,1610612765,80,71,2023-01-01T02:39:05Z,4110000,False,,,0,,SUB in: A. Burks,[202692],1610612765.0,DET,,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT04M51.00S,2023-01-01T02:39:28.7Z,3,REGULAR,3pt,Jump Shot,[],1630180,91.80354796320631,4.166666666666666,1610612765,80,71,2023-01-01T02:39:32Z,4120000,False,-229.0,25.0,1,right,MISS S. Bey 3PT,[1630180],1610612765.0,DET,,,,,Bey,S. Bey,,,,,Left Corner 3,24+ Left,,,,,Missed,,23.05,,,,,,,,,,,,
419,PT04M48.00S,2023-01-01T02:39:31.7Z,3,REGULAR,rebound,defensive,[],1630162,,,1610612750,80,71,2023-01-01T02:39:32Z,4130000,False,,,0,,A. Edwards REBOUND (Off:0 Def:6),[1630162],1610612750.0,MIN,,,,,Edwards,A. Edwards,,,,,Left Corner 3,24+ Left,,,,,,,,418.0,6.0,6.0,0.0,,,,,,,,
420,PT04M41.00S,2023-01-01T02:39:38.0Z,3,REGULAR,3pt,Jump Shot,[],1630162,32.013797634691194,39.21568627450981,1610612750,83,71,2023-01-01T02:39:42Z,4140000,False,54.0,248.0,1,left,A. Edwards 25' 3PT step back (24 PTS),[1630162],1610612750.0,MIN,,step back,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,,,Made,24.0,25.42,,,,,,,,,,,,
421,PT04M33.00S,2023-01-01T02:39:50.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,83,71,2023-01-01T02:39:50Z,4150000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT04M33.00S,2023-01-01T02:42:26.5Z,3,REGULAR,substitution,out,[],1631093,,,1610612765,83,71,2023-01-01T02:42:40Z,4160000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT04M33.00S,2023-01-01T02:42:26.5Z,3,REGULAR,substitution,out,[],1630180,,,1610612765,83,71,2023-01-01T02:42:40Z,4170000,False,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT04M33.00S,2023-01-01T02:42:26.5Z,3,REGULAR,substitution,in,[],202709,,,1610612765,83,71,2023-01-01T02:42:40Z,4180000,False,,,0,,SUB in: C. Joseph,[202709],1610612765.0,DET,,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT04M33.00S,2023-01-01T02:42:26.5Z,3,REGULAR,substitution,in,[],203585,,,1610612765,83,71,2023-01-01T02:42:40Z,4190000,False,,,0,,SUB in: R. McGruder,[203585],1610612765.0,DET,,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT04M19.00S,2023-01-01T02:43:06.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628963,92.06636005256242,46.81372549019608,1610612765,83,73,2023-01-01T02:43:10Z,4200000,False,-16.0,22.0,1,right,M. Bagley III Layup (13 PTS) (B. Bogdanovic 4 AST),"[1628963, 202711]",1610612765.0,DET,,,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,,Made,13.0,2.72,,,,,,B. Bogdanovic,202711.0,4.0,,,,
428,PT04M00.00S,2023-01-01T02:43:26.0Z,3,REGULAR,3pt,Jump Shot,[],203085,29.77989487516426,75.73529411764706,1610612750,83,73,2023-01-01T02:43:30Z,4220000,False,-129.0,227.0,1,left,MISS A. Rivers 26' 3PT,[203085],1610612750.0,MIN,,,,,Rivers,A. Rivers,,,,,Above the Break 3,24+ Left Center,,,,,Missed,,26.13,,,,,,,,,,,,
429,PT03M57.00S,2023-01-01T02:43:29.0Z,3,REGULAR,rebound,offensive,[],1629675,,,1610612750,83,73,2023-01-01T02:43:30Z,4230000,False,,,0,,N. Reid REBOUND (Off:2 Def:5),[1629675],1610612750.0,MIN,,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,,,,,,,,428.0,7.0,5.0,2.0,,,,,,,,
