actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
186,PT11M04.00S,2023-03-11T01:41:33.4Z,2,REGULAR,rebound,defensive,[],201144,,,1610612750,36,29,2023-03-11T01:41:35Z,1830000,False,,,0,,M. Conley REBOUND (Off:0 Def:2),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,,,,,,,,185.0,2.0,2.0,0.0,,,,,,,,,
187,PT10M53.00S,2023-03-11T01:41:45.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1629638,7.30946123521682,51.225490196078425,1610612750,38,29,2023-03-11T01:41:58Z,1840000,False,-6.0,16.0,1,left,N. Alexander-Walker driving Layup (7 PTS),[1629638],1610612750.0,MIN,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,,,,1.73,Made,,,,,,,,7.0,,,,,
188,PT10M53.00S,2023-03-11T01:41:50.5Z,2,REGULAR,violation,defensive goaltending,[],1629651,,,1610612750,38,29,2023-03-11T01:41:58Z,1850000,False,,,0,,N. Claxton defensive goaltending VIOLATION,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,1151.0,,,,,,,,,,,,,,,,,,,
189,PT10M38.00S,2023-03-11T01:42:12.1Z,2,REGULAR,3pt,Jump Shot,[],1628969,95.22010512483574,95.09803921568627,1610612751,38,32,2023-03-11T01:42:17Z,1860000,False,225.0,-8.0,1,right,M. Bridges 3PT  (15 PTS) (S. Curry 1 AST),"[1628969, 203552]",1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,,,,,,22.56,Made,,,,,,,,15.0,,,S. Curry,203552.0,1.0
191,PT10M19.00S,2023-03-11T01:42:30.5Z,2,REGULAR,2pt,Jump Shot,[],203937,13.485545335085414,26.225490196078432,1610612750,40,32,2023-03-11T01:42:38Z,1880000,False,119.0,74.0,1,left,K. Anderson 14' turnaround fadeaway bank Jump Shot (7 PTS),[203937],1610612750.0,MIN,turnaround fadeaway bank,,,Anderson,K. Anderson,,,,,Mid-Range,8-16 Right,,,,,,14.02,Made,,,,,,,,7.0,,,,,
192,PT10M09.00S,2023-03-11T01:42:40.6Z,2,REGULAR,3pt,Jump Shot,[],1628969,69.72733245729303,67.64705882352942,1610612751,40,32,2023-03-11T01:42:47Z,1890000,False,88.0,232.0,1,right,MISS M. Bridges 24' pullup 3PT,[1628969],1610612751.0,BKN,pullup,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,,,24.83,Missed,,,,,,,,,,,,,
193,PT10M06.00S,2023-03-11T01:42:43.6Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,40,32,2023-03-11T01:42:53Z,1900000,False,,,0,,R. Gobert REBOUND (Off:3 Def:3),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,,,,,,,,192.0,6.0,3.0,3.0,,,,,,,,,
194,PT09M58.00S,2023-03-11T01:42:52.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,7.046649145860711,50.49019607843137,1610612750,42,32,2023-03-11T01:42:57Z,1910000,False,-2.0,14.0,1,left,R. Gobert alley-oop DUNK (12 PTS) (K. Anderson 5 AST),"[203497, 203937]",1610612750.0,MIN,alley-oop,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,1.39,Made,,,,,,,,12.0,,,K. Anderson,203937.0,5.0
196,PT09M31.00S,2023-03-11T01:43:18.6Z,2,REGULAR,3pt,Jump Shot,[],203552,95.3515111695138,4.6568627450980395,1610612751,42,32,2023-03-11T01:48:19Z,1930000,False,-227.0,-9.0,1,right,MISS S. Curry step back 3PT,[203552],1610612751.0,BKN,step back,,,Curry,S. Curry,,,,,Left Corner 3,24+ Left,,,,,,22.69,Missed,,,,,,,,,,,,,
197,PT09M29.00S,2023-03-11T01:43:20.6Z,2,REGULAR,rebound,offensive,[],1629661,,,1610612751,42,32,2023-03-11T01:43:23Z,1940000,False,,,0,,C. Johnson REBOUND (Off:1 Def:2),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Left Corner 3,24+ Left,,,,,,,,196.0,3.0,2.0,1.0,,,,,,,,,
198,PT09M27.00S,2023-03-11T01:43:22.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629661,84.05059132720105,56.86274509803921,1610612751,42,34,2023-03-11T01:49:26Z,1950000,False,34.0,97.0,1,right,C. Johnson 10' turnaround fadeaway Jump Shot (5 PTS),[1629661],1610612751.0,BKN,turnaround fadeaway,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,10.33,Made,,,,,,,,5.0,,,,,
199,PT09M12.00S,2023-03-11T01:43:37.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,7.5722733245729295,63.23529411764706,1610612750,42,34,2023-03-11T01:49:43Z,1960000,False,-66.0,19.0,1,left,MISS K. Anderson 6' driving floating Shot,[203937],1610612750.0,MIN,driving floating,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.88,Missed,,,,,,,,,,,,,
200,PT09M10.00S,2023-03-11T01:43:39.6Z,2,REGULAR,rebound,defensive,[],1629661,,,1610612751,42,34,2023-03-11T01:43:47Z,1970000,False,,,0,,C. Johnson REBOUND (Off:1 Def:3),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,199.0,4.0,3.0,1.0,,,,,,,,,
201,PT08M57.00S,2023-03-11T01:43:55.2Z,2,REGULAR,foul,personal,['2freethrow'],203937,,,1610612751,42,34,2023-03-11T01:44:00Z,1980000,False,,,0,,K. Anderson shooting personal FOUL (1 PF) (Johnson 2 FT),"[203937, 1629661]",1610612750.0,MIN,shooting,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,1151.0,1.0,0.0,Johnson,1629661.0,,,,,,,,,,,,,,,
203,PT08M57.00S,2023-03-11T01:44:30.4Z,2,REGULAR,freethrow,1 of 2,[],1629661,,,1610612751,42,34,2023-03-11T01:44:30Z,2000000,False,,,0,,MISS C. Johnson Free Throw 1 of 2,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
204,PT08M57.00S,2023-03-11T01:44:30.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,42,34,2023-03-11T01:44:30Z,2010000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,203.0,,,,,,,,,,,,
205,PT08M57.00S,2023-03-11T01:44:51.7Z,2,REGULAR,freethrow,2 of 2,[],1629661,,,1610612751,42,35,2023-03-11T01:44:51Z,2020000,False,,,0,,C. Johnson Free Throw 2 of 2 (6 PTS),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,Made,,,,,,,,6.0,,,,,
206,PT08M46.00S,2023-03-11T01:45:04.2Z,2,REGULAR,3pt,Jump Shot,[],201144,26.363337713534822,81.86274509803921,1610612750,45,35,2023-03-11T01:50:57Z,2030000,False,-159.0,195.0,1,left,M. Conley 25' 3PT step back (5 PTS) (R. Gobert 2 AST),"[201144, 203497]",1610612750.0,MIN,step back,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,,,,,,25.2,Made,,,,,,,,5.0,,,R. Gobert,203497.0,2.0
208,PT08M34.00S,2023-03-11T01:45:17.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,92.59198423127464,51.9607843137255,1610612751,45,37,2023-03-11T01:45:22Z,2050000,False,10.0,17.0,1,right,N. Claxton driving Layup (5 PTS),[1629651],1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,1.97,Made,,,,,,,,5.0,,,,,
209,PT08M15.00S,2023-03-11T01:45:35.6Z,2,REGULAR,3pt,Jump Shot,[],1627752,25.57490144546649,15.441176470588236,1610612750,48,37,2023-03-11T01:45:41Z,2060000,False,173.0,188.0,1,left,T. Prince 25' 3PT  (4 PTS) (R. Gobert 3 AST),"[1627752, 203497]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Right Center,,,,,,25.53,Made,,,,,,,,4.0,,,R. Gobert,203497.0,3.0
211,PT08M00.00S,2023-03-11T01:45:50.1Z,2,REGULAR,3pt,Jump Shot,[],203552,69.46452036793693,62.254901960784316,1610612751,48,40,2023-03-11T01:45:56Z,2080000,False,61.0,235.0,1,right,S. Curry 24' 3PT pullup (10 PTS) (N. Claxton 3 AST),"[203552, 1629651]",1610612751.0,BKN,pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,,,,,,24.24,Made,,,,,,,,10.0,,,N. Claxton,1629651.0,3.0
212,PT07M37.00S,2023-03-11T01:46:13.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,6.652431011826544,49.754901960784316,1610612750,50,40,2023-03-11T01:46:17Z,2090000,False,1.0,10.0,1,left,R. Gobert DUNK (14 PTS) (M. Conley 1 AST),"[203497, 201144]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,1.01,Made,,,,,,,,14.0,,,M. Conley,201144.0,1.0
214,PT07M21.00S,2023-03-11T01:46:29.9Z,2,REGULAR,turnover,bad pass,[],1628969,,,1610612751,50,40,2023-03-11T01:46:33Z,2110000,False,,,0,,M. Bridges bad pass TURNOVER (3 TO),"[1628969, 203497]",1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,3.0,Gobert,203497.0,,,,,,
215,PT07M21.00S,2023-03-11T01:46:29.9Z,2,REGULAR,steal,,[],203497,,,1610612750,50,40,2023-03-11T01:46:31Z,2120000,False,,,0,,R. Gobert STEAL (2 STL),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
216,PT07M09.00S,2023-03-11T01:46:45.4Z,2,REGULAR,turnover,out-of-bounds,[],1627752,,,1610612750,50,40,2023-03-11T01:46:51Z,2130000,False,,,0,,T. Prince step out-of-bounds TURNOVER (2 TO),[1627752],1610612750.0,MIN,step,,,Prince,T. Prince,,,,,Right Corner 3,24+ Right,2003.0,,,,,,,,,,,2.0,,,,,,,,
217,PT07M09.00S,2023-03-11T01:46:48.5Z,2,REGULAR,substitution,out,[],1627752,,,1610612751,50,40,2023-03-11T01:46:52Z,2140000,False,,,0,,SUB out: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M09.00S,2023-03-11T01:46:48.5Z,2,REGULAR,substitution,in,[],1630183,,,1610612751,50,40,2023-03-11T01:46:52Z,2150000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M00.00S,2023-03-11T01:47:15.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628969,87.33574244415243,43.872549019607845,1610612751,50,42,2023-03-11T01:54:47Z,2160000,False,-31.0,67.0,1,right,M. Bridges 7' fadeaway Jump Shot (17 PTS),[1628969],1610612751.0,BKN,fadeaway,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.32,Made,,,,,,,,17.0,,,,,
220,PT06M47.00S,2023-03-11T01:47:30.3Z,2,REGULAR,foul,offensive,[],1630183,,,1610612750,50,42,2023-03-11T01:47:46Z,2170000,False,,,0,,J. McDaniels charge offensive FOUL (1 PF),"[1630183, 1629661]",1610612750.0,MIN,charge,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,1151.0,1.0,0.0,Johnson,1629661.0,,,,,,,,,,,,,,,
222,PT06M47.00S,2023-03-11T01:47:30.3Z,2,REGULAR,turnover,offensive foul,[],1630183,,,1610612750,50,42,2023-03-11T01:47:30Z,2190000,False,,,0,,J. McDaniels offensive foul TURNOVER (1 TO),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,1151.0,,,,,,,,,,,1.0,,,,,,,,
223,PT06M47.00S,2023-03-11T01:47:42.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,50,42,2023-03-11T01:47:42Z,2200000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M47.00S,2023-03-11T01:49:59.4Z,2,REGULAR,substitution,out,[],201144,,,1610612751,50,42,2023-03-11T01:50:19Z,2210000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M47.00S,2023-03-11T01:49:59.4Z,2,REGULAR,substitution,out,[],203497,,,1610612751,50,42,2023-03-11T01:50:19Z,2220000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M47.00S,2023-03-11T01:49:59.4Z,2,REGULAR,substitution,out,[],1629651,,,1610612751,50,42,2023-03-11T01:50:19Z,2230000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M47.00S,2023-03-11T01:49:59.4Z,2,REGULAR,substitution,in,[],1629675,,,1610612751,50,42,2023-03-11T01:50:19Z,2240000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M47.00S,2023-03-11T01:49:59.4Z,2,REGULAR,substitution,in,[],1629162,,,1610612751,50,42,2023-03-11T01:50:19Z,2250000,False,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M47.00S,2023-03-11T01:49:59.4Z,2,REGULAR,substitution,in,[],1627827,,,1610612751,50,42,2023-03-11T01:50:19Z,2260000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M35.00S,2023-03-11T01:50:53.0Z,2,REGULAR,foul,personal,['3freethrow'],1630183,,,1610612751,50,42,2023-03-11T01:51:09Z,2270000,False,,,0,,J. McDaniels shooting personal FOUL (2 PF) (Johnson 3 FT),"[1630183, 1629661]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,1151.0,2.0,0.0,Johnson,1629661.0,,,,,,,,,,,,,,,
232,PT06M35.00S,2023-03-11T01:51:22.1Z,2,REGULAR,freethrow,1 of 3,['fromturnover'],1629661,,,1610612751,50,43,2023-03-11T01:51:22Z,2290000,False,,,0,,C. Johnson Free Throw 1 of 3 (7 PTS),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,Made,,,,,,,,7.0,,,,,
233,PT06M35.00S,2023-03-11T01:51:40.7Z,2,REGULAR,freethrow,2 of 3,['fromturnover'],1629661,,,1610612751,50,43,2023-03-11T01:51:40Z,2300000,False,,,0,,MISS C. Johnson Free Throw 2 of 3,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
234,PT06M35.00S,2023-03-11T01:51:40.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,50,43,2023-03-11T01:51:40Z,2310000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,233.0,,,,,,,,,,,,
235,PT06M35.00S,2023-03-11T01:51:41.3Z,2,REGULAR,substitution,out,[],1629638,,,1610612751,50,43,2023-03-11T01:51:53Z,2320000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M35.00S,2023-03-11T01:51:41.3Z,2,REGULAR,substitution,out,[],203925,,,1610612751,50,43,2023-03-11T01:51:53Z,2330000,False,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M35.00S,2023-03-11T01:51:41.3Z,2,REGULAR,substitution,out,[],203552,,,1610612751,50,43,2023-03-11T01:51:53Z,2340000,False,,,0,,SUB out: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M35.00S,2023-03-11T01:51:41.3Z,2,REGULAR,substitution,in,[],1630162,,,1610612751,50,43,2023-03-11T01:51:53Z,2350000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M35.00S,2023-03-11T01:51:41.3Z,2,REGULAR,substitution,in,[],203915,,,1610612751,50,43,2023-03-11T01:51:53Z,2360000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M35.00S,2023-03-11T01:51:41.3Z,2,REGULAR,substitution,in,[],1626220,,,1610612751,50,43,2023-03-11T01:51:53Z,2370000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M35.00S,2023-03-11T01:52:04.5Z,2,REGULAR,freethrow,3 of 3,['fromturnover'],1629661,,,1610612751,50,44,2023-03-11T01:52:04Z,2380000,False,,,0,,C. Johnson Free Throw 3 of 3 (8 PTS),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,Made,,,,,,,,8.0,,,,,
242,PT06M20.00S,2023-03-11T01:52:21.9Z,2,REGULAR,3pt,Jump Shot,[],1629162,7.703679369250986,95.83333333333334,1610612750,53,44,2023-03-11T01:52:26Z,2390000,False,-229.0,20.0,1,left,J. McLaughlin 3PT  (3 PTS) (K. Anderson 6 AST),"[1629162, 203937]",1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,Left Corner 3,24+ Left,,,,,,23.01,Made,,,,,,,,3.0,,,K. Anderson,203937.0,6.0
244,PT06M02.00S,2023-03-11T01:52:38.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,90.48948751642575,43.13725490196079,1610612751,53,44,2023-03-11T01:56:43Z,2410000,False,-34.0,37.0,1,right,MISS M. Bridges driving floating bank Shot,[1628969],1610612751.0,BKN,driving floating bank,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.04,Missed,,,,,,,,,,,,,
245,PT05M59.00S,2023-03-11T01:52:41.7Z,2,REGULAR,rebound,offensive,[],1627827,,,1610612751,53,44,2023-03-11T01:52:56Z,2420000,False,,,0,,D. Finney-Smith REBOUND (Off:1 Def:0),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,244.0,1.0,0.0,1.0,,,,,,,,,
246,PT05M59.00S,2023-03-11T01:52:42.7Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627827,94.40999984741211,50.0,1610612751,53,46,2023-03-11T01:52:51Z,2430000,False,0.0,0.0,1,right,D. Finney-Smith tip Layup (2 PTS),[1627827],1610612751.0,BKN,tip,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,,,,0.0,Made,,,,,,,,2.0,,,,,
247,PT05M55.00S,2023-03-11T01:52:48.4Z,2,REGULAR,foul,personal,['2freethrow'],1627827,,,1610612750,53,46,2023-03-11T01:53:04Z,2440000,False,,,0,,D. Finney-Smith shooting personal FOUL (2 PF) (Edwards 2 FT),"[1627827, 1630162]",1610612751.0,BKN,shooting,,,Finney-Smith,D. Finney-Smith,,,,,In The Paint (Non-RA),0-8 Center,1151.0,2.0,0.0,Edwards,1630162.0,,,,,,,,,,,,,,,
249,PT05M55.00S,2023-03-11T01:53:10.2Z,2,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,54,46,2023-03-11T02:04:30Z,2460000,False,,,0,,A. Edwards Free Throw 1 of 2 (9 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,Made,,,,,,,,9.0,,,,,
251,PT05M55.00S,2023-03-11T01:53:10.2Z,2,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,55,46,2023-03-11T02:04:30Z,2470000,False,,,0,,A. Edwards Free Throw 2 of 2 (10 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,Made,,,,,,,,10.0,,,,,
252,PT05M35.00S,2023-03-11T01:53:45.5Z,2,REGULAR,3pt,Jump Shot,[],1628969,71.96123521681997,22.30392156862745,1610612751,55,46,2023-03-11T01:53:50Z,2480000,False,-138.0,211.0,1,right,MISS M. Bridges 25' 3PT,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,,,,25.25,Missed,,,,,,,,,,,,,
253,PT05M32.00S,2023-03-11T01:53:48.5Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,55,46,2023-03-11T01:53:50Z,2490000,False,,,0,,N. Reid REBOUND (Off:0 Def:2),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,,,,,,,,252.0,2.0,2.0,0.0,,,,,,,,,
254,PT05M18.00S,2023-03-11T01:54:02.6Z,2,REGULAR,3pt,Jump Shot,[],1630162,28.597240473061763,20.34313725490196,1610612750,58,46,2023-03-11T01:54:07Z,2500000,False,148.0,216.0,1,left,A. Edwards 26' 3PT pullup (13 PTS),[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,,26.23,Made,,,,,,,,13.0,,,,,
255,PT05M06.00S,2023-03-11T01:54:17.4Z,2,REGULAR,foul,personal,['2freethrow'],1629162,,,1610612751,58,46,2023-03-11T01:54:28Z,2510000,False,,,0,,J. McLaughlin shooting personal FOUL (1 PF) (O'Neale 2 FT),"[1629162, 1626220]",1610612750.0,MIN,shooting,,,McLaughlin,J. McLaughlin,,,,,In The Paint (Non-RA),0-8 Center,1151.0,1.0,0.0,O'Neale,1626220.0,,,,,,,,,,,,,,,
257,PT05M06.00S,2023-03-11T01:54:41.5Z,2,REGULAR,freethrow,1 of 2,[],1626220,,,1610612751,58,47,2023-03-11T01:54:41Z,2530000,False,,,0,,R. O'Neale Free Throw 1 of 2 (1 PTS),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,Made,,,,,,,,1.0,,,,,
258,PT05M06.00S,2023-03-11T01:54:43.3Z,2,REGULAR,substitution,out,[],203937,,,1610612751,58,47,2023-03-11T01:54:47Z,2540000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT05M06.00S,2023-03-11T01:54:43.3Z,2,REGULAR,substitution,in,[],1629638,,,1610612751,58,47,2023-03-11T01:54:47Z,2550000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M06.00S,2023-03-11T01:55:02.4Z,2,REGULAR,freethrow,2 of 2,[],1626220,,,1610612751,58,48,2023-03-11T01:55:02Z,2560000,False,,,0,,R. O'Neale Free Throw 2 of 2 (2 PTS),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,Made,,,,,,,,2.0,,,,,
261,PT04M52.00S,2023-03-11T01:55:15.1Z,2,REGULAR,2pt,Jump Shot,[],1629638,21.632720105124836,79.16666666666666,1610612750,60,48,2023-03-11T01:55:19Z,2570000,False,-146.0,151.0,1,left,N. Alexander-Walker 20' pullup Jump Shot (9 PTS),[1629638],1610612750.0,MIN,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,16-24 Left Center,,,,,,20.98,Made,,,,,,,,9.0,,,,,
262,PT04M25.00S,2023-03-11T01:55:42.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626220,91.01511169513797,62.99019607843137,1610612751,60,48,2023-03-11T01:55:47Z,2580000,False,65.0,32.0,1,right,MISS R. O'Neale 7' driving Layup,[1626220],1610612751.0,BKN,driving,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.24,Missed,,,,,,,,,,,,,
263,PT04M22.00S,2023-03-11T01:55:45.6Z,2,REGULAR,rebound,offensive,[],1626220,,,1610612751,60,48,2023-03-11T01:55:45Z,2590000,False,,,0,,R. O'Neale REBOUND (Off:1 Def:2),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,262.0,3.0,2.0,1.0,,,,,,,,,
304,PT04M22.00S,2023-03-11T01:55:43.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626220,93.74178712220763,53.431372549019606,1610612751,60,48,2023-03-11T02:00:22Z,2595000,False,17.0,6.0,1,right,MISS R. O'Neale tip Layup,[1626220],1610612751.0,BKN,tip,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,,,,1.83,Missed,,,,,,,,,,,,,
305,PT04M22.00S,2023-03-11T01:55:43.9Z,2,REGULAR,rebound,offensive,[],1626220,,,1610612751,60,48,2023-03-11T02:00:22Z,2597500,False,,,0,,R. O'Neale REBOUND (Off:2 Def:2),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,,,,,,304.0,4.0,2.0,2.0,,,,,,,,,
264,PT04M22.00S,2023-03-11T01:55:45.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626220,94.40999984741211,50.0,1610612751,60,48,2023-03-11T02:00:22Z,2600000,False,0.0,0.0,1,right,MISS R. O'Neale tip Layup,[1626220],1610612751.0,BKN,tip,,,O'Neale,R. O'Neale,,,,,Mid-Range,8-16 Left,,,,,,0.0,Missed,,,,,,,,,,,,,
