actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
79,PT06M12.00S,2023-01-10T01:21:00.3Z,1,REGULAR,substitution,in,[],1630583,,,1610612759,14,11,2023-01-10T01:21:19Z,790000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M12.00S,2023-01-10T01:21:00.3Z,1,REGULAR,substitution,in,[],1631103,,,1610612759,14,11,2023-01-10T01:21:19Z,800000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M12.00S,2023-01-10T01:21:00.3Z,1,REGULAR,substitution,in,[],1626196,,,1610612759,14,11,2023-01-10T01:21:19Z,810000,False,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M59.00S,2023-01-10T01:21:44.8Z,1,REGULAR,2pt,Jump Shot,[],1631103,76.2976346911958,43.13725490196079,1610612759,14,13,2023-01-10T01:21:51Z,820000,False,-34.0,170.0,1,right,M. Branham 17' pullup Jump Shot (2 PTS) (J. Richardson 1 AST),"[1631103, 1626196]",1610612759.0,SAS,pullup,,,Branham,M. Branham,,,,,,Mid-Range,16-24 Center,17.37,Made,,,,,,,2.0,J. Richardson,1626196.0,1.0,,,,,,,
83,PT05M44.00S,2023-01-10T01:21:59.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,16.90210249671485,37.745098039215684,1610612763,16,13,2023-01-10T01:22:04Z,830000,False,61.0,106.0,1,left,D. Brooks 12' pullup Jump Shot (3 PTS) (S. Adams 2 AST),"[1628415, 203500]",1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,,In The Paint (Non-RA),8-16 Center,12.28,Made,,,,,,,3.0,S. Adams,203500.0,2.0,,,,,,,
85,PT05M20.00S,2023-01-10T01:22:23.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,87.59855453350855,41.42156862745098,1610612759,16,13,2023-01-10T01:22:28Z,850000,False,-43.0,64.0,1,right,MISS J. Poeltl 7' driving Hook,[1627751],1610612759.0,SAS,driving,,,Poeltl,J. Poeltl,,,,,,In The Paint (Non-RA),0-8 Center,7.71,Missed,,,,,,,,,,,,,,,,,
86,PT05M16.00S,2023-01-10T01:22:27.4Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,16,13,2023-01-10T01:22:28Z,860000,False,,,0,,S. Adams REBOUND (Off:0 Def:4),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,In The Paint (Non-RA),0-8 Center,,,85.0,,,4.0,4.0,0.0,,,,,,,,,,,
87,PT04M58.00S,2023-01-10T01:22:45.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,7.30946123521682,53.92156862745098,1610612763,16,13,2023-01-10T01:23:20Z,870000,False,-20.0,16.0,1,left,MISS T. Jones driving floating bank Shot,[1626145],1610612763.0,MEM,driving floating bank,,,Jones,T. Jones,,,,,,Restricted Area,0-8 Center,2.54,Missed,,,,,,,,,,,,,,,,,
88,PT04M58.00S,2023-01-10T01:22:45.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,16,13,2023-01-10T01:23:20Z,880000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,Restricted Area,0-8 Center,,,87.0,,,,,,,,,,,,,,,,
89,PT04M58.00S,2023-01-10T01:22:51.0Z,1,REGULAR,foul,personal,[],1626196,,,1610612763,16,13,2023-01-10T01:22:59Z,890000,False,,,0,,J. Richardson loose ball personal FOUL (1 PF),"[1626196, 203500]",1610612759.0,SAS,loose ball,,,Richardson,J. Richardson,,,,,202007.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Adams,203500.0
91,PT04M58.00S,2023-01-10T01:22:57.6Z,1,REGULAR,substitution,out,[],1627751,,,1610612763,16,13,2023-01-10T01:23:02Z,910000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M58.00S,2023-01-10T01:22:57.6Z,1,REGULAR,substitution,out,[],1629641,,,1610612763,16,13,2023-01-10T01:23:02Z,920000,False,,,0,,SUB out: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M58.00S,2023-01-10T01:22:57.6Z,1,REGULAR,substitution,in,[],203926,,,1610612763,16,13,2023-01-10T01:23:02Z,930000,False,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M58.00S,2023-01-10T01:22:57.6Z,1,REGULAR,substitution,in,[],1628380,,,1610612763,16,13,2023-01-10T01:23:02Z,940000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M46.00S,2023-01-10T01:23:21.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630583,7.440867279894875,53.431372549019606,1610612763,18,13,2023-01-10T01:23:26Z,950000,False,-17.0,17.0,1,left,S. Aldama turnaround bank Jump Shot (2 PTS) (T. Jones 1 AST),"[1630583, 1626145]",1610612763.0,MEM,turnaround bank,,,Aldama,S. Aldama,,,,,,Restricted Area,0-8 Center,2.45,Made,,,,,,,2.0,T. Jones,1626145.0,1.0,,,,,,,
97,PT04M30.00S,2023-01-10T01:23:36.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628380,89.30683311432325,34.80392156862745,1610612759,18,13,2023-01-10T01:23:41Z,970000,False,-76.0,48.0,1,right,MISS Z. Collins 8' floating Shot,[1628380],1610612759.0,SAS,floating,,,Collins,Z. Collins,,,,,,In The Paint (Non-RA),8-16 Left,8.99,Missed,,,,,,,,,,,,,,,,,
98,PT04M27.00S,2023-01-10T01:23:39.7Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,18,13,2023-01-10T01:23:41Z,980000,False,,,0,,J. Konchar REBOUND (Off:0 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,In The Paint (Non-RA),8-16 Left,,,97.0,,,1.0,1.0,0.0,,,,,,,,,,,
99,PT04M14.00S,2023-01-10T01:23:52.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630583,11.12023653088042,45.588235294117645,1610612763,20,13,2023-01-10T02:01:07Z,990000,False,22.0,52.0,1,left,S. Aldama turnaround Hook (4 PTS) (S. Adams 3 AST),"[1630583, 203500]",1610612763.0,MEM,turnaround,,,Aldama,S. Aldama,,,,,,In The Paint (Non-RA),0-8 Center,5.65,Made,,,,,,,4.0,S. Adams,203500.0,3.0,,,,,,,
101,PT03M58.00S,2023-01-10T01:24:09.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628380,89.04402102496715,55.14705882352941,1610612759,20,15,2023-01-10T01:24:15Z,1010000,False,26.0,50.0,1,right,Z. Collins Jump Shot (2 PTS) (D. McDermott 1 AST),"[1628380, 203926]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,In The Paint (Non-RA),0-8 Center,5.67,Made,,,,,,,2.0,D. McDermott,203926.0,1.0,,,,,,,
103,PT03M48.00S,2023-01-10T01:24:19.0Z,1,REGULAR,3pt,Jump Shot,[],1628415,15.719448094612352,5.147058823529411,1610612763,20,15,2023-01-10T02:03:03Z,1030000,False,224.0,95.0,1,left,MISS D. Brooks 24' pullup 3PT,[1628415],1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,,Above the Break 3,24+ Right Center,24.37,Missed,,,,,,,,,,,,,,,,,
104,PT03M44.00S,2023-01-10T01:24:23.0Z,1,REGULAR,rebound,defensive,[],1626196,,,1610612759,20,15,2023-01-10T01:24:23Z,1040000,False,,,0,,J. Richardson REBOUND (Off:0 Def:1),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,Above the Break 3,24+ Right Center,,,103.0,,,1.0,1.0,0.0,,,,,,,,,,,
105,PT03M32.00S,2023-01-10T01:24:33.9Z,1,REGULAR,3pt,Jump Shot,[],1626196,92.46057818659659,94.6078431372549,1610612759,20,15,2023-01-10T01:24:38Z,1050000,False,223.0,18.0,1,right,MISS J. Richardson 3PT,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,Right Corner 3,24+ Right,22.38,Missed,,,,,,,,,,,,,,,,,
106,PT03M30.00S,2023-01-10T01:24:35.9Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,20,15,2023-01-10T01:24:38Z,1060000,False,,,0,,S. Adams REBOUND (Off:0 Def:5),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,Right Corner 3,24+ Right,,,105.0,,,5.0,5.0,0.0,,,,,,,,,,,
107,PT03M24.00S,2023-01-10T01:24:43.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626145,27.54599211563732,74.75490196078431,1610612763,23,15,2023-01-10T01:25:07Z,1070000,False,-124.0,206.0,1,left,T. Jones 24' 3PT running pullup (5 PTS),[1626145],1610612763.0,MEM,running pullup,,,Jones,T. Jones,,,,,,Above the Break 3,24+ Left Center,24.07,Made,,,,,,,5.0,,,,,,,,,,
108,PT03M09.00S,2023-01-10T01:24:58.8Z,1,REGULAR,3pt,Jump Shot,[],1631110,76.82325886990802,89.70588235294117,1610612759,23,15,2023-01-10T01:25:02Z,1080000,False,199.0,165.0,1,right,MISS J. Sochan 25' 3PT,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,Above the Break 3,24+ Right Center,25.84,Missed,,,,,,,,,,,,,,,,,
109,PT03M05.00S,2023-01-10T01:25:02.8Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,23,15,2023-01-10T01:25:02Z,1090000,False,,,0,,S. Adams REBOUND (Off:0 Def:6),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,Above the Break 3,24+ Right Center,,,108.0,,,6.0,6.0,0.0,,,,,,,,,,,
110,PT02M54.00S,2023-01-10T01:25:12.7Z,1,REGULAR,2pt,Hook,[],203500,7.5722733245729295,32.84313725490196,1610612763,23,15,2023-01-10T01:25:17Z,1100000,False,86.0,19.0,1,left,MISS S. Adams 8' turnaround Hook,[203500],1610612763.0,MEM,turnaround,,,Adams,S. Adams,,,,,,Mid-Range,8-16 Right,8.78,Missed,,,,,,,,,,,,,,,,,
111,PT02M51.00S,2023-01-10T01:25:15.7Z,1,REGULAR,rebound,defensive,[],203926,,,1610612759,23,15,2023-01-10T01:25:17Z,1110000,False,,,0,,D. McDermott REBOUND (Off:0 Def:1),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,Mid-Range,8-16 Right,,,110.0,,,1.0,1.0,0.0,,,,,,,,,,,
112,PT02M46.00S,2023-01-10T01:25:20.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631103,77.87450722733246,7.598039215686274,1610612759,23,18,2023-01-10T01:26:29Z,1120000,False,-212.0,155.0,1,right,M. Branham 26' 3PT running (5 PTS) (J. Sochan 1 AST),"[1631103, 1631110]",1610612759.0,SAS,running,,,Branham,M. Branham,,,,,,Above the Break 3,24+ Left Center,26.29,Made,,,,,,,5.0,J. Sochan,1631110.0,1.0,,,,,,,
114,PT02M45.00S,2023-01-10T01:25:25.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,23,18,2023-01-10T01:25:25Z,1140000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M45.00S,2023-01-10T01:27:49.7Z,1,REGULAR,substitution,out,[],203500,,,1610612763,23,18,2023-01-10T01:28:15Z,1150000,False,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M45.00S,2023-01-10T01:27:49.7Z,1,REGULAR,substitution,out,[],1626145,,,1610612763,23,18,2023-01-10T01:28:15Z,1160000,False,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M45.00S,2023-01-10T01:27:49.7Z,1,REGULAR,substitution,out,[],1628415,,,1610612763,23,18,2023-01-10T01:28:15Z,1170000,False,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M45.00S,2023-01-10T01:27:49.7Z,1,REGULAR,substitution,out,[],1631110,,,1610612763,23,18,2023-01-10T01:28:15Z,1180000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M45.00S,2023-01-10T01:27:49.7Z,1,REGULAR,substitution,in,[],1630214,,,1610612763,23,18,2023-01-10T01:28:15Z,1190000,False,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M45.00S,2023-01-10T01:27:49.7Z,1,REGULAR,substitution,in,[],1630533,,,1610612763,23,18,2023-01-10T01:28:15Z,1200000,False,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M45.00S,2023-01-10T01:27:49.7Z,1,REGULAR,substitution,in,[],1631113,,,1610612763,23,18,2023-01-10T01:28:15Z,1210000,False,,,0,,SUB in: K. Chandler,[1631113],1610612763.0,MEM,,,,Chandler,K. Chandler,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M45.00S,2023-01-10T01:27:49.7Z,1,REGULAR,substitution,in,[],1626169,,,1610612763,23,18,2023-01-10T01:28:15Z,1220000,False,,,0,,SUB in: S. Johnson,[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M29.00S,2023-01-10T01:28:34.6Z,1,REGULAR,2pt,Jump Shot,[],1629723,15.062417871222076,68.87254901960785,1610612763,23,18,2023-01-10T01:28:39Z,1230000,False,-94.0,89.0,1,left,MISS J. Konchar 12' driving floating bank Shot,[1629723],1610612763.0,MEM,driving floating bank,,,Konchar,J. Konchar,,,,,,Mid-Range,8-16 Left,12.98,Missed,,,,,,,,,,,,,,,,,
125,PT02M27.00S,2023-01-10T01:28:36.6Z,1,REGULAR,rebound,defensive,[],1626196,,,1610612759,23,18,2023-01-10T01:28:39Z,1240000,False,,,0,,J. Richardson REBOUND (Off:0 Def:2),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,Mid-Range,8-16 Left,,,124.0,,,2.0,2.0,0.0,,,,,,,,,,,
126,PT02M17.00S,2023-01-10T01:28:52.1Z,1,REGULAR,foul,offensive,[],1628380,,,1610612759,23,18,2023-01-10T01:29:04Z,1250000,False,,,0,,Z. Collins offensive FOUL (1 PF),"[1628380, 1630583]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,1629178.0,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,1.0,0.0,Aldama,1630583.0
128,PT02M17.00S,2023-01-10T01:28:52.1Z,1,REGULAR,turnover,offensive foul,[],1628380,,,1610612759,23,18,2023-01-10T01:28:52Z,1270000,False,,,0,,Z. Collins offensive foul TURNOVER (1 TO),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,1629178.0,Mid-Range,16-24 Left Center,,,,,,,,,,,,,1.0,,,,,,
129,PT02M08.00S,2023-01-10T01:29:13.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629723,19.136005256241788,6.862745098039216,1610612763,23,18,2023-01-10T01:29:19Z,1280000,False,216.0,127.0,1,left,MISS J. Konchar 25' 3PT,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,Above the Break 3,24+ Right Center,25.05,Missed,,,,,,,,,,,,,,,,,
130,PT02M02.00S,2023-01-10T01:29:19.7Z,1,REGULAR,rebound,defensive,[],1626169,,,1610612759,23,18,2023-01-10T01:29:19Z,1290000,False,,,0,,S. Johnson REBOUND (Off:0 Def:1),[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,Above the Break 3,24+ Right Center,,,129.0,,,1.0,1.0,0.0,,,,,,,,,,,
131,PT01M56.00S,2023-01-10T01:29:24.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203926,89.96386333771353,64.95098039215686,1610612759,23,18,2023-01-10T01:29:30Z,1300000,False,75.0,42.0,1,right,MISS D. McDermott 8' driving floating bank Shot,[203926],1610612759.0,SAS,driving floating bank,,,McDermott,D. McDermott,,,,,,In The Paint (Non-RA),8-16 Right,8.57,Missed,,,,,,,,,,,,,,,,,
132,PT01M51.00S,2023-01-10T01:29:29.7Z,1,REGULAR,rebound,offensive,[],1628380,,,1610612759,23,18,2023-01-10T01:29:30Z,1310000,False,,,0,,Z. Collins REBOUND (Off:1 Def:0),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,In The Paint (Non-RA),8-16 Right,,,131.0,,,1.0,0.0,1.0,,,,,,,,,,,
133,PT01M51.00S,2023-01-10T01:29:29.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628380,94.40999984741211,50.0,1610612759,23,18,2023-01-10T01:29:29Z,1320000,False,0.0,0.0,1,right,MISS Z. Collins tip Layup,[1628380],1610612759.0,SAS,tip,,,Collins,Z. Collins,,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,
134,PT01M50.00S,2023-01-10T01:29:30.1Z,1,REGULAR,rebound,defensive,[],1630533,,,1610612763,23,18,2023-01-10T01:29:30Z,1330000,False,,,0,,Z. Williams REBOUND (Off:0 Def:1),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,Mid-Range,8-16 Left,,,133.0,,,1.0,1.0,0.0,,,,,,,,,,,
135,PT01M45.00S,2023-01-10T01:29:37.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630533,8.623521681997373,39.21568627450981,1610612763,25,18,2023-01-10T01:29:42Z,1340000,False,54.0,29.0,1,left,Z. Williams 6' driving finger roll Layup (2 PTS),[1630533],1610612763.0,MEM,driving finger roll,,,Williams,Z. Williams,,,,,,In The Paint (Non-RA),0-8 Center,6.1,Made,,,,,,,2.0,,,,,,,,,,
136,PT01M45.00S,2023-01-10T01:29:40.0Z,1,REGULAR,foul,personal,['1freethrow'],203926,,,1610612763,25,18,2023-01-10T01:29:52Z,1350000,False,,,0,,D. McDermott shooting personal FOUL (1 PF) (Williams 1 FT),"[203926, 1630533]",1610612759.0,SAS,shooting,,,McDermott,D. McDermott,,,,,2004.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Williams,1630533.0
138,PT01M45.00S,2023-01-10T01:30:10.2Z,1,REGULAR,freethrow,1 of 1,[],1630533,,,1610612763,26,18,2023-01-10T01:30:10Z,1370000,False,,,0,,Z. Williams Free Throw 1 of 1 (3 PTS),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,
140,PT01M30.00S,2023-01-10T01:30:44.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203926,91.27792378449409,44.11764705882353,1610612759,26,20,2023-01-10T01:30:50Z,1390000,False,-29.0,29.0,1,right,D. McDermott cutting Layup (2 PTS) (J. Richardson 2 AST),"[203926, 1626196]",1610612759.0,SAS,cutting,,,McDermott,D. McDermott,,,,,,Restricted Area,0-8 Center,4.16,Made,,,,,,,2.0,J. Richardson,1626196.0,2.0,,,,,,,
142,PT01M21.00S,2023-01-10T01:30:54.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631113,18.478975032851512,60.5392156862745,1610612763,26,20,2023-01-10T01:30:59Z,1410000,False,-53.0,121.0,1,left,MISS K. Chandler 13' driving floating Shot,[1631113],1610612763.0,MEM,driving floating,,,Chandler,K. Chandler,,,,,,In The Paint (Non-RA),8-16 Center,13.22,Missed,,,,,,,,,,,,,,,,,
143,PT01M17.00S,2023-01-10T01:30:58.7Z,1,REGULAR,rebound,offensive,[],1630533,,,1610612763,26,20,2023-01-10T01:30:59Z,1420000,False,,,0,,Z. Williams REBOUND (Off:1 Def:1),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,In The Paint (Non-RA),8-16 Center,,,142.0,,,2.0,1.0,1.0,,,,,,,,,,,
144,PT01M16.00S,2023-01-10T01:30:59.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630533,7.046649145860711,48.77450980392157,1610612763,28,20,2023-01-10T01:31:06Z,1430000,False,6.0,14.0,1,left,Z. Williams reverse Layup (5 PTS),[1630533],1610612763.0,MEM,reverse,,,Williams,Z. Williams,,,,,,Restricted Area,0-8 Center,1.5,Made,,,,,,,5.0,,,,,,,,,,
145,PT01M01.00S,2023-01-10T01:31:14.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631103,92.19776609724047,53.67647058823529,1610612759,28,20,2023-01-10T01:31:19Z,1440000,False,18.0,21.0,1,right,MISS M. Branham cutting Layup - blocked,"[1631103, 1629723]",1610612759.0,SAS,cutting,,,Branham,M. Branham,,,,,,Restricted Area,0-8 Center,2.78,Missed,,Konchar,1629723.0,,,,,,,,,,,,,,
146,PT01M01.00S,2023-01-10T01:31:14.6Z,1,REGULAR,block,,[],1629723,,,1610612759,28,20,2023-01-10T01:31:16Z,1450000,False,,,0,,J. Konchar BLOCK (1 BLK),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
147,PT00M57.60S,2023-01-10T01:31:18.0Z,1,REGULAR,rebound,defensive,[],1630214,,,1610612763,28,20,2023-01-10T01:31:19Z,1460000,False,,,0,,X. Tillman REBOUND (Off:0 Def:1),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,Restricted Area,0-8 Center,,,145.0,,,1.0,1.0,0.0,,,,,,,,,,,
148,PT00M54.00S,2023-01-10T01:31:21.3Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1630583,20.05584756898817,84.55882352941177,1610612763,30,20,2023-01-10T01:31:33Z,1470000,False,-173.0,136.0,1,left,S. Aldama 21' running Jump Shot (6 PTS) (K. Chandler 1 AST),"[1630583, 1631113]",1610612763.0,MEM,running,,,Aldama,S. Aldama,,,,,,Mid-Range,16-24 Left Center,21.99,Made,,,,,,,6.0,K. Chandler,1631113.0,1.0,,,,,,,
150,PT00M46.30S,2023-01-10T01:31:32.6Z,1,REGULAR,3pt,Jump Shot,[],1626196,78.26872536136662,8.333333333333332,1610612759,30,23,2023-01-10T01:31:38Z,1490000,False,-208.0,152.0,1,right,J. Richardson 25' 3PT  (3 PTS) (S. Johnson 1 AST),"[1626196, 1626169]",1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,Above the Break 3,24+ Left Center,25.77,Made,,,,,,,3.0,S. Johnson,1626169.0,1.0,,,,,,,
152,PT00M32.80S,2023-01-10T01:31:48.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630214,17.559132720105126,44.11764705882353,1610612763,32,23,2023-01-10T01:31:52Z,1510000,False,29.0,113.0,1,left,X. Tillman 11' Jump Shot (2 PTS) (J. Konchar 1 AST),"[1630214, 1629723]",1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,In The Paint (Non-RA),8-16 Center,11.64,Made,,,,,,,2.0,J. Konchar,1629723.0,1.0,,,,,,,
154,PT00M21.70S,2023-01-10T01:32:03.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626169,89.70105124835742,54.166666666666664,1610612759,32,25,2023-01-10T01:32:07Z,1530000,False,21.0,44.0,1,right,S. Johnson driving finger roll Layup (2 PTS) (J. Richardson 3 AST),"[1626169, 1626196]",1610612759.0,SAS,driving finger roll,,,Johnson,S. Johnson,,,,,,In The Paint (Non-RA),0-8 Center,4.89,Made,,,,,,,2.0,J. Richardson,1626196.0,3.0,,,,,,,
156,PT00M02.50S,2023-01-10T01:32:25.4Z,1,REGULAR,3pt,Jump Shot,[],1629723,30.831143232588698,34.31372549019608,1610612763,35,25,2023-01-10T01:32:29Z,1550000,False,78.0,237.0,1,left,J. Konchar 24' 3PT  (3 PTS) (X. Tillman 1 AST),"[1629723, 1630214]",1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,Above the Break 3,24+ Center,24.99,Made,,,,,,,3.0,X. Tillman,1630214.0,1.0,,,,,,,
158,PT00M00.00S,2023-01-10T01:32:33.9Z,1,REGULAR,period,end,[],0,,,1610612759,35,25,2023-01-10T01:32:33Z,1570000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2023-01-10T01:34:47.4Z,2,REGULAR,substitution,out,['startperiod'],1626196,,,1610612759,35,25,2023-01-10T01:35:03Z,1580000,False,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2023-01-10T01:34:47.4Z,2,REGULAR,substitution,in,['startperiod'],1630200,,,1610612759,35,25,2023-01-10T01:35:03Z,1590000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2023-01-10T01:35:13.3Z,2,REGULAR,period,start,[],0,,,1610612759,35,25,2023-01-10T01:35:13Z,1600000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT11M48.00S,2023-01-10T01:35:24.6Z,2,REGULAR,2pt,Jump Shot,[],1630200,82.7365308804205,66.42156862745098,1610612759,35,27,2023-01-10T02:12:49Z,1610000,False,82.0,110.0,1,right,T. Jones 13' driving floating Jump Shot (2 PTS),[1630200],1610612759.0,SAS,driving floating,,,Jones,T. Jones,,,,,,Mid-Range,8-16 Right,13.71,Made,,,,,,,2.0,,,,,,,,,,
163,PT11M32.00S,2023-01-10T01:35:39.6Z,2,REGULAR,3pt,Jump Shot,[],1630533,20.71287779237845,7.598039215686274,1610612763,35,27,2023-01-10T01:35:44Z,1620000,False,212.0,142.0,1,left,MISS Z. Williams 25' 3PT,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,Above the Break 3,24+ Right Center,25.53,Missed,,,,,,,,,,,,,,,,,
