actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
253,PT05M22.00S,2023-01-10T01:48:28.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631110,91.14651773981603,42.40196078431372,1610612759,53,45,2023-01-10T01:48:32Z,2480000,False,-38.0,31.0,1,right,J. Sochan Layup (5 PTS) (J. Poeltl 1 AST),"[1631110, 1627751]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,In The Paint (Non-RA),0-8 Center,4.89,Made,,,,,,,5.0,J. Poeltl,1627751.0,1.0,,,,,,,
255,PT05M13.00S,2023-01-10T01:48:37.4Z,2,REGULAR,2pt,Jump Shot,[],1628415,8.09789750328515,32.84313725490196,1610612763,55,45,2023-01-10T01:48:42Z,2500000,False,86.0,24.0,1,left,D. Brooks 8' pullup Jump Shot (5 PTS),[1628415],1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,,Mid-Range,8-16 Right,8.9,Made,,,,,,,5.0,,,,,,,,,,
256,PT04M57.00S,2023-01-10T01:48:52.7Z,2,REGULAR,2pt,Jump Shot,[],1631103,93.38042049934296,67.64705882352942,1610612759,55,47,2023-01-10T01:49:01Z,2510000,False,88.0,10.0,1,right,M. Branham 8' pullup Jump Shot (7 PTS) (J. Poeltl 2 AST),"[1631103, 1627751]",1610612759.0,SAS,pullup,,,Branham,M. Branham,,,,,,Mid-Range,8-16 Right,8.87,Made,,,,,,,7.0,J. Poeltl,1627751.0,2.0,,,,,,,
258,PT04M41.00S,2023-01-10T01:49:09.3Z,2,REGULAR,3pt,Jump Shot,[],1630217,31.882391590013142,43.627450980392155,1610612763,58,47,2023-01-10T01:49:13Z,2530000,False,32.0,247.0,1,left,D. Bane 24' 3PT  (12 PTS) (T. Jones 2 AST),"[1630217, 1626145]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,,Above the Break 3,24+ Center,24.92,Made,,,,,,,12.0,T. Jones,1626145.0,2.0,,,,,,,
260,PT04M32.00S,2023-01-10T01:49:21.6Z,2,REGULAR,foul,personal,['2freethrow'],1628415,,,1610612759,58,47,2023-01-10T01:49:39Z,2550000,False,,,0,,D. Brooks shooting personal FOUL (1 PF) (Jones 2 FT),"[1628415, 1630200]",1610612763.0,MEM,shooting,,,Brooks,D. Brooks,,,,,2004.0,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1.0,0.0,Jones,1630200.0
262,PT04M32.00S,2023-01-10T01:49:45.2Z,2,REGULAR,freethrow,1 of 2,[],1630200,,,1610612759,58,48,2023-01-10T01:49:45Z,2570000,False,,,0,,T. Jones Free Throw 1 of 2 (8 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,
263,PT04M32.00S,2023-01-10T01:49:46.3Z,2,REGULAR,substitution,out,[],1629641,,,1610612759,58,48,2023-01-10T01:49:49Z,2580000,False,,,0,,SUB out: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M32.00S,2023-01-10T01:49:46.3Z,2,REGULAR,substitution,in,[],1628966,,,1610612759,58,48,2023-01-10T01:49:49Z,2590000,False,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT04M32.00S,2023-01-10T01:49:58.4Z,2,REGULAR,freethrow,2 of 2,[],1630200,,,1610612759,58,49,2023-01-10T01:49:58Z,2600000,False,,,0,,T. Jones Free Throw 2 of 2 (9 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,
266,PT04M17.00S,2023-01-10T01:50:15.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,15.850854139290407,58.333333333333336,1610612763,60,49,2023-01-10T01:50:20Z,2610000,False,-42.0,96.0,1,left,T. Jones 10' driving floating Jump Shot (7 PTS),[1626145],1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,,In The Paint (Non-RA),8-16 Center,10.51,Made,,,,,,,7.0,,,,,,,,,,
267,PT04M04.00S,2023-01-10T01:50:27.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631103,81.02825229960578,49.26470588235294,1610612759,60,51,2023-01-10T01:50:32Z,2620000,False,-4.0,126.0,1,right,M. Branham 12' pullup Jump Shot (9 PTS) (T. Jones 4 AST),"[1631103, 1630200]",1610612759.0,SAS,pullup,,,Branham,M. Branham,,,,,,In The Paint (Non-RA),8-16 Center,12.59,Made,,,,,,,9.0,T. Jones,1630200.0,4.0,,,,,,,
269,PT03M47.00S,2023-01-10T01:50:45.2Z,2,REGULAR,2pt,Jump Shot,[],1626145,20.844283837056505,45.34313725490196,1610612763,62,51,2023-01-10T01:50:49Z,2640000,False,23.0,143.0,1,left,T. Jones 14' pullup Jump Shot (9 PTS),[1626145],1610612763.0,MEM,pullup,,,Jones,T. Jones,,,,,,Mid-Range,8-16 Center,14.53,Made,,,,,,,9.0,,,,,,,,,,
270,PT03M40.00S,2023-01-10T01:50:53.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,92.59198423127464,53.67647058823529,1610612759,62,53,2023-01-10T01:51:03Z,2650000,False,18.0,17.0,1,right,J. Poeltl finger roll Layup (8 PTS) (T. Jones 5 AST),"[1627751, 1630200]",1610612759.0,SAS,finger roll,,,Poeltl,J. Poeltl,,,,,,Restricted Area,0-8 Center,2.51,Made,,,,,,,8.0,T. Jones,1630200.0,5.0,,,,,,,
271,PT03M29.00S,2023-01-10T01:51:06.7Z,2,REGULAR,turnover,out-of-bounds,[],1630217,,,1610612763,62,53,2023-01-10T01:51:12Z,2660000,False,,,0,,D. Bane lost ball out-of-bounds TURNOVER (2 TO),[1630217],1610612763.0,MEM,lost ball,,,Bane,D. Bane,,,,,1629178.0,Right Corner 3,24+ Right,,,,,,,,,,,,,2.0,,,,,,
272,PT03M29.00S,2023-01-10T01:51:10.9Z,2,REGULAR,substitution,out,[],1630200,,,1610612759,62,53,2023-01-10T01:51:13Z,2670000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M29.00S,2023-01-10T01:51:10.9Z,2,REGULAR,substitution,in,[],1626196,,,1610612759,62,53,2023-01-10T01:51:13Z,2680000,False,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M19.00S,2023-01-10T01:51:32.3Z,2,REGULAR,foul,personal,['2freethrow'],1628991,,,1610612759,62,53,2023-01-10T01:51:38Z,2690000,False,,,0,,J. Jackson Jr. shooting personal FOUL (1 PF) (Poeltl 2 FT),"[1628991, 1627751]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,1629178.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Poeltl,1627751.0
277,PT03M19.00S,2023-01-10T01:51:54.5Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1627751,,,1610612759,62,54,2023-01-10T01:52:15Z,2710000,False,,,0,,J. Poeltl Free Throw 1 of 2 (9 PTS),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,
278,PT03M19.00S,2023-01-10T01:51:54.5Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1627751,,,1610612759,62,54,2023-01-10T01:52:15Z,2720000,False,,,0,,MISS J. Poeltl Free Throw 2 of 2,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
279,PT03M17.00S,2023-01-10T01:51:56.5Z,2,REGULAR,rebound,defensive,[],1628415,,,1610612763,62,54,2023-01-10T01:52:15Z,2730000,False,,,0,,D. Brooks REBOUND (Off:0 Def:2),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,278.0,,,2.0,2.0,0.0,,,,,,,,,,,
280,PT03M02.00S,2023-01-10T01:52:28.9Z,2,REGULAR,3pt,Jump Shot,[],1626145,30.831143232588698,62.99019607843137,1610612763,65,54,2023-01-10T01:52:32Z,2740000,False,-65.0,237.0,1,left,T. Jones 24' 3PT  (12 PTS) (D. Bane 3 AST),"[1626145, 1630217]",1610612763.0,MEM,,,,Jones,T. Jones,,,,,,Above the Break 3,24+ Center,24.6,Made,,,,,,,12.0,D. Bane,1630217.0,3.0,,,,,,,
282,PT02M48.00S,2023-01-10T01:52:43.0Z,2,REGULAR,turnover,bad pass,[],1631103,,,1610612759,65,54,2023-01-10T01:52:46Z,2760000,False,,,0,,M. Branham bad pass TURNOVER (1 TO),"[1631103, 1628415]",1610612759.0,SAS,,,,Branham,M. Branham,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Brooks,1628415.0,,,,
283,PT02M48.00S,2023-01-10T01:52:43.0Z,2,REGULAR,steal,,[],1628415,,,1610612763,65,54,2023-01-10T01:52:44Z,2770000,False,,,0,,D. Brooks STEAL (2 STL),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
284,PT02M43.00S,2023-01-10T01:52:50.1Z,2,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612763,65,54,2023-01-10T01:56:21Z,2780000,False,,,0,,J. Poeltl shooting personal FOUL (2 PF) (Adams 2 FT),"[1627751, 203500]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,1629178.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2.0,0.0,Adams,203500.0
286,PT02M43.00S,2023-01-10T01:53:05.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,65,54,2023-01-10T01:53:05Z,2800000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT02M43.00S,2023-01-10T01:55:55.7Z,2,REGULAR,substitution,out,[],1628991,,,1610612763,65,54,2023-01-10T01:56:06Z,2810000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT02M43.00S,2023-01-10T01:55:55.7Z,2,REGULAR,substitution,out,[],1630217,,,1610612763,65,54,2023-01-10T01:56:06Z,2820000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT02M43.00S,2023-01-10T01:55:55.7Z,2,REGULAR,substitution,out,[],1627751,,,1610612763,65,54,2023-01-10T01:56:06Z,2830000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT02M43.00S,2023-01-10T01:55:55.7Z,2,REGULAR,substitution,in,[],1630583,,,1610612763,65,54,2023-01-10T01:56:06Z,2840000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT02M43.00S,2023-01-10T01:55:55.7Z,2,REGULAR,substitution,in,[],1629723,,,1610612763,65,54,2023-01-10T01:56:06Z,2850000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT02M43.00S,2023-01-10T01:55:55.7Z,2,REGULAR,substitution,in,[],1628380,,,1610612763,65,54,2023-01-10T01:56:06Z,2860000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT02M43.00S,2023-01-10T01:56:32.7Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203500,,,1610612763,65,54,2023-01-10T01:57:03Z,2870000,False,,,0,,MISS S. Adams Free Throw 1 of 2,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
294,PT02M43.00S,2023-01-10T01:56:32.7Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612763,65,54,2023-01-10T01:57:03Z,2880000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,293.0,,,,,,,,,,,,,,,,
295,PT02M43.00S,2023-01-10T01:56:32.7Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203500,,,1610612763,65,54,2023-01-10T01:57:03Z,2890000,False,,,0,,MISS S. Adams Free Throw 2 of 2,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
296,PT02M41.00S,2023-01-10T01:56:34.7Z,2,REGULAR,rebound,defensive,[],1631110,,,1610612759,65,54,2023-01-10T01:57:03Z,2900000,False,,,0,,J. Sochan REBOUND (Off:1 Def:2),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,295.0,,,3.0,2.0,1.0,,,,,,,,,,,
297,PT02M32.00S,2023-01-10T01:57:14.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628415,,,1610612759,65,54,2023-01-10T01:57:40Z,2910000,False,,,0,,D. Brooks personal FOUL (2 PF) (Richardson 2 FT),"[1628415, 1626196]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,202007.0,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,2.0,0.0,Richardson,1626196.0
299,PT02M32.00S,2023-01-10T01:57:41.6Z,2,REGULAR,freethrow,1 of 2,[],1626196,,,1610612759,65,55,2023-01-10T01:57:41Z,2930000,False,,,0,,J. Richardson Free Throw 1 of 2 (4 PTS),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,
300,PT02M32.00S,2023-01-10T01:57:58.1Z,2,REGULAR,freethrow,2 of 2,[],1626196,,,1610612759,65,56,2023-01-10T01:57:58Z,2940000,False,,,0,,J. Richardson Free Throw 2 of 2 (5 PTS),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,
301,PT02M18.00S,2023-01-10T01:58:13.1Z,2,REGULAR,3pt,Jump Shot,[],1628415,28.07161629434954,77.20588235294117,1610612763,65,56,2023-01-10T01:58:23Z,2950000,False,-136.0,211.0,1,left,MISS D. Brooks 25' step back 3PT,[1628415],1610612763.0,MEM,step back,,,Brooks,D. Brooks,,,,,,Above the Break 3,24+ Left Center,25.14,Missed,,,,,,,,,,,,,,,,,
302,PT02M18.00S,2023-01-10T01:58:13.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,65,56,2023-01-10T01:58:23Z,2960000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,Above the Break 3,24+ Left Center,,,301.0,,,,,,,,,,,,,,,,
303,PT02M18.00S,2023-01-10T01:58:21.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628380,,,1610612763,65,56,2023-01-10T01:58:28Z,2970000,False,,,0,,Z. Collins loose ball personal FOUL (2 PF) (Adams 2 FT),"[1628380, 203500]",1610612759.0,SAS,loose ball,,,Collins,Z. Collins,,,,,202007.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2.0,0.0,Adams,203500.0
305,PT02M18.00S,2023-01-10T01:58:43.0Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203500,,,1610612763,65,56,2023-01-10T01:58:43Z,2990000,False,,,0,,MISS S. Adams Free Throw 1 of 2,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
306,PT02M18.00S,2023-01-10T01:58:43.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,65,56,2023-01-10T01:58:43Z,3000000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,305.0,,,,,,,,,,,,,,,,
307,PT02M18.00S,2023-01-10T01:58:43.0Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203500,,,1610612763,65,56,2023-01-10T01:59:02Z,3010000,False,,,0,,MISS S. Adams Free Throw 2 of 2,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
308,PT02M14.00S,2023-01-10T01:58:47.0Z,2,REGULAR,rebound,defensive,[],1628380,,,1610612759,65,56,2023-01-10T01:59:02Z,3020000,False,,,0,,Z. Collins REBOUND (Off:1 Def:1),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,307.0,,,2.0,1.0,1.0,,,,,,,,,,,
309,PT02M06.00S,2023-01-10T01:59:09.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626196,88.51839684625493,46.81372549019608,1610612759,65,58,2023-01-10T01:59:13Z,3030000,False,-16.0,55.0,1,right,J. Richardson driving finger roll Layup (7 PTS) (M. Branham 1 AST),"[1626196, 1631103]",1610612759.0,SAS,driving finger roll,,,Richardson,J. Richardson,,,,,,In The Paint (Non-RA),0-8 Center,5.76,Made,,,,,,,7.0,M. Branham,1631103.0,1.0,,,,,,,
310,PT01M51.00S,2023-01-10T01:59:23.9Z,2,REGULAR,3pt,Jump Shot,[],1630583,31.61957950065703,41.66666666666667,1610612763,68,58,2023-01-10T01:59:27Z,3040000,False,42.0,245.0,1,left,S. Aldama 24' 3PT  (9 PTS) (S. Adams 4 AST),"[1630583, 203500]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,Above the Break 3,24+ Center,24.82,Made,,,,,,,9.0,S. Adams,203500.0,4.0,,,,,,,
312,PT01M40.00S,2023-01-10T01:59:34.8Z,2,REGULAR,3pt,Jump Shot,[],1628380,68.15045992115637,39.46078431372549,1610612759,68,61,2023-01-10T01:59:39Z,3060000,False,-53.0,247.0,1,right,Z. Collins 25' 3PT  (7 PTS) (J. Sochan 2 AST),"[1628380, 1631110]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,Above the Break 3,24+ Center,25.25,Made,,,,,,,7.0,J. Sochan,1631110.0,2.0,,,,,,,
314,PT01M28.00S,2023-01-10T01:59:47.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203500,7.835085413929041,43.13725490196079,1610612763,70,61,2023-01-10T01:59:51Z,3080000,False,34.0,21.0,1,left,S. Adams driving Layup (8 PTS),[203500],1610612763.0,MEM,driving,,,Adams,S. Adams,,,,,,Restricted Area,0-8 Center,4.03,Made,,,,,,,8.0,,,,,,,,,,
315,PT01M14.00S,2023-01-10T02:00:01.0Z,2,REGULAR,3pt,Jump Shot,[],1631103,75.3777923784494,86.27450980392157,1610612759,70,61,2023-01-10T02:00:05Z,3090000,False,181.0,179.0,1,right,MISS M. Branham 25' 3PT,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,Above the Break 3,24+ Right Center,25.48,Missed,,,,,,,,,,,,,,,,,
316,PT01M11.00S,2023-01-10T02:00:04.0Z,2,REGULAR,rebound,defensive,[],1630583,,,1610612763,70,61,2023-01-10T02:00:05Z,3100000,False,,,0,,S. Aldama REBOUND (Off:0 Def:1),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,Above the Break 3,24+ Right Center,,,315.0,,,1.0,1.0,0.0,,,,,,,,,,,
317,PT01M07.00S,2023-01-10T02:00:11.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628380,,,1610612763,70,61,2023-01-10T02:00:20Z,3110000,False,,,0,,Z. Collins shooting personal FOUL (3 PF) (Brooks 2 FT),"[1628380, 1628415]",1610612759.0,SAS,shooting,,,Collins,Z. Collins,,,,,1629178.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,3.0,0.0,Brooks,1628415.0
319,PT01M07.00S,2023-01-10T02:00:51.1Z,2,REGULAR,freethrow,1 of 2,[],1628415,,,1610612763,71,61,2023-01-10T02:00:51Z,3130000,False,,,0,,D. Brooks Free Throw 1 of 2 (6 PTS),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,
320,PT01M07.00S,2023-01-10T02:00:51.9Z,2,REGULAR,substitution,out,[],1628380,,,1610612763,71,61,2023-01-10T02:00:55Z,3140000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT01M07.00S,2023-01-10T02:00:51.9Z,2,REGULAR,substitution,in,[],1627751,,,1610612763,71,61,2023-01-10T02:00:55Z,3150000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT01M07.00S,2023-01-10T02:01:10.7Z,2,REGULAR,freethrow,2 of 2,[],1628415,,,1610612763,72,61,2023-01-10T02:01:10Z,3160000,False,,,0,,D. Brooks Free Throw 2 of 2 (7 PTS),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,
323,PT00M56.00S,2023-01-10T02:01:24.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631110,85.10183968462549,39.21568627450981,1610612759,72,61,2023-01-10T02:01:29Z,3170000,False,-54.0,88.0,1,right,MISS J. Sochan 10' Jump Shot,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,In The Paint (Non-RA),8-16 Center,10.28,Missed,,,,,,,,,,,,,,,,,
324,PT00M53.00S,2023-01-10T02:01:28.1Z,2,REGULAR,rebound,offensive,[],1631110,,,1610612759,72,61,2023-01-10T02:01:28Z,3180000,False,,,0,,J. Sochan REBOUND (Off:2 Def:2),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,In The Paint (Non-RA),8-16 Center,,,323.0,,,4.0,2.0,2.0,,,,,,,,,,,
325,PT00M45.50S,2023-01-10T02:01:35.7Z,2,REGULAR,turnover,bad pass,[],1626196,,,1610612759,72,61,2023-01-10T02:01:39Z,3190000,False,,,0,,J. Richardson bad pass TURNOVER (1 TO),"[1626196, 1626145]",1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1.0,Jones,1626145.0,,,,
326,PT00M45.50S,2023-01-10T02:01:35.7Z,2,REGULAR,steal,,[],1626145,,,1610612763,72,61,2023-01-10T02:01:37Z,3200000,False,,,0,,T. Jones STEAL (1 STL),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,
327,PT00M30.50S,2023-01-10T02:01:50.5Z,2,REGULAR,turnover,bad pass,[],1626145,,,1610612763,72,61,2023-01-10T02:01:54Z,3210000,False,,,0,,T. Jones bad pass TURNOVER (1 TO),"[1626145, 1631110]",1610612763.0,MEM,,,,Jones,T. Jones,,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1.0,Sochan,1631110.0,,,,
328,PT00M30.50S,2023-01-10T02:01:50.5Z,2,REGULAR,steal,,[],1631110,,,1610612759,72,61,2023-01-10T02:49:38Z,3220000,False,,,0,,J. Sochan STEAL (1 STL),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,
329,PT00M27.50S,2023-01-10T02:01:53.6Z,2,REGULAR,turnover,lost ball,[],1631110,,,1610612759,72,61,2023-01-10T02:01:57Z,3230000,False,,,0,,J. Sochan lost ball TURNOVER (3 TO),"[1631110, 1630583]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,3.0,Aldama,1630583.0,,,,
330,PT00M27.50S,2023-01-10T02:01:53.6Z,2,REGULAR,steal,,[],1630583,,,1610612763,72,61,2023-01-10T02:01:56Z,3240000,False,,,0,,S. Aldama STEAL (1 STL),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,
331,PT00M09.60S,2023-01-10T02:02:13.4Z,2,REGULAR,turnover,palming,[],1628415,,,1610612763,72,61,2023-01-10T02:02:20Z,3250000,False,,,0,,D. Brooks palming TURNOVER (1 TO),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,202007.0,Mid-Range,16-24 Center,,,,,,,,,,,,,1.0,,,,,,
332,PT00M09.60S,2023-01-10T02:02:23.4Z,2,REGULAR,substitution,out,[],1628966,,,1610612759,72,61,2023-01-10T02:02:29Z,3260000,False,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT00M09.60S,2023-01-10T02:02:23.4Z,2,REGULAR,substitution,in,[],203926,,,1610612759,72,61,2023-01-10T02:02:29Z,3270000,False,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT00M01.10S,2023-01-10T02:02:46.3Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1626196,80.76544021024968,29.166666666666668,1610612759,72,61,2023-01-10T02:02:50Z,3280000,False,-104.0,128.0,1,right,MISS J. Richardson 16' pullup Shot,[1626196],1610612759.0,SAS,pullup,,,Richardson,J. Richardson,,,,,,Mid-Range,16-24 Left Center,16.53,Missed,,,,,,,,,,,,,,,,,
335,PT00M01.10S,2023-01-10T02:02:46.3Z,2,REGULAR,rebound,defensive,[],1629723,,,1610612763,72,61,2023-01-10T02:02:50Z,3290000,False,,,0,,J. Konchar REBOUND (Off:0 Def:2),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,Mid-Range,16-24 Left Center,,,334.0,,,2.0,2.0,0.0,,,,,,,,,,,
336,PT00M00.00S,2023-01-10T02:02:49.7Z,2,REGULAR,period,end,[],0,,,1610612763,72,61,2023-01-10T02:02:49Z,3300000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2023-01-10T02:16:59.3Z,3,REGULAR,substitution,out,['startperiod'],1630583,,,1610612763,72,61,2023-01-10T02:17:48Z,3310000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
