actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
85,PT06M48.00S,2022-11-19T01:22:03.1Z,1,REGULAR,3pt,Jump Shot,[],1630583,31.225361366622867,60.049019607843135,1610612763,19,8,2022-11-19T01:22:08Z,850000,False,-50.0,241.0,1,left,MISS S. Aldama 24' 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,Above the Break 3,24+ Center,24.62,Missed,,,,,,,,,,,,,,,,,
86,PT06M44.00S,2022-11-19T01:22:07.1Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,19,8,2022-11-19T01:22:08Z,860000,False,,,0,,J. Williams REBOUND (Off:0 Def:2),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,Above the Break 3,24+ Center,,,85.0,2.0,2.0,0.0,,,,,,,,,,,,,
87,PT06M34.00S,2022-11-19T01:22:21.8Z,1,REGULAR,foul,offensive,[],1628983,,,1610612760,19,8,2022-11-19T01:22:25Z,870000,False,,,0,,S. Gilgeous-Alexander offensive FOUL (1 PF),"[1628983, 1628415]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,1179.0,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,1.0,0.0,Brooks,1628415.0
89,PT06M34.00S,2022-11-19T01:22:21.8Z,1,REGULAR,turnover,offensive foul,[],1628983,,,1610612760,19,8,2022-11-19T01:22:21Z,890000,False,,,0,,S. Gilgeous-Alexander offensive foul TURNOVER (1 TO),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,1179.0,Mid-Range,8-16 Center,,,,,,,,,,,1.0,,,,,,,,
90,PT06M19.00S,2022-11-19T01:22:50.6Z,1,REGULAR,foul,personal,[],1629652,,,1610612763,19,8,2022-11-19T01:22:58Z,900000,False,,,0,,L. Dort personal FOUL (2 PF),"[1629652, 1629630]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,1179.0,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,2.0,0.0,Morant,1629630.0
92,PT06M11.00S,2022-11-19T01:23:15.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629630,7.5722733245729295,51.470588235294116,1610612763,21,8,2022-11-19T01:23:19Z,920000,False,-7.0,19.0,1,left,J. Morant driving finger roll Layup (2 PTS),[1629630],1610612763.0,MEM,driving finger roll,,,Morant,J. Morant,,,,,,Restricted Area,0-8 Center,2.01,Made,,,,,2.0,,,,,,,,,,,,
93,PT05M57.00S,2022-11-19T01:23:29.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,91.67214191852825,49.50980392156863,1610612760,21,10,2022-11-19T01:23:32Z,930000,False,-2.0,26.0,1,right,L. Dort driving finger roll Layup (2 PTS) (J. Williams 1 AST),"[1629652, 1631114]",1610612760.0,OKC,driving finger roll,,,Dort,L. Dort,,,,,,Restricted Area,0-8 Center,2.59,Made,,,,,2.0,J. Williams,1631114.0,1.0,,,,,,,,,
95,PT05M46.00S,2022-11-19T01:23:40.6Z,1,REGULAR,3pt,Jump Shot,[],1628415,32.14520367936925,35.294117647058826,1610612763,21,10,2022-11-19T01:23:47Z,950000,False,74.0,250.0,1,left,MISS D. Brooks 26' 3PT,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,Above the Break 3,24+ Center,26.03,Missed,,,,,,,,,,,,,,,,,
96,PT05M43.00S,2022-11-19T01:23:44.2Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,21,10,2022-11-19T01:23:44Z,960000,False,,,0,,S. Adams REBOUND (Off:2 Def:3),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,Above the Break 3,24+ Center,,,95.0,5.0,3.0,2.0,,,,,,,,,,,,,
97,PT05M31.00S,2022-11-19T01:23:57.2Z,1,REGULAR,turnover,out-of-bounds,[],203500,,,1610612763,21,10,2022-11-19T01:24:02Z,970000,False,,,0,,S. Adams bad pass out-of-bounds TURNOVER (2 TO),[203500],1610612763.0,MEM,bad pass,,,Adams,S. Adams,,,,,1627529.0,Mid-Range,8-16 Left,,,,,,,,,,,2.0,,,,,,,,
98,PT05M31.00S,2022-11-19T01:23:59.0Z,1,REGULAR,substitution,out,[],1628415,,,1610612760,21,10,2022-11-19T01:24:20Z,980000,False,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT05M31.00S,2022-11-19T01:23:59.0Z,1,REGULAR,substitution,out,[],1629723,,,1610612760,21,10,2022-11-19T01:24:20Z,990000,False,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT05M31.00S,2022-11-19T01:23:59.0Z,1,REGULAR,substitution,out,[],1630581,,,1610612760,21,10,2022-11-19T01:24:20Z,1000000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT05M31.00S,2022-11-19T01:23:59.0Z,1,REGULAR,substitution,in,[],1626145,,,1610612760,21,10,2022-11-19T01:24:20Z,1010000,False,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT05M31.00S,2022-11-19T01:23:59.0Z,1,REGULAR,substitution,in,[],1631223,,,1610612760,21,10,2022-11-19T01:24:20Z,1020000,False,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT05M31.00S,2022-11-19T01:23:59.0Z,1,REGULAR,substitution,in,[],1630322,,,1610612760,21,10,2022-11-19T01:24:20Z,1030000,False,,,0,,SUB in: L. Waters III,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT05M19.00S,2022-11-19T01:24:31.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631114,68.01905387647832,29.411764705882355,1610612760,21,13,2022-11-19T01:24:34Z,1040000,False,-103.0,248.0,1,right,J. Williams 26' 3PT  (6 PTS) (S. Gilgeous-Alexander 1 AST),"[1631114, 1628983]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,,Above the Break 3,24+ Left Center,26.86,Made,,,,,6.0,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,,,,
106,PT05M04.00S,2022-11-19T01:24:48.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630322,,,1610612763,21,13,2022-11-19T01:25:00Z,1060000,False,,,0,,L. Waters III shooting personal FOUL (1 PF) (Adams 2 FT),"[1630322, 203500]",1610612760.0,OKC,shooting,,,Waters III,L. Waters III,,,,,1193.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Adams,203500.0
108,PT05M04.00S,2022-11-19T01:25:12.4Z,1,REGULAR,freethrow,1 of 2,[],203500,,,1610612763,21,13,2022-11-19T01:25:12Z,1080000,False,,,0,,MISS S. Adams Free Throw 1 of 2,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
109,PT05M04.00S,2022-11-19T01:25:12.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,21,13,2022-11-19T01:25:12Z,1090000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,108.0,,,,,,,,,,,,,,,,
110,PT05M04.00S,2022-11-19T01:25:14.0Z,1,REGULAR,substitution,out,[],1629652,,,1610612763,21,13,2022-11-19T01:25:18Z,1100000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT05M04.00S,2022-11-19T01:25:14.0Z,1,REGULAR,substitution,in,[],1630197,,,1610612763,21,13,2022-11-19T01:25:18Z,1110000,False,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT05M04.00S,2022-11-19T01:25:33.5Z,1,REGULAR,freethrow,2 of 2,[],203500,,,1610612763,21,13,2022-11-19T01:25:33Z,1120000,False,,,0,,MISS S. Adams Free Throw 2 of 2,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
113,PT05M02.00S,2022-11-19T01:25:34.4Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,21,13,2022-11-19T01:25:34Z,1130000,False,,,0,,J. Williams REBOUND (Off:0 Def:3),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,112.0,3.0,3.0,0.0,,,,,,,,,,,,,
114,PT04M45.00S,2022-11-19T01:25:51.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630322,84.83902759526939,59.55882352941176,1610612760,21,15,2022-11-19T01:25:55Z,1140000,False,48.0,90.0,1,right,L. Waters III 10' driving floating Jump Shot (2 PTS) (J. Williams 2 AST),"[1630322, 1631114]",1610612760.0,OKC,driving floating,,,Waters III,L. Waters III,,,,,,In The Paint (Non-RA),8-16 Center,10.19,Made,,,,,2.0,J. Williams,1631114.0,2.0,,,,,,,,,
116,PT04M36.00S,2022-11-19T01:26:01.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,8.886333771353483,57.35294117647059,1610612763,23,15,2022-11-19T01:26:06Z,1160000,False,-37.0,31.0,1,left,J. Morant driving finger roll Layup (4 PTS),[1629630],1610612763.0,MEM,driving finger roll,,,Morant,J. Morant,,,,,,In The Paint (Non-RA),0-8 Center,4.81,Made,,,,,4.0,,,,,,,,,,,,
117,PT04M36.00S,2022-11-19T01:26:03.8Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628983,,,1610612763,23,15,2022-11-19T01:26:32Z,1170000,False,,,0,,S. Gilgeous-Alexander shooting personal FOUL (2 PF) (Morant 1 FT),"[1628983, 1629630]",1610612760.0,OKC,shooting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,1627529.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2.0,0.0,Morant,1629630.0
119,PT04M36.00S,2022-11-19T01:26:15.6Z,1,REGULAR,substitution,out,[],203500,,,1610612763,23,15,2022-11-19T01:27:09Z,1190000,False,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT04M36.00S,2022-11-19T01:26:15.6Z,1,REGULAR,substitution,in,[],1629634,,,1610612763,23,15,2022-11-19T01:27:09Z,1200000,False,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT04M36.00S,2022-11-19T01:26:41.6Z,1,REGULAR,freethrow,1 of 1,[],1629630,,,1610612763,24,15,2022-11-19T01:26:41Z,1210000,False,,,0,,J. Morant Free Throw 1 of 1 (5 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,
122,PT04M29.00S,2022-11-19T01:26:49.5Z,1,REGULAR,2pt,Jump Shot,[],1628983,84.05059132720105,30.637254901960787,1610612760,24,17,2022-11-19T01:26:52Z,1220000,False,-97.0,97.0,1,right,S. Gilgeous-Alexander 13' pullup Jump Shot (2 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Mid-Range,8-16 Left,13.73,Made,,,,,2.0,,,,,,,,,,,,
123,PT04M12.00S,2022-11-19T01:27:06.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,8.886333771353483,49.26470588235294,1610612763,24,17,2022-11-19T01:27:10Z,1230000,False,4.0,31.0,1,left,MISS J. Morant driving Layup - blocked,"[1629630, 1630197]",1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,,Restricted Area,0-8 Center,3.12,Missed,,,,,,,,,,,,Pokusevski,1630197.0,,,,
124,PT04M12.00S,2022-11-19T01:27:06.4Z,1,REGULAR,block,,[],1630197,,,1610612763,24,17,2022-11-19T01:27:08Z,1240000,False,,,0,,A. Pokusevski BLOCK (3 BLK),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
125,PT04M09.00S,2022-11-19T01:27:09.4Z,1,REGULAR,rebound,defensive,[],1630322,,,1610612760,24,17,2022-11-19T01:27:10Z,1250000,False,,,0,,L. Waters III REBOUND (Off:0 Def:1),[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,Restricted Area,0-8 Center,,,123.0,1.0,1.0,0.0,,,,,,,,,,,,,
126,PT04M08.00S,2022-11-19T01:27:10.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630197,92.32917214191852,50.73529411764706,1610612760,24,19,2022-11-19T01:27:17Z,1260000,False,4.0,20.0,1,right,A. Pokusevski running DUNK (5 PTS) (J. Williams 3 AST),"[1630197, 1631114]",1610612760.0,OKC,running,,,Pokusevski,A. Pokusevski,,,,,,Restricted Area,0-8 Center,1.99,Made,,,,,5.0,J. Williams,1631114.0,3.0,,,,,,,,,
128,PT04M08.00S,2022-11-19T01:27:41.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,24,19,2022-11-19T01:27:41Z,1280000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M53.00S,2022-11-19T01:30:38.7Z,1,REGULAR,3pt,Jump Shot,[],1626145,24.655059132720105,85.7843137254902,1610612763,24,19,2022-11-19T01:30:42Z,1290000,False,-179.0,179.0,1,left,MISS T. Jones 25' 3PT,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,Above the Break 3,24+ Left Center,25.33,Missed,,,,,,,,,,,,,,,,,
130,PT03M49.00S,2022-11-19T01:30:42.7Z,1,REGULAR,rebound,offensive,[],1630583,,,1610612763,24,19,2022-11-19T01:38:06Z,1300000,False,,,0,,S. Aldama REBOUND (Off:1 Def:0),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,Above the Break 3,24+ Left Center,,,129.0,1.0,0.0,1.0,,,,,,,,,,,,,
131,PT03M48.00S,2022-11-19T01:30:43.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629630,30.56833114323259,32.1078431372549,1610612763,24,19,2022-11-19T01:30:48Z,1310000,False,89.0,235.0,1,left,MISS J. Morant 25' 3PT,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Above the Break 3,24+ Right Center,25.13,Missed,,,,,,,,,,,,,,,,,
132,PT03M45.00S,2022-11-19T01:30:46.5Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612760,24,19,2022-11-19T01:30:48Z,1320000,False,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:1),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,Above the Break 3,24+ Right Center,,,131.0,1.0,1.0,0.0,,,,,,,,,,,,,
133,PT03M34.00S,2022-11-19T01:30:57.4Z,1,REGULAR,2pt,Jump Shot,[],1628983,81.2910643889619,69.36274509803921,1610612760,24,19,2022-11-19T01:31:00Z,1330000,False,97.0,123.0,1,right,MISS S. Gilgeous-Alexander 15' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Mid-Range,8-16 Right,15.68,Missed,,,,,,,,,,,,,,,,,
134,PT03M31.00S,2022-11-19T01:31:00.4Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,24,19,2022-11-19T01:31:00Z,1340000,False,,,0,,S. Aldama REBOUND (Off:1 Def:1),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,Mid-Range,8-16 Right,,,133.0,2.0,1.0,1.0,,,,,,,,,,,,,
135,PT03M21.00S,2022-11-19T01:31:10.2Z,1,REGULAR,turnover,lost ball,[],1631223,,,1610612763,24,19,2022-11-19T01:31:13Z,1350000,False,,,0,,D. Roddy lost ball TURNOVER (1 TO),"[1631223, 1631114]",1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1.0,Williams,1631114.0,,,,,,
136,PT03M21.00S,2022-11-19T01:31:10.2Z,1,REGULAR,steal,,[],1631114,,,1610612760,24,19,2022-11-19T01:31:12Z,1360000,False,,,0,,J. Williams STEAL (1 STL),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,
137,PT03M18.00S,2022-11-19T01:31:13.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630197,92.9862023653088,50.0,1610612760,24,21,2022-11-19T01:31:18Z,1370000,False,0.0,13.0,1,right,A. Pokusevski running DUNK (7 PTS) (J. Williams 4 AST),"[1630197, 1631114]",1610612760.0,OKC,running,,,Pokusevski,A. Pokusevski,,,,,,Restricted Area,0-8 Center,1.34,Made,,,,,7.0,J. Williams,1631114.0,4.0,,,,,,,,,
139,PT03M04.00S,2022-11-19T01:31:26.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,8.623521681997373,48.77450980392157,1610612763,24,21,2022-11-19T01:31:30Z,1390000,False,6.0,29.0,1,left,MISS J. Morant driving finger roll Layup - blocked,"[1629630, 1630526]",1610612763.0,MEM,driving finger roll,,,Morant,J. Morant,,,,,,Restricted Area,0-8 Center,2.92,Missed,,,,,,,,,,,,Robinson-Earl,1630526.0,,,,
140,PT03M04.00S,2022-11-19T01:31:26.5Z,1,REGULAR,block,,[],1630526,,,1610612763,24,21,2022-11-19T01:31:28Z,1400000,False,,,0,,J. Robinson-Earl BLOCK (1 BLK),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
141,PT03M02.00S,2022-11-19T01:31:28.5Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,24,21,2022-11-19T01:31:30Z,1410000,False,,,0,,J. Williams REBOUND (Off:0 Def:4),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,Restricted Area,0-8 Center,,,139.0,4.0,4.0,0.0,,,,,,,,,,,,,
142,PT03M00.00S,2022-11-19T01:31:37.3Z,1,REGULAR,foul,personal,[],1626145,,,1610612760,24,21,2022-11-19T01:31:44Z,1420000,False,,,0,,T. Jones personal FOUL (1 PF),"[1626145, 1628983]",1610612763.0,MEM,,,,Jones,T. Jones,,,,,1627529.0,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,0.0,Gilgeous-Alexander,1628983.0
144,PT02M52.00S,2022-11-19T01:32:03.1Z,1,REGULAR,3pt,Jump Shot,[],1631114,81.553876478318,92.64705882352942,1610612760,24,21,2022-11-19T01:32:08Z,1440000,False,213.0,121.0,1,right,MISS J. Williams 24' 3PT,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,Above the Break 3,24+ Right Center,24.51,Missed,,,,,,,,,,,,,,,,,
145,PT02M49.00S,2022-11-19T01:32:06.1Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,24,21,2022-11-19T01:32:08Z,1450000,False,,,0,,S. Aldama REBOUND (Off:1 Def:2),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,Above the Break 3,24+ Right Center,,,144.0,3.0,2.0,1.0,,,,,,,,,,,,,
146,PT02M44.00S,2022-11-19T01:32:11.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630583,32.14520367936925,21.323529411764707,1610612763,24,21,2022-11-19T01:42:28Z,1460000,False,143.0,250.0,1,left,MISS S. Aldama 28' running 3PT,[1630583],1610612763.0,MEM,running,,,Aldama,S. Aldama,,,,,,Above the Break 3,24+ Right Center,28.79,Missed,,,,,,,,,,,,,,,,,
147,PT02M40.00S,2022-11-19T01:32:15.8Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612760,24,21,2022-11-19T01:32:15Z,1470000,False,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:2),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,Above the Break 3,24+ Right Center,,,146.0,2.0,2.0,0.0,,,,,,,,,,,,,
148,PT02M28.00S,2022-11-19T01:32:26.7Z,1,REGULAR,2pt,Jump Shot,[],1628983,81.02825229960578,31.61764705882353,1610612760,24,21,2022-11-19T01:32:29Z,1480000,False,-92.0,126.0,1,right,MISS S. Gilgeous-Alexander 15' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Mid-Range,8-16 Left,15.58,Missed,,,,,,,,,,,,,,,,,
149,PT02M26.00S,2022-11-19T01:32:28.7Z,1,REGULAR,rebound,defensive,[],1631223,,,1610612763,24,21,2022-11-19T01:32:29Z,1490000,False,,,0,,D. Roddy REBOUND (Off:0 Def:1),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,Mid-Range,8-16 Left,,,148.0,1.0,1.0,0.0,,,,,,,,,,,,,
150,PT02M21.00S,2022-11-19T01:32:36.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630322,,,1610612763,24,21,2022-11-19T01:32:46Z,1500000,False,,,0,,L. Waters III personal FOUL (2 PF) (Morant 2 FT),"[1630322, 1629630]",1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,1627529.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2.0,0.0,Morant,1629630.0
152,PT02M21.00S,2022-11-19T01:33:02.7Z,1,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,25,21,2022-11-19T01:33:02Z,1520000,False,,,0,,J. Morant Free Throw 1 of 2 (6 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,
153,PT02M21.00S,2022-11-19T01:33:03.4Z,1,REGULAR,substitution,out,[],1631114,,,1610612763,25,21,2022-11-19T01:33:08Z,1530000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT02M21.00S,2022-11-19T01:33:03.4Z,1,REGULAR,substitution,in,[],1629026,,,1610612763,25,21,2022-11-19T01:33:08Z,1540000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT02M21.00S,2022-11-19T01:33:20.8Z,1,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,26,21,2022-11-19T01:33:20Z,1550000,False,,,0,,J. Morant Free Throw 2 of 2 (7 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,
156,PT02M12.00S,2022-11-19T01:33:30.3Z,1,REGULAR,3pt,Jump Shot,[],1630197,70.25295663600527,24.264705882352942,1610612760,26,24,2022-11-19T01:33:34Z,1560000,False,-129.0,227.0,1,right,A. Pokusevski 26' 3PT  (10 PTS) (S. Gilgeous-Alexander 2 AST),"[1630197, 1628983]",1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,Above the Break 3,24+ Left Center,26.1,Made,,,,,10.0,S. Gilgeous-Alexander,1628983.0,2.0,,,,,,,,,
158,PT01M57.00S,2022-11-19T01:33:45.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,9.411957950065702,50.49019607843137,1610612763,28,24,2022-11-19T01:33:49Z,1580000,False,-2.0,36.0,1,left,B. Clarke floating Jump Shot (2 PTS) (S. Aldama 1 AST),"[1629634, 1630583]",1610612763.0,MEM,floating,,,Clarke,B. Clarke,,,,,,Restricted Area,0-8 Center,3.61,Made,,,,,2.0,S. Aldama,1630583.0,1.0,,,,,,,,,
160,PT01M48.00S,2022-11-19T01:33:53.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,92.9862023653088,47.30392156862745,1610612760,28,24,2022-11-19T01:33:57Z,1600000,False,-13.0,13.0,1,right,MISS S. Gilgeous-Alexander driving finger roll Layup - blocked,"[1628983, 1629630]",1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Restricted Area,0-8 Center,1.9,Missed,,,,,,,,,,,,Morant,1629630.0,,,,
161,PT01M48.00S,2022-11-19T01:33:53.9Z,1,REGULAR,block,,[],1629630,,,1610612760,28,24,2022-11-19T01:33:56Z,1610000,False,,,0,,J. Morant BLOCK (1 BLK),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
162,PT01M46.00S,2022-11-19T01:33:55.9Z,1,REGULAR,rebound,defensive,[],1629634,,,1610612763,28,24,2022-11-19T01:33:57Z,1620000,False,,,0,,B. Clarke REBOUND (Off:0 Def:1),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,Restricted Area,0-8 Center,,,160.0,1.0,1.0,0.0,,,,,,,,,,,,,
163,PT01M41.00S,2022-11-19T01:34:01.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630583,7.835085413929041,96.32352941176471,1610612763,31,24,2022-11-19T01:34:05Z,1630000,False,-232.0,21.0,1,left,S. Aldama 3PT  (3 PTS) (J. Morant 3 AST),"[1630583, 1629630]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,Left Corner 3,24+ Left,23.26,Made,,,,,3.0,J. Morant,1629630.0,3.0,,,,,,,,,
165,PT01M24.00S,2022-11-19T01:34:18.0Z,1,REGULAR,2pt,Jump Shot,[],1629026,73.9323258869908,41.911764705882355,1610612760,31,26,2022-11-19T01:34:21Z,1650000,False,-40.0,193.0,1,right,K. Williams 19' pullup Jump Shot (2 PTS),[1629026],1610612760.0,OKC,pullup,,,Williams,K. Williams,,,,,,Mid-Range,16-24 Center,19.67,Made,,,,,2.0,,,,,,,,,,,,
166,PT01M10.00S,2022-11-19T01:34:32.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,7.703679369250986,48.28431372549019,1610612763,31,26,2022-11-19T01:34:36Z,1660000,False,9.0,20.0,1,left,MISS J. Morant driving finger roll Layup,[1629630],1610612763.0,MEM,driving finger roll,,,Morant,J. Morant,,,,,,Restricted Area,0-8 Center,2.17,Missed,,,,,,,,,,,,,,,,,
