actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
191,PT10M36.00S,2022-10-20T00:15:56.5Z,2,REGULAR,turnover,out-of-bounds,[],1630214,,,1610612763,28,25,2022-10-20T00:16:02Z,1880000,,,0,,X. Tillman bad pass out-of-bounds TURNOVER (1 TO),[1630214],1610612763.0,MEM,bad pass,,,Tillman,X. Tillman,,,,,Mid-Range,16-24 Center,,,,,,,,,,,203592.0,,,,,1.0,,,,
192,PT10M22.00S,2022-10-20T00:16:13.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201565,67.7562417871222,31.61764705882353,1610612752,28,25,2022-10-20T00:16:18Z,1890000,-92.0,251.0,1,right,MISS D. Rose 26' 3PT,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,Above the Break 3,24+ Left Center,26.69,Missed,,,,,,,,,,,,,,,,,,
193,PT10M18.00S,2022-10-20T00:16:17.7Z,2,REGULAR,rebound,offensive,[],1628392,,,1610612752,28,25,2022-10-20T00:16:18Z,1900000,,,0,,I. Hartenstein REBOUND (Off:2 Def:0),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Left Center,,,,,,,192.0,2.0,0.0,2.0,,,,,,,,,,
194,PT10M10.00S,2022-10-20T00:16:25.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630193,68.41327201051249,71.07843137254902,1610612752,28,25,2022-10-20T00:16:31Z,1910000,105.0,244.0,1,right,MISS I. Quickley 26' step back 3PT - blocked,"[1630193, 1630583]",1610612752.0,NYK,step back,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,26.62,Missed,,,,,,,,,,,,,,,Aldama,1630583.0,,
195,PT10M10.00S,2022-10-20T00:16:25.2Z,2,REGULAR,block,,[],1630583,,,1610612752,28,25,2022-10-20T00:16:28Z,1920000,,,0,,S. Aldama BLOCK (1 BLK),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
196,PT10M09.00S,2022-10-20T00:16:26.2Z,2,REGULAR,rebound,offensive,[],1628392,,,1610612752,28,25,2022-10-20T00:16:31Z,1930000,,,0,,I. Hartenstein REBOUND (Off:3 Def:0),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Right Center,,,,,,,194.0,3.0,0.0,3.0,,,,,,,,,,
197,PT10M09.00S,2022-10-20T00:16:31.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628392,94.40999984741211,50.0,1610612752,28,27,2022-10-20T00:16:31Z,1940000,0.0,0.0,1,right,I. Hartenstein putback Layup (2 PTS),[1628392],1610612752.0,NYK,putback,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
198,PT10M09.00S,2022-10-20T00:16:32.1Z,2,REGULAR,foul,personal,['1freethrow'],1630214,,,1610612752,28,27,2022-10-20T00:16:39Z,1950000,,,0,,X. Tillman shooting personal FOUL (1 PF) (Hartenstein 1 FT),"[1630214, 1628392]",1610612763.0,MEM,shooting,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2534.0,1.0,0.0,Hartenstein,1628392.0,,,,,
200,PT10M09.00S,2022-10-20T00:16:51.7Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",1628392,,,1610612752,28,28,2022-10-20T00:16:51Z,1970000,,,0,,I. Hartenstein Free Throw 1 of 1 (3 PTS),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
201,PT09M57.00S,2022-10-20T00:17:05.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,6.389618922470433,49.01960784313725,1610612763,30,28,2022-10-20T00:17:08Z,1980000,5.0,8.0,1,left,D. Bane driving finger roll Layup (5 PTS),[1630217],1610612763.0,MEM,driving finger roll,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,0.9,Made,5.0,,,,,,,,,,,,,,,,,
202,PT09M41.00S,2022-10-20T00:17:21.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630167,94.03745072273325,48.77450980392157,1610612752,30,30,2022-10-20T00:17:30Z,1990000,-6.0,4.0,1,right,O. Toppin DUNK (2 PTS) (I. Hartenstein 2 AST),"[1630167, 1628392]",1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,0.7,Made,2.0,I. Hartenstein,1628392.0,2.0,,,,,,,,,,,,,,
204,PT09M24.00S,2022-10-20T00:17:38.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630214,10.33180026281209,37.99019607843137,1610612763,32,30,2022-10-20T00:17:41Z,2010000,60.0,45.0,1,left,X. Tillman 7' driving floating bank Jump Shot (2 PTS),[1630214],1610612763.0,MEM,driving floating bank,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),0-8 Center,7.48,Made,2.0,,,,,,,,,,,,,,,,,
206,PT09M10.00S,2022-10-20T00:17:51.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630167,83.65637319316689,57.35294117647059,1610612752,32,30,2022-10-20T00:17:54Z,2030000,37.0,101.0,1,right,MISS O. Toppin 10' fadeaway Shot,[1630167],1610612752.0,NYK,fadeaway,,,Toppin,O. Toppin,,,,,In The Paint (Non-RA),8-16 Center,10.76,Missed,,,,,,,,,,,,,,,,,,
207,PT09M09.00S,2022-10-20T00:17:52.3Z,2,REGULAR,rebound,defensive,[],1630583,,,1610612763,32,30,2022-10-20T00:17:54Z,2040000,,,0,,S. Aldama REBOUND (Off:1 Def:5),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,206.0,6.0,5.0,1.0,,,,,,,,,,
208,PT09M04.00S,2022-10-20T00:17:57.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626145,26.49474375821288,19.607843137254903,1610612763,32,30,2022-10-20T00:18:02Z,2050000,152.0,197.0,1,left,MISS T. Jones 24' running pullup 3PT,[1626145],1610612763.0,MEM,running pullup,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,24.85,Missed,,,,,,,,,,,,,,,,,,
209,PT09M00.00S,2022-10-20T00:18:01.3Z,2,REGULAR,rebound,offensive,[],1630214,,,1610612763,32,30,2022-10-20T00:18:02Z,2060000,,,0,,X. Tillman REBOUND (Off:1 Def:1),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Above the Break 3,24+ Right Center,,,,,,,208.0,2.0,1.0,1.0,,,,,,,,,,
210,PT09M00.00S,2022-10-20T00:18:02.1Z,2,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1630214,5.590000152587891,50.0,1610612763,34,30,2022-10-20T00:18:04Z,2070000,0.0,0.0,1,left,X. Tillman putback Layup (4 PTS),[1630214],1610612763.0,MEM,putback,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,0.0,Made,4.0,,,,,,,,,,,,,,,,,
211,PT08M56.00S,2022-10-20T00:18:10.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,34,30,2022-10-20T00:18:10Z,2080000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M56.00S,2022-10-20T00:20:29.4Z,2,REGULAR,substitution,out,[],1630193,,,1610612752,34,30,2022-10-20T00:21:22Z,2090000,,,0,,SUB out: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M56.00S,2022-10-20T00:20:29.4Z,2,REGULAR,substitution,in,[],1628973,,,1610612752,34,30,2022-10-20T00:21:22Z,2100000,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M44.00S,2022-10-20T00:21:46.9Z,2,REGULAR,3pt,Jump Shot,[],1629629,76.16622864651774,86.51960784313727,1610612752,34,30,2022-10-20T00:21:50Z,2110000,183.0,172.0,1,right,MISS C. Reddish 25' 3PT,[1629629],1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,Above the Break 3,24+ Right Center,25.05,Missed,,,,,,,,,,,,,,,,,,
215,PT08M41.00S,2022-10-20T00:21:49.9Z,2,REGULAR,rebound,defensive,[],1626145,,,1610612763,34,30,2022-10-20T00:21:50Z,2120000,,,0,,T. Jones REBOUND (Off:0 Def:2),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,214.0,2.0,2.0,0.0,,,,,,,,,,
216,PT08M27.00S,2022-10-20T00:22:03.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,17.296320630749015,60.78431372549019,1610612763,36,30,2022-10-20T00:22:07Z,2130000,-54.0,110.0,1,left,T. Jones 12' driving floating Jump Shot (7 PTS),[1626145],1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,12.26,Made,7.0,,,,,,,,,,,,,,,,,
217,PT08M15.00S,2022-10-20T00:22:15.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,81.94809461235218,49.50980392156863,1610612752,36,32,2022-10-20T00:22:19Z,2140000,-2.0,117.0,1,right,I. Hartenstein 11' floating Jump Shot (5 PTS) (J. Brunson 1 AST),"[1628392, 1628973]",1610612752.0,NYK,floating,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,11.72,Made,5.0,J. Brunson,1628973.0,1.0,,,,,,,,,,,,,,
219,PT08M01.00S,2022-10-20T00:22:29.6Z,2,REGULAR,3pt,Jump Shot,[],1631222,27.151773981603156,20.588235294117645,1610612763,39,32,2022-10-20T00:22:34Z,2160000,147.0,203.0,1,left,J. LaRavia 25' 3PT  (3 PTS) (D. Bane 3 AST),"[1631222, 1630217]",1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Right Center,25.05,Made,3.0,D. Bane,1630217.0,3.0,,,,,,,,,,,,,,
221,PT07M46.00S,2022-10-20T00:22:46.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,93.77463863337714,54.65686274509803,1610612752,39,32,2022-10-20T00:22:49Z,2180000,23.0,6.0,1,right,MISS J. Brunson driving floating bank Shot,[1628973],1610612752.0,NYK,driving floating bank,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,2.41,Missed,,,,,,,,,,,,,,,,,,
222,PT07M43.00S,2022-10-20T00:22:49.0Z,2,REGULAR,rebound,defensive,[],1631222,,,1610612763,39,32,2022-10-20T00:22:49Z,2190000,,,0,,J. LaRavia REBOUND (Off:0 Def:1),[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,Restricted Area,0-8 Center,,,,,,,221.0,1.0,1.0,0.0,,,,,,,,,,
223,PT07M39.00S,2022-10-20T00:22:52.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630217,17.427726675427067,95.34313725490196,1610612763,39,32,2022-10-20T00:22:56Z,2200000,-227.0,111.0,1,left,MISS D. Bane 25' 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,25.25,Missed,,,,,,,,,,,,,,,,,,
224,PT07M36.00S,2022-10-20T00:22:55.7Z,2,REGULAR,rebound,defensive,[],201565,,,1610612752,39,32,2022-10-20T00:22:56Z,2210000,,,0,,D. Rose REBOUND (Off:0 Def:1),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,Above the Break 3,24+ Left Center,,,,,,,223.0,1.0,1.0,0.0,,,,,,,,,,
296,PT07M28.00S,2022-10-20T00:23:00.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201565,90.62089356110381,64.95098039215686,1610612752,39,32,2022-10-20T00:30:10Z,2215000,75.0,36.0,1,right,MISS D. Rose 8' driving floating Shot - blocked,"[201565, 1630214]",1610612752.0,NYK,driving floating,,,Rose,D. Rose,,,,,In The Paint (Non-RA),8-16 Right,8.29,Missed,,,,,,,,,,,,,,,Tillman,1630214.0,,
297,PT07M28.00S,2022-10-20T00:23:00.4Z,2,REGULAR,block,,[],1630214,,,1610612752,39,32,2022-10-20T00:30:10Z,2217500,,,0,,X. Tillman BLOCK (1 BLK),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
298,PT07M26.00S,2022-10-20T00:23:02.4Z,2,REGULAR,rebound,offensive,[],201565,,,1610612752,39,32,2022-10-20T00:30:20Z,2218750,,,0,,D. Rose REBOUND (Off:1 Def:1),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,296.0,2.0,1.0,1.0,,,,,,,,,,
225,PT07M23.00S,2022-10-20T00:23:08.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628392,67.62483574244416,62.745098039215684,1610612752,39,32,2022-10-20T00:30:10Z,2220000,64.0,252.0,1,right,MISS I. Hartenstein 25' 3PT,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Center,25.97,Missed,,,,,,,,,,,,,,,,,,
226,PT07M21.00S,2022-10-20T00:23:10.2Z,2,REGULAR,rebound,offensive,[],1629629,,,1610612752,39,32,2022-10-20T00:23:11Z,2230000,,,0,,C. Reddish REBOUND (Off:1 Def:2),[1629629],1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,Above the Break 3,24+ Center,,,,,,,225.0,3.0,2.0,1.0,,,,,,,,,,
227,PT07M17.00S,2022-10-20T00:23:14.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628392,89.04402102496715,49.754901960784316,1610612752,39,34,2022-10-20T00:23:18Z,2240000,-1.0,50.0,1,right,I. Hartenstein floating Jump Shot (7 PTS) (O. Toppin 1 AST),"[1628392, 1630167]",1610612752.0,NYK,floating,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,5.05,Made,7.0,O. Toppin,1630167.0,1.0,,,,,,,,,,,,,,
229,PT07M06.00S,2022-10-20T00:23:25.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,12.040078843626807,35.53921568627451,1610612763,39,34,2022-10-20T00:23:29Z,2260000,72.0,61.0,1,left,MISS D. Bane 9' driving floating bank Shot,[1630217],1610612763.0,MEM,driving floating bank,,,Bane,D. Bane,,,,,In The Paint (Non-RA),8-16 Right,9.44,Missed,,,,,,,,,,,,,,,,,,
230,PT07M04.00S,2022-10-20T00:23:27.8Z,2,REGULAR,rebound,defensive,[],201565,,,1610612752,39,34,2022-10-20T00:23:29Z,2270000,,,0,,D. Rose REBOUND (Off:1 Def:2),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,229.0,3.0,2.0,1.0,,,,,,,,,,
231,PT06M59.00S,2022-10-20T00:23:33.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629629,87.86136662286465,62.5,1610612752,39,34,2022-10-20T00:23:37Z,2280000,62.0,62.0,1,right,MISS C. Reddish 8' driving floating Shot - blocked,"[1629629, 1630214]",1610612752.0,NYK,driving floating,,,Reddish,C. Reddish,,,,,In The Paint (Non-RA),8-16 Right,8.78,Missed,,,,,,,,,,,,,,,Tillman,1630214.0,,
299,PT06M59.00S,2022-10-20T00:23:33.3Z,2,REGULAR,block,,[],1630214,,,1610612752,39,34,2022-10-20T00:31:29Z,2285000,,,0,,X. Tillman BLOCK (2 BLK),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
232,PT06M55.00S,2022-10-20T00:23:37.3Z,2,REGULAR,rebound,defensive,[],1630583,,,1610612763,39,34,2022-10-20T00:23:37Z,2290000,,,0,,S. Aldama REBOUND (Off:1 Def:6),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,231.0,7.0,6.0,1.0,,,,,,,,,,
233,PT06M52.00S,2022-10-20T00:23:41.4Z,2,REGULAR,turnover,out-of-bounds,[],1630217,,,1610612763,39,34,2022-10-20T00:23:45Z,2300000,,,0,,D. Bane bad pass out-of-bounds TURNOVER (1 TO),[1630217],1610612763.0,MEM,bad pass,,,Bane,D. Bane,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,2534.0,,,,,1.0,,,,
234,PT06M52.00S,2022-10-20T00:23:43.6Z,2,REGULAR,substitution,out,[],1630214,,,1610612752,39,34,2022-10-20T00:24:08Z,2310000,,,0,,SUB out: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M52.00S,2022-10-20T00:23:43.6Z,2,REGULAR,substitution,out,[],1630583,,,1610612752,39,34,2022-10-20T00:24:08Z,2320000,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M52.00S,2022-10-20T00:23:43.6Z,2,REGULAR,substitution,out,[],1626145,,,1610612752,39,34,2022-10-20T00:24:08Z,2330000,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M52.00S,2022-10-20T00:23:43.6Z,2,REGULAR,substitution,out,[],1629629,,,1610612752,39,34,2022-10-20T00:24:08Z,2340000,,,0,,SUB out: C. Reddish,[1629629],1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M52.00S,2022-10-20T00:23:43.6Z,2,REGULAR,substitution,out,[],1628392,,,1610612752,39,34,2022-10-20T00:24:08Z,2350000,,,0,,SUB out: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M52.00S,2022-10-20T00:23:43.6Z,2,REGULAR,substitution,in,[],1629630,,,1610612752,39,34,2022-10-20T00:24:08Z,2360000,,,0,,SUB in: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M52.00S,2022-10-20T00:23:43.6Z,2,REGULAR,substitution,in,[],203500,,,1610612752,39,34,2022-10-20T00:24:08Z,2370000,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M52.00S,2022-10-20T00:23:43.6Z,2,REGULAR,substitution,in,[],1629634,,,1610612752,39,34,2022-10-20T00:24:08Z,2380000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M52.00S,2022-10-20T00:23:43.6Z,2,REGULAR,substitution,in,[],1629011,,,1610612752,39,34,2022-10-20T00:24:08Z,2390000,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M52.00S,2022-10-20T00:23:43.6Z,2,REGULAR,substitution,in,[],1629628,,,1610612752,39,34,2022-10-20T00:24:08Z,2400000,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M38.00S,2022-10-20T00:24:16.4Z,2,REGULAR,foul,personal,['2freethrow'],1631222,,,1610612752,39,34,2022-10-20T00:24:31Z,2410000,,,0,,J. LaRavia shooting personal FOUL (1 PF) (Barrett 2 FT),"[1631222, 1629628]",1610612763.0,MEM,shooting,,,LaRavia,J. LaRavia,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,200832.0,1.0,0.0,Barrett,1629628.0,,,,,
246,PT06M38.00S,2022-10-20T00:24:39.2Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629628,,,1610612752,39,35,2022-10-20T00:24:39Z,2430000,,,0,,R. Barrett Free Throw 1 of 2 (3 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
247,PT06M38.00S,2022-10-20T00:24:39.7Z,2,REGULAR,substitution,out,[],1631222,,,1610612752,39,35,2022-10-20T00:24:45Z,2440000,,,0,,SUB out: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M38.00S,2022-10-20T00:24:39.7Z,2,REGULAR,substitution,out,[],1630217,,,1610612752,39,35,2022-10-20T00:24:45Z,2450000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M38.00S,2022-10-20T00:24:39.7Z,2,REGULAR,substitution,in,[],1631223,,,1610612752,39,35,2022-10-20T00:24:45Z,2460000,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M38.00S,2022-10-20T00:24:39.7Z,2,REGULAR,substitution,in,[],1629723,,,1610612752,39,35,2022-10-20T00:24:45Z,2470000,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M38.00S,2022-10-20T00:24:57.3Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629628,,,1610612752,39,35,2022-10-20T00:24:57Z,2480000,,,0,,MISS R. Barrett Free Throw 2 of 2,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
252,PT06M36.00S,2022-10-20T00:24:58.3Z,2,REGULAR,rebound,defensive,[],1629723,,,1610612763,39,35,2022-10-20T00:24:58Z,2490000,,,0,,J. Konchar REBOUND (Off:2 Def:5),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,251.0,7.0,5.0,2.0,,,,,,,,,,
253,PT06M21.00S,2022-10-20T00:25:13.1Z,2,REGULAR,3pt,Jump Shot,[],1629630,27.94021024967148,20.833333333333336,1610612763,42,35,2022-10-20T00:25:17Z,2500000,146.0,210.0,1,left,J. Morant 25' 3PT  (15 PTS) (D. Roddy 1 AST),"[1629630, 1631223]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Right Center,25.57,Made,15.0,D. Roddy,1631223.0,1.0,,,,,,,,,,,,,,
255,PT06M03.00S,2022-10-20T00:25:30.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,87.07293035479631,49.01960784313725,1610612752,42,35,2022-10-20T00:25:34Z,2520000,-5.0,69.0,1,right,MISS R. Barrett 6' driving floating Shot,[1629628],1610612752.0,NYK,driving floating,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,6.92,Missed,,,,,,,,,,,,,,,,,,
256,PT06M00.00S,2022-10-20T00:25:33.0Z,2,REGULAR,rebound,offensive,[],1628973,,,1610612752,42,35,2022-10-20T00:25:34Z,2530000,,,0,,J. Brunson REBOUND (Off:1 Def:0),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,255.0,1.0,0.0,1.0,,,,,,,,,,
257,PT05M58.00S,2022-10-20T00:25:36.2Z,2,REGULAR,turnover,bad pass,[],1630167,,,1610612752,42,35,2022-10-20T00:25:39Z,2540000,,,0,,O. Toppin bad pass TURNOVER (1 TO),"[1630167, 203500]",1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,1.0,,,Adams,203500.0
258,PT05M58.00S,2022-10-20T00:25:36.2Z,2,REGULAR,steal,,[],203500,,,1610612763,42,35,2022-10-20T00:25:38Z,2550000,,,0,,S. Adams STEAL (1 STL),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
259,PT05M53.00S,2022-10-20T00:25:44.5Z,2,REGULAR,foul,personal,['2freethrow'],1629011,,,1610612763,42,35,2022-10-20T00:25:56Z,2560000,,,0,,M. Robinson shooting personal FOUL (2 PF) (Adams 2 FT),"[1629011, 203500]",1610612752.0,NYK,shooting,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,200832.0,2.0,0.0,Adams,203500.0,,,,,
261,PT05M53.00S,2022-10-20T00:26:07.8Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203500,,,1610612763,42,35,2022-10-20T00:26:07Z,2580000,,,0,,MISS S. Adams Free Throw 1 of 2,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
262,PT05M53.00S,2022-10-20T00:26:07.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,42,35,2022-10-20T00:26:07Z,2590000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,261.0,,,,,,,,,,,,,
263,PT05M53.00S,2022-10-20T00:26:11.4Z,2,REGULAR,substitution,out,[],1630167,,,1610612763,42,35,2022-10-20T00:26:18Z,2600000,,,0,,SUB out: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT05M53.00S,2022-10-20T00:26:11.4Z,2,REGULAR,substitution,out,[],201565,,,1610612763,42,35,2022-10-20T00:26:18Z,2610000,,,0,,SUB out: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT05M53.00S,2022-10-20T00:26:11.4Z,2,REGULAR,substitution,in,[],203095,,,1610612763,42,35,2022-10-20T00:26:18Z,2620000,,,0,,SUB in: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT05M53.00S,2022-10-20T00:26:11.4Z,2,REGULAR,substitution,in,[],203944,,,1610612763,42,35,2022-10-20T00:26:18Z,2630000,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
