actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
89,PT05M30.00S,2023-02-08T01:24:36.2Z,1,REGULAR,rebound,defensive,[],1630172,,,1610612741,20,9,2023-02-08T01:24:39Z,870000,False,,,0,,P. Williams REBOUND (Off:0 Def:1),[1630172],1610612741.0,CHI,,,,,,,Right Corner 3,24+ Right,,,Williams,P. Williams,88.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
90,PT05M24.00S,2023-02-08T01:24:45.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630172,7.703679369250986,40.68627450980392,1610612741,20,9,2023-02-08T01:38:50Z,880000,False,47.0,20.0,1,left,MISS P. Williams driving Layup,[1630172],1610612741.0,CHI,driving,,,,,,In The Paint (Non-RA),0-8 Center,5.07,Missed,Williams,P. Williams,,,,,,,,,,,,,,,,,,,
91,PT05M24.00S,2023-02-08T01:24:45.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,20,9,2023-02-08T01:24:49Z,890000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,90.0,,,,,,,,,,,,,,,,,,
93,PT05M24.00S,2023-02-08T01:24:53.3Z,1,REGULAR,substitution,out,[],1630245,,,1610612763,20,9,2023-02-08T01:24:58Z,910000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,,,,,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,
94,PT05M24.00S,2023-02-08T01:24:53.3Z,1,REGULAR,substitution,in,[],1627936,,,1610612763,20,9,2023-02-08T01:24:58Z,920000,False,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,,,,,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,
95,PT05M10.00S,2023-02-08T01:25:22.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,88.51839684625493,59.068627450980394,1610612763,22,9,2023-02-08T01:25:27Z,930000,False,45.0,55.0,1,right,D. Brooks 7' turnaround fadeaway Jump Shot (2 PTS),[1628415],1610612763.0,MEM,turnaround fadeaway,,,,,,In The Paint (Non-RA),0-8 Center,7.16,Made,Brooks,D. Brooks,,,,,2.0,,,,,,,,,,,,,,
96,PT04M58.00S,2023-02-08T01:25:34.0Z,1,REGULAR,3pt,Jump Shot,[],1630172,5.863994743758213,95.34313725490196,1610612741,22,9,2023-02-08T01:25:38Z,940000,False,-227.0,3.0,1,left,MISS P. Williams 3PT - blocked,"[1630172, 1628991]",1610612741.0,CHI,,,,,,,Left Corner 3,24+ Left,22.67,Missed,Williams,P. Williams,,,,,,,,,,,,,,,Jackson Jr.,1628991.0,,,
97,PT04M58.00S,2023-02-08T01:25:34.0Z,1,REGULAR,block,,[],1628991,,,1610612741,22,9,2023-02-08T01:25:36Z,950000,False,,,0,,J. Jackson Jr. BLOCK (4 BLK),[1628991],1610612763.0,MEM,,,,,,,Left Corner 3,24+ Left,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,
98,PT04M54.00S,2023-02-08T01:25:38.0Z,1,REGULAR,rebound,offensive,[],1630172,,,1610612741,22,9,2023-02-08T01:25:38Z,960000,False,,,0,,P. Williams REBOUND (Off:1 Def:1),[1630172],1610612741.0,CHI,,,,,,,Left Corner 3,24+ Left,,,Williams,P. Williams,96.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
99,PT04M53.00S,2023-02-08T01:25:38.5Z,1,REGULAR,turnover,lost ball,[],1630172,,,1610612741,22,9,2023-02-08T01:25:41Z,970000,False,,,0,,P. Williams lost ball TURNOVER (2 TO),"[1630172, 1628991]",1610612741.0,CHI,,,,,,,Mid-Range,8-16 Left,,,Williams,P. Williams,,,,,,,,,,,,,,2.0,,,Jackson Jr.,1628991.0,
100,PT04M53.00S,2023-02-08T01:25:38.5Z,1,REGULAR,steal,,[],1628991,,,1610612763,22,9,2023-02-08T01:25:40Z,980000,False,,,0,,J. Jackson Jr. STEAL (1 STL),[1628991],1610612763.0,MEM,,,,,,,Mid-Range,8-16 Left,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,
101,PT04M45.00S,2023-02-08T01:25:46.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629630,86.5473061760841,37.99019607843137,1610612763,22,9,2023-02-08T01:25:51Z,990000,False,-60.0,74.0,1,right,MISS J. Morant 9' turnaround fadeaway Shot,[1629630],1610612763.0,MEM,turnaround fadeaway,,,,,,In The Paint (Non-RA),8-16 Left,9.53,Missed,Morant,J. Morant,,,,,,,,,,,,,,,,,,,
102,PT04M42.00S,2023-02-08T01:25:49.4Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,22,9,2023-02-08T01:40:15Z,1000000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),8-16 Left,,,Vucevic,N. Vucevic,101.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
103,PT04M32.00S,2023-02-08T01:25:59.9Z,1,REGULAR,turnover,bad pass,[],1627936,,,1610612741,22,9,2023-02-08T01:26:03Z,1010000,False,,,0,,A. Caruso bad pass TURNOVER (2 TO),"[1627936, 1628991]",1610612741.0,CHI,,,,,,,Mid-Range,16-24 Right,,,Caruso,A. Caruso,,,,,,,,,,,,,,2.0,,,Jackson Jr.,1628991.0,
104,PT04M32.00S,2023-02-08T01:25:59.9Z,1,REGULAR,steal,,[],1628991,,,1610612763,22,9,2023-02-08T01:26:01Z,1020000,False,,,0,,J. Jackson Jr. STEAL (2 STL),[1628991],1610612763.0,MEM,,,,,,,Mid-Range,16-24 Right,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,
105,PT04M28.00S,2023-02-08T01:26:04.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629723,92.85479632063075,4.901960784313726,1610612763,22,9,2023-02-08T01:26:12Z,1030000,False,-225.0,15.0,1,right,MISS J. Konchar running 3PT,[1629723],1610612763.0,MEM,running,,,,,,Left Corner 3,24+ Left,22.6,Missed,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,
106,PT04M25.00S,2023-02-08T01:26:07.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612741,22,9,2023-02-08T01:26:12Z,1040000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,Left Corner 3,24+ Left,,,,,105.0,,,,,,,,,,,,,,,,,,
108,PT04M25.00S,2023-02-08T01:26:17.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,22,9,2023-02-08T01:26:17Z,1060000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M25.00S,2023-02-08T01:28:49.5Z,1,REGULAR,substitution,out,[],1630214,,,1610612741,22,9,2023-02-08T01:29:05Z,1070000,False,,,0,,SUB out: X. Tillman,[1630214],1610612763.0,MEM,,,,,,,,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,
110,PT04M25.00S,2023-02-08T01:28:49.5Z,1,REGULAR,substitution,out,[],1628991,,,1610612741,22,9,2023-02-08T01:29:05Z,1080000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,
111,PT04M25.00S,2023-02-08T01:28:49.5Z,1,REGULAR,substitution,out,[],1630172,,,1610612741,22,9,2023-02-08T01:29:05Z,1090000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,,,,,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,
112,PT04M25.00S,2023-02-08T01:28:49.5Z,1,REGULAR,substitution,in,[],1630583,,,1610612741,22,9,2023-02-08T01:29:05Z,1100000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,,,,,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,
113,PT04M25.00S,2023-02-08T01:28:49.5Z,1,REGULAR,substitution,in,[],1629634,,,1610612741,22,9,2023-02-08T01:29:05Z,1110000,False,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,,,,,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,
114,PT04M25.00S,2023-02-08T01:28:49.5Z,1,REGULAR,substitution,in,[],203083,,,1610612741,22,9,2023-02-08T01:29:05Z,1120000,False,,,0,,SUB in: A. Drummond,[203083],1610612741.0,CHI,,,,,,,,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,
115,PT04M11.00S,2023-02-08T01:29:24.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,16.507884362680684,59.55882352941176,1610612741,22,9,2023-02-08T01:29:31Z,1130000,False,-48.0,103.0,1,left,MISS N. Vucevic 11' floating Shot,[202696],1610612741.0,CHI,floating,,,,,,In The Paint (Non-RA),8-16 Center,11.33,Missed,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,
116,PT04M10.00S,2023-02-08T01:29:25.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,22,9,2023-02-08T01:29:31Z,1140000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,115.0,,,,,,,,,,,,,,,,,,
118,PT04M08.00S,2023-02-08T01:29:44.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],202696,25.312089356110377,58.333333333333336,1610612741,22,11,2023-02-08T01:29:49Z,1160000,False,-42.0,185.0,1,left,N. Vucevic 19' Jump Shot (5 PTS) (A. Caruso 3 AST),"[202696, 1627936]",1610612741.0,CHI,,,,,,,Mid-Range,16-24 Center,19.0,Made,Vucevic,N. Vucevic,,,,,5.0,A. Caruso,1627936.0,3.0,,,,,,,,,,,
120,PT03M49.00S,2023-02-08T01:30:04.0Z,1,REGULAR,3pt,Jump Shot,[],1629630,64.20827858081472,50.0,1610612763,22,11,2023-02-08T01:30:08Z,1180000,False,0.0,284.0,1,right,MISS J. Morant 28' 3PT,[1629630],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Center,28.39,Missed,Morant,J. Morant,,,,,,,,,,,,,,,,,,,
121,PT03M46.00S,2023-02-08T01:30:07.0Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,22,11,2023-02-08T01:30:08Z,1190000,False,,,0,,Z. LaVine REBOUND (Off:1 Def:2),[203897],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,,,LaVine,Z. LaVine,120.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
122,PT03M39.00S,2023-02-08T01:30:14.8Z,1,REGULAR,3pt,Jump Shot,[],202696,32.40801576872536,42.8921568627451,1610612741,22,11,2023-02-08T01:30:20Z,1200000,False,36.0,252.0,1,left,MISS N. Vucevic 25' 3PT,[202696],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,25.46,Missed,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,
123,PT03M34.00S,2023-02-08T01:30:19.8Z,1,REGULAR,rebound,defensive,[],1629634,,,1610612763,22,11,2023-02-08T01:30:20Z,1210000,False,,,0,,B. Clarke REBOUND (Off:0 Def:1),[1629634],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Center,,,Clarke,B. Clarke,122.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
124,PT03M29.00S,2023-02-08T01:30:24.2Z,1,REGULAR,3pt,Jump Shot,[],1630583,76.69185282522996,10.294117647058822,1610612763,22,11,2023-02-08T01:30:29Z,1220000,False,-199.0,167.0,1,right,MISS S. Aldama 25' 3PT,[1630583],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Left Center,25.91,Missed,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,
125,PT03M26.00S,2023-02-08T01:30:27.2Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,22,11,2023-02-08T01:30:29Z,1230000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,Vucevic,N. Vucevic,124.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
126,PT03M20.00S,2023-02-08T01:30:32.6Z,1,REGULAR,3pt,Jump Shot,[],203897,25.969119579500656,18.627450980392158,1610612741,22,11,2023-02-08T01:30:42Z,1240000,False,157.0,192.0,1,left,MISS Z. LaVine 24' step back 3PT,[203897],1610612741.0,CHI,step back,,,,,,Above the Break 3,24+ Right Center,24.76,Missed,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,
127,PT03M17.00S,2023-02-08T01:30:35.6Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,22,11,2023-02-08T01:30:42Z,1250000,False,,,0,,J. Konchar REBOUND (Off:0 Def:2),[1629723],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,,,Konchar,J. Konchar,126.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
128,PT03M04.00S,2023-02-08T01:30:49.1Z,1,REGULAR,3pt,Jump Shot,[],1628415,71.30420499342969,22.54901960784314,1610612763,22,11,2023-02-08T01:30:54Z,1260000,False,-137.0,217.0,1,right,MISS D. Brooks 25' pullup 3PT,[1628415],1610612763.0,MEM,pullup,,,,,,Above the Break 3,24+ Left Center,25.7,Missed,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,
129,PT03M01.00S,2023-02-08T01:30:52.1Z,1,REGULAR,rebound,offensive,[],1630583,,,1610612763,22,11,2023-02-08T01:30:54Z,1270000,False,,,0,,S. Aldama REBOUND (Off:1 Def:0),[1630583],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Left Center,,,Aldama,S. Aldama,128.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
130,PT02M55.00S,2023-02-08T01:30:58.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629630,84.1819973718791,54.90196078431373,1610612763,24,11,2023-02-08T01:31:03Z,1280000,False,25.0,96.0,1,right,J. Morant 9' driving floating Jump Shot (6 PTS),[1629630],1610612763.0,MEM,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,9.93,Made,Morant,J. Morant,,,,,6.0,,,,,,,,,,,,,,
131,PT02M37.00S,2023-02-08T01:31:21.0Z,1,REGULAR,turnover,out-of-bounds,[],203083,,,1610612741,24,11,2023-02-08T01:37:11Z,1290000,False,,,0,,A. Drummond bad pass out-of-bounds TURNOVER (1 TO),[203083],1610612741.0,CHI,bad pass,,,,,,Above the Break 3,24+ Center,,,Drummond,A. Drummond,,,,,,,,,201246.0,,,,,1.0,,,,,
132,PT02M37.00S,2023-02-08T01:31:26.1Z,1,REGULAR,substitution,out,[],1629630,,,1610612763,24,11,2023-02-08T01:31:39Z,1300000,False,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,,,,,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,
133,PT02M37.00S,2023-02-08T01:31:26.1Z,1,REGULAR,substitution,out,[],1628415,,,1610612763,24,11,2023-02-08T01:31:39Z,1310000,False,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,,,,,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,
134,PT02M37.00S,2023-02-08T01:31:26.1Z,1,REGULAR,substitution,out,[],1627936,,,1610612763,24,11,2023-02-08T01:31:39Z,1320000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,,,,,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,
135,PT02M37.00S,2023-02-08T01:31:26.1Z,1,REGULAR,substitution,out,[],202696,,,1610612763,24,11,2023-02-08T01:31:39Z,1330000,False,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,,,,,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,
136,PT02M37.00S,2023-02-08T01:31:26.1Z,1,REGULAR,substitution,in,[],1626145,,,1610612763,24,11,2023-02-08T01:31:39Z,1340000,False,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,,,,,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,
137,PT02M37.00S,2023-02-08T01:31:26.1Z,1,REGULAR,substitution,in,[],1630217,,,1610612763,24,11,2023-02-08T01:31:39Z,1350000,False,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,,,,,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,
138,PT02M37.00S,2023-02-08T01:31:26.1Z,1,REGULAR,substitution,in,[],1627884,,,1610612763,24,11,2023-02-08T01:31:39Z,1360000,False,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,,,,,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,
139,PT02M37.00S,2023-02-08T01:31:26.1Z,1,REGULAR,substitution,in,[],201609,,,1610612763,24,11,2023-02-08T01:31:39Z,1370000,False,,,0,,SUB in: G. Dragic,[201609],1610612741.0,CHI,,,,,,,,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,
140,PT02M20.00S,2023-02-08T01:31:54.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629634,87.72996057818659,37.745098039215684,1610612763,24,11,2023-02-08T01:31:58Z,1380000,False,-61.0,63.0,1,right,MISS B. Clarke 8' floating Shot,[1629634],1610612763.0,MEM,floating,,,,,,In The Paint (Non-RA),8-16 Left,8.78,Missed,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,
141,PT02M16.00S,2023-02-08T01:31:58.0Z,1,REGULAR,rebound,defensive,[],203083,,,1610612741,24,11,2023-02-08T01:31:58Z,1390000,False,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),8-16 Left,,,Drummond,A. Drummond,140.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
142,PT02M06.00S,2023-02-08T01:32:07.3Z,1,REGULAR,turnover,bad pass,[],203083,,,1610612741,24,11,2023-02-08T01:32:11Z,1400000,False,,,0,,A. Drummond bad pass TURNOVER (2 TO),"[203083, 1626145]",1610612741.0,CHI,,,,,,,In The Paint (Non-RA),8-16 Center,,,Drummond,A. Drummond,,,,,,,,,,,,,,2.0,,,Jones,1626145.0,
143,PT02M06.00S,2023-02-08T01:32:07.3Z,1,REGULAR,steal,,[],1626145,,,1610612763,24,11,2023-02-08T01:32:08Z,1410000,False,,,0,,T. Jones STEAL (1 STL),[1626145],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),8-16 Center,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,
144,PT01M59.00S,2023-02-08T01:32:14.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630217,87.46714848883047,54.41176470588235,1610612763,24,11,2023-02-08T01:32:17Z,1420000,False,22.0,65.0,1,right,MISS D. Bane 6' driving floating Shot,[1630217],1610612763.0,MEM,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.89,Missed,Bane,D. Bane,,,,,,,,,,,,,,,,,,,
145,PT01M57.00S,2023-02-08T01:32:16.4Z,1,REGULAR,rebound,defensive,[],203083,,,1610612741,24,11,2023-02-08T01:32:17Z,1430000,False,,,0,,A. Drummond REBOUND (Off:0 Def:2),[203083],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,Drummond,A. Drummond,144.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
146,PT01M50.00S,2023-02-08T01:33:06.5Z,1,REGULAR,jumpball,recovered,[],1629632,,,1610612741,24,11,2023-02-08T01:33:06Z,1440000,False,,,0,,Jump Ball D. Jones Jr. vs. D. Bane: Tip to C. White,"[1629632, 1627884, 1630217]",1610612741.0,CHI,heldball,C. White,Jones Jr.,1627884.0,Bane,1630217.0,,,,,White,C. White,,,,,,,,,,,,,,,,,,,1629632.0
149,PT01M37.00S,2023-02-08T01:33:19.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203083,8.754927726675426,38.23529411764706,1610612741,24,11,2023-02-08T01:33:37Z,1470000,False,59.0,30.0,1,left,MISS A. Drummond 6' bank Shot,[203083],1610612741.0,CHI,bank,,,,,,In The Paint (Non-RA),0-8 Center,6.59,Missed,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,
150,PT01M37.00S,2023-02-08T01:33:19.6Z,1,REGULAR,rebound,offensive,[],1627884,,,1610612741,24,11,2023-02-08T01:33:37Z,1480000,False,,,0,,D. Jones Jr. REBOUND (Off:1 Def:0),[1627884],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,Jones Jr.,D. Jones Jr.,149.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
151,PT01M37.00S,2023-02-08T01:33:24.2Z,1,REGULAR,foul,personal,['2freethrow'],1629723,,,1610612741,24,11,2023-02-08T01:33:35Z,1490000,False,,,0,,J. Konchar shooting personal FOUL (1 PF) (Jones Jr. 2 FT),"[1629723, 1627884]",1610612763.0,MEM,shooting,,,,,,Restricted Area,0-8 Center,,,Konchar,J. Konchar,,,,,,,,,1628480.0,1.0,0.0,Jones Jr.,1627884.0,,,,,,
153,PT01M37.00S,2023-02-08T01:33:54.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1627884,,,1610612741,24,12,2023-02-08T01:33:54Z,1510000,False,,,0,,D. Jones Jr. Free Throw 1 of 2 (1 PTS),[1627884],1610612741.0,CHI,,,,,,,,,,Made,Jones Jr.,D. Jones Jr.,,,,,1.0,,,,,,,,,,,,,,
154,PT01M37.00S,2023-02-08T01:34:06.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1627884,,,1610612741,24,13,2023-02-08T01:34:06Z,1520000,False,,,0,,D. Jones Jr. Free Throw 2 of 2 (2 PTS),[1627884],1610612741.0,CHI,,,,,,,,,,Made,Jones Jr.,D. Jones Jr.,,,,,2.0,,,,,,,,,,,,,,
155,PT01M22.00S,2023-02-08T01:34:21.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629634,91.01511169513797,54.65686274509803,1610612763,26,13,2023-02-08T01:34:27Z,1530000,False,23.0,32.0,1,right,B. Clarke cutting finger roll Layup (2 PTS) (D. Bane 2 AST),"[1629634, 1630217]",1610612763.0,MEM,cutting finger roll,,,,,,Restricted Area,0-8 Center,3.96,Made,Clarke,B. Clarke,,,,,2.0,D. Bane,1630217.0,2.0,,,,,,,,,,,
157,PT01M12.00S,2023-02-08T01:34:33.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201609,7.30946123521682,55.392156862745104,1610612741,26,13,2023-02-08T01:35:33Z,1550000,False,-27.0,16.0,1,left,MISS G. Dragic driving floating bank Shot,[201609],1610612741.0,CHI,driving floating bank,,,,,,Restricted Area,0-8 Center,3.15,Missed,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,
161,PT01M01.00S,2023-02-08T01:35:29.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,26,13,2023-02-08T01:35:29Z,1560000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,,,157.0,,,,,,,,,,,,,,,,,,
158,PT01M01.00S,2023-02-08T01:35:29.3Z,1,REGULAR,jumpball,recovered,[],1627884,,,1610612741,26,13,2023-02-08T01:35:29Z,1570000,False,,,0,,Jump Ball A. Drummond vs. S. Aldama: Tip to D. Jones Jr.,"[1627884, 203083, 1630583]",1610612741.0,CHI,heldball,D. Jones Jr.,Drummond,203083.0,Aldama,1630583.0,,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,1627884.0
162,PT00M56.40S,2023-02-08T01:35:34.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629632,12.565703022339028,50.73529411764706,1610612741,26,13,2023-02-08T01:35:40Z,1600000,False,-4.0,66.0,1,left,MISS C. White 6' driving floating Shot,[1629632],1610612741.0,CHI,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.57,Missed,White,C. White,,,,,,,,,,,,,,,,,,,
163,PT00M54.30S,2023-02-08T01:35:36.9Z,1,REGULAR,rebound,defensive,[],1629634,,,1610612763,26,13,2023-02-08T01:35:40Z,1610000,False,,,0,,B. Clarke REBOUND (Off:0 Def:2),[1629634],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),0-8 Center,,,Clarke,B. Clarke,162.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
164,PT00M32.80S,2023-02-08T01:35:59.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629723,89.43823915900131,38.970588235294116,1610612763,26,13,2023-02-08T01:36:04Z,1620000,False,-55.0,47.0,1,right,MISS J. Konchar 7' driving Layup,[1629723],1610612763.0,MEM,driving,,,,,,In The Paint (Non-RA),0-8 Center,7.23,Missed,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,
165,PT00M30.30S,2023-02-08T01:36:01.6Z,1,REGULAR,rebound,defensive,[],203083,,,1610612741,26,13,2023-02-08T01:36:04Z,1630000,False,,,0,,A. Drummond REBOUND (Off:0 Def:3),[203083],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,Drummond,A. Drummond,164.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
166,PT00M24.90S,2023-02-08T01:36:08.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629723,,,1610612741,26,13,2023-02-08T01:36:21Z,1640000,False,,,0,,J. Konchar shooting personal FOUL (2 PF) (LaVine 2 FT),"[1629723, 203897]",1610612763.0,MEM,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Konchar,J. Konchar,,,,,,,,,1628480.0,2.0,0.0,LaVine,203897.0,,,,,,
168,PT00M24.90S,2023-02-08T01:36:36.8Z,1,REGULAR,freethrow,1 of 2,[],203897,,,1610612741,26,14,2023-02-08T01:36:36Z,1660000,False,,,0,,Z. LaVine Free Throw 1 of 2 (1 PTS),[203897],1610612741.0,CHI,,,,,,,,,,Made,LaVine,Z. LaVine,,,,,1.0,,,,,,,,,,,,,,
169,PT00M24.90S,2023-02-08T01:36:53.3Z,1,REGULAR,freethrow,2 of 2,[],203897,,,1610612741,26,14,2023-02-08T01:36:53Z,1670000,False,,,0,,MISS Z. LaVine Free Throw 2 of 2,[203897],1610612741.0,CHI,,,,,,,,,,Missed,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,
170,PT00M23.30S,2023-02-08T01:36:54.5Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,26,14,2023-02-08T01:36:54Z,1680000,False,,,0,,J. Konchar REBOUND (Off:0 Def:3),[1629723],1610612763.0,MEM,,,,,,,,,,,Konchar,J. Konchar,169.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
