actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
82,PT05M05.00S,2023-04-01T00:23:27.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201569,8.886333771353483,46.568627450980394,1610612746,10,22,2023-04-01T00:23:31Z,820000,False,17.0,31.0,1,left,E. Gordon driving floating Jump Shot (8 PTS) (R. Westbrook 5 AST),"[201569, 201566]",1610612746.0,LAC,driving floating,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,,,,3.55,Made,8.0,,R. Westbrook,201566.0,5.0,,,,,,,,,,
84,PT05M05.00S,2023-04-01T00:23:30.3Z,1,REGULAR,foul,personal,['1freethrow'],1628991,,,1610612746,10,22,2023-04-01T00:23:54Z,840000,False,,,0,,J. Jackson Jr. shooting personal FOUL (1 PF) (Gordon 1 FT),"[1628991, 201569]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,201639.0,,,,,,,,,,1.0,0.0,Gordon,201569.0
86,PT05M05.00S,2023-04-01T00:23:55.3Z,1,REGULAR,freethrow,1 of 1,[],201569,,,1610612746,10,23,2023-04-01T00:23:55Z,860000,False,,,0,,E. Gordon Free Throw 1 of 1 (9 PTS),[201569],1610612746.0,LAC,,,,Gordon,E. Gordon,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
87,PT04M54.00S,2023-04-01T00:24:07.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,85.49605781865965,48.77450980392157,1610612763,10,23,2023-04-01T00:24:12Z,870000,False,-6.0,84.0,1,right,MISS D. Bane 8' driving floating Shot - blocked,"[1630217, 201569]",1610612763.0,MEM,driving floating,,,Bane,D. Bane,,,,,In The Paint (Non-RA),8-16 Center,,,,8.4,Missed,,,,,,,,,,Gordon,201569.0,,,,
88,PT04M54.00S,2023-04-01T00:24:07.3Z,1,REGULAR,block,,[],201569,,,1610612763,10,23,2023-04-01T00:24:09Z,880000,False,,,0,,E. Gordon BLOCK (1 BLK),[201569],1610612746.0,LAC,,,,Gordon,E. Gordon,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
89,PT04M52.00S,2023-04-01T00:24:09.3Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,10,23,2023-04-01T00:24:12Z,890000,False,,,0,,K. Leonard REBOUND (Off:0 Def:2),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,87.0,2.0,2.0,0.0,,,,,,
90,PT04M50.00S,2023-04-01T00:24:12.6Z,1,REGULAR,turnover,lost ball,[],202695,,,1610612746,10,23,2023-04-01T00:24:19Z,900000,False,,,0,,K. Leonard lost ball TURNOVER (1 TO),"[202695, 1628415]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,1.0,Brooks,1628415.0,,,,,,,,,,,,,,,,,
91,PT04M50.00S,2023-04-01T00:24:12.6Z,1,REGULAR,steal,,[],1628415,,,1610612763,10,23,2023-04-01T00:24:14Z,910000,False,,,0,,D. Brooks STEAL (1 STL),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
92,PT04M44.00S,2023-04-01T00:24:21.8Z,1,REGULAR,turnover,traveling,[],1629630,,,1610612763,10,23,2023-04-01T00:24:27Z,920000,False,,,0,,J. Morant traveling TURNOVER (1 TO),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,1.0,,,,,,203593.0,,,,,,,,,,,,,
93,PT04M31.00S,2023-04-01T00:24:42.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202695,8.360709592641262,88.97058823529412,1610612746,10,23,2023-04-01T00:24:47Z,930000,False,-195.0,26.0,1,left,MISS K. Leonard 19' Jump Shot,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Left,,,,19.66,Missed,,,,,,,,,,,,,,,
94,PT04M29.00S,2023-04-01T00:24:44.7Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,10,23,2023-04-01T00:24:47Z,940000,False,,,0,,S. Aldama REBOUND (Off:0 Def:1),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Mid-Range,16-24 Left,,,,,,,,,,,93.0,1.0,1.0,0.0,,,,,,
95,PT04M17.00S,2023-04-01T00:24:57.2Z,1,REGULAR,2pt,Jump Shot,[],1629630,93.64323258869908,68.13725490196079,1610612763,12,23,2023-04-01T00:26:33Z,950000,False,91.0,7.0,1,right,J. Morant 9' driving floating Jump Shot (2 PTS),[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,Mid-Range,8-16 Right,,,,9.1,Made,2.0,,,,,,,,,,,,,,
96,PT04M17.00S,2023-04-01T00:25:03.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,12,23,2023-04-01T00:25:03Z,960000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M17.00S,2023-04-01T00:26:34.7Z,1,REGULAR,substitution,out,[],1630217,,,1610612746,12,23,2023-04-01T00:27:52Z,970000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M17.00S,2023-04-01T00:26:34.7Z,1,REGULAR,substitution,in,[],1628379,,,1610612746,12,23,2023-04-01T00:27:52Z,980000,False,,,0,,SUB in: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M57.00S,2023-04-01T00:28:18.7Z,1,REGULAR,3pt,Jump Shot,[],201566,32.933639947437584,51.225490196078425,1610612746,12,23,2023-04-01T00:28:27Z,990000,False,-6.0,257.0,1,left,MISS R. Westbrook 25' step back 3PT,[201566],1610612746.0,LAC,step back,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Center,,,,25.72,Missed,,,,,,,,,,,,,,,
102,PT03M54.00S,2023-04-01T00:28:21.7Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,12,23,2023-04-01T00:28:27Z,1000000,False,,,0,,I. Zubac REBOUND (Off:2 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Center,,,,,,,,,,,101.0,4.0,2.0,2.0,,,,,,
103,PT03M52.00S,2023-04-01T00:28:28.9Z,1,REGULAR,foul,personal,['2freethrow'],1630583,,,1610612746,12,23,2023-04-01T00:28:46Z,1010000,False,,,0,,S. Aldama shooting personal FOUL (1 PF) (Zubac 2 FT),"[1630583, 1627826]",1610612763.0,MEM,shooting,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,,,,,203593.0,,,,,,,,,,1.0,0.0,Zubac,1627826.0
105,PT03M52.00S,2023-04-01T00:28:52.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1627826,,,1610612746,12,24,2023-04-01T00:28:52Z,1030000,False,,,0,,I. Zubac Free Throw 1 of 2 (8 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
106,PT03M52.00S,2023-04-01T00:28:59.8Z,1,REGULAR,substitution,out,[],201566,,,1610612746,12,24,2023-04-01T00:29:12Z,1040000,False,,,0,,SUB out: R. Westbrook,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M52.00S,2023-04-01T00:28:59.8Z,1,REGULAR,substitution,out,[],201587,,,1610612746,12,24,2023-04-01T00:29:12Z,1050000,False,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M52.00S,2023-04-01T00:28:59.8Z,1,REGULAR,substitution,in,[],1626181,,,1610612746,12,24,2023-04-01T00:29:12Z,1060000,False,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M52.00S,2023-04-01T00:28:59.8Z,1,REGULAR,substitution,in,[],1629611,,,1610612746,12,24,2023-04-01T00:29:12Z,1070000,False,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M52.00S,2023-04-01T00:29:21.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1627826,,,1610612746,12,25,2023-04-01T00:29:21Z,1080000,False,,,0,,I. Zubac Free Throw 2 of 2 (9 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
111,PT03M45.00S,2023-04-01T00:29:38.0Z,1,REGULAR,turnover,bad pass,[],1629630,,,1610612763,12,25,2023-04-01T00:29:41Z,1090000,False,,,0,,J. Morant bad pass TURNOVER (2 TO),"[1629630, 202695]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,Mid-Range,8-16 Center,2.0,Leonard,202695.0,,,,,,,,,,,,,,,,,
112,PT03M45.00S,2023-04-01T00:29:38.0Z,1,REGULAR,steal,,[],202695,,,1610612746,12,25,2023-04-01T00:29:39Z,1100000,False,,,0,,K. Leonard STEAL (1 STL),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
113,PT03M38.00S,2023-04-01T00:29:44.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626181,26.888961892247043,19.362745098039216,1610612746,12,28,2023-04-01T00:29:49Z,1110000,False,153.0,200.0,1,left,N. Powell 25' 3PT running (3 PTS) (T. Mann 1 AST),"[1626181, 1629611]",1610612746.0,LAC,running,,,Powell,N. Powell,,,,,Above the Break 3,24+ Right Center,,,,25.22,Made,3.0,,T. Mann,1629611.0,1.0,,,,,,,,,,
115,PT03M38.00S,2023-04-01T00:29:49.3Z,1,REGULAR,timeout,full,['team'],0,,,1610612763,12,28,2023-04-01T00:29:49Z,1130000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M29.00S,2023-04-01T00:31:29.8Z,1,REGULAR,foul,offensive,[],1628991,,,1610612763,12,28,2023-04-01T00:31:38Z,1140000,False,,,0,,J. Jackson Jr. offensive FOUL (2 PF),"[1628991, 1629611]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,16-24 Right,,,,,,,203593.0,,,,,,,,,,2.0,0.0,Mann,1629611.0
118,PT03M29.00S,2023-04-01T00:31:29.8Z,1,REGULAR,turnover,offensive foul,[],1628991,,,1610612763,12,28,2023-04-01T00:31:29Z,1160000,False,,,0,,J. Jackson Jr. offensive foul TURNOVER (1 TO),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,16-24 Right,1.0,,,,,,203593.0,,,,,,,,,,,,,
119,PT03M29.00S,2023-04-01T00:31:39.7Z,1,REGULAR,substitution,out,[],1628991,,,1610612746,12,28,2023-04-01T00:31:45Z,1170000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M29.00S,2023-04-01T00:31:39.7Z,1,REGULAR,substitution,in,[],1630214,,,1610612746,12,28,2023-04-01T00:31:45Z,1180000,False,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M29.00S,2023-04-01T00:31:55.6Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612746,12,28,2023-04-01T00:32:00Z,1190000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,203593.0,,,,,,,,,,,,,
122,PT03M14.00S,2023-04-01T00:32:15.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202695,18.2161629434954,38.72549019607843,1610612746,12,28,2023-04-01T00:32:19Z,1200000,False,56.0,119.0,1,left,MISS K. Leonard 13' turnaround fadeaway Shot,[202695],1610612746.0,LAC,turnaround fadeaway,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,,,,13.14,Missed,,,,,,,,,,,,,,,
123,PT03M12.00S,2023-04-01T00:32:17.6Z,1,REGULAR,rebound,defensive,[],1628379,,,1610612763,12,28,2023-04-01T00:32:19Z,1210000,False,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,122.0,1.0,1.0,0.0,,,,,,
124,PT03M06.00S,2023-04-01T00:32:24.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630214,81.68528252299606,48.529411764705884,1610612763,12,28,2023-04-01T00:32:30Z,1220000,False,-7.0,120.0,1,right,MISS X. Tillman 11' floating Shot,[1630214],1610612763.0,MEM,floating,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),8-16 Center,,,,11.99,Missed,,,,,,,,,,,,,,,
125,PT03M02.00S,2023-04-01T00:32:28.3Z,1,REGULAR,rebound,offensive,[],1630214,,,1610612763,12,28,2023-04-01T00:32:30Z,1230000,False,,,0,,X. Tillman REBOUND (Off:2 Def:1),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,124.0,3.0,1.0,2.0,,,,,,
126,PT03M02.00S,2023-04-01T00:32:29.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630214,86.81011826544021,50.49019607843137,1610612763,14,28,2023-04-01T00:32:33Z,1240000,False,2.0,71.0,1,right,X. Tillman 7' putback Layup (2 PTS),[1630214],1610612763.0,MEM,putback,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),0-8 Center,,,,7.15,Made,2.0,,,,,,,,,,,,,,
127,PT02M43.00S,2023-04-01T00:32:46.6Z,1,REGULAR,3pt,Jump Shot,[],201569,31.09395532194481,72.79411764705883,1610612746,14,28,2023-04-01T00:32:56Z,1250000,False,-114.0,240.0,1,left,MISS E. Gordon 26' 3PT,[201569],1610612746.0,LAC,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Left Center,,,,26.55,Missed,,,,,,,,,,,,,,,
128,PT02M40.00S,2023-04-01T00:32:49.6Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,14,28,2023-04-01T00:32:56Z,1260000,False,,,0,,I. Zubac REBOUND (Off:3 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,127.0,5.0,2.0,3.0,,,,,,
129,PT02M39.00S,2023-04-01T00:32:51.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627826,7.440867279894875,47.05882352941176,1610612746,14,28,2023-04-01T00:32:59Z,1270000,False,15.0,17.0,1,left,MISS I. Zubac putback Layup - blocked,"[1627826, 1630583]",1610612746.0,LAC,putback,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,2.28,Missed,,,,,,,,,,Aldama,1630583.0,,,,
130,PT02M39.00S,2023-04-01T00:32:51.0Z,1,REGULAR,block,,[],1630583,,,1610612746,14,28,2023-04-01T00:32:52Z,1280000,False,,,0,,S. Aldama BLOCK (1 BLK),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
131,PT02M37.00S,2023-04-01T00:32:53.0Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,14,28,2023-04-01T00:32:59Z,1290000,False,,,0,,I. Zubac REBOUND (Off:4 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,129.0,6.0,2.0,4.0,,,,,,
132,PT02M34.00S,2023-04-01T00:32:56.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202695,28.203022339027594,22.794117647058822,1610612746,14,28,2023-04-01T00:33:01Z,1300000,False,136.0,213.0,1,left,MISS K. Leonard 25' 3PT,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,,,,25.24,Missed,,,,,,,,,,,,,,,
133,PT02M32.00S,2023-04-01T00:32:58.3Z,1,REGULAR,rebound,defensive,[],1630214,,,1610612763,14,28,2023-04-01T00:33:01Z,1310000,False,,,0,,X. Tillman REBOUND (Off:2 Def:2),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,132.0,4.0,2.0,2.0,,,,,,
134,PT02M26.00S,2023-04-01T00:33:03.8Z,1,REGULAR,3pt,Jump Shot,[],1630583,88.51839684625493,95.58823529411765,1610612763,14,28,2023-04-01T00:33:08Z,1320000,False,228.0,55.0,1,right,MISS S. Aldama 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Right Corner 3,24+ Right,,,,23.45,Missed,,,,,,,,,,,,,,,
135,PT02M24.00S,2023-04-01T00:33:05.8Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,14,28,2023-04-01T00:33:08Z,1330000,False,,,0,,K. Leonard REBOUND (Off:0 Def:3),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Right Corner 3,24+ Right,,,,,,,,,,,134.0,3.0,3.0,0.0,,,,,,
136,PT02M20.00S,2023-04-01T00:33:14.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628415,,,1610612746,14,28,2023-04-01T00:34:14Z,1340000,False,,,0,,D. Brooks personal FOUL (2 PF) (Leonard 2 FT),"[1628415, 202695]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Right,,,,,,,1627964.0,,,,,,,,,,2.0,0.0,Leonard,202695.0
138,PT02M20.00S,2023-04-01T00:33:42.4Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],202695,,,1610612746,14,29,2023-04-01T00:34:30Z,1360000,False,,,0,,K. Leonard Free Throw 1 of 2 (6 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
139,PT02M20.00S,2023-04-01T00:33:44.3Z,1,REGULAR,substitution,out,[],1629630,,,1610612746,14,29,2023-04-01T00:34:05Z,1370000,False,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M20.00S,2023-04-01T00:33:44.3Z,1,REGULAR,substitution,out,[],1628415,,,1610612746,14,29,2023-04-01T00:34:05Z,1380000,False,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M20.00S,2023-04-01T00:33:44.3Z,1,REGULAR,substitution,out,[],201569,,,1610612746,14,29,2023-04-01T00:34:05Z,1390000,False,,,0,,SUB out: E. Gordon,[201569],1610612746.0,LAC,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M20.00S,2023-04-01T00:33:44.3Z,1,REGULAR,substitution,out,[],1627826,,,1610612746,14,29,2023-04-01T00:34:05Z,1400000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M20.00S,2023-04-01T00:33:44.3Z,1,REGULAR,substitution,in,[],1626145,,,1610612746,14,29,2023-04-01T00:34:05Z,1410000,False,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M20.00S,2023-04-01T00:33:44.3Z,1,REGULAR,substitution,in,[],1630217,,,1610612746,14,29,2023-04-01T00:34:05Z,1420000,False,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M20.00S,2023-04-01T00:33:44.3Z,1,REGULAR,substitution,in,[],203486,,,1610612746,14,29,2023-04-01T00:34:05Z,1430000,False,,,0,,SUB in: M. Plumlee,[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT02M20.00S,2023-04-01T00:33:44.3Z,1,REGULAR,substitution,in,[],1630538,,,1610612746,14,29,2023-04-01T00:34:05Z,1440000,False,,,0,,SUB in: B. Hyland,[1630538],1610612746.0,LAC,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M20.00S,2023-04-01T00:33:42.4Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],202695,,,1610612746,14,30,2023-04-01T00:34:30Z,1450000,False,,,0,,K. Leonard Free Throw 2 of 2 (7 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
148,PT02M04.00S,2023-04-01T00:34:34.2Z,1,REGULAR,turnover,out-of-bounds,[],1628379,,,1610612763,14,30,2023-04-01T00:34:39Z,1460000,False,,,0,,L. Kennard step out-of-bounds TURNOVER (1 TO),[1628379],1610612763.0,MEM,step,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,1.0,,,,,,203593.0,,,,,,,,,,,,,
149,PT02M04.00S,2023-04-01T00:34:37.9Z,1,REGULAR,substitution,out,[],202695,,,1610612746,14,30,2023-04-01T00:34:50Z,1470000,False,,,0,,SUB out: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT02M04.00S,2023-04-01T00:34:37.9Z,1,REGULAR,substitution,in,[],203496,,,1610612746,14,30,2023-04-01T00:34:50Z,1480000,False,,,0,,SUB in: R. Covington,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT01M55.00S,2023-04-01T00:34:59.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630538,6.652431011826544,66.91176470588235,1610612746,14,30,2023-04-01T00:35:03Z,1490000,False,-85.0,10.0,1,left,MISS B. Hyland 8' fadeaway Shot,[1630538],1610612746.0,LAC,fadeaway,,,Hyland,B. Hyland,,,,,Mid-Range,8-16 Left,,,,8.52,Missed,,,,,,,,,,,,,,,
152,PT01M53.00S,2023-04-01T00:35:01.3Z,1,REGULAR,rebound,defensive,[],1630214,,,1610612763,14,30,2023-04-01T00:35:03Z,1500000,False,,,0,,X. Tillman REBOUND (Off:2 Def:3),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Mid-Range,8-16 Left,,,,,,,,,,,151.0,5.0,3.0,2.0,,,,,,
153,PT01M45.00S,2023-04-01T00:35:09.3Z,1,REGULAR,3pt,Jump Shot,[],1626145,79.84559789750328,91.17647058823529,1610612763,14,30,2023-04-01T00:35:15Z,1510000,False,206.0,137.0,1,right,MISS T. Jones 24' 3PT,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,,24.73,Missed,,,,,,,,,,,,,,,
154,PT01M41.00S,2023-04-01T00:35:13.3Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,14,30,2023-04-01T00:35:15Z,1520000,False,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,153.0,1.0,1.0,0.0,,,,,,
155,PT01M38.00S,2023-04-01T00:35:17.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628379,,,1610612746,14,30,2023-04-01T00:35:44Z,1530000,False,,,0,,L. Kennard shooting personal FOUL (1 PF) (Mann 2 FT),"[1628379, 1629611]",1610612763.0,MEM,shooting,,,Kennard,L. Kennard,,,,,Restricted Area,0-8 Center,,,,,,,203593.0,,,,,,,,,,1.0,0.0,Mann,1629611.0
157,PT01M38.00S,2023-04-01T00:35:45.6Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629611,,,1610612746,14,31,2023-04-01T00:35:45Z,1550000,False,,,0,,T. Mann Free Throw 1 of 2 (1 PTS),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
158,PT01M38.00S,2023-04-01T00:35:59.9Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629611,,,1610612746,14,32,2023-04-01T00:35:59Z,1560000,False,,,0,,T. Mann Free Throw 2 of 2 (2 PTS),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
159,PT01M23.00S,2023-04-01T00:36:16.2Z,1,REGULAR,foul,offensive,['inpenalty'],1630583,,,1610612763,14,32,2023-04-01T00:36:30Z,1570000,False,,,0,,S. Aldama offensive FOUL (2 PF),"[1630583, 203496]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Right Center,,,,,,,201639.0,,,,,,,,,,2.0,0.0,Covington,203496.0
161,PT01M23.00S,2023-04-01T00:36:16.2Z,1,REGULAR,turnover,offensive foul,[],1630583,,,1610612763,14,32,2023-04-01T00:36:16Z,1590000,False,,,0,,S. Aldama offensive foul TURNOVER (1 TO),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Right Center,1.0,,,,,,201639.0,,,,,,,,,,,,,
162,PT01M14.00S,2023-04-01T00:36:45.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630217,,,1610612746,14,32,2023-04-01T00:37:09Z,1600000,False,,,0,,D. Bane shooting personal FOUL (1 PF) (Plumlee 2 FT),"[1630217, 203486]",1610612763.0,MEM,shooting,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,,,,201639.0,,,,,,,,,,1.0,0.0,Plumlee,203486.0
164,PT01M14.00S,2023-04-01T00:37:14.3Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203486,,,1610612746,14,33,2023-04-01T00:37:14Z,1620000,False,,,0,,M. Plumlee Free Throw 1 of 2 (1 PTS),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
