actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
631,PT07M03.00S,2023-01-12T03:01:38.8Z,4,REGULAR,substitution,out,[],1628991,,,1610612763,123,113,2023-01-12T03:01:47Z,6240000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT07M03.00S,2023-01-12T03:01:38.8Z,4,REGULAR,substitution,in,[],1630583,,,1610612763,123,113,2023-01-12T03:01:47Z,6250000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT06M53.00S,2023-01-12T03:03:06.9Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1628415,78.26872536136662,66.91176470588235,1610612763,123,113,2023-01-12T03:03:11Z,6270000,False,85.0,152.0,1,right,MISS D. Brooks 17' pullup Shot,[1628415],1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Right Center,17.38,Missed,,,,,,,,,,,,,,,,,,
635,PT06M50.00S,2023-01-12T03:03:09.9Z,4,REGULAR,rebound,defensive,[],203926,,,1610612759,123,113,2023-01-12T03:03:11Z,6280000,False,,,0,,D. McDermott REBOUND (Off:0 Def:3),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Mid-Range,16-24 Right Center,,,,,634.0,,,,,3.0,3.0,0.0,,,,,,,,
636,PT06M43.00S,2023-01-12T03:03:17.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203926,8.492115637319317,54.65686274509803,1610612759,123,113,2023-01-12T03:03:23Z,6290000,False,-23.0,27.0,1,left,MISS D. McDermott driving finger roll Layup,[203926],1610612759.0,SAS,driving finger roll,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,3.59,Missed,,,,,,,,,,,,,,,,,,
637,PT06M39.00S,2023-01-12T03:03:20.7Z,4,REGULAR,rebound,defensive,[],1630583,,,1610612763,123,113,2023-01-12T03:03:20Z,6300000,False,,,0,,S. Aldama REBOUND (Off:0 Def:5),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,,,636.0,,,,,5.0,5.0,0.0,,,,,,,,
638,PT06M38.00S,2023-01-12T03:03:22.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629630,93.51182654402102,49.754901960784316,1610612763,125,113,2023-01-12T03:03:27Z,6310000,False,-1.0,8.0,1,right,J. Morant running DUNK (31 PTS),[1629630],1610612763.0,MEM,running,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,0.86,Made,,,,31.0,,,,,,,,,,,,,,
639,PT06M38.00S,2023-01-12T03:03:27.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,125,113,2023-01-12T03:03:27Z,6320000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT06M14.00S,2023-01-12T03:06:40.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,13.222733245729303,43.38235294117647,1610612759,125,115,2023-01-12T03:06:45Z,6330000,False,33.0,72.0,1,left,T. Jones 7' driving floating Jump Shot (17 PTS) (D. McDermott 1 AST),"[1630200, 203926]",1610612759.0,SAS,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,7.91,Made,,,,17.0,D. McDermott,203926.0,1.0,,,,,,,,,,,
642,PT05M56.00S,2023-01-12T03:06:58.6Z,4,REGULAR,3pt,Jump Shot,[],1629630,70.51576872536137,20.833333333333336,1610612763,128,115,2023-01-12T03:07:04Z,6340000,False,-146.0,225.0,1,right,J. Morant 26' 3PT pullup (34 PTS) (Z. Williams 1 AST),"[1629630, 1630533]",1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,Above the Break 3,24+ Left Center,26.79,Made,,,,34.0,Z. Williams,1630533.0,1.0,,,,,,,,,,,
644,PT05M44.00S,2023-01-12T03:07:11.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,8.360709592641262,52.450980392156865,1610612759,128,115,2023-01-12T03:07:20Z,6360000,False,-12.0,26.0,1,left,MISS J. Poeltl Layup,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,2.89,Missed,,,,,,,,,,,,,,,,,,
645,PT05M42.00S,2023-01-12T03:07:13.8Z,4,REGULAR,rebound,defensive,[],203500,,,1610612763,128,115,2023-01-12T03:07:20Z,6370000,False,,,0,,S. Adams REBOUND (Off:5 Def:9),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,,,,,644.0,,,,,14.0,9.0,5.0,,,,,,,,
646,PT05M38.00S,2023-01-12T03:07:18.1Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1628415,76.42904073587385,11.76470588235294,1610612763,128,115,2023-01-12T03:07:25Z,6380000,False,-191.0,169.0,1,right,MISS D. Brooks 25' running pullup 3PT,[1628415],1610612763.0,MEM,running pullup,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,25.52,Missed,,,,,,,,,,,,,,,,,,
647,PT05M38.00S,2023-01-12T03:07:18.1Z,4,REGULAR,rebound,defensive,[],203926,,,1610612759,128,115,2023-01-12T03:07:25Z,6390000,False,,,0,,D. McDermott REBOUND (Off:0 Def:4),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Left Center,,,,,646.0,,,,,4.0,4.0,0.0,,,,,,,,
648,PT05M26.00S,2023-01-12T03:07:29.1Z,4,REGULAR,turnover,lost ball,[],1629640,,,1610612759,128,115,2023-01-12T03:07:33Z,6400000,False,,,0,,K. Johnson lost ball TURNOVER (2 TO),"[1629640, 1628415]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,2.0,,,,,Brooks,1628415.0
649,PT05M26.00S,2023-01-12T03:07:29.1Z,4,REGULAR,steal,,[],1628415,,,1610612763,128,115,2023-01-12T03:07:31Z,6410000,False,,,0,,D. Brooks STEAL (1 STL),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
650,PT05M06.00S,2023-01-12T03:07:48.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629630,69.07030223390277,67.8921568627451,1610612763,128,115,2023-01-12T03:07:52Z,6420000,False,89.0,238.0,1,right,MISS J. Morant 25' pullup 3PT,[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,Above the Break 3,24+ Right Center,25.45,Missed,,,,,,,,,,,,,,,,,,
651,PT05M04.00S,2023-01-12T03:07:50.7Z,4,REGULAR,rebound,defensive,[],1629640,,,1610612759,128,115,2023-01-12T03:07:52Z,6430000,False,,,0,,K. Johnson REBOUND (Off:1 Def:3),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,650.0,,,,,4.0,3.0,1.0,,,,,,,,
652,PT04M53.00S,2023-01-12T03:08:01.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,6.783837056504599,51.71568627450981,1610612759,128,117,2023-01-12T03:08:09Z,6440000,False,-9.0,11.0,1,left,J. Poeltl finger roll Layup (17 PTS),[1627751],1610612759.0,SAS,finger roll,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,1.42,Made,,,,17.0,,,,,,,,,,,,,,
654,PT04M33.00S,2023-01-12T03:08:22.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,82.21090670170827,49.01960784313725,1610612763,128,117,2023-01-12T03:08:30Z,6460000,False,-5.0,115.0,1,right,MISS D. Brooks 11' floating Shot,[1628415],1610612763.0,MEM,floating,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,11.48,Missed,,,,,,,,,,,,,,,,,,
655,PT04M30.00S,2023-01-12T03:08:25.0Z,4,REGULAR,rebound,defensive,[],203926,,,1610612759,128,117,2023-01-12T03:08:30Z,6470000,False,,,0,,D. McDermott REBOUND (Off:0 Def:5),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,In The Paint (Non-RA),8-16 Center,,,,,654.0,,,,,5.0,5.0,0.0,,,,,,,,
656,PT04M27.00S,2023-01-12T03:08:28.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631110,7.178055190538765,44.36274509803921,1610612759,128,119,2023-01-12T03:08:36Z,6480000,False,28.0,15.0,1,left,J. Sochan running finger roll Layup (11 PTS) (D. McDermott 2 AST),"[1631110, 203926]",1610612759.0,SAS,running finger roll,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,3.19,Made,,,,11.0,D. McDermott,203926.0,2.0,,,,,,,,,,,
658,PT04M27.00S,2023-01-12T03:08:32.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612763,128,119,2023-01-12T03:08:32Z,6500000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT04M27.00S,2023-01-12T03:09:12.5Z,4,REGULAR,substitution,out,[],1630533,,,1610612763,128,119,2023-01-12T03:09:54Z,6510000,False,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT04M27.00S,2023-01-12T03:09:12.5Z,4,REGULAR,substitution,out,[],1630583,,,1610612763,128,119,2023-01-12T03:09:54Z,6520000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT04M27.00S,2023-01-12T03:09:12.5Z,4,REGULAR,substitution,in,[],1630217,,,1610612763,128,119,2023-01-12T03:09:54Z,6530000,False,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT04M27.00S,2023-01-12T03:09:12.5Z,4,REGULAR,substitution,in,[],1628991,,,1610612763,128,119,2023-01-12T03:09:54Z,6540000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
671,PT04M27.00S,2023-01-12T03:09:12.5Z,4,REGULAR,substitution,out,[],203926,,,1610612763,128,119,2023-01-12T03:11:02Z,6545000,False,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
672,PT04M27.00S,2023-01-12T03:09:12.5Z,4,REGULAR,substitution,in,[],1626196,,,1610612763,128,119,2023-01-12T03:11:02Z,6547500,False,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT04M10.00S,2023-01-12T03:10:24.1Z,4,REGULAR,turnover,bad pass,[],1630217,,,1610612763,128,119,2023-01-12T03:10:27Z,6550000,False,,,0,,D. Bane bad pass TURNOVER (3 TO),"[1630217, 1630200]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,3.0,,,,,Jones,1630200.0
665,PT04M10.00S,2023-01-12T03:10:24.1Z,4,REGULAR,steal,,[],1630200,,,1610612759,128,119,2023-01-12T03:10:25Z,6560000,False,,,0,,T. Jones STEAL (3 STL),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
666,PT04M07.00S,2023-01-12T03:10:27.7Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626196,25.969119579500656,81.37254901960785,1610612759,128,119,2023-01-12T03:10:40Z,6570000,False,-157.0,192.0,1,left,MISS J. Richardson 24' running 3PT,[1626196],1610612759.0,SAS,running,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Left Center,24.76,Missed,,,,,,,,,,,,,,,,,,
667,PT03M59.00S,2023-01-12T03:10:34.8Z,4,REGULAR,rebound,offensive,[],1627751,,,1610612759,128,119,2023-01-12T03:10:34Z,6580000,False,,,0,,J. Poeltl REBOUND (Off:6 Def:5),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Left Center,,,,,666.0,,,,,11.0,5.0,6.0,,,,,,,,
668,PT03M57.00S,2023-01-12T03:10:37.5Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629640,29.122864651773984,22.058823529411764,1610612759,128,119,2023-01-12T03:10:43Z,6590000,False,140.0,221.0,1,left,MISS K. Johnson 26' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,26.17,Missed,,,,,,,,,,,,,,,,,,
669,PT03M54.00S,2023-01-12T03:10:40.5Z,4,REGULAR,rebound,defensive,[],203500,,,1610612763,128,119,2023-01-12T03:10:43Z,6600000,False,,,0,,S. Adams REBOUND (Off:5 Def:10),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Above the Break 3,24+ Right Center,,,,,668.0,,,,,15.0,10.0,5.0,,,,,,,,
670,PT03M35.00S,2023-01-12T03:10:59.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629630,91.67214191852825,50.0,1610612763,130,119,2023-01-12T03:11:08Z,6610000,False,0.0,26.0,1,right,J. Morant driving DUNK (36 PTS),[1629630],1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,2.58,Made,,,,36.0,,,,,,,,,,,,,,
673,PT03M28.00S,2023-01-12T03:11:08.5Z,4,REGULAR,foul,personal,[],1628991,,,1610612759,130,119,2023-01-12T03:11:30Z,6620000,False,,,0,,J. Jackson Jr. personal FOUL (4 PF),"[1628991, 1630200]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,101284.0,,4.0,1.0,Jones,1630200.0,,
675,PT03M20.00S,2023-01-12T03:11:42.7Z,4,REGULAR,3pt,Jump Shot,[],1630200,30.305519053876477,71.56862745098039,1610612759,130,122,2023-01-12T03:11:47Z,6640000,False,-108.0,232.0,1,left,T. Jones 25' 3PT  (20 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,25.62,Made,,,,20.0,,,,,,,,,,,,,,
676,PT02M55.00S,2023-01-12T03:12:07.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,82.9993429697766,41.911764705882355,1610612763,130,122,2023-01-12T03:12:12Z,6650000,False,-40.0,107.0,1,right,MISS J. Morant 11' pullup Shot,[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,11.47,Missed,,,,,,,,,,,,,,,,,,
677,PT02M52.00S,2023-01-12T03:12:10.9Z,4,REGULAR,rebound,defensive,[],1630200,,,1610612759,130,122,2023-01-12T03:12:12Z,6660000,False,,,0,,T. Jones REBOUND (Off:1 Def:3),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,676.0,,,,,4.0,3.0,1.0,,,,,,,,
678,PT02M50.00S,2023-01-12T03:12:14.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629640,6.521024967148489,45.83333333333333,1610612759,130,124,2023-01-12T03:12:27Z,6670000,False,21.0,9.0,1,left,K. Johnson running finger roll Layup (23 PTS) (T. Jones 6 AST),"[1629640, 1630200]",1610612759.0,SAS,running finger roll,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,2.26,Made,,,,23.0,T. Jones,1630200.0,6.0,,,,,,,,,,,
680,PT02M50.00S,2023-01-12T03:12:17.7Z,4,REGULAR,foul,personal,['2freethrow'],1628991,,,1610612759,130,124,2023-01-12T03:15:39Z,6690000,False,,,0,,J. Jackson Jr. flagrant-type-1 personal FOUL (5 PF) (Johnson 2 FT),"[1628991, 1629640]",1610612763.0,MEM,flagrant-type-1,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1155.0,,5.0,1.0,Johnson,1629640.0,,
683,PT02M50.00S,2023-01-12T03:14:48.0Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1629640,,,1610612759,130,124,2023-01-12T03:15:26Z,6720000,False,,,0,,MISS K. Johnson flagrant Free Throw 1 of 2,[1629640],1610612759.0,SAS,flagrant,,,Johnson,K. Johnson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
684,PT02M50.00S,2023-01-12T03:14:48.0Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,130,124,2023-01-12T03:14:48Z,6730000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,683.0,,,,,,,,,,,,,,,
685,PT02M50.00S,2023-01-12T03:14:48.0Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1629640,,,1610612759,130,125,2023-01-12T03:15:26Z,6740000,False,,,0,,K. Johnson flagrant Free Throw 2 of 2 (24 PTS),[1629640],1610612759.0,SAS,flagrant,,,Johnson,K. Johnson,,,,,,,,Made,,,,24.0,,,,,,,,,,,,,,
686,PT02M50.00S,2023-01-12T03:15:00.1Z,4,REGULAR,substitution,out,[],1631110,,,1610612763,130,125,2023-01-12T03:15:10Z,6750000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
687,PT02M50.00S,2023-01-12T03:15:00.1Z,4,REGULAR,substitution,in,[],203926,,,1610612763,130,125,2023-01-12T03:15:10Z,6760000,False,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
688,PT02M41.00S,2023-01-12T03:15:23.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626196,14.799605781865965,40.68627450980392,1610612759,130,127,2023-01-12T03:22:01Z,6770000,False,47.0,87.0,1,left,J. Richardson 9' driving floating Jump Shot (12 PTS),[1626196],1610612759.0,SAS,driving floating,,,Richardson,J. Richardson,,,,,In The Paint (Non-RA),8-16 Center,9.83,Made,,,,12.0,,,,,,,,,,,,,,
689,PT02M16.00S,2023-01-12T03:15:48.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,87.99277266754271,50.0,1610612763,130,127,2023-01-12T03:16:17Z,6780000,False,0.0,60.0,1,right,MISS J. Jackson Jr. 6' turnaround Shot,[1628991],1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.04,Missed,,,,,,,,,,,,,,,,,,
690,PT02M16.00S,2023-01-12T03:15:48.9Z,4,REGULAR,rebound,offensive,[],203500,,,1610612763,130,127,2023-01-12T03:16:17Z,6790000,False,,,0,,S. Adams REBOUND (Off:6 Def:10),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,,,,,689.0,,,,,16.0,10.0,6.0,,,,,,,,
691,PT02M15.00S,2023-01-12T03:15:52.6Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612763,130,127,2023-01-12T03:16:30Z,6800000,False,,,0,,MEM shot clock Team TURNOVER,[],1610612763.0,MEM,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,101284.0,,,,,,,
692,PT02M03.00S,2023-01-12T03:16:20.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203926,6.1268068331143235,55.14705882352941,1610612759,130,127,2023-01-12T03:16:34Z,6810000,False,-26.0,5.0,1,left,MISS D. McDermott cutting finger roll Layup - blocked,"[203926, 203500]",1610612759.0,SAS,cutting finger roll,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,2.62,Missed,Adams,203500.0,,,,,,,,,,,,,,,,
693,PT02M03.00S,2023-01-12T03:16:20.2Z,4,REGULAR,block,,[],203500,,,1610612759,130,127,2023-01-12T03:16:22Z,6820000,False,,,0,,S. Adams BLOCK (3 BLK),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
694,PT02M00.00S,2023-01-12T03:16:23.2Z,4,REGULAR,rebound,defensive,[],1628991,,,1610612763,130,127,2023-01-12T03:16:34Z,6830000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:9),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,692.0,,,,,10.0,9.0,1.0,,,,,,,,
695,PT01M43.00S,2023-01-12T03:16:40.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,87.59855453350855,49.754901960784316,1610612763,130,127,2023-01-12T03:16:44Z,6840000,False,-1.0,64.0,1,right,MISS J. Morant 6' pullup Shot,[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,6.41,Missed,,,,,,,,,,,,,,,,,,
696,PT01M43.00S,2023-01-12T03:16:40.3Z,4,REGULAR,rebound,offensive,[],203500,,,1610612763,130,127,2023-01-12T03:17:52Z,6850000,False,,,0,,S. Adams REBOUND (Off:7 Def:10),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,,,,,695.0,,,,,17.0,10.0,7.0,,,,,,,,
697,PT01M43.00S,2023-01-12T03:16:42.9Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203500,94.40999984741211,50.0,1610612763,132,127,2023-01-12T03:18:11Z,6860000,False,0.0,0.0,1,right,S. Adams tip Layup (11 PTS),[203500],1610612763.0,MEM,tip,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,0.0,Made,,,,11.0,,,,,,,,,,,,,,
698,PT01M26.00S,2023-01-12T03:17:02.7Z,4,REGULAR,3pt,Jump Shot,[],1626196,30.17411300919842,73.77450980392157,1610612759,132,127,2023-01-12T03:17:07Z,6870000,False,-119.0,231.0,1,left,MISS J. Richardson 25' 3PT,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Left Center,25.99,Missed,,,,,,,,,,,,,,,,,,
699,PT01M23.00S,2023-01-12T03:17:05.7Z,4,REGULAR,rebound,defensive,[],1628991,,,1610612763,132,127,2023-01-12T03:17:07Z,6880000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:10),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,,,,,698.0,,,,,11.0,10.0,1.0,,,,,,,,
700,PT01M01.00S,2023-01-12T03:17:26.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,92.85479632063075,46.568627450980394,1610612763,132,127,2023-01-12T03:17:32Z,6890000,False,-17.0,15.0,1,right,MISS D. Bane driving floating bank Shot,[1630217],1610612763.0,MEM,driving floating bank,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,2.26,Missed,,,,,,,,,,,,,,,,,,
701,PT01M01.00S,2023-01-12T03:17:26.3Z,4,REGULAR,rebound,offensive,[],1628991,,,1610612763,132,127,2023-01-12T03:18:00Z,6900000,False,,,0,,J. Jackson Jr. REBOUND (Off:2 Def:10),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,700.0,,,,,12.0,10.0,2.0,,,,,,,,
702,PT01M01.00S,2023-01-12T03:17:40.6Z,4,REGULAR,foul,personal,['2freethrow'],1626196,,,1610612763,132,127,2023-01-12T03:17:55Z,6910000,False,,,0,,J. Richardson shooting personal FOUL (3 PF) (Jackson Jr. 2 FT),"[1626196, 1628991]",1610612759.0,SAS,shooting,,,Richardson,J. Richardson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1155.0,,3.0,0.0,Jackson Jr.,1628991.0,,
705,PT01M01.00S,2023-01-12T03:19:32.3Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1628991,,,1610612763,133,127,2023-01-12T03:20:01Z,6940000,False,,,0,,J. Jackson Jr. Free Throw 1 of 2 (21 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,,,,21.0,,,,,,,,,,,,,,
706,PT01M01.00S,2023-01-12T03:19:32.3Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1628991,,,1610612763,133,127,2023-01-12T03:20:01Z,6950000,False,,,0,,MISS J. Jackson Jr. Free Throw 2 of 2,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
707,PT00M59.40S,2023-01-12T03:19:33.9Z,4,REGULAR,rebound,defensive,[],1627751,,,1610612759,133,127,2023-01-12T03:20:01Z,6960000,False,,,0,,J. Poeltl REBOUND (Off:6 Def:6),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,706.0,,,,,12.0,6.0,6.0,,,,,,,,
708,PT00M51.30S,2023-01-12T03:20:07.6Z,4,REGULAR,3pt,Jump Shot,[],1629640,28.991458607095925,24.019607843137255,1610612759,133,127,2023-01-12T03:20:14Z,6970000,False,130.0,220.0,1,left,MISS K. Johnson 25' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,25.55,Missed,,,,,,,,,,,,,,,,,,
709,PT00M46.00S,2023-01-12T03:20:12.9Z,4,REGULAR,rebound,offensive,[],1630200,,,1610612759,133,127,2023-01-12T03:26:40Z,6980000,False,,,0,,T. Jones REBOUND (Off:2 Def:3),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,,,708.0,,,,,5.0,3.0,2.0,,,,,,,,
710,PT00M44.00S,2023-01-12T03:20:15.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203926,31.225361366622867,30.14705882352941,1610612759,133,127,2023-01-12T03:20:26Z,6990000,False,99.0,241.0,1,left,MISS D. McDermott 26' 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Right Center,26.07,Missed,,,,,,,,,,,,,,,,,,
711,PT00M41.70S,2023-01-12T03:20:17.7Z,4,REGULAR,rebound,offensive,[],1630200,,,1610612759,133,127,2023-01-12T03:20:26Z,7000000,False,,,0,,T. Jones REBOUND (Off:3 Def:3),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,,,710.0,,,,,6.0,3.0,3.0,,,,,,,,
