actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
504,PT10M54.00S,2023-01-03T01:50:17.6Z,4,REGULAR,rebound,defensive,[],1628984,,,1610612740,87,83,2023-01-03T01:50:21Z,5000000,False,,,0,,D. Graham REBOUND (Off:1 Def:2),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,Above the Break 3,24+ Center,,,,,,503.0,3.0,2.0,1.0,,,,,,,,,,,
505,PT10M45.00S,2023-01-03T01:50:26.9Z,4,REGULAR,turnover,lost ball,[],202685,,,1610612740,87,83,2023-01-03T01:50:32Z,5010000,False,,,0,,J. Valanciunas lost ball TURNOVER (2 TO),"[202685, 1627777]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,2.0,,,,,,,,,Niang,1627777.0
506,PT10M45.00S,2023-01-03T01:50:26.9Z,4,REGULAR,steal,,[],1627777,,,1610612755,87,83,2023-01-03T01:50:29Z,5020000,False,,,0,,G. Niang STEAL (1 STL),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
507,PT10M38.00S,2023-01-03T01:50:33.9Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201935,90.71944809461235,50.0,1610612755,89,83,2023-01-03T01:50:41Z,5030000,False,0.0,35.0,1,right,J. Harden driving floating Jump Shot (21 PTS),[201935],1610612755.0,PHI,driving floating,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,3.47,Made,21.0,,,,,,,,,,,,,,,,,
508,PT10M26.00S,2023-01-03T01:50:46.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202685,6.093955321944804,47.549019607843135,1610612740,89,85,2023-01-03T01:52:32Z,5040000,False,12.0,5.0,1,left,J. Valanciunas cutting Layup (12 PTS) (C. McCollum 5 AST),"[202685, 203468]",1610612740.0,NOP,cutting,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,1.32,Made,12.0,,,,,,,,C. McCollum,203468.0,5.0,,,,,,,
510,PT10M07.00S,2023-01-03T01:51:04.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,93.61038107752957,55.14705882352941,1610612755,89,85,2023-01-03T01:51:10Z,5060000,False,26.0,8.0,1,right,MISS T. Maxey driving finger roll Layup - blocked,"[1630178, 1629637]",1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,2.68,Missed,,Hayes,1629637.0,,,,,,,,,,,,,,,
511,PT10M07.00S,2023-01-03T01:51:04.9Z,4,REGULAR,block,,[],1629637,,,1610612755,89,85,2023-01-03T01:51:07Z,5070000,False,,,0,,J. Hayes BLOCK (1 BLK),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
512,PT10M05.00S,2023-01-03T01:51:06.9Z,4,REGULAR,rebound,defensive,[],202685,,,1610612740,89,85,2023-01-03T01:51:10Z,5080000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:8),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,510.0,9.0,8.0,1.0,,,,,,,,,,,
513,PT10M02.00S,2023-01-03T01:51:10.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630230,7.145203679369246,49.01960784313726,1610612740,89,87,2023-01-03T01:51:17Z,5090000,False,5.0,15.0,1,left,N. Marshall running Layup (8 PTS) (D. Graham 5 AST),"[1630230, 1628984]",1610612740.0,NOP,running,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,1.55,Made,8.0,,,,,,,,D. Graham,1628984.0,5.0,,,,,,,
515,PT09M43.00S,2023-01-03T01:51:28.4Z,4,REGULAR,3pt,Jump Shot,[],1627777,70.3515111695138,75.49019607843138,1610612755,89,87,2023-01-03T01:51:33Z,5110000,False,127.0,226.0,1,right,MISS G. Niang 25' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Right Center,25.97,Missed,,,,,,,,,,,,,,,,,,
516,PT09M40.00S,2023-01-03T01:51:31.4Z,4,REGULAR,rebound,defensive,[],202685,,,1610612740,89,87,2023-01-03T01:51:33Z,5120000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:9),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Right Center,,,,,,515.0,10.0,9.0,1.0,,,,,,,,,,,
517,PT09M38.00S,2023-01-03T01:51:36.6Z,4,REGULAR,foul,personal,['2freethrow'],1630178,,,1610612740,89,87,2023-01-03T01:51:42Z,5130000,False,,,0,,T. Maxey shooting personal FOUL (2 PF) (Graham 2 FT),"[1630178, 1628984]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1627519.0,2.0,0.0,Graham,1628984.0,,
519,PT09M38.00S,2023-01-03T01:52:13.8Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1628984,,,1610612740,89,88,2023-01-03T01:52:13Z,5150000,False,,,0,,D. Graham Free Throw 1 of 2 (1 PTS),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
520,PT09M38.00S,2023-01-03T01:52:16.5Z,4,REGULAR,substitution,out,[],202685,,,1610612740,89,88,2023-01-03T01:52:19Z,5160000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT09M38.00S,2023-01-03T01:52:16.5Z,4,REGULAR,substitution,in,[],1626195,,,1610612740,89,88,2023-01-03T01:52:19Z,5170000,False,,,0,,SUB in: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT09M38.00S,2023-01-03T01:52:32.8Z,4,REGULAR,substitution,out,[],1629003,,,1610612740,89,88,2023-01-03T01:52:35Z,5180000,False,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT09M38.00S,2023-01-03T01:52:32.8Z,4,REGULAR,substitution,in,[],1629680,,,1610612740,89,88,2023-01-03T01:52:35Z,5190000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT09M38.00S,2023-01-03T01:52:52.7Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1628984,,,1610612740,89,89,2023-01-03T01:52:52Z,5200000,False,,,0,,D. Graham Free Throw 2 of 2 (2 PTS),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
525,PT09M26.00S,2023-01-03T01:53:05.8Z,4,REGULAR,3pt,Jump Shot,[],1630178,93.87319316688567,4.166666666666657,1610612755,92,89,2023-01-03T01:53:11Z,5210000,False,-229.0,5.0,1,right,T. Maxey 3PT  (10 PTS) (M. Harrell 1 AST),"[1630178, 1626149]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Left Corner 3,24+ Left,22.93,Made,10.0,,,,,,,,M. Harrell,1626149.0,1.0,,,,,,,
527,PT09M06.00S,2023-01-03T01:53:25.3Z,4,REGULAR,turnover,bad pass,[],203468,,,1610612740,92,89,2023-01-03T01:53:32Z,5230000,False,,,0,,C. McCollum bad pass TURNOVER (3 TO),"[203468, 1626149]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,,,,,,,,,,3.0,,,,,,,,,Harrell,1626149.0
528,PT09M06.00S,2023-01-03T01:53:25.3Z,4,REGULAR,steal,,[],1626149,,,1610612755,92,89,2023-01-03T01:53:27Z,5240000,False,,,0,,M. Harrell STEAL (2 STL),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
529,PT09M00.00S,2023-01-03T01:53:32.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626149,95.31865965834429,45.09803921568627,1610612755,92,89,2023-01-03T01:53:37Z,5250000,False,-25.0,-8.0,1,right,MISS M. Harrell Layup - blocked,"[1626149, 1629637]",1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,Restricted Area,0-8 Center,2.59,Missed,,Hayes,1629637.0,,,,,,,,,,,,,,,
530,PT09M00.00S,2023-01-03T01:53:32.0Z,4,REGULAR,block,,[],1629637,,,1610612755,92,89,2023-01-03T01:53:34Z,5260000,False,,,0,,J. Hayes BLOCK (2 BLK),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
531,PT09M00.00S,2023-01-03T01:53:32.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612755,92,89,2023-01-03T01:53:37Z,5270000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,,529.0,,,,,,,,,,,,,,
533,PT09M00.00S,2023-01-03T01:53:39.3Z,4,REGULAR,substitution,out,[],1628984,,,1610612755,92,89,2023-01-03T01:53:42Z,5290000,False,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT09M00.00S,2023-01-03T01:53:39.3Z,4,REGULAR,substitution,in,[],1630631,,,1610612755,92,89,2023-01-03T01:53:42Z,5300000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT08M47.00S,2023-01-03T01:54:08.1Z,4,REGULAR,foul,personal,['2freethrow'],1630230,,,1610612755,92,89,2023-01-03T01:54:13Z,5310000,False,,,0,,N. Marshall shooting personal FOUL (2 PF) (Harden 2 FT),"[1630230, 201935]",1610612740.0,NOP,shooting,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1627541.0,2.0,0.0,Harden,201935.0,,
537,PT08M47.00S,2023-01-03T01:54:34.6Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",201935,,,1610612755,92,89,2023-01-03T01:54:56Z,5330000,False,,,0,,MISS J. Harden Free Throw 1 of 2,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
538,PT08M47.00S,2023-01-03T01:54:34.6Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612755,92,89,2023-01-03T01:54:56Z,5340000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,537.0,,,,,,,,,,,,,,
539,PT08M47.00S,2023-01-03T01:54:34.6Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",201935,,,1610612755,92,89,2023-01-03T01:54:56Z,5350000,False,,,0,,MISS J. Harden Free Throw 2 of 2,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
540,PT08M46.00S,2023-01-03T01:54:35.6Z,4,REGULAR,rebound,defensive,[],1630230,,,1610612740,92,89,2023-01-03T01:54:56Z,5360000,False,,,0,,N. Marshall REBOUND (Off:1 Def:3),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,539.0,4.0,3.0,1.0,,,,,,,,,,,
541,PT08M35.00S,2023-01-03T01:55:06.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630230,16.080814717476997,47.79411764705882,1610612740,92,89,2023-01-03T01:55:19Z,5370000,False,11.0,99.0,1,left,MISS N. Marshall 9' driving Layup - blocked,"[1630230, 1627777]",1610612740.0,NOP,driving,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Center,9.93,Missed,,Niang,1627777.0,,,,,,,,,,,,,,,
542,PT08M35.00S,2023-01-03T01:55:06.6Z,4,REGULAR,block,,[],1627777,,,1610612740,92,89,2023-01-03T01:55:08Z,5380000,False,,,0,,G. Niang BLOCK (1 BLK),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
543,PT08M34.00S,2023-01-03T01:55:07.6Z,4,REGULAR,rebound,offensive,[],1630230,,,1610612740,92,89,2023-01-03T01:56:55Z,5390000,False,,,0,,N. Marshall REBOUND (Off:2 Def:3),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Center,,,,,,541.0,5.0,3.0,2.0,,,,,,,,,,,
544,PT08M33.00S,2023-01-03T01:55:15.7Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630230,5.590000152587891,50.0,1610612740,92,91,2023-01-03T01:57:07Z,5400000,False,0.0,0.0,1,left,N. Marshall putback Layup (10 PTS),[1630230],1610612740.0,NOP,putback,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,0.0,Made,10.0,,,,,,,,,,,,,,,,,
545,PT08M21.00S,2023-01-03T01:55:20.9Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1626149,94.13600525624179,50.245098039215684,1610612755,94,91,2023-01-03T01:55:30Z,5410000,False,1.0,3.0,1,right,M. Harrell cutting DUNK (2 PTS) (J. Harden 6 AST),"[1626149, 201935]",1610612755.0,PHI,cutting,,,Harrell,M. Harrell,,,,,Restricted Area,0-8 Center,0.29,Made,2.0,,,,,,,,J. Harden,201935.0,6.0,,,,,,,
547,PT08M02.00S,2023-01-03T01:55:39.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630631,9.116294349540084,46.81372549019608,1610612740,94,91,2023-01-03T01:57:54Z,5430000,False,16.0,33.0,1,left,MISS J. Alvarado driving Layup,[1630631],1610612740.0,NOP,driving,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,3.68,Missed,,,,,,,,,,,,,,,,,,
548,PT08M00.00S,2023-01-03T01:55:41.0Z,4,REGULAR,rebound,defensive,[],1626149,,,1610612755,94,91,2023-01-03T01:55:41Z,5440000,False,,,0,,M. Harrell REBOUND (Off:0 Def:1),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,Restricted Area,0-8 Center,,,,,,547.0,1.0,1.0,0.0,,,,,,,,,,,
549,PT07M40.00S,2023-01-03T01:56:02.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,95.45006570302233,52.94117647058824,1610612755,96,91,2023-01-03T01:56:06Z,5450000,False,15.0,-10.0,1,right,T. Maxey driving Layup (12 PTS) (G. Niang 4 AST),"[1630178, 1627777]",1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.76,Made,12.0,,,,,,,,G. Niang,1627777.0,4.0,,,,,,,
553,PT07M31.00S,2023-01-03T01:56:30.9Z,4,REGULAR,substitution,out,[],1630230,,,1610612740,96,91,2023-01-03T01:56:34Z,5490000,False,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT07M31.00S,2023-01-03T01:56:30.9Z,4,REGULAR,substitution,in,[],1630529,,,1610612740,96,91,2023-01-03T01:56:34Z,5500000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT07M28.00S,2023-01-03T01:56:40.5Z,4,REGULAR,2pt,Jump Shot,[],203468,8.327858081471746,77.20588235294117,1610612740,96,93,2023-01-03T01:57:15Z,5510000,False,-136.0,26.0,1,left,C. McCollum 13' pullup Jump Shot (18 PTS) (J. Alvarado 2 AST),"[203468, 1630631]",1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Left,13.84,Made,18.0,,,,,,,,J. Alvarado,1630631.0,2.0,,,,,,,
557,PT07M13.00S,2023-01-03T01:56:56.0Z,4,REGULAR,3pt,Jump Shot,[],1627777,87.9599211563732,96.56862745098039,1610612755,99,93,2023-01-03T01:57:06Z,5530000,False,233.0,61.0,1,right,G. Niang 24' 3PT  (15 PTS) (M. Harrell 2 AST),"[1627777, 1626149]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,Right Corner 3,24+ Right,24.06,Made,15.0,,,,,,,,M. Harrell,1626149.0,2.0,,,,,,,
559,PT07M02.00S,2023-01-03T01:57:07.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,16.080814717476997,55.63725490196079,1610612740,99,93,2023-01-03T01:59:40Z,5550000,False,-28.0,99.0,1,left,MISS C. McCollum 10' driving floating Shot - blocked,"[203468, 1629680]",1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,10.26,Missed,,Thybulle,1629680.0,,,,,,,,,,,,,,,
560,PT07M02.00S,2023-01-03T01:57:07.9Z,4,REGULAR,block,,[],1629680,,,1610612740,99,93,2023-01-03T01:57:11Z,5560000,False,,,0,,M. Thybulle BLOCK (1 BLK),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
561,PT07M02.00S,2023-01-03T01:57:07.9Z,4,REGULAR,rebound,defensive,[],201935,,,1610612755,99,93,2023-01-03T01:57:35Z,5570000,False,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,,,,,,559.0,2.0,2.0,0.0,,,,,,,,,,,
562,PT06M54.00S,2023-01-03T01:57:17.4Z,4,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612755,99,93,2023-01-03T01:57:36Z,5580000,False,,,0,,H. Jones shooting personal FOUL (2 PF) (Harrell 2 FT),"[1630529, 1626149]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1627519.0,2.0,0.0,Harrell,1626149.0,,
564,PT06M54.00S,2023-01-03T01:57:47.4Z,4,REGULAR,foul,technical,['1freethrow'],203468,,,1610612755,99,93,2023-01-03T02:00:28Z,5600000,False,,,0,,C. McCollum technical FOUL (1 Tech),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,1627541.0,0.0,1.0,,,,
565,PT06M54.00S,2023-01-03T01:58:07.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,99,93,2023-01-03T01:58:07Z,5610000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT06M54.00S,2023-01-03T01:59:54.2Z,4,REGULAR,substitution,out,[],1626195,,,1610612755,99,93,2023-01-03T02:00:00Z,5620000,False,,,0,,SUB out: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT06M54.00S,2023-01-03T01:59:54.2Z,4,REGULAR,substitution,in,[],1630530,,,1610612755,99,93,2023-01-03T02:00:00Z,5630000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT06M54.00S,2023-01-03T02:00:43.4Z,4,REGULAR,freethrow,1 of 1,[],201935,,,1610612755,100,93,2023-01-03T02:00:43Z,5640000,False,,,0,,J. Harden technical Free Throw 1 of 1 (22 PTS),[201935],1610612755.0,PHI,technical,,,Harden,J. Harden,,,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
569,PT06M54.00S,2023-01-03T02:01:12.7Z,4,REGULAR,freethrow,1 of 2,[],1626149,,,1610612755,101,93,2023-01-03T02:01:39Z,5650000,False,,,0,,M. Harrell Free Throw 1 of 2 (3 PTS),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
570,PT06M54.00S,2023-01-03T02:01:12.7Z,4,REGULAR,freethrow,2 of 2,[],1626149,,,1610612755,101,93,2023-01-03T02:01:39Z,5660000,False,,,0,,MISS M. Harrell Free Throw 2 of 2,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
571,PT06M52.00S,2023-01-03T02:01:14.7Z,4,REGULAR,rebound,defensive,[],1630530,,,1610612740,101,93,2023-01-03T02:01:54Z,5670000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:6),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,570.0,6.0,6.0,0.0,,,,,,,,,,,
572,PT06M35.00S,2023-01-03T02:01:57.1Z,4,REGULAR,foul,personal,['2freethrow'],1627777,,,1610612740,101,93,2023-01-03T02:02:02Z,5680000,False,,,0,,G. Niang shooting personal FOUL (3 PF) (Hayes 2 FT),"[1627777, 1629637]",1610612755.0,PHI,shooting,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2882.0,3.0,0.0,Hayes,1629637.0,,
574,PT06M35.00S,2023-01-03T02:02:29.8Z,4,REGULAR,freethrow,1 of 2,[],1629637,,,1610612740,101,94,2023-01-03T02:02:55Z,5700000,False,,,0,,J. Hayes Free Throw 1 of 2 (6 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
575,PT06M35.00S,2023-01-03T02:02:30.5Z,4,REGULAR,substitution,out,[],1626149,,,1610612740,101,94,2023-01-03T02:02:33Z,5710000,False,,,0,,SUB out: M. Harrell,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT06M35.00S,2023-01-03T02:02:30.5Z,4,REGULAR,substitution,in,[],203954,,,1610612740,101,94,2023-01-03T02:02:33Z,5720000,False,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT06M35.00S,2023-01-03T02:02:29.8Z,4,REGULAR,freethrow,2 of 2,[],1629637,,,1610612740,101,94,2023-01-03T02:02:55Z,5730000,False,,,0,,MISS J. Hayes Free Throw 2 of 2,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
578,PT06M33.00S,2023-01-03T02:02:31.8Z,4,REGULAR,rebound,defensive,[],1627777,,,1610612755,101,94,2023-01-03T02:02:55Z,5740000,False,,,0,,G. Niang REBOUND (Off:2 Def:3),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,577.0,5.0,3.0,2.0,,,,,,,,,,,
579,PT06M25.00S,2023-01-03T02:03:02.0Z,4,REGULAR,3pt,Jump Shot,[],1627777,69.03745072273324,30.882352941176478,1610612755,101,94,2023-01-03T02:03:08Z,5750000,False,-96.0,239.0,1,right,MISS G. Niang 25' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,25.69,Missed,,,,,,,,,,,,,,,,,,
580,PT06M22.00S,2023-01-03T02:03:05.0Z,4,REGULAR,rebound,defensive,[],1629637,,,1610612740,101,94,2023-01-03T02:03:08Z,5760000,False,,,0,,J. Hayes REBOUND (Off:0 Def:2),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,Above the Break 3,24+ Left Center,,,,,,579.0,2.0,2.0,0.0,,,,,,,,,,,
581,PT06M06.00S,2023-01-03T02:03:21.3Z,4,REGULAR,2pt,Jump Shot,[],1629637,27.513140604467807,49.26470588235294,1610612740,101,94,2023-01-03T02:03:27Z,5770000,False,4.0,206.0,1,left,MISS J. Hayes 20' pullup Shot,[1629637],1610612740.0,NOP,pullup,,,Hayes,J. Hayes,,,,,Mid-Range,16-24 Center,20.61,Missed,,,,,,,,,,,,,,,,,,
582,PT06M03.00S,2023-01-03T02:03:24.3Z,4,REGULAR,rebound,defensive,[],1630178,,,1610612755,101,94,2023-01-03T02:03:27Z,5780000,False,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Center,,,,,,581.0,1.0,1.0,0.0,,,,,,,,,,,
583,PT05M52.00S,2023-01-03T02:03:35.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,90.71944809461235,47.30392156862745,1610612755,101,94,2023-01-03T02:03:41Z,5790000,False,-13.0,35.0,1,right,MISS J. Harden driving floating Shot - blocked,"[201935, 1630530]",1610612755.0,PHI,driving floating,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,3.72,Missed,,Murphy III,1630530.0,,,,,,,,,,,,,,,
584,PT05M52.00S,2023-01-03T02:03:35.5Z,4,REGULAR,block,,[],1630530,,,1610612755,101,94,2023-01-03T02:03:37Z,5800000,False,,,0,,T. Murphy III BLOCK (1 BLK),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
585,PT05M48.00S,2023-01-03T02:03:39.5Z,4,REGULAR,rebound,offensive,[],1629680,,,1610612755,101,94,2023-01-03T02:03:41Z,5810000,False,,,0,,M. Thybulle REBOUND (Off:1 Def:0),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,Restricted Area,0-8 Center,,,,,,583.0,1.0,0.0,1.0,,,,,,,,,,,
586,PT05M47.00S,2023-01-03T02:03:39.8Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629680,92.42772667542707,64.4607843137255,1610612755,103,94,2023-01-03T02:03:58Z,5820000,False,72.0,19.0,1,right,M. Thybulle 7' floating Jump Shot (2 PTS),[1629680],1610612755.0,PHI,floating,,,Thybulle,M. Thybulle,,,,,In The Paint (Non-RA),0-8 Center,7.47,Made,2.0,,,,,,,,,,,,,,,,,
587,PT05M21.00S,2023-01-03T02:04:05.0Z,4,REGULAR,2pt,Jump Shot,[],1629637,24.227989487516425,49.754901960784316,1610612740,103,96,2023-01-03T02:04:10Z,5830000,False,1.0,175.0,1,left,J. Hayes 17' floating Jump Shot (8 PTS) (J. Alvarado 3 AST),"[1629637, 1630631]",1610612740.0,NOP,floating,,,Hayes,J. Hayes,,,,,Mid-Range,16-24 Center,17.52,Made,8.0,,,,,,,,J. Alvarado,1630631.0,3.0,,,,,,,
