actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
91,PT05M29.00S,2022-11-04T23:24:30.5Z,1,REGULAR,3pt,Jump Shot,[],1629628,95.3515111695138,97.54901960784314,1610612752,13,7,2022-11-04T23:24:35Z,910000,238.0,-9.0,1,right,MISS R. Barrett 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Right Corner 3,24+ Right,,,,,,,,,23.79,Missed,,,,,,,,,,
92,PT05M27.00S,2022-11-04T23:24:32.5Z,1,REGULAR,rebound,defensive,[],200782,,,1610612755,13,7,2022-11-04T23:24:35Z,920000,,,0,,P. Tucker REBOUND (Off:0 Def:2),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Right Corner 3,24+ Right,,,,,,,,,,,91.0,2.0,2.0,0.0,,,,,,
93,PT05M16.00S,2022-11-04T23:24:43.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,10.068988173455978,47.794117647058826,1610612755,13,7,2022-11-04T23:37:23Z,930000,11.0,42.0,1,left,MISS T. Harris floating Shot,[202699],1610612755.0,PHI,floating,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,4.35,Missed,,,,,,,,,,
94,PT05M14.00S,2022-11-04T23:24:45.4Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,13,7,2022-11-04T23:24:47Z,940000,,,0,,R. Barrett REBOUND (Off:0 Def:4),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,,,,,,,,93.0,4.0,4.0,0.0,,,,,,
95,PT05M08.00S,2022-11-04T23:24:51.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629628,92.85479632063075,47.05882352941176,1610612752,13,9,2022-11-04T23:24:56Z,950000,-15.0,15.0,1,right,R. Barrett running Layup (5 PTS),[1629628],1610612752.0,NYK,running,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,,,,,,2.08,Made,,,,,5.0,,,,,
96,PT04M45.00S,2022-11-04T23:25:14.4Z,1,REGULAR,3pt,Jump Shot,[],202699,25.706307490144546,13.23529411764706,1610612755,16,9,2022-11-04T23:25:18Z,960000,184.0,189.0,1,left,T. Harris 26' 3PT  (7 PTS) (T. Maxey 1 AST),"[202699, 1630178]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,,,,,,,,,26.37,Made,,,,,7.0,T. Maxey,1630178.0,1.0,,
98,PT04M37.00S,2022-11-04T23:25:26.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629003,,,1610612752,16,9,2022-11-04T23:25:31Z,980000,,,0,,S. Milton shooting personal FOUL (2 PF) (Brunson 2 FT),"[1629003, 1628973]",1610612755.0,PHI,shooting,,,Milton,S. Milton,,,,,Mid-Range,8-16 Left,,,,101284.0,2.0,0.0,Brunson,1628973.0,,,,,,,,,,,,
100,PT04M37.00S,2022-11-04T23:25:56.5Z,1,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,16,10,2022-11-04T23:25:56Z,1000000,,,0,,J. Brunson Free Throw 1 of 2 (1 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,Made,,,,,1.0,,,,,
101,PT04M37.00S,2022-11-04T23:26:19.2Z,1,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,16,11,2022-11-04T23:26:19Z,1010000,,,0,,J. Brunson Free Throw 2 of 2 (2 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,Made,,,,,2.0,,,,,
102,PT04M25.00S,2022-11-04T23:26:35.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626149,16.770696452036795,50.98039215686274,1610612755,16,11,2022-11-04T23:26:39Z,1020000,-5.0,105.0,1,left,MISS M. Harrell 10' driving floating Shot,[1626149],1610612755.0,PHI,driving floating,,,Harrell,M. Harrell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,10.52,Missed,,,,,,,,,,
103,PT04M23.00S,2022-11-04T23:26:37.3Z,1,REGULAR,rebound,offensive,[],202699,,,1610612755,16,11,2022-11-04T23:26:37Z,1030000,,,0,,T. Harris REBOUND (Off:1 Def:2),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,102.0,3.0,2.0,1.0,,,,,,
104,PT04M10.00S,2022-11-04T23:26:50.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626149,7.5722733245729295,50.0,1610612755,16,11,2022-11-04T23:26:55Z,1040000,0.0,19.0,1,left,MISS M. Harrell Layup - blocked,"[1626149, 1628392]",1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,Restricted Area,0-8 Center,,,,,,,,,1.87,Missed,,,,,,,,,Hartenstein,1628392.0
105,PT04M10.00S,2022-11-04T23:26:50.9Z,1,REGULAR,block,,[],1628392,,,1610612755,16,11,2022-11-04T23:26:53Z,1050000,,,0,,I. Hartenstein BLOCK (1 BLK),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
106,PT04M09.00S,2022-11-04T23:26:51.9Z,1,REGULAR,rebound,offensive,[],1629003,,,1610612755,16,11,2022-11-04T23:26:55Z,1060000,,,0,,S. Milton REBOUND (Off:1 Def:0),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,104.0,1.0,0.0,1.0,,,,,,
107,PT04M09.00S,2022-11-04T23:26:55.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629003,13.485545335085414,50.0,1610612755,18,11,2022-11-04T23:26:59Z,1070000,0.0,74.0,1,left,S. Milton 7' driving floating Jump Shot (2 PTS),[1629003],1610612755.0,PHI,driving floating,,,Milton,S. Milton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,7.43,Made,,,,,2.0,,,,,
108,PT04M09.00S,2022-11-04T23:27:01.5Z,1,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1629003,,,1610612752,18,11,2022-11-04T23:27:11Z,1080000,,,0,,S. Milton technical FOUL (1 Tech),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,Mid-Range,8-16 Right,,,,101284.0,2.0,1.0,,,,,,,,,,,,,,
109,PT04M09.00S,2022-11-04T23:27:20.6Z,1,REGULAR,freethrow,1 of 1,[],1630193,,,1610612752,18,12,2022-11-04T23:27:20Z,1090000,,,0,,I. Quickley technical Free Throw 1 of 1 (1 PTS),[1630193],1610612752.0,NYK,technical,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,Made,,,,,1.0,,,,,
110,PT04M09.00S,2022-11-04T23:27:23.7Z,1,REGULAR,substitution,out,[],1626149,,,1610612752,18,12,2022-11-04T23:27:32Z,1100000,,,0,,SUB out: M. Harrell,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M09.00S,2022-11-04T23:27:23.7Z,1,REGULAR,substitution,out,[],200782,,,1610612752,18,12,2022-11-04T23:27:32Z,1110000,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M09.00S,2022-11-04T23:27:23.7Z,1,REGULAR,substitution,out,[],1628973,,,1610612752,18,12,2022-11-04T23:27:32Z,1120000,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M09.00S,2022-11-04T23:27:23.7Z,1,REGULAR,substitution,in,[],1630194,,,1610612752,18,12,2022-11-04T23:27:32Z,1130000,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M09.00S,2022-11-04T23:27:23.7Z,1,REGULAR,substitution,in,[],1627777,,,1610612752,18,12,2022-11-04T23:27:32Z,1140000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT04M09.00S,2022-11-04T23:27:23.7Z,1,REGULAR,substitution,in,[],201565,,,1610612752,18,12,2022-11-04T23:27:32Z,1150000,,,0,,SUB in: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT04M00.00S,2022-11-04T23:27:52.4Z,1,REGULAR,3pt,Jump Shot,[],203944,68.80749014454665,76.7156862745098,1610612752,18,12,2022-11-04T23:28:02Z,1160000,134.0,241.0,1,right,MISS J. Randle 27' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,,,,,,,,,27.53,Missed,,,,,,,,,,
117,PT03M53.00S,2022-11-04T23:27:59.4Z,1,REGULAR,rebound,offensive,[],1628392,,,1610612752,18,12,2022-11-04T23:28:02Z,1170000,,,0,,I. Hartenstein REBOUND (Off:1 Def:0),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,116.0,1.0,0.0,1.0,,,,,,
118,PT03M53.00S,2022-11-04T23:27:59.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628392,94.40999984741211,50.0,1610612752,18,12,2022-11-04T23:27:59Z,1180000,0.0,0.0,1,right,MISS I. Hartenstein putback Layup,[1628392],1610612752.0,NYK,putback,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,8-16 Left,,,,,,,,,0.0,Missed,,,,,,,,,,
119,PT03M51.00S,2022-11-04T23:28:01.1Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,18,12,2022-11-04T23:28:01Z,1190000,,,0,,T. Harris REBOUND (Off:1 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Mid-Range,8-16 Left,,,,,,,,,,,118.0,4.0,3.0,1.0,,,,,,
120,PT03M51.00S,2022-11-04T23:28:05.3Z,1,REGULAR,turnover,out-of-bounds,[],202699,,,1610612755,18,12,2022-11-04T23:28:11Z,1200000,,,0,,T. Harris bad pass out-of-bounds TURNOVER (1 TO),[202699],1610612755.0,PHI,bad pass,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,203593.0,,,,,,,,,,,,,,,,
121,PT03M30.00S,2022-11-04T23:28:33.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203944,94.1688567674113,50.49019607843137,1610612752,18,14,2022-11-04T23:28:37Z,1210000,2.0,2.0,1,right,J. Randle DUNK (6 PTS) (I. Quickley 1 AST),"[203944, 1630193]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,,,0.34,Made,,,,,6.0,I. Quickley,1630193.0,1.0,,
123,PT03M29.00S,2022-11-04T23:28:40.3Z,1,REGULAR,foul,offensive,['inpenalty'],1630178,,,1610612755,18,14,2022-11-04T23:28:48Z,1230000,,,0,,T. Maxey offensive FOUL (1 PF),"[1630178, 1630193]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Left,,,,203054.0,1.0,0.0,Quickley,1630193.0,,,,,,,,,,,,
125,PT03M29.00S,2022-11-04T23:28:40.3Z,1,REGULAR,turnover,offensive foul,[],1630178,,,1610612755,18,14,2022-11-04T23:28:40Z,1250000,,,0,,T. Maxey offensive foul TURNOVER (1 TO),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Left,1.0,,,203054.0,,,,,,,,,,,,,,,,
128,PT03M19.00S,2022-11-04T23:29:13.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201565,88.51839684625493,96.81372549019608,1610612752,18,14,2022-11-04T23:29:17Z,1260000,234.0,55.0,1,right,MISS D. Rose 24' 3PT,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,Right Corner 3,24+ Right,,,,,,,,,24.06,Missed,,,,,,,,,,
129,PT03M16.00S,2022-11-04T23:29:16.3Z,1,REGULAR,rebound,offensive,[],203944,,,1610612752,18,14,2022-11-04T23:29:16Z,1270000,,,0,,J. Randle REBOUND (Off:1 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Right Corner 3,24+ Right,,,,,,,,,,,128.0,2.0,1.0,1.0,,,,,,
130,PT03M11.00S,2022-11-04T23:29:23.9Z,1,REGULAR,turnover,traveling,[],203944,,,1610612752,18,14,2022-11-04T23:29:30Z,1280000,,,0,,J. Randle traveling TURNOVER (4 TO),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,4.0,,,101284.0,,,,,,,,,,,,,,,,
131,PT02M59.00S,2022-11-04T23:29:48.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627777,23.340998685939553,90.44117647058823,1610612755,18,14,2022-11-04T23:29:52Z,1290000,-202.0,167.0,1,left,MISS G. Niang 26' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,,,,,,,,,26.22,Missed,,,,,,,,,,
132,PT02M55.00S,2022-11-04T23:29:52.1Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,18,14,2022-11-04T23:29:52Z,1300000,,,0,,R. Barrett REBOUND (Off:0 Def:5),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,131.0,5.0,5.0,0.0,,,,,,
133,PT02M50.00S,2022-11-04T23:29:56.6Z,1,REGULAR,3pt,Jump Shot,[],1629628,67.09921156373193,34.31372549019608,1610612752,18,14,2022-11-04T23:30:04Z,1310000,-78.0,257.0,1,right,MISS R. Barrett 26' pullup 3PT,[1629628],1610612752.0,NYK,pullup,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,,,,,,,,,26.85,Missed,,,,,,,,,,
134,PT02M47.00S,2022-11-04T23:29:59.6Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,18,14,2022-11-04T23:30:04Z,1320000,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,,,,,,,,133.0,1.0,1.0,0.0,,,,,,
135,PT02M42.00S,2022-11-04T23:30:04.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627777,6.521024967148489,53.67647058823529,1610612755,18,14,2022-11-04T23:30:11Z,1330000,-18.0,9.0,1,left,MISS G. Niang running Layup,[1627777],1610612755.0,PHI,running,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,,,,,,,2.04,Missed,,,,,,,,,,
136,PT02M40.00S,2022-11-04T23:30:06.9Z,1,REGULAR,rebound,offensive,[],202699,,,1610612755,18,14,2022-11-04T23:30:06Z,1340000,,,0,,T. Harris REBOUND (Off:2 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,135.0,5.0,3.0,2.0,,,,,,
137,PT02M35.00S,2022-11-04T23:30:11.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630178,6.652431011826544,45.588235294117645,1610612755,20,14,2022-11-04T23:30:14Z,1350000,22.0,10.0,1,left,T. Maxey driving floating bank Jump Shot (9 PTS) (T. Harris 2 AST),"[1630178, 202699]",1610612755.0,PHI,driving floating bank,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,,,,2.43,Made,,,,,9.0,T. Harris,202699.0,2.0,,
139,PT02M24.00S,2022-11-04T23:30:22.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628392,93.9060446780552,51.470588235294116,1610612752,20,16,2022-11-04T23:30:26Z,1370000,7.0,5.0,1,right,I. Hartenstein DUNK (2 PTS) (D. Rose 1 AST),"[1628392, 201565]",1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,0.88,Made,,,,,2.0,D. Rose,201565.0,1.0,,
141,PT02M09.00S,2022-11-04T23:30:41.2Z,1,REGULAR,turnover,traveling,[],1630194,,,1610612755,20,16,2022-11-04T23:30:46Z,1390000,,,0,,P. Reed traveling TURNOVER (1 TO),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),8-16 Center,1.0,,,203054.0,,,,,,,,,,,,,,,,
142,PT02M09.00S,2022-11-04T23:30:47.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,20,16,2022-11-04T23:30:47Z,1400000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M09.00S,2022-11-04T23:32:44.9Z,1,REGULAR,substitution,out,[],1629628,,,1610612752,20,16,2022-11-04T23:32:56Z,1410000,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M09.00S,2022-11-04T23:32:44.9Z,1,REGULAR,substitution,out,[],203944,,,1610612752,20,16,2022-11-04T23:32:56Z,1420000,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M09.00S,2022-11-04T23:32:44.9Z,1,REGULAR,substitution,in,[],1630167,,,1610612752,20,16,2022-11-04T23:32:56Z,1430000,,,0,,SUB in: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT02M09.00S,2022-11-04T23:32:44.9Z,1,REGULAR,substitution,in,[],203095,,,1610612752,20,16,2022-11-04T23:32:56Z,1440000,,,0,,SUB in: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M09.00S,2022-11-04T23:33:12.8Z,1,REGULAR,substitution,out,[],1630178,,,1610612752,20,16,2022-11-04T23:33:23Z,1450000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT02M09.00S,2022-11-04T23:33:12.8Z,1,REGULAR,substitution,out,[],202699,,,1610612752,20,16,2022-11-04T23:33:23Z,1460000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT02M09.00S,2022-11-04T23:33:12.8Z,1,REGULAR,substitution,in,[],1627788,,,1610612752,20,16,2022-11-04T23:33:23Z,1470000,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT02M09.00S,2022-11-04T23:33:12.8Z,1,REGULAR,substitution,in,[],1629680,,,1610612752,20,16,2022-11-04T23:33:23Z,1480000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT01M59.00S,2022-11-04T23:33:42.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630167,93.51182654402102,51.9607843137255,1610612752,20,18,2022-11-04T23:33:47Z,1490000,10.0,8.0,1,right,O. Toppin alley-oop DUNK (2 PTS) (I. Quickley 2 AST),"[1630167, 1630193]",1610612752.0,NYK,alley-oop,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,,,,,,,1.3,Made,,,,,2.0,I. Quickley,1630193.0,2.0,,
153,PT01M48.00S,2022-11-04T23:33:53.3Z,1,REGULAR,3pt,Jump Shot,[],1629003,32.670827858081466,60.5392156862745,1610612755,20,18,2022-11-04T23:33:57Z,1510000,-53.0,255.0,1,left,MISS S. Milton 26' pullup 3PT,[1629003],1610612755.0,PHI,pullup,,,Milton,S. Milton,,,,,Above the Break 3,24+ Center,,,,,,,,,26.0,Missed,,,,,,,,,,
154,PT01M45.00S,2022-11-04T23:33:56.3Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612752,20,18,2022-11-04T23:33:57Z,1520000,,,0,,I. Hartenstein REBOUND (Off:1 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Center,,,,,,,,,,,153.0,2.0,1.0,1.0,,,,,,
155,PT01M39.00S,2022-11-04T23:34:03.8Z,1,REGULAR,turnover,out-of-bounds,[],1630193,,,1610612752,20,18,2022-11-04T23:34:08Z,1530000,,,0,,I. Quickley bad pass out-of-bounds TURNOVER (1 TO),[1630193],1610612752.0,NYK,bad pass,,,Quickley,I. Quickley,,,,,Mid-Range,8-16 Center,1.0,,,203054.0,,,,,,,,,,,,,,,,
156,PT01M23.00S,2022-11-04T23:34:23.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629680,9.149145860709593,47.794117647058826,1610612755,22,18,2022-11-04T23:34:29Z,1540000,11.0,34.0,1,left,M. Thybulle driving finger roll Layup (2 PTS) (F. Korkmaz 1 AST),"[1629680, 1627788]",1610612755.0,PHI,driving finger roll,,,Thybulle,M. Thybulle,,,,,Restricted Area,0-8 Center,,,,,,,,,3.53,Made,,,,,2.0,F. Korkmaz,1627788.0,1.0,,
158,PT01M18.00S,2022-11-04T23:34:32.7Z,1,REGULAR,turnover,palming,[],201565,,,1610612752,22,18,2022-11-04T23:34:38Z,1560000,,,0,,D. Rose palming TURNOVER (1 TO),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,Above the Break 3,24+ Left Center,1.0,,,101284.0,,,,,,,,,,,,,,,,
159,PT01M00.00S,2022-11-04T23:35:01.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627777,24.392247043363994,87.74509803921569,1610612755,22,18,2022-11-04T23:35:06Z,1570000,-189.0,177.0,1,left,MISS G. Niang 25' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,,,,,,,,,25.86,Missed,,,,,,,,,,
160,PT00M57.50S,2022-11-04T23:35:04.3Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612752,22,18,2022-11-04T23:35:06Z,1580000,,,0,,I. Hartenstein REBOUND (Off:1 Def:2),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,159.0,3.0,2.0,1.0,,,,,,
161,PT00M47.70S,2022-11-04T23:35:15.5Z,1,REGULAR,3pt,Jump Shot,[],1630193,66.70499342969777,60.29411764705882,1610612752,22,21,2022-11-04T23:35:19Z,1590000,51.0,260.0,1,right,I. Quickley 26' 3PT pullup (4 PTS),[1630193],1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,,,,,,,,,26.55,Made,,,,,4.0,,,,,
162,PT00M37.70S,2022-11-04T23:35:29.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629003,13.222733245729303,48.28431372549019,1610612755,22,21,2022-11-04T23:35:33Z,1600000,9.0,72.0,1,left,MISS S. Milton 7' driving floating Shot,[1629003],1610612755.0,PHI,driving floating,,,Milton,S. Milton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,7.23,Missed,,,,,,,,,,
163,PT00M35.40S,2022-11-04T23:35:31.7Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612752,22,21,2022-11-04T23:35:33Z,1610000,,,0,,I. Quickley REBOUND (Off:0 Def:2),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,162.0,2.0,2.0,0.0,,,,,,
164,PT00M20.60S,2022-11-04T23:35:46.5Z,1,REGULAR,3pt,Jump Shot,[],203095,63.81406044678055,43.13725490196079,1610612752,22,21,2022-11-04T23:35:51Z,1620000,-34.0,288.0,1,right,MISS E. Fournier 28' step back 3PT,[203095],1610612752.0,NYK,step back,,,Fournier,E. Fournier,,,,,Above the Break 3,24+ Center,,,,,,,,,28.96,Missed,,,,,,,,,,
165,PT00M16.90S,2022-11-04T23:35:50.2Z,1,REGULAR,rebound,offensive,[],1628392,,,1610612752,22,21,2022-11-04T23:35:50Z,1630000,,,0,,I. Hartenstein REBOUND (Off:2 Def:2),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Center,,,,,,,,,,,164.0,4.0,2.0,2.0,,,,,,
167,PT00M07.20S,2022-11-04T23:36:27.9Z,1,REGULAR,foul,offensive,[],201565,,,1610612752,22,21,2022-11-04T23:36:35Z,1650000,,,0,,D. Rose charge offensive FOUL (1 PF),"[201565, 1627777]",1610612752.0,NYK,charge,,,Rose,D. Rose,,,,,In The Paint (Non-RA),0-8 Center,,,,203054.0,1.0,0.0,Niang,1627777.0,,,,,,,,,,,,
169,PT00M07.20S,2022-11-04T23:36:27.9Z,1,REGULAR,turnover,offensive foul,[],201565,,,1610612752,22,21,2022-11-04T23:36:27Z,1670000,,,0,,D. Rose offensive foul TURNOVER (2 TO),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,In The Paint (Non-RA),0-8 Center,2.0,,,203054.0,,,,,,,,,,,,,,,,
170,PT00M07.20S,2022-11-04T23:36:37.0Z,1,REGULAR,substitution,out,[],1630194,,,1610612755,22,21,2022-11-04T23:36:45Z,1680000,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT00M07.20S,2022-11-04T23:36:37.0Z,1,REGULAR,substitution,in,[],1630178,,,1610612755,22,21,2022-11-04T23:36:45Z,1690000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT00M01.50S,2022-11-04T23:36:54.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629680,25.706307490144546,18.38235294117647,1610612755,22,21,2022-11-04T23:36:58Z,1700000,158.0,189.0,1,left,MISS M. Thybulle 24' 3PT,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Right Center,,,,,,,,,24.65,Missed,,,,,,,,,,
173,PT00M01.50S,2022-11-04T23:36:54.1Z,1,REGULAR,rebound,defensive,[],1630167,,,1610612752,22,21,2022-11-04T23:36:58Z,1710000,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,172.0,1.0,1.0,0.0,,,,,,
