actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
357,PT01M22.00S,2022-11-05T00:06:31.5Z,2,REGULAR,substitution,in,[],1629003,,,1610612752,48,54,2022-11-05T00:06:35Z,3470000,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT01M22.00S,2022-11-05T00:06:28.5Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629628,,,1610612752,48,54,2022-11-05T00:06:50Z,3480000,,,0,,MISS R. Barrett Free Throw 2 of 2,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,Missed,,,,,,,,,,
359,PT01M17.00S,2022-11-05T00:06:33.5Z,2,REGULAR,rebound,defensive,[],1627777,,,1610612755,48,54,2022-11-05T00:06:50Z,3490000,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,358.0,1.0,1.0,0.0,,,,,,
360,PT01M07.00S,2022-11-05T00:06:59.0Z,2,REGULAR,turnover,bad pass,[],1627777,,,1610612755,48,54,2022-11-05T00:07:04Z,3500000,,,0,,G. Niang bad pass TURNOVER (1 TO),"[1627777, 1629629]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,1.0,Reddish,1629629.0,,,,,,,,,,,,,,,,,
361,PT01M07.00S,2022-11-05T00:06:59.0Z,2,REGULAR,steal,,[],1629629,,,1610612752,48,54,2022-11-05T00:07:01Z,3510000,,,0,,C. Reddish STEAL (1 STL),[1629629],1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
362,PT01M03.00S,2022-11-05T00:07:02.1Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629629,92.46057818659659,51.225490196078425,1610612752,48,56,2022-11-05T00:07:17Z,3520000,6.0,18.0,1,right,C. Reddish running DUNK (7 PTS),[1629629],1610612752.0,NYK,running,,,Reddish,C. Reddish,,,,,Restricted Area,0-8 Center,,,,,,,,,1.94,Made,,,,,7.0,,,,,
363,PT00M47.20S,2022-11-05T00:07:19.9Z,2,REGULAR,3pt,Jump Shot,[],202699,30.831143232588698,37.00980392156863,1610612755,51,56,2022-11-05T00:07:23Z,3530000,65.0,237.0,1,left,T. Harris 24' 3PT  (12 PTS) (S. Milton 1 AST),"[202699, 1629003]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Center,,,,,,,,,24.6,Made,,,,,12.0,S. Milton,1629003.0,1.0,,
365,PT00M30.10S,2022-11-05T00:07:40.8Z,2,REGULAR,3pt,Jump Shot,[],1628973,95.0886990801577,96.56862745098039,1610612752,51,56,2022-11-05T00:07:46Z,3550000,233.0,-6.0,1,right,MISS J. Brunson 3PT,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Right Corner 3,24+ Right,,,,,,,,,23.29,Missed,,,,,,,,,,
366,PT00M28.50S,2022-11-05T00:07:45.2Z,2,REGULAR,rebound,offensive,[],203944,,,1610612752,51,56,2022-11-05T00:07:45Z,3560000,,,0,,J. Randle REBOUND (Off:2 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Right Corner 3,24+ Right,,,,,,,,,,,365.0,3.0,1.0,2.0,,,,,,
367,PT00M28.50S,2022-11-05T00:07:45.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203944,94.40999984741211,50.0,1610612752,51,58,2022-11-05T00:10:36Z,3570000,0.0,0.0,1,right,J. Randle tip Layup (13 PTS),[203944],1610612752.0,NYK,tip,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,,,0.0,Made,,,,,13.0,,,,,
368,PT00M07.30S,2022-11-05T00:08:29.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628973,,,1610612755,51,58,2022-11-05T00:16:14Z,3580000,,,0,,J. Brunson personal FOUL (1 PF) (Harrell 2 FT),"[1628973, 1626149]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,,,,203593.0,1.0,0.0,Harrell,1626149.0,,,,,,,,,,,,
381,PT00M07.30S,2022-11-05T00:08:38.1Z,2,REGULAR,freethrow,1 of 2,[],1626149,,,1610612755,52,58,2022-11-05T00:15:50Z,3600000,,,0,,M. Harrell Free Throw 1 of 2 (9 PTS),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,Made,,,,,9.0,,,,,
382,PT00M07.30S,2022-11-05T00:08:38.1Z,2,REGULAR,freethrow,2 of 2,[],1626149,,,1610612755,53,58,2022-11-05T00:15:50Z,3605000,,,0,,M. Harrell Free Throw 2 of 2 (10 PTS),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,Made,,,,,10.0,,,,,
371,PT00M07.30S,2022-11-05T00:08:44.7Z,2,REGULAR,substitution,out,[],1630178,,,1610612752,53,58,2022-11-05T00:15:50Z,3610000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT00M07.30S,2022-11-05T00:08:44.7Z,2,REGULAR,substitution,out,[],202699,,,1610612752,53,58,2022-11-05T00:15:50Z,3620000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT00M07.30S,2022-11-05T00:08:44.7Z,2,REGULAR,substitution,in,[],1630194,,,1610612752,53,58,2022-11-05T00:15:50Z,3630000,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT00M07.30S,2022-11-05T00:08:44.7Z,2,REGULAR,substitution,in,[],1629680,,,1610612752,53,58,2022-11-05T00:15:50Z,3640000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT00M02.60S,2022-11-05T04:08:47.7Z,2,REGULAR,3pt,Jump Shot,[],1629628,65.25952693823915,48.77450980392157,1610612752,53,58,2022-11-05T00:17:02Z,3645000,-6.0,274.0,1,right,MISS R. Barrett 27' running pullup 3PT,[1629628],1610612752.0,NYK,running pullup,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,,,,,,,,,27.42,Missed,,,,,,,,,,
380,PT00M02.60S,2022-11-05T04:08:47.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,53,58,2022-11-05T00:17:02Z,3647500,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,379.0,,,,,,,,,
378,PT00M00.00S,2022-11-05T00:09:31.7Z,2,REGULAR,period,end,[],0,,,1610612752,53,58,2022-11-05T00:09:31Z,3680000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT12M00.00S,2022-11-05T00:24:35.4Z,3,REGULAR,substitution,out,['startperiod'],1627777,,,1610612752,53,58,2022-11-05T00:25:02Z,3690000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT12M00.00S,2022-11-05T00:24:35.4Z,3,REGULAR,substitution,out,['startperiod'],1629003,,,1610612752,53,58,2022-11-05T00:25:02Z,3700000,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT12M00.00S,2022-11-05T00:24:35.4Z,3,REGULAR,substitution,out,['startperiod'],1630194,,,1610612752,53,58,2022-11-05T00:25:02Z,3710000,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT12M00.00S,2022-11-05T00:24:35.4Z,3,REGULAR,substitution,out,['startperiod'],1629680,,,1610612752,53,58,2022-11-05T00:25:02Z,3720000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT12M00.00S,2022-11-05T00:24:35.4Z,3,REGULAR,substitution,out,['startperiod'],1629629,,,1610612752,53,58,2022-11-05T00:25:02Z,3730000,,,0,,SUB out: C. Reddish,[1629629],1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT12M00.00S,2022-11-05T00:24:35.4Z,3,REGULAR,substitution,in,['startperiod'],1630178,,,1610612752,53,58,2022-11-05T00:25:02Z,3740000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT12M00.00S,2022-11-05T00:24:35.4Z,3,REGULAR,substitution,in,['startperiod'],200782,,,1610612752,53,58,2022-11-05T00:25:02Z,3750000,,,0,,SUB in: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT12M00.00S,2022-11-05T00:24:35.4Z,3,REGULAR,substitution,in,['startperiod'],1629001,,,1610612752,53,58,2022-11-05T00:25:02Z,3760000,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT12M00.00S,2022-11-05T00:24:35.4Z,3,REGULAR,substitution,in,['startperiod'],202699,,,1610612752,53,58,2022-11-05T00:25:02Z,3770000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT12M00.00S,2022-11-05T00:24:35.4Z,3,REGULAR,substitution,in,['startperiod'],1629656,,,1610612752,53,58,2022-11-05T00:25:02Z,3780000,,,0,,SUB in: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT12M00.00S,2022-11-05T00:25:04.0Z,3,REGULAR,period,start,[],0,,,1610612755,53,58,2022-11-05T00:25:04Z,3790000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT11M37.00S,2022-11-05T00:25:26.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629001,94.03745072273325,56.61764705882353,1610612755,53,58,2022-11-05T00:25:30Z,3800000,33.0,4.0,1,right,MISS D. Melton driving finger roll Layup - blocked,"[1629001, 1628392]",1610612755.0,PHI,driving finger roll,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,,,,,,,3.33,Missed,,,,,,,,,Hartenstein,1628392.0
395,PT11M37.00S,2022-11-05T00:25:26.1Z,3,REGULAR,block,,[],1628392,,,1610612755,53,58,2022-11-05T00:25:28Z,3810000,,,0,,I. Hartenstein BLOCK (2 BLK),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
396,PT11M34.00S,2022-11-05T00:25:29.1Z,3,REGULAR,rebound,defensive,[],203944,,,1610612752,53,58,2022-11-05T00:25:30Z,3820000,,,0,,J. Randle REBOUND (Off:2 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,,,,,394.0,4.0,2.0,2.0,,,,,,
397,PT11M32.00S,2022-11-05T00:25:31.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629628,5.338370565045992,51.71568627450981,1610612752,53,60,2022-11-05T00:25:37Z,3830000,-9.0,-2.0,1,left,R. Barrett running DUNK (15 PTS) (J. Brunson 4 AST),"[1629628, 1628973]",1610612752.0,NYK,running,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,,,,,,0.89,Made,,,,,15.0,J. Brunson,1628973.0,4.0,,
399,PT11M14.00S,2022-11-05T00:25:48.8Z,3,REGULAR,3pt,Jump Shot,[],202699,90.88370565045992,4.6568627450980395,1610612755,56,60,2022-11-05T00:25:55Z,3850000,-227.0,33.0,1,right,T. Harris 3PT  (15 PTS) (D. Melton 7 AST),"[202699, 1629001]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,Left Corner 3,24+ Left,,,,,,,,,22.91,Made,,,,,15.0,D. Melton,1629001.0,7.0,,
401,PT10M50.00S,2022-11-05T00:26:13.1Z,3,REGULAR,3pt,Jump Shot,[],1628392,27.54599211563732,19.11764705882353,1610612752,56,60,2022-11-05T00:26:18Z,3870000,154.0,206.0,1,left,MISS I. Hartenstein 25' 3PT,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Right Center,,,,,,,,,25.78,Missed,,,,,,,,,,
402,PT10M46.00S,2022-11-05T00:26:17.1Z,3,REGULAR,rebound,defensive,[],202699,,,1610612755,56,60,2022-11-05T00:26:18Z,3880000,,,0,,T. Harris REBOUND (Off:2 Def:4),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,401.0,6.0,4.0,2.0,,,,,,
403,PT10M28.00S,2022-11-05T00:26:35.1Z,3,REGULAR,3pt,Jump Shot,[],202699,68.28186596583443,29.166666666666668,1610612755,56,60,2022-11-05T00:26:40Z,3890000,-104.0,246.0,1,right,MISS T. Harris 26' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,,,,,,,,,26.69,Missed,,,,,,,,,,
404,PT10M26.00S,2022-11-05T00:26:37.1Z,3,REGULAR,rebound,defensive,[],1628973,,,1610612752,56,60,2022-11-05T00:26:40Z,3900000,,,0,,J. Brunson REBOUND (Off:1 Def:3),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,403.0,4.0,3.0,1.0,,,,,,
405,PT10M19.00S,2022-11-05T00:26:44.2Z,3,REGULAR,turnover,bad pass,[],203944,,,1610612752,56,60,2022-11-05T00:26:47Z,3910000,,,0,,J. Randle bad pass TURNOVER (6 TO),"[203944, 1629001]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,16-24 Center,6.0,Melton,1629001.0,,,,,,,,,,,,,,,,,
406,PT10M19.00S,2022-11-05T00:26:44.2Z,3,REGULAR,steal,,[],1629001,,,1610612755,56,60,2022-11-05T00:26:45Z,3920000,,,0,,D. Melton STEAL (2 STL),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
407,PT10M16.00S,2022-11-05T00:26:47.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629001,92.9862023653088,50.98039215686274,1610612755,56,60,2022-11-05T00:26:56Z,3930000,5.0,13.0,1,right,MISS D. Melton running finger roll Layup - blocked,"[1629001, 203944]",1610612755.0,PHI,running finger roll,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,,,,,,,1.43,Missed,,,,,,,,,Randle,203944.0
408,PT10M16.00S,2022-11-05T00:26:47.6Z,3,REGULAR,block,,[],203944,,,1610612755,56,60,2022-11-05T00:26:50Z,3940000,,,0,,J. Randle BLOCK (1 BLK),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
409,PT10M16.00S,2022-11-05T00:26:47.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612755,56,60,2022-11-05T00:26:56Z,3950000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,407.0,,,,,,,,,
411,PT10M14.00S,2022-11-05T00:27:09.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202699,89.56964520367937,51.225490196078425,1610612755,56,60,2022-11-05T00:27:14Z,3970000,6.0,46.0,1,right,MISS T. Harris alley-oop Layup,[202699],1610612755.0,PHI,alley-oop,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,4.59,Missed,,,,,,,,,,
412,PT10M11.00S,2022-11-05T00:27:12.2Z,3,REGULAR,rebound,defensive,[],1628392,,,1610612752,56,60,2022-11-05T00:27:14Z,3980000,,,0,,I. Hartenstein REBOUND (Off:2 Def:6),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,411.0,8.0,6.0,2.0,,,,,,
413,PT10M07.00S,2022-11-05T00:27:16.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628973,9.543363994743759,45.09803921568628,1610612752,56,62,2022-11-05T00:27:22Z,3990000,25.0,37.0,1,left,J. Brunson running Layup (15 PTS) (J. Randle 3 AST),"[1628973, 203944]",1610612752.0,NYK,running,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,4.45,Made,,,,,15.0,J. Randle,203944.0,3.0,,
415,PT09M44.00S,2022-11-05T00:27:38.2Z,3,REGULAR,3pt,Jump Shot,[],1629001,69.85873850197109,23.774509803921568,1610612755,56,62,2022-11-05T00:27:42Z,4010000,-131.0,231.0,1,right,MISS D. Melton 26' 3PT,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,26.54,Missed,,,,,,,,,,
416,PT09M42.00S,2022-11-05T00:27:40.2Z,3,REGULAR,rebound,defensive,[],1628973,,,1610612752,56,62,2022-11-05T00:27:42Z,4020000,,,0,,J. Brunson REBOUND (Off:1 Def:4),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,415.0,5.0,4.0,1.0,,,,,,
417,PT09M36.00S,2022-11-05T00:27:47.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,18.2161629434954,48.77450980392157,1610612752,56,62,2022-11-05T00:27:54Z,4030000,6.0,119.0,1,left,MISS I. Hartenstein 11' floating Shot,[1628392],1610612752.0,NYK,floating,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,11.89,Missed,,,,,,,,,,
418,PT09M35.00S,2022-11-05T00:27:49.9Z,3,REGULAR,rebound,offensive,[],1628392,,,1610612752,56,62,2022-11-05T00:27:49Z,4040000,,,0,,I. Hartenstein REBOUND (Off:3 Def:6),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,417.0,9.0,6.0,3.0,,,,,,
419,PT09M35.00S,2022-11-05T00:27:51.2Z,3,REGULAR,foul,personal,[],1626149,,,1610612752,56,62,2022-11-05T00:27:58Z,4050000,,,0,,M. Harrell personal FOUL (1 PF),"[1626149, 1628392]",1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,In The Paint (Non-RA),8-16 Center,,,,101284.0,1.0,0.0,Hartenstein,1628392.0,,,,,,,,,,,,
421,PT09M26.00S,2022-11-05T00:28:17.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628392,6.1268068331143235,51.225490196078425,1610612752,56,64,2022-11-05T00:28:22Z,4070000,-6.0,5.0,1,left,I. Hartenstein driving Layup (6 PTS) (J. Brunson 5 AST),"[1628392, 1628973]",1610612752.0,NYK,driving,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,0.8,Made,,,,,6.0,J. Brunson,1628973.0,5.0,,
423,PT09M14.00S,2022-11-05T00:28:28.4Z,3,REGULAR,3pt,Jump Shot,[],1629001,68.67608409986859,72.30392156862744,1610612755,59,64,2022-11-05T00:28:33Z,4090000,112.0,242.0,1,right,D. Melton 26' 3PT  (9 PTS) (T. Maxey 5 AST),"[1629001, 1630178]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,26.64,Made,,,,,9.0,T. Maxey,1630178.0,5.0,,
425,PT09M03.00S,2022-11-05T00:28:40.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,6.258212877792378,45.34313725490196,1610612752,59,66,2022-11-05T00:29:00Z,4110000,23.0,6.0,1,left,R. Barrett driving floating Jump Shot (17 PTS),[1629628],1610612752.0,NYK,driving floating,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,,,,,,2.41,Made,,,,,17.0,,,,,
426,PT08M43.00S,2022-11-05T00:29:00.2Z,3,REGULAR,3pt,Jump Shot,[],1630178,75.77201051248358,10.784313725490197,1610612755,59,66,2022-11-05T00:29:05Z,4120000,-196.0,175.0,1,right,MISS T. Maxey 26' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,26.3,Missed,,,,,,,,,,
427,PT08M41.00S,2022-11-05T00:29:02.2Z,3,REGULAR,rebound,offensive,[],1630178,,,1610612755,59,66,2022-11-05T00:29:05Z,4130000,,,0,,T. Maxey REBOUND (Off:1 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,426.0,2.0,1.0,1.0,,,,,,
428,PT08M28.00S,2022-11-05T00:29:15.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630178,93.77463863337714,51.71568627450981,1610612755,61,66,2022-11-05T00:29:21Z,4140000,9.0,6.0,1,right,T. Maxey driving DUNK (19 PTS) (D. Melton 8 AST),"[1630178, 1629001]",1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,,,,1.05,Made,,,,,19.0,D. Melton,1629001.0,8.0,,
430,PT08M03.00S,2022-11-05T00:29:40.3Z,3,REGULAR,2pt,Jump Shot,[],203944,16.507884362680684,26.225490196078432,1610612752,61,66,2022-11-05T00:29:45Z,4160000,119.0,103.0,1,left,MISS J. Randle 15' pullup Shot,[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,Mid-Range,8-16 Right,,,,,,,,,15.71,Missed,,,,,,,,,,
431,PT08M00.00S,2022-11-05T00:29:43.3Z,3,REGULAR,rebound,defensive,[],1626149,,,1610612755,61,66,2022-11-05T00:29:45Z,4170000,,,0,,M. Harrell REBOUND (Off:0 Def:5),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,Mid-Range,8-16 Right,,,,,,,,,,,430.0,5.0,5.0,0.0,,,,,,
432,PT07M53.00S,2022-11-05T00:29:50.0Z,3,REGULAR,3pt,Jump Shot,[],1630178,65.78515111695138,62.254901960784316,1610612755,64,66,2022-11-05T00:29:54Z,4180000,61.0,269.0,1,right,T. Maxey 27' 3PT pullup (22 PTS),[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,,,,,,27.6,Made,,,,,22.0,,,,,
433,PT07M52.00S,2022-11-05T00:29:57.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,64,66,2022-11-05T00:29:57Z,4190000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT07M30.00S,2022-11-05T00:33:05.5Z,3,REGULAR,2pt,Jump Shot,[],1628973,9.017739816031538,80.63725490196079,1610612752,64,66,2022-11-05T00:33:12Z,4200000,-153.0,32.0,1,left,MISS J. Brunson 15' pullup Shot,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Left,,,,,,,,,15.66,Missed,,,,,,,,,,
435,PT07M25.00S,2022-11-05T00:33:10.5Z,3,REGULAR,rebound,offensive,[],1628392,,,1610612752,64,66,2022-11-05T00:33:12Z,4210000,,,0,,I. Hartenstein REBOUND (Off:4 Def:6),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,8-16 Left,,,,,,,,,,,434.0,10.0,6.0,4.0,,,,,,
436,PT07M25.00S,2022-11-05T00:33:10.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628392,5.590000152587891,50.0,1610612752,64,66,2022-11-05T00:33:10Z,4220000,0.0,0.0,1,left,MISS I. Hartenstein tip Layup,[1628392],1610612752.0,NYK,tip,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,8-16 Left,,,,,,,,,0.0,Missed,,,,,,,,,,
437,PT07M24.00S,2022-11-05T00:33:11.0Z,3,REGULAR,rebound,defensive,[],1626149,,,1610612755,64,66,2022-11-05T00:33:11Z,4230000,,,0,,M. Harrell REBOUND (Off:0 Def:6),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,Mid-Range,8-16 Left,,,,,,,,,,,436.0,6.0,6.0,0.0,,,,,,
438,PT07M18.00S,2022-11-05T00:33:17.5Z,3,REGULAR,2pt,Jump Shot,[],1630178,74.72076215505913,53.67647058823529,1610612755,66,66,2022-11-05T00:34:43Z,4240000,18.0,185.0,1,right,T. Maxey 18' step back Jump Shot (24 PTS),[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Center,,,,,,,,,18.6,Made,,,,,24.0,,,,,
439,PT07M04.00S,2022-11-05T00:33:32.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,14.273981603153747,57.84313725490197,1610612752,66,66,2022-11-05T00:33:46Z,4250000,-39.0,82.0,1,left,MISS R. Barrett 9' driving Layup - blocked,"[1629628, 202699]",1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,9.06,Missed,,,,,,,,,Harris,202699.0
440,PT07M04.00S,2022-11-05T00:33:32.5Z,3,REGULAR,block,,[],202699,,,1610612752,66,66,2022-11-05T00:33:35Z,4260000,,,0,,T. Harris BLOCK (1 BLK),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
441,PT07M04.00S,2022-11-05T00:33:32.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612752,66,66,2022-11-05T00:33:46Z,4270000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,439.0,,,,,,,,,
