actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
87,PT05M09.00S,2022-10-24T23:23:43.4Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612755,18,17,2022-10-24T23:23:43Z,860000,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Mid-Range,16-24 Left Center,,,86.0,1.0,1.0,0.0,,,,,,,,,,,,,,
88,PT04M53.00S,2022-10-24T23:23:58.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,18.478975032851512,34.55882352941176,1610612755,18,17,2022-10-24T23:24:03Z,870000,77.0,121.0,1,left,MISS J. Harden 14' step back Shot,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Right,14.37,Missed,,,,,,,,,,,,,,,,,,
89,PT04M49.00S,2022-10-24T23:24:02.8Z,1,REGULAR,rebound,offensive,[],1627863,,,1610612755,18,17,2022-10-24T23:24:02Z,880000,,,0,,D. House Jr. REBOUND (Off:1 Def:0),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,88.0,1.0,0.0,1.0,,,,,,,,,,,,,,
90,PT04M49.00S,2022-10-24T23:24:02.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627863,5.590000152587891,50.0,1610612755,20,17,2022-10-24T23:24:02Z,890000,0.0,0.0,1,left,D. House Jr. tip Layup (5 PTS),[1627863],1610612755.0,PHI,tip,,,House Jr.,D. House Jr.,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,5.0,,,,,,,,,,,,,
91,PT04M42.00S,2022-10-24T23:24:09.5Z,1,REGULAR,3pt,Jump Shot,[],1630174,95.3515111695138,4.6568627450980395,1610612754,20,17,2022-10-24T23:24:14Z,900000,-227.0,-9.0,1,right,MISS A. Nesmith 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Left Corner 3,24+ Left,22.69,Missed,,,,,,,,,,,,,,,,,,
92,PT04M39.00S,2022-10-24T23:24:13.1Z,1,REGULAR,rebound,offensive,[],1630188,,,1610612754,20,17,2022-10-24T23:24:13Z,910000,,,0,,J. Smith REBOUND (Off:1 Def:2),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Left Corner 3,24+ Left,,,91.0,3.0,2.0,1.0,,,,,,,,,,,,,,
93,PT04M38.00S,2022-10-24T23:24:18.0Z,1,REGULAR,foul,personal,['2freethrow'],1626149,,,1610612754,20,17,2022-10-24T23:24:24Z,920000,,,0,,M. Harrell shooting personal FOUL (1 PF) (Jackson 2 FT),"[1626149, 1630543]",1610612755.0,PHI,shooting,,,Harrell,M. Harrell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,203177.0,,,1.0,0.0,Jackson,1630543.0
95,PT04M38.00S,2022-10-24T23:24:37.7Z,1,REGULAR,substitution,out,[],1630174,,,1610612754,20,17,2022-10-24T23:24:45Z,940000,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M38.00S,2022-10-24T23:24:37.7Z,1,REGULAR,substitution,in,[],1630537,,,1610612754,20,17,2022-10-24T23:24:45Z,950000,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M38.00S,2022-10-24T23:24:37.7Z,1,REGULAR,substitution,out,[],1630188,,,1610612754,20,17,2022-10-24T23:25:45Z,955000,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M38.00S,2022-10-24T23:24:37.7Z,1,REGULAR,substitution,in,[],1630678,,,1610612754,20,17,2022-10-24T23:25:45Z,957500,,,0,,SUB in: T. Taylor,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M38.00S,2022-10-24T23:24:53.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630543,,,1610612754,20,17,2022-10-24T23:25:37Z,960000,,,0,,MISS I. Jackson Free Throw 1 of 2,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
98,PT04M38.00S,2022-10-24T23:24:53.9Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612754,20,17,2022-10-24T23:25:37Z,970000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,97.0,,,,,,,,,,,,,,,,,
99,PT04M38.00S,2022-10-24T23:24:53.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630543,,,1610612754,20,17,2022-10-24T23:25:37Z,980000,,,0,,MISS I. Jackson Free Throw 2 of 2,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
100,PT04M31.00S,2022-10-24T23:25:00.9Z,1,REGULAR,rebound,defensive,[],201935,,,1610612755,20,17,2022-10-24T23:25:37Z,990000,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,99.0,2.0,2.0,0.0,,,,,,,,,,,,,,
101,PT04M31.00S,2022-10-24T23:25:37.2Z,1,REGULAR,foul,personal,['2freethrow'],1630543,,,1610612755,20,17,2022-10-24T23:26:03Z,1000000,,,0,,I. Jackson shooting personal FOUL (2 PF) (Melton 2 FT),"[1630543, 1629001]",1610612754.0,IND,shooting,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,203177.0,,,2.0,0.0,Melton,1629001.0
105,PT04M31.00S,2022-10-24T23:25:52.3Z,1,REGULAR,substitution,out,[],1630543,,,1610612755,20,17,2022-10-24T23:25:55Z,1020000,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M31.00S,2022-10-24T23:25:52.3Z,1,REGULAR,substitution,in,[],1629048,,,1610612755,20,17,2022-10-24T23:25:55Z,1030000,,,0,,SUB in: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M31.00S,2022-10-24T23:26:10.5Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629001,,,1610612755,21,17,2022-10-24T23:26:10Z,1040000,,,0,,D. Melton Free Throw 1 of 2 (1 PTS),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
108,PT04M31.00S,2022-10-24T23:26:13.6Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629001,,,1610612755,22,17,2022-10-24T23:26:13Z,1050000,,,0,,D. Melton Free Throw 2 of 2 (2 PTS),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
109,PT04M19.00S,2022-10-24T23:26:23.8Z,1,REGULAR,3pt,Jump Shot,[],1627741,81.553876478318,97.05882352941177,1610612754,22,17,2022-10-24T23:26:28Z,1060000,235.0,121.0,1,right,MISS B. Hield 26' 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,26.45,Missed,,,,,,,,,,,,,,,,,,
110,PT04M15.00S,2022-10-24T23:26:27.8Z,1,REGULAR,rebound,defensive,[],201935,,,1610612755,22,17,2022-10-24T23:26:28Z,1070000,,,0,,J. Harden REBOUND (Off:0 Def:3),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,109.0,3.0,3.0,0.0,,,,,,,,,,,,,,
111,PT04M05.00S,2022-10-24T23:26:37.0Z,1,REGULAR,3pt,Jump Shot,[],201935,8.886333771353483,3.431372549019608,1610612755,22,17,2022-10-24T23:39:08Z,1080000,233.0,31.0,1,left,MISS J. Harden step back 3PT,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Right Corner 3,24+ Right,23.49,Missed,,,,,,,,,,,,,,,,,,
112,PT04M03.00S,2022-10-24T23:26:39.0Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612754,22,17,2022-10-24T23:26:41Z,1090000,,,0,,T. Haliburton REBOUND (Off:1 Def:2),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Right Corner 3,24+ Right,,,111.0,3.0,2.0,1.0,,,,,,,,,,,,,,
113,PT03M56.00S,2022-10-24T23:26:49.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629001,,,1610612754,22,17,2022-10-24T23:26:56Z,1100000,,,0,,D. Melton shooting personal FOUL (1 PF) (Haliburton 2 FT),"[1629001, 1630169]",1610612755.0,PHI,shooting,,,Melton,D. Melton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,203177.0,,,1.0,0.0,Haliburton,1630169.0
115,PT03M56.00S,2022-10-24T23:27:13.9Z,1,REGULAR,freethrow,1 of 2,[],1630169,,,1610612754,22,18,2022-10-24T23:27:13Z,1120000,,,0,,T. Haliburton Free Throw 1 of 2 (3 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
116,PT03M56.00S,2022-10-24T23:27:15.0Z,1,REGULAR,substitution,out,[],202699,,,1610612754,22,18,2022-10-24T23:27:22Z,1130000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M56.00S,2022-10-24T23:27:15.0Z,1,REGULAR,substitution,out,[],1627741,,,1610612754,22,18,2022-10-24T23:27:22Z,1140000,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M56.00S,2022-10-24T23:27:15.0Z,1,REGULAR,substitution,in,[],1627777,,,1610612754,22,18,2022-10-24T23:27:22Z,1150000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M56.00S,2022-10-24T23:27:15.0Z,1,REGULAR,substitution,in,[],1631097,,,1610612754,22,18,2022-10-24T23:27:22Z,1160000,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M56.00S,2022-10-24T23:27:30.7Z,1,REGULAR,freethrow,2 of 2,[],1630169,,,1610612754,22,19,2022-10-24T23:27:30Z,1170000,,,0,,T. Haliburton Free Throw 2 of 2 (4 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
121,PT03M38.00S,2022-10-24T23:27:51.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626149,6.389618922470433,54.65686274509803,1610612755,22,19,2022-10-24T23:27:57Z,1180000,-23.0,8.0,1,left,MISS M. Harrell Layup - blocked,"[1626149, 1629048]",1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,Restricted Area,0-8 Center,2.45,Missed,,,,,,,,,,,,,Bitadze,1629048.0,,,,
122,PT03M38.00S,2022-10-24T23:27:51.2Z,1,REGULAR,block,,[],1629048,,,1610612755,22,19,2022-10-24T23:27:53Z,1190000,,,0,,G. Bitadze BLOCK (1 BLK),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
123,PT03M35.00S,2022-10-24T23:27:54.2Z,1,REGULAR,rebound,defensive,[],1629048,,,1610612754,22,19,2022-10-24T23:27:57Z,1200000,,,0,,G. Bitadze REBOUND (Off:0 Def:1),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,121.0,1.0,1.0,0.0,,,,,,,,,,,,,,
124,PT03M32.00S,2022-10-24T23:27:57.1Z,1,REGULAR,3pt,Jump Shot,[],1631097,74.32654402102497,15.686274509803921,1610612754,22,19,2022-10-24T23:28:02Z,1210000,-172.0,189.0,1,right,MISS B. Mathurin 25' 3PT,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,25.51,Missed,,,,,,,,,,,,,,,,,,
125,PT03M28.00S,2022-10-24T23:28:01.1Z,1,REGULAR,rebound,defensive,[],1627777,,,1610612755,22,19,2022-10-24T23:28:02Z,1220000,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,,,124.0,1.0,1.0,0.0,,,,,,,,,,,,,,
126,PT03M20.00S,2022-10-24T23:28:08.9Z,1,REGULAR,3pt,Jump Shot,[],1627777,28.07161629434954,18.137254901960784,1610612755,25,19,2022-10-24T23:28:14Z,1230000,159.0,211.0,1,left,G. Niang 26' 3PT  (3 PTS) (J. Harden 3 AST),"[1627777, 201935]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Right Center,26.47,Made,,,,,3.0,J. Harden,201935.0,3.0,,,,,,,,,,
128,PT03M19.00S,2022-10-24T23:28:16.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,25,19,2022-10-24T23:28:16Z,1250000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M19.00S,2022-10-24T23:30:31.7Z,1,REGULAR,substitution,out,[],1630169,,,1610612754,25,19,2022-10-24T23:30:48Z,1260000,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M19.00S,2022-10-24T23:30:31.7Z,1,REGULAR,substitution,in,[],204456,,,1610612754,25,19,2022-10-24T23:30:48Z,1270000,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M08.00S,2022-10-24T23:31:16.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,92.46057818659659,42.40196078431372,1610612754,25,19,2022-10-24T23:31:22Z,1280000,-38.0,18.0,1,right,MISS B. Mathurin driving Layup - blocked,"[1631097, 1626149]",1610612754.0,IND,driving,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,4.22,Missed,,,,,,,,,,,,,Harrell,1626149.0,,,,
132,PT03M08.00S,2022-10-24T23:31:16.6Z,1,REGULAR,block,,[],1626149,,,1610612754,25,19,2022-10-24T23:31:19Z,1290000,,,0,,M. Harrell BLOCK (1 BLK),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
133,PT03M05.00S,2022-10-24T23:31:19.6Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612755,25,19,2022-10-24T23:31:22Z,1300000,,,0,,D. Melton REBOUND (Off:0 Def:2),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,131.0,2.0,2.0,0.0,,,,,,,,,,,,,,
134,PT03M01.00S,2022-10-24T23:31:23.4Z,1,REGULAR,3pt,Jump Shot,[],1627777,29.77989487516426,76.47058823529412,1610612755,25,19,2022-10-24T23:51:05Z,1310000,-132.0,227.0,1,left,MISS G. Niang 26' running 3PT,[1627777],1610612755.0,PHI,running,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,26.31,Missed,,,,,,,,,,,,,,,,,,
135,PT02M58.00S,2022-10-24T23:31:26.4Z,1,REGULAR,rebound,defensive,[],1630537,,,1610612754,25,19,2022-10-24T23:31:29Z,1320000,,,0,,C. Duarte REBOUND (Off:0 Def:1),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Above the Break 3,24+ Left Center,,,134.0,1.0,1.0,0.0,,,,,,,,,,,,,,
136,PT02M45.00S,2022-10-24T23:31:39.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629048,90.88370565045992,60.049019607843135,1610612754,25,19,2022-10-24T23:31:45Z,1330000,50.0,33.0,1,right,MISS G. Bitadze 6' turnaround Shot,[1629048],1610612754.0,IND,turnaround,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),0-8 Center,6.02,Missed,,,,,,,,,,,,,,,,,,
137,PT02M42.00S,2022-10-24T23:31:42.6Z,1,REGULAR,rebound,defensive,[],201935,,,1610612755,25,19,2022-10-24T23:31:45Z,1340000,,,0,,J. Harden REBOUND (Off:0 Def:4),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,136.0,4.0,4.0,0.0,,,,,,,,,,,,,,
138,PT02M41.00S,2022-10-24T23:31:45.1Z,1,REGULAR,foul,personal,['2freethrow'],1630537,,,1610612755,25,19,2022-10-24T23:31:52Z,1350000,,,0,,C. Duarte shooting personal FOUL (1 PF) (Harrell 2 FT),"[1630537, 1626149]",1610612754.0,IND,shooting,,,Duarte,C. Duarte,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,203177.0,,,1.0,0.0,Harrell,1626149.0
140,PT02M41.00S,2022-10-24T23:32:20.9Z,1,REGULAR,freethrow,1 of 2,[],1626149,,,1610612755,26,19,2022-10-24T23:32:20Z,1370000,,,0,,M. Harrell Free Throw 1 of 2 (1 PTS),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
141,PT02M41.00S,2022-10-24T23:32:43.9Z,1,REGULAR,freethrow,2 of 2,[],1626149,,,1610612755,27,19,2022-10-24T23:32:43Z,1380000,,,0,,M. Harrell Free Throw 2 of 2 (2 PTS),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
142,PT02M20.00S,2022-10-24T23:33:05.7Z,1,REGULAR,turnover,lost ball,[],1631097,,,1610612754,27,19,2022-10-24T23:33:10Z,1390000,,,0,,B. Mathurin lost ball TURNOVER (1 TO),"[1631097, 1627777]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1.0,Niang,1627777.0,,,,,,,
143,PT02M20.00S,2022-10-24T23:33:05.7Z,1,REGULAR,steal,,[],1627777,,,1610612755,27,19,2022-10-24T23:33:08Z,1400000,,,0,,G. Niang STEAL (1 STL),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
144,PT02M12.00S,2022-10-24T23:33:15.4Z,1,REGULAR,foul,personal,['2freethrow'],1629048,,,1610612755,27,19,2022-10-24T23:33:31Z,1410000,,,0,,G. Bitadze shooting personal FOUL (1 PF) (Harrell 2 FT),"[1629048, 1626149]",1610612754.0,IND,shooting,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1148.0,,,1.0,0.0,Harrell,1626149.0
146,PT02M12.00S,2022-10-24T23:33:46.9Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1626149,,,1610612755,28,19,2022-10-24T23:34:16Z,1430000,,,0,,M. Harrell Free Throw 1 of 2 (3 PTS),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
147,PT02M12.00S,2022-10-24T23:33:48.0Z,1,REGULAR,substitution,out,[],201935,,,1610612755,28,19,2022-10-24T23:33:52Z,1440000,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT02M12.00S,2022-10-24T23:33:48.0Z,1,REGULAR,substitution,in,[],1630178,,,1610612755,28,19,2022-10-24T23:33:52Z,1450000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT02M12.00S,2022-10-24T23:33:46.9Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1626149,,,1610612755,28,19,2022-10-24T23:34:16Z,1460000,,,0,,MISS M. Harrell Free Throw 2 of 2,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
150,PT02M09.00S,2022-10-24T23:33:49.9Z,1,REGULAR,rebound,defensive,[],1630678,,,1610612754,28,19,2022-10-24T23:34:16Z,1470000,,,0,,T. Taylor REBOUND (Off:0 Def:1),[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,149.0,1.0,1.0,0.0,,,,,,,,,,,,,,
151,PT01M54.00S,2022-10-24T23:34:30.6Z,1,REGULAR,2pt,Jump Shot,[],1630537,84.44480946123521,76.9607843137255,1610612754,28,19,2022-10-24T23:48:12Z,1480000,135.0,94.0,1,right,MISS C. Duarte 16' step back Shot,[1630537],1610612754.0,IND,step back,,,Duarte,C. Duarte,,,,,Mid-Range,16-24 Right,16.42,Missed,,,,,,,,,,,,,,,,,,
152,PT01M50.00S,2022-10-24T23:34:34.6Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612755,28,19,2022-10-24T23:34:36Z,1490000,,,0,,D. Melton REBOUND (Off:0 Def:3),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Mid-Range,16-24 Right,,,151.0,3.0,3.0,0.0,,,,,,,,,,,,,,
153,PT01M47.00S,2022-10-24T23:34:42.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631097,,,1610612755,28,19,2022-10-24T23:34:48Z,1500000,,,0,,B. Mathurin personal FOUL (1 PF) (Harrell 2 FT),"[1631097, 1626149]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,203177.0,,,1.0,0.0,Harrell,1626149.0
155,PT01M47.00S,2022-10-24T23:35:14.9Z,1,REGULAR,freethrow,1 of 2,[],1626149,,,1610612755,29,19,2022-10-24T23:35:14Z,1520000,,,0,,M. Harrell Free Throw 1 of 2 (4 PTS),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
156,PT01M47.00S,2022-10-24T23:35:47.1Z,1,REGULAR,freethrow,2 of 2,[],1626149,,,1610612755,30,19,2022-10-24T23:35:47Z,1530000,,,0,,M. Harrell Free Throw 2 of 2 (5 PTS),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
157,PT01M32.00S,2022-10-24T23:36:02.3Z,1,REGULAR,3pt,Jump Shot,[],1631097,73.01248357424441,85.04901960784314,1610612754,30,19,2022-10-24T23:36:10Z,1540000,175.0,201.0,1,right,MISS B. Mathurin 26' pullup 3PT,[1631097],1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,26.68,Missed,,,,,,,,,,,,,,,,,,
158,PT01M24.00S,2022-10-24T23:36:10.3Z,1,REGULAR,rebound,offensive,[],1630537,,,1610612754,30,19,2022-10-24T23:36:10Z,1550000,,,0,,C. Duarte REBOUND (Off:1 Def:1),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Above the Break 3,24+ Right Center,,,157.0,2.0,1.0,1.0,,,,,,,,,,,,,,
159,PT01M24.00S,2022-10-24T23:36:09.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630537,94.40999984741211,50.0,1610612754,30,21,2022-10-24T23:36:09Z,1560000,0.0,0.0,1,right,C. Duarte putback Layup (2 PTS),[1630537],1610612754.0,IND,putback,,,Duarte,C. Duarte,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
160,PT01M15.00S,2022-10-24T23:36:19.3Z,1,REGULAR,3pt,Jump Shot,[],1627777,25.18068331143233,87.99019607843137,1610612755,30,21,2022-10-24T23:36:25Z,1570000,-190.0,184.0,1,left,MISS G. Niang 26' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,26.46,Missed,,,,,,,,,,,,,,,,,,
161,PT01M14.00S,2022-10-24T23:36:20.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612754,30,21,2022-10-24T23:36:25Z,1580000,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Left Center,,,160.0,,,,,,,,,,,,,,,,,
162,PT01M14.00S,2022-10-24T23:36:26.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627863,,,1610612754,30,21,2022-10-24T23:36:39Z,1590000,,,0,,D. House Jr. loose ball personal FOUL (1 PF) (Mathurin 2 FT),"[1627863, 1631097]",1610612755.0,PHI,loose ball,,,House Jr.,D. House Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1148.0,,,1.0,0.0,Mathurin,1631097.0
164,PT01M14.00S,2022-10-24T23:37:05.0Z,1,REGULAR,freethrow,1 of 2,[],1631097,,,1610612754,30,22,2022-10-24T23:37:05Z,1610000,,,0,,B. Mathurin Free Throw 1 of 2 (1 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
165,PT01M14.00S,2022-10-24T23:37:06.8Z,1,REGULAR,substitution,out,[],1626149,,,1610612754,30,22,2022-10-24T23:37:14Z,1620000,,,0,,SUB out: M. Harrell,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT01M14.00S,2022-10-24T23:37:06.8Z,1,REGULAR,substitution,out,[],1630678,,,1610612754,30,22,2022-10-24T23:37:14Z,1630000,,,0,,SUB out: T. Taylor,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT01M14.00S,2022-10-24T23:37:06.8Z,1,REGULAR,substitution,in,[],203954,,,1610612754,30,22,2022-10-24T23:37:14Z,1640000,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT01M14.00S,2022-10-24T23:37:06.8Z,1,REGULAR,substitution,in,[],1629052,,,1610612754,30,22,2022-10-24T23:37:14Z,1650000,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
