actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
89,PT05M05.00S,2022-11-13T00:58:56.7Z,1,REGULAR,foul,personal,['2freethrow'],1628988,,,1610612755,15,11,2022-11-13T00:59:39Z,890000,False,,,0,,A. Holiday shooting personal FOUL (1 PF) (Maxey 2 FT),"[1628988, 1630178]",1610612737.0,ATL,shooting,,,Holiday,A. Holiday,,,,,Mid-Range,8-16 Left,,,,202007.0,1.0,0.0,Maxey,1630178.0,,,,,,,,,,,,
91,PT05M05.00S,2022-11-13T00:59:43.3Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630178,,,1610612755,16,11,2022-11-13T00:59:43Z,910000,False,,,0,,T. Maxey Free Throw 1 of 2 (1 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
92,PT05M05.00S,2022-11-13T00:59:44.2Z,1,REGULAR,substitution,out,[],202699,,,1610612755,16,11,2022-11-13T00:59:53Z,920000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M05.00S,2022-11-13T00:59:44.2Z,1,REGULAR,substitution,out,[],1629680,,,1610612755,16,11,2022-11-13T00:59:53Z,930000,False,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M05.00S,2022-11-13T00:59:44.2Z,1,REGULAR,substitution,in,[],1627777,,,1610612755,16,11,2022-11-13T00:59:53Z,940000,False,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M05.00S,2022-11-13T00:59:44.2Z,1,REGULAR,substitution,in,[],1627863,,,1610612755,16,11,2022-11-13T00:59:53Z,950000,False,,,0,,SUB in: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M05.00S,2022-11-13T01:00:06.9Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630178,,,1610612755,17,11,2022-11-13T01:00:06Z,960000,False,,,0,,T. Maxey Free Throw 2 of 2 (2 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
97,PT04M44.00S,2022-11-13T01:00:28.5Z,1,REGULAR,3pt,Jump Shot,[],1627749,73.66951379763469,12.990196078431374,1610612737,17,11,2022-11-13T01:00:33Z,970000,False,-185.0,195.0,1,right,MISS D. Murray 26' 3PT,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,26.88,Missed,,,,,,,,,,,,,,,,,,
98,PT04M41.00S,2022-11-13T01:00:31.5Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,17,11,2022-11-13T01:00:33Z,980000,False,,,0,,C. Capela REBOUND (Off:2 Def:4),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,97.0,6.0,4.0,2.0,,,,
99,PT04M40.00S,2022-11-13T01:00:33.1Z,1,REGULAR,turnover,bad pass,[],203991,,,1610612737,17,11,2022-11-13T01:00:36Z,990000,False,,,0,,C. Capela bad pass TURNOVER (2 TO),"[203991, 1627863]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,2.0,,,,,House Jr.,1627863.0,,
100,PT04M40.00S,2022-11-13T01:00:33.1Z,1,REGULAR,steal,,[],1627863,,,1610612755,17,11,2022-11-13T01:00:35Z,1000000,False,,,0,,D. House Jr. STEAL (1 STL),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
101,PT04M29.00S,2022-11-13T01:00:44.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627863,6.783837056504599,97.54901960784314,1610612755,20,11,2022-11-13T01:00:50Z,1010000,False,-238.0,11.0,1,left,D. House Jr. 3PT  (3 PTS) (G. Niang 1 AST),"[1627863, 1627777]",1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Left Corner 3,24+ Left,23.8,Made,3.0,,,,,,G. Niang,1627777.0,1.0,,,,,,,,,
103,PT04M29.00S,2022-11-13T01:00:51.2Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628381,,,1610612737,20,11,2022-11-13T01:05:38Z,1030000,False,,,0,,J. Collins loose ball personal FOUL (1 PF) (Embiid 1 FT),"[1628381, 203954]",1610612737.0,ATL,loose ball,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,204059.0,1.0,0.0,Embiid,203954.0,,,,,,,,,,,,
105,PT04M29.00S,2022-11-13T01:01:16.5Z,1,REGULAR,substitution,out,[],1627749,,,1610612737,20,11,2022-11-13T01:06:46Z,1050000,False,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M29.00S,2022-11-13T01:01:16.5Z,1,REGULAR,substitution,in,[],1629027,,,1610612737,20,11,2022-11-13T01:06:46Z,1060000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M29.00S,2022-11-13T01:02:02.9Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],203954,,,1610612755,21,11,2022-11-13T01:06:46Z,1070000,False,,,0,,J. Embiid Free Throw 1 of 1 (11 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
109,PT04M15.00S,2022-11-13T01:02:17.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,92.72339027595268,52.69607843137255,1610612737,21,13,2022-11-13T01:02:23Z,1080000,False,13.0,16.0,1,right,C. Capela alley-oop DUNK (4 PTS) (T. Young 1 AST),"[203991, 1629027]",1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,2.09,Made,4.0,,,,,,T. Young,1629027.0,1.0,,,,,,,,,
111,PT03M56.00S,2022-11-13T01:02:36.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,15.719448094612352,56.61764705882353,1610612755,21,13,2022-11-13T01:02:40Z,1100000,False,-33.0,95.0,1,left,MISS J. Embiid 10' turnaround fadeaway Shot,[203954],1610612755.0,PHI,turnaround fadeaway,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,10.09,Missed,,,,,,,,,,,,,,,,,,
112,PT03M54.00S,2022-11-13T01:02:38.9Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612737,21,13,2022-11-13T01:02:40Z,1110000,False,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,111.0,1.0,1.0,0.0,,,,
113,PT03M44.00S,2022-11-13T01:02:48.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,82.07950065703022,50.49019607843137,1610612737,21,13,2022-11-13T01:02:53Z,1120000,False,2.0,116.0,1,right,MISS D. Hunter 11' fadeaway Shot,[1629631],1610612737.0,ATL,fadeaway,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Center,11.6,Missed,,,,,,,,,,,,,,,,,,
114,PT03M44.00S,2022-11-13T01:02:48.3Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,21,13,2022-11-13T01:02:53Z,1130000,False,,,0,,J. Embiid REBOUND (Off:0 Def:4),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,113.0,4.0,4.0,0.0,,,,
115,PT03M44.00S,2022-11-13T01:02:58.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203991,,,1610612755,21,13,2022-11-13T01:03:03Z,1140000,False,,,0,,C. Capela personal FOUL (2 PF) (Embiid 2 FT),"[203991, 203954]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Center,,,,204059.0,2.0,0.0,Embiid,203954.0,,,,,,,,,,,,
117,PT03M44.00S,2022-11-13T01:03:26.4Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,22,13,2022-11-13T01:03:26Z,1160000,False,,,0,,J. Embiid Free Throw 1 of 2 (12 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
118,PT03M44.00S,2022-11-13T01:03:27.3Z,1,REGULAR,substitution,out,[],200782,,,1610612755,22,13,2022-11-13T01:03:42Z,1170000,False,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M44.00S,2022-11-13T01:03:27.3Z,1,REGULAR,substitution,out,[],1629631,,,1610612755,22,13,2022-11-13T01:03:42Z,1180000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M44.00S,2022-11-13T01:03:27.3Z,1,REGULAR,substitution,out,[],203991,,,1610612755,22,13,2022-11-13T01:03:42Z,1190000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M44.00S,2022-11-13T01:03:27.3Z,1,REGULAR,substitution,in,[],1629003,,,1610612755,22,13,2022-11-13T01:03:42Z,1200000,False,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M44.00S,2022-11-13T01:03:27.3Z,1,REGULAR,substitution,in,[],1626163,,,1610612755,22,13,2022-11-13T01:03:42Z,1210000,False,,,0,,SUB in: F. Kaminsky,[1626163],1610612737.0,ATL,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M44.00S,2022-11-13T01:03:27.3Z,1,REGULAR,substitution,in,[],203200,,,1610612755,22,13,2022-11-13T01:03:42Z,1220000,False,,,0,,SUB in: J. Holiday,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M44.00S,2022-11-13T01:03:26.4Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,22,13,2022-11-13T01:03:58Z,1230000,False,,,0,,MISS J. Embiid Free Throw 2 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
125,PT03M41.00S,2022-11-13T01:03:29.4Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,22,13,2022-11-13T01:03:58Z,1240000,False,,,0,,J. Collins REBOUND (Off:1 Def:1),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,124.0,2.0,1.0,1.0,,,,
126,PT03M34.00S,2022-11-13T01:04:02.8Z,1,REGULAR,3pt,Jump Shot,[],1628381,71.43561103810775,19.11764705882353,1610612737,22,13,2022-11-13T01:04:07Z,1250000,False,-154.0,216.0,1,right,MISS J. Collins 26' 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,26.55,Missed,,,,,,,,,,,,,,,,,,
127,PT03M30.00S,2022-11-13T01:04:06.8Z,1,REGULAR,rebound,defensive,[],1629003,,,1610612755,22,13,2022-11-13T01:04:07Z,1260000,False,,,0,,S. Milton REBOUND (Off:0 Def:1),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,126.0,1.0,1.0,0.0,,,,
128,PT03M22.00S,2022-11-13T01:04:14.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,14.931011826544022,53.18627450980392,1610612755,24,13,2022-11-13T01:04:18Z,1270000,False,-16.0,88.0,1,left,J. Embiid 8' turnaround fadeaway Jump Shot (14 PTS) (S. Milton 1 AST),"[203954, 1629003]",1610612755.0,PHI,turnaround fadeaway,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,8.93,Made,14.0,,,,,,S. Milton,1629003.0,1.0,,,,,,,,,
130,PT03M12.00S,2022-11-13T01:04:24.1Z,1,REGULAR,3pt,Jump Shot,[],1629027,66.5735873850197,55.63725490196079,1610612737,24,13,2022-11-13T01:04:28Z,1290000,False,28.0,262.0,1,right,MISS T. Young 26' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Above the Break 3,24+ Center,26.32,Missed,,,,,,,,,,,,,,,,,,
131,PT03M10.00S,2022-11-13T01:04:26.1Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,24,13,2022-11-13T01:04:28Z,1300000,False,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,130.0,1.0,1.0,0.0,,,,
132,PT03M03.00S,2022-11-13T01:04:34.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629003,5.469776609724048,50.73529411764706,1610612755,26,13,2022-11-13T01:05:01Z,1310000,False,-4.0,-1.0,1,left,S. Milton running finger roll Layup (2 PTS) (T. Maxey 4 AST),"[1629003, 1630178]",1610612755.0,PHI,running finger roll,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,0.39,Made,2.0,,,,,,T. Maxey,1630178.0,4.0,,,,,,,,,
134,PT03M03.00S,2022-11-13T01:04:41.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,26,13,2022-11-13T01:04:41Z,1330000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT03M03.00S,2022-11-13T01:06:55.0Z,1,REGULAR,substitution,out,[],1630178,,,1610612737,26,13,2022-11-13T01:07:25Z,1340000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT03M03.00S,2022-11-13T01:06:55.0Z,1,REGULAR,substitution,out,[],1628381,,,1610612737,26,13,2022-11-13T01:07:25Z,1350000,False,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT03M03.00S,2022-11-13T01:06:55.0Z,1,REGULAR,substitution,in,[],1627788,,,1610612737,26,13,2022-11-13T01:07:25Z,1360000,False,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT03M03.00S,2022-11-13T01:06:55.0Z,1,REGULAR,substitution,in,[],1630552,,,1610612737,26,13,2022-11-13T01:07:25Z,1370000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M46.00S,2022-11-13T01:07:47.2Z,1,REGULAR,2pt,Jump Shot,[],1629027,76.69185282522996,40.931372549019606,1610612737,26,15,2022-11-13T01:07:52Z,1380000,False,-45.0,167.0,1,right,T. Young 17' step back Jump Shot (4 PTS),[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Mid-Range,16-24 Center,17.26,Made,4.0,,,,,,,,,,,,,,,,,
140,PT02M27.00S,2022-11-13T01:08:04.5Z,1,REGULAR,3pt,Jump Shot,[],1627777,11.12023653088042,3.431372549019608,1610612755,26,15,2022-11-13T01:08:08Z,1390000,False,233.0,52.0,1,left,MISS G. Niang 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Right Corner 3,24+ Right,23.85,Missed,,,,,,,,,,,,,,,,,,
141,PT02M25.00S,2022-11-13T01:08:06.5Z,1,REGULAR,rebound,defensive,[],203200,,,1610612737,26,15,2022-11-13T01:08:08Z,1400000,False,,,0,,J. Holiday REBOUND (Off:0 Def:1),[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,140.0,1.0,1.0,0.0,,,,
142,PT02M17.00S,2022-11-13T01:08:14.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,94.56307490144546,51.470588235294116,1610612737,26,17,2022-11-13T01:13:33Z,1410000,False,7.0,-1.0,1,right,T. Young driving Layup (6 PTS),[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,Restricted Area,0-8 Center,0.75,Made,6.0,,,,,,,,,,,,,,,,,
143,PT02M02.00S,2022-11-13T01:08:30.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627788,4.812746386333772,50.245098039215684,1610612755,28,17,2022-11-13T01:08:36Z,1420000,False,-1.0,-7.0,1,left,F. Korkmaz driving reverse Layup (2 PTS),[1627788],1610612755.0,PHI,driving reverse,,,Korkmaz,F. Korkmaz,,,,,Restricted Area,0-8 Center,0.74,Made,2.0,,,,,,,,,,,,,,,,,
145,PT01M49.00S,2022-11-13T01:08:42.5Z,1,REGULAR,3pt,Jump Shot,[],1630552,70.51576872536137,78.67647058823529,1610612737,28,17,2022-11-13T01:08:46Z,1440000,False,143.0,225.0,1,right,MISS J. Johnson 26' 3PT,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,26.66,Missed,,,,,,,,,,,,,,,,,,
146,PT01M47.00S,2022-11-13T01:08:44.5Z,1,REGULAR,rebound,defensive,[],1627788,,,1610612755,28,17,2022-11-13T01:08:46Z,1450000,False,,,0,,F. Korkmaz REBOUND (Off:0 Def:1),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,145.0,1.0,1.0,0.0,,,,
147,PT01M38.00S,2022-11-13T01:08:54.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627863,5.995400788436268,50.0,1610612755,30,17,2022-11-13T01:08:58Z,1460000,False,0.0,4.0,1,left,D. House Jr. cutting DUNK (5 PTS) (J. Embiid 2 AST),"[1627863, 203954]",1610612755.0,PHI,cutting,,,House Jr.,D. House Jr.,,,,,Restricted Area,0-8 Center,0.39,Made,5.0,,,,,,J. Embiid,203954.0,2.0,,,,,,,,,
149,PT01M29.00S,2022-11-13T01:09:08.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627777,,,1610612737,30,17,2022-11-13T01:10:03Z,1480000,False,,,0,,G. Niang shooting personal FOUL (1 PF) (Young 2 FT),"[1627777, 1629027]",1610612755.0,PHI,shooting,,,Niang,G. Niang,,,,,In The Paint (Non-RA),8-16 Center,,,,204059.0,1.0,0.0,Young,1629027.0,,,,,,,,,,,,
151,PT01M29.00S,2022-11-13T01:09:57.4Z,1,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,30,18,2022-11-13T01:09:57Z,1500000,False,,,0,,T. Young Free Throw 1 of 2 (7 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
152,PT01M29.00S,2022-11-13T01:10:02.5Z,1,REGULAR,substitution,out,[],203954,,,1610612737,30,18,2022-11-13T01:10:07Z,1510000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT01M29.00S,2022-11-13T01:10:02.5Z,1,REGULAR,substitution,in,[],1630194,,,1610612737,30,18,2022-11-13T01:10:07Z,1520000,False,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT01M29.00S,2022-11-13T01:10:16.8Z,1,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,30,19,2022-11-13T01:10:16Z,1530000,False,,,0,,T. Young Free Throw 2 of 2 (8 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
155,PT01M15.00S,2022-11-13T01:10:30.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627788,6.783837056504599,52.94117647058824,1610612755,32,19,2022-11-13T01:10:34Z,1540000,False,-15.0,11.0,1,left,F. Korkmaz driving finger roll Layup (4 PTS),[1627788],1610612755.0,PHI,driving finger roll,,,Korkmaz,F. Korkmaz,,,,,Restricted Area,0-8 Center,1.85,Made,4.0,,,,,,,,,,,,,,,,,
156,PT01M09.00S,2022-11-13T01:10:42.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627788,,,1610612737,32,19,2022-11-13T01:10:53Z,1550000,False,,,0,,F. Korkmaz personal FOUL (1 PF) (Young 2 FT),"[1627788, 1629027]",1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,Above the Break 3,24+ Right Center,,,,202037.0,1.0,0.0,Young,1629027.0,,,,,,,,,,,,
158,PT01M09.00S,2022-11-13T01:11:08.6Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629027,,,1610612737,32,20,2022-11-13T01:11:08Z,1570000,False,,,0,,T. Young Free Throw 1 of 2 (9 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
159,PT01M09.00S,2022-11-13T01:11:24.5Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629027,,,1610612737,32,21,2022-11-13T01:11:24Z,1580000,False,,,0,,T. Young Free Throw 2 of 2 (10 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
160,PT00M57.40S,2022-11-13T01:11:38.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627788,7.440867279894875,51.71568627450981,1610612755,34,21,2022-11-13T01:11:42Z,1590000,False,-9.0,17.0,1,left,F. Korkmaz driving finger roll Layup (6 PTS),[1627788],1610612755.0,PHI,driving finger roll,,,Korkmaz,F. Korkmaz,,,,,Restricted Area,0-8 Center,1.94,Made,6.0,,,,,,,,,,,,,,,,,
161,PT00M45.30S,2022-11-13T01:11:52.7Z,1,REGULAR,3pt,Jump Shot,[],1629027,70.90998685939553,83.57843137254902,1610612737,34,24,2022-11-13T01:11:57Z,1600000,False,168.0,221.0,1,right,T. Young 27' 3PT pullup (13 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,27.75,Made,13.0,,,,,,,,,,,,,,,,,
162,PT00M36.40S,2022-11-13T01:12:05.2Z,1,REGULAR,3pt,Jump Shot,[],1629003,32.013797634691194,36.51960784313725,1610612755,34,24,2022-11-13T01:12:09Z,1610000,False,67.0,248.0,1,left,MISS S. Milton 25' 3PT,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,Above the Break 3,24+ Center,25.74,Missed,,,,,,,,,,,,,,,,,,
163,PT00M33.20S,2022-11-13T01:12:08.4Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,34,24,2022-11-13T01:12:09Z,1620000,False,,,0,,J. Johnson REBOUND (Off:0 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,162.0,1.0,1.0,0.0,,,,
164,PT00M25.90S,2022-11-13T01:12:18.9Z,1,REGULAR,turnover,traveling,[],1630552,,,1610612737,34,24,2022-11-13T01:12:23Z,1630000,False,,,0,,J. Johnson traveling TURNOVER (1 TO),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,,,,202007.0,,,,,,,,1.0,,,,,,,,
165,PT00M25.90S,2022-11-13T01:12:25.7Z,1,REGULAR,substitution,out,[],1627863,,,1610612755,34,24,2022-11-13T01:12:34Z,1640000,False,,,0,,SUB out: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT00M25.90S,2022-11-13T01:12:25.7Z,1,REGULAR,substitution,out,[],1630194,,,1610612755,34,24,2022-11-13T01:12:34Z,1650000,False,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT00M25.90S,2022-11-13T01:12:25.7Z,1,REGULAR,substitution,in,[],1630178,,,1610612755,34,24,2022-11-13T01:12:34Z,1660000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT00M25.90S,2022-11-13T01:12:25.7Z,1,REGULAR,substitution,in,[],203954,,,1610612755,34,24,2022-11-13T01:12:34Z,1670000,False,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT00M07.20S,2022-11-13T01:12:59.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630178,9.017739816031538,96.07843137254902,1610612755,37,24,2022-11-13T01:13:03Z,1680000,False,-230.0,32.0,1,left,T. Maxey 3PT  (5 PTS) (J. Embiid 3 AST),"[1630178, 203954]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Left Corner 3,24+ Left,23.27,Made,5.0,,,,,,J. Embiid,203954.0,3.0,,,,,,,,,
171,PT00M00.20S,2022-11-13T01:13:08.7Z,1,REGULAR,3pt,Jump Shot,[],1629027,71.56701708278581,7.352941176470589,1610612737,37,24,2022-11-13T01:13:22Z,1700000,False,-213.0,215.0,1,right,MISS T. Young 30' running 3PT,[1629027],1610612737.0,ATL,running,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,30.26,Missed,,,,,,,,,,,,,,,,,,
172,PT00M00.10S,2022-11-13T01:13:08.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,37,24,2022-11-13T01:13:22Z,1710000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,171.0,,,,,,,
173,PT00M00.00S,2022-11-13T01:13:19.0Z,1,REGULAR,period,end,[],0,,,1610612737,37,24,2022-11-13T01:13:19Z,1720000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2022-11-13T01:15:32.3Z,2,REGULAR,substitution,out,['startperiod'],1630178,,,1610612737,37,24,2022-11-13T01:15:51Z,1730000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
