actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
258,PT06M41.00S,2022-11-13T01:30:19.2Z,2,REGULAR,turnover,bad pass,[],1629027,,,1610612737,50,35,2022-11-13T01:30:23Z,2570000,False,,,0,,T. Young bad pass TURNOVER (3 TO),"[1629027, 1630178]",1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,3.0,,,,,Maxey,1630178.0,,
259,PT06M41.00S,2022-11-13T01:30:19.2Z,2,REGULAR,steal,,[],1630178,,,1610612755,50,35,2022-11-13T01:30:21Z,2580000,False,,,0,,T. Maxey STEAL (1 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
260,PT06M36.00S,2022-11-13T01:30:23.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630178,32.013797634691194,28.186274509803923,1610612755,53,35,2022-11-13T01:30:28Z,2590000,False,109.0,248.0,1,left,T. Maxey 27' 3PT pullup (10 PTS),[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,27.13,Made,10.0,,,,,,,,,,,,,,,,,
261,PT06M26.00S,2022-11-13T01:30:37.1Z,2,REGULAR,foul,personal,[],1630178,,,1610612737,53,35,2022-11-13T01:30:42Z,2600000,False,,,0,,T. Maxey personal FOUL (2 PF),"[1630178, 1627749]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Center,,,,202007.0,2.0,0.0,Murray,1627749.0,,,,,,,,,,,,
279,PT06M11.00S,2022-11-13T01:31:03.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,89.70105124835742,46.81372549019608,1610612737,53,37,2022-11-13T01:34:17Z,2620000,False,-16.0,44.0,1,right,D. Murray finger roll Layup (8 PTS),[1627749],1610612737.0,ATL,finger roll,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,4.71,Made,8.0,,,,,,,,,,,,,,,,,
264,PT05M46.00S,2022-11-13T01:31:30.5Z,2,REGULAR,3pt,Jump Shot,[],203954,31.882391590013142,78.43137254901961,1610612755,53,37,2022-11-13T01:32:15Z,2630000,False,-142.0,247.0,1,left,MISS J. Embiid 28' pullup 3PT,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,28.52,Missed,,,,,,,,,,,,,,,,,,
265,PT05M46.00S,2022-11-13T01:31:30.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,53,37,2022-11-13T01:32:11Z,2640000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,264.0,,,,,,,
266,PT05M41.00S,2022-11-13T01:31:56.9Z,2,REGULAR,foul,offensive,[],203954,,,1610612755,53,37,2022-11-13T01:32:05Z,2650000,False,,,0,,J. Embiid offensive FOUL (1 PF),"[203954, 1629631]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Left Center,,,,204059.0,1.0,0.0,Hunter,1629631.0,,,,,,,,,,,,
268,PT05M41.00S,2022-11-13T01:31:56.9Z,2,REGULAR,turnover,offensive foul,[],203954,,,1610612755,53,37,2022-11-13T01:31:56Z,2670000,False,,,0,,J. Embiid offensive foul TURNOVER (1 TO),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Left Center,,,,204059.0,,,,,,,,1.0,,,,,,,,
269,PT05M20.00S,2022-11-13T01:32:26.9Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203991,91.27792378449409,55.63725490196079,1610612737,53,37,2022-11-13T01:39:09Z,2680000,False,28.0,29.0,1,right,MISS C. Capela Hook,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,4.08,Missed,,,,,,,,,,,,,,,,,,
270,PT05M20.00S,2022-11-13T01:32:26.9Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,53,37,2022-11-13T01:32:37Z,2690000,False,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,269.0,2.0,2.0,0.0,,,,
271,PT05M00.00S,2022-11-13T01:32:46.5Z,2,REGULAR,2pt,Jump Shot,[],1630178,17.95335085413929,25.98039215686275,1610612755,55,37,2022-11-13T01:32:52Z,2700000,False,120.0,116.0,1,left,T. Maxey 16' driving floating Jump Shot (12 PTS),[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Right Center,16.72,Made,12.0,,,,,,,,,,,,,,,,,
272,PT04M48.00S,2022-11-13T01:33:00.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,90.88370565045992,46.81372549019608,1610612737,55,37,2022-11-13T01:33:08Z,2710000,False,-16.0,33.0,1,right,MISS D. Murray pullup Shot,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,3.68,Missed,,,,,,,,,,,,,,,,,,
273,PT04M48.00S,2022-11-13T01:33:00.2Z,2,REGULAR,rebound,offensive,[],1627749,,,1610612737,55,37,2022-11-13T01:33:08Z,2720000,False,,,0,,D. Murray REBOUND (Off:2 Def:1),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,272.0,3.0,1.0,2.0,,,,
274,PT04M40.00S,2022-11-13T01:33:07.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628381,93.64323258869908,46.07843137254902,1610612737,55,39,2022-11-13T01:33:13Z,2730000,False,-20.0,7.0,1,right,J. Collins cutting finger roll Layup (6 PTS) (D. Murray 3 AST),"[1628381, 1627749]",1610612737.0,ATL,cutting finger roll,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,2.09,Made,6.0,,,,,,D. Murray,1627749.0,3.0,,,,,,,,,
276,PT04M30.00S,2022-11-13T01:33:19.2Z,2,REGULAR,foul,personal,['2freethrow'],1629631,,,1610612755,55,39,2022-11-13T01:33:31Z,2750000,False,,,0,,D. Hunter shooting personal FOUL (2 PF) (Harris 2 FT),"[1629631, 202699]",1610612737.0,ATL,shooting,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Center,,,,202007.0,2.0,0.0,Harris,202699.0,,,,,,,,,,,,
278,PT04M30.00S,2022-11-13T01:33:41.0Z,2,REGULAR,freethrow,1 of 2,[],202699,,,1610612755,56,39,2022-11-13T01:33:41Z,2770000,False,,,0,,T. Harris Free Throw 1 of 2 (14 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
280,PT04M30.00S,2022-11-13T01:33:58.2Z,2,REGULAR,freethrow,2 of 2,[],202699,,,1610612755,57,39,2022-11-13T01:33:58Z,2780000,False,,,0,,T. Harris Free Throw 2 of 2 (15 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
281,PT04M16.00S,2022-11-13T01:34:13.7Z,2,REGULAR,2pt,Jump Shot,[],1629631,70.12155059132719,40.44117647058824,1610612737,57,39,2022-11-13T01:45:45Z,2790000,False,-48.0,228.0,1,right,MISS D. Hunter 23' Jump Shot,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Center,23.33,Missed,,,,,,,,,,,,,,,,,,
282,PT04M13.00S,2022-11-13T01:34:16.7Z,2,REGULAR,rebound,defensive,[],200782,,,1610612755,57,39,2022-11-13T01:34:16Z,2800000,False,,,0,,P. Tucker REBOUND (Off:1 Def:2),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,281.0,3.0,2.0,1.0,,,,
283,PT04M06.00S,2022-11-13T01:34:23.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202699,33.459264126149804,29.411764705882355,1610612755,57,39,2022-11-13T01:34:29Z,2810000,False,103.0,262.0,1,left,MISS T. Harris 28' running 3PT,[202699],1610612755.0,PHI,running,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,28.15,Missed,,,,,,,,,,,,,,,,,,
284,PT04M04.00S,2022-11-13T01:34:25.2Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612737,57,39,2022-11-13T01:34:29Z,2820000,False,,,0,,D. Murray REBOUND (Off:2 Def:2),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,283.0,4.0,2.0,2.0,,,,
285,PT03M56.00S,2022-11-13T01:34:34.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,93.24901445466492,49.01960784313725,1610612737,57,41,2022-11-13T01:34:39Z,2830000,False,-5.0,11.0,1,right,D. Murray driving finger roll Layup (10 PTS),[1627749],1610612737.0,ATL,driving finger roll,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,1.2,Made,10.0,,,,,,,,,,,,,,,,,
286,PT03M56.00S,2022-11-13T01:34:37.9Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630178,,,1610612737,57,41,2022-11-13T01:34:43Z,2840000,False,,,0,,T. Maxey shooting personal FOUL (3 PF) (Murray 1 FT),"[1630178, 1627749]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,202007.0,3.0,0.0,Murray,1627749.0,,,,,,,,,,,,
288,PT03M56.00S,2022-11-13T01:35:06.7Z,2,REGULAR,freethrow,1 of 1,[],1627749,,,1610612737,57,42,2022-11-13T01:35:06Z,2860000,False,,,0,,D. Murray Free Throw 1 of 1 (11 PTS),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
289,PT03M43.00S,2022-11-13T01:35:19.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,12.959921156373195,40.44117647058824,1610612755,59,42,2022-11-13T01:35:22Z,2870000,False,48.0,69.0,1,left,T. Maxey 8' driving floating Jump Shot (14 PTS),[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Right,8.42,Made,14.0,,,,,,,,,,,,,,,,,
290,PT03M37.00S,2022-11-13T01:35:27.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202699,,,1610612737,59,42,2022-11-13T01:35:34Z,2880000,False,,,0,,T. Harris shooting personal FOUL (1 PF) (Hunter 2 FT),"[202699, 1629631]",1610612755.0,PHI,shooting,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,202037.0,1.0,0.0,Hunter,1629631.0,,,,,,,,,,,,
292,PT03M37.00S,2022-11-13T01:35:53.8Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629631,,,1610612737,59,43,2022-11-13T01:35:53Z,2900000,False,,,0,,D. Hunter Free Throw 1 of 2 (3 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
293,PT03M37.00S,2022-11-13T01:36:09.9Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629631,,,1610612737,59,44,2022-11-13T01:36:09Z,2910000,False,,,0,,D. Hunter Free Throw 2 of 2 (4 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
294,PT03M22.00S,2022-11-13T01:36:25.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200782,8.09789750328515,42.40196078431372,1610612755,61,44,2022-11-13T01:36:30Z,2920000,False,38.0,24.0,1,left,P. Tucker floating Jump Shot (2 PTS) (J. Embiid 4 AST),"[200782, 203954]",1610612755.0,PHI,floating,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),0-8 Center,4.47,Made,2.0,,,,,,J. Embiid,203954.0,4.0,,,,,,,,,
296,PT03M06.00S,2022-11-13T01:36:41.6Z,2,REGULAR,3pt,Jump Shot,[],1627749,69.59592641261499,75.24509803921569,1610612737,61,47,2022-11-13T01:36:46Z,2940000,False,126.0,233.0,1,right,D. Murray 26' 3PT driving floating bank (14 PTS),[1627749],1610612737.0,ATL,driving floating bank,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,26.52,Made,14.0,,,,,,,,,,,,,,,,,
297,PT02M48.00S,2022-11-13T01:36:59.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629680,6.258212877792378,56.127450980392155,1610612755,61,47,2022-11-13T01:40:29Z,2950000,False,-31.0,6.0,1,left,MISS M. Thybulle reverse Layup,[1629680],1610612755.0,PHI,reverse,,,Thybulle,M. Thybulle,,,,,Restricted Area,0-8 Center,3.12,Missed,,,,,,,,,,,,,,,,,,
304,PT02M47.00S,2022-11-13T01:37:00.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,61,47,2022-11-13T01:40:47Z,2955000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,297.0,,,,,,,
298,PT02M47.00S,2022-11-13T01:37:19.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,61,47,2022-11-13T01:37:22Z,2960000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT02M47.00S,2022-11-13T01:37:34.8Z,2,REGULAR,substitution,out,[],1630178,,,1610612755,61,47,2022-11-13T01:37:38Z,2970000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT02M47.00S,2022-11-13T01:37:34.8Z,2,REGULAR,substitution,in,[],1629003,,,1610612755,61,47,2022-11-13T01:37:38Z,2980000,False,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT02M43.00S,2022-11-13T01:40:28.8Z,2,REGULAR,jumpball,recovered,[],1629003,,,1610612755,61,47,2022-11-13T01:40:28Z,2990000,False,,,0,,Jump Ball J. Embiid vs. D. Murray: Tip to S. Milton,"[1629003, 203954, 1627749]",1610612755.0,PHI,heldball,S. Milton,1629003.0,Milton,S. Milton,Embiid,203954.0,Murray,1627749.0,,,,,,,,,,,,,,,,,,,,,,
305,PT02M35.00S,2022-11-13T01:40:36.9Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629003,22.946780551905388,47.794117647058826,1610612755,63,47,2022-11-13T01:40:41Z,3020000,False,11.0,163.0,1,left,S. Milton 16' driving floating Jump Shot (4 PTS),[1629003],1610612755.0,PHI,driving floating,,,Milton,S. Milton,,,,,Mid-Range,16-24 Center,16.36,Made,4.0,,,,,,,,,,,,,,,,,
307,PT02M28.00S,2022-11-13T01:40:53.8Z,2,REGULAR,turnover,offensive goaltending,[],203991,,,1610612737,63,47,2022-11-13T01:41:01Z,3040000,False,,,0,,C. Capela offensive goaltending TURNOVER (3 TO),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,202037.0,,,,,,,,3.0,,,,,,,,
308,PT02M13.00S,2022-11-13T01:41:14.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202699,11.383048620236531,56.372549019607845,1610612755,63,47,2022-11-13T01:41:18Z,3050000,False,-32.0,55.0,1,left,MISS T. Harris 6' pullup Shot,[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,6.31,Missed,,,,,,,,,,,,,,,,,,
309,PT02M10.00S,2022-11-13T01:41:17.1Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612737,63,47,2022-11-13T01:41:18Z,3060000,False,,,0,,D. Murray REBOUND (Off:2 Def:3),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,308.0,5.0,3.0,2.0,,,,
310,PT01M57.00S,2022-11-13T01:41:30.5Z,2,REGULAR,turnover,bad pass,[],1629027,,,1610612737,63,47,2022-11-13T01:41:36Z,3070000,False,,,0,,T. Young bad pass TURNOVER (4 TO),"[1629027, 202699]",1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,4.0,,,,,Harris,202699.0,,
311,PT01M57.00S,2022-11-13T01:41:30.5Z,2,REGULAR,steal,,[],202699,,,1610612755,63,47,2022-11-13T01:52:59Z,3080000,False,,,0,,T. Harris STEAL (1 STL),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
312,PT01M51.00S,2022-11-13T01:41:36.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629003,6.521024967148489,52.450980392156865,1610612755,65,47,2022-11-13T01:41:41Z,3090000,False,-12.0,9.0,1,left,S. Milton running finger roll Layup (6 PTS) (T. Harris 1 AST),"[1629003, 202699]",1610612755.0,PHI,running finger roll,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,1.51,Made,6.0,,,,,,T. Harris,202699.0,1.0,,,,,,,,,
314,PT01M40.00S,2022-11-13T01:41:46.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,81.68528252299606,51.9607843137255,1610612737,65,47,2022-11-13T01:41:54Z,3110000,False,10.0,120.0,1,right,MISS D. Murray 12' driving floating Shot,[1627749],1610612737.0,ATL,driving floating,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,12.01,Missed,,,,,,,,,,,,,,,,,,
315,PT01M39.00S,2022-11-13T01:41:47.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612755,65,47,2022-11-13T01:42:02Z,3120000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,314.0,,,,,,,
317,PT01M27.00S,2022-11-13T01:42:17.7Z,2,REGULAR,2pt,Jump Shot,[],203954,23.99802890932983,54.41176470588235,1610612755,65,47,2022-11-13T01:42:26Z,3140000,False,-22.0,173.0,1,left,MISS J. Embiid 17' Jump Shot,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Center,17.45,Missed,,,,,,,,,,,,,,,,,,
318,PT01M26.00S,2022-11-13T01:42:18.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612737,65,47,2022-11-13T01:42:26Z,3150000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,317.0,,,,,,,
320,PT01M19.00S,2022-11-13T01:42:37.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629003,,,1610612737,65,47,2022-11-13T01:42:44Z,3170000,False,,,0,,S. Milton personal FOUL (1 PF) (Young 2 FT),"[1629003, 1629027]",1610612755.0,PHI,,,,Milton,S. Milton,,,,,Above the Break 3,24+ Left Center,,,,202037.0,1.0,0.0,Young,1629027.0,,,,,,,,,,,,
322,PT01M19.00S,2022-11-13T01:43:00.0Z,2,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,65,48,2022-11-13T01:43:00Z,3190000,False,,,0,,T. Young Free Throw 1 of 2 (14 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
323,PT01M19.00S,2022-11-13T01:43:13.7Z,2,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,65,49,2022-11-13T01:43:13Z,3200000,False,,,0,,T. Young Free Throw 2 of 2 (15 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
324,PT01M00.00S,2022-11-13T01:43:34.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,16.90210249671485,45.34313725490196,1610612755,65,49,2022-11-13T01:43:38Z,3210000,False,23.0,106.0,1,left,MISS T. Harris 10' pullup Shot,[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,10.89,Missed,,,,,,,,,,,,,,,,,,
325,PT00M58.10S,2022-11-13T01:43:36.1Z,2,REGULAR,rebound,defensive,[],1628381,,,1610612737,65,49,2022-11-13T01:43:38Z,3220000,False,,,0,,J. Collins REBOUND (Off:1 Def:2),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,324.0,3.0,2.0,1.0,,,,
326,PT00M48.60S,2022-11-13T01:43:47.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,86.67871222076215,51.470588235294116,1610612737,65,51,2022-11-13T01:43:51Z,3230000,False,7.0,73.0,1,right,T. Young 7' driving floating Jump Shot (17 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,7.31,Made,17.0,,,,,,,,,,,,,,,,,
327,PT00M25.10S,2022-11-13T01:44:13.8Z,2,REGULAR,2pt,Jump Shot,[],203954,8.360709592641262,30.88235294117647,1610612755,67,51,2022-11-13T01:44:17Z,3240000,False,96.0,26.0,1,left,J. Embiid 9' turnaround fadeaway Jump Shot (18 PTS),[203954],1610612755.0,PHI,turnaround fadeaway,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Right,9.91,Made,18.0,,,,,,,,,,,,,,,,,
328,PT00M03.20S,2022-11-13T01:44:37.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203991,93.24901445466492,57.35294117647059,1610612737,67,51,2022-11-13T01:44:44Z,3250000,False,37.0,11.0,1,right,MISS C. Capela cutting Layup - blocked,"[203991, 203954]",1610612737.0,ATL,cutting,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,3.84,Missed,,,,,,,,,,,,,,,,,Embiid,203954.0
329,PT00M03.20S,2022-11-13T01:44:37.4Z,2,REGULAR,block,,[],203954,,,1610612737,67,51,2022-11-13T01:44:40Z,3260000,False,,,0,,J. Embiid BLOCK (1 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
330,PT00M00.50S,2022-11-13T01:44:40.1Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,67,51,2022-11-13T01:44:44Z,3270000,False,,,0,,J. Embiid REBOUND (Off:0 Def:5),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,328.0,5.0,5.0,0.0,,,,
331,PT00M00.20S,2022-11-13T01:44:41.8Z,2,REGULAR,3pt,Jump Shot,[],203954,48.702365308804204,13.725490196078432,1610612755,67,51,2022-11-13T01:44:59Z,3280000,False,181.0,405.0,1,left,MISS J. Embiid 44' running 3PT,[203954],1610612755.0,PHI,running,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,44.4,Missed,,,,,,,,,,,,,,,,,,
332,PT00M00.10S,2022-11-13T01:44:41.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,67,51,2022-11-13T01:44:59Z,3290000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,331.0,,,,,,,
333,PT00M00.00S,2022-11-13T01:44:58.2Z,2,REGULAR,period,end,[],0,,,1610612755,67,51,2022-11-13T01:44:58Z,3300000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2022-11-13T01:54:48.0Z,3,REGULAR,substitution,out,['startperiod'],1629003,,,1610612755,67,51,2022-11-13T01:59:53Z,3310000,False,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2022-11-13T01:54:48.0Z,3,REGULAR,substitution,in,['startperiod'],1630178,,,1610612755,67,51,2022-11-13T01:59:53Z,3320000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2022-11-13T02:00:02.4Z,3,REGULAR,period,start,[],0,,,1610612755,67,51,2022-11-13T02:00:02Z,3330000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT11M44.00S,2022-11-13T02:00:20.1Z,3,REGULAR,foul,personal,['2freethrow'],203991,,,1610612755,67,51,2022-11-13T02:00:30Z,3340000,False,,,0,,C. Capela shooting personal FOUL (3 PF) (Embiid 2 FT),"[203991, 203954]",1610612737.0,ATL,shooting,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,204059.0,3.0,0.0,Embiid,203954.0,,,,,,,,,,,,
339,PT11M44.00S,2022-11-13T02:00:54.4Z,3,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,68,51,2022-11-13T02:00:54Z,3360000,False,,,0,,J. Embiid Free Throw 1 of 2 (19 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
340,PT11M44.00S,2022-11-13T02:01:10.7Z,3,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,69,51,2022-11-13T02:01:10Z,3370000,False,,,0,,J. Embiid Free Throw 2 of 2 (20 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
341,PT11M30.00S,2022-11-13T02:01:26.8Z,3,REGULAR,turnover,bad pass,[],203991,,,1610612737,69,51,2022-11-13T02:01:32Z,3380000,False,,,0,,C. Capela bad pass TURNOVER (4 TO),"[203991, 200782]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,4.0,,,,,Tucker,200782.0,,
342,PT11M30.00S,2022-11-13T02:01:26.8Z,3,REGULAR,steal,,[],200782,,,1610612755,69,51,2022-11-13T02:12:54Z,3390000,False,,,0,,P. Tucker STEAL (1 STL),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
343,PT11M26.00S,2022-11-13T02:01:30.4Z,3,REGULAR,turnover,bad pass,[],200782,,,1610612755,69,51,2022-11-13T02:01:34Z,3400000,False,,,0,,P. Tucker bad pass TURNOVER (1 TO),"[200782, 1627749]",1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,1.0,,,,,Murray,1627749.0,,
