actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
80,PT05M08.00S,2025-02-13T00:21:47.1Z,1,REGULAR,substitution,out,[],203901,,,1610612766,15,13,2025-02-13T00:21:59Z,770000,False,,,0,,SUB out: E. Payton,[203901],1610612766.0,CHA,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M08.00S,2025-02-13T00:21:47.1Z,1,REGULAR,substitution,in,[],1628976,,,1610612766,15,13,2025-02-13T00:21:59Z,780000,False,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M08.00S,2025-02-13T00:21:47.1Z,1,REGULAR,substitution,in,[],1641878,,,1610612766,15,13,2025-02-13T00:21:59Z,790000,False,,,0,,SUB in: D. Baugh,[1641878],1610612766.0,CHA,,,,Baugh,D. Baugh,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M08.00S,2025-02-13T00:21:47.1Z,1,REGULAR,substitution,in,[],1631209,,,1610612766,15,13,2025-02-13T00:21:59Z,800000,False,,,0,,SUB in: I. Wong,[1631209],1610612766.0,CHA,,,,Wong,I. Wong,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M08.00S,2025-02-13T00:21:47.1Z,1,REGULAR,substitution,out,[],1630532,,,1610612766,15,13,2025-02-13T00:22:14Z,810000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M08.00S,2025-02-13T00:21:47.1Z,1,REGULAR,substitution,in,[],203914,,,1610612766,15,13,2025-02-13T00:22:14Z,820000,False,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M56.00S,2025-02-13T00:22:15.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641733,91.59001314060447,36.74172794117647,1610612766,15,15,2025-02-13T00:26:46Z,830000,False,-66.0,27.0,1,right,N. Smith Jr. 7' pullup Jump Shot (2 PTS),[1641733],1610612766.0,CHA,pullup,,,Smith Jr.,N. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.14,Made,2.0,,,,,,,,,,,,,,,,,
87,PT04M46.00S,2025-02-13T00:22:25.2Z,1,REGULAR,3pt,Jump Shot,[],203484,6.521024967148489,95.09803921568627,1610612753,15,15,2025-02-13T00:27:02Z,840000,False,-225.0,9.0,1,left,MISS K. Caldwell-Pope 3PT,[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Left Corner 3,24+ Left,22.57,Missed,,,,,,,,,,,,,,,,,,
88,PT04M44.00S,2025-02-13T00:22:27.2Z,1,REGULAR,rebound,defensive,[],201959,,,1610612766,15,15,2025-02-13T00:27:02Z,850000,False,,,0,,T. Gibson REBOUND (Off:0 Def:3),[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,Left Corner 3,24+ Left,,,,,,,87.0,,3.0,3.0,0.0,,,,,,,,,
90,PT04M30.00S,2025-02-13T00:22:51.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641878,88.04204993429698,61.71875,1610612766,15,15,2025-02-13T00:27:53Z,870000,False,59.0,60.0,1,right,MISS D. Baugh 8' driving Layup,[1641878],1610612766.0,CHA,driving,,,Baugh,D. Baugh,,,,,In The Paint (Non-RA),8-16 Right,8.38,Missed,,,,,,,,,,,,,,,,,,
92,PT04M29.00S,2025-02-13T00:22:52.3Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,15,15,2025-02-13T00:27:53Z,890000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,90.0,,1.0,1.0,0.0,,,,,,,,,
93,PT04M21.00S,2025-02-13T00:22:59.5Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1630175,13.929040735873855,67.22196691176471,1610612753,17,15,2025-02-13T00:28:55Z,900000,False,-86.0,78.0,1,left,C. Anthony 11' running pullup Jump Shot (7 PTS),[1630175],1610612753.0,ORL,running pullup,,,Anthony,C. Anthony,,,,,Mid-Range,8-16 Left,11.64,Made,7.0,,,,,,,,,,,,,,,,,
94,PT04M08.00S,2025-02-13T00:23:12.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641733,82.1287779237845,50.122549019607845,1610612766,17,15,2025-02-13T00:29:28Z,910000,False,1.0,115.0,1,right,MISS N. Smith Jr. 11' pullup Shot,[1641733],1610612766.0,CHA,pullup,,,Smith Jr.,N. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,11.55,Missed,,,,,,,,,,,,,,,,,,
95,PT04M06.00S,2025-02-13T00:23:14.8Z,1,REGULAR,rebound,defensive,[],1630175,,,1610612753,17,15,2025-02-13T00:29:23Z,920000,False,,,0,,C. Anthony REBOUND (Off:0 Def:3),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,94.0,,3.0,3.0,0.0,,,,,,,,,
96,PT03M59.00S,2025-02-13T00:23:22.9Z,1,REGULAR,2pt,Jump Shot,[],1631094,17.47700394218134,23.50643382352942,1610612753,17,15,2025-02-13T00:29:46Z,930000,False,132.0,112.0,1,left,MISS P. Banchero 17' pullup Shot,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Right Center,17.34,Missed,,,,,,,,,,,,,,,,,,
97,PT03M57.00S,2025-02-13T00:23:24.9Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,17,15,2025-02-13T00:29:46Z,940000,False,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Right Center,,,,,,,96.0,,3.0,3.0,0.0,,,,,,,,,
98,PT03M47.00S,2025-02-13T00:23:34.2Z,1,REGULAR,2pt,Layup,[],1628970,90.40735873850197,71.27757352941177,1610612766,17,15,2025-02-13T00:30:12Z,950000,False,106.0,38.0,1,right,MISS M. Bridges 11' driving Layup,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Right,11.29,Missed,,,,,,,,,,,,,,,,,,
99,PT03M44.00S,2025-02-13T00:23:37.2Z,1,REGULAR,rebound,offensive,[],201959,,,1610612766,17,15,2025-02-13T01:28:08Z,960000,False,,,0,,T. Gibson REBOUND (Off:1 Def:3),[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,Mid-Range,8-16 Right,,,,,,,98.0,,4.0,3.0,1.0,,,,,,,,,
104,PT03M42.00S,2025-02-13T00:23:41.3Z,1,REGULAR,turnover,out-of-bounds,[],201959,,,1610612766,17,15,2025-02-13T00:30:42Z,1010000,False,,,0,,T. Gibson lost ball out-of-bounds TURNOVER (1 TO),[201959],1610612766.0,CHA,lost ball,,,Gibson,T. Gibson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1626300.0,,,,,,1.0,,,,,,
105,PT03M42.00S,2025-02-13T00:23:44.5Z,1,REGULAR,substitution,out,[],203484,,,1610612753,17,15,2025-02-13T00:24:20Z,1020000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M42.00S,2025-02-13T00:23:44.5Z,1,REGULAR,substitution,out,[],1630175,,,1610612753,17,15,2025-02-13T00:24:20Z,1030000,False,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M42.00S,2025-02-13T00:23:44.5Z,1,REGULAR,substitution,out,[],1641733,,,1610612753,17,15,2025-02-13T00:24:20Z,1040000,False,,,0,,SUB out: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M42.00S,2025-02-13T00:23:44.5Z,1,REGULAR,substitution,out,[],201959,,,1610612753,17,15,2025-02-13T00:24:20Z,1050000,False,,,0,,SUB out: T. Gibson,[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M42.00S,2025-02-13T00:23:44.5Z,1,REGULAR,substitution,in,[],1641724,,,1610612753,17,15,2025-02-13T00:24:20Z,1060000,False,,,0,,SUB in: J. Howard,[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M42.00S,2025-02-13T00:23:44.5Z,1,REGULAR,substitution,in,[],1641710,,,1610612753,17,15,2025-02-13T00:24:20Z,1070000,False,,,0,,SUB in: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M42.00S,2025-02-13T00:23:44.5Z,1,REGULAR,substitution,in,[],1642275,,,1610612753,17,15,2025-02-13T00:24:20Z,1080000,False,,,0,,SUB in: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M42.00S,2025-02-13T00:23:44.5Z,1,REGULAR,substitution,in,[],1629610,,,1610612753,17,15,2025-02-13T00:24:20Z,1090000,False,,,0,,SUB in: D. Jeffries,[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M23.00S,2025-02-13T00:24:25.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641724,7.802233902759525,2.941176470588232,1610612753,17,15,2025-02-13T00:31:03Z,1100000,False,235.0,21.0,1,left,MISS J. Howard 3PT,[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,Right Corner 3,24+ Right,23.62,Missed,,,,,,,,,,,,,,,,,,
114,PT03M21.00S,2025-02-13T00:24:27.2Z,1,REGULAR,rebound,offensive,[],1628976,,,1610612753,17,15,2025-02-13T00:31:03Z,1110000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Right Corner 3,24+ Right,,,,,,,113.0,,2.0,1.0,1.0,,,,,,,,,
115,PT03M19.00S,2025-02-13T00:24:29.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628976,8.886333771353483,52.94117647058824,1610612753,17,15,2025-02-13T00:31:18Z,1120000,False,-15.0,31.0,1,left,MISS W. Carter Jr. putback Layup,[1628976],1610612753.0,ORL,putback,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,3.43,Missed,,,,,,,,,,,,,,,,,,
116,PT03M18.00S,2025-02-13T00:24:30.1Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,17,15,2025-02-13T00:31:18Z,1130000,False,,,0,,M. Bridges REBOUND (Off:0 Def:4),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,115.0,,4.0,4.0,0.0,,,,,,,,,
117,PT03M11.00S,2025-02-13T00:24:38.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641878,92.16491458607096,95.83333333333333,1610612766,17,18,2025-02-13T00:31:41Z,1140000,False,229.0,21.0,1,right,D. Baugh 3PT running (3 PTS) (M. Bridges 2 AST),"[1641878, 1628970]",1610612766.0,CHA,running,,,Baugh,D. Baugh,,,,,Right Corner 3,24+ Right,23.02,Made,3.0,M. Bridges,1628970.0,2.0,,,,,,,,,,,,,,
119,PT02M56.00S,2025-02-13T00:24:49.3Z,1,REGULAR,3pt,Jump Shot,[],1641724,11.432325886990796,3.8985906862745026,1610612753,20,18,2025-02-13T00:31:50Z,1160000,False,231.0,55.0,1,left,J. Howard 3PT  (3 PTS) (P. Banchero 2 AST),"[1641724, 1631094]",1610612753.0,ORL,,,,Howard,J. Howard,,,,,Right Corner 3,24+ Right,23.7,Made,3.0,P. Banchero,1631094.0,2.0,,,,,,,,,,,,,,
121,PT02M39.00S,2025-02-13T00:25:08.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642275,82.1287779237845,62.72977941176471,1610612766,20,18,2025-02-13T00:32:08Z,1180000,False,64.0,115.0,1,right,MISS T. Salaün 13' driving floating Shot,[1642275],1610612766.0,CHA,driving floating,,,Salaün,T. Salaün,,,,,In The Paint (Non-RA),8-16 Center,13.19,Missed,,,,,,,,,,,,,,,,,,
122,PT02M37.00S,2025-02-13T00:25:10.7Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,20,18,2025-02-13T00:32:08Z,1190000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,121.0,,3.0,2.0,1.0,,,,,,,,,
123,PT02M29.00S,2025-02-13T00:25:18.9Z,1,REGULAR,foul,personal,['2freethrow'],1629610,,,1610612753,20,18,2025-02-13T00:32:16Z,1200000,False,,,0,,D. Jeffries shooting personal FOUL (1 PF) (Banchero 2 FT),"[1629610, 1631094]",1610612766.0,CHA,shooting,,,Jeffries,D. Jeffries,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,200832.0,,,,,,,,,1.0,0.0,Banchero,1631094.0
125,PT02M29.00S,2025-02-13T00:25:44.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,20,18,2025-02-13T00:25:44Z,1220000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M29.00S,2025-02-13T00:28:41.0Z,1,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,21,18,2025-02-13T00:28:41Z,1250000,False,,,0,,P. Banchero Free Throw 1 of 2 (6 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
129,PT02M29.00S,2025-02-13T00:28:59.2Z,1,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,22,18,2025-02-13T00:28:59Z,1260000,False,,,0,,P. Banchero Free Throw 2 of 2 (7 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
130,PT02M17.00S,2025-02-13T00:29:14.2Z,1,REGULAR,2pt,Layup,[],1628970,90.67017082785809,68.58149509803921,1610612766,22,18,2025-02-13T00:32:46Z,1270000,False,93.0,35.0,1,right,MISS M. Bridges 9' driving Layup - blocked,"[1628970, 203914]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Right,9.93,Missed,,,,,,,,,,Harris,203914.0,,,,,,,
131,PT02M17.00S,2025-02-13T00:29:14.2Z,1,REGULAR,block,,[],203914,,,1610612766,22,18,2025-02-13T00:29:17Z,1280000,False,,,0,,G. Harris BLOCK (1 BLK),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
132,PT02M16.00S,2025-02-13T00:29:15.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,22,18,2025-02-13T00:32:46Z,1290000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,130.0,,,,,,,,,,,,,
134,PT02M16.00S,2025-02-13T00:29:28.9Z,1,REGULAR,substitution,out,[],1631094,,,1610612766,22,18,2025-02-13T00:29:32Z,1310000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M16.00S,2025-02-13T00:29:28.9Z,1,REGULAR,substitution,in,[],1641783,,,1610612766,22,18,2025-02-13T00:29:32Z,1320000,False,,,0,,SUB in: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M09.00S,2025-02-13T00:29:46.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628970,86.07095926412615,50.080422794117645,1610612766,22,20,2025-02-13T00:33:07Z,1330000,False,0.0,78.0,1,right,M. Bridges 7' driving bank Jump Shot (7 PTS),[1628970],1610612766.0,CHA,driving bank,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,7.84,Made,7.0,,,,,,,,,,,,,,,,,
137,PT01M59.00S,2025-02-13T00:29:59.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641710,10.249671484888296,38.52251838235294,1610612753,22,20,2025-02-13T00:33:42Z,1340000,False,57.0,44.0,1,left,MISS A. Black 7' driving Layup,[1641710],1610612753.0,ORL,driving,,,Black,A. Black,,,,,In The Paint (Non-RA),0-8 Center,7.22,Missed,,,,,,,,,,,,,,,,,,
138,PT01M57.00S,2025-02-13T00:30:01.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,22,20,2025-02-13T00:33:57Z,1350000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,137.0,,,,,,,,,,,,,
140,PT01M48.00S,2025-02-13T00:30:22.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628976,11.169513797634693,46.64905024509803,1610612753,24,20,2025-02-13T00:34:09Z,1370000,False,17.0,52.0,1,left,W. Carter Jr. driving Layup (2 PTS) (T. da Silva 1 AST),"[1628976, 1641783]",1610612753.0,ORL,driving,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.51,Made,2.0,T. da Silva,1641783.0,1.0,,,,,,,,,,,,,,
142,PT01M36.00S,2025-02-13T00:30:34.4Z,1,REGULAR,turnover,bad pass,[],1641878,,,1610612766,24,20,2025-02-13T00:34:35Z,1390000,False,,,0,,D. Baugh bad pass TURNOVER (1 TO),"[1641878, 1641710]",1610612766.0,CHA,,,,Baugh,D. Baugh,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,1.0,Black,1641710.0,,,,
143,PT01M36.00S,2025-02-13T00:30:34.4Z,1,REGULAR,steal,,[],1641710,,,1610612753,24,20,2025-02-13T00:30:36Z,1400000,False,,,0,,A. Black STEAL (1 STL),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
144,PT01M28.00S,2025-02-13T00:30:41.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628976,33.986941524310126,38.748468137254896,1610612753,24,20,2025-02-13T00:34:50Z,1410000,False,56.0,267.0,1,left,MISS W. Carter Jr. 27' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Center,27.29,Missed,,,,,,,,,,,,,,,,,,
145,PT01M26.00S,2025-02-13T00:30:43.8Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,24,20,2025-02-13T00:34:50Z,1420000,False,,,0,,M. Bridges REBOUND (Off:0 Def:5),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,,,,,,,144.0,,5.0,5.0,0.0,,,,,,,,,
146,PT01M10.00S,2025-02-13T00:31:00.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642275,90.27595269382391,43.19852941176471,1610612766,24,20,2025-02-13T00:35:18Z,1430000,False,-34.0,39.0,1,right,MISS T. Salaün driving Layup - blocked,"[1642275, 1641710]",1610612766.0,CHA,driving,,,Salaün,T. Salaün,,,,,In The Paint (Non-RA),0-8 Center,5.17,Missed,,,,,,,,,,Black,1641710.0,,,,,,,
147,PT01M10.00S,2025-02-13T00:31:00.9Z,1,REGULAR,block,,[],1641710,,,1610612766,24,20,2025-02-13T00:31:03Z,1440000,False,,,0,,A. Black BLOCK (1 BLK),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
148,PT01M08.00S,2025-02-13T00:31:02.9Z,1,REGULAR,rebound,defensive,[],1641724,,,1610612753,24,20,2025-02-13T00:35:18Z,1450000,False,,,0,,J. Howard REBOUND (Off:0 Def:1),[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,146.0,,1.0,1.0,0.0,,,,,,,,,
149,PT01M00.00S,2025-02-13T00:31:10.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641710,11.695137976346913,56.04319852941176,1610612753,26,20,2025-02-13T00:35:28Z,1460000,False,-30.0,57.0,1,left,A. Black 6' driving floating bank Jump Shot (2 PTS),[1641710],1610612753.0,ORL,driving floating bank,,,Black,A. Black,,,,,In The Paint (Non-RA),0-8 Center,6.49,Made,2.0,,,,,,,,,,,,,,,,,
150,PT01M00.00S,2025-02-13T00:31:15.5Z,1,REGULAR,foul,personal,['1freethrow'],1641878,,,1610612753,26,20,2025-02-13T00:35:34Z,1470000,False,,,0,,D. Baugh shooting personal FOUL (1 PF) (Black 1 FT),"[1641878, 1641710]",1610612766.0,CHA,shooting,,,Baugh,D. Baugh,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,200832.0,,,,,,,,,1.0,0.0,Black,1641710.0
152,PT01M00.00S,2025-02-13T00:31:38.6Z,1,REGULAR,freethrow,1 of 1,[],1641710,,,1610612753,26,20,2025-02-13T00:31:46Z,1490000,False,,,0,,MISS A. Black Free Throw 1 of 1,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
153,PT00M59.00S,2025-02-13T00:31:39.6Z,1,REGULAR,rebound,defensive,[],1629610,,,1610612766,26,20,2025-02-13T00:35:44Z,1500000,False,,,0,,D. Jeffries REBOUND (Off:0 Def:1),[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,,,,,,,,,152.0,,1.0,1.0,0.0,,,,,,,,,
154,PT00M47.00S,2025-02-13T00:31:53.1Z,1,REGULAR,turnover,out-of-bounds,[],1631209,,,1610612766,26,20,2025-02-13T00:44:45Z,1510000,False,,,0,,I. Wong bad pass out-of-bounds TURNOVER (1 TO),[1631209],1610612766.0,CHA,bad pass,,,Wong,I. Wong,,,,,Above the Break 3,24+ Center,,,,,,,,1626300.0,,,,,,1.0,,,,,,
155,PT00M34.60S,2025-02-13T00:32:16.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641878,,,1610612753,26,20,2025-02-13T00:36:35Z,1520000,False,,,0,,D. Baugh personal FOUL (2 PF) (Carter Jr. 2 FT),"[1641878, 1628976]",1610612766.0,CHA,,,,Baugh,D. Baugh,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628480.0,,,,,,,,,2.0,0.0,Carter Jr.,1628976.0
157,PT00M34.60S,2025-02-13T00:32:46.5Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628976,,,1610612753,27,20,2025-02-13T00:32:46Z,1540000,False,,,0,,W. Carter Jr. Free Throw 1 of 2 (3 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
158,PT00M34.60S,2025-02-13T00:33:08.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628976,,,1610612753,28,20,2025-02-13T00:33:08Z,1550000,False,,,0,,W. Carter Jr. Free Throw 2 of 2 (4 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
159,PT00M12.50S,2025-02-13T00:33:34.3Z,1,REGULAR,2pt,Jump Shot,[],1631209,90.40735873850197,69.82996323529412,1610612766,28,20,2025-02-13T00:37:03Z,1560000,False,99.0,38.0,1,right,MISS I. Wong 10' driving floating Shot,[1631209],1610612766.0,CHA,driving floating,,,Wong,I. Wong,,,,,Mid-Range,8-16 Right,10.6,Missed,,,,,,,,,,,,,,,,,,
160,PT00M10.00S,2025-02-13T00:33:36.8Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,28,20,2025-02-13T00:37:03Z,1570000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:3),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Right,,,,,,,159.0,,4.0,3.0,1.0,,,,,,,,,
161,PT00M01.20S,2025-02-13T00:33:46.9Z,1,REGULAR,2pt,Jump Shot,[],1641710,10.358492115637318,22.526041666666657,1610612753,28,20,2025-02-13T00:37:23Z,1580000,False,137.0,45.0,1,left,MISS A. Black 14' fadeaway Shot,[1641710],1610612753.0,ORL,fadeaway,,,Black,A. Black,,,,,Mid-Range,8-16 Right,14.46,Missed,,,,,,,,,,,,,,,,,,
162,PT00M00.10S,2025-02-13T00:33:48.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,28,20,2025-02-13T00:37:23Z,1590000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,161.0,,,,,,,,,,,,,
163,PT00M00.00S,2025-02-13T00:33:50.2Z,1,REGULAR,period,end,[],0,,,1610612753,28,20,2025-02-13T00:33:50Z,1600000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2025-02-13T00:33:57.3Z,2,REGULAR,substitution,out,['startperiod'],203914,,,1610612753,28,20,2025-02-13T00:36:27Z,1610000,False,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2025-02-13T00:33:57.3Z,2,REGULAR,substitution,out,['startperiod'],1628970,,,1610612753,28,20,2025-02-13T00:36:27Z,1620000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2025-02-13T00:33:57.3Z,2,REGULAR,substitution,out,['startperiod'],1641878,,,1610612753,28,20,2025-02-13T00:36:27Z,1630000,False,,,0,,SUB out: D. Baugh,[1641878],1610612766.0,CHA,,,,Baugh,D. Baugh,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2025-02-13T00:33:57.3Z,2,REGULAR,substitution,out,['startperiod'],1631209,,,1610612753,28,20,2025-02-13T00:36:27Z,1640000,False,,,0,,SUB out: I. Wong,[1631209],1610612766.0,CHA,,,,Wong,I. Wong,,,,,,,,,,,,,,,,,,,,,,,,,,
