actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
86,PT05M01.00S,2025-01-19T23:22:40.8Z,1,REGULAR,substitution,in,[],1631124,,,1610612753,18,16,2025-01-19T23:24:22Z,840000,False,,,0,,SUB in: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M01.00S,2025-01-19T23:22:40.8Z,1,REGULAR,substitution,in,[],203932,,,1610612753,18,16,2025-01-19T23:24:22Z,850000,False,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M01.00S,2025-01-19T23:22:40.8Z,1,REGULAR,substitution,in,[],1631212,,,1610612753,18,16,2025-01-19T23:24:22Z,860000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M48.00S,2025-01-19T23:24:56.7Z,1,REGULAR,3pt,Jump Shot,[],1641710,33.85348226018397,25.0,1610612753,18,16,2025-01-19T23:39:42Z,870000,False,125.0,266.0,1,left,MISS A. Black 29' step back 3PT,[1641710],1610612753.0,ORL,step back,,,Black,A. Black,,,,,Above the Break 3,24+ Right Center,29.36,Missed,,,,,,,,,,,,,,,,,,
90,PT04M45.00S,2025-01-19T23:24:59.7Z,1,REGULAR,rebound,offensive,[],1628976,,,1610612753,18,16,2025-01-19T23:25:06Z,880000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Right Center,,,,89.0,2.0,1.0,1.0,,,,,,,,,,,,,
91,PT04M42.00S,2025-01-19T23:25:02.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203484,30.962549277266753,69.6078431372549,1610612753,21,16,2025-01-19T23:25:14Z,890000,False,-98.0,239.0,1,left,K. Caldwell-Pope 25' 3PT  (7 PTS) (W. Carter Jr. 3 AST),"[203484, 1628976]",1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,25.78,Made,7.0,,,,,W. Carter Jr.,1628976.0,3.0,,,,,,,,,,
93,PT04M27.00S,2025-01-19T23:25:18.2Z,1,REGULAR,2pt,Hook,[],203999,92.06636005256242,68.38235294117648,1610612743,21,18,2025-01-19T23:41:25Z,910000,False,92.0,22.0,1,right,N. Jokić 9' driving Hook (6 PTS) (R. Westbrook 3 AST),"[203999, 201566]",1610612743.0,DEN,driving,,,Jokić,N. Jokić,,,,,Mid-Range,8-16 Right,9.45,Made,6.0,,,,,R. Westbrook,201566.0,3.0,,,,,,,,,,
161,PT04M17.00S,2025-01-19T23:25:39.4Z,1,REGULAR,foul,personal,[],1631124,,,1610612753,21,18,2025-01-20T00:14:31Z,920000,False,,,0,,J. Strawther personal FOUL (1 PF),"[1631124, 1641783]",1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1627964.0,1.0,0.0,da Silva,1641783.0
119,PT04M17.00S,2025-01-19T23:26:00.6Z,1,REGULAR,substitution,in,[],1631216,,,1610612753,21,18,2025-01-19T23:28:33Z,930000,False,,,0,,SUB in: C. Houstan,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT04M17.00S,2025-01-19T23:26:00.6Z,1,REGULAR,substitution,out,[],1641783,,,1610612753,21,18,2025-01-19T23:29:19Z,940000,False,,,0,,SUB out: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M06.00S,2025-01-19T23:26:04.4Z,1,REGULAR,3pt,Jump Shot,[],1641710,11.514454664914586,5.147058823529411,1610612753,24,18,2025-01-19T23:35:57Z,970000,False,224.0,56.0,1,left,A. Black 3PT  (3 PTS) (K. Caldwell-Pope 2 AST),"[1641710, 203484]",1610612753.0,ORL,,,,Black,A. Black,,,,,Right Corner 3,24+ Right,23.11,Made,3.0,,,,,K. Caldwell-Pope,203484.0,2.0,,,,,,,,,,
101,PT03M52.00S,2025-01-19T23:26:18.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,92.85479632063075,55.392156862745104,1610612743,24,20,2025-01-19T23:26:39Z,990000,False,27.0,15.0,1,right,R. Westbrook driving Layup (5 PTS) (P. Watson 1 AST),"[201566, 1631212]",1610612743.0,DEN,driving,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,3.07,Made,5.0,,,,,P. Watson,1631212.0,1.0,,,,,,,,,,
104,PT03M40.00S,2025-01-19T23:26:52.6Z,1,REGULAR,3pt,Jump Shot,[],1631216,31.488173455978973,64.2156862745098,1610612753,27,20,2025-01-19T23:45:32Z,1020000,False,-71.0,243.0,1,left,C. Houstan 25' 3PT  (3 PTS) (T. Queen 1 AST),"[1631216, 1630243]",1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Above the Break 3,24+ Center,25.37,Made,3.0,,,,,T. Queen,1630243.0,1.0,,,,,,,,,,
263,PT03M28.00S,2025-01-19T23:27:00.3Z,1,REGULAR,foul,personal,[],1631216,,,1610612743,27,20,2025-01-20T00:14:48Z,1035000,False,,,0,,C. Houstan personal FOUL (1 PF),"[1631216, 203999]",1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1627964.0,1.0,0.0,Jokić,203999.0
106,PT03M19.00S,2025-01-19T23:27:08.1Z,1,REGULAR,2pt,Jump Shot,[],203999,77.34888304862024,48.529411764705884,1610612743,27,22,2025-01-19T23:52:41Z,1040000,False,-7.0,160.0,1,right,N. Jokić 16' driving floating Jump Shot (8 PTS) (J. Strawther 1 AST),"[203999, 1631124]",1610612743.0,DEN,driving floating,,,Jokić,N. Jokić,,,,,Mid-Range,16-24 Center,16.06,Made,8.0,,,,,J. Strawther,1631124.0,1.0,,,,,,,,,,
107,PT02M59.00S,2025-01-19T23:27:27.7Z,1,REGULAR,2pt,Jump Shot,[],1628976,22.815374507227332,60.5392156862745,1610612753,29,22,2025-01-20T00:03:49Z,1050000,False,-53.0,162.0,1,left,W. Carter Jr. 17' pullup Jump Shot (9 PTS) (A. Black 1 AST),"[1628976, 1641710]",1610612753.0,ORL,pullup,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,16-24 Center,17.04,Made,9.0,,,,,A. Black,1641710.0,1.0,,,,,,,,,,
109,PT02M45.00S,2025-01-19T23:27:42.0Z,1,REGULAR,turnover,bad pass,[],203932,,,1610612743,29,22,2025-01-20T00:04:19Z,1070000,False,,,0,,A. Gordon bad pass TURNOVER (1 TO),"[203932, 1628976]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1.0,Carter Jr.,1628976.0,,,,,
110,PT02M45.00S,2025-01-19T23:27:42.0Z,1,REGULAR,steal,,[],1628976,,,1610612753,29,22,2025-01-19T23:27:44Z,1080000,False,,,0,,W. Carter Jr. STEAL (1 STL),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
111,PT02M40.00S,2025-01-19T23:27:46.8Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203484,31.750985545335087,37.00980392156863,1610612753,29,22,2025-01-20T00:16:10Z,1090000,False,65.0,246.0,1,left,MISS K. Caldwell-Pope 25' running pullup 3PT,[203484],1610612753.0,ORL,running pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Center,25.44,Missed,,,,,,,,,,,,,,,,,,
112,PT02M37.00S,2025-01-19T23:27:49.8Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,29,22,2025-01-19T23:27:55Z,1100000,False,,,0,,N. Jokić REBOUND (Off:0 Def:5),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Center,,,,111.0,5.0,5.0,0.0,,,,,,,,,,,,,
113,PT02M27.00S,2025-01-19T23:28:00.4Z,1,REGULAR,turnover,out-of-bounds,[],203932,,,1610612743,29,22,2025-01-20T00:16:54Z,1110000,False,,,0,,A. Gordon bad pass out-of-bounds TURNOVER (2 TO),[203932],1610612743.0,DEN,bad pass,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2.0,,,2003.0,,,,
114,PT02M27.00S,2025-01-19T23:28:11.7Z,1,REGULAR,substitution,out,[],1628976,,,1610612753,29,22,2025-01-19T23:28:15Z,1120000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M27.00S,2025-01-19T23:28:11.7Z,1,REGULAR,substitution,in,[],1628371,,,1610612753,29,22,2025-01-19T23:28:15Z,1130000,False,,,0,,SUB in: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M27.00S,2025-01-19T23:28:26.2Z,1,REGULAR,substitution,out,[],201566,,,1610612753,29,22,2025-01-19T23:28:33Z,1140000,False,,,0,,SUB out: R. Westbrook,[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M27.00S,2025-01-19T23:28:26.2Z,1,REGULAR,substitution,in,[],1627750,,,1610612753,29,22,2025-01-19T23:28:33Z,1150000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M14.00S,2025-01-19T23:28:35.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1641710,17.821944809461236,78.18627450980392,1610612753,29,22,2025-01-20T00:17:28Z,1160000,False,-141.0,115.0,1,left,MISS A. Black 18' Jump Shot,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Mid-Range,16-24 Left Center,18.19,Missed,,,,,,,,,,,,,,,,,,
121,PT02M11.00S,2025-01-19T23:28:38.7Z,1,REGULAR,rebound,defensive,[],1631212,,,1610612743,29,22,2025-01-20T00:17:28Z,1170000,False,,,0,,P. Watson REBOUND (Off:0 Def:1),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Mid-Range,16-24 Left Center,,,,120.0,1.0,1.0,0.0,,,,,,,,,,,,,
122,PT01M58.00S,2025-01-19T23:28:48.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,93.9060446780552,56.127450980392155,1610612743,29,24,2025-01-19T23:28:54Z,1180000,False,31.0,5.0,1,right,N. Jokić driving Layup (10 PTS),[203999],1610612743.0,DEN,driving,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,3.1,Made,10.0,,,,,,,,,,,,,,,,,
125,PT01M42.00S,2025-01-19T23:29:04.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628371,19.92444152431012,51.9607843137255,1610612753,29,24,2025-01-19T23:29:09Z,1210000,False,-10.0,135.0,1,left,MISS J. Isaac 13' Jump Shot,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,In The Paint (Non-RA),8-16 Center,13.52,Missed,,,,,,,,,,,,,,,,,,
126,PT01M39.00S,2025-01-19T23:29:07.0Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,29,24,2025-01-19T23:29:09Z,1220000,False,,,0,,N. Jokić REBOUND (Off:0 Def:6),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,,,,125.0,6.0,6.0,0.0,,,,,,,,,,,,,
129,PT01M36.00S,2025-01-19T23:29:18.2Z,1,REGULAR,substitution,out,[],203484,,,1610612743,29,24,2025-01-19T23:29:22Z,1240000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M36.00S,2025-01-19T23:29:18.2Z,1,REGULAR,substitution,in,[],1631094,,,1610612743,29,24,2025-01-19T23:29:22Z,1250000,False,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M23.00S,2025-01-19T23:29:45.9Z,1,REGULAR,turnover,bad pass,[],203932,,,1610612743,29,24,2025-01-19T23:29:50Z,1260000,False,,,0,,A. Gordon bad pass TURNOVER (3 TO),"[203932, 1631094]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,3.0,Banchero,1631094.0,,,,,
132,PT01M23.00S,2025-01-19T23:29:45.9Z,1,REGULAR,steal,,[],1631094,,,1610612753,29,24,2025-01-20T00:00:31Z,1270000,False,,,0,,P. Banchero STEAL (1 STL),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
133,PT01M16.00S,2025-01-19T23:29:53.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630243,7.046649145860711,94.11764705882352,1610612753,29,24,2025-01-19T23:29:58Z,1280000,False,-221.0,14.0,1,left,MISS T. Queen running 3PT,[1630243],1610612753.0,ORL,running,,,Queen,T. Queen,,,,,Left Corner 3,24+ Left,22.1,Missed,,,,,,,,,,,,,,,,,,
134,PT01M14.00S,2025-01-19T23:29:55.0Z,1,REGULAR,rebound,offensive,[],1631094,,,1610612753,29,24,2025-01-20T00:18:17Z,1290000,False,,,0,,P. Banchero REBOUND (Off:2 Def:3),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Left Corner 3,24+ Left,,,,133.0,5.0,3.0,2.0,,,,,,,,,,,,,
135,PT01M12.00S,2025-01-19T23:30:00.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628371,7.440867279894875,47.549019607843135,1610612753,29,24,2025-01-20T00:18:39Z,1300000,False,12.0,17.0,1,left,MISS J. Isaac Layup,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Restricted Area,0-8 Center,2.13,Missed,,,,,,,,,,,,,,,,,,
136,PT01M10.00S,2025-01-19T23:30:02.4Z,1,REGULAR,rebound,offensive,[],1628371,,,1610612753,29,24,2025-01-20T00:18:39Z,1310000,False,,,0,,J. Isaac REBOUND (Off:1 Def:0),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Restricted Area,0-8 Center,,,,135.0,1.0,0.0,1.0,,,,,,,,,,,,,
137,PT01M06.00S,2025-01-19T23:30:05.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630243,9.543363994743759,97.05882352941177,1610612753,29,24,2025-01-20T00:19:04Z,1320000,False,-235.0,37.0,1,left,MISS T. Queen 3PT,[1630243],1610612753.0,ORL,,,,Queen,T. Queen,,,,,Left Corner 3,24+ Left,23.82,Missed,,,,,,,,,,,,,,,,,,
138,PT01M05.00S,2025-01-19T23:30:06.1Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,29,24,2025-01-20T00:19:04Z,1330000,False,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Left Corner 3,24+ Left,,,,137.0,1.0,1.0,0.0,,,,,,,,,,,,,
139,PT00M59.30S,2025-01-19T23:30:13.7Z,1,REGULAR,foul,personal,['2freethrow'],1628371,,,1610612743,29,24,2025-01-19T23:30:22Z,1340000,False,,,0,,J. Isaac shooting personal FOUL (1 PF) (Jokić 2 FT),"[1628371, 203999]",1610612753.0,ORL,shooting,,,Isaac,J. Isaac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2003.0,1.0,0.0,Jokić,203999.0
141,PT00M59.30S,2025-01-19T23:30:54.8Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],203999,,,1610612743,29,25,2025-01-19T23:30:54Z,1360000,False,,,0,,N. Jokić Free Throw 1 of 2 (11 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
142,PT00M59.30S,2025-01-19T23:31:10.8Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203999,,,1610612743,29,26,2025-01-19T23:31:10Z,1370000,False,,,0,,N. Jokić Free Throw 2 of 2 (12 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
145,PT00M35.30S,2025-01-19T23:32:00.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,8.360709592641262,55.392156862745104,1610612753,29,26,2025-01-19T23:32:14Z,1400000,False,-27.0,26.0,1,left,MISS P. Banchero driving Layup - blocked,"[1631094, 1631212]",1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,3.76,Missed,,,,,,,,,Watson,1631212.0,,,,,,,,
146,PT00M35.30S,2025-01-19T23:32:00.7Z,1,REGULAR,block,,[],1631212,,,1610612753,29,26,2025-01-19T23:32:03Z,1410000,False,,,0,,P. Watson BLOCK (1 BLK),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
147,PT00M32.50S,2025-01-19T23:32:03.5Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,29,26,2025-01-19T23:32:03Z,1420000,False,,,0,,N. Jokić REBOUND (Off:0 Def:7),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,145.0,7.0,7.0,0.0,,,,,,,,,,,,,
148,PT00M28.80S,2025-01-19T23:32:07.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631124,87.20433639947439,99.75490196078431,1610612743,29,26,2025-01-19T23:32:18Z,1430000,False,249.0,68.0,1,right,MISS J. Strawther 25' running 3PT - blocked,"[1631124, 1630243]",1610612743.0,DEN,running,,,Strawther,J. Strawther,,,,,Right Corner 3,24+ Right,25.79,Missed,,,,,,,,,Queen,1630243.0,,,,,,,,
342,PT00M28.80S,2025-01-19T23:32:07.2Z,1,REGULAR,block,,[],1630243,,,1610612743,29,26,2025-01-20T00:06:17Z,1435000,False,,,0,,T. Queen BLOCK (1 BLK),[1630243],1610612753.0,ORL,,,,Queen,T. Queen,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
149,PT00M28.10S,2025-01-19T23:32:07.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612753,29,26,2025-01-20T00:19:33Z,1440000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Right Corner 3,24+ Right,,,,148.0,,,,,,,,,,,,,,,,
151,PT00M28.10S,2025-01-19T23:32:27.1Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612753,29,26,2025-01-19T23:32:40Z,1460000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,1627964.0,,,,
152,PT00M07.40S,2025-01-19T23:34:02.2Z,1,REGULAR,3pt,Jump Shot,[],1631216,34.90473061760841,37.745098039215684,1610612753,29,26,2025-01-19T23:34:07Z,1470000,False,61.0,276.0,1,left,MISS C. Houstan 28' 3PT,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Above the Break 3,24+ Center,28.23,Missed,,,,,,,,,,,,,,,,,,
153,PT00M05.80S,2025-01-19T23:34:06.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612743,29,26,2025-01-19T23:34:06Z,1480000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Center,,,,152.0,,,,,,,,,,,,,,,,
155,PT00M02.30S,2025-01-19T23:34:15.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631124,93.9060446780552,50.0,1610612743,29,28,2025-01-19T23:34:21Z,1500000,False,0.0,5.0,1,right,J. Strawther driving Layup (2 PTS) (N. Jokić 2 AST),"[1631124, 203999]",1610612743.0,DEN,driving,,,Strawther,J. Strawther,,,,,Restricted Area,0-8 Center,0.48,Made,2.0,,,,,N. Jokić,203999.0,2.0,,,,,,,,,,
158,PT00M00.00S,2025-01-19T23:34:22.7Z,1,REGULAR,3pt,Jump Shot,[],1630243,50.673455978975035,23.52941176470588,1610612753,29,28,2025-01-20T00:20:08Z,1530000,False,132.0,424.0,1,left,MISS T. Queen 44' pullup 3PT,[1630243],1610612753.0,ORL,pullup,,,Queen,T. Queen,,,,,Above the Break 3,24+ Left Center,44.4,Missed,,,,,,,,,,,,,,,,,,
159,PT00M00.00S,2025-01-19T23:34:22.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,29,28,2025-01-19T23:34:30Z,1540000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,158.0,,,,,,,,,,,,,,,,
160,PT00M00.00S,2025-01-19T23:34:29.8Z,1,REGULAR,period,end,[],0,,,1610612753,29,28,2025-01-19T23:34:29Z,1550000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2025-01-19T23:35:55.4Z,2,REGULAR,substitution,out,['startperiod'],203999,,,1610612753,29,28,2025-01-19T23:36:48Z,1560000,False,,,0,,SUB out: N. Jokić,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2025-01-19T23:35:55.4Z,2,REGULAR,substitution,in,['startperiod'],201599,,,1610612753,29,28,2025-01-19T23:36:48Z,1570000,False,,,0,,SUB in: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2025-01-19T23:37:00.2Z,2,REGULAR,period,start,[],0,,,1610612743,29,28,2025-01-19T23:37:00Z,1580000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT11M48.00S,2025-01-19T23:37:11.3Z,2,REGULAR,2pt,Jump Shot,[],1627750,74.06373193166885,37.00980392156863,1610612743,29,28,2025-01-19T23:47:22Z,1590000,False,-65.0,191.0,1,right,MISS J. Murray 20' pullup Shot,[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Mid-Range,16-24 Left Center,20.2,Missed,,,,,,,,,,,,,,,,,,
168,PT11M47.00S,2025-01-19T23:37:12.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612753,29,28,2025-01-19T23:37:18Z,1600000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Mid-Range,16-24 Left Center,,,,167.0,,,,,,,,,,,,,,,,
170,PT11M31.00S,2025-01-19T23:37:36.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630243,9.017739816031538,50.49019607843137,1610612753,31,28,2025-01-19T23:37:51Z,1620000,False,-2.0,32.0,1,left,T. Queen driving Layup (2 PTS) (J. Isaac 1 AST),"[1630243, 1628371]",1610612753.0,ORL,driving,,,Queen,T. Queen,,,,,Restricted Area,0-8 Center,3.24,Made,2.0,,,,,J. Isaac,1628371.0,1.0,,,,,,,,,,
172,PT11M22.00S,2025-01-19T23:37:47.1Z,2,REGULAR,foul,offensive,[],201599,,,1610612743,31,28,2025-01-20T00:16:22Z,1640000,False,,,0,,D. Jordan off-the-ball offensive FOUL (1 PF),"[201599, 1641710]",1610612743.0,DEN,off-the-ball,,,Jordan,D. Jordan,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,203593.0,1.0,0.0,Black,1641710.0
174,PT11M22.00S,2025-01-19T23:37:47.1Z,2,REGULAR,turnover,offensive foul,[],201599,,,1610612743,31,28,2025-01-19T23:37:47Z,1660000,False,,,0,,D. Jordan offensive foul TURNOVER (1 TO),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1.0,,,203593.0,,,,
175,PT11M04.00S,2025-01-19T23:38:17.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631094,7.440867279894875,52.20588235294118,1610612753,31,28,2025-01-19T23:48:27Z,1670000,False,-11.0,17.0,1,left,MISS P. Banchero driving Layup,[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,2.06,Missed,,,,,,,,,,,,,,,,,,
176,PT11M00.00S,2025-01-19T23:38:20.0Z,2,REGULAR,rebound,defensive,[],1631212,,,1610612743,31,28,2025-01-19T23:38:20Z,1680000,False,,,0,,P. Watson REBOUND (Off:0 Def:2),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,,,,175.0,2.0,2.0,0.0,,,,,,,,,,,,,
177,PT10M51.00S,2025-01-19T23:38:31.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203932,91.80354796320631,54.65686274509803,1610612743,31,30,2025-01-19T23:38:47Z,1690000,False,23.0,25.0,1,right,A. Gordon Layup (2 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,3.38,Made,2.0,,,,,,,,,,,,,,,,,
178,PT10M51.00S,2025-01-19T23:38:35.6Z,2,REGULAR,foul,personal,['1freethrow'],1628371,,,1610612743,31,30,2025-01-19T23:38:48Z,1700000,False,,,0,,J. Isaac shooting personal FOUL (2 PF) (Gordon 1 FT),"[1628371, 203932]",1610612753.0,ORL,shooting,,,Isaac,J. Isaac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2003.0,2.0,0.0,Gordon,203932.0
180,PT10M51.00S,2025-01-19T23:39:02.9Z,2,REGULAR,freethrow,1 of 1,[],203932,,,1610612743,31,30,2025-01-19T23:39:09Z,1720000,False,,,0,,MISS A. Gordon Free Throw 1 of 1,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
181,PT10M49.00S,2025-01-19T23:39:04.9Z,2,REGULAR,rebound,defensive,[],1628371,,,1610612753,31,30,2025-01-19T23:39:09Z,1730000,False,,,0,,J. Isaac REBOUND (Off:1 Def:1),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,180.0,2.0,1.0,1.0,,,,,,,,,,,,,
