actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,value,stealPlayerName,stealPersonId
93,PT04M10.00S,2021-12-09T00:29:05.6Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,17,18,2021-12-09T00:29:05Z,890000,,,0,,MISS J. Embiid Free Throw 1 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Missed,,,,,,,,,,,,,,,,,,,
94,PT04M10.00S,2021-12-09T00:29:05.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,17,18,2021-12-09T00:29:05Z,900000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,93.0,,,,,,,,,,,,,,,,,,
95,PT04M10.00S,2021-12-09T00:29:06.4Z,1,REGULAR,substitution,out,[],1628998,,,1610612755,17,18,2021-12-09T00:29:16Z,910000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M10.00S,2021-12-09T00:29:06.4Z,1,REGULAR,substitution,out,[],1630208,,,1610612755,17,18,2021-12-09T00:29:16Z,920000,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M10.00S,2021-12-09T00:29:06.4Z,1,REGULAR,substitution,in,[],1629023,,,1610612755,17,18,2021-12-09T00:29:16Z,930000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M10.00S,2021-12-09T00:29:06.4Z,1,REGULAR,substitution,in,[],1630550,,,1610612755,17,18,2021-12-09T00:29:16Z,940000,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M10.00S,2021-12-09T00:29:28.2Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,17,19,2021-12-09T00:29:28Z,950000,,,0,,J. Embiid Free Throw 2 of 2 (5 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
100,PT03M56.00S,2021-12-09T00:29:43.8Z,1,REGULAR,3pt,Jump Shot,[],1626162,71.43561103810775,20.34313725490196,1610612766,17,19,2021-12-09T00:29:49Z,960000,-148.0,216.0,1,right,MISS K. Oubre Jr. 26' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,26.2,Missed,,,,,,,,,,,,,,,,,,,
101,PT03M53.00S,2021-12-09T00:29:46.8Z,1,REGULAR,rebound,offensive,[],1630550,,,1610612766,17,19,2021-12-09T00:29:49Z,970000,,,0,,J. Thor REBOUND (Off:1 Def:0),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,100.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
102,PT03M51.00S,2021-12-09T00:29:49.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202330,67.88764783180025,64.4607843137255,1610612766,17,19,2021-12-09T00:29:55Z,980000,72.0,249.0,1,right,MISS G. Hayward 25' 3PT,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,25.97,Missed,,,,,,,,,,,,,,,,,,,
103,PT03M46.00S,2021-12-09T00:29:54.1Z,1,REGULAR,rebound,offensive,[],1626162,,,1610612766,17,19,2021-12-09T00:29:55Z,990000,,,0,,K. Oubre Jr. REBOUND (Off:2 Def:3),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,102.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
104,PT03M46.00S,2021-12-09T00:29:53.3Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1626162,94.40999984741211,50.0,1610612766,19,19,2021-12-09T00:32:04Z,1000000,0.0,0.0,1,right,K. Oubre Jr. tip DUNK (5 PTS),[1626162],1610612766.0,CHA,tip,,,Oubre Jr.,K. Oubre Jr.,,,,,0.0,Made,,,,,5.0,,,,,,,,,,,,,,
105,PT03M24.00S,2021-12-09T00:30:14.8Z,1,REGULAR,3pt,Jump Shot,[],202699,28.07161629434954,78.67647058823529,1610612755,19,19,2021-12-09T00:30:20Z,1010000,-143.0,211.0,1,left,MISS T. Harris 25' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,25.54,Missed,,,,,,,,,,,,,,,,,,,
106,PT03M22.00S,2021-12-09T00:30:16.8Z,1,REGULAR,rebound,offensive,[],202699,,,1610612755,19,19,2021-12-09T00:30:20Z,1020000,,,0,,T. Harris REBOUND (Off:1 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,105.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
107,PT03M20.00S,2021-12-09T00:30:19.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203552,29.6484888304862,22.058823529411764,1610612755,19,19,2021-12-09T00:30:24Z,1030000,140.0,226.0,1,left,MISS S. Curry 26' 3PT,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,26.59,Missed,,,,,,,,,,,,,,,,,,,
108,PT03M17.00S,2021-12-09T00:30:22.8Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612766,19,19,2021-12-09T00:30:24Z,1040000,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,107.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
109,PT03M07.00S,2021-12-09T00:30:33.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630550,93.24901445466492,52.69607843137255,1610612766,21,19,2021-12-09T00:30:38Z,1050000,13.0,11.0,1,right,J. Thor Layup (2 PTS) (M. Bridges 1 AST),"[1630550, 1628970]",1610612766.0,CHA,,,,Thor,J. Thor,,,,,1.74,Made,,,,,2.0,M. Bridges,1628970.0,1.0,,,,,,,,,,,
111,PT03M07.00S,2021-12-09T00:30:36.1Z,1,REGULAR,foul,personal,['1freethrow'],1629003,,,1610612766,21,19,2021-12-09T00:31:04Z,1070000,,,0,,S. Milton shooting personal FOUL (1 PF) (Thor 1 FT),"[1629003, 1630550]",1610612755.0,PHI,shooting,,,Milton,S. Milton,,,,,,,,,,,,,,,1662.0,1.0,0.0,Thor,1630550.0,,,,,,
113,PT03M07.00S,2021-12-09T00:30:50.0Z,1,REGULAR,substitution,out,[],202699,,,1610612766,21,19,2021-12-09T00:30:59Z,1090000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M07.00S,2021-12-09T00:30:50.0Z,1,REGULAR,substitution,out,[],203552,,,1610612766,21,19,2021-12-09T00:30:59Z,1100000,,,0,,SUB out: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M07.00S,2021-12-09T00:30:50.0Z,1,REGULAR,substitution,in,[],1627788,,,1610612766,21,19,2021-12-09T00:30:59Z,1110000,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M07.00S,2021-12-09T00:30:50.0Z,1,REGULAR,substitution,in,[],1627777,,,1610612766,21,19,2021-12-09T00:30:59Z,1120000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M07.00S,2021-12-09T00:31:05.9Z,1,REGULAR,freethrow,1 of 1,[],1630550,,,1610612766,21,19,2021-12-09T00:31:10Z,1130000,,,0,,MISS J. Thor Free Throw 1 of 1,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,Missed,,,,,,,,,,,,,,,,,,,
118,PT03M05.00S,2021-12-09T00:31:07.9Z,1,REGULAR,rebound,defensive,[],1627788,,,1610612755,21,19,2021-12-09T00:31:10Z,1140000,,,0,,F. Korkmaz REBOUND (Off:0 Def:1),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,117.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
119,PT02M49.00S,2021-12-09T00:31:22.9Z,1,REGULAR,turnover,lost ball,[],1627777,,,1610612755,21,19,2021-12-09T01:33:42Z,1150000,,,0,,G. Niang lost ball TURNOVER (1 TO),"[1627777, 1626162]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,1.0,,,,Oubre Jr.,1626162.0
120,PT02M49.00S,2021-12-09T00:31:22.9Z,1,REGULAR,steal,,[],1626162,,,1610612766,21,19,2021-12-09T00:31:24Z,1160000,,,0,,K. Oubre Jr. STEAL (1 STL),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M45.00S,2021-12-09T00:31:28.9Z,1,REGULAR,turnover,out-of-bounds,[],1628970,,,1610612766,21,19,2021-12-09T00:31:46Z,1170000,,,0,,M. Bridges bad pass out-of-bounds TURNOVER (1 TO),[1628970],1610612766.0,CHA,bad pass,,,Bridges,M. Bridges,,,,,,,,,,,,,,,202026.0,,,,,1.0,,,,,
122,PT02M45.00S,2021-12-09T00:31:47.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,21,19,2021-12-09T00:31:47Z,1180000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M45.00S,2021-12-09T00:33:31.5Z,1,REGULAR,substitution,out,[],1628970,,,1610612755,21,19,2021-12-09T00:34:27Z,1190000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M45.00S,2021-12-09T00:33:31.5Z,1,REGULAR,substitution,in,[],1630547,,,1610612755,21,19,2021-12-09T00:34:27Z,1200000,,,0,,SUB in: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M29.00S,2021-12-09T00:34:44.8Z,1,REGULAR,foul,personal,['2freethrow'],1629023,,,1610612755,21,19,2021-12-09T00:34:57Z,1210000,,,0,,P. Washington shooting personal FOUL (1 PF) (Embiid 2 FT),"[1629023, 203954]",1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,,,,,,,,,,,1662.0,1.0,0.0,Embiid,203954.0,,,,,,
127,PT02M29.00S,2021-12-09T00:35:15.3Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203954,,,1610612755,21,20,2021-12-09T00:35:15Z,1230000,,,0,,J. Embiid Free Throw 1 of 2 (6 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,6.0,,,,,,,,,,,,,,
128,PT02M29.00S,2021-12-09T00:35:33.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203954,,,1610612755,21,21,2021-12-09T00:35:33Z,1240000,,,0,,J. Embiid Free Throw 2 of 2 (7 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
129,PT02M08.00S,2021-12-09T00:35:58.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,21,21,2021-12-09T00:35:58Z,1250000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M08.00S,2021-12-09T00:35:59.9Z,1,REGULAR,substitution,out,[],203954,,,1610612766,21,21,2021-12-09T00:36:03Z,1260000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M08.00S,2021-12-09T00:35:59.9Z,1,REGULAR,substitution,in,[],203083,,,1610612766,21,21,2021-12-09T00:36:03Z,1270000,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M03.00S,2021-12-09T00:36:19.6Z,1,REGULAR,3pt,Jump Shot,[],1626162,70.90998685939553,77.45098039215686,1610612766,21,21,2021-12-09T00:36:24Z,1280000,137.0,221.0,1,right,MISS K. Oubre Jr. 26' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,26.01,Missed,,,,,,,,,,,,,,,,,,,
133,PT02M00.00S,2021-12-09T00:36:22.6Z,1,REGULAR,rebound,defensive,[],1629003,,,1610612755,21,21,2021-12-09T00:36:22Z,1290000,,,0,,S. Milton REBOUND (Off:0 Def:2),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,132.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
134,PT01M50.00S,2021-12-09T00:36:32.6Z,1,REGULAR,3pt,Jump Shot,[],1629003,6.915243101182654,98.0392156862745,1610612755,21,24,2021-12-09T00:36:37Z,1300000,-240.0,13.0,1,left,S. Milton 24' 3PT  (3 PTS) (A. Drummond 1 AST),"[1629003, 203083]",1610612755.0,PHI,,,,Milton,S. Milton,,,,,24.05,Made,,,,,3.0,A. Drummond,203083.0,1.0,,,,,,,,,,,
136,PT01M32.00S,2021-12-09T00:36:50.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202330,92.46057818659659,51.9607843137255,1610612766,23,24,2021-12-09T00:37:25Z,1320000,10.0,18.0,1,right,G. Hayward driving Layup (10 PTS),[202330],1610612766.0,CHA,driving,,,Hayward,G. Hayward,,,,,2.08,Made,,,,,10.0,,,,,,,,,,,,,,
140,PT01M27.00S,2021-12-09T00:37:05.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,23,24,2021-12-09T00:37:05Z,1360000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M24.00S,2021-12-09T00:37:16.8Z,1,REGULAR,3pt,Jump Shot,[],1627788,6.783837056504599,1.9607843137254901,1610612755,23,24,2021-12-09T00:43:24Z,1370000,240.0,11.0,1,left,MISS F. Korkmaz 24' 3PT,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,24.05,Missed,,,,,,,,,,,,,,,,,,,
142,PT01M22.00S,2021-12-09T00:37:18.8Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612766,23,24,2021-12-09T00:37:21Z,1380000,,,0,,K. Oubre Jr. REBOUND (Off:2 Def:4),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,141.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
143,PT01M15.00S,2021-12-09T00:37:25.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202330,92.72339027595268,53.92156862745098,1610612766,23,24,2021-12-09T00:40:49Z,1390000,20.0,16.0,1,right,MISS G. Hayward driving Layup,[202330],1610612766.0,CHA,driving,,,Hayward,G. Hayward,,,,,2.52,Missed,,,,,,,,,,,,,,,,,,,
144,PT01M14.00S,2021-12-09T00:37:26.9Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,23,24,2021-12-09T00:37:30Z,1400000,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,143.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
145,PT01M10.00S,2021-12-09T00:37:31.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629680,5.732588699080158,97.54901960784314,1610612755,23,24,2021-12-09T00:37:50Z,1410000,-238.0,1.0,1,left,MISS M. Thybulle 3PT,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,23.77,Missed,,,,,,,,,,,,,,,,,,,
146,PT01M07.00S,2021-12-09T00:37:34.2Z,1,REGULAR,rebound,offensive,[],203083,,,1610612755,23,24,2021-12-09T00:37:34Z,1420000,,,0,,A. Drummond REBOUND (Off:1 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,145.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
147,PT01M06.00S,2021-12-09T00:37:35.4Z,1,REGULAR,foul,personal,['2freethrow'],1629023,,,1610612755,23,24,2021-12-09T00:37:53Z,1430000,,,0,,P. Washington shooting personal FOUL (2 PF) (Drummond 2 FT),"[1629023, 203083]",1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,,,,,,,,,,,202026.0,2.0,0.0,Drummond,203083.0,,,,,,
149,PT01M06.00S,2021-12-09T00:38:05.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203083,,,1610612755,23,25,2021-12-09T00:38:05Z,1450000,,,0,,A. Drummond Free Throw 1 of 2 (1 PTS),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
150,PT01M06.00S,2021-12-09T00:38:06.2Z,1,REGULAR,substitution,out,[],1626162,,,1610612755,23,25,2021-12-09T00:38:17Z,1460000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT01M06.00S,2021-12-09T00:38:06.2Z,1,REGULAR,substitution,out,[],1629023,,,1610612755,23,25,2021-12-09T00:38:17Z,1470000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT01M06.00S,2021-12-09T00:38:06.2Z,1,REGULAR,substitution,in,[],1628998,,,1610612755,23,25,2021-12-09T00:38:17Z,1480000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT01M06.00S,2021-12-09T00:38:06.2Z,1,REGULAR,substitution,in,[],1628970,,,1610612755,23,25,2021-12-09T00:38:17Z,1490000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT01M06.00S,2021-12-09T00:38:30.1Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203083,,,1610612755,23,26,2021-12-09T00:38:30Z,1500000,,,0,,A. Drummond Free Throw 2 of 2 (2 PTS),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
155,PT00M50.10S,2021-12-09T00:38:51.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,92.9862023653088,50.49019607843137,1610612766,23,26,2021-12-09T00:43:52Z,1510000,2.0,13.0,1,right,MISS M. Bridges driving Layup,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,1.36,Missed,,,,,,,,,,,,,,,,,,,
157,PT00M50.10S,2021-12-09T00:38:51.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,23,26,2021-12-09T00:39:02Z,1530000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,155.0,,,,,,,,,,,,,,,,,,
158,PT00M50.10S,2021-12-09T00:38:56.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,23,26,2021-12-09T00:38:56Z,1540000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M47.00S,2021-12-09T00:39:10.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628970,93.77463863337714,51.71568627450981,1610612766,25,26,2021-12-09T00:39:16Z,1550000,9.0,6.0,1,right,M. Bridges Layup (2 PTS) (C. Martin 2 AST),"[1628970, 1628998]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,1.05,Made,,,,,2.0,C. Martin,1628998.0,2.0,,,,,,,,,,,
160,PT00M47.00S,2021-12-09T00:39:13.6Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627777,,,1610612766,25,26,2021-12-09T00:39:46Z,1560000,,,0,,G. Niang shooting personal FOUL (1 PF) (Bridges 1 FT),"[1627777, 1628970]",1610612755.0,PHI,shooting,,,Niang,G. Niang,,,,,,,,,,,,,,,202026.0,1.0,0.0,Bridges,1628970.0,,,,,,
162,PT00M47.00S,2021-12-09T00:39:33.7Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1628970,,,1610612766,26,26,2021-12-09T00:39:33Z,1580000,,,0,,M. Bridges Free Throw 1 of 1 (3 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
163,PT00M28.80S,2021-12-09T00:39:54.2Z,1,REGULAR,3pt,Jump Shot,[],1627777,12.828515111695138,3.431372549019608,1610612755,26,26,2021-12-09T00:39:59Z,1590000,233.0,68.0,1,left,MISS G. Niang 24' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,24.26,Missed,,,,,,,,,,,,,,,,,,,
164,PT00M25.80S,2021-12-09T00:39:57.2Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,26,26,2021-12-09T00:39:59Z,1600000,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,163.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
165,PT00M04.80S,2021-12-09T00:40:18.2Z,1,REGULAR,3pt,Jump Shot,[],1630547,90.48948751642575,3.6764705882352944,1610612766,26,26,2021-12-09T00:45:47Z,1610000,-232.0,37.0,1,right,MISS J. Bouknight step back 3PT,[1630547],1610612766.0,CHA,step back,,,Bouknight,J. Bouknight,,,,,23.45,Missed,,,,,,,,,,,,,,,,,,,
166,PT00M00.40S,2021-12-09T00:40:22.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612755,26,26,2021-12-09T00:40:26Z,1620000,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,165.0,,,,,,,,,,,,,,,,,,
167,PT00M00.40S,2021-12-09T00:40:26.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,26,26,2021-12-09T00:40:26Z,1630000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT00M00.00S,2021-12-09T00:40:50.6Z,1,REGULAR,instantreplay,request,[],0,,,1610612755,26,26,2021-12-09T00:42:02Z,1650000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,,,,1662.0,,,,,,,,End Period - No Basket,,
170,PT00M00.00S,2021-12-09T00:42:05.0Z,1,REGULAR,period,end,[],0,,,1610612755,26,26,2021-12-09T00:42:05Z,1660000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2021-12-09T00:42:10.6Z,2,REGULAR,substitution,out,['startperiod'],202330,,,1610612755,26,26,2021-12-09T00:43:18Z,1670000,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2021-12-09T00:42:10.6Z,2,REGULAR,substitution,in,['startperiod'],1629023,,,1610612755,26,26,2021-12-09T00:43:18Z,1680000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2021-12-09T00:43:17.3Z,2,REGULAR,period,start,[],0,,,1610612766,26,26,2021-12-09T00:43:18Z,1690000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT11M38.00S,2021-12-09T00:43:40.3Z,2,REGULAR,turnover,out-of-bounds,[],1630547,,,1610612766,26,26,2021-12-09T00:50:41Z,1700000,,,0,,J. Bouknight step out-of-bounds TURNOVER (1 TO),[1630547],1610612766.0,CHA,step,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,1662.0,,,,,1.0,,,,,
175,PT11M24.00S,2021-12-09T00:44:05.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629003,21.76412614980289,47.30392156862745,1610612755,26,26,2021-12-09T00:48:22Z,1710000,13.0,152.0,1,left,MISS S. Milton 15' pullup Shot,[1629003],1610612755.0,PHI,pullup,,,Milton,S. Milton,,,,,15.27,Missed,,,,,,,,,,,,,,,,,,,
176,PT11M22.00S,2021-12-09T00:44:07.5Z,2,REGULAR,rebound,defensive,[],1628998,,,1610612766,26,26,2021-12-09T00:44:11Z,1720000,,,0,,C. Martin REBOUND (Off:2 Def:2),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,175.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
177,PT11M17.00S,2021-12-09T00:44:13.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628998,93.51182654402102,51.470588235294116,1610612766,28,26,2021-12-09T00:48:42Z,1730000,7.0,8.0,1,right,C. Martin driving Layup (4 PTS),[1628998],1610612766.0,CHA,driving,,,Martin,C. Martin,,,,,1.13,Made,,,,,4.0,,,,,,,,,,,,,,
178,PT10M51.00S,2021-12-09T00:44:43.5Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612755,28,26,2021-12-09T00:44:51Z,1740000,,,0,,PHI shot clock Team TURNOVER,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,1204.0,,,,,,,,,,
179,PT10M38.00S,2021-12-09T00:45:08.6Z,2,REGULAR,turnover,out-of-bounds,[],1628998,,,1610612766,28,26,2021-12-09T00:51:17Z,1750000,,,0,,C. Martin bad pass out-of-bounds TURNOVER (1 TO),[1628998],1610612766.0,CHA,bad pass,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,1.0,,,,,
180,PT10M22.00S,2021-12-09T00:45:32.4Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1627777,5.995400788436268,42.64705882352941,1610612755,28,28,2021-12-09T00:51:42Z,1760000,37.0,4.0,1,left,G. Niang Hook (2 PTS),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,3.7,Made,,,,,2.0,,,,,,,,,,,,,,
181,PT10M07.00S,2021-12-09T00:45:51.5Z,2,REGULAR,foul,personal,[],1629003,,,1610612766,28,28,2021-12-09T00:46:04Z,1770000,,,0,,S. Milton personal FOUL (2 PF),"[1629003, 1630547]",1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,202026.0,2.0,0.0,Bouknight,1630547.0,,,,,,
183,PT09M52.00S,2021-12-09T00:46:28.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629023,88.51839684625493,46.32352941176471,1610612766,28,28,2021-12-09T00:46:56Z,1790000,-18.0,55.0,1,right,MISS P. Washington Hook,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,5.84,Missed,,,,,,,,,,,,,,,,,,,
