actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
90,PT05M20.00S,2022-01-03T00:23:05.0Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,15,26,2022-01-03T00:23:05Z,880000,,,0,,D. Booker REBOUND (Off:0 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,89.0,1.0,1.0,0.0,,,,,,,,,,
91,PT05M14.00S,2022-01-03T00:23:11.6Z,1,REGULAR,3pt,Jump Shot,[],1629013,79.97700394218134,92.64705882352942,1610612756,15,29,2022-01-03T00:23:15Z,890000,213.0,136.0,1,right,L. Shamet 25' 3PT  (6 PTS) (C. Paul 6 AST),"[1629013, 101108]",1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,25.27,Made,6.0,C. Paul,101108.0,6.0,,,,,,,,,,,,,,
93,PT05M06.00S,2022-01-03T00:23:19.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,14.011169513797633,59.31372549019608,1610612766,15,29,2022-01-03T00:23:26Z,910000,-47.0,79.0,1,left,MISS T. Rozier 9' pullup Shot,[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,9.19,Missed,,,,,,,,,,,,,,,,,,
94,PT05M04.00S,2022-01-03T00:23:21.4Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,15,29,2022-01-03T00:23:26Z,920000,,,0,,D. Booker REBOUND (Off:0 Def:2),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,93.0,2.0,2.0,0.0,,,,,,,,,,
95,PT04M58.00S,2022-01-03T00:23:31.1Z,1,REGULAR,turnover,out-of-bounds,[],101108,,,1610612756,15,29,2022-01-03T00:23:38Z,930000,,,0,,C. Paul step out-of-bounds TURNOVER (1 TO),[101108],1610612756.0,PHX,step,,,Paul,C. Paul,,,,,,,,,,,,,,,1.0,,,,,1628485.0,,,,
96,PT04M58.00S,2022-01-03T00:23:36.5Z,1,REGULAR,substitution,out,[],101108,,,1610612766,15,29,2022-01-03T00:23:51Z,940000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M58.00S,2022-01-03T00:23:36.5Z,1,REGULAR,substitution,in,[],1626166,,,1610612766,15,29,2022-01-03T00:23:51Z,950000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M42.00S,2022-01-03T00:24:09.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628998,8.09789750328515,43.627450980392155,1610612766,15,29,2022-01-03T00:24:16Z,960000,32.0,24.0,1,left,MISS C. Martin driving Layup - blocked,"[1628998, 202687]",1610612766.0,CHA,driving,,,Martin,C. Martin,,,,,3.97,Missed,,,,,,,,,,,,Biyombo,202687.0,,,,,
99,PT04M42.00S,2022-01-03T00:24:09.3Z,1,REGULAR,block,,[],202687,,,1610612766,15,29,2022-01-03T00:24:32Z,970000,,,0,,B. Biyombo BLOCK (1 BLK),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M37.00S,2022-01-03T00:24:14.3Z,1,REGULAR,rebound,defensive,[],1626166,,,1610612756,15,29,2022-01-03T00:24:16Z,980000,,,0,,C. Payne REBOUND (Off:0 Def:1),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,98.0,1.0,1.0,0.0,,,,,,,,,,
101,PT04M34.00S,2022-01-03T00:24:17.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626164,93.9060446780552,96.56862745098039,1610612756,15,32,2022-01-03T00:24:22Z,990000,233.0,5.0,1,right,D. Booker 3PT  (12 PTS) (C. Payne 1 AST),"[1626164, 1626166]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,23.28,Made,12.0,C. Payne,1626166.0,1.0,,,,,,,,,,,,,,
103,PT04M17.00S,2022-01-03T00:24:34.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,6.521024967148489,50.245098039215684,1610612766,17,32,2022-01-03T00:29:54Z,1010000,-1.0,9.0,1,left,K. Oubre Jr. driving Layup (5 PTS),[1626162],1610612766.0,CHA,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,0.89,Made,5.0,,,,,,,,,,,,,,,,,
104,PT04M00.00S,2022-01-03T00:24:51.6Z,1,REGULAR,3pt,Jump Shot,[],1629661,67.7562417871222,33.57843137254902,1610612756,17,32,2022-01-03T00:24:56Z,1020000,-82.0,251.0,1,right,MISS C. Johnson 26' 3PT,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,26.37,Missed,,,,,,,,,,,,,,,,,,
105,PT03M56.00S,2022-01-03T00:24:55.6Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,17,32,2022-01-03T00:24:56Z,1030000,,,0,,N. Richards REBOUND (Off:0 Def:1),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,104.0,1.0,1.0,0.0,,,,,,,,,,
106,PT03M44.00S,2022-01-03T00:25:07.3Z,1,REGULAR,3pt,Jump Shot,[],1626162,23.866622864651774,11.27450980392157,1610612766,17,32,2022-01-03T00:30:36Z,1040000,194.0,172.0,1,left,MISS K. Oubre Jr. 25' step back 3PT,[1626162],1610612766.0,CHA,step back,,,Oubre Jr.,K. Oubre Jr.,,,,,25.88,Missed,,,,,,,,,,,,,,,,,,
107,PT03M41.00S,2022-01-03T00:25:10.3Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,17,32,2022-01-03T00:25:11Z,1050000,,,0,,D. Booker REBOUND (Off:0 Def:3),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,106.0,3.0,3.0,0.0,,,,,,,,,,
108,PT03M31.00S,2022-01-03T00:25:20.1Z,1,REGULAR,2pt,Jump Shot,[],1626164,77.21747700394218,51.225490196078425,1610612756,17,34,2022-01-03T00:25:24Z,1060000,6.0,162.0,1,right,D. Booker 16' pullup Jump Shot (14 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,16.18,Made,14.0,,,,,,,,,,,,,,,,,
109,PT03M15.00S,2022-01-03T00:25:36.1Z,1,REGULAR,2pt,Jump Shot,[],1626179,17.69053876478318,69.6078431372549,1610612766,17,34,2022-01-03T00:25:39Z,1070000,-98.0,114.0,1,left,MISS T. Rozier 15' fadeaway Shot,[1626179],1610612766.0,CHA,fadeaway,,,Rozier,T. Rozier,,,,,15.02,Missed,,,,,,,,,,,,,,,,,,
110,PT03M13.00S,2022-01-03T00:25:38.1Z,1,REGULAR,rebound,defensive,[],1626166,,,1610612756,17,34,2022-01-03T00:25:39Z,1080000,,,0,,C. Payne REBOUND (Off:0 Def:2),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,109.0,2.0,2.0,0.0,,,,,,,,,,
111,PT03M02.00S,2022-01-03T00:25:48.8Z,1,REGULAR,3pt,Jump Shot,[],1626164,64.60249671484888,21.813725490196077,1610612756,17,34,2022-01-03T00:25:53Z,1090000,-141.0,280.0,1,right,MISS D. Booker 31' 3PT,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,31.36,Missed,,,,,,,,,,,,,,,,,,
112,PT02M59.00S,2022-01-03T00:25:51.8Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,17,34,2022-01-03T00:25:53Z,1100000,,,0,,N. Richards REBOUND (Off:0 Def:2),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,111.0,2.0,2.0,0.0,,,,,,,,,,
113,PT02M51.00S,2022-01-03T00:25:59.8Z,1,REGULAR,3pt,Jump Shot,[],1626179,32.933639947437584,50.245098039215684,1610612766,20,34,2022-01-03T00:26:07Z,1110000,-1.0,257.0,1,left,T. Rozier 25' 3PT  (5 PTS) (I. Smith 1 AST),"[1626179, 202397]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,25.71,Made,5.0,I. Smith,202397.0,1.0,,,,,,,,,,,,,,
115,PT02M50.00S,2022-01-03T00:26:06.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,20,34,2022-01-03T00:26:06Z,1130000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M50.00S,2022-01-03T00:26:08.1Z,1,REGULAR,substitution,out,[],1626179,,,1610612756,20,34,2022-01-03T00:28:55Z,1140000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M50.00S,2022-01-03T00:26:08.1Z,1,REGULAR,substitution,out,[],1630208,,,1610612756,20,34,2022-01-03T00:28:55Z,1150000,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M50.00S,2022-01-03T00:26:08.1Z,1,REGULAR,substitution,out,[],1629661,,,1610612756,20,34,2022-01-03T00:28:55Z,1160000,,,0,,SUB out: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M50.00S,2022-01-03T00:26:08.1Z,1,REGULAR,substitution,in,[],202330,,,1610612756,20,34,2022-01-03T00:28:55Z,1170000,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M50.00S,2022-01-03T00:26:08.1Z,1,REGULAR,substitution,in,[],1629667,,,1610612756,20,34,2022-01-03T00:28:55Z,1180000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M50.00S,2022-01-03T00:26:08.1Z,1,REGULAR,substitution,in,[],1628969,,,1610612756,20,34,2022-01-03T00:28:55Z,1190000,,,0,,SUB in: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M37.00S,2022-01-03T00:29:11.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,92.9862023653088,46.81372549019608,1610612756,20,36,2022-01-03T00:29:15Z,1200000,-16.0,13.0,1,right,C. Payne driving Layup (2 PTS),[1626166],1610612756.0,PHX,driving,,,Payne,C. Payne,,,,,2.08,Made,2.0,,,,,,,,,,,,,,,,,
124,PT02M22.00S,2022-01-03T00:29:26.3Z,1,REGULAR,2pt,Jump Shot,[],1628998,5.206964520367937,90.19607843137256,1610612766,22,36,2022-01-03T00:29:48Z,1210000,-201.0,-4.0,1,left,C. Martin 20' Jump Shot (2 PTS) (I. Smith 2 AST),"[1628998, 202397]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,20.1,Made,2.0,I. Smith,202397.0,2.0,,,,,,,,,,,,,,
126,PT02M14.00S,2022-01-03T00:29:34.0Z,1,REGULAR,3pt,Jump Shot,[],1629013,94.43166885676742,3.9215686274509802,1610612756,22,36,2022-01-03T00:33:03Z,1230000,-230.0,0.0,1,right,MISS L. Shamet running 3PT,[1629013],1610612756.0,PHX,running,,,Shamet,L. Shamet,,,,,23.04,Missed,,,,,,,,,,,,,,,,,,
127,PT02M12.00S,2022-01-03T00:29:36.0Z,1,REGULAR,rebound,defensive,[],202330,,,1610612766,22,36,2022-01-03T00:29:37Z,1240000,,,0,,G. Hayward REBOUND (Off:0 Def:2),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,126.0,2.0,2.0,0.0,,,,,,,,,,
128,PT02M07.00S,2022-01-03T00:29:45.6Z,1,REGULAR,turnover,out-of-bounds,[],202397,,,1610612766,22,36,2022-01-03T00:34:22Z,1250000,,,0,,I. Smith bad pass out-of-bounds TURNOVER (1 TO),[202397],1610612766.0,CHA,bad pass,,,Smith,I. Smith,,,,,,,,,,,,,,,1.0,,,,,1628485.0,,,,
129,PT01M47.00S,2022-01-03T00:30:14.4Z,1,REGULAR,turnover,bad pass,[],1626164,,,1610612756,22,36,2022-01-03T00:30:18Z,1260000,,,0,,D. Booker bad pass TURNOVER (1 TO),"[1626164, 1628998]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,1.0,Martin,1628998.0,,,,,,,
130,PT01M47.00S,2022-01-03T00:30:14.4Z,1,REGULAR,steal,,[],1628998,,,1610612766,22,36,2022-01-03T00:30:16Z,1270000,,,0,,C. Martin STEAL (1 STL),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M33.00S,2022-01-03T00:30:28.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626162,28.597240473061763,18.137254901960784,1610612766,25,36,2022-01-03T00:30:31Z,1280000,159.0,216.0,1,left,K. Oubre Jr. 26' 3PT  (8 PTS) (C. Martin 1 AST),"[1626162, 1628998]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,26.86,Made,8.0,C. Martin,1628998.0,1.0,,,,,,,,,,,,,,
133,PT01M15.00S,2022-01-03T00:30:46.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626166,86.5473061760841,54.65686274509803,1610612756,25,36,2022-01-03T00:35:17Z,1300000,23.0,74.0,1,right,MISS C. Payne 7' driving floating Shot,[1626166],1610612756.0,PHX,driving floating,,,Payne,C. Payne,,,,,7.76,Missed,,,,,,,,,,,,,,,,,,
134,PT01M12.00S,2022-01-03T00:30:49.8Z,1,REGULAR,rebound,defensive,[],202330,,,1610612766,25,36,2022-01-03T00:30:51Z,1310000,,,0,,G. Hayward REBOUND (Off:0 Def:3),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,133.0,3.0,3.0,0.0,,,,,,,,,,
135,PT00M56.30S,2022-01-03T00:31:06.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629667,13.354139290407357,49.50980392156863,1610612766,25,36,2022-01-03T00:31:11Z,1320000,2.0,73.0,1,left,MISS J. McDaniels 7' fadeaway Shot,[1629667],1610612766.0,CHA,fadeaway,,,McDaniels,J. McDaniels,,,,,7.3,Missed,,,,,,,,,,,,,,,,,,
136,PT00M56.30S,2022-01-03T00:31:06.0Z,1,REGULAR,rebound,offensive,[],202330,,,1610612766,25,36,2022-01-03T00:31:11Z,1330000,,,0,,G. Hayward REBOUND (Off:1 Def:3),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,135.0,4.0,3.0,1.0,,,,,,,,,,
137,PT00M56.30S,2022-01-03T00:31:09.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202330,5.590000152587891,50.0,1610612766,27,36,2022-01-03T00:31:09Z,1340000,0.0,0.0,1,left,G. Hayward tip Layup (2 PTS),[202330],1610612766.0,CHA,tip,,,Hayward,G. Hayward,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,
138,PT00M38.00S,2022-01-03T00:31:28.1Z,1,REGULAR,3pt,Jump Shot,[],1626166,64.86530880420499,31.61764705882353,1610612756,27,36,2022-01-03T00:31:33Z,1350000,-92.0,278.0,1,right,MISS C. Payne 29' 3PT,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,29.26,Missed,,,,,,,,,,,,,,,,,,
139,PT00M34.10S,2022-01-03T00:31:32.0Z,1,REGULAR,rebound,defensive,[],1628998,,,1610612766,27,36,2022-01-03T00:31:33Z,1360000,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,138.0,1.0,1.0,0.0,,,,,,,,,,
140,PT00M28.20S,2022-01-03T00:31:38.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628998,11.645860709592641,50.73529411764706,1610612766,27,36,2022-01-03T00:31:43Z,1370000,-4.0,57.0,1,left,MISS C. Martin driving DUNK - blocked,"[1628998, 1626166]",1610612766.0,CHA,driving,,,Martin,C. Martin,,,,,5.71,Missed,,,,,,,,,,,,Payne,1626166.0,,,,,
141,PT00M28.20S,2022-01-03T00:31:38.0Z,1,REGULAR,block,,[],1626166,,,1610612766,27,36,2022-01-03T00:31:40Z,1380000,,,0,,C. Payne BLOCK (1 BLK),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,
142,PT00M25.10S,2022-01-03T00:31:41.1Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,27,36,2022-01-03T00:31:43Z,1390000,,,0,,D. Booker REBOUND (Off:0 Def:4),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,140.0,4.0,4.0,0.0,,,,,,,,,,
143,PT00M06.30S,2022-01-03T00:32:01.0Z,1,REGULAR,turnover,out-of-bounds,[],1629013,,,1610612756,27,36,2022-01-03T00:32:09Z,1400000,,,0,,L. Shamet bad pass out-of-bounds TURNOVER (1 TO),[1629013],1610612756.0,PHX,bad pass,,,Shamet,L. Shamet,,,,,,,,,,,,,,,1.0,,,,,1627529.0,,,,
144,PT00M06.30S,2022-01-03T00:32:09.5Z,1,REGULAR,substitution,out,[],202397,,,1610612766,27,36,2022-01-03T00:32:32Z,1410000,,,0,,SUB out: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M06.30S,2022-01-03T00:32:09.5Z,1,REGULAR,substitution,out,[],1628998,,,1610612766,27,36,2022-01-03T00:32:32Z,1420000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M06.30S,2022-01-03T00:32:09.5Z,1,REGULAR,substitution,out,[],1626164,,,1610612766,27,36,2022-01-03T00:32:32Z,1430000,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M06.30S,2022-01-03T00:32:09.5Z,1,REGULAR,substitution,out,[],202687,,,1610612766,27,36,2022-01-03T00:32:32Z,1440000,,,0,,SUB out: B. Biyombo,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M06.30S,2022-01-03T00:32:09.5Z,1,REGULAR,substitution,in,[],1630163,,,1610612766,27,36,2022-01-03T00:32:32Z,1450000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M06.30S,2022-01-03T00:32:09.5Z,1,REGULAR,substitution,in,[],1626179,,,1610612766,27,36,2022-01-03T00:32:32Z,1460000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M06.30S,2022-01-03T00:32:09.5Z,1,REGULAR,substitution,in,[],203901,,,1610612766,27,36,2022-01-03T00:32:32Z,1470000,,,0,,SUB in: E. Payton,[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M06.30S,2022-01-03T00:32:09.5Z,1,REGULAR,substitution,in,[],1630188,,,1610612766,27,36,2022-01-03T00:32:32Z,1480000,,,0,,SUB in: J. Smith,[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M03.20S,2022-01-03T00:32:38.8Z,1,REGULAR,foul,personal,[],1628969,,,1610612766,27,36,2022-01-03T00:32:47Z,1490000,,,0,,M. Bridges personal FOUL (1 PF),"[1628969, 1626162]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,1628485.0,1.0,0.0,Oubre Jr.,1626162.0
154,PT00M00.20S,2022-01-03T00:32:56.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626162,34.37910643889619,39.950980392156865,1610612766,27,36,2022-01-03T00:38:03Z,1510000,50.0,271.0,1,left,MISS K. Oubre Jr. 27' pullup 3PT,[1626162],1610612766.0,CHA,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,27.53,Missed,,,,,,,,,,,,,,,,,,
155,PT00M00.20S,2022-01-03T00:32:56.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,27,36,2022-01-03T00:33:03Z,1520000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,154.0,,,,,,,,,,,,,
156,PT00M00.00S,2022-01-03T00:33:03.5Z,1,REGULAR,period,end,[],0,,,1610612766,27,36,2022-01-03T00:33:03Z,1530000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2022-01-03T00:33:09.3Z,2,REGULAR,substitution,out,['startperiod'],1630163,,,1610612766,27,36,2022-01-03T00:35:38Z,1540000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2022-01-03T00:33:09.3Z,2,REGULAR,substitution,out,['startperiod'],1626179,,,1610612766,27,36,2022-01-03T00:35:38Z,1550000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2022-01-03T00:33:09.3Z,2,REGULAR,substitution,out,['startperiod'],1629013,,,1610612766,27,36,2022-01-03T00:35:38Z,1560000,,,0,,SUB out: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-01-03T00:33:09.3Z,2,REGULAR,substitution,in,['startperiod'],1628970,,,1610612766,27,36,2022-01-03T00:35:38Z,1570000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-01-03T00:33:09.3Z,2,REGULAR,substitution,in,['startperiod'],202397,,,1610612766,27,36,2022-01-03T00:35:38Z,1580000,,,0,,SUB in: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-01-03T00:33:09.3Z,2,REGULAR,substitution,in,['startperiod'],101108,,,1610612766,27,36,2022-01-03T00:35:38Z,1590000,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-01-03T00:35:40.9Z,2,REGULAR,period,start,[],0,,,1610612766,27,36,2022-01-03T00:35:40Z,1600000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT11M37.00S,2022-01-03T00:36:03.3Z,2,REGULAR,3pt,Jump Shot,[],202397,28.465834428383708,25.245098039215684,1610612766,30,36,2022-01-03T00:39:30Z,1610000,124.0,215.0,1,left,I. Smith 24' 3PT pullup (3 PTS) (J. McDaniels 1 AST),"[202397, 1629667]",1610612766.0,CHA,pullup,,,Smith,I. Smith,,,,,24.82,Made,3.0,J. McDaniels,1629667.0,1.0,,,,,,,,,,,,,,
165,PT11M12.00S,2022-01-03T00:36:27.3Z,2,REGULAR,3pt,Jump Shot,[],1628969,71.04139290407359,26.225490196078432,1610612756,30,36,2022-01-03T00:36:32Z,1620000,-119.0,220.0,1,right,MISS M. Bridges 24' 3PT,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,24.98,Missed,,,,,,,,,,,,,,,,,,
166,PT11M08.00S,2022-01-03T00:36:31.3Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,30,36,2022-01-03T00:36:32Z,1630000,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,165.0,1.0,1.0,0.0,,,,,,,,,,
167,PT10M53.00S,2022-01-03T00:36:46.2Z,2,REGULAR,3pt,Jump Shot,[],202397,31.09395532194481,66.42156862745098,1610612766,30,36,2022-01-03T00:36:54Z,1640000,-82.0,240.0,1,left,MISS I. Smith 25' 3PT,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,25.35,Missed,,,,,,,,,,,,,,,,,,
168,PT10M52.00S,2022-01-03T00:36:47.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612756,30,36,2022-01-03T00:36:54Z,1650000,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,167.0,,,,,,,,,,,,,
169,PT10M52.00S,2022-01-03T00:36:52.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,30,36,2022-01-03T00:36:52Z,1660000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT10M39.00S,2022-01-03T00:37:15.6Z,2,REGULAR,foul,personal,[],202330,,,1610612756,30,36,2022-01-03T00:37:24Z,1670000,,,0,,G. Hayward personal FOUL (2 PF),"[202330, 203901]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,1151.0,2.0,0.0,Payton,203901.0
172,PT10M39.00S,2022-01-03T00:37:41.6Z,2,REGULAR,foul,offensive,[],1630188,,,1610612756,30,36,2022-01-03T00:37:51Z,1690000,,,0,,J. Smith offensive FOUL (2 PF),"[1630188, 1629667]",1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,1627529.0,2.0,0.0,McDaniels,1629667.0
174,PT10M39.00S,2022-01-03T00:37:41.6Z,2,REGULAR,turnover,offensive foul,[],1630188,,,1610612756,30,36,2022-01-03T00:37:41Z,1710000,,,0,,J. Smith offensive foul TURNOVER (1 TO),[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,,,,,,,1.0,,,,,1627529.0,,,,
175,PT10M22.00S,2022-01-03T00:38:07.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1626162,6.1268068331143235,47.549019607843135,1610612766,32,36,2022-01-03T00:38:12Z,1720000,12.0,5.0,1,left,K. Oubre Jr. cutting DUNK (10 PTS) (I. Smith 3 AST),"[1626162, 202397]",1610612766.0,CHA,cutting,,,Oubre Jr.,K. Oubre Jr.,,,,,1.33,Made,10.0,I. Smith,202397.0,3.0,,,,,,,,,,,,,,
177,PT10M14.00S,2022-01-03T00:38:15.7Z,2,REGULAR,2pt,Jump Shot,[],101108,94.30026281208936,72.30392156862744,1610612756,32,38,2022-01-03T00:38:27Z,1740000,112.0,1.0,1,right,C. Paul 11' fadeaway Jump Shot (2 PTS),[101108],1610612756.0,PHX,fadeaway,,,Paul,C. Paul,,,,,11.15,Made,2.0,,,,,,,,,,,,,,,,,
