actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
85,PT05M46.00S,2022-03-21T23:21:09.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203468,90.88370565045992,2.941176470588235,1610612740,8,12,2022-03-21T23:21:14Z,850000,-235.0,33.0,1,right,C. McCollum 3PT  (6 PTS) (J. Alvarado 1 AST),"[203468, 1630631]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,23.76,Made,6.0,J. Alvarado,1630631.0,1.0,,,,,,,,,,,,,,,
87,PT05M25.00S,2022-03-21T23:21:31.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,16.376478318002626,52.69607843137255,1610612766,10,12,2022-03-21T23:21:35Z,870000,-13.0,101.0,1,left,T. Rozier 10' floating Jump Shot (5 PTS) (C. Martin 1 AST),"[1626179, 1628998]",1610612766.0,CHA,floating,,,Rozier,T. Rozier,,,,,10.23,Made,5.0,C. Martin,1628998.0,1.0,,,,,,,,,,,,,,,
89,PT05M15.00S,2022-03-21T23:21:40.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626195,92.72339027595268,50.73529411764706,1610612740,10,14,2022-03-21T23:21:46Z,890000,4.0,16.0,1,right,W. Hernangomez cutting DUNK (2 PTS) (C. McCollum 2 AST),"[1626195, 203468]",1610612740.0,NOP,cutting,,,Hernangomez,W. Hernangomez,,,,,1.63,Made,2.0,C. McCollum,203468.0,2.0,,,,,,,,,,,,,,,
91,PT04M58.00S,2022-03-21T23:21:57.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,7.966491458607096,46.568627450980394,1610612766,12,14,2022-03-21T23:22:03Z,910000,17.0,22.0,1,left,M. Bridges driving finger roll Layup (4 PTS) (K. Oubre Jr. 1 AST),"[1628970, 1626162]",1610612766.0,CHA,driving finger roll,,,Bridges,M. Bridges,,,,,2.82,Made,4.0,K. Oubre Jr.,1626162.0,1.0,,,,,,,,,,,,,,,
93,PT04M43.00S,2022-03-21T23:22:13.2Z,1,REGULAR,3pt,Jump Shot,[],203468,67.23061760840999,44.85294117647059,1610612740,12,14,2022-03-21T23:22:20Z,930000,-26.0,256.0,1,right,MISS C. McCollum 25' step back 3PT,[203468],1610612740.0,NOP,step back,,,McCollum,C. McCollum,,,,,25.68,Missed,,,,,,,,,,,,,,,,,,,
94,PT04M41.00S,2022-03-21T23:22:17.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612766,12,14,2022-03-21T23:22:18Z,940000,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,93.0,,,,,,,,,,,,,,
95,PT04M41.00S,2022-03-21T23:22:21.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,12,14,2022-03-21T23:22:21Z,950000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M24.00S,2022-03-21T23:22:40.8Z,1,REGULAR,turnover,out-of-bounds,[],1626179,,,1610612766,12,14,2022-03-21T23:32:18Z,960000,,,0,,T. Rozier bad pass out-of-bounds TURNOVER (1 TO),[1626179],1610612766.0,CHA,bad pass,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,1.0,,,203592.0,,,,,
97,PT04M11.00S,2022-03-21T23:23:00.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626195,93.11760840998686,54.166666666666664,1610612740,12,16,2022-03-21T23:23:04Z,970000,21.0,12.0,1,right,W. Hernangomez Layup (4 PTS) (C. McCollum 3 AST),"[1626195, 203468]",1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,2.41,Made,4.0,C. McCollum,203468.0,3.0,,,,,,,,,,,,,,,
100,PT03M54.00S,2022-03-21T23:23:20.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626149,11.251642575558476,49.01960784313725,1610612766,14,16,2022-03-21T23:23:26Z,990000,5.0,53.0,1,left,M. Harrell Layup (2 PTS) (C. Martin 2 AST),"[1626149, 1628998]",1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,5.35,Made,2.0,C. Martin,1628998.0,2.0,,,,,,,,,,,,,,,
102,PT03M54.00S,2022-03-21T23:23:24.0Z,1,REGULAR,foul,personal,['1freethrow'],1630529,,,1610612766,14,16,2022-03-21T23:23:42Z,1010000,,,0,,H. Jones shooting personal FOUL (1 PF) (Harrell 1 FT),"[1630529, 1626149]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,2003.0,1.0,0.0,Harrell,1626149.0,
104,PT03M54.00S,2022-03-21T23:23:44.1Z,1,REGULAR,substitution,out,[],1630529,,,1610612766,14,16,2022-03-21T23:23:49Z,1030000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M54.00S,2022-03-21T23:23:44.1Z,1,REGULAR,substitution,out,[],1629637,,,1610612766,14,16,2022-03-21T23:23:49Z,1040000,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M54.00S,2022-03-21T23:23:44.1Z,1,REGULAR,substitution,in,[],1630230,,,1610612766,14,16,2022-03-21T23:23:49Z,1050000,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M54.00S,2022-03-21T23:23:44.1Z,1,REGULAR,substitution,in,[],1630530,,,1610612766,14,16,2022-03-21T23:23:49Z,1060000,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M54.00S,2022-03-21T23:23:58.0Z,1,REGULAR,freethrow,1 of 1,[],1626149,,,1610612766,15,16,2022-03-21T23:23:58Z,1070000,,,0,,M. Harrell Free Throw 1 of 1 (3 PTS),[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
109,PT03M30.00S,2022-03-21T23:24:23.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630230,92.46057818659659,44.85294117647059,1610612740,15,16,2022-03-21T23:24:27Z,1080000,-26.0,18.0,1,right,MISS N. Marshall Layup,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,3.16,Missed,,,,,,,,,,,,,,,,,,,
110,PT03M27.00S,2022-03-21T23:24:25.3Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612766,15,16,2022-03-21T23:24:25Z,1090000,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,109.0,1.0,1.0,0.0,,,,,,,,,,,
111,PT03M13.00S,2022-03-21T23:24:40.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626149,7.046649145860711,43.872549019607845,1610612766,15,16,2022-03-21T23:24:44Z,1100000,31.0,14.0,1,left,MISS M. Harrell driving Layup,[1626149],1610612766.0,CHA,driving,,,Harrell,M. Harrell,,,,,3.35,Missed,,,,,,,,,,,,,,,,,,,
112,PT03M12.00S,2022-03-21T23:24:41.1Z,1,REGULAR,rebound,defensive,[],1630230,,,1610612740,15,16,2022-03-21T23:24:44Z,1110000,,,0,,N. Marshall REBOUND (Off:0 Def:1),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,111.0,1.0,1.0,0.0,,,,,,,,,,,
113,PT03M11.00S,2022-03-21T23:24:45.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,15,16,2022-03-21T23:24:45Z,1120000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M11.00S,2022-03-21T23:24:48.8Z,1,REGULAR,substitution,out,[],1628970,,,1610612740,15,16,2022-03-21T23:24:52Z,1130000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M11.00S,2022-03-21T23:24:48.8Z,1,REGULAR,substitution,in,[],1629023,,,1610612740,15,16,2022-03-21T23:24:52Z,1140000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M59.00S,2022-03-21T23:25:12.6Z,1,REGULAR,2pt,Jump Shot,[],1630631,77.21747700394218,47.549019607843135,1610612740,15,16,2022-03-21T23:32:01Z,1150000,-12.0,162.0,1,right,MISS J. Alvarado 16' driving floating Shot,[1630631],1610612740.0,NOP,driving floating,,,Alvarado,J. Alvarado,,,,,16.22,Missed,,,,,,,,,,,,,,,,,,,
117,PT02M56.00S,2022-03-21T23:25:15.6Z,1,REGULAR,rebound,defensive,[],1628998,,,1610612766,15,16,2022-03-21T23:32:01Z,1160000,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,116.0,1.0,1.0,0.0,,,,,,,,,,,
118,PT02M47.00S,2022-03-21T23:25:23.8Z,1,REGULAR,3pt,Jump Shot,[],1626162,33.327858081471746,51.9607843137255,1610612766,15,16,2022-03-21T23:25:29Z,1170000,-10.0,261.0,1,left,MISS K. Oubre Jr. 26' step back 3PT,[1626162],1610612766.0,CHA,step back,,,Oubre Jr.,K. Oubre Jr.,,,,,26.1,Missed,,,,,,,,,,,,,,,,,,,
119,PT02M45.00S,2022-03-21T23:25:25.8Z,1,REGULAR,rebound,defensive,[],1630230,,,1610612740,15,16,2022-03-21T23:25:29Z,1180000,,,0,,N. Marshall REBOUND (Off:0 Def:2),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,118.0,2.0,2.0,0.0,,,,,,,,,,,
120,PT02M31.00S,2022-03-21T23:25:39.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626195,87.72996057818659,50.49019607843137,1610612740,15,18,2022-03-21T23:32:46Z,1190000,2.0,63.0,1,right,W. Hernangomez 6' driving floating bank Jump Shot (6 PTS),[1626195],1610612740.0,NOP,driving floating bank,,,Hernangomez,W. Hernangomez,,,,,6.28,Made,6.0,,,,,,,,,,,,,,,,,,
121,PT02M15.00S,2022-03-21T23:25:56.3Z,1,REGULAR,3pt,Jump Shot,[],1626162,7.966491458607096,3.9215686274509802,1610612766,15,18,2022-03-21T23:26:00Z,1200000,230.0,22.0,1,left,MISS K. Oubre Jr. 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,23.15,Missed,,,,,,,,,,,,,,,,,,,
122,PT02M12.00S,2022-03-21T23:25:59.3Z,1,REGULAR,rebound,defensive,[],1630230,,,1610612740,15,18,2022-03-21T23:26:00Z,1210000,,,0,,N. Marshall REBOUND (Off:0 Def:3),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,121.0,3.0,3.0,0.0,,,,,,,,,,,
123,PT02M00.00S,2022-03-21T23:26:13.3Z,1,REGULAR,foul,offensive,[],203468,,,1610612740,15,18,2022-03-21T23:26:28Z,1220000,,,0,,C. McCollum offensive FOUL (1 PF),"[203468, 1626179]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,1627961.0,1.0,0.0,Rozier,1626179.0,
125,PT02M00.00S,2022-03-21T23:26:13.3Z,1,REGULAR,turnover,offensive foul,[],203468,,,1610612740,15,18,2022-03-21T23:26:13Z,1240000,,,0,,C. McCollum offensive foul TURNOVER (1 TO),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,1.0,,,1627961.0,,,,,
126,PT02M00.00S,2022-03-21T23:26:35.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,15,18,2022-03-21T23:26:35Z,1250000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M00.00S,2022-03-21T23:26:40.7Z,1,REGULAR,substitution,out,[],1626179,,,1610612766,15,18,2022-03-21T23:29:16Z,1260000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M00.00S,2022-03-21T23:26:40.7Z,1,REGULAR,substitution,out,[],203468,,,1610612766,15,18,2022-03-21T23:29:16Z,1270000,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M00.00S,2022-03-21T23:26:40.7Z,1,REGULAR,substitution,in,[],1630163,,,1610612766,15,18,2022-03-21T23:29:16Z,1280000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M00.00S,2022-03-21T23:26:40.7Z,1,REGULAR,substitution,in,[],1627820,,,1610612766,15,18,2022-03-21T23:29:16Z,1290000,,,0,,SUB in: T. Wallace,[1627820],1610612740.0,NOP,,,,Wallace,T. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M42.00S,2022-03-21T23:29:33.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629023,32.013797634691194,60.29411764705882,1610612766,15,18,2022-03-21T23:29:39Z,1300000,-51.0,248.0,1,left,MISS P. Washington 25' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,25.37,Missed,,,,,,,,,,,,,,,,,,,
132,PT01M37.00S,2022-03-21T23:29:38.8Z,1,REGULAR,rebound,defensive,[],1626195,,,1610612740,15,18,2022-03-21T23:29:39Z,1310000,,,0,,W. Hernangomez REBOUND (Off:0 Def:1),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,131.0,1.0,1.0,0.0,,,,,,,,,,,
133,PT01M22.00S,2022-03-21T23:29:53.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626195,92.06636005256242,36.27450980392157,1610612740,15,18,2022-03-21T23:29:58Z,1320000,-69.0,22.0,1,right,MISS W. Hernangomez 7' turnaround Hook,[1626195],1610612740.0,NOP,turnaround,,,Hernangomez,W. Hernangomez,,,,,7.21,Missed,,,,,,,,,,,,,,,,,,,
134,PT01M18.00S,2022-03-21T23:29:56.6Z,1,REGULAR,rebound,defensive,[],1628998,,,1610612766,15,18,2022-03-21T23:29:56Z,1330000,,,0,,C. Martin REBOUND (Off:0 Def:2),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,133.0,2.0,2.0,0.0,,,,,,,,,,,
135,PT01M11.00S,2022-03-21T23:30:06.9Z,1,REGULAR,turnover,bad pass,[],1629023,,,1610612766,15,18,2022-03-22T00:09:38Z,1340000,,,0,,P. Washington bad pass TURNOVER (1 TO),"[1629023, 1627820]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,1.0,Wallace,1627820.0,,,,,,
136,PT01M11.00S,2022-03-21T23:30:06.9Z,1,REGULAR,steal,,[],1627820,,,1610612740,15,18,2022-03-21T23:30:08Z,1350000,,,0,,T. Wallace STEAL (1 STL),[1627820],1610612740.0,NOP,,,,Wallace,T. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT01M06.00S,2022-03-21T23:30:20.7Z,1,REGULAR,turnover,bad pass,[],1627820,,,1610612740,15,18,2022-03-22T00:11:04Z,1359687,,,0,,T. Wallace bad pass TURNOVER (1 TO),"[1627820, 1628998]",1610612740.0,NOP,,,,Wallace,T. Wallace,,,,,,,,,,,,,,,,,1.0,Martin,1628998.0,,,,,,
152,PT01M06.00S,2022-03-21T23:30:20.7Z,1,REGULAR,steal,,[],1628998,,,1610612766,15,18,2022-03-21T23:33:11Z,1359843,,,0,,C. Martin STEAL (1 STL),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT01M03.00S,2022-03-21T23:30:27.6Z,1,REGULAR,turnover,bad pass,[],1628998,,,1610612766,15,18,2022-03-22T00:11:16Z,1359921,,,0,,C. Martin bad pass TURNOVER (1 TO),"[1628998, 1627820]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,1.0,Wallace,1627820.0,,,,,,
154,PT01M03.00S,2022-03-21T23:30:27.6Z,1,REGULAR,steal,,[],1627820,,,1610612740,15,18,2022-03-21T23:33:27Z,1359960,,,0,,T. Wallace STEAL (2 STL),[1627820],1610612740.0,NOP,,,,Wallace,T. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M00.00S,2022-03-21T23:30:34.5Z,1,REGULAR,foul,personal,['2freethrow'],1628998,,,1610612740,15,18,2022-03-21T23:30:52Z,1360000,,,0,,C. Martin shooting personal FOUL (1 PF) (Marshall 2 FT),"[1628998, 1630230]",1610612766.0,CHA,shooting,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,2003.0,1.0,0.0,Marshall,1630230.0,
139,PT01M00.00S,2022-03-21T23:31:00.7Z,1,REGULAR,freethrow,1 of 2,"['fastbreak', 'fromturnover']",1630230,,,1610612740,15,18,2022-03-22T00:11:16Z,1380000,,,0,,MISS N. Marshall Free Throw 1 of 2,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,Missed,,,,,,,,,,,,,,,,,,,
140,PT01M00.00S,2022-03-21T23:31:00.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,15,18,2022-03-21T23:31:00Z,1390000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,139.0,,,,,,,,,,,,,,
141,PT01M00.00S,2022-03-21T23:31:02.1Z,1,REGULAR,substitution,out,[],1628998,,,1610612740,15,18,2022-03-21T23:31:08Z,1400000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M00.00S,2022-03-21T23:31:02.1Z,1,REGULAR,substitution,in,[],202738,,,1610612740,15,18,2022-03-21T23:31:08Z,1410000,,,0,,SUB in: I. Thomas,[202738],1610612766.0,CHA,,,,Thomas,I. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M00.00S,2022-03-21T23:31:09.9Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630230,,,1610612740,15,19,2022-03-22T00:11:16Z,1420000,,,0,,N. Marshall Free Throw 2 of 2 (1 PTS),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
144,PT00M44.80S,2022-03-21T23:31:23.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,12.959921156373195,41.911764705882355,1610612766,17,19,2022-03-21T23:35:37Z,1430000,40.0,69.0,1,left,L. Ball 8' driving floating Jump Shot (5 PTS) (M. Harrell 1 AST),"[1630163, 1626149]",1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,8.02,Made,5.0,M. Harrell,1626149.0,1.0,,,,,,,,,,,,,,,
146,PT00M44.80S,2022-03-21T23:31:47.1Z,1,REGULAR,timeout,full,['team'],0,,,1610612740,17,19,2022-03-21T23:31:47Z,1450000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M32.40S,2022-03-21T23:33:02.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630631,90.22667542706965,46.568627450980394,1610612740,17,19,2022-03-21T23:36:01Z,1460000,-17.0,39.0,1,right,MISS J. Alvarado driving finger roll Layup - blocked,"[1630631, 1626149]",1610612740.0,NOP,driving finger roll,,,Alvarado,J. Alvarado,,,,,4.3,Missed,,,,,,,,,Harrell,1626149.0,,,,,,,,,
148,PT00M32.40S,2022-03-21T23:33:02.6Z,1,REGULAR,block,,[],1626149,,,1610612740,17,19,2022-03-21T23:33:05Z,1470000,,,0,,M. Harrell BLOCK (1 BLK),[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M32.40S,2022-03-21T23:33:02.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,17,19,2022-03-21T23:33:40Z,1480000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,147.0,,,,,,,,,,,,,,
150,PT00M32.40S,2022-03-21T23:33:09.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,17,19,2022-03-21T23:33:09Z,1490000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M25.60S,2022-03-21T23:33:29.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630230,64.47109067017082,41.17647058823529,1610612740,17,22,2022-03-21T23:33:43Z,1500000,-44.0,281.0,1,right,N. Marshall 28' 3PT  (4 PTS) (T. Murphy III 1 AST),"[1630230, 1630530]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,28.49,Made,4.0,T. Murphy III,1630530.0,1.0,,,,,,,,,,,,,,,
157,PT00M04.70S,2022-03-21T23:33:54.4Z,1,REGULAR,2pt,Jump Shot,[],202738,26.363337713534822,38.48039215686275,1610612766,19,22,2022-03-21T23:36:34Z,1520000,58.0,195.0,1,left,I. Thomas 20' pullup Jump Shot (2 PTS) (P. Washington 2 AST),"[202738, 1629023]",1610612766.0,CHA,pullup,,,Thomas,I. Thomas,,,,,20.36,Made,2.0,P. Washington,1629023.0,2.0,,,,,,,,,,,,,,,
159,PT00M00.00S,2022-03-21T23:34:06.2Z,1,REGULAR,period,end,[],0,,,1610612740,19,22,2022-03-21T23:34:06Z,1540000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-03-21T23:34:11.6Z,2,REGULAR,substitution,out,['startperiod'],1629023,,,1610612740,19,22,2022-03-21T23:36:33Z,1550000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-03-21T23:34:11.6Z,2,REGULAR,substitution,out,['startperiod'],1626195,,,1610612740,19,22,2022-03-21T23:36:33Z,1560000,,,0,,SUB out: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-03-21T23:34:11.6Z,2,REGULAR,substitution,out,['startperiod'],1630631,,,1610612740,19,22,2022-03-21T23:36:33Z,1570000,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-03-21T23:34:11.6Z,2,REGULAR,substitution,in,['startperiod'],1629667,,,1610612740,19,22,2022-03-21T23:36:33Z,1580000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2022-03-21T23:34:11.6Z,2,REGULAR,substitution,in,['startperiod'],1628984,,,1610612740,19,22,2022-03-21T23:36:33Z,1590000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2022-03-21T23:34:11.6Z,2,REGULAR,substitution,in,['startperiod'],202685,,,1610612740,19,22,2022-03-21T23:36:33Z,1600000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2022-03-21T23:36:46.1Z,2,REGULAR,period,start,[],0,,,1610612766,19,22,2022-03-21T23:36:46Z,1610000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT11M43.00S,2022-03-21T23:37:02.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626149,10.85742444152431,48.77450980392157,1610612766,19,22,2022-03-21T23:37:07Z,1620000,6.0,50.0,1,left,MISS M. Harrell Layup,[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,5.0,Missed,,,,,,,,,,,,,,,,,,,
169,PT11M39.00S,2022-03-21T23:37:06.6Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,19,22,2022-03-21T23:37:07Z,1640000,,,0,,J. Valanciunas REBOUND (Off:1 Def:6),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,167.0,7.0,6.0,1.0,,,,,,,,,,,
170,PT11M17.00S,2022-03-21T23:37:27.9Z,2,REGULAR,2pt,Jump Shot,[],202685,90.09526938239159,17.15686274509804,1610612740,19,24,2022-03-21T23:37:33Z,1650000,-164.0,41.0,1,right,J. Valanciunas 16' turnaround Jump Shot (6 PTS),[202685],1610612740.0,NOP,turnaround,,,Valanciunas,J. Valanciunas,,,,,16.91,Made,6.0,,,,,,,,,,,,,,,,,,
171,PT11M08.00S,2022-03-21T23:37:37.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202738,8.623521681997373,54.41176470588235,1610612766,19,24,2022-03-21T23:37:56Z,1660000,-22.0,29.0,1,left,MISS I. Thomas driving Layup - blocked,"[202738, 202685]",1610612766.0,CHA,driving,,,Thomas,I. Thomas,,,,,3.61,Missed,,,,,,,,,Valanciunas,202685.0,,,,,,,,,
172,PT11M08.00S,2022-03-21T23:37:37.9Z,2,REGULAR,block,,[],202685,,,1610612766,19,24,2022-03-21T23:37:40Z,1670000,,,0,,J. Valanciunas BLOCK (1 BLK),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT11M05.00S,2022-03-21T23:37:40.9Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,19,24,2022-03-21T23:37:56Z,1680000,,,0,,J. Valanciunas REBOUND (Off:1 Def:7),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,171.0,8.0,7.0,1.0,,,,,,,,,,,
174,PT11M05.00S,2022-03-21T23:37:44.0Z,2,REGULAR,turnover,palming,[],1630230,,,1610612740,19,24,2022-03-21T23:38:02Z,1690000,,,0,,N. Marshall palming TURNOVER (1 TO),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,1.0,,,203592.0,,,,,
175,PT10M52.00S,2022-03-21T23:38:09.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629667,6.521024967148489,94.36274509803921,1610612766,19,24,2022-03-21T23:38:14Z,1700000,-222.0,9.0,1,left,MISS J. McDaniels 3PT,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,22.2,Missed,,,,,,,,,,,,,,,,,,,
