actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
90,PT06M22.00S,2022-02-13T00:23:20.6Z,1,REGULAR,foul,personal,[],1630163,,,1610612763,4,21,2022-02-13T00:23:32Z,890000,,,0,,L. Ball personal FOUL (1 PF),"[1630163, 1629001]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,1627964.0,,,,1.0,0.0,Melton,1629001.0,,,
92,PT06M12.00S,2022-02-13T00:23:45.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,90.88370565045992,51.470588235294116,1610612763,4,23,2022-02-13T00:23:51Z,910000,7.0,33.0,1,right,J. Morant driving Layup (6 PTS),[1629630],1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,3.4,Made,6.0,,,,,,,,,,,,,,,,,,
93,PT05M49.00S,2022-02-13T00:24:09.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,11.514454664914586,49.754901960784316,1610612766,4,23,2022-02-13T00:24:13Z,920000,1.0,56.0,1,left,MISS M. Bridges floating Shot,[1628970],1610612766.0,CHA,floating,,,Bridges,M. Bridges,,,,,5.57,Missed,,,,,,,,,,,,,,,,,,,
94,PT05M47.00S,2022-02-13T00:24:11.4Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,4,23,2022-02-13T00:24:13Z,930000,,,0,,J. Morant REBOUND (Off:0 Def:2),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,93.0,2.0,2.0,0.0,,,,,,,,,,,,,,
95,PT05M41.00S,2022-02-13T00:24:16.7Z,1,REGULAR,turnover,out-of-bounds,[],1630533,,,1610612763,4,23,2022-02-13T00:24:29Z,940000,,,0,,Z. Williams lost ball out-of-bounds TURNOVER (1 TO),[1630533],1610612763.0,MEM,lost ball,,,Williams,Z. Williams,,,,,,,,,,,,1.0,,,204058.0,,,,,,,,,,
96,PT05M32.00S,2022-02-13T00:24:37.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626179,12.171484888304862,96.81372549019608,1610612766,4,23,2022-02-13T00:24:42Z,950000,-234.0,62.0,1,left,MISS T. Rozier 24' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,24.21,Missed,,,,,,,,,,,,,,,,,,,
97,PT05M27.00S,2022-02-13T00:24:42.7Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,4,23,2022-02-13T00:24:42Z,960000,,,0,,J. Morant REBOUND (Off:0 Def:3),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,96.0,3.0,3.0,0.0,,,,,,,,,,,,,,
98,PT05M19.00S,2022-02-13T00:24:49.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,90.48948751642575,54.90196078431373,1610612763,4,23,2022-02-13T00:24:56Z,970000,25.0,37.0,1,right,MISS J. Morant driving Layup - blocked,"[1629630, 1629023]",1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,4.43,Missed,,,,,,,,,,,,,,,,,Washington,1629023.0,
99,PT05M19.00S,2022-02-13T00:24:49.9Z,1,REGULAR,block,,[],1629023,,,1610612763,4,23,2022-02-13T00:25:50Z,980000,,,0,,P. Washington BLOCK (1 BLK),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT05M16.00S,2022-02-13T00:24:52.9Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,4,23,2022-02-13T00:24:56Z,990000,,,0,,T. Rozier REBOUND (Off:1 Def:1),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,98.0,2.0,1.0,1.0,,,,,,,,,,,,,,
101,PT05M12.00S,2022-02-13T00:24:56.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629023,28.728646517739815,23.52941176470588,1610612766,4,23,2022-02-13T00:25:03Z,1000000,132.0,218.0,1,left,MISS P. Washington 25' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,25.46,Missed,,,,,,,,,,,,,,,,,,,
102,PT05M06.00S,2022-02-13T00:25:02.2Z,1,REGULAR,rebound,offensive,[],1626179,,,1610612766,4,23,2022-02-13T00:25:03Z,1010000,,,0,,T. Rozier REBOUND (Off:2 Def:1),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,101.0,3.0,1.0,2.0,,,,,,,,,,,,,,
103,PT05M06.00S,2022-02-13T00:25:02.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626179,5.590000152587891,50.0,1610612766,6,23,2022-02-13T00:25:02Z,1020000,0.0,0.0,1,left,T. Rozier putback Layup (4 PTS),[1626179],1610612766.0,CHA,putback,,,Rozier,T. Rozier,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,,,,
104,PT04M58.00S,2022-02-13T00:25:14.1Z,1,REGULAR,turnover,traveling,[],203937,,,1610612763,6,23,2022-02-13T00:25:19Z,1030000,,,0,,K. Anderson traveling TURNOVER (1 TO),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,1.0,,,204058.0,,,,,,,,,,
105,PT04M49.00S,2022-02-13T00:25:32.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630163,17.95335085413929,51.71568627450981,1610612766,8,23,2022-02-13T00:25:36Z,1040000,-9.0,116.0,1,left,L. Ball 11' floating Jump Shot (2 PTS),[1630163],1610612766.0,CHA,floating,,,Ball,L. Ball,,,,,11.66,Made,2.0,,,,,,,,,,,,,,,,,,
106,PT04M30.00S,2022-02-13T00:25:52.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,94.03745072273325,53.18627450980392,1610612763,8,23,2022-02-13T00:25:57Z,1050000,16.0,4.0,1,right,MISS J. Morant Layup,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,1.63,Missed,,,,,,,,,,,,,,,,,,,
107,PT04M26.00S,2022-02-13T00:25:56.2Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,8,23,2022-02-13T00:25:57Z,1060000,,,0,,S. Adams REBOUND (Off:3 Def:2),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,106.0,5.0,2.0,3.0,,,,,,,,,,,,,,
108,PT04M26.00S,2022-02-13T00:25:56.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203500,94.40999984741211,50.0,1610612763,8,25,2022-02-13T00:25:56Z,1070000,0.0,0.0,1,right,S. Adams tip Layup (8 PTS),[203500],1610612763.0,MEM,tip,,,Adams,S. Adams,,,,,0.0,Made,8.0,,,,,,,,,,,,,,,,,,
109,PT04M23.00S,2022-02-13T00:25:59.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626179,15.193823915900131,97.05882352941177,1610612766,8,25,2022-02-13T00:26:04Z,1080000,-235.0,90.0,1,left,MISS T. Rozier 25' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,25.2,Missed,,,,,,,,,,,,,,,,,,,
110,PT04M20.00S,2022-02-13T00:26:02.0Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,8,25,2022-02-13T00:26:04Z,1090000,,,0,,S. Adams REBOUND (Off:3 Def:3),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,109.0,6.0,3.0,3.0,,,,,,,,,,,,,,
111,PT04M08.00S,2022-02-13T00:26:13.9Z,1,REGULAR,3pt,Jump Shot,[],1630533,88.78120893561103,97.54901960784314,1610612763,8,25,2022-02-13T00:26:19Z,1100000,238.0,53.0,1,right,MISS Z. Williams 24' 3PT,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,24.35,Missed,,,,,,,,,,,,,,,,,,,
112,PT04M05.00S,2022-02-13T00:26:16.9Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,8,25,2022-02-13T00:26:19Z,1110000,,,0,,S. Adams REBOUND (Off:4 Def:3),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,111.0,7.0,3.0,4.0,,,,,,,,,,,,,,
113,PT04M03.00S,2022-02-13T00:26:19.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629630,68.54467805519053,29.411764705882355,1610612763,8,25,2022-02-13T00:26:23Z,1120000,-103.0,243.0,1,right,MISS J. Morant 26' 3PT,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,26.41,Missed,,,,,,,,,,,,,,,,,,,
114,PT04M00.00S,2022-02-13T00:26:22.0Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,8,25,2022-02-13T00:26:23Z,1130000,,,0,,L. Ball REBOUND (Off:0 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,113.0,2.0,2.0,0.0,,,,,,,,,,,,,,
239,PT03M57.00S,2022-02-13T00:26:26.1Z,1,REGULAR,turnover,bad pass,[],1630163,,,1610612766,8,25,2022-02-13T00:46:37Z,1135000,,,0,,L. Ball bad pass TURNOVER (2 TO),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,2.0,,,,,,,,,,,,,
115,PT03M57.00S,2022-02-13T00:26:33.2Z,1,REGULAR,foul,personal,[],1628970,,,1610612763,8,25,2022-02-13T00:46:37Z,1140000,,,0,,M. Bridges loose ball personal FOUL (1 PF),"[1628970, 1629630]",1610612766.0,CHA,loose ball,,,Bridges,M. Bridges,,,,,,,,,,,,,,,1627964.0,,,,1.0,0.0,Morant,1629630.0,,,
118,PT03M57.00S,2022-02-13T00:26:43.9Z,1,REGULAR,substitution,out,[],1626179,,,1610612763,8,25,2022-02-13T00:26:58Z,1170000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M57.00S,2022-02-13T00:26:43.9Z,1,REGULAR,substitution,out,[],203500,,,1610612763,8,25,2022-02-13T00:26:58Z,1180000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M57.00S,2022-02-13T00:26:43.9Z,1,REGULAR,substitution,out,[],1630533,,,1610612763,8,25,2022-02-13T00:26:58Z,1190000,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M57.00S,2022-02-13T00:26:43.9Z,1,REGULAR,substitution,in,[],1630547,,,1610612763,8,25,2022-02-13T00:26:58Z,1200000,,,0,,SUB in: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M57.00S,2022-02-13T00:26:43.9Z,1,REGULAR,substitution,in,[],1629634,,,1610612763,8,25,2022-02-13T00:26:58Z,1210000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M57.00S,2022-02-13T00:26:43.9Z,1,REGULAR,substitution,in,[],1629723,,,1610612763,8,25,2022-02-13T00:26:58Z,1220000,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M34.00S,2022-02-13T00:27:16.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629723,91.27792378449409,79.65686274509804,1610612763,8,25,2022-02-13T00:27:23Z,1230000,148.0,29.0,1,right,MISS J. Konchar 15' pullup Shot,[1629723],1610612763.0,MEM,pullup,,,Konchar,J. Konchar,,,,,15.12,Missed,,,,,,,,,,,,,,,,,,,
125,PT03M29.00S,2022-02-13T00:27:21.3Z,1,REGULAR,rebound,offensive,[],1629634,,,1610612763,8,25,2022-02-13T00:27:23Z,1240000,,,0,,B. Clarke REBOUND (Off:1 Def:0),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,124.0,1.0,0.0,1.0,,,,,,,,,,,,,,
126,PT03M29.00S,2022-02-13T00:27:21.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629634,94.40999984741211,50.0,1610612763,8,27,2022-02-13T00:27:21Z,1250000,0.0,0.0,1,right,B. Clarke tip Layup (2 PTS),[1629634],1610612763.0,MEM,tip,,,Clarke,B. Clarke,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,,
127,PT03M23.00S,2022-02-13T00:27:30.1Z,1,REGULAR,foul,personal,['2freethrow'],1629001,,,1610612766,8,27,2022-02-13T00:27:39Z,1260000,,,0,,D. Melton shooting personal FOUL (1 PF) (Bouknight 2 FT),"[1629001, 1630547]",1610612763.0,MEM,shooting,,,Melton,D. Melton,,,,,,,,,,,,,,,202058.0,,,,1.0,0.0,Bouknight,1630547.0,,,
129,PT03M23.00S,2022-02-13T00:27:58.0Z,1,REGULAR,freethrow,1 of 2,[],1630547,,,1610612766,9,27,2022-02-13T00:27:58Z,1280000,,,0,,J. Bouknight Free Throw 1 of 2 (1 PTS),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
130,PT03M23.00S,2022-02-13T00:28:12.5Z,1,REGULAR,freethrow,2 of 2,[],1630547,,,1610612766,10,27,2022-02-13T00:28:12Z,1290000,,,0,,J. Bouknight Free Throw 2 of 2 (2 PTS),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
131,PT03M18.00S,2022-02-13T00:28:18.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629634,92.85479632063075,52.94117647058824,1610612763,10,29,2022-02-13T00:28:23Z,1300000,15.0,15.0,1,right,B. Clarke alley-oop DUNK (4 PTS) (J. Morant 3 AST),"[1629634, 1629630]",1610612763.0,MEM,alley-oop,,,Clarke,B. Clarke,,,,,2.08,Made,4.0,,,,,,,,,J. Morant,1629630.0,3.0,,,,,,,
133,PT02M58.00S,2022-02-13T00:28:37.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,9.411957950065702,37.5,1610612766,10,29,2022-02-13T00:28:47Z,1320000,62.0,36.0,1,left,MISS M. Bridges 7' driving floating bank Shot,[1628970],1610612766.0,CHA,driving floating bank,,,Bridges,M. Bridges,,,,,7.21,Missed,,,,,,,,,,,,,,,,,,,
134,PT02M56.00S,2022-02-13T00:28:39.4Z,1,REGULAR,rebound,offensive,[],1626149,,,1610612766,10,29,2022-02-13T00:28:47Z,1330000,,,0,,M. Harrell REBOUND (Off:1 Def:0),[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,,,133.0,1.0,0.0,1.0,,,,,,,,,,,,,,
135,PT02M55.00S,2022-02-13T00:28:41.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626149,6.258212877792378,52.450980392156865,1610612766,12,29,2022-02-13T00:28:50Z,1340000,-12.0,6.0,1,left,M. Harrell Layup (2 PTS),[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,1.38,Made,2.0,,,,,,,,,,,,,,,,,,
136,PT02M36.00S,2022-02-13T00:28:59.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629001,93.77463863337714,54.166666666666664,1610612763,12,29,2022-02-13T00:29:04Z,1350000,21.0,6.0,1,right,MISS D. Melton driving finger roll Layup,[1629001],1610612763.0,MEM,driving finger roll,,,Melton,D. Melton,,,,,2.16,Missed,,,,,,,,,,,,,,,,,,,
137,PT02M34.00S,2022-02-13T00:29:01.1Z,1,REGULAR,rebound,defensive,[],1626149,,,1610612766,12,29,2022-02-13T00:29:04Z,1360000,,,0,,M. Harrell REBOUND (Off:1 Def:1),[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,,,136.0,2.0,1.0,1.0,,,,,,,,,,,,,,
138,PT02M26.00S,2022-02-13T00:29:10.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630547,6.652431011826544,51.71568627450981,1610612766,12,29,2022-02-13T00:29:16Z,1370000,-9.0,10.0,1,left,MISS J. Bouknight reverse Layup - blocked,"[1630547, 1629634]",1610612766.0,CHA,reverse,,,Bouknight,J. Bouknight,,,,,1.32,Missed,,,,,,,,,,,,,,,,,Clarke,1629634.0,
142,PT02M26.00S,2022-02-13T00:29:10.3Z,1,REGULAR,block,,[],1629634,,,1610612766,12,29,2022-02-13T00:30:02Z,1375000,,,0,,B. Clarke BLOCK (1 BLK),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M24.00S,2022-02-13T00:29:12.3Z,1,REGULAR,rebound,defensive,[],203937,,,1610612763,12,29,2022-02-13T00:29:16Z,1380000,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,138.0,1.0,1.0,0.0,,,,,,,,,,,,,,
140,PT02M24.00S,2022-02-13T00:29:14.6Z,1,REGULAR,turnover,out-of-bounds,[],203937,,,1610612763,12,29,2022-02-13T00:29:28Z,1390000,,,0,,K. Anderson lost ball out-of-bounds TURNOVER (2 TO),[203937],1610612763.0,MEM,lost ball,,,Anderson,K. Anderson,,,,,,,,,,,,2.0,,,1627964.0,,,,,,,,,,
141,PT02M24.00S,2022-02-13T00:29:23.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,12,29,2022-02-13T00:29:23Z,1400000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M24.00S,2022-02-13T00:31:17.1Z,1,REGULAR,substitution,out,[],1629630,,,1610612766,12,29,2022-02-13T00:31:54Z,1410000,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M24.00S,2022-02-13T00:31:17.1Z,1,REGULAR,substitution,in,[],1626145,,,1610612766,12,29,2022-02-13T00:31:54Z,1420000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M15.00S,2022-02-13T00:32:23.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629023,33.065045992115635,42.15686274509804,1610612766,12,29,2022-02-13T00:32:28Z,1430000,39.0,258.0,1,left,MISS P. Washington 26' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,26.13,Missed,,,,,,,,,,,,,,,,,,,
146,PT02M12.00S,2022-02-13T00:32:26.9Z,1,REGULAR,rebound,offensive,[],1628970,,,1610612766,12,29,2022-02-13T00:32:26Z,1440000,,,0,,M. Bridges REBOUND (Off:1 Def:0),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,145.0,1.0,0.0,1.0,,,,,,,,,,,,,,
147,PT01M56.00S,2022-02-13T00:33:08.7Z,1,REGULAR,jumpball,recovered,[],1629634,,,1610612766,12,29,2022-02-13T00:33:08Z,1450000,,,0,,Jump Ball D. Melton vs. P. Washington: Tip to B. Clarke,"[1629634, 1629001, 1629023]",1610612763.0,MEM,heldball,B. Clarke,1629634.0,Clarke,B. Clarke,Melton,1629001.0,Washington,1629023.0,,,,,,,,,,,,,,,,,,,,,
150,PT01M56.00S,2022-02-13T00:33:08.7Z,1,REGULAR,turnover,bad pass,[],1629023,,,1610612766,12,29,2022-02-13T00:35:35Z,1480000,,,0,,P. Washington bad pass TURNOVER (1 TO),"[1629023, 1629001]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,1.0,Melton,1629001.0,,,,,,,,,,,
151,PT01M56.00S,2022-02-13T00:33:08.7Z,1,REGULAR,steal,,[],1629001,,,1610612763,12,29,2022-02-13T00:33:08Z,1490000,,,0,,D. Melton STEAL (1 STL),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT01M42.00S,2022-02-13T00:33:23.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629634,84.83902759526939,50.49019607843137,1610612763,12,29,2022-02-13T00:33:42Z,1500000,2.0,90.0,1,right,MISS B. Clarke 9' floating Shot,[1629634],1610612763.0,MEM,floating,,,Clarke,B. Clarke,,,,,9.0,Missed,,,,,,,,,,,,,,,,,,,
153,PT01M39.00S,2022-02-13T00:33:25.4Z,1,REGULAR,rebound,defensive,[],1630547,,,1610612766,12,29,2022-02-13T00:33:25Z,1510000,,,0,,J. Bouknight REBOUND (Off:0 Def:1),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,152.0,1.0,1.0,0.0,,,,,,,,,,,,,,
154,PT01M31.00S,2022-02-13T00:33:34.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,11.383048620236531,49.26470588235294,1610612766,12,29,2022-02-13T00:34:07Z,1520000,4.0,55.0,1,left,MISS L. Ball Layup,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,5.46,Missed,,,,,,,,,,,,,,,,,,,
155,PT01M29.00S,2022-02-13T00:33:36.0Z,1,REGULAR,rebound,defensive,[],1629634,,,1610612763,12,29,2022-02-13T00:33:49Z,1530000,,,0,,B. Clarke REBOUND (Off:1 Def:1),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,154.0,2.0,1.0,1.0,,,,,,,,,,,,,,
156,PT01M25.00S,2022-02-13T00:33:40.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629001,91.67214191852825,49.50980392156863,1610612763,12,29,2022-02-13T00:33:59Z,1540000,-2.0,26.0,1,right,MISS D. Melton Layup,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,2.59,Missed,,,,,,,,,,,,,,,,,,,
157,PT01M23.00S,2022-02-13T00:33:42.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,12,29,2022-02-13T00:33:59Z,1550000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,156.0,,,,,,,,,,,,,,,,,
158,PT01M23.00S,2022-02-13T00:33:51.9Z,1,REGULAR,foul,personal,[],1630163,,,1610612763,12,29,2022-02-13T00:34:01Z,1560000,,,0,,L. Ball loose ball personal FOUL (2 PF),"[1630163, 1629001]",1610612766.0,CHA,loose ball,,,Ball,L. Ball,,,,,,,,,,,,,,,204058.0,,,,2.0,0.0,Melton,1629001.0,,,
160,PT01M23.00S,2022-02-13T00:34:00.6Z,1,REGULAR,substitution,out,[],1628970,,,1610612763,12,29,2022-02-13T00:34:12Z,1580000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT01M23.00S,2022-02-13T00:34:00.6Z,1,REGULAR,substitution,out,[],1630163,,,1610612763,12,29,2022-02-13T00:34:12Z,1590000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT01M23.00S,2022-02-13T00:34:00.6Z,1,REGULAR,substitution,out,[],1629001,,,1610612763,12,29,2022-02-13T00:34:12Z,1600000,,,0,,SUB out: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT01M23.00S,2022-02-13T00:34:00.6Z,1,REGULAR,substitution,out,[],203937,,,1610612763,12,29,2022-02-13T00:34:12Z,1610000,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT01M23.00S,2022-02-13T00:34:00.6Z,1,REGULAR,substitution,in,[],1626162,,,1610612763,12,29,2022-02-13T00:34:12Z,1620000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT01M23.00S,2022-02-13T00:34:00.6Z,1,REGULAR,substitution,in,[],1626179,,,1610612763,12,29,2022-02-13T00:34:12Z,1630000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT01M23.00S,2022-02-13T00:34:00.6Z,1,REGULAR,substitution,in,[],1628991,,,1610612763,12,29,2022-02-13T00:34:12Z,1640000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT01M23.00S,2022-02-13T00:34:00.6Z,1,REGULAR,substitution,in,[],1630217,,,1610612763,12,29,2022-02-13T00:34:12Z,1650000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT01M16.00S,2022-02-13T00:34:20.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626145,84.1819973718791,40.68627450980392,1610612763,12,29,2022-02-13T00:34:25Z,1660000,-47.0,96.0,1,right,MISS T. Jones 10' floating Shot,[1626145],1610612763.0,MEM,floating,,,Jones,T. Jones,,,,,10.69,Missed,,,,,,,,,,,,,,,,,,,
169,PT01M14.00S,2022-02-13T00:34:22.8Z,1,REGULAR,rebound,defensive,[],1630547,,,1610612766,12,29,2022-02-13T00:34:25Z,1670000,,,0,,J. Bouknight REBOUND (Off:0 Def:2),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,168.0,2.0,2.0,0.0,,,,,,,,,,,,,,
170,PT01M05.00S,2022-02-13T00:34:32.0Z,1,REGULAR,3pt,Jump Shot,[],1630547,21.632720105124836,6.61764705882353,1610612766,12,29,2022-02-13T00:34:37Z,1680000,217.0,151.0,1,left,MISS J. Bouknight 26' 3PT,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,26.42,Missed,,,,,,,,,,,,,,,,,,,
171,PT01M03.00S,2022-02-13T00:34:34.0Z,1,REGULAR,rebound,defensive,[],1626145,,,1610612763,12,29,2022-02-13T00:34:37Z,1690000,,,0,,T. Jones REBOUND (Off:0 Def:1),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,170.0,1.0,1.0,0.0,,,,,,,,,,,,,,
172,PT00M50.10S,2022-02-13T00:34:50.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,87.86136662286465,41.17647058823529,1610612763,12,31,2022-02-13T00:34:55Z,1700000,-44.0,62.0,1,right,B. Clarke 7' bank Jump Shot (6 PTS),[1629634],1610612763.0,MEM,bank,,,Clarke,B. Clarke,,,,,7.58,Made,6.0,,,,,,,,,,,,,,,,,,
