actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
93,PT04M40.00S,2021-11-27T00:23:19.7Z,1,REGULAR,substitution,out,[],1630162,,,1610612766,21,16,2021-11-27T00:23:28Z,890000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M40.00S,2021-11-27T00:23:19.7Z,1,REGULAR,substitution,in,[],1627752,,,1610612766,21,16,2021-11-27T00:23:28Z,900000,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M30.00S,2021-11-27T00:23:50.1Z,1,REGULAR,3pt,Jump Shot,[],1629667,73.80091984231275,15.441176470588236,1610612766,24,16,2021-11-27T00:23:54Z,910000,-173.0,194.0,1,right,J. McDaniels 25' 3PT  (3 PTS) (L. Ball 6 AST),"[1629667, 1630163]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,25.97,Made,,,,,3.0,L. Ball,1630163.0,6.0,,,,,,,,,,
97,PT04M18.00S,2021-11-27T00:24:01.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627736,13.354139290407357,2.696078431372549,1610612750,24,19,2021-11-27T00:24:15Z,930000,237.0,73.0,1,left,M. Beasley 24' 3PT step back (3 PTS) (J. McLaughlin 1 AST),"[1627736, 1629162]",1610612750.0,MIN,step back,,,Beasley,M. Beasley,,,,,24.75,Made,,,,,3.0,J. McLaughlin,1629162.0,1.0,,,,,,,,,,
99,PT04M00.00S,2021-11-27T00:24:19.1Z,1,REGULAR,3pt,Jump Shot,[],1626162,68.15045992115637,23.284313725490197,1610612766,24,19,2021-11-27T00:24:26Z,950000,-134.0,247.0,1,right,MISS K. Oubre Jr. 28' 3PT - blocked,"[1626162, 1627752]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,28.07,Missed,,,,,,,,,,,,,Prince,1627752.0,,,,
100,PT04M00.00S,2021-11-27T00:24:19.1Z,1,REGULAR,block,,[],1627752,,,1610612766,24,19,2021-11-27T00:24:23Z,960000,,,0,,T. Prince BLOCK (1 BLK),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M56.00S,2021-11-27T00:24:23.1Z,1,REGULAR,rebound,defensive,[],1627752,,,1610612750,24,19,2021-11-27T00:26:12Z,970000,,,0,,T. Prince REBOUND (Off:0 Def:1),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,99.0,1.0,1.0,0.0,,,,,,,,,,,,,,
102,PT03M56.00S,2021-11-27T00:24:27.6Z,1,REGULAR,foul,personal,[],1626162,,,1610612750,24,19,2021-11-27T00:24:37Z,980000,,,0,,K. Oubre Jr. personal FOUL (1 PF),"[1626162, 1627752]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,1162.0,,,,,,1.0,0.0,Prince,1627752.0
104,PT03M40.00S,2021-11-27T00:24:56.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629162,7.966491458607096,50.98039215686274,1610612750,24,19,2021-11-27T00:34:32Z,1000000,-5.0,22.0,1,left,MISS J. McLaughlin driving Layup,[1629162],1610612750.0,MIN,driving,,,McLaughlin,J. McLaughlin,,,,,2.29,Missed,,,,,,,,,,,,,,,,,,
105,PT03M39.00S,2021-11-27T00:24:57.2Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,24,19,2021-11-27T00:25:00Z,1010000,,,0,,N. Richards REBOUND (Off:0 Def:1),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,104.0,1.0,1.0,0.0,,,,,,,,,,,,,,
106,PT03M32.00S,2021-11-27T00:25:03.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628998,92.32917214191852,51.225490196078425,1610612766,24,19,2021-11-27T00:36:21Z,1020000,6.0,20.0,1,right,MISS C. Martin running finger roll Layup,[1628998],1610612766.0,CHA,running finger roll,,,Martin,C. Martin,,,,,2.05,Missed,,,,,,,,,,,,,,,,,,
107,PT03M30.00S,2021-11-27T00:25:05.5Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612750,24,19,2021-11-27T00:25:08Z,1030000,,,0,,J. Vanderbilt REBOUND (Off:0 Def:2),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,106.0,2.0,2.0,0.0,,,,,,,,,,,,,,
108,PT03M25.00S,2021-11-27T00:25:10.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626157,7.5722733245729295,54.166666666666664,1610612750,24,19,2021-11-27T00:25:16Z,1040000,-21.0,19.0,1,left,MISS K. Towns Layup - blocked,"[1626157, 1630208]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,2.8,Missed,,,,,,,,,,,,,Richards,1630208.0,,,,
109,PT03M25.00S,2021-11-27T00:25:10.6Z,1,REGULAR,block,,[],1630208,,,1610612750,24,19,2021-11-27T00:25:12Z,1050000,,,0,,N. Richards BLOCK (1 BLK),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M22.00S,2021-11-27T00:25:13.6Z,1,REGULAR,rebound,offensive,[],1626157,,,1610612750,24,19,2021-11-27T00:25:16Z,1060000,,,0,,K. Towns REBOUND (Off:1 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,108.0,2.0,1.0,1.0,,,,,,,,,,,,,,
111,PT03M22.00S,2021-11-27T00:25:13.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626157,5.995400788436268,53.18627450980392,1610612750,24,21,2021-11-27T00:37:17Z,1070000,-16.0,4.0,1,left,K. Towns putback Layup (7 PTS),[1626157],1610612750.0,MIN,putback,,,Towns,K. Towns,,,,,1.64,Made,,,,,7.0,,,,,,,,,,,,,
112,PT03M12.00S,2021-11-27T00:25:23.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,82.07950065703022,35.78431372549019,1610612766,24,21,2021-11-27T00:25:28Z,1080000,-71.0,116.0,1,right,MISS L. Ball 13' floating Shot,[1630163],1610612766.0,CHA,floating,,,Ball,L. Ball,,,,,13.61,Missed,,,,,,,,,,,,,,,,,,
113,PT03M11.00S,2021-11-27T00:25:24.5Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612750,24,21,2021-11-27T00:25:28Z,1090000,,,0,,J. Vanderbilt REBOUND (Off:0 Def:3),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,112.0,3.0,3.0,0.0,,,,,,,,,,,,,,
114,PT03M04.00S,2021-11-27T00:25:32.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627752,9.149145860709593,49.754901960784316,1610612750,24,23,2021-11-27T00:25:37Z,1100000,1.0,34.0,1,left,T. Prince driving finger roll Layup (2 PTS),[1627752],1610612750.0,MIN,driving finger roll,,,Prince,T. Prince,,,,,3.35,Made,,,,,2.0,,,,,,,,,,,,,
115,PT03M04.00S,2021-11-27T00:25:36.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,24,23,2021-11-27T00:25:36Z,1110000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M47.00S,2021-11-27T00:28:59.0Z,1,REGULAR,3pt,Jump Shot,[],1629667,92.72339027595268,96.32352941176471,1610612766,27,23,2021-11-27T00:29:04Z,1120000,232.0,16.0,1,right,J. McDaniels 3PT  (6 PTS) (C. Martin 2 AST),"[1629667, 1628998]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,23.21,Made,,,,,6.0,C. Martin,1628998.0,2.0,,,,,,,,,,
120,PT02M32.00S,2021-11-27T00:29:12.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,8.229303547963205,48.77450980392157,1610612750,27,23,2021-11-27T00:29:17Z,1140000,6.0,25.0,1,left,MISS K. Towns driving Layup,[1626157],1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,2.56,Missed,,,,,,,,,,,,,,,,,,
121,PT02M30.00S,2021-11-27T00:29:14.7Z,1,REGULAR,rebound,defensive,[],1629667,,,1610612766,27,23,2021-11-27T00:29:17Z,1150000,,,0,,J. McDaniels REBOUND (Off:0 Def:2),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,120.0,2.0,2.0,0.0,,,,,,,,,,,,,,
122,PT02M15.00S,2021-11-27T00:29:29.3Z,1,REGULAR,3pt,Jump Shot,[],1626162,67.36202365308804,55.63725490196079,1610612766,27,23,2021-11-27T00:43:40Z,1160000,28.0,254.0,1,right,MISS K. Oubre Jr. 25' pullup 3PT,[1626162],1610612766.0,CHA,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,25.59,Missed,,,,,,,,,,,,,,,,,,
123,PT02M14.00S,2021-11-27T00:29:31.3Z,1,REGULAR,rebound,offensive,[],1630163,,,1610612766,27,23,2021-11-27T00:29:31Z,1170000,,,0,,L. Ball REBOUND (Off:1 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,122.0,2.0,1.0,1.0,,,,,,,,,,,,,,
124,PT02M05.00S,2021-11-27T00:29:40.3Z,1,REGULAR,turnover,bad pass,[],1630163,,,1610612766,27,23,2021-11-27T00:29:44Z,1180000,,,0,,L. Ball bad pass TURNOVER (1 TO),"[1630163, 1627752]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,1.0,Prince,1627752.0,,,,,,
125,PT02M05.00S,2021-11-27T00:29:40.3Z,1,REGULAR,steal,,[],1627752,,,1610612750,27,23,2021-11-27T00:32:36Z,1190000,,,0,,T. Prince STEAL (1 STL),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M01.00S,2021-11-27T00:29:44.8Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1627736,30.17411300919842,25.735294117647058,1610612750,27,26,2021-11-27T00:44:37Z,1200000,121.0,231.0,1,left,M. Beasley 26' 3PT running pullup (6 PTS),[1627736],1610612750.0,MIN,running pullup,,,Beasley,M. Beasley,,,,,26.1,Made,,,,,6.0,,,,,,,,,,,,,
127,PT01M40.00S,2021-11-27T00:30:04.9Z,1,REGULAR,2pt,Jump Shot,[],1630163,83.78777923784494,33.82352941176471,1610612766,27,26,2021-11-27T01:12:19Z,1210000,-81.0,100.0,1,right,MISS L. Ball 12' step back Shot,[1630163],1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,12.85,Missed,,,,,,,,,,,,,,,,,,
128,PT01M37.00S,2021-11-27T00:30:07.9Z,1,REGULAR,rebound,offensive,[],1629667,,,1610612766,27,26,2021-11-27T01:12:19Z,1220000,,,0,,J. McDaniels REBOUND (Off:1 Def:2),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,127.0,3.0,2.0,1.0,,,,,,,,,,,,,,
129,PT01M32.00S,2021-11-27T00:30:13.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629667,94.56307490144546,3.9215686274509802,1610612766,27,26,2021-11-27T00:30:17Z,1230000,-230.0,-1.0,1,right,MISS J. McDaniels 3PT,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,23.04,Missed,,,,,,,,,,,,,,,,,,
130,PT01M31.00S,2021-11-27T00:30:14.3Z,1,REGULAR,rebound,offensive,[],1629667,,,1610612766,27,26,2021-11-27T00:34:04Z,1240000,,,0,,J. McDaniels REBOUND (Off:2 Def:2),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,129.0,4.0,2.0,2.0,,,,,,,,,,,,,,
131,PT01M28.00S,2021-11-27T00:30:17.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630163,74.19513797634691,8.57843137254902,1610612766,27,26,2021-11-27T00:30:22Z,1250000,-207.0,190.0,1,right,MISS L. Ball 28' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,28.11,Missed,,,,,,,,,,,,,,,,,,
132,PT01M24.00S,2021-11-27T00:30:21.9Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612750,27,26,2021-11-27T00:30:22Z,1260000,,,0,,J. Vanderbilt REBOUND (Off:0 Def:4),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,131.0,4.0,4.0,0.0,,,,,,,,,,,,,,
133,PT01M18.00S,2021-11-27T00:30:26.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627736,32.802233902759525,38.23529411764706,1610612750,27,26,2021-11-27T00:30:40Z,1270000,59.0,256.0,1,left,MISS M. Beasley 26' 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,26.25,Missed,,,,,,,,,,,,,,,,,,
134,PT01M13.00S,2021-11-27T00:30:31.5Z,1,REGULAR,rebound,offensive,[],1627752,,,1610612750,27,26,2021-11-27T00:30:31Z,1280000,,,0,,T. Prince REBOUND (Off:1 Def:1),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,133.0,2.0,1.0,1.0,,,,,,,,,,,,,,
135,PT01M13.00S,2021-11-27T00:30:32.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627752,7.835085413929041,49.26470588235294,1610612750,27,26,2021-11-27T00:30:43Z,1290000,4.0,21.0,1,left,MISS T. Prince Layup,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,2.14,Missed,,,,,,,,,,,,,,,,,,
136,PT01M10.00S,2021-11-27T00:30:35.2Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,27,26,2021-11-27T00:30:43Z,1300000,,,0,,N. Richards REBOUND (Off:0 Def:2),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,135.0,2.0,2.0,0.0,,,,,,,,,,,,,,
137,PT00M59.40S,2021-11-27T00:30:50.3Z,1,REGULAR,foul,offensive,[],1630208,,,1610612766,27,26,2021-11-27T00:39:23Z,1310000,,,0,,N. Richards offensive FOUL (1 PF),"[1630208, 1627752]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,1628480.0,,,,,,1.0,0.0,Prince,1627752.0
139,PT00M59.40S,2021-11-27T00:30:50.3Z,1,REGULAR,turnover,offensive foul,[],1630208,,,1610612766,27,26,2021-11-27T00:39:23Z,1330000,,,0,,N. Richards offensive foul TURNOVER (1 TO),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,1628480.0,1.0,,,,,,,,
140,PT00M59.40S,2021-11-27T00:30:55.6Z,1,REGULAR,substitution,out,[],1630163,,,1610612750,27,26,2021-11-27T00:31:12Z,1340000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
141,PT00M59.40S,2021-11-27T00:30:55.6Z,1,REGULAR,substitution,out,[],1628998,,,1610612750,27,26,2021-11-27T00:31:12Z,1350000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
142,PT00M59.40S,2021-11-27T00:30:55.6Z,1,REGULAR,substitution,out,[],1630208,,,1610612750,27,26,2021-11-27T00:31:12Z,1360000,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,
143,PT00M59.40S,2021-11-27T00:30:55.6Z,1,REGULAR,substitution,out,[],1629162,,,1610612750,27,26,2021-11-27T00:31:12Z,1370000,,,0,,SUB out: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M59.40S,2021-11-27T00:30:55.6Z,1,REGULAR,substitution,out,[],1629020,,,1610612750,27,26,2021-11-27T00:31:12Z,1380000,,,0,,SUB out: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M59.40S,2021-11-27T00:30:55.6Z,1,REGULAR,substitution,out,[],1626157,,,1610612750,27,26,2021-11-27T00:31:12Z,1390000,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M59.40S,2021-11-27T00:30:55.6Z,1,REGULAR,substitution,in,[],202330,,,1610612750,27,26,2021-11-27T00:31:12Z,1400000,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M59.40S,2021-11-27T00:30:55.6Z,1,REGULAR,substitution,in,[],1628970,,,1610612750,27,26,2021-11-27T00:31:12Z,1410000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M59.40S,2021-11-27T00:30:55.6Z,1,REGULAR,substitution,in,[],1626179,,,1610612750,27,26,2021-11-27T00:31:12Z,1420000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M59.40S,2021-11-27T00:30:55.6Z,1,REGULAR,substitution,in,[],1626156,,,1610612750,27,26,2021-11-27T00:31:12Z,1430000,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M59.40S,2021-11-27T00:30:55.6Z,1,REGULAR,substitution,in,[],1629675,,,1610612750,27,26,2021-11-27T00:31:12Z,1440000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M59.40S,2021-11-27T00:30:55.6Z,1,REGULAR,substitution,in,[],1630183,,,1610612750,27,26,2021-11-27T00:31:12Z,1450000,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M47.20S,2021-11-27T00:31:25.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627736,27.414586070959263,16.42156862745098,1610612750,27,26,2021-11-27T00:31:29Z,1460000,168.0,205.0,1,left,MISS M. Beasley 26' 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,26.51,Missed,,,,,,,,,,,,,,,,,,
153,PT00M45.30S,2021-11-27T00:31:27.1Z,1,REGULAR,rebound,defensive,[],1629667,,,1610612766,27,26,2021-11-27T00:31:27Z,1470000,,,0,,J. McDaniels REBOUND (Off:2 Def:3),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,152.0,5.0,3.0,2.0,,,,,,,,,,,,,,
154,PT00M32.70S,2021-11-27T00:31:39.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,89.43823915900131,54.65686274509803,1610612766,27,26,2021-11-27T01:15:33Z,1480000,23.0,47.0,1,right,MISS M. Bridges driving Layup,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,5.23,Missed,,,,,,,,,,,,,,,,,,
155,PT00M30.60S,2021-11-27T00:31:41.7Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,27,26,2021-11-27T00:31:45Z,1490000,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,154.0,1.0,1.0,0.0,,,,,,,,,,,,,,
156,PT00M26.30S,2021-11-27T00:31:46.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,10.5946123521682,49.50980392156863,1610612750,27,28,2021-11-27T01:15:54Z,1500000,2.0,47.0,1,left,D. Russell driving floating Jump Shot (11 PTS),[1626156],1610612750.0,MIN,driving floating,,,Russell,D. Russell,,,,,4.72,Made,,,,,11.0,,,,,,,,,,,,,
158,PT00M04.00S,2021-11-27T00:32:10.2Z,1,REGULAR,3pt,Jump Shot,[],1626162,92.19776609724047,3.1862745098039214,1610612766,30,28,2021-11-27T00:32:14Z,1520000,-234.0,21.0,1,right,K. Oubre Jr. 3PT  (5 PTS) (G. Hayward 2 AST),"[1626162, 202330]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,23.5,Made,,,,,5.0,G. Hayward,202330.0,2.0,,,,,,,,,,
160,PT00M00.00S,2021-11-27T00:32:23.0Z,1,REGULAR,period,end,[],0,,,1610612750,30,28,2021-11-27T00:32:23Z,1540000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2021-11-27T00:33:02.1Z,2,REGULAR,substitution,out,['startperiod'],1629667,,,1610612750,30,28,2021-11-27T00:35:02Z,1550000,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2021-11-27T00:33:02.1Z,2,REGULAR,substitution,in,['startperiod'],1628998,,,1610612750,30,28,2021-11-27T00:35:02Z,1560000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2021-11-27T00:35:04.7Z,2,REGULAR,period,start,[],0,,,1610612750,30,28,2021-11-27T00:35:04Z,1570000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT11M40.00S,2021-11-27T00:35:23.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,7.835085413929041,54.41176470588235,1610612750,30,28,2021-11-27T00:35:31Z,1580000,-22.0,21.0,1,left,MISS N. Reid Layup,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,3.06,Missed,,,,,,,,,,,,,,,,,,
165,PT11M38.00S,2021-11-27T00:35:25.0Z,2,REGULAR,rebound,defensive,[],1626179,,,1610612766,30,28,2021-11-27T00:35:31Z,1590000,,,0,,T. Rozier REBOUND (Off:0 Def:1),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,164.0,1.0,1.0,0.0,,,,,,,,,,,,,,
166,PT11M24.00S,2021-11-27T00:35:44.0Z,2,REGULAR,turnover,backcourt,[],1626179,,,1610612766,30,28,2021-11-27T00:36:14Z,1600000,,,0,,T. Rozier backcourt TURNOVER (1 TO),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,1198.0,1.0,,,,,,,,
167,PT11M14.00S,2021-11-27T00:36:08.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629675,7.835085413929041,50.49019607843137,1610612750,30,30,2021-11-27T00:36:17Z,1610000,-2.0,21.0,1,left,N. Reid Layup (2 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,2.12,Made,,,,,2.0,,,,,,,,,,,,,
168,PT10M59.00S,2021-11-27T00:36:23.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,93.11760840998686,50.245098039215684,1610612766,32,30,2021-11-27T00:36:28Z,1620000,1.0,12.0,1,right,K. Oubre Jr. driving Layup (7 PTS) (C. Martin 3 AST),"[1626162, 1628998]",1610612766.0,CHA,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,1.23,Made,,,,,7.0,C. Martin,1628998.0,3.0,,,,,,,,,,
170,PT10M47.00S,2021-11-27T00:36:37.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,32,30,2021-11-27T00:36:37Z,1640000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT10M37.00S,2021-11-27T00:36:53.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,8.754927726675426,49.754901960784316,1610612750,32,30,2021-11-27T00:37:01Z,1650000,1.0,30.0,1,left,MISS N. Reid driving Layup,[1629675],1610612750.0,MIN,driving,,,Reid,N. Reid,,,,,2.98,Missed,,,,,,,,,,,,,,,,,,
172,PT10M36.00S,2021-11-27T00:36:54.8Z,2,REGULAR,rebound,defensive,[],202330,,,1610612766,32,30,2021-11-27T00:37:01Z,1660000,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,171.0,1.0,1.0,0.0,,,,,,,,,,,,,,
173,PT10M30.00S,2021-11-27T00:37:03.5Z,2,REGULAR,foul,offensive,[],202330,,,1610612766,32,30,2021-11-27T00:40:33Z,1670000,,,0,,G. Hayward charge offensive FOUL (1 PF),"[202330, 1626156]",1610612766.0,CHA,charge,,,Hayward,G. Hayward,,,,,,,,,,,,,,,1628480.0,,,,,,1.0,0.0,Russell,1626156.0
175,PT10M30.00S,2021-11-27T00:37:03.5Z,2,REGULAR,turnover,offensive foul,[],202330,,,1610612766,32,30,2021-11-27T00:37:03Z,1690000,,,0,,G. Hayward offensive foul TURNOVER (2 TO),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,1628480.0,2.0,,,,,,,,
176,PT10M14.00S,2021-11-27T00:37:43.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627736,22.683968462549277,90.93137254901961,1610612750,32,33,2021-11-27T00:37:47Z,1700000,-205.0,161.0,1,left,M. Beasley 26' 3PT  (9 PTS) (T. Prince 1 AST),"[1627736, 1627752]",1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,26.02,Made,,,,,9.0,T. Prince,1627752.0,1.0,,,,,,,,,,
178,PT09M59.00S,2021-11-27T00:38:01.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,32,33,2021-11-27T00:38:01Z,1720000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT09M57.00S,2021-11-27T00:38:16.5Z,2,REGULAR,foul,personal,['2freethrow'],1629675,,,1610612766,32,33,2021-11-27T00:38:29Z,1730000,,,0,,N. Reid shooting personal FOUL (1 PF) (Bridges 2 FT),"[1629675, 1628970]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,,,,,,,,,,,1628480.0,,,,,,1.0,0.0,Bridges,1628970.0
181,PT09M57.00S,2021-11-27T00:38:39.5Z,2,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,33,33,2021-11-27T00:38:39Z,1750000,,,0,,M. Bridges Free Throw 1 of 2 (1 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
