actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
286,PT02M41.00S,2021-10-31T23:57:03.6Z,2,REGULAR,substitution,in,[],1628970,,,1610612766,46,50,2021-10-31T23:57:57Z,2810000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
287,PT02M41.00S,2021-10-31T23:57:03.6Z,2,REGULAR,substitution,in,[],1630163,,,1610612766,46,50,2021-10-31T23:57:57Z,2820000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
288,PT02M30.00S,2021-10-31T23:58:20.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203486,92.46057818659659,52.450980392156865,1610612766,46,50,2021-10-31T23:58:30Z,2830000,12.0,18.0,1,right,MISS M. Plumlee driving Layup,[203486],1610612766.0,CHA,driving,,,Plumlee,M. Plumlee,,,,,2.21,Missed,,,,,,,,,,,,,,,,,,
290,PT02M29.00S,2021-10-31T23:58:21.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612757,46,50,2021-10-31T23:58:30Z,2850000,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,288.0,,,,,,,,,,,,,,,,,
291,PT02M29.00S,2021-10-31T23:58:26.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,46,50,2021-10-31T23:58:26Z,2860000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT02M19.00S,2021-10-31T23:58:42.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203081,5.995400788436268,52.20588235294118,1610612757,46,52,2021-10-31T23:58:48Z,2870000,-11.0,4.0,1,left,D. Lillard driving Layup (4 PTS),[203081],1610612757.0,POR,driving,,,Lillard,D. Lillard,,,,,1.17,Made,,4.0,,,,,,,,,,,,,,,,
293,PT02M02.00S,2021-10-31T23:58:58.6Z,2,REGULAR,3pt,Jump Shot,[],1630163,95.74572930354796,96.81372549019608,1610612766,49,52,2021-10-31T23:59:03Z,2880000,234.0,-13.0,1,right,L. Ball 3PT  (8 PTS) (M. Bridges 4 AST),"[1630163, 1628970]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,23.44,Made,,8.0,M. Bridges,1628970.0,4.0,,,,,,,,,,,,,
295,PT01M44.00S,2021-10-31T23:59:16.4Z,2,REGULAR,3pt,Jump Shot,[],1629014,6.652431011826544,97.54901960784314,1610612757,49,55,2021-10-31T23:59:22Z,2900000,-238.0,10.0,1,left,A. Simons 3PT  (12 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,23.79,Made,,12.0,,,,,,,,,,,,,,,,
297,PT01M34.00S,2021-10-31T23:59:27.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,91.5407358738502,49.754901960784316,1610612766,51,55,2021-11-01T00:18:24Z,2920000,-1.0,27.0,1,right,L. Ball driving floating Jump Shot (10 PTS),[1630163],1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,2.7,Made,,10.0,,,,,,,,,,,,,,,,
298,PT01M21.00S,2021-10-31T23:59:39.2Z,2,REGULAR,3pt,Jump Shot,[],203468,30.962549277266753,67.40196078431373,1610612757,51,58,2021-11-01T00:18:32Z,2930000,-87.0,239.0,1,left,C. McCollum 25' 3PT step back (9 PTS),[203468],1610612757.0,POR,step back,,,McCollum,C. McCollum,,,,,25.39,Made,,9.0,,,,,,,,,,,,,,,,
299,PT01M03.00S,2021-10-31T23:59:58.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,93.24901445466492,51.9607843137255,1610612766,53,58,2021-11-01T00:00:04Z,2940000,10.0,11.0,1,right,M. Bridges driving Layup (8 PTS),[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,1.47,Made,,8.0,,,,,,,,,,,,,,,,
300,PT00M44.90S,2021-11-01T00:00:19.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628970,,,1610612757,53,58,2021-11-01T00:00:30Z,2950000,,,0,,M. Bridges personal FOUL (2 PF) (Lillard 2 FT),"[1628970, 203081]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,1627519.0,2.0,0.0,Lillard,203081.0,,,,,,,,
302,PT00M44.90S,2021-11-01T00:00:47.9Z,2,REGULAR,freethrow,1 of 2,[],203081,,,1610612757,53,59,2021-11-01T00:00:47Z,2970000,,,0,,D. Lillard Free Throw 1 of 2 (5 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Made,,5.0,,,,,,,,,,,,,,,,
303,PT00M44.90S,2021-11-01T00:00:48.6Z,2,REGULAR,substitution,out,[],203486,,,1610612757,53,59,2021-11-01T00:01:06Z,2980000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
304,PT00M44.90S,2021-11-01T00:00:48.6Z,2,REGULAR,substitution,out,[],203468,,,1610612757,53,59,2021-11-01T00:01:06Z,2990000,,,0,,SUB out: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,
305,PT00M44.90S,2021-11-01T00:00:48.6Z,2,REGULAR,substitution,out,[],203994,,,1610612757,53,59,2021-11-01T00:01:06Z,3000000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,
306,PT00M44.90S,2021-11-01T00:00:48.6Z,2,REGULAR,substitution,in,[],1629023,,,1610612757,53,59,2021-11-01T00:01:06Z,3010000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
307,PT00M44.90S,2021-11-01T00:00:48.6Z,2,REGULAR,substitution,in,[],1626204,,,1610612757,53,59,2021-11-01T00:01:06Z,3020000,,,0,,SUB in: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,
308,PT00M44.90S,2021-11-01T00:00:48.6Z,2,REGULAR,substitution,in,[],1629642,,,1610612757,53,59,2021-11-01T00:01:06Z,3030000,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,
309,PT00M44.90S,2021-11-01T00:01:08.8Z,2,REGULAR,freethrow,2 of 2,[],203081,,,1610612757,53,60,2021-11-01T00:01:08Z,3040000,,,0,,D. Lillard Free Throw 2 of 2 (6 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Made,,6.0,,,,,,,,,,,,,,,,
310,PT00M31.80S,2021-11-01T00:01:26.0Z,2,REGULAR,2pt,Jump Shot,[],1630163,76.16622864651774,51.225490196078425,1610612766,53,60,2021-11-01T00:01:43Z,3050000,6.0,172.0,1,right,MISS L. Ball 17' step back Shot,[1630163],1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,17.16,Missed,,,,,,,,,,,,,,,,,,
311,PT00M29.90S,2021-11-01T00:01:27.9Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612757,53,60,2021-11-01T00:14:48Z,3060000,,,0,,L. Nance Jr. REBOUND (Off:0 Def:2),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,310.0,,,,,,,,,,,2.0,2.0,0.0,,,,
321,PT00M29.30S,2021-11-01T00:01:29.7Z,2,REGULAR,turnover,out-of-bounds,[],1626204,,,1610612757,53,60,2021-11-01T00:15:18Z,3075000,,,0,,L. Nance Jr. bad pass out-of-bounds TURNOVER (1 TO),[1626204],1610612757.0,POR,bad pass,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,1148.0,,,,,1.0,,,,,,,
313,PT00M08.70S,2021-11-01T00:03:25.3Z,2,REGULAR,violation,kicked ball,[],1626204,,,1610612766,53,60,2021-11-01T00:15:02Z,3080000,,,0,,L. Nance Jr. kicked ball VIOLATION,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,203592.0,,,,,,,,,,,,
314,PT00M03.10S,2021-11-01T00:03:44.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626179,71.43561103810775,20.588235294117645,1610612766,53,60,2021-11-01T00:15:02Z,3090000,-147.0,216.0,1,right,MISS T. Rozier 26' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,26.13,Missed,,,,,,,,,,,,,,,,,,
315,PT00M03.10S,2021-11-01T00:03:44.8Z,2,REGULAR,rebound,offensive,[],1630163,,,1610612766,53,60,2021-11-01T00:03:52Z,3100000,,,0,,L. Ball REBOUND (Off:1 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,314.0,,,,,,,,,,,3.0,2.0,1.0,,,,
318,PT00M00.90S,2021-11-01T00:03:50.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance', 'fromturnover']",1630163,86.94152431011827,60.049019607843135,1610612766,53,60,2021-11-01T00:15:02Z,3105000,50.0,70.0,1,right,MISS L. Ball 8' floating Shot - blocked,"[1630163, 203496]",1610612766.0,CHA,floating,,,Ball,L. Ball,,,,,8.63,Missed,,,,,,,,,,,,,,,,,Covington,203496.0
319,PT00M00.90S,2021-11-01T00:03:50.3Z,2,REGULAR,block,,[],203496,,,1610612766,53,60,2021-11-01T00:07:09Z,3107500,,,0,,R. Covington BLOCK (1 BLK),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,
320,PT00M00.80S,2021-11-01T00:03:50.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,53,60,2021-11-01T00:07:09Z,3108750,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,318.0,,,,,,,,,,,,,,,,,
316,PT00M00.00S,2021-11-01T00:03:55.8Z,2,REGULAR,period,end,[],0,,,1610612766,53,60,2021-11-01T00:03:55Z,3110000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2021-11-01T00:18:15.7Z,3,REGULAR,substitution,out,['startperiod'],1629023,,,1610612766,53,60,2021-11-01T00:19:06Z,3120000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2021-11-01T00:18:15.7Z,3,REGULAR,substitution,out,['startperiod'],1629014,,,1610612766,53,60,2021-11-01T00:19:06Z,3130000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2021-11-01T00:18:15.7Z,3,REGULAR,substitution,out,['startperiod'],1626204,,,1610612766,53,60,2021-11-01T00:19:06Z,3140000,,,0,,SUB out: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2021-11-01T00:18:15.7Z,3,REGULAR,substitution,out,['startperiod'],1629642,,,1610612766,53,60,2021-11-01T00:19:06Z,3150000,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2021-11-01T00:18:15.7Z,3,REGULAR,substitution,in,['startperiod'],203486,,,1610612766,53,60,2021-11-01T00:19:06Z,3160000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2021-11-01T00:18:15.7Z,3,REGULAR,substitution,in,['startperiod'],203994,,,1610612766,53,60,2021-11-01T00:19:06Z,3170000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,
328,PT12M00.00S,2021-11-01T00:18:15.7Z,3,REGULAR,substitution,in,['startperiod'],203468,,,1610612766,53,60,2021-11-01T00:19:06Z,3180000,,,0,,SUB in: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2021-11-01T00:18:15.7Z,3,REGULAR,substitution,in,['startperiod'],1626181,,,1610612766,53,60,2021-11-01T00:19:06Z,3190000,,,0,,SUB in: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2021-11-01T00:19:13.1Z,3,REGULAR,period,start,[],0,,,1610612766,53,60,2021-11-01T00:19:13Z,3200000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT11M44.00S,2021-11-01T00:19:28.8Z,3,REGULAR,3pt,Jump Shot,[],1628970,26.10052562417871,82.84313725490196,1610612766,53,60,2021-11-01T00:19:35Z,3210000,-164.0,193.0,1,left,MISS M. Bridges 25' step back 3PT,[1628970],1610612766.0,CHA,step back,,,Bridges,M. Bridges,,,,,25.32,Missed,,,,,,,,,,,,,,,,,,
332,PT11M40.00S,2021-11-01T00:19:32.8Z,3,REGULAR,rebound,defensive,[],203081,,,1610612757,53,60,2021-11-01T00:19:35Z,3220000,,,0,,D. Lillard REBOUND (Off:0 Def:2),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,331.0,,,,,,,,,,,2.0,2.0,0.0,,,,
333,PT11M22.00S,2021-11-01T00:19:49.7Z,3,REGULAR,3pt,Jump Shot,[],203994,67.7562417871222,37.254901960784316,1610612757,53,60,2021-11-01T00:19:55Z,3230000,-64.0,251.0,1,right,MISS J. Nurkic 25' 3PT,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,25.86,Missed,,,,,,,,,,,,,,,,,,
334,PT11M21.00S,2021-11-01T00:19:50.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612766,53,60,2021-11-01T00:19:55Z,3240000,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,333.0,,,,,,,,,,,,,,,,,
335,PT11M21.00S,2021-11-01T00:19:54.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,53,60,2021-11-01T00:19:54Z,3250000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT11M09.00S,2021-11-01T00:20:07.8Z,3,REGULAR,3pt,Jump Shot,[],1630163,30.305519053876477,74.01960784313727,1610612766,56,60,2021-11-01T00:20:13Z,3260000,-120.0,232.0,1,left,L. Ball 26' 3PT  (13 PTS) (M. Bridges 5 AST),"[1630163, 1628970]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,26.16,Made,,13.0,M. Bridges,1628970.0,5.0,,,,,,,,,,,,,
338,PT10M52.00S,2021-11-01T00:20:24.6Z,3,REGULAR,3pt,Jump Shot,[],203468,66.83639947437582,30.392156862745097,1610612757,56,60,2021-11-01T00:20:30Z,3280000,-98.0,259.0,1,right,MISS C. McCollum 27' 3PT,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,27.71,Missed,,,,,,,,,,,,,,,,,,
339,PT10M47.00S,2021-11-01T00:20:29.6Z,3,REGULAR,rebound,defensive,[],1630163,,,1610612766,56,60,2021-11-01T00:20:30Z,3290000,,,0,,L. Ball REBOUND (Off:1 Def:3),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,338.0,,,,,,,,,,,4.0,3.0,1.0,,,,
340,PT10M34.00S,2021-11-01T00:20:42.7Z,3,REGULAR,3pt,Jump Shot,[],1630163,26.231931668856767,87.74509803921569,1610612766,56,60,2021-11-01T00:20:46Z,3300000,-189.0,194.0,1,left,MISS L. Ball 27' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,27.07,Missed,,,,,,,,,,,,,,,,,,
341,PT10M32.00S,2021-11-01T00:20:44.7Z,3,REGULAR,rebound,defensive,[],203081,,,1610612757,56,60,2021-11-01T00:20:46Z,3310000,,,0,,D. Lillard REBOUND (Off:0 Def:3),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,340.0,,,,,,,,,,,3.0,3.0,0.0,,,,
342,PT10M28.00S,2021-11-01T00:20:49.0Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",203468,93.24901445466492,56.86274509803921,1610612757,56,62,2021-11-01T00:32:31Z,3320000,34.0,11.0,1,right,C. McCollum driving floating bank Jump Shot (11 PTS) (D. Lillard 8 AST),"[203468, 203081]",1610612757.0,POR,driving floating bank,,,McCollum,C. McCollum,,,,,3.6,Made,,11.0,D. Lillard,203081.0,8.0,,,,,,,,,,,,,
344,PT10M20.00S,2021-11-01T00:20:56.6Z,3,REGULAR,3pt,Jump Shot,[],202330,7.046649145860711,97.05882352941177,1610612766,56,62,2021-11-01T00:21:01Z,3340000,-235.0,14.0,1,left,MISS G. Hayward 3PT,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,23.57,Missed,,,,,,,,,,,,,,,,,,
345,PT10M17.00S,2021-11-01T00:20:59.6Z,3,REGULAR,rebound,defensive,[],203994,,,1610612757,56,62,2021-11-01T00:21:01Z,3350000,,,0,,J. Nurkic REBOUND (Off:4 Def:7),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,344.0,,,,,,,,,,,11.0,7.0,4.0,,,,
346,PT10M08.00S,2021-11-01T00:21:08.6Z,3,REGULAR,2pt,Jump Shot,[],203081,94.82588699080158,69.85294117647058,1610612757,56,64,2021-11-01T00:21:13Z,3360000,99.0,-4.0,1,right,D. Lillard 9' turnaround fadeaway Jump Shot (8 PTS),[203081],1610612757.0,POR,turnaround fadeaway,,,Lillard,D. Lillard,,,,,9.94,Made,,8.0,,,,,,,,,,,,,,,,
347,PT09M52.00S,2021-11-01T00:21:24.8Z,3,REGULAR,3pt,Jump Shot,[],1630163,4.5499342969776615,97.05882352941177,1610612766,56,64,2021-11-01T00:21:29Z,3370000,-235.0,-10.0,1,left,MISS L. Ball 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,23.55,Missed,,,,,,,,,,,,,,,,,,
348,PT09M49.00S,2021-11-01T00:21:27.8Z,3,REGULAR,rebound,defensive,[],203496,,,1610612757,56,64,2021-11-01T00:21:29Z,3380000,,,0,,R. Covington REBOUND (Off:0 Def:1),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,347.0,,,,,,,,,,,1.0,1.0,0.0,,,,
349,PT09M44.00S,2021-11-01T00:21:32.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203081,69.20170827858082,24.754901960784316,1610612757,56,64,2021-11-01T00:21:42Z,3390000,-126.0,237.0,1,right,MISS D. Lillard 26' step back 3PT,[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,26.85,Missed,,,,,,,,,,,,,,,,,,
350,PT09M41.00S,2021-11-01T00:21:35.8Z,3,REGULAR,rebound,defensive,[],1626179,,,1610612766,56,64,2021-11-01T00:21:42Z,3400000,,,0,,T. Rozier REBOUND (Off:0 Def:1),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,349.0,,,,,,,,,,,1.0,1.0,0.0,,,,
351,PT09M35.00S,2021-11-01T00:21:43.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,8.360709592641262,49.754901960784316,1610612766,58,64,2021-11-01T00:32:55Z,3410000,1.0,26.0,1,left,M. Bridges driving floating Jump Shot (10 PTS) (T. Rozier 4 AST),"[1628970, 1626179]",1610612766.0,CHA,driving floating,,,Bridges,M. Bridges,,,,,2.61,Made,,10.0,T. Rozier,1626179.0,4.0,,,,,,,,,,,,,
353,PT09M35.00S,2021-11-01T00:21:46.5Z,3,REGULAR,foul,personal,['1freethrow'],203081,,,1610612766,58,64,2021-11-01T00:21:56Z,3430000,,,0,,D. Lillard shooting personal FOUL (1 PF) (Bridges 1 FT),"[203081, 1628970]",1610612757.0,POR,shooting,,,Lillard,D. Lillard,,,,,,,,,,,,1148.0,1.0,0.0,Bridges,1628970.0,,,,,,,,
355,PT09M35.00S,2021-11-01T00:22:07.9Z,3,REGULAR,freethrow,1 of 1,[],1628970,,,1610612766,59,64,2021-11-01T00:22:07Z,3450000,,,0,,M. Bridges Free Throw 1 of 1 (11 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,,11.0,,,,,,,,,,,,,,,,
356,PT09M24.00S,2021-11-01T00:22:21.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,87.59855453350855,49.50980392156863,1610612757,59,66,2021-11-01T00:33:05Z,3460000,-2.0,64.0,1,right,N. Powell 6' driving floating Jump Shot (10 PTS) (D. Lillard 9 AST),"[1626181, 203081]",1610612757.0,POR,driving floating,,,Powell,N. Powell,,,,,6.41,Made,,10.0,D. Lillard,203081.0,9.0,,,,,,,,,,,,,
358,PT09M24.00S,2021-11-01T00:22:39.0Z,3,REGULAR,foul,personal,['1freethrow'],1628970,,,1610612757,59,66,2021-11-01T00:25:01Z,3480000,,,0,,M. Bridges away-from-play personal FOUL (3 PF) (Nurkic 1 FT),"[1628970, 203994]",1610612766.0,CHA,away-from-play,,,Bridges,M. Bridges,,,,,,,,,,,,1148.0,3.0,0.0,Nurkic,203994.0,,,,,,,,
361,PT09M24.00S,2021-11-01T00:22:53.6Z,3,REGULAR,freethrow,1 of 1,[],203994,,,1610612757,59,67,2021-11-01T00:22:53Z,3510000,,,0,,J. Nurkic away-from-play Free Throw 1 of 1 (7 PTS),[203994],1610612757.0,POR,away-from-play,,,Nurkic,J. Nurkic,,,,,,Made,,7.0,,,,,,,,,,,,,,,,
362,PT09M13.00S,2021-11-01T00:23:07.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,7.178055190538765,47.05882352941176,1610612766,61,67,2021-11-01T00:23:11Z,3520000,15.0,15.0,1,left,M. Plumlee driving DUNK (2 PTS),[203486],1610612766.0,CHA,driving,,,Plumlee,M. Plumlee,,,,,2.1,Made,,2.0,,,,,,,,,,,,,,,,
363,PT09M08.00S,2021-11-01T00:23:12.2Z,3,REGULAR,turnover,bad pass,[],203994,,,1610612757,61,67,2021-11-01T00:23:16Z,3530000,,,0,,J. Nurkic bad pass TURNOVER (3 TO),"[203994, 1630163]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,3.0,,,,Ball,1630163.0,,
364,PT09M08.00S,2021-11-01T00:23:12.2Z,3,REGULAR,steal,,[],1630163,,,1610612766,61,67,2021-11-01T00:23:14Z,3540000,,,0,,L. Ball STEAL (1 STL),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
365,PT09M03.00S,2021-11-01T00:23:17.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626179,11.251642575558476,3.6764705882352944,1610612766,64,67,2021-11-01T00:23:22Z,3550000,232.0,53.0,1,left,T. Rozier 3PT  (11 PTS) (M. Bridges 6 AST),"[1626179, 1628970]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,23.77,Made,,11.0,M. Bridges,1628970.0,6.0,,,,,,,,,,,,,
367,PT08M59.00S,2021-11-01T00:23:28.7Z,3,REGULAR,foul,offensive,[],203994,,,1610612757,64,67,2021-11-01T00:23:46Z,3570000,,,0,,J. Nurkic offensive FOUL (2 PF),"[203994, 1630163]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,203592.0,2.0,0.0,Ball,1630163.0,,,,,,,,
369,PT08M59.00S,2021-11-01T00:23:28.7Z,3,REGULAR,turnover,offensive foul,[],203994,,,1610612757,64,67,2021-11-01T00:23:28Z,3590000,,,0,,J. Nurkic offensive foul TURNOVER (4 TO),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,203592.0,,,,,4.0,,,,,,,
370,PT08M51.00S,2021-11-01T00:23:52.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630163,5.732588699080158,49.754901960784316,1610612766,66,67,2021-11-01T00:33:27Z,3600000,1.0,1.0,1,left,L. Ball driving finger roll Layup (15 PTS),[1630163],1610612766.0,CHA,driving finger roll,,,Ball,L. Ball,,,,,0.18,Made,,15.0,,,,,,,,,,,,,,,,
371,PT08M44.00S,2021-11-01T00:23:58.1Z,3,REGULAR,3pt,Jump Shot,[],203081,69.33311432325887,71.81372549019608,1610612757,66,67,2021-11-01T00:33:38Z,3610000,109.0,236.0,1,right,MISS D. Lillard 25' pullup 3PT,[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,25.98,Missed,,,,,,,,,,,,,,,,,,
372,PT08M42.00S,2021-11-01T00:24:01.4Z,3,REGULAR,rebound,offensive,[],203468,,,1610612757,66,67,2021-11-01T00:24:01Z,3620000,,,0,,C. McCollum REBOUND (Off:1 Def:1),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,371.0,,,,,,,,,,,2.0,1.0,1.0,,,,
373,PT08M40.00S,2021-11-01T00:24:02.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203081,66.44218134034165,37.00980392156863,1610612757,66,70,2021-11-01T00:24:07Z,3630000,-65.0,263.0,1,right,D. Lillard 27' 3PT  (11 PTS) (C. McCollum 4 AST),"[203081, 203468]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,27.08,Made,,11.0,C. McCollum,203468.0,4.0,,,,,,,,,,,,,
375,PT08M25.00S,2021-11-01T00:24:21.3Z,3,REGULAR,foul,personal,['2freethrow'],203081,,,1610612766,66,70,2021-11-01T00:24:31Z,3650000,,,0,,D. Lillard shooting personal FOUL (2 PF) (Ball 2 FT),"[203081, 1630163]",1610612757.0,POR,shooting,,,Lillard,D. Lillard,,,,,,,,,,,,203592.0,2.0,0.0,Ball,1630163.0,,,,,,,,
377,PT08M25.00S,2021-11-01T00:24:54.3Z,3,REGULAR,freethrow,1 of 2,[],1630163,,,1610612766,67,70,2021-11-01T00:25:14Z,3670000,,,0,,L. Ball Free Throw 1 of 2 (16 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,Made,,16.0,,,,,,,,,,,,,,,,
378,PT08M25.00S,2021-11-01T00:24:54.3Z,3,REGULAR,freethrow,2 of 2,[],1630163,,,1610612766,67,70,2021-11-01T00:25:14Z,3680000,,,0,,MISS L. Ball Free Throw 2 of 2,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,Missed,,,,,,,,,,,,,,,,,,
